"codeSystem","instanceType","codeSystemVersion","uuid:ID","id","decode","code"
"http://www.cdisc.org","Code","2023-12-15","3886ec67-fc36-4bc2-9325-320770ab37b1","Code_106","Clinic","C51282"
"http://www.cdisc.org","Code","2023-12-15","34946227-511f-4a2d-ae63-3da686cfb13c","Code_107","In Person","C175574"
"http://www.cdisc.org","Code","2023-12-15","ab04382d-3643-4b45-9f5c-015371489234","Code_108","Telephone Call","C171537"
"http://www.cdisc.org","Code","2023-12-15","2139f618-c189-4a41-8fae-c8dec046f4b3","Code_109","Visit","C25716"
"http://www.cdisc.org","Code","2023-12-15","c15fb80c-4fdf-4b09-9b43-069b08570364","Code_110","Clinic","C51282"
"http://www.cdisc.org","Code","2023-12-15","04892458-a0e8-4109-be40-a427b6f867a6","Code_111","In Person","C175574"
"http://www.cdisc.org","Code","2023-12-15","6df965a9-18f9-4eaf-8f3e-152d05e8a0d6","Code_112","Telephone Call","C171537"
"http://www.cdisc.org","Code","2023-12-15","809dc5b5-ca37-49bd-9fb5-e37a1d459bb9","Code_113","Visit","C25716"
"http://www.cdisc.org","Code","2023-12-15","08f3a882-9469-406a-9fd4-94f458652425","Code_114","Clinic","C51282"
"http://www.cdisc.org","Code","2023-12-15","00d55c22-a099-424a-88c7-1584a36233f7","Code_115","In Person","C175574"
"http://www.cdisc.org","Code","2023-12-15","976e9a99-be03-4365-9b7c-a530a4f59d1f","Code_116","Telephone Call","C171537"
"http://www.cdisc.org","Code","2023-12-15","4547ab49-c7a8-4220-b3e0-3eb533cfe809","Code_117","Visit","C25716"
"http://www.cdisc.org","Code","2023-12-15","3e82806f-57fa-4665-bccc-3025328830dc","Code_118","Clinic","C51282"
"http://www.cdisc.org","Code","2023-12-15","d7a6a407-454a-4835-b144-6dbbfb836735","Code_119","In Person","C175574"
"http://www.cdisc.org","Code","2023-12-15","3a2eb076-a54e-4cf3-9535-5dc7e174790d","Code_120","Visit","C25716"
"http://www.cdisc.org","Code","2023-12-15","3265093c-792c-4beb-b2fc-c6812ce4a241","Code_121","Clinic","C51282"
"http://www.cdisc.org","Code","2023-12-15","7897cd80-93b2-47ee-b3ae-da8f497a3772","Code_122","In Person","C175574"
"SNOMED","Code","January 31, 2018","5f649222-08c0-475f-897d-a79b8c530111","Code_80","CT of head without contrast","383371000119108"
"SPONSOR","Code","12","769f2212-cd3e-4611-b21d-0f115bea0550","Code_81","Subject Supine","123"
"SPONSOR","Code","12","7f4fea90-bcbf-4267-9d04-3a8f86878f99","Code_82","Subject Standing","124"
"http://www.cdisc.org","Code","2023-12-15","a54c30e9-83dc-47d9-9d14-cae3f834f444","Code_429","Dictionary-derived Term","C82977"
"http://www.cdisc.org","Code","2023-12-15","29f802f0-eb27-4fed-b273-6b118f999aea","Code_430","Reported Event Term","C82571"
"http://www.cdisc.org","Code","2023-12-15","8227ef53-3add-4b0f-b523-5cd2a27f43b7","Code_431","Observation Start Date Time","C82517"
"http://www.cdisc.org","Code","2023-12-15","ec233b6a-9163-4638-9dec-269c5cfea3f3","Code_432","Informed Consent","C16735"
"http://www.cdisc.org","Code","2023-12-15","97b41ec0-93a5-4c37-bf44-250dc005b6a3","Code_433","Male","C20197"
"http://www.cdisc.org","Code","2023-12-15","7de2609d-0f98-4484-b3ff-bc9ad6a3ea9a","Code_434","Female","C16576"
"http://www.cdisc.org","Code","2023-12-15","bdfb2bb5-939b-4554-b9d6-2ddc92bf3bb9","Code_435","Sex","C28421"
"http://www.cdisc.org","Code","2023-12-15","e488bd62-a403-4ac3-8a0b-47188530f6b9","Code_436","Sex","C28421"
"http://www.cdisc.org","Code","2023-12-15","32afaecf-7beb-4249-b882-eea8040b27c2","Code_437","Race","C17049"
"http://www.cdisc.org","Code","2023-12-15","63da75cf-c3d6-4424-bff7-0e31f8287ec8","Code_438","Race","C17049"
"http://www.cdisc.org","Code","2023-12-15","e8da7317-e9be-4495-b36f-d96c71c4a071","Code_439","TEMP","C174446"
"http://www.cdisc.org","Code","2023-12-15","a0df8cf7-d0ba-40a3-9eec-7e0e4ff71b82","Code_440","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","c3cf6e28-fb77-487a-986f-19e87670531f","Code_441","Degree Celsius","C42559"
"http://www.cdisc.org","Code","2023-12-15","8e048346-0db6-4e6e-8cc0-2794aa9b5a50","Code_442","Degree Fahrenheit","C44277"
"http://www.cdisc.org","Code","2023-12-15","30a2bf45-a75a-4aa1-9fe9-bfe6da20645d","Code_443","Kelvin","C42537"
"http://www.cdisc.org","Code","2023-12-15","ce55fdba-dcc7-4aba-b0e2-9fe80680112f","Code_444","Unit of Temperature","C44276"
"http://www.cdisc.org","Code","2023-12-15","627cafdf-b8fa-4ba9-bf80-377a48984928","Code_445","Axilla","C12674"
"http://www.cdisc.org","Code","2023-12-15","b15f2042-3c9a-469b-b7c1-1d344d0adbb6","Code_446","Ear","C12394"
"http://www.cdisc.org","Code","2023-12-15","bf805818-c1df-468f-beb0-de3a096e8e6e","Code_447","Forehead","C89803"
"http://www.cdisc.org","Code","2023-12-15","415184ea-007f-49ab-bd8f-4557a026e059","Code_448","Oral Cavity","C12421"
"http://www.cdisc.org","Code","2023-12-15","e2f15f82-cad9-4d99-bd10-7769c6d0c827","Code_449","Rectum","C12390"
"http://www.cdisc.org","Code","2023-12-15","4e721619-a869-4fc9-ad72-4440414379fa","Code_450","Anatomic Site","C13717"
"http://www.cdisc.org","Code","2023-12-15","b61012dd-db0d-468b-9795-ea4fe96e7d56","Code_451","TEMP","C174446"
"http://www.cdisc.org","Code","2023-12-15","aa984918-a2f0-4b04-ab76-f2a1d491b13b","Code_452","WEIGHT","C25208"
"http://www.cdisc.org","Code","2023-12-15","9c203893-9481-4c77-9399-9e0844dddac4","Code_453","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","03906b1e-0761-4632-a61b-b567b8b9b9db","Code_454","Pound","C48531"
"http://www.cdisc.org","Code","2023-12-15","62eb65e7-bca7-43e5-9548-e362318a28b2","Code_455","Gram","C48155"
"http://www.cdisc.org","Code","2023-12-15","f6ff888c-93d7-4e4d-b89f-f9dd0ab24cc0","Code_456","Kilogram","C28252"
"http://www.cdisc.org","Code","2023-12-15","832d6a3b-0353-4f6a-9819-be127f984e79","Code_457","Unit of Weight","C48208"
"http://www.cdisc.org","Code","2023-12-15","5cb398a0-5359-4935-a56b-b819991e3e54","Code_458","WEIGHT","C25208"
"http://www.cdisc.org","Code","2023-12-15","3e8822b7-d80b-41df-a8be-91b34cbdb1fc","Code_459","HEIGHT","C25347"
"http://www.cdisc.org","Code","2023-12-15","6182b5d2-f1df-44dc-8928-f1de72d1b346","Code_460","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","f76656ba-ef32-4308-aade-8d5fa08e3124","Code_461","Centimeter","C49668"
"http://www.cdisc.org","Code","2023-12-15","a63ba74c-a72b-4e1d-924f-5496086d2a83","Code_462","Inch","C48500"
"http://www.cdisc.org","Code","2023-12-15","5097f467-8aa7-49bd-b161-8819aab228ea","Code_463","Meter","C41139"
"http://www.cdisc.org","Code","2023-12-15","4ce73a57-6c05-4840-9f5c-7e7ec2b5d21e","Code_464","Unit of Height","C168688"
"http://www.cdisc.org","Code","2023-12-15","a00a7940-3d18-4957-ba18-728261a5ab4d","Code_465","HEIGHT","C25347"
"http://www.cdisc.org","Code","2023-12-15","aae5b561-8b88-4af1-a65a-9c3111b403c8","Code_466","ALT","C64433"
"http://www.cdisc.org","Code","2023-12-15","a16f3a6f-ce76-4d7f-b60c-dfee5dd48837","Code_467","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","d0b31901-55bd-4ef8-b296-9808dfbf80aa","Code_468","Unit per Liter","C67456"
"http://www.cdisc.org","Code","2023-12-15","087b0c93-a175-4239-a2c1-0c37ede1bbef","Code_469","Microkatal per Liter","C67397"
"http://www.cdisc.org","Code","2023-12-15","ef3b1c15-982a-4945-8b8c-a597b40fb5f2","Code_470","International Unit per Liter","C67376"
"http://www.cdisc.org","Code","2023-12-15","400e519d-d8b6-4689-9d37-c71d3a57869a","Code_471","Nanokatal per Liter","C70510"
"http://www.cdisc.org","Code","2023-12-15","1ef6859b-5c92-4c39-8642-c9adae7c7242","Code_472","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","Code","2023-12-15","7eda720a-16cc-47f5-8c2e-61376b905f96","Code_473","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","886455fb-5a49-4157-bf30-80ead7ba9e7f","Code_474","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","d86021f7-ec18-4c51-a377-d12ceb29f1c0","Code_475","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","cc847e0e-293f-410d-a39e-ebfddc8f1ed0","Code_476","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","3b5c4ed5-e4d3-46ac-9aa7-a493611fa8c5","Code_477","ALT","C64433"
"http://www.cdisc.org","Code","2023-12-15","940a69b1-00a2-48de-93a3-a87cac54d1dd","Code_478","ALB","C64431"
"http://www.cdisc.org","Code","2023-12-15","c3e015ca-c67e-4158-9c78-93cf52bd6f0e","Code_479","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","65bf7381-d820-4534-9ba2-49cba4f3785f","Code_480","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","761aedcb-dbc3-4062-bdb5-d4c96fc94b0f","Code_481","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","722a4f79-b99d-4a8b-b23a-7f01243f6aeb","Code_482","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","d1b793f9-da61-4e40-842c-f467c59a00e4","Code_483","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","1634085f-c1e7-4e84-ac28-6bbfdc108e1e","Code_484","ALB","C64431"
"http://www.cdisc.org","Code","2023-12-15","676ac322-5615-49df-b4b3-e8e35cd72fc4","Code_485","ALP","C64432"
"http://www.cdisc.org","Code","2023-12-15","fdd7b8b8-fc50-489c-bf52-a443f437dd0a","Code_486","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","3b2c8e15-2743-4761-95e6-a9305f22a2e4","Code_487","Unit per Liter","C67456"
"http://www.cdisc.org","Code","2023-12-15","ec78cc0e-4e86-4345-a7d9-0f713a2910a5","Code_488","Microkatal per Liter","C67397"
"http://www.cdisc.org","Code","2023-12-15","f47e9519-48d1-4762-a1fe-fff1794a149d","Code_489","International Unit per Liter","C67376"
"http://www.cdisc.org","Code","2023-12-15","f5a7315c-4a76-4779-9d09-871afa72352f","Code_490","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","Code","2023-12-15","d782a0f8-099a-4949-acff-78bf3a4135d3","Code_491","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","d0d2c4d2-3d93-4d11-91f1-a8c20312940c","Code_492","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","bb20d035-1edc-4f16-93c6-60558d7e1d0c","Code_493","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","385e678f-a7ff-4b2f-bd95-4d867130a8d6","Code_494","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","e0365bdf-a089-4393-825e-705122aaa0c8","Code_495","ALP","C64432"
"http://www.cdisc.org","Code","2023-12-15","5d2570e2-8f17-4286-a956-5d2c62581764","Code_496","AST","C64467"
"http://www.cdisc.org","Code","2023-12-15","2dbfbd52-63c8-4d7f-9d4d-79f7f0911fd3","Code_497","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","66bdad4e-5175-4df8-95ac-ff6a9d2e39b8","Code_498","Unit per Liter","C67456"
"http://www.cdisc.org","Code","2023-12-15","ed7e3b58-c64b-4c5c-88b4-0db0705c23bb","Code_499","Microkatal per Liter","C67397"
"http://www.cdisc.org","Code","2023-12-15","36878bfe-53e1-495c-983d-641682c0bf78","Code_500","International Unit per Liter","C67376"
"http://www.cdisc.org","Code","2023-12-15","a37b8cb1-5af1-4d07-940b-d98f8ba2ba79","Code_501","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","Code","2023-12-15","b79c9155-40a3-47e7-93bf-c721ed858bad","Code_502","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","cff314fd-b9bf-4ee3-80ba-e5d1d77070fe","Code_503","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","7f3dd524-4e99-423e-957e-e285589f1933","Code_504","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","9d2dbb60-5971-4588-a933-7048598d6673","Code_505","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","59cb2424-6b6f-4871-b188-fdcb8825ff9d","Code_506","AST","C64467"
"http://www.cdisc.org","Code","2023-12-15","23cda61d-ce5e-4ee2-95f3-3c3fa8f0e71b","Code_507","CREAT","C64547"
"http://www.cdisc.org","Code","2023-12-15","69c836e8-dd30-469e-bd54-04a4bb65bfaf","Code_508","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","b9dc7fce-0b63-4cd6-9c53-71881017b77b","Code_509","Milligram per Deciliter","C67015"
"http://www.cdisc.org","Code","2023-12-15","cd02f399-5f9a-48ff-8680-1f33c77b3f03","Code_510","Microgram per Milliliter","C64572"
"http://www.cdisc.org","Code","2023-12-15","da5cc45f-a116-4991-ac61-9f8d14e6c8f5","Code_511","Millimole per Liter","C64387"
"http://www.cdisc.org","Code","2023-12-15","54735982-1934-4a3e-9920-e2e7c6be46df","Code_512","Micromole per Liter","C48508"
"http://www.cdisc.org","Code","2023-12-15","e1f7ad5a-41c2-4cb9-b37e-0a9113f62706","Code_513","Unit of Concentration","C48207"
"http://www.cdisc.org","Code","2023-12-15","2bd28c2c-8c0c-4744-8743-3d139dfcfb0c","Code_514","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","85895b36-5b2f-4d81-88b5-2c661ba10216","Code_515","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","e05a33f0-82d5-49a9-aea5-8e28e5e29fca","Code_516","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","ebe40fa5-d06e-4ecf-b137-9f8a10014fed","Code_517","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","7013ed16-1fb4-4fbd-85dc-edb2610567a0","Code_518","CREAT","C64547"
"http://www.cdisc.org","Code","2023-12-15","e5950e6a-4728-4845-aa38-80a86332d8e6","Code_519","K","C64853"
"http://www.cdisc.org","Code","2023-12-15","a83f2a90-d643-427c-9f4c-45bed2c97043","Code_520","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","4f901409-6d86-4a1a-8d8b-324494e9b526","Code_521","Milliequivalent per Liter","C67474"
"http://www.cdisc.org","Code","2023-12-15","06596adb-88ba-448b-a691-fa61c6b7a51c","Code_522","Milliequivalent per Deciliter","C67473"
"http://www.cdisc.org","Code","2023-12-15","092ee0d2-e13f-4115-a0d7-37c2fa26afa5","Code_523","Millimole per Liter","C64387"
"http://www.cdisc.org","Code","2023-12-15","3daec689-5a41-4f40-b8bc-bc92775b03e7","Code_524","Molarity Unit","C64567"
"http://www.cdisc.org","Code","2023-12-15","09f2b084-df4b-44f5-b8ab-97f8904b144c","Code_525","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","c1d4a6fc-339e-4733-a093-5f4587a77ede","Code_526","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","ca3b126b-15a4-436b-8842-8deedeb0e000","Code_527","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","66253732-e5fe-4caa-a16c-426ea4adfaa1","Code_528","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","c302142c-6379-4c4c-a356-dc663f409bd5","Code_529","K","C64853"
"http://www.cdisc.org","Code","2023-12-15","fffdb76c-c65e-48c1-89dd-4c9a37da514f","Code_530","SODIUM","C64809"
"http://www.cdisc.org","Code","2023-12-15","6df0d6f2-960e-4ac2-96be-3a6ec3def927","Code_531","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","f5067741-1901-41bf-9a15-40dfec36df90","Code_532","Milliequivalent per Liter","C67474"
"http://www.cdisc.org","Code","2023-12-15","8987cdbb-3acf-4bd4-9ccc-04b15e322444","Code_533","Milliequivalent per Deciliter","C67473"
"http://www.cdisc.org","Code","2023-12-15","333d6fe9-d7b6-452e-94eb-32919232cd56","Code_534","Millimole per Liter","C64387"
"http://www.cdisc.org","Code","2023-12-15","4f1a3208-9747-486d-ae12-77df458cd854","Code_535","Molarity Unit","C64567"
"http://www.cdisc.org","Code","2023-12-15","88a2770e-e901-4787-ae16-2325a607b40d","Code_536","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","552e70e0-d0bd-4993-9082-ca611f8f55c9","Code_537","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","942d3fe4-bcbe-4c64-88ee-47e0cc1266c6","Code_538","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","93886285-f846-495d-87af-8fa6f2ed3f43","Code_539","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","d384bbda-2620-4e13-b792-668dcda1f93e","Code_540","SODIUM","C64809"
"http://www.cdisc.org","Code","2023-12-15","c02dc5bd-a7f0-45d0-ac71-2b0459898c0b","Code_541","HBA1C","C64849"
"http://www.cdisc.org","Code","2023-12-15","42e80cd4-2781-43d0-a5fa-2bae7b11855d","Code_542","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","778dc226-7dae-4f3f-a39f-568b88b5f0d4","Code_543","Gram per Deciliter","C64783"
"http://www.cdisc.org","Code","2023-12-15","acaac6b4-cd91-4922-aca7-d74697c039ac","Code_544","LBORRESU","No Concept Code"
"http://www.cdisc.org","Code","2023-12-15","b943a60f-575f-4532-8ffa-4dd9ec39831b","Code_545","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","d995e616-2b25-4119-866a-00c964a247bc","Code_546","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","cf3a8d29-a009-4422-af0a-8afe2763812f","Code_547","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","3aea49b3-f69d-47f3-8772-e3a9b8bebe3b","Code_548","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","efc38e8f-ab52-4174-8756-16c53a89f661","Code_549","HBA1C","C64849"
"http://www.cdisc.org","Code","2023-12-15","1eed1232-b31f-40eb-8bf2-ee885afc7911","Code_145","Adverse Event Verbatim Description","C78541"
"http://www.cdisc.org","Code","2023-12-15","07e0238b-f1ea-4639-b057-0873c9def4b4","Code_146","Adverse Event Dictionary Derived Term","C83344"
"http://www.cdisc.org","Code","2023-12-15","ff2fd271-4bc3-4a32-9060-dfccbddedc3d","Code_147","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","9086bcbd-d1c4-4801-9c8d-37ad89889c67","Code_148","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","1960ddea-8290-44f3-b06a-549401dd1828","Code_149","Adverse Event Pre-specified","C87840"
"http://www.cdisc.org","Code","2023-12-15","bbd70bc1-0e31-4f31-bc91-a65fd99da5d5","Code_150","Adverse Event Location","C83205"
"http://www.cdisc.org","Code","2023-12-15","290aaedd-f904-4abb-bfea-f5f976cfbaba","Code_151","Severity of Adverse Event","C53253"
"http://www.cdisc.org","Code","2023-12-15","76e24a89-7067-40ed-b579-7d393201c32b","Code_152","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","9d49d88c-9c73-4b9b-b061-181048849d2e","Code_153","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","64b39343-3eaf-408b-b8bf-485a1faf0c04","Code_154","Seriousness of Adverse Event","C53252"
"http://www.cdisc.org","Code","2023-12-15","13250ded-9987-4554-9768-b7e510136b02","Code_155","Adverse Event Action Taken with Study Treatment","C83013"
"http://www.cdisc.org","Code","2023-12-15","1cacdedd-8a7f-45a6-b7b6-2e53f59c24ac","Code_156","Other Actions taken in Response to Adverse Event","C83109"
"http://www.cdisc.org","Code","2023-12-15","47c92388-6542-4606-b3ea-0e94990d6fdb","Code_157","Adverse Event Attribution to Product or Procedure","C41358"
"http://www.cdisc.org","Code","2023-12-15","881219d7-be08-40c0-abab-25374e0988e0","Code_158","Adverse Event Relationship to Non Study Treatment","C83210"
"http://www.cdisc.org","Code","2023-12-15","77188833-c725-470e-8e8d-a453b97a7cd1","Code_159","Adverse Event Pattern","C83208"
"http://www.cdisc.org","Code","2023-12-15","631f0e0e-5f56-46e7-a6c0-86b49196aa50","Code_160","Adverse Event Outcome","C49489"
"http://www.cdisc.org","Code","2023-12-15","81dc2ce6-8bee-47ce-8751-96c3e3c25f7b","Code_161","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","ca6b1e32-dba8-42da-816f-66022345372f","Code_162","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","84d51087-335c-49e1-8717-bb279c5c420f","Code_163","Adverse Event Involves Cancer","C83211"
"http://www.cdisc.org","Code","2023-12-15","06c250c2-d64f-4afe-821b-6d16ba4ae07c","Code_164","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","c660965e-1cfa-484d-a6ca-e199a18e0b9e","Code_165","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","4a14871c-eb58-4167-8ce7-1c1a8fa0d11a","Code_166","Adverse Event Seriousness Due to Congenital Anomaly","C83117"
"http://www.cdisc.org","Code","2023-12-15","9fd91915-aee0-4cc9-8d69-a48bb2211757","Code_167","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","a7d2082f-29f0-4114-99c0-af2ea99c8a51","Code_168","Yes","C49488"
