"decode","instanceType","codeSystem","codeSystemVersion","uuid:ID","id","code"
"Visit","Code","http://www.cdisc.org","2023-09-29","e815b6ae-5a41-487d-9592-21e09a2430c3","Code_112","C25716"
"Clinic","Code","http://www.cdisc.org","2023-09-29","4812cce6-e754-47f6-844d-8fbc05574e4d","Code_113","C51282"
"In Person","Code","http://www.cdisc.org","2023-09-29","e97f4ed1-3c5e-47d3-a195-00f96065f19e","Code_114","C175574"
"Telephone Call","Code","http://www.cdisc.org","2023-09-29","ebfe2f83-e876-4fc5-b5c8-c4072525d6f0","Code_115","C171537"
"Visit","Code","http://www.cdisc.org","2023-09-29","8659ab41-cda6-4cad-a7b0-0b3194bdbefe","Code_116","C25716"
"Clinic","Code","http://www.cdisc.org","2023-09-29","42ab5035-8299-4906-8b24-031350ea0629","Code_117","C51282"
"In Person","Code","http://www.cdisc.org","2023-09-29","bc964f61-1e9a-406f-a315-4a1c3eda3f42","Code_118","C175574"
"Visit","Code","http://www.cdisc.org","2023-09-29","83ecd5f5-a17d-43d4-8dba-9fc41b52a117","Code_119","C25716"
"Clinic","Code","http://www.cdisc.org","2023-09-29","c1e629df-da31-419d-9965-399bcbefcb03","Code_120","C51282"
"In Person","Code","http://www.cdisc.org","2023-09-29","ee573a51-397c-4804-9cc9-40b56d7d7435","Code_121","C175574"
"CT of head without contrast","Code","SNOMED","January 31, 2018","b9e5d204-9419-4518-8184-71656c2a483e","Code_79","383371000119108"
"Subject Supine","Code","SPONSOR","12","be746bef-b2c7-4162-8987-00dce56923d6","Code_80","123"
"Subject Standing","Code","SPONSOR","12","0a4cac43-9f8d-4f61-a58f-32ee559adf16","Code_81","124"
"Vital Signs Result","Code","NCI Thesaurus","","cdade709-6963-4936-856f-7a692b259b81","Code_278","C173522"
"Kelvin","Code","http://www.cdisc.org","2023-09-29","a10f84d0-0cc1-4145-9e91-b94b5dc0366c","Code_279","C42537"
"Unit of Temperature","Code","NCI Thesaurus","","2eb51afb-f4a0-49bd-8287-92acdd7160bf","Code_280","C44276"
"Vital Signs Location","Code","NCI Thesaurus","","3d68ac49-e2f6-4994-b4db-04cd20d5985a","Code_281","C83088"
"Body Temperature","Code","NCI Thesaurus","","52960e98-2d44-42f0-a683-edae87edf743","Code_277","C174446"
"Vital Signs Result","Code","NCI Thesaurus","","25395931-e72e-4d87-b0fc-c5df34727041","Code_283","C173522"
"Kilogram","Code","http://www.cdisc.org","2023-09-29","1eaa7824-46d3-4da5-b01b-84efa759c314","Code_284","C28252"
"Gram","Code","http://www.cdisc.org","2023-09-29","3d451897-21f7-4ac9-851f-292182f84b4b","Code_285","C48155"
"Pound","Code","http://www.cdisc.org","2023-09-29","54f9fbcc-eac6-4d93-a4bf-1842d0aa1409","Code_286","C48531"
"Unit of Weight","Code","NCI Thesaurus","","efb10ed0-e243-4f5d-b7fd-1ff4d9569335","Code_287","C48208"
"Body Weight","Code","NCI Thesaurus","","46585b6c-dd2e-463e-b52d-8f20ba9f2aef","Code_282","C81328"
"Vital Signs Result","Code","NCI Thesaurus","","0181a26e-8838-41c9-8577-62071e08b85b","Code_289","C173522"
"Centimeter","Code","http://www.cdisc.org","2023-09-29","a0a078f9-88ae-40ab-b1a8-7e55f9c93818","Code_290","C49668"
"Inch","Code","http://www.cdisc.org","2023-09-29","9bb2dc07-c6af-4750-9c05-a62d2ee71a53","Code_291","C48500"
"Millimeter","Code","http://www.cdisc.org","2023-09-29","54d0e9e6-e2a6-4032-8568-25758c5fbae4","Code_292","C28251"
"Meter","Code","http://www.cdisc.org","2023-09-29","4489639a-20f2-401f-84e8-367a4f70b3fc","Code_293","C41139"
"Unit of Height","Code","NCI Thesaurus","","b5d8cd3f-602b-4bcf-829a-23be04e4c038","Code_294","C168688"
"Body Height","Code","NCI Thesaurus","","b228b0b0-da54-424e-98f2-f5d127205339","Code_288","C164634"
"Laboratory Test Result","Code","NCI Thesaurus","","d4b08132-515c-49b0-bd9d-ff49d76d501c","Code_296","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","8bb7b4fa-bbd8-4518-8ff9-46a8b2f29bde","Code_297","C83309"
"Unit of Catalytic Activity Concentration","Code","NCI Thesaurus","","1e234c54-ee2a-4840-b429-b7bfc156347a","Code_298","C67365"
"Biospecimen Type","Code","NCI Thesaurus","","b0ec3968-a755-4764-8774-14253dc0f7d7","Code_299","C70713"
"Alanine Aminotransferase Measurement","Code","NCI Thesaurus","","6b120ac0-a834-43be-84d7-d0f11b7d47f9","Code_295","C64433"
"Laboratory Test Result","Code","NCI Thesaurus","","25505f63-b025-48fa-b41b-9a60bc6757b3","Code_301","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","266dd718-59e4-4a66-ad17-fb57fbf78a9e","Code_302","C83309"
"Unit of Concentration","Code","NCI Thesaurus","","d5d5d018-81d7-47b3-bfcb-2e3605e6d61d","Code_303","C48207"
"Biospecimen Type","Code","NCI Thesaurus","","b7f20e72-b031-4d66-9795-10e9965223b4","Code_304","C70713"
"Albumin Measurement","Code","NCI Thesaurus","","db445846-8460-4669-9ccf-7c2357b250e4","Code_300","C64431"
"Laboratory Test Result","Code","NCI Thesaurus","","dca20b7c-d361-487f-a595-a07136aae893","Code_306","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","5517dc9c-eea2-4a05-8d5a-8807d542e0e2","Code_307","C83309"
"Unit of Catalytic Activity Concentration","Code","NCI Thesaurus","","6409aa8e-d3d5-4fb2-9b8d-6725cfa681a2","Code_308","C67365"
"Biospecimen Type","Code","NCI Thesaurus","","dc85f487-c5d4-4420-8255-314cfc2ee1fd","Code_309","C70713"
"Alkaline Phosphatase Measurement","Code","NCI Thesaurus","","eff3ec69-1bd2-4067-b5be-cb63cfb81683","Code_305","C64432"
"Laboratory Test Result","Code","NCI Thesaurus","","67b4c637-8661-4837-8657-da4bda5fe4c7","Code_311","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","836ab086-23d7-4700-9792-ff218acd6fd2","Code_312","C83309"
"Unit of Catalytic Activity Concentration","Code","NCI Thesaurus","","6464abd8-dd33-421a-b279-99c21503ed2a","Code_313","C67365"
"Biospecimen Type","Code","NCI Thesaurus","","180dc386-aad1-43ab-a1d8-75be45089ff7","Code_314","C70713"
"Aspartate Aminotransferase Measurement","Code","NCI Thesaurus","","53904d13-d43c-48b5-8958-2ee7c72b7bc5","Code_310","C64467"
"Laboratory Test Result","Code","NCI Thesaurus","","cc62fff2-9a31-41c4-a136-bbccedad5aaa","Code_316","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","66f495c8-cef9-4c67-b642-2f4202e21d93","Code_317","C83309"
"Unit of Concentration","Code","NCI Thesaurus","","1572e02f-66a0-485e-b7b4-57f9d94f1ed5","Code_318","C48207"
"Biospecimen Type","Code","NCI Thesaurus","","4da90ac6-3ff7-4b46-a6f4-7fed3dc1ec97","Code_319","C70713"
"Creatinine Measurement","Code","NCI Thesaurus","","49632909-6ce6-4136-9e4c-01cc040723f7","Code_315","C64547"
"Laboratory Test Result","Code","NCI Thesaurus","","da7377eb-f9ff-4acd-a026-4f58fb4e57ab","Code_321","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","d1f32388-b3f7-4847-9ac4-63cb67542e13","Code_322","C83309"
"Molarity Unit","Code","NCI Thesaurus","","1b406265-3643-4c43-a138-e7ffde5b360c","Code_323","C64567"
"Biospecimen Type","Code","NCI Thesaurus","","a33c0945-0a70-4379-8b53-e34c944e442a","Code_324","C70713"
"Potassium Measurement","Code","NCI Thesaurus","","72b5d24b-1ae2-4fe5-86ba-e67807cfb70e","Code_320","C64853"
"Laboratory Test Result","Code","NCI Thesaurus","","8d805907-37bb-4886-a624-4375acd22737","Code_326","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","3358cb12-ff53-4559-9928-52c34aadde1a","Code_327","C83309"
"Molarity Unit","Code","NCI Thesaurus","","942f85be-32f0-4363-b192-e18b1e7b578b","Code_328","C64567"
"Biospecimen Type","Code","NCI Thesaurus","","023d2996-4a76-4ca4-833b-7f508b208725","Code_329","C70713"
"Sodium Measurement","Code","NCI Thesaurus","","986e4a03-99ac-49b9-9a13-cb998bdf0e62","Code_325","C64809"
"Adverse Event Verbatim Description","Code","NCI Thesaurus","","79c51935-f8d0-48e0-919a-e23baa806efc","Code_145","C78541"
"Adverse Event Dictionary Derived Term","Code","NCI Thesaurus","","e3ab313c-9c87-4de9-a26c-9b41fc3e9749","Code_146","C83344"
"Adverse Event Category","Code","NCI Thesaurus","","4c01db73-beee-4c74-a01a-c731bb56588b","Code_147","C83198"
"Adverse Event Subcategory","Code","NCI Thesaurus","","d60555d6-52ec-4547-aa53-115323b9cac3","Code_148","C83212"
"Adverse Event Pre-specified","Code","NCI Thesaurus","","fc77a896-c415-47b8-be82-c238b11862a6","Code_149","C87840"
"Severity of Adverse Event","Code","NCI Thesaurus","","c71360b5-d500-4866-9fa8-7e1b8fc27313","Code_150","C53253"
"Adverse Event Toxicity Grade","Code","NCI Thesaurus","","328a93a1-1efb-43da-9c5b-4df0c768cd6a","Code_151","C78605"
"Seriousness of Adverse Event","Code","NCI Thesaurus","","0cc3f711-7d80-4476-a65f-bd368d538664","Code_152","C53252"
"Adverse Event Action Taken with Study Treatment","Code","NCI Thesaurus","","a0f0714d-f434-4332-8a20-ad6e28210d10","Code_153","C83013"
"Adverse Event Attribution to Product or Procedure","Code","NCI Thesaurus","","a4bd19d4-74eb-41ed-85e5-0d776a13a1ed","Code_154","C41358"
"Intermittent","Code","http://www.cdisc.org","2023-09-29","03231aec-9a1e-43ce-b2c8-79eb433f60ed","Code_155","C71325"
"Adverse Event Pattern","Code","NCI Thesaurus","","af1f2fa9-20ab-4c20-a942-0a9de6c1c665","Code_156","C83208"
"Adverse Event Outcome","Code","NCI Thesaurus","","dedc1c2b-ba92-40cc-a1b7-0e4e6c4ff9d0","Code_157","C49489"
"Adverse Event Start Date Time","Code","NCI Thesaurus","","e543b823-9147-445c-9e07-339e1c2aca0b","Code_158","C83215"
"Adverse Event End Date Time","Code","NCI Thesaurus","","d9b49445-0267-453e-a7af-0282b7c65c37","Code_159","C83201"
"Adverse Event","Code","NCI Thesaurus","","699ec101-ae3c-4099-bae1-56ef6ed6c400","Code_144","C41331"
"Vital Signs Result","Code","NCI Thesaurus","","f83f2aa5-1a50-43e6-a803-67298d8c427e","Code_161","C173522"
"Pascal","Code","http://www.cdisc.org","2023-09-29","be0ba166-0fd7-436d-b113-fda88f88eb1c","Code_162","C42547"
"Unit of Pressure","Code","NCI Thesaurus","","e9947ebf-c7c8-456a-ac9f-cacd2542d0ef","Code_163","C49669"
"Vital Signs Location","Code","NCI Thesaurus","","74bb476f-0c74-4b91-a510-c428499046b5","Code_164","C83088"
"Vital Signs Laterality","Code","NCI Thesaurus","","676566f2-867d-4cb8-948f-6ef03e12b942","Code_165","C123975"
"Test Method","Code","NCI Thesaurus","","6ee9101e-3a3c-449e-a0f7-5ac53dbb724c","Code_166","C82535"
"Vital Signs Position","Code","NCI Thesaurus","","5e36d263-0f41-4d3a-a7f8-4a7ef7ade45d","Code_167","C83114"
"Systolic Blood Pressure","Code","NCI Thesaurus","","4ae52ee2-67ba-4a3c-9825-1077f5680cf0","Code_160","C25298"
"Vital Signs Result","Code","NCI Thesaurus","","dde3702d-331d-44d4-9563-6e0c2088ba16","Code_169","C173522"
"Pascal","Code","http://www.cdisc.org","2023-09-29","e18f1a2d-026c-4e9c-8eea-e46346e829da","Code_170","C42547"
"Unit of Pressure","Code","NCI Thesaurus","","e768b666-59f1-4f83-a144-435122b11168","Code_171","C49669"
"Vital Signs Location","Code","NCI Thesaurus","","a33d03fa-1312-4455-ab44-f36cfa96006f","Code_172","C83088"
"Vital Signs Laterality","Code","NCI Thesaurus","","2851c990-09cd-42dc-b731-422e57c6488d","Code_173","C123975"
"Test Method","Code","NCI Thesaurus","","c0eeba8e-4d7b-4897-ac64-01ac22561914","Code_174","C82535"
"Vital Signs Position","Code","NCI Thesaurus","","c7531d10-14b3-4bd4-a5c6-97f81c30e880","Code_175","C83114"
"Diastolic Blood Pressure","Code","NCI Thesaurus","","363d97d5-a11c-447a-8276-504f6aa8b73b","Code_168","C25299"
"Vital Signs Result","Code","NCI Thesaurus","","53a04645-f28a-4212-a8fa-efc36753a4a9","Code_177","C173522"
"Kelvin","Code","http://www.cdisc.org","2023-09-29","85736c31-29d5-4a73-8f58-e73eb76862b6","Code_178","C42537"
"Unit of Temperature","Code","NCI Thesaurus","","3099a30e-8525-4961-9836-3e02b03dd8a9","Code_179","C44276"
"Vital Signs Location","Code","NCI Thesaurus","","d40e5391-9fc5-4672-9428-8597006957f4","Code_180","C83088"
"Body Temperature","Code","NCI Thesaurus","","20a62702-11f3-4f22-ac4d-1a954b909196","Code_176","C174446"
"Vital Signs Result","Code","NCI Thesaurus","","3825cedb-732e-4748-b32d-36f62e152b17","Code_182","C173522"
"Kilogram","Code","http://www.cdisc.org","2023-09-29","d45dcc0f-b288-4dfb-96e5-a1212171e58f","Code_183","C28252"
"Gram","Code","http://www.cdisc.org","2023-09-29","9f52cfc9-a2dd-4db9-9a23-ee3f371ce22e","Code_184","C48155"
"Pound","Code","http://www.cdisc.org","2023-09-29","f1a1c0c0-2b26-42da-9dd8-37a64c5438a6","Code_185","C48531"
"Unit of Weight","Code","NCI Thesaurus","","557d68db-3250-4a37-ba5c-bf5a6e7f69dc","Code_186","C48208"
"Body Weight","Code","NCI Thesaurus","","ca60bc1b-8efc-44e5-92f5-4e566e319fa9","Code_181","C81328"
"Vital Signs Result","Code","NCI Thesaurus","","da23ad5d-d29b-48b6-917c-4bf49ac62e97","Code_188","C173522"
"Centimeter","Code","http://www.cdisc.org","2023-09-29","5bd6412e-04a6-48b5-811d-67474d364303","Code_189","C49668"
"Inch","Code","http://www.cdisc.org","2023-09-29","652842a5-79a3-4ec5-a2a4-249f7405c752","Code_190","C48500"
"Millimeter","Code","http://www.cdisc.org","2023-09-29","b3515f8f-da06-44d2-bb82-84aa6337a984","Code_191","C28251"
"Meter","Code","http://www.cdisc.org","2023-09-29","e9a16b3b-6c72-43bb-bcce-0974ed9501e6","Code_192","C41139"
"Unit of Height","Code","NCI Thesaurus","","d141a4a5-503c-4e30-8a0d-2b4fcf1d81ae","Code_193","C168688"
"Body Height","Code","NCI Thesaurus","","bbf1a72f-711f-453c-b5bd-1b301f7bf2a5","Code_187","C164634"
"Laboratory Test Result","Code","NCI Thesaurus","","ed5e8bf1-0f06-4a0b-991a-b3007bc77122","Code_195","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","40c121d0-7af7-484a-930e-8a4796f345e5","Code_196","C83309"
"Unit of Catalytic Activity Concentration","Code","NCI Thesaurus","","a02e07d5-8b20-4804-bf7f-486de27c756b","Code_197","C67365"
"Biospecimen Type","Code","NCI Thesaurus","","fe6ca82e-9963-4a1a-9ae3-ba605b3cfa6e","Code_198","C70713"
"Alanine Aminotransferase Measurement","Code","NCI Thesaurus","","f6c95c73-f8b8-47c8-827b-8d752dc78d28","Code_194","C64433"
"Laboratory Test Result","Code","NCI Thesaurus","","5a58a5c4-ec1b-434f-b942-03a70c0073c3","Code_200","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","d3dd72b5-107b-454f-ad1d-6419e2277696","Code_201","C83309"
"Unit of Concentration","Code","NCI Thesaurus","","819e1c86-0d8e-411d-95e9-8645692f2386","Code_202","C48207"
"Biospecimen Type","Code","NCI Thesaurus","","f99f14cc-9bdb-45aa-873f-a1a0a6771641","Code_203","C70713"
"Albumin Measurement","Code","NCI Thesaurus","","58654b10-c3e1-431c-8200-2e2597d0d33a","Code_199","C64431"
"Laboratory Test Result","Code","NCI Thesaurus","","aee4f4fa-a1da-4dcc-8236-43594d1c8c1d","Code_205","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","4ebcb2c4-b48e-4391-8a60-e6daeaaa8239","Code_206","C83309"
"Unit of Catalytic Activity Concentration","Code","NCI Thesaurus","","79723a0c-f093-4b66-9f03-6977d13cdd76","Code_207","C67365"
"Biospecimen Type","Code","NCI Thesaurus","","ea477b70-c581-4941-b77a-30bd064a932c","Code_208","C70713"
"Alkaline Phosphatase Measurement","Code","NCI Thesaurus","","a8722462-3ea6-4498-ad9a-b698b200ffa3","Code_204","C64432"
"Laboratory Test Result","Code","NCI Thesaurus","","b7fd18ea-1bb6-474f-9a11-455fad214a7f","Code_210","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","a623ac6a-36b6-4b52-a38e-b3eaa52a8a0c","Code_211","C83309"
"Unit of Catalytic Activity Concentration","Code","NCI Thesaurus","","aa3590f7-4c7a-439e-be8c-2bac724aa7c3","Code_212","C67365"
"Biospecimen Type","Code","NCI Thesaurus","","862c7fe4-40dc-4655-8dad-d5e55e8a74f5","Code_213","C70713"
"Aspartate Aminotransferase Measurement","Code","NCI Thesaurus","","3abffe0f-e35d-4dcf-a1b7-b5165ded09d9","Code_209","C64467"
"Laboratory Test Result","Code","NCI Thesaurus","","33c5a9ce-551e-40df-8862-ce1e620730b6","Code_215","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","7cc656f5-c148-4984-be3d-001094b2f39d","Code_216","C83309"
"Unit of Concentration","Code","NCI Thesaurus","","5a756d0d-0c49-4de6-8c34-d29f36797cb1","Code_217","C48207"
"Biospecimen Type","Code","NCI Thesaurus","","f655631e-52fd-4a49-8625-e998a1e28596","Code_218","C70713"
"Creatinine Measurement","Code","NCI Thesaurus","","105c70df-2b41-4acb-9314-50ec56be85e9","Code_214","C64547"
"Laboratory Test Result","Code","NCI Thesaurus","","2585863e-fe9f-4c87-b6b8-625a93a2de80","Code_220","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","af910d4d-9737-45c3-9ba2-f4091dcc7fd4","Code_221","C83309"
"Molarity Unit","Code","NCI Thesaurus","","da90572d-3d0c-4a1b-aeef-8b06d824eb19","Code_222","C64567"
"Biospecimen Type","Code","NCI Thesaurus","","17841bce-4de3-4f9b-bc02-82d82038b5d5","Code_223","C70713"
"Potassium Measurement","Code","NCI Thesaurus","","3769e228-36c9-49f4-bd03-5bd5467bcc68","Code_219","C64853"
"Laboratory Test Result","Code","NCI Thesaurus","","98f19009-7061-442f-b41a-14f03fd15b1c","Code_225","C36292"
"Laboratory Test Fasting Status","Code","NCI Thesaurus","","30c91d4c-7472-4dd3-872b-d29d48d50bab","Code_226","C83309"
"Molarity Unit","Code","NCI Thesaurus","","158bc38a-bac2-4409-a383-e9375a5f475f","Code_227","C64567"
"Biospecimen Type","Code","NCI Thesaurus","","f338706b-3beb-42e5-b56c-87ae34efb1d6","Code_228","C70713"
"Sodium Measurement","Code","NCI Thesaurus","","5a883380-08e6-4f70-939a-1b17de3f98d7","Code_224","C64809"
"Vital Signs Result","Code","NCI Thesaurus","","4fd42516-ee0c-4136-b411-3cc285b2ca9b","Code_230","C173522"
"Pascal","Code","http://www.cdisc.org","2023-09-29","d05689a2-5f25-4a3a-8558-2d8623ffa30a","Code_231","C42547"
"Unit of Pressure","Code","NCI Thesaurus","","d558b2d4-9ce0-4d57-b8b8-d208933099bc","Code_232","C49669"
"Vital Signs Location","Code","NCI Thesaurus","","3f569b31-26ad-4f7e-810a-1d21f823697d","Code_233","C83088"
"Vital Signs Laterality","Code","NCI Thesaurus","","9e7c2f82-4071-49cb-ac0b-b525ad407521","Code_234","C123975"
"Test Method","Code","NCI Thesaurus","","c48e3d31-254e-4f78-a399-303efe8dcbcd","Code_235","C82535"
"Vital Signs Position","Code","NCI Thesaurus","","f62e257e-015d-4064-b276-64496f7398e1","Code_236","C83114"
"Systolic Blood Pressure","Code","NCI Thesaurus","","4b15d13e-1116-41ab-8998-f5a6235a9ca5","Code_229","C25298"
"Vital Signs Result","Code","NCI Thesaurus","","aa3ee90b-a868-44af-bfc1-75831c9f2f2d","Code_238","C173522"
"Pascal","Code","http://www.cdisc.org","2023-09-29","1b755edd-b8b8-4891-85c9-2240ae0beb8d","Code_239","C42547"
"Unit of Pressure","Code","NCI Thesaurus","","92d97401-0315-4d92-b0be-48b1ac3502b1","Code_240","C49669"
"Vital Signs Location","Code","NCI Thesaurus","","369dd348-0859-455b-9b53-d970157deddd","Code_241","C83088"
"Vital Signs Laterality","Code","NCI Thesaurus","","6a00f068-ec82-4bd2-937e-959be972130b","Code_242","C123975"
"Test Method","Code","NCI Thesaurus","","529c9e44-a5ea-4535-a654-60a7505b6a6f","Code_243","C82535"
"Vital Signs Position","Code","NCI Thesaurus","","b3cfacef-1a67-48c9-a910-b4a1a68c3452","Code_244","C83114"
"Diastolic Blood Pressure","Code","NCI Thesaurus","","b0490b7c-03f1-4ca5-b08e-94d2d188b65d","Code_237","C25299"
"Vital Signs Result","Code","NCI Thesaurus","","f33598a8-b8e8-4b13-aeca-4ee5445616c6","Code_246","C173522"
"Beats per Minute","Code","http://www.cdisc.org","2023-09-29","9cad33ea-874e-4349-8729-ae65e45af1d3","Code_247","C49673"
