"isEnabled","name","isRequired","instanceType","label","uuid:ID","id","datatype"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","59c70ff2-8077-4be9-b34e-56c75e6b57c9","BiomedicalConceptProperty_112","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","f4b7ef8d-355b-47ab-aa89-f7526cc0bf86","BiomedicalConceptProperty_113","decimal"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","0a2a133c-89ab-4282-860a-f247e694348c","BiomedicalConceptProperty_114","boolean"
"True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","bff04c45-b830-4f87-997a-06c2df795e74","BiomedicalConceptProperty_115","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","37e9bd44-4096-4dc0-8a19-a9dd730fcbed","BiomedicalConceptProperty_116","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","fcb67cb1-98ac-4b63-9972-d73de30aabf1","BiomedicalConceptProperty_117","decimal"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","98dc4b84-545b-49c3-964a-380067eddd35","BiomedicalConceptProperty_118","boolean"
"True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","3b5eea94-92b5-4015-9707-2ce97acfe9bf","BiomedicalConceptProperty_119","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","24edaace-fb5e-4891-837e-68764885def2","BiomedicalConceptProperty_120","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","833b8aad-e736-45fb-bffd-bb986e64e546","BiomedicalConceptProperty_121","string"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","dbed3251-bce3-4ff4-b068-f5a886a54fa0","BiomedicalConceptProperty_122","boolean"
"True","Unit of Concentration","True","BiomedicalConceptProperty","Unit of Concentration","72bb3913-7232-48bb-898d-f0f540df758d","BiomedicalConceptProperty_123","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","fb7ad180-ef57-45b4-9844-fe6038a37651","BiomedicalConceptProperty_124","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","6aef36b5-2974-4238-b03e-315d0e32837c","BiomedicalConceptProperty_125","decimal"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","683f6825-dc57-4968-a453-71f794a45ba4","BiomedicalConceptProperty_126","boolean"
"True","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","6f8b3dee-0657-46b0-8e98-b9b0f20a8b04","BiomedicalConceptProperty_127","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","5db3342d-f47c-4486-af3d-ec543ae4a7ec","BiomedicalConceptProperty_128","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","21013a4d-892d-47ee-a827-7aa78496547d","BiomedicalConceptProperty_129","decimal"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","8b03c555-d2c8-4c88-8dc8-e5632ac52cb8","BiomedicalConceptProperty_130","boolean"
"True","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","91a2773f-6ee0-4c3b-be00-e960371da1d0","BiomedicalConceptProperty_131","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","2d43512c-20aa-4660-b8e9-aaed5dedc4e9","BiomedicalConceptProperty_132","string"
"True","Adverse Event Verbatim Description","True","BiomedicalConceptProperty","Adverse Event Verbatim Description","d7c643e7-925a-4203-9b16-927f818de5da","BiomedicalConceptProperty_1","string"
"True","Adverse Event Dictionary Derived Term","True","BiomedicalConceptProperty","Adverse Event Dictionary Derived Term","ee860ecb-4aec-47cf-8807-506437f6217e","BiomedicalConceptProperty_2","string"
"True","Adverse Event Category","True","BiomedicalConceptProperty","Adverse Event Category","33a6812a-7b3e-4be7-96e9-50819ed44ab1","BiomedicalConceptProperty_3","string"
"True","Adverse Event Subcategory","True","BiomedicalConceptProperty","Adverse Event Subcategory","9d4c8b2a-4505-4b63-a30e-4eea36baa9ca","BiomedicalConceptProperty_4","string"
"True","Adverse Event Pre-specified","True","BiomedicalConceptProperty","Adverse Event Pre-specified","afaf1af2-6e50-4080-972a-72dab0c01548","BiomedicalConceptProperty_5","boolean"
"True","Severity of Adverse Event","True","BiomedicalConceptProperty","Severity of Adverse Event","0efb836c-67d4-4bdf-a407-c138a837f3d9","BiomedicalConceptProperty_6","string"
"True","Adverse Event Toxicity Grade","True","BiomedicalConceptProperty","Adverse Event Toxicity Grade","d1e2f86e-85e0-4205-8a32-e960e0871f85","BiomedicalConceptProperty_7","string"
"True","Seriousness of Adverse Event","True","BiomedicalConceptProperty","Seriousness of Adverse Event","5c411cf3-4fd0-4058-a9fd-dd09c6273f41","BiomedicalConceptProperty_8","boolean"
"True","Adverse Event Action Taken with Study Treatment","True","BiomedicalConceptProperty","Adverse Event Action Taken with Study Treatment","63b320b8-c7be-4653-8c50-7b0ee94243df","BiomedicalConceptProperty_9","string"
"True","Adverse Event Attribution to Product or Procedure","True","BiomedicalConceptProperty","Adverse Event Attribution to Product or Procedure","67dc9061-f3de-4e1e-bd3d-7f1d3d9c7a42","BiomedicalConceptProperty_10","string"
"True","Adverse Event Pattern","True","BiomedicalConceptProperty","Adverse Event Pattern","d070f140-5391-4365-9580-e21691098d27","BiomedicalConceptProperty_11","string"
"True","Adverse Event Outcome","True","BiomedicalConceptProperty","Adverse Event Outcome","050de3d9-42a5-4f80-a48f-b576128e6c1e","BiomedicalConceptProperty_12","string"
"True","Adverse Event Start Date Time","True","BiomedicalConceptProperty","Adverse Event Start Date Time","66cfaf7f-7065-48b9-86b3-8370da1812f4","BiomedicalConceptProperty_13","datetime"
"True","Adverse Event End Date Time","True","BiomedicalConceptProperty","Adverse Event End Date Time","b8c490d1-cce9-4a07-895f-692673ebac80","BiomedicalConceptProperty_14","datetime"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","b76fefb0-29bc-4395-a389-6b429bfd9300","BiomedicalConceptProperty_15","decimal"
"True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","54d83368-2ce9-41d6-9800-552a4f26a390","BiomedicalConceptProperty_16","string"
"True","Vital Signs Location","True","BiomedicalConceptProperty","Vital Signs Location","ee7345bf-28a0-4b91-8023-03dc398da99e","BiomedicalConceptProperty_17","string"
"True","Vital Signs Laterality","True","BiomedicalConceptProperty","Vital Signs Laterality","8e9d6acb-3c73-4a87-a686-6f3e5ecb34ca","BiomedicalConceptProperty_18","string"
"True","Test Method","True","BiomedicalConceptProperty","Test Method","79fd80ac-f4fe-475b-b45a-10453d630fbb","BiomedicalConceptProperty_19","string"
"True","Vital Signs Position","True","BiomedicalConceptProperty","Vital Signs Position","7045ee36-e646-4c36-a96f-519f9a950fe6","BiomedicalConceptProperty_20","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","92658a1e-9bd2-4cde-98b3-9e104ef39bf9","BiomedicalConceptProperty_21","decimal"
"True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","282d2a23-c9e6-4139-953d-fe9b3d4731a6","BiomedicalConceptProperty_22","string"
"True","Vital Signs Location","True","BiomedicalConceptProperty","Vital Signs Location","ade6ec04-2cf1-4479-884b-486e557ab549","BiomedicalConceptProperty_23","string"
"True","Vital Signs Laterality","True","BiomedicalConceptProperty","Vital Signs Laterality","cfaed59a-b8f3-46ef-ab0a-b4d21282df14","BiomedicalConceptProperty_24","string"
"True","Test Method","True","BiomedicalConceptProperty","Test Method","33fc18c6-071e-4c31-a4d0-562258fb4e93","BiomedicalConceptProperty_25","string"
"True","Vital Signs Position","True","BiomedicalConceptProperty","Vital Signs Position","038bea30-c986-4af8-8a4a-dcb78b57f48e","BiomedicalConceptProperty_26","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","1cff4efd-bc81-4883-87e8-f55a1f15e8f4","BiomedicalConceptProperty_27","decimal"
"True","Unit of Temperature","True","BiomedicalConceptProperty","Unit of Temperature","81a60874-8415-45eb-95b9-4bf4e3960185","BiomedicalConceptProperty_28","string"
"True","Vital Signs Location","True","BiomedicalConceptProperty","Vital Signs Location","bdf5548e-6c2c-4d0a-9d59-2e434ec612f3","BiomedicalConceptProperty_29","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","8642fd11-31b1-45ea-b772-6041a205057f","BiomedicalConceptProperty_30","decimal"
"True","Unit of Weight","True","BiomedicalConceptProperty","Unit of Weight","8fd3ef83-fdf1-4a06-b040-eb83cc7f5f3c","BiomedicalConceptProperty_31","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","556ad9a9-591f-43ae-8c9d-241ba0641f79","BiomedicalConceptProperty_32","decimal"
"True","Unit of Height","True","BiomedicalConceptProperty","Unit of Height","74901638-724e-4036-9fc7-09adf348b0f5","BiomedicalConceptProperty_33","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","5480efb0-dbea-4e4c-b328-22eade0a2f17","BiomedicalConceptProperty_34","decimal"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","ebffb656-ddf9-4321-ac2f-835b2bf1e3ff","BiomedicalConceptProperty_35","boolean"
"True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","77904173-4de6-4b5b-a601-bc3b820faf03","BiomedicalConceptProperty_36","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","2ca0ab50-4d83-473f-bd56-b5d923e6e89c","BiomedicalConceptProperty_37","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","ce4dcf27-52c4-429d-8d51-31a14e641b76","BiomedicalConceptProperty_38","string"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","34c4e9b7-735d-448f-b42b-17b4f99682ec","BiomedicalConceptProperty_39","boolean"
"True","Unit of Concentration","True","BiomedicalConceptProperty","Unit of Concentration","71465789-b602-47cb-a6e5-aa944c668c07","BiomedicalConceptProperty_40","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","ffff7d6a-17ee-42d2-991c-bd7a4eecf9a0","BiomedicalConceptProperty_41","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","1f78d1b4-4a9b-4a46-b94b-c844b01effdd","BiomedicalConceptProperty_42","decimal"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","c76eff39-c9fe-4232-b2b8-1ab7eef763ae","BiomedicalConceptProperty_43","boolean"
"True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","7ce03108-47db-487c-acf4-0d704f2dce65","BiomedicalConceptProperty_44","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","cf817008-ce98-493e-8201-d53f4c801343","BiomedicalConceptProperty_45","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","8a89a4ec-d6e0-494d-82ce-3ee83b373e7e","BiomedicalConceptProperty_46","decimal"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","8e6f751c-0152-4877-b76a-20baf5bdab6c","BiomedicalConceptProperty_47","boolean"
"True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","142e2ffd-9f0e-4725-8c3a-9b6f8342d565","BiomedicalConceptProperty_48","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","80f54fa3-0c52-4410-b50d-e75e664d872e","BiomedicalConceptProperty_49","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","06cf9eef-123c-4630-89c5-2533b1d7f17b","BiomedicalConceptProperty_50","string"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","347e30cc-ebc5-4d17-8e22-0d2c263a1424","BiomedicalConceptProperty_51","boolean"
"True","Unit of Concentration","True","BiomedicalConceptProperty","Unit of Concentration","4df228ca-f465-4576-842e-a4599d7d8d0a","BiomedicalConceptProperty_52","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","a8a1811b-2a65-4c9c-afd2-9dcec5c57f13","BiomedicalConceptProperty_53","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","b075233e-2ed5-4a11-b7d9-88f5a702afec","BiomedicalConceptProperty_54","decimal"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","1ba57789-91ad-4994-806b-98bd33af0d9e","BiomedicalConceptProperty_55","boolean"
"True","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","a19beced-e845-4fb1-b1ff-83a4403c522a","BiomedicalConceptProperty_56","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","70005bd6-f139-4d5b-8f0f-489f0eabbbc3","BiomedicalConceptProperty_57","string"
"True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","07f9f4ee-aaff-42a0-b3f3-0a4a4220cb5c","BiomedicalConceptProperty_58","decimal"
"True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","0e050dbf-e6de-4147-adad-ada3d316fa47","BiomedicalConceptProperty_59","boolean"
"True","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","c50307a8-3f05-4d40-bf5c-9030ee33d1f1","BiomedicalConceptProperty_60","string"
"True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","152dfeee-1b7b-4fca-9f76-91d5f0d48dec","BiomedicalConceptProperty_61","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","c5870f58-7841-4d0b-af65-5d9362732ae4","BiomedicalConceptProperty_62","decimal"
"True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","48883fb0-b8ba-43a3-b451-ecbeca902431","BiomedicalConceptProperty_63","string"
"True","Vital Signs Location","True","BiomedicalConceptProperty","Vital Signs Location","f5821e18-a6c0-46bb-a381-5243b09e6535","BiomedicalConceptProperty_64","string"
"True","Vital Signs Laterality","True","BiomedicalConceptProperty","Vital Signs Laterality","35ab3807-ff37-4adf-a8cb-2ed67fbd4fcb","BiomedicalConceptProperty_65","string"
"True","Test Method","True","BiomedicalConceptProperty","Test Method","dcb64fb8-88f7-4ac0-9f7e-f66a2e12d676","BiomedicalConceptProperty_66","string"
"True","Vital Signs Position","True","BiomedicalConceptProperty","Vital Signs Position","fc80b168-4d57-4b65-84c3-bc2cb7890136","BiomedicalConceptProperty_67","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","f7fa8c0e-ce79-4e27-9317-01b9603a07e3","BiomedicalConceptProperty_68","decimal"
"True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","93777f61-f7a2-4f3a-9fa8-91dbb59a8936","BiomedicalConceptProperty_69","string"
"True","Vital Signs Location","True","BiomedicalConceptProperty","Vital Signs Location","4d29b6a2-1692-4f7b-b01c-43661cbac159","BiomedicalConceptProperty_70","string"
"True","Vital Signs Laterality","True","BiomedicalConceptProperty","Vital Signs Laterality","6a07447a-e302-4631-8db5-3e89a8b4f264","BiomedicalConceptProperty_71","string"
"True","Test Method","True","BiomedicalConceptProperty","Test Method","0b6e2811-7bae-4d28-b34a-b564bb4adcc0","BiomedicalConceptProperty_72","string"
"True","Vital Signs Position","True","BiomedicalConceptProperty","Vital Signs Position","1c52fdb1-0f37-48cf-8a90-46e298f89ebd","BiomedicalConceptProperty_73","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","7be4e9e6-19ef-4d1d-9c16-bdc9e3d7734a","BiomedicalConceptProperty_74","integer"
"True","Count per Minute","True","BiomedicalConceptProperty","Count per Minute","454a1224-7e56-4656-8772-6c03451d4523","BiomedicalConceptProperty_75","string"
"True","Vital Signs Location","True","BiomedicalConceptProperty","Vital Signs Location","20b84bef-f9dc-4cbb-8c3b-d9aa36c489b7","BiomedicalConceptProperty_76","string"
"True","Vital Signs Laterality","True","BiomedicalConceptProperty","Vital Signs Laterality","2ae0445a-ca9b-436d-9fdc-3e9460a406ce","BiomedicalConceptProperty_77","string"
"True","Test Method","True","BiomedicalConceptProperty","Test Method","4af94be1-33bb-4ab8-97f0-bad2362601a3","BiomedicalConceptProperty_78","string"
"True","Vital Signs Position","True","BiomedicalConceptProperty","Vital Signs Position","36a5a472-c45b-462e-b534-db1ea27c7b39","BiomedicalConceptProperty_79","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","1833e765-3a65-494f-9d37-2e73342ea880","BiomedicalConceptProperty_80","decimal"
"True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","6d97425c-c777-4c1c-ade8-38ebb0225447","BiomedicalConceptProperty_81","string"
"True","Vital Signs Location","True","BiomedicalConceptProperty","Vital Signs Location","79cdbb15-7f5e-4803-b55a-1d14326bb9fb","BiomedicalConceptProperty_82","string"
"True","Vital Signs Laterality","True","BiomedicalConceptProperty","Vital Signs Laterality","de9128dd-8251-45b3-85ad-69076d7e3fea","BiomedicalConceptProperty_83","string"
"True","Test Method","True","BiomedicalConceptProperty","Test Method","996c1927-2b9f-477d-91cc-1f742c85be12","BiomedicalConceptProperty_84","string"
"True","Vital Signs Position","True","BiomedicalConceptProperty","Vital Signs Position","8537801a-d3a9-48fe-804c-1d184a243647","BiomedicalConceptProperty_85","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","0dae8f76-3250-4fdf-b1d6-dbb8a28acd4d","BiomedicalConceptProperty_86","decimal"
"True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","26a05915-8ffe-44e4-b17b-8f77d0c0a9fd","BiomedicalConceptProperty_87","string"
"True","Vital Signs Location","True","BiomedicalConceptProperty","Vital Signs Location","d1f6300e-1121-42c1-a40e-3d3084c6a7fb","BiomedicalConceptProperty_88","string"
"True","Vital Signs Laterality","True","BiomedicalConceptProperty","Vital Signs Laterality","b67a5546-fab7-4742-8d5b-7012812b18ee","BiomedicalConceptProperty_89","string"
"True","Test Method","True","BiomedicalConceptProperty","Test Method","d2c67c11-83f8-48a5-bd82-55b212777302","BiomedicalConceptProperty_90","string"
"True","Vital Signs Position","True","BiomedicalConceptProperty","Vital Signs Position","0200b1f0-078b-441d-9873-b30ef02604bb","BiomedicalConceptProperty_91","string"
"True","Vital Signs Result","True","BiomedicalConceptProperty","Vital Signs Result","5a0926ae-f25c-4895-8b6b-5d16fd0cca33","BiomedicalConceptProperty_92","integer"
"True","Count per Minute","True","BiomedicalConceptProperty","Count per Minute","c9ce8aae-086b-4d89-8f62-d970cdbe7587","BiomedicalConceptProperty_93","string"
"True","Vital Signs Location","True","BiomedicalConceptProperty","Vital Signs Location","16d4cc15-0f38-432d-b02c-acdb6b99bc54","BiomedicalConceptProperty_94","string"
"True","Vital Signs Laterality","True","BiomedicalConceptProperty","Vital Signs Laterality","f9c91f2a-3e46-4720-aa0f-061fcdd1a6fc","BiomedicalConceptProperty_95","string"
"True","Test Method","True","BiomedicalConceptProperty","Test Method","f04842bf-4057-4515-ab85-56812b28dcec","BiomedicalConceptProperty_96","string"
"True","Vital Signs Position","True","BiomedicalConceptProperty","Vital Signs Position","69b8ce63-4e13-466a-9efe-f16831b8ac7e","BiomedicalConceptProperty_97","string"
