"uuid:ID","id","sectionTitle","name","text","sectionNumber"
"29a7073c-00e4-4c05-b8b2-359b5546a8d7","NarrativeContent_16","Rationale for Comparator","SECTION 4.2.1","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","4.2.1"
"f1311a34-a65c-40c7-aa4b-fdaecf388037","NarrativeContent_17","Rationale for Adaptive or Novel Trial Design","SECTION 4.2.2","<div></div>","4.2.2"
"a5a06271-a12d-4c88-b095-3e1084954ec4","NarrativeContent_18","Other Trial Design Considerations","SECTION 4.2.3","<div></div>","4.2.3"
"d6b52bc0-6f98-443f-ac89-64629f31e4e7","NarrativeContent_19","Access to Trial Intervention After End of Trial","SECTION 4.3","<div></div>","4.3"
"6aad7600-d4e3-4dfa-bc7b-e697366b346f","NarrativeContent_20","Start of Trial and End of Trial","SECTION 4.4","<div></div>","4.4"
"a35b9481-069f-49c2-90d0-1114253efa2d","NarrativeContent_21","TRIAL POPULATION","SECTION 5","<div></div>","5"
"f378c39b-0297-4d04-91f4-bd8c4c84ef4d","NarrativeContent_22","Selection of Trial Population","SECTION 5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","5.1"
"5dfde617-588a-4ae5-9883-402bcc5003f9","NarrativeContent_23","Rationale for Trial Population","SECTION 5.2","<div></div>","5.2"
"f50cb7ec-34d2-4a87-a779-7eaef853659d","NarrativeContent_24","Inclusion Criteria","SECTION 5.3","<div><usdm:section name=""M11-inclusion""></div>","5.3"
"dfd26c45-6016-4bee-bc7f-d599c56fb833","NarrativeContent_25","Exclusion Criteria","SECTION 5.4","<div><usdm:section name=""M11-exclusion""></div>","5.4"
"84543890-444a-4dca-b532-d6860f7d1181","NarrativeContent_26","Lifestyle Considerations","SECTION 5.5","<div></div>","5.5"
"d7ad2c24-3892-4a67-8f97-a16b429bd652","NarrativeContent_27","Meals and Dietary Restrictions","SECTION 5.5.1","<div></div>","5.5.1"
"44faf4fb-9009-4c95-a8ff-1317eab96b2d","NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits","SECTION 5.5.2","<div><p>Not applicable</p></div>","5.5.2"
"1c2acf08-6f72-4e58-bb1a-1c724e272284","NarrativeContent_29","Physical Activity","SECTION 5.5.3","<div></div>","5.5.3"
"901e5336-94aa-4789-a5f6-a3c654d6a0ed","NarrativeContent_30","Other Activity","SECTION 5.5.4","<div></div>","5.5.4"
"03def46d-654d-436c-a6a9-8c74b1b9db0a","NarrativeContent_31","Screen Failures","SECTION 5.6","<div></div>","5.6"
"e8fdd45b-afb8-4c13-b0b1-3346b3de7c46","NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY","SECTION 6","<div></div>","6"
"14a9b3b6-183d-456d-a733-ea285aabae7d","NarrativeContent_33","Description of Trial Intervention","SECTION 6.1","<div></div>","6.1"
"68df519d-558c-40b7-9589-ee4fecff2393","NarrativeContent_34","Rationale for Trial Intervention","SECTION 6.2","<div></div>","6.2"
"57ca5005-5307-41ed-ab37-176068d24ac0","NarrativeContent_35","Dosing and Administration","SECTION 6.3","<div></div>","6.3"
"601493d7-f5a6-4663-87d3-b5b9bed1fb7c","NarrativeContent_36","Trial Intervention Dose Modification","SECTION 6.3.1","<div></div>","6.3.1"
"a3c6c984-f0b9-42b8-942c-2031e734a58a","NarrativeContent_37","Treatment of Overdose","SECTION 6.4","<div></div>","6.4"
"ed66f440-a443-4e7b-be55-a95591cab6e8","NarrativeContent_38","Preparation, Handling, Storage and Accountability","SECTION 6.5","<div></div>","6.5"
"3a131725-3ee6-4e06-890a-160079a94714","NarrativeContent_39","Preparation of Trial Intervention","SECTION 6.5.1","<div></div>","6.5.1"
"113bea92-f891-4ac5-8984-b79bfd0d4658","NarrativeContent_40","Handling and Storage of Trial Intervention","SECTION 6.5.2","<div></div>","6.5.2"
"51230b6a-6ec2-4558-80bd-746405d65063","NarrativeContent_41","Accountability of Trial Intervention","SECTION 6.5.3","<div></div>","6.5.3"
"17323028-314e-4d8d-9bad-067b2a14d991","NarrativeContent_42","Participant Assignment, Randomisation and Blinding","SECTION 6.6","<div></div>","6.6"
"b0ef29ae-8350-47f5-b612-a63dd8d1dd70","NarrativeContent_43","Participant Assignment","SECTION 6.6.1","<div></div>","6.6.1"
"9b603bf5-4131-4c18-a3ff-154831f3c30d","NarrativeContent_44","Randomisation","SECTION 6.6.2","<div></div>","6.6.2"
"688ef9b0-0c49-4dbe-a2ca-656888558b18","NarrativeContent_45","Blinding and Unblinding","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","6.6.3"
"bed4bfce-ff4f-4087-a487-f66286268414","NarrativeContent_46","Trial Intervention Compliance","SECTION 6.7","<div></div>","6.7"
"6468184d-44ee-4045-b0ba-d5e5c7e440b6","NarrativeContent_47","Concomitant Therapy","SECTION 6.8","<div></div>","6.8"
"6803ab83-5b91-4977-b5b8-9ed3a9773ed8","NarrativeContent_48","Prohibited Concomitant Therapy","SECTION 6.8.1","<div></div>","6.8.1"
"33869a1b-1a20-471f-9555-ea4d81265f6e","NarrativeContent_49","Permitted Concomitant Therapy","SECTION 6.8.2","<div></div>","6.8.2"
"f05f882a-cc2c-4371-9da8-6c81b8b7d9d7","NarrativeContent_50","Rescue Therapy","SECTION 6.8.3","<div></div>","6.8.3"
"5106282a-60a9-4085-a6f5-fccbaabd995a","NarrativeContent_51","Other Therapy","SECTION 6.8.4","<div></div>","6.8.4"
"09811b27-886c-4cbe-83f3-83146623c15b","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","<div></div>","7"
"bf5c585a-e94a-46e5-9dc9-38f5a6206abc","NarrativeContent_53","Discontinuation of Trial Intervention","SECTION 7.1","<div></div>","7.1"
"a0d33ae2-994d-4d79-8541-1e97a72e086e","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","<div></div>","7.1.1"
"e1b69b28-b937-4eeb-8690-cb9f5dfd1515","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","<div></div>","7.1.2"
"08f68c70-2cfc-4de1-99ac-ed6f4a570143","NarrativeContent_56","Rechallenge","SECTION 7.1.3","<div></div>","7.1.3"
"10285b76-3005-43e7-b504-6dd06d0d47d1","NarrativeContent_57","Participant Withdrawal from the Trial","SECTION 7.2","<div></div>","7.2"
"099c6851-9eb9-4561-9167-1ad597d98169","NarrativeContent_58","Lost to Follow-Up","SECTION 7.3","<div></div>","7.3"
"3ec3593f-16c1-4679-a5b0-0e2770630c19","NarrativeContent_59","Trial Stopping Rules","SECTION 7.4","<div></div>","7.4"
"79bf1dc8-b9cc-49c3-a95c-75479d4def0d","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","<div></div>","8"
"7d94c15e-8767-4bf6-b057-7ed928acb480","NarrativeContent_61","Screening/Baseline Assessments and Procedures","SECTION 8.1","<div></div>","8.1"
"86b598fa-b038-4642-a1d4-df38dfa9b433","NarrativeContent_62","Efficacy Assessments and Procedures","SECTION 8.2","<div></div>","8.2"
"0ee70aa0-0af0-4270-b503-bf9fe46b9352","NarrativeContent_63","Safety Assessments and Procedures","SECTION 8.3","<div></div>","8.3"
"0e3f65ff-9f8b-4a20-9b3e-3620a580971c","NarrativeContent_64","Physical Examination","SECTION 8.3.1","<div></div>","8.3.1"
"85899980-41f8-4f7e-8d62-1c5dbc9583a0","NarrativeContent_65","Vital Signs","SECTION 8.3.2","<div></div>","8.3.2"
"08bf5bb6-1da6-4da0-b338-cc63a95f5adc","NarrativeContent_66","Electrocardiograms","SECTION 8.3.3","<div></div>","8.3.3"
"f87a5236-71be-4a87-80ff-ba62ab42afd8","NarrativeContent_67","Clinical Laboratory Assessments","SECTION 8.3.4","<div></div>","8.3.4"
"00bd551e-00b3-41b9-bb12-14921a09a10b","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","<div></div>","8.3.5"
"a14be8de-90a3-4508-8877-4b98ad483710","NarrativeContent_69","Adverse Events and Serious Adverse Events","SECTION 8.4","<div></div>","8.4"
"d7c6a630-a96a-4213-a4b7-43b316e60498","NarrativeContent_70","Definitions of AE and SAE","SECTION 8.4.1","<div></div>","8.4.1"
"8fa049b6-787c-4492-a8bb-0cf382b1130c","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","<div></div>","8.4.2"
"869317ce-8b97-48c6-ac75-caeb693875fb","NarrativeContent_72","Identifying AEs and SAEs","SECTION 8.4.3","<div></div>","8.4.3"
"9c1160bd-c6d4-4212-b306-1037184c3b2a","NarrativeContent_73","Recording of AEs and SAEs","SECTION 8.4.4","<div></div>","8.4.4"
"f6df4ff7-590b-4655-b379-019f4e6b0488","NarrativeContent_74","Follow-up of AEs and SAEs","SECTION 8.4.5","<div></div>","8.4.5"
"8b4522d8-fc2c-4949-8f6d-4c0cb4439fcf","NarrativeContent_75","Reporting of SAEs","SECTION 8.4.6","<div></div>","8.4.6"
"6bc57a6f-d963-4723-a53b-43531f47ac86","NarrativeContent_76","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","<div></div>","8.4.7"
"8a5a4432-341d-4f43-9cc0-489bd0a4f253","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","<div></div>","8.4.8"
"b5e512d0-b42f-49e2-bf41-1c58e121c3be","NarrativeContent_78","Adverse Events of Special Interest","SECTION 8.4.9","<div></div>","8.4.9"
"1c601edf-b1ff-4030-9201-0748cd7e9ed1","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","<div></div>","8.4.10"
"7fa5b6be-4344-4f85-9032-2f84a1f452ee","NarrativeContent_80","Pregnancy and Postpartum Information","SECTION 8.5","<div></div>","8.5"
"43804366-1205-4062-8b1d-11e7108481c5","NarrativeContent_81","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","<div></div>","8.5.1"
"ed12b55b-5acd-4770-97ea-007a4c82c482","NarrativeContent_82","Participants Whose Partners Become Pregnant","SECTION 8.5.2","<div></div>","8.5.2"
"d4ffd77d-a09f-4d12-b0fd-52f54fc78bad","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","<div></div>","8.6"
"3df1b88b-1f4d-4b8a-b102-569e2a69b59c","NarrativeContent_84","Definition of Medical Device Product Complaints","SECTION 8.6.1","<div></div>","8.6.1"
"18bdb7b7-de5f-4dd0-a7f5-74e21c9a7c70","NarrativeContent_85","Recording of Medical Device Product Complaints","SECTION 8.6.2","<div></div>","8.6.2"
"cd593f31-79e9-4dc3-b738-ebe00f5a49a2","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","<div></div>","8.6.3"
"9c6ca0b3-6433-4015-9062-21951def80dc","NarrativeContent_87","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","<div></div>","8.6.4"
"c18ccde4-56ee-477c-ab6f-5293c7cdc8a9","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","<div></div>","8.6.5"
"711b9a90-4ebe-4d18-80d1-0d2c12f2b173","NarrativeContent_89","Pharmacokinetics","SECTION 8.7","<div></div>","8.7"
"6924b543-bd19-4b01-8167-2487bddac167","NarrativeContent_90","Genetics","SECTION 8.8","<div></div>","8.8"
"6deab446-3229-4fae-84e7-38a95a1d6d3b","NarrativeContent_91","Biomarkers","SECTION 8.9","<div></div>","8.9"
"0febce54-2aae-4e41-a50f-dd5c071461e5","NarrativeContent_92","Immunogenicity Assessments","SECTION 8.1","<div></div>","8.1"
"e3225c4e-0e65-4c94-bed9-e8f6b716d2d4","NarrativeContent_93","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","<div></div>","8.1.1"
"eef37535-d7b3-413a-b8c2-f9b28748322f","NarrativeContent_94","STATISTICAL CONSIDERATIONS","SECTION 9","<div></div>","9"
"c29e878c-781a-4c4c-869f-133642d68d87","NarrativeContent_95","Analysis Sets","SECTION 9.1","<div></div>","9.1"
"087c0de1-ae84-44ca-af01-188060d8264a","NarrativeContent_96","Analyses Supporting Primary Objective(s)","SECTION 9.2","<div></div>","9.2"
"2d774cc0-d51f-4a0b-b246-556d61fc7db4","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","<div></div>","9.2.1"
"2ebde7d0-6f19-4e2d-aa08-6be9a46ffaa0","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","<div></div>","9.2.2"
"25c1841d-d812-41c6-9843-b0c3e3b58efb","NarrativeContent_99","Handling of Missing Data","SECTION 9.2.3","<div></div>","9.2.3"
"3ded33b0-62d6-4922-9f3d-ad4fb2970a1f","NarrativeContent_100","Sensitivity Analysis","SECTION 9.2.4","<div></div>","9.2.4"
"b816a6d5-c153-44fe-9229-0cde2c916419","NarrativeContent_101","Supplementary Analysis","SECTION 9.2.5","<div></div>","9.2.5"
"02771d33-817f-4c6f-826b-2f2871006d0b","NarrativeContent_102","Analysis Supporting Secondary Objective(s)","SECTION 9.3","<div></div>","9.3"
"e4626a48-b476-4157-a6e2-d9a700ac2dc3","NarrativeContent_103","Analysis of Exploratory Objective(s)","SECTION 9.4","<div></div>","9.4"
"c708327a-33f4-4831-88a5-7fc07fbae5b6","NarrativeContent_104","Safety Analyses","SECTION 9.5","<div></div>","9.5"
"5771fd74-af52-4cae-80d0-79ecb62d44dd","NarrativeContent_105","Other Analyses","SECTION 9.6","<div></div>","9.6"
"9698b3e5-b624-4c4f-b811-7718c36141c3","NarrativeContent_106","Interim Analyses","SECTION 9.7","<div></div>","9.7"
"ce6914ae-db7e-4f8b-b28d-9876ed0fc4f6","NarrativeContent_107","Sample Size Determination","SECTION 9.8","<div></div>","9.8"
"c810ce29-da5d-4335-8a9b-c498a96df58b","NarrativeContent_108","Protocol Deviations","SECTION 9.9","<div></div>","9.9"
"f5fe6e24-eec0-430c-b2c8-b8857513e7b9","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","<div></div>","10"
"02358f04-4fc8-446a-af6d-6112c4757847","NarrativeContent_110","Regulatory and Ethical Considerations","SECTION 10.1","<div></div>","10.1"
"708e691e-b40b-4fc5-b7ad-19463f403eed","NarrativeContent_111","Committees","SECTION 10.2","<div></div>","10.2"
"1ce7e0bf-70fd-4154-a8c0-bfa09b064f1b","NarrativeContent_112","Informed Consent Process","SECTION 10.3","<div></div>","10.3"
"1eb25ae0-2387-42eb-a8ed-a78f1f0f34d0","NarrativeContent_113","Data Protection","SECTION 10.4","<div></div>","10.4"
"f6460a25-b7ca-45e0-918c-b729af37e52b","NarrativeContent_114","Early Site Closure or Trial Termination","SECTION 10.5","<div></div>","10.5"
"cb9dd694-a222-4872-80a6-7c1f328c764f","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","<div></div>","11"
"07e1cf9b-743e-400d-9ed5-fa22b6814a7e","NarrativeContent_116","Quality Tolerance Limits","SECTION 11.1","<div></div>","11.1"
"0769d52e-d361-468d-8368-b00bd4f012bf","NarrativeContent_117","Data Quality Assurance","SECTION 11.2","<div></div>","11.2"
"38aeeca3-4125-4517-87ee-09cd0cadc519","NarrativeContent_118","Source Data","SECTION 11.3","<div></div>","11.3"
"232459a1-85b3-4831-baf3-7e27d16ca258","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","<div></div>","12"
"799b07d8-b27f-4d24-a763-d78ea0c231e3","NarrativeContent_120","Further Details and Clarifications on the AE Definition","SECTION 12.1","<div></div>","12.1"
"84e3fb66-36ce-4a6c-884c-d79842f113b3","NarrativeContent_121","Further Details and Clarifications on the SAE Definition","SECTION 12.2","<div></div>","12.2"
"e363a383-1efb-4eac-a1cd-87fafe6dcf5e","NarrativeContent_122","Severity","SECTION 12.3","<div></div>","12.3"
"d82b2d7b-e18e-45ca-a0b7-27afa5de15f2","NarrativeContent_123","Causality","SECTION 12.4","<div></div>","12.4"
"ca833090-3f93-4994-9678-9afb93dd0f10","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","<div></div>","13"
"cc5af6c3-7b05-4df2-beb5-5f070b4f379e","NarrativeContent_125","Contraception and Pregnancy Testing","SECTION 13.1","<div></div>","13.1"
"fc2614ea-3af0-45e1-bcbc-a9a9ae5c0b60","NarrativeContent_126","Definitions Related to Childbearing Potential","SECTION 13.1.1","<div></div>","13.1.1"
"08ae887b-1d5f-4ce9-b5b0-777780e9760c","NarrativeContent_127","Contraception","SECTION 13.1.2","<div></div>","13.1.2"
"56713c4b-9d41-44a9-b4b7-ee25ae94da85","NarrativeContent_128","Pregnancy Testing","SECTION 13.1.3","<div></div>","13.1.3"
"e3850d9c-8922-4e40-bc5e-99094bced78c","NarrativeContent_129","Clinical Laboratory Tests","SECTION 13.2","<div></div>","13.2"
"f9fe4012-f723-4ba4-ab7a-d88975b55799","NarrativeContent_130","Country/Region-Specific Differences","SECTION 13.3","<div></div>","13.3"
"7b8543ef-9e4a-4ec1-b34d-d57dce0dd18d","NarrativeContent_131","Prior Protocol Amendments","SECTION 13.4","<div></div>","13.4"
"d2075004-2aa4-47a1-b738-57b796340269","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","SECTION 14","<div></div>","14"
"e3261076-3af1-400f-ad5e-d9e180c4db16","NarrativeContent_133","APPENDIX: REFERENCES","SECTION 15","<div></div>","15"
