"isRequired","isEnabled","uuid:ID","label","id","datatype","name"
"True","True","64d2e298-1330-4dc1-9257-f538a3bca516","Vital Signs Result","BiomedicalConceptProperty_15","decimal","Vital Signs Result"
"True","True","c9974874-7d31-452c-a8fb-33bf73017623","Unit of Pressure","BiomedicalConceptProperty_16","string","Unit of Pressure"
"True","True","957f3211-59a8-47c6-ac7f-f3f06fa9d197","Vital Signs Location","BiomedicalConceptProperty_17","string","Vital Signs Location"
"True","True","4338b498-6bab-468c-9e0c-eb0d8d71f647","Vital Signs Laterality","BiomedicalConceptProperty_18","string","Vital Signs Laterality"
"True","True","735e76ba-2352-4102-aa65-775b851ce0aa","Test Method","BiomedicalConceptProperty_19","string","Test Method"
"True","True","07bc2736-608c-4292-925b-bbaa28ae3eb7","Vital Signs Position","BiomedicalConceptProperty_20","string","Vital Signs Position"
"True","True","2fe216fb-9ef8-4a53-99f4-650e2c942229","Vital Signs Result","BiomedicalConceptProperty_21","decimal","Vital Signs Result"
"True","True","1c76dbdf-528b-4a0f-abd7-b3b1ecad2cb1","Unit of Pressure","BiomedicalConceptProperty_22","string","Unit of Pressure"
"True","True","34785e9a-af62-4f36-a12c-4d7d3c45d05d","Vital Signs Location","BiomedicalConceptProperty_23","string","Vital Signs Location"
"True","True","eedc5135-5e28-4057-b2f4-a5688d42ce37","Vital Signs Laterality","BiomedicalConceptProperty_24","string","Vital Signs Laterality"
"True","True","c460ea31-7a41-4159-ac6c-305b3bbd0020","Test Method","BiomedicalConceptProperty_25","string","Test Method"
"True","True","bd4d00fe-0630-41ad-beba-f1a1dd62080b","Vital Signs Position","BiomedicalConceptProperty_26","string","Vital Signs Position"
"True","True","e802011d-17c8-4e8f-b2fd-7112efb2b11a","Vital Signs Result","BiomedicalConceptProperty_27","decimal","Vital Signs Result"
"True","True","f93dafed-7aa2-41e6-9e0e-131a775452b9","Unit of Temperature","BiomedicalConceptProperty_28","string","Unit of Temperature"
"True","True","c5db2b20-c52a-4a20-ad8d-e67b203a4d51","Vital Signs Location","BiomedicalConceptProperty_29","string","Vital Signs Location"
"True","True","4a8850f9-e89a-4b39-8a03-ff88a0125476","Vital Signs Result","BiomedicalConceptProperty_30","decimal","Vital Signs Result"
"True","True","17cc4386-00f7-4583-9e16-8d21a533bc2b","Unit of Weight","BiomedicalConceptProperty_31","string","Unit of Weight"
"True","True","db1cfe8e-3736-45e4-9b29-95248a2bc10c","Vital Signs Result","BiomedicalConceptProperty_32","decimal","Vital Signs Result"
"True","True","d9fed09c-7a8e-44d1-8048-734235874598","Unit of Height","BiomedicalConceptProperty_33","string","Unit of Height"
"True","True","3a20f2f1-359a-4736-bed8-d971ead3263b","Laboratory Test Result","BiomedicalConceptProperty_34","decimal","Laboratory Test Result"
"True","True","2eec9372-a92a-41f5-ab56-aed09f9f4f44","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","boolean","Laboratory Test Fasting Status"
"True","True","2c3a881f-bf1c-4a04-875c-5553e1e69431","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","string","Unit of Catalytic Activity Concentration"
"True","True","270f9a16-8458-4532-a8c0-de8c578a35c0","Biospecimen Type","BiomedicalConceptProperty_37","string","Biospecimen Type"
"True","True","0be3ee82-ebff-455c-ac84-131ac0bd190b","Laboratory Test Result","BiomedicalConceptProperty_38","string","Laboratory Test Result"
"True","True","3f5319d7-00f1-43fe-a798-c0156cf01f77","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","boolean","Laboratory Test Fasting Status"
"True","True","a41ab454-ad37-4f1d-9401-290fedfe3650","Unit of Concentration","BiomedicalConceptProperty_40","string","Unit of Concentration"
"True","True","a54b2ffe-dc15-4de1-819a-d77d1ab574b6","Biospecimen Type","BiomedicalConceptProperty_41","string","Biospecimen Type"
"True","True","aba5bd62-9e10-48d6-a2e7-0abf290ab33f","Laboratory Test Result","BiomedicalConceptProperty_42","decimal","Laboratory Test Result"
"True","True","cb6e6e6a-98d7-4a1e-ae38-ba9d1cfc1bec","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","boolean","Laboratory Test Fasting Status"
"True","True","066f95ce-37c9-4770-bfd0-938ff7f7e961","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","string","Unit of Catalytic Activity Concentration"
"True","True","76f702fa-e9b1-4c6d-b4a9-91d30e8650c5","Biospecimen Type","BiomedicalConceptProperty_45","string","Biospecimen Type"
"True","True","0b3ccddb-3631-499e-9655-6db51ed65eb2","Laboratory Test Result","BiomedicalConceptProperty_46","decimal","Laboratory Test Result"
"True","True","f2f8dbdf-6909-42f3-9004-5478fe369f18","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","boolean","Laboratory Test Fasting Status"
"True","True","841c08d1-e62a-4886-9024-94d4e6c3db19","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","string","Unit of Catalytic Activity Concentration"
"True","True","1cf21b66-4549-4b3f-a5b6-a63d15cd5810","Biospecimen Type","BiomedicalConceptProperty_49","string","Biospecimen Type"
"True","True","e7e3202f-f703-4faa-99b6-6911d2b786ff","Laboratory Test Result","BiomedicalConceptProperty_50","string","Laboratory Test Result"
"True","True","e9f17a7f-30a7-42c7-a43f-bef571dfb3ca","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","boolean","Laboratory Test Fasting Status"
"True","True","3a3c977f-c6c9-4f07-a0a0-bc7e7e980b42","Unit of Concentration","BiomedicalConceptProperty_52","string","Unit of Concentration"
"True","True","0e96f02f-9f34-436c-9284-0cf3a33d0d71","Biospecimen Type","BiomedicalConceptProperty_53","string","Biospecimen Type"
"True","True","6be86689-f930-47f5-8a7d-2f468d759ca3","Laboratory Test Result","BiomedicalConceptProperty_54","decimal","Laboratory Test Result"
"True","True","64b2c821-506e-489d-8bdb-8e7e0356d788","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","boolean","Laboratory Test Fasting Status"
"True","True","eb578433-2191-493b-b33f-d176ccca2ba4","Molarity Unit","BiomedicalConceptProperty_56","string","Molarity Unit"
"True","True","ae779a62-b252-4c20-b485-9aaeeab661bc","Biospecimen Type","BiomedicalConceptProperty_57","string","Biospecimen Type"
"True","True","2cb9056c-cac0-4f86-ae3f-f6299eceaa01","Laboratory Test Result","BiomedicalConceptProperty_58","decimal","Laboratory Test Result"
"True","True","b61110cc-7840-40c8-ac2c-266659e6e9cb","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","boolean","Laboratory Test Fasting Status"
"True","True","966010f7-4117-4949-a046-09e5c19ed5a5","Molarity Unit","BiomedicalConceptProperty_60","string","Molarity Unit"
"True","True","c618cd9c-eadb-48f5-a0dc-68952bc0b43b","Biospecimen Type","BiomedicalConceptProperty_61","string","Biospecimen Type"
"True","True","12ffbb10-fc2c-4b8e-89e2-c0a6ec44f44f","Vital Signs Result","BiomedicalConceptProperty_62","decimal","Vital Signs Result"
"True","True","62e5415f-1120-433b-bb0e-e5b643fd9e98","Unit of Pressure","BiomedicalConceptProperty_63","string","Unit of Pressure"
"True","True","fad8f083-18b7-4bea-b5d0-541ba827d964","Vital Signs Location","BiomedicalConceptProperty_64","string","Vital Signs Location"
"True","True","64578c8a-eaf9-4d85-9a5f-68c2169f7f86","Vital Signs Laterality","BiomedicalConceptProperty_65","string","Vital Signs Laterality"
"True","True","a36478ef-7091-4027-9270-1df62d6b8652","Test Method","BiomedicalConceptProperty_66","string","Test Method"
"True","True","631ec7a3-e2a0-414a-9be5-75b0e352f205","Vital Signs Position","BiomedicalConceptProperty_67","string","Vital Signs Position"
"True","True","bf7245c8-3e94-4a87-8304-813b82d7c201","Vital Signs Result","BiomedicalConceptProperty_68","decimal","Vital Signs Result"
"True","True","c3a8c4c9-2fdc-45a9-8ec0-4c2c98582a10","Unit of Pressure","BiomedicalConceptProperty_69","string","Unit of Pressure"
"True","True","56242b1b-2c99-4292-b83f-89956c0569ad","Vital Signs Location","BiomedicalConceptProperty_70","string","Vital Signs Location"
"True","True","285fc0f1-8ba0-46a5-bae1-dfdf485be7b3","Vital Signs Laterality","BiomedicalConceptProperty_71","string","Vital Signs Laterality"
"True","True","13072aa5-cb06-4a2f-b45b-1440b2df8b3a","Test Method","BiomedicalConceptProperty_72","string","Test Method"
"True","True","2a9b2baf-097e-495d-96b4-b1717615945a","Vital Signs Position","BiomedicalConceptProperty_73","string","Vital Signs Position"
"True","True","39a80892-d597-4b20-90ca-7a1fb3262281","Vital Signs Result","BiomedicalConceptProperty_74","decimal","Vital Signs Result"
"True","True","be64be4e-c5f1-4168-baf4-ff45c9856db7","Unit of Pressure","BiomedicalConceptProperty_75","string","Unit of Pressure"
"True","True","6b2783e5-d538-4b0f-980b-a754b7a4afa7","Vital Signs Location","BiomedicalConceptProperty_76","string","Vital Signs Location"
"True","True","f2f65ad3-f682-4503-b8aa-d3bd1d8c58d3","Vital Signs Laterality","BiomedicalConceptProperty_77","string","Vital Signs Laterality"
"True","True","f2881ff4-fda4-4d10-89ee-8286101be674","Test Method","BiomedicalConceptProperty_78","string","Test Method"
"True","True","dab697ce-f026-4e3f-99ba-d600d5357934","Vital Signs Position","BiomedicalConceptProperty_79","string","Vital Signs Position"
"True","True","b50318cb-66e7-4892-921f-87b8922ad735","Vital Signs Result","BiomedicalConceptProperty_80","decimal","Vital Signs Result"
"True","True","69cf25de-ce5d-4e7d-bc28-20dd08037d17","Unit of Pressure","BiomedicalConceptProperty_81","string","Unit of Pressure"
"True","True","8609cdf7-8cb5-4e8c-825e-ffdebe142329","Vital Signs Location","BiomedicalConceptProperty_82","string","Vital Signs Location"
"True","True","bd7eac6c-6480-4ed0-b1bc-3a0b66c88f10","Vital Signs Laterality","BiomedicalConceptProperty_83","string","Vital Signs Laterality"
"True","True","19a90ffc-366a-474b-9f9e-93b1ac0f5057","Test Method","BiomedicalConceptProperty_84","string","Test Method"
"True","True","50d6e6ea-1901-4a81-91af-12931749f977","Vital Signs Position","BiomedicalConceptProperty_85","string","Vital Signs Position"
