"id:ID","uuid","sectionNumber","name","id","sectionTitle","text"
"841","959651c4-45b7-499a-8b06-d9507d24e370","4.4","SECTION 4.4","NarrativeContent_20","Start of Trial and End of Trial","<div></div>"
"842","142337f2-bfde-4d48-a943-08341fc1363c","5","SECTION 5","NarrativeContent_21","TRIAL POPULATION","<div></div>"
"843","c74797fb-6284-42d5-9ff4-4c8342e7038f","5.1","SECTION 5.1","NarrativeContent_22","Selection of Trial Population","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>"
"844","92a20a29-241c-4858-8673-55cceb7d64ae","5.2","SECTION 5.2","NarrativeContent_23","Rationale for Trial Population","<div></div>"
"845","133de315-105f-4e2e-8c17-f53a6d76a3b3","5.3","SECTION 5.3","NarrativeContent_24","Inclusion Criteria","<div><usdm:section name=""M11-inclusion""></div>"
"846","00ab3bbd-93d8-401c-95d8-49bccbb87fec","5.4","SECTION 5.4","NarrativeContent_25","Exclusion Criteria","<div><usdm:section name=""M11-exclusion""></div>"
"847","cef5de45-397f-4b39-85a7-5006ab1bb3d0","5.5","SECTION 5.5","NarrativeContent_26","Lifestyle Considerations","<div></div>"
"848","19c6adfd-4dfe-4463-b5b3-e2ebfbdc0e0c","5.5.1","SECTION 5.5.1","NarrativeContent_27","Meals and Dietary Restrictions","<div></div>"
"849","7134bb02-b1b5-4667-bdbc-3ea0bcc5d3ac","5.5.2","SECTION 5.5.2","NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits","<div><p>Not applicable</p></div>"
"850","babb6f5e-1f10-4b12-a72a-d1b88cd121f1","5.5.3","SECTION 5.5.3","NarrativeContent_29","Physical Activity","<div></div>"
"851","35d0410e-d64d-4803-b730-a0f86c945562","5.5.4","SECTION 5.5.4","NarrativeContent_30","Other Activity","<div></div>"
"852","cac3696d-ec0b-4e3c-8124-c4b1622366ce","5.6","SECTION 5.6","NarrativeContent_31","Screen Failures","<div></div>"
"853","85697d9f-78d0-4226-b5af-59d787de2030","6","SECTION 6","NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY","<div></div>"
"854","bcbcbd78-3ffc-4368-bed3-f299d95767da","6.1","SECTION 6.1","NarrativeContent_33","Description of Trial Intervention","<div></div>"
"855","ef86a70b-474b-4215-8129-f054e034919d","6.2","SECTION 6.2","NarrativeContent_34","Rationale for Trial Intervention","<div></div>"
"856","c5e6a714-dfe9-457a-a1a2-3d1b79cb16da","6.3","SECTION 6.3","NarrativeContent_35","Dosing and Administration","<div></div>"
"857","7ba08a6b-f74e-4c5a-a0f8-f77db3e3c42b","6.3.1","SECTION 6.3.1","NarrativeContent_36","Trial Intervention Dose Modification","<div></div>"
"858","af53533a-e1fe-41d9-9da2-1cfa5d0fa567","6.4","SECTION 6.4","NarrativeContent_37","Treatment of Overdose","<div></div>"
"859","cc139134-c4b5-4c49-b9d8-b2f6afa5c51d","6.5","SECTION 6.5","NarrativeContent_38","Preparation, Handling, Storage and Accountability","<div></div>"
"860","0bb8206b-f5e4-4fd5-a542-48cf85f57af9","6.5.1","SECTION 6.5.1","NarrativeContent_39","Preparation of Trial Intervention","<div></div>"
"861","e05bdc47-2408-4236-a60f-d8734325d5fb","6.5.2","SECTION 6.5.2","NarrativeContent_40","Handling and Storage of Trial Intervention","<div></div>"
"862","cf996bf3-def3-4172-b3c2-48ae316b1634","6.5.3","SECTION 6.5.3","NarrativeContent_41","Accountability of Trial Intervention","<div></div>"
"863","7b16c214-8018-4940-8f32-34020775aea2","6.6","SECTION 6.6","NarrativeContent_42","Participant Assignment, Randomisation and Blinding","<div></div>"
"864","719aa60f-be1a-488a-8271-0c49a98564cb","6.6.1","SECTION 6.6.1","NarrativeContent_43","Participant Assignment","<div></div>"
"865","338482ad-10f9-4d9a-8fdf-ac0d86e9445a","6.6.2","SECTION 6.6.2","NarrativeContent_44","Randomisation","<div></div>"
"866","e5cc77c6-4a6c-418c-976b-d32e548c9da8","6.6.3","SECTION 6.6.3","NarrativeContent_45","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>"
"867","a899fcce-daec-42bd-8626-948891c52093","6.7","SECTION 6.7","NarrativeContent_46","Trial Intervention Compliance","<div></div>"
"868","b143ba80-161f-40ab-b28e-966a1b83846d","6.8","SECTION 6.8","NarrativeContent_47","Concomitant Therapy","<div></div>"
"869","ddc40c23-2e87-42f1-a1e9-f463b07db3f1","6.8.1","SECTION 6.8.1","NarrativeContent_48","Prohibited Concomitant Therapy","<div></div>"
"870","8cd5ffba-5304-442f-bcb5-cf0aebdcc7ca","6.8.2","SECTION 6.8.2","NarrativeContent_49","Permitted Concomitant Therapy","<div></div>"
"871","fd0aa5c4-2fab-4dba-a6e5-e8e430af9872","6.8.3","SECTION 6.8.3","NarrativeContent_50","Rescue Therapy","<div></div>"
"872","9d3650d0-e5eb-4968-97a1-5375d8d7d0f6","6.8.4","SECTION 6.8.4","NarrativeContent_51","Other Therapy","<div></div>"
"873","b825b4d7-00f4-4f68-9a01-5954aa07673d","7","SECTION 7","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>"
"874","f948c06f-54f5-4fb5-8bb5-6b962a0c07fe","7.1","SECTION 7.1","NarrativeContent_53","Discontinuation of Trial Intervention","<div></div>"
"875","33756941-8c9e-4b69-a770-8a31cb3251ff","7.1.1","SECTION 7.1.1","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>"
"876","8ea23646-7422-45d2-abbe-b4914c944f8d","7.1.2","SECTION 7.1.2","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>"
"877","14850679-adfe-459a-ac95-135c5a01f52c","7.1.3","SECTION 7.1.3","NarrativeContent_56","Rechallenge","<div></div>"
"878","52e56107-ab36-4036-a6ea-1926dea0cab0","7.2","SECTION 7.2","NarrativeContent_57","Participant Withdrawal from the Trial","<div></div>"
"879","c903389f-1048-4fea-ac1b-4e9b60731751","7.3","SECTION 7.3","NarrativeContent_58","Lost to Follow-Up","<div></div>"
"880","cc7df231-695f-4523-8678-f821422d444f","7.4","SECTION 7.4","NarrativeContent_59","Trial Stopping Rules","<div></div>"
"881","c979f7bf-d7ce-497f-a580-2a2acab094d5","8","SECTION 8","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>"
"882","96527c70-9070-4ccf-8f20-75ef0fcb76b4","8.1","SECTION 8.1","NarrativeContent_61","Screening/Baseline Assessments and Procedures","<div></div>"
"883","6643a6e0-23d9-419f-a6e1-6b8953bd98af","8.2","SECTION 8.2","NarrativeContent_62","Efficacy Assessments and Procedures","<div></div>"
"884","533104b9-581c-42c7-bd43-725697423ba8","8.3","SECTION 8.3","NarrativeContent_63","Safety Assessments and Procedures","<div></div>"
"885","8ac38f0e-885b-44e0-a13f-42175d468e8c","8.3.1","SECTION 8.3.1","NarrativeContent_64","Physical Examination","<div></div>"
"886","49c4967a-0f93-47c6-857f-071a4f20a256","8.3.2","SECTION 8.3.2","NarrativeContent_65","Vital Signs","<div></div>"
"887","363d7870-18c9-4cca-9a8f-f0f5c6901e74","8.3.3","SECTION 8.3.3","NarrativeContent_66","Electrocardiograms","<div></div>"
"888","5ce33c56-f44d-4773-9345-f579d9ddb2ec","8.3.4","SECTION 8.3.4","NarrativeContent_67","Clinical Laboratory Assessments","<div></div>"
"889","8633c098-dce1-401f-890f-c2d3cd290849","8.3.5","SECTION 8.3.5","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>"
"890","6eb1682e-4aab-4260-99c1-305d75212ea3","8.4","SECTION 8.4","NarrativeContent_69","Adverse Events and Serious Adverse Events","<div></div>"
"891","27617b74-5cbc-4eea-99f3-ba14493d4875","8.4.1","SECTION 8.4.1","NarrativeContent_70","Definitions of AE and SAE","<div></div>"
"892","1604f20f-d83a-4149-aa73-cd1e5cc63d42","8.4.2","SECTION 8.4.2","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","<div></div>"
"893","261142da-1862-4421-9d5d-813087712428","8.4.3","SECTION 8.4.3","NarrativeContent_72","Identifying AEs and SAEs","<div></div>"
"894","576ba219-dd0c-4de6-919f-f6d47b5b3532","8.4.4","SECTION 8.4.4","NarrativeContent_73","Recording of AEs and SAEs","<div></div>"
"895","f1ff6a77-a209-42e3-a74d-264ce4209628","8.4.5","SECTION 8.4.5","NarrativeContent_74","Follow-up of AEs and SAEs","<div></div>"
"896","be5c7156-074c-4801-92b1-1fc624e2163f","8.4.6","SECTION 8.4.6","NarrativeContent_75","Reporting of SAEs","<div></div>"
"897","ab74c712-319e-4c7b-9e6f-e4b129039fee","8.4.7","SECTION 8.4.7","NarrativeContent_76","Regulatory Reporting Requirements for SAEs","<div></div>"
"898","8cf3bda7-9824-4b36-a7e8-4be84e1040ba","8.4.8","SECTION 8.4.8","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","<div></div>"
"899","5eef16e3-b68c-4b7f-bf3e-3e3883d794b7","8.4.9","SECTION 8.4.9","NarrativeContent_78","Adverse Events of Special Interest","<div></div>"
"900","d6c544e3-ccc8-4a58-8236-0a109a573c08","8.4.10","SECTION 8.4.10","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>"
"901","a71c781f-2eb3-4455-af4b-179c43135b5c","8.5","SECTION 8.5","NarrativeContent_80","Pregnancy and Postpartum Information","<div></div>"
"902","82d85e32-c6ee-4d43-b529-8e3ba59fef01","8.5.1","SECTION 8.5.1","NarrativeContent_81","Participants Who Become Pregnant During the Trial","<div></div>"
"903","ff8bf904-a0d5-4631-bc8a-e9a5f138f67a","8.5.2","SECTION 8.5.2","NarrativeContent_82","Participants Whose Partners Become Pregnant","<div></div>"
"904","54b0d7af-a00d-48c0-8c04-17a52c2a4cce","8.6","SECTION 8.6","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>"
"905","bef78356-88da-4d43-a8ec-bdcc99726c54","8.6.1","SECTION 8.6.1","NarrativeContent_84","Definition of Medical Device Product Complaints","<div></div>"
"906","2e8a06bd-461e-44ac-bf1e-1bf8228267f4","8.6.2","SECTION 8.6.2","NarrativeContent_85","Recording of Medical Device Product Complaints","<div></div>"
"907","8f51c5a8-9acd-4393-bfde-4a42c554ee6c","8.6.3","SECTION 8.6.3","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>"
"908","d19c66ba-6c12-4384-9406-80c68ade9af5","8.6.4","SECTION 8.6.4","NarrativeContent_87","Follow-Up of Medical Device Product Complaints","<div></div>"
"909","31b00d3f-2330-43e7-8da4-c0806fd974af","8.6.5","SECTION 8.6.5","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>"
"910","43551b48-e1ec-4e44-a524-0fe3051ea31a","8.7","SECTION 8.7","NarrativeContent_89","Pharmacokinetics","<div></div>"
"911","79262272-a272-4c9a-b1ad-b37f4afd3f7a","8.8","SECTION 8.8","NarrativeContent_90","Genetics","<div></div>"
"912","ba7e664b-eb19-43b5-aab0-e3c417e65e23","8.9","SECTION 8.9","NarrativeContent_91","Biomarkers","<div></div>"
"913","fdd8a6eb-a375-4990-beae-88b732403071","8.1","SECTION 8.1","NarrativeContent_92","Immunogenicity Assessments","<div></div>"
"914","225a605b-9dec-4fe4-8b59-8e970aaaf9cc","8.1.1","SECTION 8.1.1","NarrativeContent_93","Medical Resource Utilisation and Health Economics","<div></div>"
"915","8fb25537-69f6-4b24-a1d0-1b71c3aaa6c5","9","SECTION 9","NarrativeContent_94","STATISTICAL CONSIDERATIONS","<div></div>"
"916","7a22a758-4524-4a24-bc07-56a68bb5bfed","9.1","SECTION 9.1","NarrativeContent_95","Analysis Sets","<div></div>"
"917","07ea3292-107b-47a9-ad65-b907aa738956","9.2","SECTION 9.2","NarrativeContent_96","Analyses Supporting Primary Objective(s)","<div></div>"
"918","2e1a9617-7523-45b0-8c8a-b6fb0df040a7","9.2.1","SECTION 9.2.1","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","<div></div>"
"919","969a7834-6169-45d7-b6b0-76537ca63538","9.2.2","SECTION 9.2.2","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>"
"920","b4b14db3-e342-450c-925c-72466fadbcb2","9.2.3","SECTION 9.2.3","NarrativeContent_99","Handling of Missing Data","<div></div>"
"921","ab1f0b32-7a36-438d-967c-323581eb696f","9.2.4","SECTION 9.2.4","NarrativeContent_100","Sensitivity Analysis","<div></div>"
"922","8be592fd-af7e-48de-836e-d97a034bb43d","9.2.5","SECTION 9.2.5","NarrativeContent_101","Supplementary Analysis","<div></div>"
"923","e990bf0a-6022-4423-ae7b-d85029a320bd","9.3","SECTION 9.3","NarrativeContent_102","Analysis Supporting Secondary Objective(s)","<div></div>"
"924","9f1af5ad-473f-4d0b-989e-b089b426936b","9.4","SECTION 9.4","NarrativeContent_103","Analysis of Exploratory Objective(s)","<div></div>"
"925","d7ecd754-4814-41a0-b55d-f56f80eb765e","9.5","SECTION 9.5","NarrativeContent_104","Safety Analyses","<div></div>"
"926","5f669f65-b2aa-4476-b27d-ff45779ef0c0","9.6","SECTION 9.6","NarrativeContent_105","Other Analyses","<div></div>"
"927","e7a89c22-bbd9-4c7e-82fe-3c62000505e1","9.7","SECTION 9.7","NarrativeContent_106","Interim Analyses","<div></div>"
"928","f70c9c12-5ce1-4745-9682-c4d1cbf04862","9.8","SECTION 9.8","NarrativeContent_107","Sample Size Determination","<div></div>"
"929","7e0f0d02-3f58-4017-a850-bcb54bc4beda","9.9","SECTION 9.9","NarrativeContent_108","Protocol Deviations","<div></div>"
"930","f7f7a129-728e-44df-8e12-e563566b0623","10","SECTION 10","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>"
"931","e9d92d04-1a3d-40b0-b5bf-fc1803616ee5","10.1","SECTION 10.1","NarrativeContent_110","Regulatory and Ethical Considerations","<div></div>"
"932","28bc0c21-e1d3-43f5-b977-c97e30cdc041","10.2","SECTION 10.2","NarrativeContent_111","Committees","<div></div>"
"933","d1feaf55-ff86-4844-b24e-1796e7bf3550","10.3","SECTION 10.3","NarrativeContent_112","Informed Consent Process","<div></div>"
"934","8defe536-1374-4706-a8b1-6a203aaf98ad","10.4","SECTION 10.4","NarrativeContent_113","Data Protection","<div></div>"
"935","66cc3f45-c781-4f41-87be-4aff167f594e","10.5","SECTION 10.5","NarrativeContent_114","Early Site Closure or Trial Termination","<div></div>"
"936","64fe3a78-7084-4b65-914e-880e0a4af9fd","11","SECTION 11","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>"
"937","66a5c300-21eb-4809-bf83-5e71b5032de2","11.1","SECTION 11.1","NarrativeContent_116","Quality Tolerance Limits","<div></div>"
"938","4e4ebeb7-2f6c-4b28-bc31-6530f7cd6a46","11.2","SECTION 11.2","NarrativeContent_117","Data Quality Assurance","<div></div>"
"939","82f48012-337b-4053-b50c-cb447c4fce33","11.3","SECTION 11.3","NarrativeContent_118","Source Data","<div></div>"
"940","aa3f0c6a-9b82-4e95-9705-fc66c9b2c264","12","SECTION 12","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>"
"941","15a70db5-9916-40dc-8294-04ea390ee8cf","12.1","SECTION 12.1","NarrativeContent_120","Further Details and Clarifications on the AE Definition","<div></div>"
"942","f731ec40-84f0-4c30-812e-32f5b9e2ac13","12.2","SECTION 12.2","NarrativeContent_121","Further Details and Clarifications on the SAE Definition","<div></div>"
"943","c2b2ba48-3d36-4acc-876b-fe1a46a94bda","12.3","SECTION 12.3","NarrativeContent_122","Severity","<div></div>"
"944","43e58f64-7997-4307-b1fa-3b81555ab39a","12.4","SECTION 12.4","NarrativeContent_123","Causality","<div></div>"
"945","3d9bbc32-6243-48b5-80ba-4dc6ff0bac83","13","SECTION 13","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>"
"946","0dd1ec5d-9a42-4398-9eb6-213963f272d6","13.1","SECTION 13.1","NarrativeContent_125","Contraception and Pregnancy Testing","<div></div>"
"947","bb9644ea-1207-45e9-ac4c-c884120cf740","13.1.1","SECTION 13.1.1","NarrativeContent_126","Definitions Related to Childbearing Potential","<div></div>"
"948","7c2efe94-601d-44d7-9326-9d277ebf15c9","13.1.2","SECTION 13.1.2","NarrativeContent_127","Contraception","<div></div>"
"949","b5693a04-6059-4d46-974c-a19584e7b43d","13.1.3","SECTION 13.1.3","NarrativeContent_128","Pregnancy Testing","<div></div>"
"950","ac095100-f78b-4eef-a268-89d332e2663c","13.2","SECTION 13.2","NarrativeContent_129","Clinical Laboratory Tests","<div></div>"
"951","8a840f96-c11e-47ce-b3e2-a0647eb97a0f","13.3","SECTION 13.3","NarrativeContent_130","Country/Region-Specific Differences","<div></div>"
"952","0e657cbf-bbe8-43da-a8a9-c794ac18d418","13.4","SECTION 13.4","NarrativeContent_131","Prior Protocol Amendments","<div></div>"
"953","e2e6e1da-a2a5-4606-a21d-a5cfe81dc697","14","SECTION 14","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","<div></div>"
"954","104b1d68-2974-43c9-b666-940cac94a031","15","SECTION 15","NarrativeContent_133","APPENDIX: REFERENCES","<div></div>"
