"id:ID","uuid","name","label","bcPropertyEnabled","bcPropertyResponseCodes","id","bcPropertyRequired","bcPropertyDatatype"
"568","4f742447-75db-4409-99c9-54b0e7112d2e","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_108","True","string"
"569","612b19a2-69d0-4e21-9435-67d015e5ca8b","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_109","True","string"
"570","92320805-9846-461c-85af-eda42f480392","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_110","True","boolean"
"571","b69b8c21-2c7d-4dbf-9227-9c9fe6da782f","Unit of Concentration","Unit of Concentration","True","[]","BiomedicalConceptProperty_111","True","string"
"572","510251ee-41d2-40ec-969d-f9cb0813de75","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_112","True","string"
"573","227efd40-27fa-49b8-a6ac-963cc5800aa4","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_113","True","decimal"
"574","7a0b2b21-bcf4-44b9-a062-24f2ece22be3","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_114","True","boolean"
"575","dabef550-d398-45fb-9661-d9fb342b2b3d","Molarity Unit","Molarity Unit","True","[]","BiomedicalConceptProperty_115","True","string"
"576","5c923c6b-1f2b-4c68-b20f-4a80d58fb75c","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_116","True","string"
"577","bb426d1b-8f9f-4e8d-8592-1bf33f8c9a50","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_117","True","decimal"
"578","c5e481bf-9c68-4f91-910b-1562f40ca45a","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_118","True","boolean"
"579","65123583-6fc1-4d13-9de8-6cb3fdd7f29d","Molarity Unit","Molarity Unit","True","[]","BiomedicalConceptProperty_119","True","string"
"580","ef0b9aff-831b-437f-ae84-3f7c96684591","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_120","True","string"
"581","99c95b87-094a-425e-9535-783ae8ef0743","Adverse Event Verbatim Description","Adverse Event Verbatim Description","True","[]","BiomedicalConceptProperty_1","True","string"
"582","b4eb6c48-03d1-4439-adb6-dbd47a093909","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","True","[]","BiomedicalConceptProperty_2","True","string"
"583","6a788761-cb27-41db-8c6d-82a98fc3140c","Adverse Event Category","Adverse Event Category","True","[]","BiomedicalConceptProperty_3","True","string"
"584","89139aac-268d-4bf0-880d-f91f6191a3a6","Adverse Event Subcategory","Adverse Event Subcategory","True","[]","BiomedicalConceptProperty_4","True","string"
"585","2ef2728f-c9e7-4a76-8f33-484052530034","Adverse Event Pre-specified","Adverse Event Pre-specified","True","[]","BiomedicalConceptProperty_5","True","boolean"
"586","ad8c12f8-a9ed-49e3-87b7-0cd6378561d6","Severity of Adverse Event","Severity of Adverse Event","True","[]","BiomedicalConceptProperty_6","True","string"
"587","c9516941-eb16-4747-a64f-f4d50c0ba9d5","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","True","[]","BiomedicalConceptProperty_7","True","string"
"588","d2596153-4da6-4431-ae12-0a1dbab9ad1f","Seriousness of Adverse Event","Seriousness of Adverse Event","True","[]","BiomedicalConceptProperty_8","True","boolean"
"589","05bd9407-84b5-4781-958a-dd9fc6c3cfbc","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","True","","BiomedicalConceptProperty_9","True","string"
"590","8b78cdaf-a031-4720-ab6e-2fa6e856cc2d","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","True","[]","BiomedicalConceptProperty_10","True","string"
"591","70b80b68-fe53-449e-9ab5-311e16830b6a","Adverse Event Pattern","Adverse Event Pattern","True","[]","BiomedicalConceptProperty_11","True","string"
"592","7c94a4a2-0d72-41a4-9dcb-c12cb44a4bfc","Adverse Event Outcome","Adverse Event Outcome","True","","BiomedicalConceptProperty_12","True","string"
"593","67b12cab-b050-4a75-be5f-562b7ea2d19d","Adverse Event Start Date Time","Adverse Event Start Date Time","True","[]","BiomedicalConceptProperty_13","True","datetime"
"594","bd1f859f-2c04-462d-88fc-a423e32d16d7","Adverse Event End Date Time","Adverse Event End Date Time","True","[]","BiomedicalConceptProperty_14","True","datetime"
"595","1fede1a1-8032-4551-9ad3-feeff50f5411","Vital Signs Result","Vital Signs Result","True","[]","BiomedicalConceptProperty_15","True","decimal"
"596","59ec82c2-d4fe-4207-bdd6-95fd8fb876b4","Unit of Pressure","Unit of Pressure","True","","BiomedicalConceptProperty_16","True","string"
"597","622f5a4a-1cc9-44be-aa4e-ed26ddeabd06","Vital Signs Location","Vital Signs Location","True","[]","BiomedicalConceptProperty_17","True","string"
"598","93cdd011-397f-4987-b3c0-d484b35b09b8","Vital Signs Laterality","Vital Signs Laterality","True","[]","BiomedicalConceptProperty_18","True","string"
"599","717a5585-9228-4e20-88f0-1cc2f9a511e6","Test Method","Test Method","True","[]","BiomedicalConceptProperty_19","True","string"
"600","a7f1882d-4c54-440d-b8c2-d344dda34204","Vital Signs Position","Vital Signs Position","True","[]","BiomedicalConceptProperty_20","True","string"
"601","0ccbf5f1-a69a-4e51-9b29-148e80bb882f","Vital Signs Result","Vital Signs Result","True","[]","BiomedicalConceptProperty_21","True","decimal"
"602","7f07b90e-4091-4c01-89d4-590eb3fe920f","Unit of Pressure","Unit of Pressure","True","","BiomedicalConceptProperty_22","True","string"
"603","2f3395bf-eef3-4787-96cc-4ee9fbf9c57a","Vital Signs Location","Vital Signs Location","True","[]","BiomedicalConceptProperty_23","True","string"
"604","4684d1ce-617c-49dd-a222-bd1096554b5b","Vital Signs Laterality","Vital Signs Laterality","True","[]","BiomedicalConceptProperty_24","True","string"
"605","563791a1-7ac8-4936-899a-3564ba237186","Test Method","Test Method","True","[]","BiomedicalConceptProperty_25","True","string"
"606","ad9371aa-06b9-4339-bbe1-3d40b442011d","Vital Signs Position","Vital Signs Position","True","[]","BiomedicalConceptProperty_26","True","string"
"607","bc4cb81f-b053-448a-b217-8341e60bbb47","Vital Signs Result","Vital Signs Result","True","[]","BiomedicalConceptProperty_27","True","decimal"
"608","b18484b8-2177-4477-a993-a43241eff9ee","Unit of Temperature","Unit of Temperature","True","","BiomedicalConceptProperty_28","True","string"
"609","9dbdd2cf-203e-41fe-bbfb-4370e18861b1","Vital Signs Location","Vital Signs Location","True","[]","BiomedicalConceptProperty_29","True","string"
"610","aad7f05a-5361-49cf-990c-e30922558cc9","Vital Signs Result","Vital Signs Result","True","[]","BiomedicalConceptProperty_30","True","decimal"
"611","b351ff12-96d0-4325-8b4f-ad5b065a0415","Unit of Weight","Unit of Weight","True","","BiomedicalConceptProperty_31","True","string"
"612","3cc9673a-9205-4969-8b9d-853bbb30a07d","Vital Signs Result","Vital Signs Result","True","[]","BiomedicalConceptProperty_32","True","decimal"
"613","c35e78dc-d9e3-4505-822d-f2410f0b5662","Unit of Height","Unit of Height","True","","BiomedicalConceptProperty_33","True","string"
"614","af543896-fef3-41ad-b366-aa9a1414d5c4","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_34","True","decimal"
"615","523c59a7-3741-4fd2-8769-6824392f9c6c","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_35","True","boolean"
"616","24511dfa-0832-4365-b420-b30f4bc5a626","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","[]","BiomedicalConceptProperty_36","True","string"
"617","d8828c42-fa16-4370-939d-ae6bdd286480","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_37","True","string"
"618","e817a463-2b65-4cf3-8658-d38653cc73a4","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_38","True","string"
"619","d2792879-ad38-4e58-ad5f-9f5965690b34","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_39","True","boolean"
"620","0030da50-d236-44f6-b28c-fc438fdb35a3","Unit of Concentration","Unit of Concentration","True","[]","BiomedicalConceptProperty_40","True","string"
"621","8209437d-cf4f-4958-9e20-ab66e1be1461","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_41","True","string"
"622","b4878923-38de-4dbb-bee5-3be3a0f0ab71","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_42","True","decimal"
"623","07ab4551-b3e1-4839-b2ec-78bd69c98e5d","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_43","True","boolean"
"624","a1d5f2f8-6e83-402a-ba80-946b4d5c6ae3","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","[]","BiomedicalConceptProperty_44","True","string"
"625","5219fb11-899d-46d2-9378-30de67b12a1c","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_45","True","string"
"626","fa369550-b6b5-4cf6-a8c9-268217446447","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_46","True","decimal"
"627","35d099a0-f58d-4d34-8ac6-cc151740b198","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_47","True","boolean"
"628","7a2d8f18-4613-468f-bc3a-27d9be04c6d8","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","[]","BiomedicalConceptProperty_48","True","string"
"629","b0baf07b-37a0-4ea5-bac1-d07fa7fe014d","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_49","True","string"
"630","63204a38-fa35-43e9-8c03-99b2818f1b46","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_50","True","string"
"631","790dccc3-f136-4212-aea1-34a4281adb43","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_51","True","boolean"
"632","f772ad32-c13d-494a-b617-468281ad56e2","Unit of Concentration","Unit of Concentration","True","[]","BiomedicalConceptProperty_52","True","string"
"633","9a737ee1-ec4e-4989-9252-48656bf6b907","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_53","True","string"
"634","fff8d40e-5561-428e-9838-b3764275f896","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_54","True","decimal"
"635","0dd7d290-5b35-4cc4-a5d5-bde385c97ba8","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_55","True","boolean"
"636","32a8db57-8eaa-47ee-91fa-3d3d5f346827","Molarity Unit","Molarity Unit","True","[]","BiomedicalConceptProperty_56","True","string"
"637","8b030db9-64cd-4cfc-9eef-0c7738f38254","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_57","True","string"
"638","8bddb4ec-f7a6-4a8f-aea5-a797f248f673","Laboratory Test Result","Laboratory Test Result","True","[]","BiomedicalConceptProperty_58","True","decimal"
"639","7834c4bb-278f-40f1-8bb3-422cf8c58bb2","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","[]","BiomedicalConceptProperty_59","True","boolean"
"640","46d0c100-2ce3-4f82-be9e-c6722b7e5d5e","Molarity Unit","Molarity Unit","True","[]","BiomedicalConceptProperty_60","True","string"
"641","c663bd38-72dd-4207-b8b1-e2bf103a77ee","Biospecimen Type","Biospecimen Type","True","[]","BiomedicalConceptProperty_61","True","string"
"642","0438c991-f7b7-4f5c-8635-44bf613c31e4","Vital Signs Result","Vital Signs Result","True","[]","BiomedicalConceptProperty_62","True","decimal"
"643","d8707b3b-213d-49aa-a071-d1b42e76a8c7","Unit of Pressure","Unit of Pressure","True","","BiomedicalConceptProperty_63","True","string"
"644","b1602a04-ba4e-4941-9ac4-2e9f93be2b1f","Vital Signs Location","Vital Signs Location","True","[]","BiomedicalConceptProperty_64","True","string"
"645","57fa95a8-10ba-4ddf-b43b-524b928e2b4e","Vital Signs Laterality","Vital Signs Laterality","True","[]","BiomedicalConceptProperty_65","True","string"
"646","bbdb58b4-ac57-4d12-9d43-0ddf1d588861","Test Method","Test Method","True","[]","BiomedicalConceptProperty_66","True","string"
"647","eccccfce-62c4-4e2f-97e3-9a22740c758c","Vital Signs Position","Vital Signs Position","True","[]","BiomedicalConceptProperty_67","True","string"
"648","a85368f4-cea6-4263-9e8e-8c2200433e5e","Vital Signs Result","Vital Signs Result","True","[]","BiomedicalConceptProperty_68","True","decimal"
"649","40cdd743-6987-4782-94b1-44d9a920bb46","Unit of Pressure","Unit of Pressure","True","","BiomedicalConceptProperty_69","True","string"
"650","a395812f-49a4-4b56-867c-319c3df26db0","Vital Signs Location","Vital Signs Location","True","[]","BiomedicalConceptProperty_70","True","string"
"651","d1388e0b-f4cb-45d4-bbcc-6857958c5751","Vital Signs Laterality","Vital Signs Laterality","True","[]","BiomedicalConceptProperty_71","True","string"
"652","5ed88d89-59cf-4e9f-bada-9fcfa152b9c3","Test Method","Test Method","True","[]","BiomedicalConceptProperty_72","True","string"
"653","205f70a0-b0cb-4ff5-9d02-e8d1a07afe67","Vital Signs Position","Vital Signs Position","True","[]","BiomedicalConceptProperty_73","True","string"
"654","f533e4d3-c941-49ea-856f-21508e1346a4","Vital Signs Result","Vital Signs Result","True","[]","BiomedicalConceptProperty_74","True","decimal"
"655","8c17f0c7-bd83-40ef-a4e0-3effbde8bb40","Unit of Pressure","Unit of Pressure","True","","BiomedicalConceptProperty_75","True","string"
"656","63e01739-fa01-4bac-88b3-a85c9138dae6","Vital Signs Location","Vital Signs Location","True","[]","BiomedicalConceptProperty_76","True","string"
"657","e68635c3-a2c9-499a-9df3-fd8ddd54eb40","Vital Signs Laterality","Vital Signs Laterality","True","[]","BiomedicalConceptProperty_77","True","string"
"658","9034e7e8-3315-4721-96c0-dcf0f1ede03d","Test Method","Test Method","True","[]","BiomedicalConceptProperty_78","True","string"
"659","67c12535-287f-4230-a051-aba2d32587d1","Vital Signs Position","Vital Signs Position","True","[]","BiomedicalConceptProperty_79","True","string"
"660","766f1cb4-463b-43d3-a877-cd2ef10616a7","Vital Signs Result","Vital Signs Result","True","[]","BiomedicalConceptProperty_80","True","decimal"
"661","60a70e17-540c-4948-86eb-037e9af6e604","Unit of Pressure","Unit of Pressure","True","","BiomedicalConceptProperty_81","True","string"
"662","cb5db8ba-16e4-4eab-afe7-28f7a75ebfdf","Vital Signs Location","Vital Signs Location","True","[]","BiomedicalConceptProperty_82","True","string"
"663","9dc8ebdf-221b-44a0-ae9f-14a9a3589af8","Vital Signs Laterality","Vital Signs Laterality","True","[]","BiomedicalConceptProperty_83","True","string"
"664","8ad7ab2e-dfc2-4fec-9815-ae82e45fd07b","Test Method","Test Method","True","[]","BiomedicalConceptProperty_84","True","string"
"665","b890e0e9-e63d-448c-a31b-20abe30747f6","Vital Signs Position","Vital Signs Position","True","[]","BiomedicalConceptProperty_85","True","string"
