"label","uuid:ID","isEnabled","isRequired","name","instanceType","datatype","id"
"LBTESTCD","413bc0d8-1a1a-4c7c-b2c7-0304c4e21049","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_137"
"LBORRES","ac4bed9c-dea5-4ea3-8041-eeed628db27e","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_138"
"LBORRESU","e8f0795a-056e-4a3d-b093-af7e47fdcd6e","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_139"
"LBSPEC","216dc99c-0d8f-4ed5-bda4-a152acbe811e","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_140"
"LBFAST","bfa8bed4-6461-48e7-8886-620de833bcf9","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_141"
"LBTESTCD","65a4d8e5-4d50-42c1-bda4-27763ccb6899","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_142"
"LBORRES","de2bc501-874f-41d8-8b2c-61c2f6c5b1f3","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_143"
"LBORRESU","15bff9ae-52be-4e37-8ca1-d99c2b831939","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_144"
"LBSPEC","9a0ebb8c-4d77-4de8-a69e-34c022514582","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_145"
"LBFAST","24b2eadd-be6a-4606-8b1e-53e83c3ab6c0","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_146"
"LBTESTCD","bd5ae8e3-b370-4341-93b0-63b8d81f41ea","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_147"
"LBORRES","08ffdb54-9a4a-4e3e-88d8-434318e569ed","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_148"
"LBORRESU","1be3c7d2-1b8f-4b3a-b0ec-71076a7ad041","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_149"
"LBSPEC","f264b6c6-3476-4f86-b493-373205d69ed0","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_150"
"LBFAST","98aeca81-1454-4673-a0ec-2cac9644aa34","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_151"
"LBTESTCD","03719de9-a899-4bfe-9764-9387305c535b","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_152"
"LBORRES","7cab36d2-6205-4884-ab86-4285cae4849a","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_153"
"LBORRESU","cfd58f21-9c14-4704-b3f2-faa50c6b78ab","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_154"
"LBSPEC","cde65f5e-adad-4636-93f1-f90b92effc7c","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_155"
"LBFAST","a11b4f98-bc87-4c27-a6cf-bc018306fca9","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_156"
"LBTESTCD","46a3ff19-faaf-4873-8c69-2e2ec3404dd3","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_157"
"LBORRES","37c1b4db-ca48-4f3e-8ecd-ce29f212c81e","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_158"
"LBORRESU","de73fe87-0fb2-4f51-bcbe-35c8b5075fce","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_159"
"LBSPEC","2b3d3cdf-6351-4e2d-bee7-fa7b22b7557b","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_160"
"LBFAST","a733239f-90e3-4cd7-b989-f883264472ee","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_161"
"LBTESTCD","b61fde83-bf67-4dc2-b29f-3f9f55e536b9","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_162"
"LBORRES","58515e24-d48a-44d2-977d-d2ae590fdde8","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_163"
"LBORRESU","ce2318e2-d7c1-4434-b84b-5bc02e8cb049","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_164"
"LBSPEC","71faead4-11b0-4972-9fd2-67ab9e0018f7","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_165"
"LBFAST","ab71179c-ca15-49a1-9e52-158fa3469424","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_166"
"AETERM","534df607-52d8-41ef-bd0e-a53a18df892c","True","True","AETERM","BiomedicalConceptProperty","text","BiomedicalConceptProperty_1"
"AEDECOD","9bd5adbd-9114-4441-80e4-3158614a8dac","True","True","AEDECOD","BiomedicalConceptProperty","text","BiomedicalConceptProperty_2"
"AEPRESP","433b9b2a-7a74-48b9-b74e-ec10f22eb1da","True","True","AEPRESP","BiomedicalConceptProperty","text","BiomedicalConceptProperty_3"
"AELOC","c31d40be-cb84-4df3-8bc5-4362ba9efdf9","True","True","AELOC","BiomedicalConceptProperty","text","BiomedicalConceptProperty_4"
"AESEV","d8a2010d-a9d0-4209-8e32-72641630a935","True","True","AESEV","BiomedicalConceptProperty","text","BiomedicalConceptProperty_5"
"AESER","2b93f55c-3531-4501-9695-c6c72b304d37","True","True","AESER","BiomedicalConceptProperty","text","BiomedicalConceptProperty_6"
"AEACN","deddd900-ac8a-431a-a31c-cdf6007c8d6d","True","True","AEACN","BiomedicalConceptProperty","text","BiomedicalConceptProperty_7"
"AEACNOTH","45a76c45-1f61-47c0-939c-0de6f2319ce0","True","True","AEACNOTH","BiomedicalConceptProperty","text","BiomedicalConceptProperty_8"
"AEREL","87e6b4aa-2528-4a4c-87b9-539d841e071c","True","True","AEREL","BiomedicalConceptProperty","text","BiomedicalConceptProperty_9"
"AERELNST","8be9e0cb-16a6-4f22-a072-0630a2cb4164","True","True","AERELNST","BiomedicalConceptProperty","text","BiomedicalConceptProperty_10"
"AEPATT","34449d7e-d745-4072-9eac-b469907b0f8f","True","True","AEPATT","BiomedicalConceptProperty","text","BiomedicalConceptProperty_11"
"AEOUT","25e5b64e-37a3-4350-86b5-83e9f87bf1e4","True","True","AEOUT","BiomedicalConceptProperty","text","BiomedicalConceptProperty_12"
"AESCAN","5e6b1339-7d76-499b-82fa-a8e5be3e9328","True","True","AESCAN","BiomedicalConceptProperty","text","BiomedicalConceptProperty_13"
"AESCONG","0361454e-b61e-4b8e-8641-a8e828b9e51c","True","True","AESCONG","BiomedicalConceptProperty","text","BiomedicalConceptProperty_14"
"AESDISAB","3aa35247-2c3b-4fed-b342-a1b32daa6a0b","True","True","AESDISAB","BiomedicalConceptProperty","text","BiomedicalConceptProperty_15"
"AESDTH","d19d5770-d0db-4a73-9cd4-e88c70c89bbe","True","True","AESDTH","BiomedicalConceptProperty","text","BiomedicalConceptProperty_16"
"AESHOSP","310a2b10-95ab-42db-9fa6-b5ceced6bd9c","True","True","AESHOSP","BiomedicalConceptProperty","text","BiomedicalConceptProperty_17"
"AESLIFE","3bdffae5-2e36-434e-a768-ab822bc45266","True","True","AESLIFE","BiomedicalConceptProperty","text","BiomedicalConceptProperty_18"
"AESOD","dea8a070-fb70-4317-a70f-07db56a8a242","True","True","AESOD","BiomedicalConceptProperty","text","BiomedicalConceptProperty_19"
"AESMIE","28180aff-91d4-48cf-81e0-8beadfcbfc0e","True","True","AESMIE","BiomedicalConceptProperty","text","BiomedicalConceptProperty_20"
"AECONTRT","4757bc01-7215-4718-97e0-b2ecc6573813","True","True","AECONTRT","BiomedicalConceptProperty","text","BiomedicalConceptProperty_21"
"AESTDTC","9687f65a-fbd3-44b4-a6d7-6a7e243aa469","True","True","AESTDTC","BiomedicalConceptProperty","datetime","BiomedicalConceptProperty_22"
"AEENDTC","619f3e8c-a12f-4b79-ad9d-427ed9cd142c","True","True","AEENDTC","BiomedicalConceptProperty","datetime","BiomedicalConceptProperty_23"
"VSTESTCD","87627b0c-8fa1-46e0-a178-24fb3d5f0bbb","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_24"
"VSORRES","7199c47a-a644-47ae-8242-454b9ddbb8ed","True","True","VSORRES","BiomedicalConceptProperty","integer","BiomedicalConceptProperty_25"
"VSORRESU","b74306e9-ee89-488e-a0a0-abaeb77cf9ab","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_26"
"VSPOS","4e92444d-790b-4992-a64c-f0cd375e538f","True","True","VSPOS","BiomedicalConceptProperty","","BiomedicalConceptProperty_27"
"VSLOC","fc3937d5-2b8c-43df-807c-535d1dd9ca53","True","True","VSLOC","BiomedicalConceptProperty","","BiomedicalConceptProperty_28"
"VSLAT","b3460f24-7f7b-449a-a65e-ea93f97946eb","True","True","VSLAT","BiomedicalConceptProperty","","BiomedicalConceptProperty_29"
"VSTESTCD","417c075a-81ee-4f3c-8fb5-83a45c36deeb","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_30"
"VSORRES","2efc6469-517c-44e5-a68c-485cf6182596","True","True","VSORRES","BiomedicalConceptProperty","integer","BiomedicalConceptProperty_31"
"VSORRESU","67d4bed1-c731-47cd-9375-b4a117cdc841","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_32"
"VSPOS","4798ec42-864e-47b1-acc1-e1f53d941170","True","True","VSPOS","BiomedicalConceptProperty","","BiomedicalConceptProperty_33"
"VSLOC","ea53edcd-de2d-48fb-ad6b-21ad07ab4b1c","True","True","VSLOC","BiomedicalConceptProperty","","BiomedicalConceptProperty_34"
"VSLAT","402b20d7-22e2-49c8-b742-ff1cc369b417","True","True","VSLAT","BiomedicalConceptProperty","","BiomedicalConceptProperty_35"
"VSTESTCD","2c2bfaf3-97bc-4fe7-8d91-50a11f3f1c6d","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_36"
"VSORRES","2cb40e1b-dd33-48bf-993a-d241cc512e6d","True","True","VSORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_37"
"VSORRESU","84bc2e39-adad-4a98-a6c2-66243a1dae13","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_38"
"VSLOC","d2b4d0ce-99a9-40ad-9fba-ca1f0ef4d47e","True","True","VSLOC","BiomedicalConceptProperty","","BiomedicalConceptProperty_39"
"VSTESTCD","5202bb58-8081-4d84-845e-607dbbbcc807","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_40"
"VSORRES","f416d19a-c465-45e3-8483-418e6859d47f","True","True","VSORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_41"
"VSORRESU","7326f871-9527-47a2-b1a7-46c372960a44","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_42"
"VSTESTCD","b74a1daf-efc5-416a-a02d-6d911c519583","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_43"
"VSORRES","ac4a0e5d-7653-43ec-b27f-43ea5f743fd3","True","True","VSORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_44"
"VSORRESU","26e9f45b-6ffd-43ae-bbf3-c09b2d79296f","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_45"
"LBTESTCD","e47e50a0-3333-4f22-b57d-41d97e87378a","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_46"
"LBORRES","53760a06-13d5-4a9d-ac2e-97bbf1f0a9b7","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_47"
"LBORRESU","29c378c2-a5b5-4024-8c66-9001032a1f4a","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_48"
"LBSPEC","4d12572a-5420-4312-9a7e-0c83fe19d455","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_49"
"LBFAST","43cc2300-9337-4a5c-b39f-6c2126e1ac85","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_50"
"LBTESTCD","6464823b-5348-4b69-bfb3-f6b6217ebb41","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_51"
"LBORRES","dbb383ec-17bd-4614-824a-340e955ea9d6","True","True","LBORRES","BiomedicalConceptProperty","text","BiomedicalConceptProperty_52"
"LBSPEC","61ea05dd-dee1-482e-bdc7-dc3184ec3635","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_53"
"LBFAST","d4e53e5f-da38-4556-ac0f-51023e52d38b","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_54"
"LBTESTCD","60eadccc-64e1-4dae-972e-9213fc24866b","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_55"
"LBORRES","a74a7455-9380-41bd-bae6-f0f4811efb47","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_56"
"LBORRESU","2449aa49-9e8a-44b1-859c-0a1e5e37053f","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_57"
"LBSPEC","c67bac84-4c56-48d5-aeeb-66a7b2dc866b","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_58"
"LBFAST","5ab568b6-ad1d-481f-8527-49ac4fd7c573","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_59"
"LBTESTCD","2a8cd4ac-3a16-4bdd-a297-e5e065a4ede2","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_60"
"LBORRES","84ab3080-e523-4b13-bee1-6c4bc9e8c753","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_61"
"LBORRESU","e5d20ade-5173-44ae-8632-17d614578586","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_62"
"LBSPEC","dcae1300-5a7b-4d67-9b41-486303dd3299","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_63"
"LBFAST","2abe28b4-e52d-4ba6-9d00-b1b0ac0ac0fa","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_64"
"LBTESTCD","199e8a67-1aab-47b8-802e-49b8e442e7ca","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_65"
"LBORRES","203247ef-e4cd-48ac-857d-ad702c71530f","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_66"
"LBORRESU","afa35530-bb13-4c63-a9c9-639f16c007c9","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_67"
"LBSPEC","acef6d3a-b17b-4c1e-8157-874837bc71bf","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_68"
"LBFAST","35820709-c184-40b2-be97-34726d8a372c","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_69"
"LBTESTCD","fe9803fe-4e08-4183-9be9-dd52fd7a14b7","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_70"
"LBORRES","41a85214-cdfb-43ac-9ee9-733484702549","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_71"
"LBORRESU","fefad51a-1d35-4832-b11c-bb202750d838","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_72"
"LBSPEC","580ae09a-8460-4926-93cf-215f9dec4fc4","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_73"
"LBFAST","41a1f909-9dc0-4dd3-a7ba-a2bd05fe5420","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_74"
"LBTESTCD","7f53f7f2-f897-4108-89a0-0bae181ed062","True","True","LBTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_75"
"LBORRES","3efad6e7-b35d-4573-8b9b-87ab16524dec","True","True","LBORRES","BiomedicalConceptProperty","float","BiomedicalConceptProperty_76"
"LBORRESU","8e138309-8652-48fd-9019-cfafcd43006f","True","True","LBORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_77"
"LBSPEC","e0625a23-8b6b-4638-95a0-25ffa49362d1","True","True","LBSPEC","BiomedicalConceptProperty","","BiomedicalConceptProperty_78"
"LBFAST","26a7e18b-77d8-44fc-8f8e-2ce2202307f1","True","True","LBFAST","BiomedicalConceptProperty","","BiomedicalConceptProperty_79"
"VSTESTCD","2c949e73-d19f-4b76-8d58-18d5d5100a37","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_80"
"VSORRES","06189a62-451f-4cb7-a9ff-61d60c0b8877","True","True","VSORRES","BiomedicalConceptProperty","integer","BiomedicalConceptProperty_81"
"VSORRESU","6f5d0d8c-d139-43bf-bd69-877f231fa2c1","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_82"
"VSPOS","f27b76a5-d7e4-44ee-953c-2195eb3a9f36","True","True","VSPOS","BiomedicalConceptProperty","","BiomedicalConceptProperty_83"
"VSLOC","f3268d2b-4d39-4ba9-a28d-d317ebebdd17","True","True","VSLOC","BiomedicalConceptProperty","","BiomedicalConceptProperty_84"
"VSLAT","7ddf43ba-e86a-469b-8edc-7bc7852c96f8","True","True","VSLAT","BiomedicalConceptProperty","","BiomedicalConceptProperty_85"
"VSTESTCD","bfdfdcce-9658-415b-b9cc-ae63fb7742cb","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_86"
"VSORRES","8293b76f-37de-4b8f-bdb7-7bf95438e80c","True","True","VSORRES","BiomedicalConceptProperty","integer","BiomedicalConceptProperty_87"
"VSORRESU","ab982a2a-b127-4f94-ab9b-5576de9d19f7","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_88"
"VSPOS","eb11f1c4-4b43-4850-b2c1-4214de612db5","True","True","VSPOS","BiomedicalConceptProperty","","BiomedicalConceptProperty_89"
"VSLOC","1b998171-dd1a-4279-a94a-51b6b524b057","True","True","VSLOC","BiomedicalConceptProperty","","BiomedicalConceptProperty_90"
"VSLAT","023d3cb5-cd82-44c3-bd79-06051d5e3d63","True","True","VSLAT","BiomedicalConceptProperty","","BiomedicalConceptProperty_91"
"VSTESTCD","f00d6660-f2b1-45c8-adbd-1b1cc4415c3c","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_92"
"VSORRES","06c418f6-ea48-42d3-84d1-35536f866019","True","True","VSORRES","BiomedicalConceptProperty","integer","BiomedicalConceptProperty_93"
"VSORRESU","0c9cee68-399f-4d40-9eb3-16bf8b8dc1fa","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_94"
"VSPOS","463e24c1-f078-4a35-9ffc-c68c359b1074","True","True","VSPOS","BiomedicalConceptProperty","","BiomedicalConceptProperty_95"
"VSLOC","ea4c5a13-086e-4aaf-a465-a12a6b6487b3","True","True","VSLOC","BiomedicalConceptProperty","","BiomedicalConceptProperty_96"
"VSLAT","ce2ba000-2131-4059-ac36-1c95297e6b98","True","True","VSLAT","BiomedicalConceptProperty","","BiomedicalConceptProperty_97"
"VSTESTCD","8aae621c-750d-417d-b97a-ec3c58dec571","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_98"
"VSORRES","7eec434c-44ed-46b1-8aac-2a333233555b","True","True","VSORRES","BiomedicalConceptProperty","integer","BiomedicalConceptProperty_99"
"VSORRESU","23116bc9-045b-45d1-a952-43659747400a","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_100"
"VSPOS","99a9660e-e13d-4af7-81a5-18112afb6af1","True","True","VSPOS","BiomedicalConceptProperty","","BiomedicalConceptProperty_101"
"VSLOC","2797ddf7-8ce5-40f3-a596-c76538bba81a","True","True","VSLOC","BiomedicalConceptProperty","","BiomedicalConceptProperty_102"
"VSLAT","dbd63d2b-8650-4dcf-b05b-78f41095ffb5","True","True","VSLAT","BiomedicalConceptProperty","","BiomedicalConceptProperty_103"
"VSTESTCD","8cd841c5-c1c7-4fcc-8f96-f2057f95a095","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_104"
"VSORRES","13580290-3b09-43e9-bea3-4052613435fe","True","True","VSORRES","BiomedicalConceptProperty","integer","BiomedicalConceptProperty_105"
"VSORRESU","1e0c8d51-c3a5-4b62-9090-cd2c15a2bc9c","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_106"
"VSPOS","8865c376-b866-4de4-9e64-d415c8805168","True","True","VSPOS","BiomedicalConceptProperty","","BiomedicalConceptProperty_107"
"VSLOC","d8ffd977-9467-46c3-a000-a14382c1e7c4","True","True","VSLOC","BiomedicalConceptProperty","","BiomedicalConceptProperty_108"
"VSLAT","76dc402f-aed9-4485-94bd-50400e867617","True","True","VSLAT","BiomedicalConceptProperty","","BiomedicalConceptProperty_109"
"VSTESTCD","1611226c-6084-422c-83c3-4c07500b57ca","True","True","VSTESTCD","BiomedicalConceptProperty","","BiomedicalConceptProperty_110"
"VSORRES","d473fe19-9a58-402d-bb74-66a5e08cd11a","True","True","VSORRES","BiomedicalConceptProperty","integer","BiomedicalConceptProperty_111"
"VSORRESU","c40288a7-3145-4a10-be2c-094984bc6a8e","True","True","VSORRESU","BiomedicalConceptProperty","","BiomedicalConceptProperty_112"
"VSPOS","7b768a22-bf9b-4493-bbc9-b7923bf41483","True","True","VSPOS","BiomedicalConceptProperty","","BiomedicalConceptProperty_113"
"VSLOC","88dfad42-de0f-4815-9dc0-4feb6716911b","True","True","VSLOC","BiomedicalConceptProperty","","BiomedicalConceptProperty_114"
"VSLAT","a9bb71a0-3e7e-49e0-961b-ce3cbe453210","True","True","VSLAT","BiomedicalConceptProperty","","BiomedicalConceptProperty_115"
