"reference","name","uuid:ID","instanceType","synonyms","label","id"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","109c146e-c690-4b21-a382-9affa3a29b6c","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']","Potassium Concentration in Urine","BiomedicalConcept_31"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","e2444e83-609d-4128-83fe-ab51bf84ce98","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']","Sodium Concentration in Urine","BiomedicalConcept_32"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","Hemoglobin A1C Concentration in Blood","e7bb2123-9597-4ff6-932f-6796b43d525f","BiomedicalConcept","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","Hemoglobin A1C Concentration in Blood","BiomedicalConcept_33"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","Adverse Event Prespecified","7fdf9da1-b6e7-4aa0-b055-f9af8cdc9bb9","BiomedicalConcept","['Adverse Event', 'Solicited Adverse Event']","Adverse Event Prespecified","BiomedicalConcept_1"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","907d0ce9-9f8f-4366-91d2-5ee4e8f7acc8","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","BiomedicalConcept_2"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","748dcf4b-7f5f-4ec2-b9ad-980767d3c2bd","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","BiomedicalConcept_3"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","8c499211-4a5e-4a4a-9842-d30952aa89e7","BiomedicalConcept","['Temperature', 'Body Temperature']","Temperature","BiomedicalConcept_4"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","57fdea1a-d087-4007-b674-542c9b5b3bdc","BiomedicalConcept","['Weight', 'Body Weight']","Weight","BiomedicalConcept_5"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","20648dd3-5e61-4a03-b265-a94f4b3800db","BiomedicalConcept","['Height', 'Body Height']","Height","BiomedicalConcept_6"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","dddda923-5115-40ee-9894-03af48ddb390","BiomedicalConcept","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_7"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","8c92a7e5-785b-4b15-83a1-3af6c684152e","BiomedicalConcept","['Albumin', 'Albumin Measurement']","Albumin Presence in Urine","BiomedicalConcept_8"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","11f45031-9aa7-4d79-b58e-120b9c63ec22","BiomedicalConcept","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_9"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","8fe3e24a-4f30-4c4f-9e6f-2ff264a578c9","BiomedicalConcept","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_10"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","ddfcf61b-ffc5-48c1-bfc5-0d55f32bac54","BiomedicalConcept","['Creatinine', 'Creatinine Measurement']","Creatinine Concentration in Urine","BiomedicalConcept_11"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","d9a8c5be-f5c3-47b0-a887-614c275e4a44","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']","Potassium Concentration in Urine","BiomedicalConcept_12"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","53c72dd8-fe50-4cf0-ada6-619c9b512363","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']","Sodium Concentration in Urine","BiomedicalConcept_13"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","fe446801-fb7e-4601-943c-78b632b16ecb","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","BiomedicalConcept_14"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","8708d467-3253-4174-9ba0-703d3a24a514","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","BiomedicalConcept_15"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","3dcdac33-5563-4b82-b877-8d916099616d","BiomedicalConcept","['Heart Rate']","Heart Rate","BiomedicalConcept_16"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","45ef111b-0b5a-49f0-9f57-b1dd1f0cb96a","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","BiomedicalConcept_17"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","9f6b8f3d-f07c-489e-a230-f4b02ca03e33","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","BiomedicalConcept_18"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","d52370f6-026f-4418-b870-8566f6f0cbdb","BiomedicalConcept","['Heart Rate']","Heart Rate","BiomedicalConcept_19"
