"bcReference","bcSynonyms","id","uuid:ID","label","name"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","BiomedicalConcept_6","45b6b113-c65f-4329-9810-68b93ba1155b","Body Height","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","BiomedicalConcept_7","f438b8fa-49b1-429f-92bd-547376ef12a5","Alanine Aminotransferase Measurement","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","BiomedicalConcept_8","463795c1-6bc3-4590-bb3e-2985bbb2f594","Albumin Measurement","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","BiomedicalConcept_9","cad15567-3bd6-4f76-a936-cb20af6c30bd","Alkaline Phosphatase Measurement","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","BiomedicalConcept_10","9c645e0f-64ac-4178-bcbb-98251860c958","Aspartate Aminotransferase Measurement","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","BiomedicalConcept_11","052f0989-cb8e-4213-85c2-514f6aac2172","Creatinine Measurement","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","BiomedicalConcept_12","3810e908-fcd6-4856-bbda-3ade6c7ce552","Potassium Measurement","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","BiomedicalConcept_13","425f7994-f5cb-4b5a-8a29-d1149994fcc6","Sodium Measurement","Sodium Measurement"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","BiomedicalConcept_14","8ba8d554-80fb-470e-8070-2dfafb39b3f9","Systolic Blood Pressure","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","BiomedicalConcept_15","71c02870-2b55-4b79-9069-216fb5f8bf66","Diastolic Blood Pressure","Diastolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","BiomedicalConcept_16","c49b10dc-9599-4dc6-8ffd-57ebdd287364","Systolic Blood Pressure","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","BiomedicalConcept_17","85679097-abf4-4f43-ab7a-c7dcd3e4f87b","Diastolic Blood Pressure","Diastolic Blood Pressure"
