"codeSystem","decode","id","code","codeSystemVersion","uuid:ID"
"http://www.cdisc.org","In Person","Code_68","C175574","2023-09-29","9ae435c3-6fa4-4b73-9fbb-e672098122ff"
"http://www.cdisc.org","Visit","Code_69","C25716","2023-09-29","3c2836a6-4cf5-40a7-ae1b-34f9b6a73dbf"
"http://www.cdisc.org","Clinic","Code_70","C51282","2023-09-29","d0709a96-d2a9-431b-b50c-f89b52163b4f"
"http://www.cdisc.org","In Person","Code_71","C175574","2023-09-29","db84145b-74c8-4d2f-88c2-9b8c934147e5"
"http://www.cdisc.org","Visit","Code_72","C25716","2023-09-29","74d50ab9-ed0c-48d7-b8e8-801de38f4739"
"http://www.cdisc.org","Clinic","Code_73","C51282","2023-09-29","23b6510a-390c-4b22-b84c-239061873ff3"
"http://www.cdisc.org","In Person","Code_74","C175574","2023-09-29","d536933a-1db3-4e4c-8a7f-50d2b9f736b0"
"http://www.cdisc.org","Visit","Code_75","C25716","2023-09-29","27956c33-8bed-403c-a291-b487dde29b94"
"http://www.cdisc.org","Clinic","Code_76","C51282","2023-09-29","0600362c-9cc7-457e-8062-e10a1f29858b"
"http://www.cdisc.org","In Person","Code_77","C175574","2023-09-29","7b1f4fff-7325-452b-977d-54e9f8c66ebf"
"http://www.cdisc.org","Visit","Code_78","C25716","2023-09-29","fd4f4e9c-b168-47dc-ae26-d2e319ed3a9a"
"http://www.cdisc.org","Clinic","Code_79","C51282","2023-09-29","27a8e356-8349-4648-ada2-31cbc7318c2e"
"http://www.cdisc.org","In Person","Code_80","C175574","2023-09-29","64dc6844-90c4-438b-9e6e-6c4e4b1a9e84"
"http://www.cdisc.org","Visit","Code_81","C25716","2023-09-29","35cd5713-7c80-4594-845f-ce31417a0784"
"http://www.cdisc.org","Clinic","Code_82","C51282","2023-09-29","5f511b14-5d49-4990-a73d-736a66862ff8"
"http://www.cdisc.org","In Person","Code_83","C175574","2023-09-29","c3e3f52a-a370-42a9-8cb5-ab32e301b0e3"
"http://www.cdisc.org","Visit","Code_84","C25716","2023-09-29","3d069a75-bf84-4a46-9a4f-d3abbf7b44b8"
"http://www.cdisc.org","Clinic","Code_85","C51282","2023-09-29","116b5b98-9bd3-45c0-b43f-6eab361ec754"
"http://www.cdisc.org","In Person","Code_86","C175574","2023-09-29","06bee700-149d-4fac-a490-29cc2d712fda"
"http://www.cdisc.org","Telephone Call","Code_87","C171537","2023-09-29","d42bfbef-e62b-41c8-8bb3-0502390305f0"
"http://www.cdisc.org","Visit","Code_88","C25716","2023-09-29","865f7f63-f343-491d-b64d-d7c976e1fc26"
"http://www.cdisc.org","Clinic","Code_89","C51282","2023-09-29","e4da2dde-1985-4203-a3e3-8b87405a47cd"
"http://www.cdisc.org","In Person","Code_90","C175574","2023-09-29","4e12dcc4-a94a-4984-a278-73d46813ae1a"
"http://www.cdisc.org","Telephone Call","Code_91","C171537","2023-09-29","49dbf013-e735-4a6b-be33-bbc230e1f8d8"
"http://www.cdisc.org","Visit","Code_92","C25716","2023-09-29","e464b65c-2043-4c59-96e4-35e4db406a78"
"http://www.cdisc.org","Clinic","Code_93","C51282","2023-09-29","02058446-4fb3-488e-b913-53264653793e"
"http://www.cdisc.org","In Person","Code_94","C175574","2023-09-29","84740a0f-f64d-4917-a6de-8c573917170b"
"http://www.cdisc.org","Telephone Call","Code_95","C171537","2023-09-29","2c300499-0976-4fb5-a100-939d63c9ea49"
"http://www.cdisc.org","Visit","Code_96","C25716","2023-09-29","0a81e30d-04ed-4401-930c-fca610536292"
"http://www.cdisc.org","Clinic","Code_97","C51282","2023-09-29","afee5ee5-d1c2-4061-9a4d-18a51ea937d2"
"http://www.cdisc.org","In Person","Code_98","C175574","2023-09-29","49230c0e-77fa-4c92-b544-17bfdffc84bb"
"http://www.cdisc.org","Telephone Call","Code_99","C171537","2023-09-29","5e6b1947-3bf3-44f7-ad78-d2e9e344cf3c"
"http://www.cdisc.org","Visit","Code_100","C25716","2023-09-29","50880189-b363-4c4e-a434-3b7673153ba1"
"http://www.cdisc.org","Clinic","Code_101","C51282","2023-09-29","ce22889c-f775-4197-b8f9-5c68be882c9e"
"http://www.cdisc.org","In Person","Code_102","C175574","2023-09-29","5dd75b7e-cd6d-4dc6-9ee0-77114101411d"
"http://www.cdisc.org","Visit","Code_103","C25716","2023-09-29","1e261465-b53e-4875-bdac-0b0a7a5d8a16"
"http://www.cdisc.org","Clinic","Code_104","C51282","2023-09-29","4a8c6bdd-6319-4d0f-a951-f75ed165df99"
"http://www.cdisc.org","In Person","Code_105","C175574","2023-09-29","d067af1e-7df8-41b7-a0bc-619475b5f30a"
"SNOMED","CT of head without contrast","Code_63","383371000119108","January 31, 2018","9f2e290b-fac9-4bec-a590-24b06618f66d"
"SPONSOR","Supine for 5 minutes","Code_64","123","12","241ce3b4-5d50-4e38-96b9-1f3a707637a1"
"SPONSOR","Standingfor 1-3 minutes","Code_65","124","12","0c3e34a0-ed14-479f-81df-986a8da0349d"
"NCI Thesaurus","Vital Signs Result","Code_244","C173522","","9f948c92-29b0-4c62-8033-c9a329441d92"
"http://www.cdisc.org","Kelvin","Code_245","C42537","2023-09-29","80b079b0-be90-4586-9efc-ea32efdbefd6"
"NCI Thesaurus","Unit of Temperature","Code_246","C44276","","8c3f9e35-e453-4fc6-b98d-831a56bd40aa"
"NCI Thesaurus","Vital Signs Location","Code_247","C83088","","49fff721-089a-43d1-a12f-5f4db3ae23b5"
"NCI Thesaurus","Body Temperature","Code_243","C174446","","31ae8987-976a-4263-9778-0d75187e89b5"
"NCI Thesaurus","Vital Signs Result","Code_249","C173522","","a785b94e-7d60-47b1-a4b3-d58cecd2e257"
"http://www.cdisc.org","Kilogram","Code_250","C28252","2023-09-29","2bbd2a7e-e783-490b-9c05-383188839ea4"
"http://www.cdisc.org","Gram","Code_251","C48155","2023-09-29","84b48162-ceb6-454a-8b94-9c0843c86ea4"
"http://www.cdisc.org","Pound","Code_252","C48531","2023-09-29","a043b669-0372-4a76-bd60-2688b57f822f"
"NCI Thesaurus","Unit of Weight","Code_253","C48208","","816b808a-919e-4d2d-9a07-ba1e1450aa9e"
"NCI Thesaurus","Body Weight","Code_248","C81328","","9ceb939e-6378-41c8-95a0-943377f0eb0d"
"NCI Thesaurus","Vital Signs Result","Code_255","C173522","","24e43784-4680-42f7-a630-2c2dce940fa1"
"http://www.cdisc.org","Centimeter","Code_256","C49668","2023-09-29","0a1a2701-783f-4e81-8c18-437d40b534a4"
"http://www.cdisc.org","Inch","Code_257","C48500","2023-09-29","6e4e1d7c-4920-4639-9d88-829c662c45b8"
"http://www.cdisc.org","Millimeter","Code_258","C28251","2023-09-29","c095ec3b-bc07-4c51-859d-ebb1a02f19e2"
"http://www.cdisc.org","Meter","Code_259","C41139","2023-09-29","2b2b9643-917d-4d31-8b47-973526f4618b"
"NCI Thesaurus","Unit of Height","Code_260","C168688","","54128aaf-4c24-48b9-acfa-8c69525d8865"
"NCI Thesaurus","Body Height","Code_254","C164634","","2804acb7-15c0-4591-b60b-81ff022e8416"
"NCI Thesaurus","Laboratory Test Result","Code_262","C36292","","32f4f6e0-d40f-4aba-abd4-1eb7a3da19bd"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_263","C83309","","19947548-1200-4c86-bfaf-3957e88b9017"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_264","C67365","","8bbde628-52cc-4793-9c8f-2eb6c4662dd8"
"NCI Thesaurus","Biospecimen Type","Code_265","C70713","","7c221976-6949-4c96-922e-302e1bb42b56"
"NCI Thesaurus","Alanine Aminotransferase Measurement","Code_261","C64433","","9d1d553c-7655-475d-97a1-730cf53df1a0"
"NCI Thesaurus","Laboratory Test Result","Code_267","C36292","","a59d52dd-2e70-4e64-a042-17c22f21e434"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_268","C83309","","1fa7b276-e32d-4003-a2f7-7632010be819"
"NCI Thesaurus","Unit of Concentration","Code_269","C48207","","5f67ed0b-4b20-46f4-8d93-c2848d20e02f"
"NCI Thesaurus","Biospecimen Type","Code_270","C70713","","88bb91bf-47af-4bef-84ad-d43b00316a83"
"NCI Thesaurus","Albumin Measurement","Code_266","C64431","","16ede3d2-6e75-4b26-85e6-6e5087eb23b8"
"NCI Thesaurus","Laboratory Test Result","Code_272","C36292","","d9988ae7-6e62-459d-b850-22d844dc25ad"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_273","C83309","","2e3203a6-ad79-4434-a445-790fb01dee0f"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_274","C67365","","49be15b8-1aa0-49e3-a65d-36b73bc8dd19"
"NCI Thesaurus","Biospecimen Type","Code_275","C70713","","30b377da-37ba-4b10-a944-46c746455fb4"
"NCI Thesaurus","Alkaline Phosphatase Measurement","Code_271","C64432","","81b95478-4984-42a6-9b02-eccd7ae58906"
"NCI Thesaurus","Laboratory Test Result","Code_277","C36292","","f19f164b-3f68-4688-a5d2-b03b378b450a"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_278","C83309","","bf578d03-d605-4295-9c31-3553a5772882"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_279","C67365","","c0bc4f85-c24d-4936-be08-08fc241e1e3a"
"NCI Thesaurus","Biospecimen Type","Code_280","C70713","","0c9258af-ff00-422f-b25c-07e13a4b44fd"
"NCI Thesaurus","Aspartate Aminotransferase Measurement","Code_276","C64467","","49fe76a2-6894-48e6-b041-7b116c2e99c7"
"NCI Thesaurus","Laboratory Test Result","Code_282","C36292","","d04b6965-9aa9-4145-a820-e17868301c57"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_283","C83309","","0e9d4883-ab10-4aff-9bcd-ca1bd1b04d62"
"NCI Thesaurus","Unit of Concentration","Code_284","C48207","","68b617c7-0ef0-4328-b2a2-a95caaf68613"
"NCI Thesaurus","Biospecimen Type","Code_285","C70713","","51ba7bd6-408a-452d-a573-82f9a051e4a2"
"NCI Thesaurus","Creatinine Measurement","Code_281","C64547","","5fd9b789-5a07-4bf4-84bd-e38772db9fe7"
"NCI Thesaurus","Laboratory Test Result","Code_287","C36292","","54a24a9c-cefc-447d-97bc-919804e4479e"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_288","C83309","","c6cc88e7-e7e5-4170-9897-a6bb0ae74219"
"NCI Thesaurus","Molarity Unit","Code_289","C64567","","7f026313-c071-4d26-8b4c-51423cf3babd"
"NCI Thesaurus","Biospecimen Type","Code_290","C70713","","e1d1c8a8-5911-4f36-b3a5-21cfb0577639"
"NCI Thesaurus","Potassium Measurement","Code_286","C64853","","7e55e23d-75d6-4f09-a826-b98a0cdcc680"
"NCI Thesaurus","Laboratory Test Result","Code_292","C36292","","f64d3a45-d66b-4228-86db-ec24af0d7b38"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_293","C83309","","70c18095-f0ba-4f81-aaa4-02ea17c73d44"
"NCI Thesaurus","Molarity Unit","Code_294","C64567","","26b1a79c-9199-4c04-8789-11545a7b41dd"
"NCI Thesaurus","Biospecimen Type","Code_295","C70713","","dc374b16-d1e1-4813-938c-4ae38dea162e"
"NCI Thesaurus","Sodium Measurement","Code_291","C64809","","dc3b44a5-1439-442e-ac06-5017b9f75215"
"NCI Thesaurus","Adverse Event Verbatim Description","Code_126","C78541","","fd1aa795-3fac-4f91-b2d2-2c7addbc6649"
"NCI Thesaurus","Adverse Event Dictionary Derived Term","Code_127","C83344","","db51ae18-3ee4-48c4-902a-99672ccf8aa5"
"NCI Thesaurus","Adverse Event Category","Code_128","C83198","","bed64f65-c684-405f-978f-53bd2e348115"
"NCI Thesaurus","Adverse Event Subcategory","Code_129","C83212","","0ffd5be0-7802-4473-a817-c65428fed418"
"NCI Thesaurus","Adverse Event Pre-specified","Code_130","C87840","","881bf0e1-662f-40cb-8066-5bdb1ec55a60"
"NCI Thesaurus","Severity of Adverse Event","Code_131","C53253","","e746a955-fb29-4990-a326-e7b73f75e831"
"NCI Thesaurus","Adverse Event Toxicity Grade","Code_132","C78605","","515cc2ea-3f01-43f7-befa-03302f30262f"
"NCI Thesaurus","Seriousness of Adverse Event","Code_133","C53252","","927ccc6d-3c20-4617-b4bd-1a35e6104450"
"http://www.cdisc.org","Unknown","Code_134","C17998","2023-09-29","f84d8137-7426-4cdc-a9bf-ef6916db50e7"
"NCI Thesaurus","Adverse Event Action Taken with Study Treatment","Code_135","C83013","","05aec4cb-3362-42eb-8ed1-e31e51d26ea8"
"NCI Thesaurus","Adverse Event Attribution to Product or Procedure","Code_136","C41358","","eed5dbb1-3bae-45ce-9a9a-0967ff8b5547"
"NCI Thesaurus","Adverse Event Pattern","Code_137","C83208","","6f72f081-c241-4e2c-8981-1b3232fe599b"
"http://www.cdisc.org","Unknown","Code_138","C17998","2023-09-29","617592cb-6717-4b0f-8ed1-742a2497ebc4"
"NCI Thesaurus","Adverse Event Outcome","Code_139","C49489","","41bf5875-774c-4ae6-98ba-09a97ad7b466"
"NCI Thesaurus","Adverse Event Start Date Time","Code_140","C83215","","b7f1e743-15d0-4bc4-805f-2630869ff1e4"
"NCI Thesaurus","Adverse Event End Date Time","Code_141","C83201","","e23ae6a8-ee4b-4b4c-ba73-8b7e0064d55a"
"NCI Thesaurus","Adverse Event","Code_125","C41331","","c6f448d1-783a-401c-b9c0-57f0dd2673f7"
"NCI Thesaurus","Vital Signs Result","Code_143","C173522","","309336ea-b62e-4fea-a213-2e3272df257e"
"http://www.cdisc.org","Pascal","Code_144","C42547","2023-09-29","b715bd90-b338-4d9e-a5d2-ded1f04a1ac0"
"NCI Thesaurus","Unit of Pressure","Code_145","C49669","","9feb30f6-1933-454f-9ec3-27ace8ae6074"
"NCI Thesaurus","Vital Signs Location","Code_146","C83088","","da9dc6c2-fa21-4f42-9c9a-105dac9583d0"
"NCI Thesaurus","Vital Signs Laterality","Code_147","C123975","","d4bcf5fe-8aad-4718-8b9c-b9104ee8ab1f"
"NCI Thesaurus","Test Method","Code_148","C82535","","78e1d2b0-d163-444d-b0b6-f68449cb5e5b"
"NCI Thesaurus","Vital Signs Position","Code_149","C83114","","4ee81eeb-bf03-4c49-a94e-d14442fa9de8"
"NCI Thesaurus","Systolic Blood Pressure","Code_142","C25298","","d14140f6-bee3-4353-8677-25b515a5c38e"
"NCI Thesaurus","Vital Signs Result","Code_151","C173522","","d95ab7d8-075b-44a1-8d6e-c2c09e0dd9ff"
"http://www.cdisc.org","Pascal","Code_152","C42547","2023-09-29","2bccda61-2a62-467c-9c1b-56555655c315"
"NCI Thesaurus","Unit of Pressure","Code_153","C49669","","6e72e90e-bff6-48e5-bdde-f5d3a44ef9cc"
"NCI Thesaurus","Vital Signs Location","Code_154","C83088","","f6c9f9a3-077d-4a4d-9699-52b6f68fffb1"
"NCI Thesaurus","Vital Signs Laterality","Code_155","C123975","","374ee360-1a58-4b57-a6af-c5f392278535"
"NCI Thesaurus","Test Method","Code_156","C82535","","db492585-a76e-436d-b0e2-3ab8b377b179"
"NCI Thesaurus","Vital Signs Position","Code_157","C83114","","571b9494-3acb-49e4-afb7-cc170ee0630d"
"NCI Thesaurus","Diastolic Blood Pressure","Code_150","C25299","","209bc036-dfb0-4514-a3f0-2cef63b5920d"
"NCI Thesaurus","Vital Signs Result","Code_159","C173522","","7d65ae19-e85c-4b4c-aec2-868a045fd3d2"
"http://www.cdisc.org","Kelvin","Code_160","C42537","2023-09-29","9cb8c2d7-f464-4352-a54c-e21cf0e8aed0"
"NCI Thesaurus","Unit of Temperature","Code_161","C44276","","72329c8d-4137-4477-bd6b-a278b206a5d4"
"NCI Thesaurus","Vital Signs Location","Code_162","C83088","","0b91d49f-6d92-4855-b246-a5ced5520826"
"NCI Thesaurus","Body Temperature","Code_158","C174446","","4ce1808a-4984-4dcc-8529-8bad07e2d95d"
"NCI Thesaurus","Vital Signs Result","Code_164","C173522","","8832471e-2abb-47d3-96c3-8b92c5f6c902"
"http://www.cdisc.org","Kilogram","Code_165","C28252","2023-09-29","4cd56be3-a60f-43e7-a6c7-6484a70c8611"
"http://www.cdisc.org","Gram","Code_166","C48155","2023-09-29","12ac0ff6-f15a-4705-abf2-c215d92ae841"
"http://www.cdisc.org","Pound","Code_167","C48531","2023-09-29","e00a1b83-3a57-4dbf-ae4a-fd542328f799"
"NCI Thesaurus","Unit of Weight","Code_168","C48208","","00e848ea-e032-446c-afaa-6f38b069aa31"
"NCI Thesaurus","Body Weight","Code_163","C81328","","ea1b3f13-b554-46fa-a3ba-f983654b300d"
"NCI Thesaurus","Vital Signs Result","Code_170","C173522","","03daa9ea-8c0b-42e0-8fc6-66f171a6e2f4"
"http://www.cdisc.org","Centimeter","Code_171","C49668","2023-09-29","25afb232-b2cc-4637-ab14-97e37606d628"
"http://www.cdisc.org","Inch","Code_172","C48500","2023-09-29","c221e4ac-d0ee-4046-a281-caf3d9839c45"
"http://www.cdisc.org","Millimeter","Code_173","C28251","2023-09-29","dfeda7e1-b2db-486c-af59-155d59c7190f"
"http://www.cdisc.org","Meter","Code_174","C41139","2023-09-29","f761d42d-f8fc-4ce9-875b-c98ebf1d166c"
"NCI Thesaurus","Unit of Height","Code_175","C168688","","cc0e4e90-88c5-4763-8592-f076a1c1c6ac"
"NCI Thesaurus","Body Height","Code_169","C164634","","7d4aae62-177f-428b-b947-7705d1c6f747"
"NCI Thesaurus","Laboratory Test Result","Code_177","C36292","","33765c04-d484-4592-af50-bf007d0d7975"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_178","C83309","","e6c61ab4-efa6-4dc1-b61b-2f951bbbe129"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_179","C67365","","ca2b334a-4e93-4401-80d5-a06b72a0e237"
"NCI Thesaurus","Biospecimen Type","Code_180","C70713","","6d9479bb-7314-47cd-831f-20d6524236e1"
"NCI Thesaurus","Alanine Aminotransferase Measurement","Code_176","C64433","","25bece28-586c-4d72-af6c-eae2b7bdb564"
"NCI Thesaurus","Laboratory Test Result","Code_182","C36292","","531731c4-eb2f-4b73-8173-2a4d2ff1aa67"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_183","C83309","","66c78773-b43d-4ec5-b31e-bfb18c449af4"
"NCI Thesaurus","Unit of Concentration","Code_184","C48207","","7e0317fc-206a-46f0-b14b-bb194b1d65d8"
"NCI Thesaurus","Biospecimen Type","Code_185","C70713","","23f463c1-46a4-4a22-a4be-91169104b97c"
"NCI Thesaurus","Albumin Measurement","Code_181","C64431","","03a119a5-b996-41a7-9193-9cc197b4bbb6"
"NCI Thesaurus","Laboratory Test Result","Code_187","C36292","","8280979b-2749-4820-9511-3f461945981c"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_188","C83309","","b7025cc7-73be-4c24-a061-b2f9797cc8fc"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_189","C67365","","ba228482-7d62-4e11-977f-c85034e24ab7"
"NCI Thesaurus","Biospecimen Type","Code_190","C70713","","2e582f62-dbab-4252-99d7-8b65dd87facf"
"NCI Thesaurus","Alkaline Phosphatase Measurement","Code_186","C64432","","c3b1af88-893b-4308-b48d-f1c1547ad271"
"NCI Thesaurus","Laboratory Test Result","Code_192","C36292","","0298bbec-08d1-4d8a-bca8-bbad8d487a9e"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_193","C83309","","b7fcd091-683d-4ef4-afcc-a62fbcdae841"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_194","C67365","","96c51156-1762-426b-9477-e0d3d49080b3"
"NCI Thesaurus","Biospecimen Type","Code_195","C70713","","a910b27d-55bb-40ea-b3fa-59339338d683"
"NCI Thesaurus","Aspartate Aminotransferase Measurement","Code_191","C64467","","44cd7688-f2f2-46d3-8339-de098972a43a"
"NCI Thesaurus","Laboratory Test Result","Code_197","C36292","","837c1631-2a8d-4029-8e20-6abb7ea52626"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_198","C83309","","a5fa7292-0792-401d-a309-16395fabc4c4"
"NCI Thesaurus","Unit of Concentration","Code_199","C48207","","d4275524-fe92-46db-9e13-9097a367194b"
"NCI Thesaurus","Biospecimen Type","Code_200","C70713","","8fa5c0bb-2315-4e44-a7e2-467ed6e90cf3"
"NCI Thesaurus","Creatinine Measurement","Code_196","C64547","","da032bc0-f8ed-489a-9481-a954dc3127ca"
"NCI Thesaurus","Laboratory Test Result","Code_202","C36292","","3f672ed0-5af6-481f-bf61-a4c7edfc133f"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_203","C83309","","62e15795-4438-4c29-86fc-b675190fb199"
"NCI Thesaurus","Molarity Unit","Code_204","C64567","","4c6313e0-8ffc-4c54-90f9-8722844a99cf"
"NCI Thesaurus","Biospecimen Type","Code_205","C70713","","4b4b5016-5629-4c73-9c7e-77775f19e72c"
"NCI Thesaurus","Potassium Measurement","Code_201","C64853","","e9be665c-46c2-4a0e-ac6f-795afe4c067e"
"NCI Thesaurus","Laboratory Test Result","Code_207","C36292","","8c9d5630-dfcd-4e4a-bfd7-3b3480ff9f8a"
"NCI Thesaurus","Laboratory Test Fasting Status","Code_208","C83309","","54ffaba4-6250-4d64-9314-3fec75cd173c"
"NCI Thesaurus","Molarity Unit","Code_209","C64567","","c7b42fc5-d3e2-4d87-8c0c-9480cd1549ad"
"NCI Thesaurus","Biospecimen Type","Code_210","C70713","","c4e9f841-73e8-4194-b333-134a9c9f6775"
"NCI Thesaurus","Sodium Measurement","Code_206","C64809","","5cfb936f-956e-4d20-8672-b8822ae5e940"
"NCI Thesaurus","Vital Signs Result","Code_212","C173522","","d4244f46-87a4-4894-9db5-28128ffc207e"
"http://www.cdisc.org","Pascal","Code_213","C42547","2023-09-29","69ec2eb9-71b5-45b5-a329-763197beeb72"
"NCI Thesaurus","Unit of Pressure","Code_214","C49669","","6365aeb7-d5ca-48d3-81c1-ab67c1e89a5b"
"NCI Thesaurus","Vital Signs Location","Code_215","C83088","","7e1b245a-e2dd-4d60-bcb2-70e4e7de7ca2"
"NCI Thesaurus","Vital Signs Laterality","Code_216","C123975","","4ea14f9e-2a6b-4625-8b87-e2cfeed64444"
"NCI Thesaurus","Test Method","Code_217","C82535","","c06979a3-12bb-4f6a-84d0-ac32374241a2"
"NCI Thesaurus","Vital Signs Position","Code_218","C83114","","c3fd32fd-89b9-460f-825d-331c7dbffee1"
"NCI Thesaurus","Systolic Blood Pressure","Code_211","C25298","","00abc7d1-1d9b-4a59-a48a-09dbe9d7764c"
"NCI Thesaurus","Vital Signs Result","Code_220","C173522","","421bc474-1adb-44d7-9fb5-cf941a856029"
"http://www.cdisc.org","Pascal","Code_221","C42547","2023-09-29","5a8b4023-5038-47a2-8d9c-a80486fd2284"
"NCI Thesaurus","Unit of Pressure","Code_222","C49669","","624ac016-5aaa-4121-9ef0-a7c317294605"
"NCI Thesaurus","Vital Signs Location","Code_223","C83088","","35a1db1d-8e97-4de3-9c27-21152b6122c1"
"NCI Thesaurus","Vital Signs Laterality","Code_224","C123975","","7b464e4f-d9c9-4884-a4aa-a106550513d3"
"NCI Thesaurus","Test Method","Code_225","C82535","","876c1596-4af9-4d06-83dc-4d3839cca43c"
"NCI Thesaurus","Vital Signs Position","Code_226","C83114","","167b001b-a558-4e84-a553-65dcda6e8dff"
"NCI Thesaurus","Diastolic Blood Pressure","Code_219","C25299","","03d98b71-cb24-47c3-9f91-9e2dab407fc1"
"NCI Thesaurus","Vital Signs Result","Code_228","C173522","","36db0173-eb28-4039-9be9-9232b108cd62"
"http://www.cdisc.org","Pascal","Code_229","C42547","2023-09-29","3be54779-1d90-4ff8-81d7-107ef170c26f"
"NCI Thesaurus","Unit of Pressure","Code_230","C49669","","9556b540-da24-4ee8-96de-d5968658ab12"
"NCI Thesaurus","Vital Signs Location","Code_231","C83088","","8e0899cb-e0ff-49f4-a3f2-374075b2c232"
"NCI Thesaurus","Vital Signs Laterality","Code_232","C123975","","d7937a75-897a-4c9e-ab3a-c2cc0055f04e"
"NCI Thesaurus","Test Method","Code_233","C82535","","a8ca9392-5a7b-48aa-b373-23202959f4ee"
"NCI Thesaurus","Vital Signs Position","Code_234","C83114","","c901bbdf-1908-489c-83d5-70535352adbc"
"NCI Thesaurus","Systolic Blood Pressure","Code_227","C25298","","4b4e68b4-23d6-4def-ad3c-a4663007ec36"
"NCI Thesaurus","Vital Signs Result","Code_236","C173522","","95c0f061-211c-44c9-ac82-8acc639c0fce"
"http://www.cdisc.org","Pascal","Code_237","C42547","2023-09-29","0d763b27-a80f-4548-9e10-a92beb0f733f"
"NCI Thesaurus","Unit of Pressure","Code_238","C49669","","be5a812d-55ed-4e76-bfeb-24c14d39b8cc"
"NCI Thesaurus","Vital Signs Location","Code_239","C83088","","eed9af91-77c3-43bb-a0a2-f481e088d59b"
