"codeSystem","decode","code","id","codeSystemVersion","uuid:ID","instanceType"
"http://www.cdisc.org","TEMP","C174446","Code_439","2023-12-15","53ddd5e7-2ee0-4eab-9c17-a3abd9e90788","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_440","2023-12-15","91075c47-64f0-4831-8011-752728b5ecfd","Code"
"http://www.cdisc.org","Degree Celsius","C42559","Code_441","2023-12-15","480ec227-ddc5-423e-bafd-90ae8dccc1b5","Code"
"http://www.cdisc.org","Degree Fahrenheit","C44277","Code_442","2023-12-15","5a132282-b597-4076-a313-2242a5ade289","Code"
"http://www.cdisc.org","Kelvin","C42537","Code_443","2023-12-15","a797e81c-b8a4-4d98-9ce3-293ee21ca744","Code"
"http://www.cdisc.org","Unit of Temperature","C44276","Code_444","2023-12-15","d7edd4e7-f1f2-4c11-b0f2-328b741d95de","Code"
"http://www.cdisc.org","Axilla","C12674","Code_445","2023-12-15","41dc44bb-5191-4dbd-bf29-45eadf43f331","Code"
"http://www.cdisc.org","Ear","C12394","Code_446","2023-12-15","564e96ed-1730-4aee-8039-c61626163c46","Code"
"http://www.cdisc.org","Forehead","C89803","Code_447","2023-12-15","8d537a65-dc69-4e7d-81f3-e99ecfaa9cc1","Code"
"http://www.cdisc.org","Oral Cavity","C12421","Code_448","2023-12-15","2e1ebdf7-f678-41a4-908c-8a5087b0b297","Code"
"http://www.cdisc.org","Rectum","C12390","Code_449","2023-12-15","f7bab2e9-79fc-4a48-a914-33026c0a89db","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_450","2023-12-15","58c9c55a-2e5e-4f1b-ac23-2656923d33db","Code"
"http://www.cdisc.org","TEMP","C174446","Code_451","2023-12-15","b9802559-a66c-49c5-ba3a-0835b6abfa0e","Code"
"http://www.cdisc.org","WEIGHT","C25208","Code_452","2023-12-15","ab4fa56e-303e-487b-8e54-5ac9458af627","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_453","2023-12-15","560bfe08-16e0-4ef6-a456-704511661fdc","Code"
"http://www.cdisc.org","Pound","C48531","Code_454","2023-12-15","248ad0f5-2157-4bad-9282-988c4c1bcefd","Code"
"http://www.cdisc.org","Gram","C48155","Code_455","2023-12-15","01e55b9b-025e-4774-97d3-8c98a5d59858","Code"
"http://www.cdisc.org","Kilogram","C28252","Code_456","2023-12-15","273eab33-5918-4581-92b8-c2a37514000a","Code"
"http://www.cdisc.org","Unit of Weight","C48208","Code_457","2023-12-15","1ec1d11a-cd5c-451c-ab29-11a62b08b7bf","Code"
"http://www.cdisc.org","WEIGHT","C25208","Code_458","2023-12-15","6b1bd270-2946-41c4-8481-7429b37b4ae2","Code"
"http://www.cdisc.org","HEIGHT","C25347","Code_459","2023-12-15","5b69507e-c10c-4875-9c6c-46c977e181dd","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_460","2023-12-15","591d722a-ef7e-423a-894c-19fc47676036","Code"
"http://www.cdisc.org","Centimeter","C49668","Code_461","2023-12-15","bc175297-47ae-453a-b2a7-e9e68640fc6a","Code"
"http://www.cdisc.org","Inch","C48500","Code_462","2023-12-15","a3819796-a773-4253-95fd-4758c615187f","Code"
"http://www.cdisc.org","Meter","C41139","Code_463","2023-12-15","1efca630-9723-4527-ab35-562af2c73544","Code"
"http://www.cdisc.org","Unit of Height","C168688","Code_464","2023-12-15","78c29fad-0a18-4f89-a0d9-c3977276b3ac","Code"
"http://www.cdisc.org","HEIGHT","C25347","Code_465","2023-12-15","c563be53-41e7-4971-93f0-67f01c59b184","Code"
"http://www.cdisc.org","ALT","C64433","Code_466","2023-12-15","9c2834c2-6e95-45f6-99a2-8ee036b08e71","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_467","2023-12-15","773b7afb-da52-4c17-9137-856cd6c2d14f","Code"
"http://www.cdisc.org","Unit per Liter","C67456","Code_468","2023-12-15","b43d2779-4856-418d-b8f0-631326b25667","Code"
"http://www.cdisc.org","Microkatal per Liter","C67397","Code_469","2023-12-15","ce915aa8-d08a-404e-801a-5801c9ef83fb","Code"
"http://www.cdisc.org","International Unit per Liter","C67376","Code_470","2023-12-15","a24302cc-486c-4480-b1e1-706a0e8f9c1a","Code"
"http://www.cdisc.org","Nanokatal per Liter","C70510","Code_471","2023-12-15","0725b5ed-fa6e-4aa8-8526-42d06d261d98","Code"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code_472","2023-12-15","18bbb8c4-d6ef-414e-a495-a7efbe6c088a","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_473","2023-12-15","b99b0f40-1ba8-4a39-87f2-f2f5c08a05af","Code"
"http://www.cdisc.org","No","C49487","Code_474","2023-12-15","1febf141-db6a-4676-94fe-1072f71f2f6e","Code"
"http://www.cdisc.org","Yes","C49488","Code_475","2023-12-15","9a8882ec-9d82-4c58-ac31-f8e434e24b0a","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_476","2023-12-15","49a49265-745f-49d5-959c-4385d47637e3","Code"
"http://www.cdisc.org","ALT","C64433","Code_477","2023-12-15","7772bda4-b844-4739-ab11-0f38bbb41525","Code"
"http://www.cdisc.org","ALB","C64431","Code_478","2023-12-15","0b8f9e13-cc8d-42b5-a395-ca8a412b878d","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_479","2023-12-15","54dabaa5-8f27-4091-aeeb-8692e0aeb6f4","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_480","2023-12-15","2ccc3c3a-e431-423a-8427-d322c84f826a","Code"
"http://www.cdisc.org","No","C49487","Code_481","2023-12-15","a9090809-ef4a-4a8f-bc43-742a2830d568","Code"
"http://www.cdisc.org","Yes","C49488","Code_482","2023-12-15","a579b87a-d13a-4496-9f65-700cca941ad7","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_483","2023-12-15","6454831a-e1dc-4295-9c2c-dac1e642d8e8","Code"
"http://www.cdisc.org","ALB","C64431","Code_484","2023-12-15","db608671-a3e4-4bf2-abe8-49c9341a4fc2","Code"
"http://www.cdisc.org","ALP","C64432","Code_485","2023-12-15","d55ecd09-9a7a-4a8b-b8d1-c8cd12f12e6c","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_486","2023-12-15","cbe68120-c0b7-41a7-8ea4-3bbeb556fa37","Code"
"http://www.cdisc.org","Unit per Liter","C67456","Code_487","2023-12-15","2a0373c0-349b-4a87-b73b-efb34cf073dd","Code"
"http://www.cdisc.org","Microkatal per Liter","C67397","Code_488","2023-12-15","1d1fb7de-6a30-4721-b3fd-7e5737585467","Code"
"http://www.cdisc.org","International Unit per Liter","C67376","Code_489","2023-12-15","84950c55-8244-42c2-b879-f9537acc50c9","Code"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code_490","2023-12-15","a0c5f9ac-b323-409f-b0de-e7402befaf43","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_491","2023-12-15","b0dea0dd-3156-4f73-9189-64c4ae3cbc13","Code"
"http://www.cdisc.org","No","C49487","Code_492","2023-12-15","5de608c1-96bf-4d97-bf7f-d6588ffa9f08","Code"
"http://www.cdisc.org","Yes","C49488","Code_493","2023-12-15","1b8f6947-b408-4744-8180-0fb1e571230e","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_494","2023-12-15","986e82a7-8422-4bed-81c1-9c771f01691f","Code"
"http://www.cdisc.org","ALP","C64432","Code_495","2023-12-15","b07b4f67-eab6-4283-831a-6fe2ceae40d2","Code"
"http://www.cdisc.org","AST","C64467","Code_496","2023-12-15","2c4e3a3c-9011-44af-8e22-2b729ab924b0","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_497","2023-12-15","2a700bef-7cb1-43a0-9e02-804f7ddd0879","Code"
"http://www.cdisc.org","Unit per Liter","C67456","Code_498","2023-12-15","70d71935-3594-4ba5-b2f1-85667f9fb821","Code"
"http://www.cdisc.org","Microkatal per Liter","C67397","Code_499","2023-12-15","7a5fa951-6c23-478f-99c0-a44645f61fb5","Code"
"http://www.cdisc.org","International Unit per Liter","C67376","Code_500","2023-12-15","e7cd13ab-c140-472b-a62d-21769d218e5b","Code"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code_501","2023-12-15","ba6d6213-edc1-4bc4-9ea1-666c70a0330f","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_502","2023-12-15","6d5cd4bc-8c18-4b47-94d3-6fdedf8b6e7d","Code"
"http://www.cdisc.org","No","C49487","Code_503","2023-12-15","804440f0-7a0c-4c21-a74b-ef687f3c5469","Code"
"http://www.cdisc.org","Yes","C49488","Code_504","2023-12-15","60f0777a-d512-46c6-9c38-19c14a086a95","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_505","2023-12-15","b16a2fef-a1ec-4346-8d08-fff5989159ca","Code"
"http://www.cdisc.org","AST","C64467","Code_506","2023-12-15","089c3011-5872-48d6-8587-f6458aceb0f0","Code"
"http://www.cdisc.org","CREAT","C64547","Code_507","2023-12-15","b952d132-ad31-432c-a70b-789d7e598d4f","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_508","2023-12-15","f3a01f2e-64d4-49e9-bc1b-70fdc9a30587","Code"
"http://www.cdisc.org","Milligram per Deciliter","C67015","Code_509","2023-12-15","7b68bd4f-339b-49c2-8f01-bcb7719c5f92","Code"
"http://www.cdisc.org","Microgram per Milliliter","C64572","Code_510","2023-12-15","9be0c259-187c-4b24-aa2f-cc8e738c252a","Code"
"http://www.cdisc.org","Millimole per Liter","C64387","Code_511","2023-12-15","365d69d7-e08b-4df9-9d3c-381186559403","Code"
"http://www.cdisc.org","Micromole per Liter","C48508","Code_512","2023-12-15","3012e50e-5044-47dd-bf29-923c8320574e","Code"
"http://www.cdisc.org","Unit of Concentration","C48207","Code_513","2023-12-15","f534f190-ea77-43e5-99d8-38f55aa48dfd","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_514","2023-12-15","5263bf7f-2c56-4857-8048-b97ccfd49096","Code"
"http://www.cdisc.org","No","C49487","Code_515","2023-12-15","5ce41f8c-4972-4e9a-b3b1-7b55dc3db4eb","Code"
"http://www.cdisc.org","Yes","C49488","Code_516","2023-12-15","884f2848-8c32-435a-9573-2b162ccaa563","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_517","2023-12-15","3a273eef-63dd-4851-893e-b73fa9a51e95","Code"
"http://www.cdisc.org","CREAT","C64547","Code_518","2023-12-15","27d75444-4f32-401f-bfbf-b7715ace352f","Code"
"http://www.cdisc.org","K","C64853","Code_519","2023-12-15","19715e45-db05-424c-9d60-2025f2d7d8bc","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_520","2023-12-15","7de3c5f2-4a0a-4c49-8020-f3ee74f8a2f6","Code"
"http://www.cdisc.org","Milliequivalent per Liter","C67474","Code_521","2023-12-15","2a9b1793-0700-4539-b473-4ead31c79752","Code"
"http://www.cdisc.org","Milliequivalent per Deciliter","C67473","Code_522","2023-12-15","9495501f-05ee-4ffd-82a4-0682a922a441","Code"
"http://www.cdisc.org","Millimole per Liter","C64387","Code_523","2023-12-15","070c29ed-7043-413c-88d5-821e102875da","Code"
"http://www.cdisc.org","Molarity Unit","C64567","Code_524","2023-12-15","8148fa3c-e02e-4a66-bc0b-64420954fbe3","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_525","2023-12-15","f4f1b251-88db-4339-8bd3-9fc0582f5810","Code"
"http://www.cdisc.org","No","C49487","Code_526","2023-12-15","8d914e73-3ad9-4e9b-b161-53f6b904edcd","Code"
"http://www.cdisc.org","Yes","C49488","Code_527","2023-12-15","6268d124-7399-4f20-9ccd-3ebe1ab005b0","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_528","2023-12-15","70faf07e-9d8f-41a5-8d10-eea5dd9b56aa","Code"
"http://www.cdisc.org","K","C64853","Code_529","2023-12-15","65430d36-68ed-4d32-b2b0-1bb01de098e6","Code"
"http://www.cdisc.org","SODIUM","C64809","Code_530","2023-12-15","75d53a2d-ae34-45fd-be7c-88902ca3da0e","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_531","2023-12-15","ad4c6451-396f-4291-a993-8c525b5b6172","Code"
"http://www.cdisc.org","Milliequivalent per Liter","C67474","Code_532","2023-12-15","92227196-6e67-4520-bea4-edfd5fddb230","Code"
"http://www.cdisc.org","Milliequivalent per Deciliter","C67473","Code_533","2023-12-15","a28ce1af-7feb-442d-8e3f-01790ebbf309","Code"
"http://www.cdisc.org","Millimole per Liter","C64387","Code_534","2023-12-15","507c7ed4-18c1-423f-b433-9cd5334a63ca","Code"
"http://www.cdisc.org","Molarity Unit","C64567","Code_535","2023-12-15","9894972f-dc00-45e9-8d11-93fac76796c0","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_536","2023-12-15","cb483185-9129-42a9-a7e1-71fccefef35a","Code"
"http://www.cdisc.org","No","C49487","Code_537","2023-12-15","b16f2958-8893-4087-8c64-1337f2b3ecca","Code"
"http://www.cdisc.org","Yes","C49488","Code_538","2023-12-15","d00732b3-a51a-4daa-bd88-7b88956123bb","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_539","2023-12-15","3b417753-a5d2-46f5-bd7f-f51c2351c2ea","Code"
"http://www.cdisc.org","SODIUM","C64809","Code_540","2023-12-15","b7b1b1ec-c8e2-45ad-9997-e7fd5da39343","Code"
"http://www.cdisc.org","HBA1C","C64849","Code_541","2023-12-15","eb649d1d-9438-4fcb-b870-dedca31dcd2f","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_542","2023-12-15","fa3438f7-dcbf-4536-8d55-ec582282559f","Code"
"http://www.cdisc.org","Gram per Deciliter","C64783","Code_543","2023-12-15","393e9c49-1051-4506-8a91-aaa088451476","Code"
"http://www.cdisc.org","LBORRESU","No Concept Code","Code_544","2023-12-15","9a3b2cdc-fbaf-477c-8a2a-1876ca9ae5c3","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_545","2023-12-15","1b2bc48c-4e57-4341-8396-1ad88e943b7d","Code"
"http://www.cdisc.org","No","C49487","Code_546","2023-12-15","3f43710a-4dab-451c-a5b0-ca320b4be00c","Code"
"http://www.cdisc.org","Yes","C49488","Code_547","2023-12-15","11437044-e1e9-445e-8723-39256f7c2cb9","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_548","2023-12-15","ab48594a-ecf6-44c9-9236-4612dce9b0be","Code"
"http://www.cdisc.org","HBA1C","C64849","Code_549","2023-12-15","d63c0d77-d911-42c6-81af-ea2e9f0a6733","Code"
"http://www.cdisc.org","Adverse Event Verbatim Description","C78541","Code_145","2023-12-15","471c8b4e-e8b5-437f-bfa8-f79303595b65","Code"
"http://www.cdisc.org","Adverse Event Dictionary Derived Term","C83344","Code_146","2023-12-15","40a5dfab-4f65-4f20-9c8b-d98809cd593f","Code"
"http://www.cdisc.org","No","C49487","Code_147","2023-12-15","33a17a1b-90d8-4938-bce5-7eec502763f6","Code"
"http://www.cdisc.org","Yes","C49488","Code_148","2023-12-15","e7e16b09-8fca-43c0-948e-64fd44ddb760","Code"
"http://www.cdisc.org","Adverse Event Pre-specified","C87840","Code_149","2023-12-15","151bdb1c-b9a6-4753-9e53-8508cac004d3","Code"
"http://www.cdisc.org","Adverse Event Location","C83205","Code_150","2023-12-15","8041f4ea-34c6-4f4e-9681-3af2faf9b81e","Code"
"http://www.cdisc.org","Severity of Adverse Event","C53253","Code_151","2023-12-15","acdb15ac-8069-45b8-acf7-5c772c8c2b40","Code"
"http://www.cdisc.org","No","C49487","Code_152","2023-12-15","3a4caa10-87ab-4a82-a4be-30b98907342b","Code"
"http://www.cdisc.org","Yes","C49488","Code_153","2023-12-15","8deb4007-440b-40b7-bb5a-5c1edb214a95","Code"
"http://www.cdisc.org","Seriousness of Adverse Event","C53252","Code_154","2023-12-15","6832c6e8-5128-4dc5-be15-cb71ec9c5e6f","Code"
"http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","C83013","Code_155","2023-12-15","37a1f8b7-c6d1-47e2-872e-6e210885dd44","Code"
"http://www.cdisc.org","Other Actions taken in Response to Adverse Event","C83109","Code_156","2023-12-15","d8f91d67-db97-498b-9973-fab442d4685e","Code"
"http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","C41358","Code_157","2023-12-15","5513644f-35bc-4967-bbab-edcb5207254a","Code"
"http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","C83210","Code_158","2023-12-15","73eae365-ee71-40a2-a4fb-da790c51cc49","Code"
"http://www.cdisc.org","Adverse Event Pattern","C83208","Code_159","2023-12-15","5a95a815-a822-4fb4-9bad-3b5269479c88","Code"
"http://www.cdisc.org","Adverse Event Outcome","C49489","Code_160","2023-12-15","c12353d5-2657-4b0c-94c1-aa25ee356ea0","Code"
"http://www.cdisc.org","No","C49487","Code_161","2023-12-15","40c0260f-b0c6-4fe8-91b5-0832c00a412c","Code"
"http://www.cdisc.org","Yes","C49488","Code_162","2023-12-15","2751d4ec-64b9-4333-9514-8000d54458c2","Code"
"http://www.cdisc.org","Adverse Event Involves Cancer","C83211","Code_163","2023-12-15","ff91f3df-0092-416d-8338-8adde7432aec","Code"
"http://www.cdisc.org","No","C49487","Code_164","2023-12-15","74fd5cd7-40cb-43aa-8bf6-ec01942ff2e2","Code"
"http://www.cdisc.org","Yes","C49488","Code_165","2023-12-15","f4a1ca8f-3ef4-44ff-b98d-7340d31ffe15","Code"
"http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","C83117","Code_166","2023-12-15","b88adc2c-5921-4b34-ba17-86ce75f862ae","Code"
"http://www.cdisc.org","No","C49487","Code_167","2023-12-15","b88cb197-0c10-495e-a045-ac1ce1f477ea","Code"
"http://www.cdisc.org","Yes","C49488","Code_168","2023-12-15","64868cd2-280c-429a-9d10-0201d8ef1ace","Code"
