"id","codeSystemVersion","uuid:ID","decode","code","codeSystem","instanceType"
"Code_90","2023-09-29","b6bd073f-e6bc-4237-ad57-b34e699cf754","In Person","C175574","http://www.cdisc.org","Code"
"Code_91","2023-09-29","a5e2d580-c3d4-4f1b-b780-f95aadfd9a21","Visit","C25716","http://www.cdisc.org","Code"
"Code_92","2023-09-29","8b2a1dd0-2791-4e67-803a-f69d1f6d2be8","Clinic","C51282","http://www.cdisc.org","Code"
"Code_93","2023-09-29","b1696878-0e1c-4aaa-8cf7-cc79d2e53dcb","In Person","C175574","http://www.cdisc.org","Code"
"Code_94","2023-09-29","f65ab522-587f-4c3a-a8be-e15b5a3517df","Visit","C25716","http://www.cdisc.org","Code"
"Code_95","2023-09-29","e337f0b0-cb3f-447c-bc6c-6ece73ea7164","Clinic","C51282","http://www.cdisc.org","Code"
"Code_96","2023-09-29","0276a4cd-ec2e-471f-bcb0-f6d7363690af","In Person","C175574","http://www.cdisc.org","Code"
"Code_97","2023-09-29","8074c235-d428-45d9-8bec-ccc8a273620d","Visit","C25716","http://www.cdisc.org","Code"
"Code_98","2023-09-29","406dbb39-f726-4aeb-9425-aa90bd662df5","Clinic","C51282","http://www.cdisc.org","Code"
"Code_99","2023-09-29","f43baa3f-49c3-4612-8e3c-3623351bcfce","In Person","C175574","http://www.cdisc.org","Code"
"Code_100","2023-09-29","8c9f51c4-8c12-4c72-9acf-9c62d704b042","Visit","C25716","http://www.cdisc.org","Code"
"Code_101","2023-09-29","ca2e0ea4-fa73-4b75-88f9-1b900512d643","Clinic","C51282","http://www.cdisc.org","Code"
"Code_102","2023-09-29","14302fcd-e47e-4c04-bf5a-a0d64112c7a8","In Person","C175574","http://www.cdisc.org","Code"
"Code_103","2023-09-29","4165d16e-e60b-47d9-80be-82f045bc72ea","Telephone Call","C171537","http://www.cdisc.org","Code"
"Code_104","2023-09-29","56ce67c3-d208-4559-a47f-ec78b07bd0da","Visit","C25716","http://www.cdisc.org","Code"
"Code_105","2023-09-29","9babfba1-efc1-4f57-9f53-1fc5a71af3fa","Clinic","C51282","http://www.cdisc.org","Code"
"Code_106","2023-09-29","b95d45d5-256b-4cd1-acab-98a3b7e6e4ad","In Person","C175574","http://www.cdisc.org","Code"
"Code_107","2023-09-29","c97d4033-b5c5-47c5-bda7-15670dc7e6c1","Telephone Call","C171537","http://www.cdisc.org","Code"
"Code_108","2023-09-29","4f5734e4-16f2-45f0-9be7-fcc97eb4fbe8","Visit","C25716","http://www.cdisc.org","Code"
"Code_109","2023-09-29","238ecfa6-85e2-44a2-b6a4-81079a0e1733","Clinic","C51282","http://www.cdisc.org","Code"
"Code_110","2023-09-29","59b420c8-ae69-4c99-b432-407b530eaef8","In Person","C175574","http://www.cdisc.org","Code"
"Code_111","2023-09-29","cd6f01d7-1c37-4127-b1a6-5528397167e7","Telephone Call","C171537","http://www.cdisc.org","Code"
"Code_112","2023-09-29","4870c7de-5dee-4af9-8161-f4d40c8c0f8f","Visit","C25716","http://www.cdisc.org","Code"
"Code_113","2023-09-29","91d4500b-1b07-4510-aecb-56a48755aee7","Clinic","C51282","http://www.cdisc.org","Code"
"Code_114","2023-09-29","9bdf409d-9735-46d7-9bb4-502c36064141","In Person","C175574","http://www.cdisc.org","Code"
"Code_115","2023-09-29","c49c7d55-01f1-49b8-bb62-936ba1f33e6a","Telephone Call","C171537","http://www.cdisc.org","Code"
"Code_116","2023-09-29","4896aa50-9992-41f7-bac6-611fd0bcf000","Visit","C25716","http://www.cdisc.org","Code"
"Code_117","2023-09-29","bc2ad70d-b93e-4563-99a8-e50955d99e5a","Clinic","C51282","http://www.cdisc.org","Code"
"Code_118","2023-09-29","50c9165b-363e-4442-855d-2cb1d1e45e64","In Person","C175574","http://www.cdisc.org","Code"
"Code_119","2023-09-29","66aec010-a7c0-42a9-9cee-16a1add89a80","Visit","C25716","http://www.cdisc.org","Code"
"Code_120","2023-09-29","405526f1-a1de-42b6-b19b-17797e5d6c3b","Clinic","C51282","http://www.cdisc.org","Code"
"Code_121","2023-09-29","854bbe24-0dbe-490d-80a9-295c3b99f0e8","In Person","C175574","http://www.cdisc.org","Code"
"Code_79","January 31, 2018","5a9d8fb4-a7d3-4ec5-a104-b5fcd4ee0ec7","CT of head without contrast","383371000119108","SNOMED","Code"
"Code_80","12","4cb32911-1ecd-491f-9eb4-7bf1bb81c0bc","Subject Supine","123","SPONSOR","Code"
"Code_81","12","f5ee05e1-ae20-4da4-aaa2-927617c12ae4","Subject Standing","124","SPONSOR","Code"
"Code_278","","228c994e-8571-49f1-804b-ba0be3197e0b","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_279","2023-09-29","432d51c8-cd94-481d-b35e-1c93d31d476b","Kelvin","C42537","http://www.cdisc.org","Code"
"Code_280","","fa504c2d-76ef-4634-854a-dfdb5be7eebd","Unit of Temperature","C44276","NCI Thesaurus","Code"
"Code_281","","02033fdd-867d-4846-8832-191c56d35fff","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_277","","485ae38f-034d-44d5-ba70-dd416b55e549","Body Temperature","C174446","NCI Thesaurus","Code"
"Code_283","","659354f6-cb51-432b-bc81-6b0042e63b2e","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_284","2023-09-29","f85f81ec-09ca-4457-92b7-515e241d0b07","Kilogram","C28252","http://www.cdisc.org","Code"
"Code_285","2023-09-29","b0e980f1-14e1-4f6c-a3ba-69dde2d7245a","Gram","C48155","http://www.cdisc.org","Code"
"Code_286","2023-09-29","c4d1ee0b-08fe-4b3d-ac65-bc8a3cb0ea80","Pound","C48531","http://www.cdisc.org","Code"
"Code_287","","95078af2-d6d8-4600-8ed6-2fc5b392beda","Unit of Weight","C48208","NCI Thesaurus","Code"
"Code_282","","9a96c2ae-b8d3-4e21-968c-ed3aea1e20f2","Body Weight","C81328","NCI Thesaurus","Code"
"Code_289","","03a4fefa-f67e-4a3e-ad99-394713973a67","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_290","2023-09-29","7baa1d90-285a-4334-9176-d8c650c6c96e","Centimeter","C49668","http://www.cdisc.org","Code"
"Code_291","2023-09-29","089ed35a-0c4a-4922-9b11-7c234ec79181","Inch","C48500","http://www.cdisc.org","Code"
"Code_292","2023-09-29","6069ef8b-4a8f-4a58-975c-56466d9e6e5b","Millimeter","C28251","http://www.cdisc.org","Code"
"Code_293","2023-09-29","ec3e9fa4-c6cf-44af-b44e-8dee695a6ef2","Meter","C41139","http://www.cdisc.org","Code"
"Code_294","","ff91d7b0-05a6-4bf4-b9c7-6bb58f36e2e4","Unit of Height","C168688","NCI Thesaurus","Code"
"Code_288","","490e21f4-48d0-4b67-829b-721270ebcef8","Body Height","C164634","NCI Thesaurus","Code"
"Code_296","","82076b80-c41f-45f5-8ff8-199be93a0ad4","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_297","","963da9e2-66ff-4099-b800-239ba8805fb3","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_298","","5efe5da6-ea0b-42d1-a667-f76c9664d084","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","Code"
"Code_299","","d7c4eb1d-2bc4-4690-b204-2fd909ac40fa","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_295","","eb058b32-2aad-403b-8493-aaee59ed6faa","Alanine Aminotransferase Measurement","C64433","NCI Thesaurus","Code"
"Code_301","","a39a098f-c421-4352-b336-6806ead234a9","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_302","","46025465-4c4f-46d2-81af-ba76361a029e","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_303","","721bb42b-90c3-4be3-baaa-3d9539a5c825","Unit of Concentration","C48207","NCI Thesaurus","Code"
"Code_304","","415cf34a-b5b8-4602-9439-76038c792e74","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_300","","5311f03d-ef1d-4889-83e2-79a3ba3fb702","Albumin Measurement","C64431","NCI Thesaurus","Code"
"Code_306","","76e8432f-b913-47d9-93ef-3c7042a7137f","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_307","","c94455de-bc3a-4b37-ac28-cfb83f8da761","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_308","","ba1fe68d-83a7-49ce-a3df-e24fc8901515","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","Code"
"Code_309","","d3cda85a-6216-4348-9026-330e01cb9b2e","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_305","","2133624f-5c11-4dde-be17-0c91dde78dbd","Alkaline Phosphatase Measurement","C64432","NCI Thesaurus","Code"
"Code_311","","7ac21590-2dc1-44f6-9b17-26874e3b3057","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_312","","b8c30748-1bce-47c5-9c28-69bf8a259198","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_313","","6c5c230b-486f-412c-a351-307efc8ac05e","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","Code"
"Code_314","","f839ed3e-7163-4466-a1c2-45c50171435a","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_310","","f3a300ee-d748-431a-926f-b39eddb142d0","Aspartate Aminotransferase Measurement","C64467","NCI Thesaurus","Code"
"Code_316","","16ac9aa1-9f38-454f-bcda-f0ab706dfb7d","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_317","","8537ef6a-4278-49e9-b5fa-b9e1f3249c1d","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_318","","48c74c9c-4592-4c18-bc0a-ce57560ad1b2","Unit of Concentration","C48207","NCI Thesaurus","Code"
"Code_319","","d732c538-f1cb-4103-b36f-df44358315fc","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_315","","2e12b373-7442-4b3e-a977-0d7769b54010","Creatinine Measurement","C64547","NCI Thesaurus","Code"
"Code_321","","0c0661cd-8486-4843-916c-f2a25f78d593","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_322","","eec8dacf-b998-479e-9fa0-a0ea6a849792","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_323","","919b01e0-49e7-4c6c-9ce8-b291b2ac1ea8","Molarity Unit","C64567","NCI Thesaurus","Code"
"Code_324","","54b909f8-e97e-4bc0-8fd3-e3580b655edf","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_320","","d2780821-2f64-46b7-a6e4-f90097617c6a","Potassium Measurement","C64853","NCI Thesaurus","Code"
"Code_326","","b12ffc47-9e60-4bbc-8c96-f81032a5aff4","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_327","","992fa3e8-da57-42cb-871d-dbc1c9ed153e","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_328","","a5319f90-7510-4b00-8502-3c65cc9faf26","Molarity Unit","C64567","NCI Thesaurus","Code"
"Code_329","","4b96350d-d3cd-4031-b561-b761028d5068","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_325","","f81f466e-8d31-43a0-a25a-da71f4dca098","Sodium Measurement","C64809","NCI Thesaurus","Code"
"Code_145","","cb752c9e-c8ed-408f-953f-a52568ef228f","Adverse Event Verbatim Description","C78541","NCI Thesaurus","Code"
"Code_146","","2d135d65-5f12-4501-814c-57d8db1a48da","Adverse Event Dictionary Derived Term","C83344","NCI Thesaurus","Code"
"Code_147","","d88fe2ec-aefe-4487-be15-50d43d037fca","Adverse Event Category","C83198","NCI Thesaurus","Code"
"Code_148","","fcbfec98-9971-49ff-af6d-ffe559a7d9ef","Adverse Event Subcategory","C83212","NCI Thesaurus","Code"
"Code_149","","cd5ec8e8-f699-4d7a-820e-fedf6dd12b7d","Adverse Event Pre-specified","C87840","NCI Thesaurus","Code"
"Code_150","","7e145e5b-667c-4b35-902c-9d7f5a4d5556","Severity of Adverse Event","C53253","NCI Thesaurus","Code"
"Code_151","","413544fe-c44d-4641-81bf-a0b266d02402","Adverse Event Toxicity Grade","C78605","NCI Thesaurus","Code"
"Code_152","","60d7eef4-ef74-41ef-b794-12b9f6dc0f55","Seriousness of Adverse Event","C53252","NCI Thesaurus","Code"
"Code_153","","7b1b9f03-16ba-4ea6-b6ba-ced6e5881298","Adverse Event Action Taken with Study Treatment","C83013","NCI Thesaurus","Code"
"Code_154","","053f2697-4ecc-4d1b-9c84-16273d7742b3","Adverse Event Attribution to Product or Procedure","C41358","NCI Thesaurus","Code"
"Code_155","2023-09-29","b9922044-644a-4595-8671-54c73c039c99","Intermittent","C71325","http://www.cdisc.org","Code"
"Code_156","","a12ba267-ba76-41e5-914f-0347230936b4","Adverse Event Pattern","C83208","NCI Thesaurus","Code"
"Code_157","","69dcd16a-57c9-4f1a-844c-eaa66a3ca8c2","Adverse Event Outcome","C49489","NCI Thesaurus","Code"
"Code_158","","31ee9c24-8f81-4406-9b0c-bddc9f685ec3","Adverse Event Start Date Time","C83215","NCI Thesaurus","Code"
"Code_159","","48344ed0-d704-4426-8cd8-548afb77d9b5","Adverse Event End Date Time","C83201","NCI Thesaurus","Code"
"Code_144","","a88e9510-1d94-4b0f-b886-e75697302e80","Adverse Event","C41331","NCI Thesaurus","Code"
"Code_161","","048ed7a7-f187-4bf8-bbfb-d68aab8cd52f","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_162","2023-09-29","c8cd0cc0-a9fa-49f6-aa92-d7ee6fc3f55b","Pascal","C42547","http://www.cdisc.org","Code"
"Code_163","","fe6fed71-a54c-4a1e-9427-fceed9fda385","Unit of Pressure","C49669","NCI Thesaurus","Code"
"Code_164","","f54e7533-cc07-41ae-a378-ca24ad5dff92","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_165","","b9f1f6b0-1e07-460e-ab6e-9285b3b30c60","Vital Signs Laterality","C123975","NCI Thesaurus","Code"
"Code_166","","6536577f-7445-4d70-98f8-60c0b9242306","Test Method","C82535","NCI Thesaurus","Code"
"Code_167","","e9edf07a-8b7f-476f-afb6-24c494c46c0a","Vital Signs Position","C83114","NCI Thesaurus","Code"
"Code_160","","1799b1bb-d51c-4750-b88b-55267f89bb59","Systolic Blood Pressure","C25298","NCI Thesaurus","Code"
"Code_169","","5cc6a671-3564-4a48-bcd9-f58360081c99","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_170","2023-09-29","660fd976-09de-4158-a8b3-435fd6b44125","Pascal","C42547","http://www.cdisc.org","Code"
"Code_171","","d260ae38-fda8-42c5-b9ba-f2e91926d627","Unit of Pressure","C49669","NCI Thesaurus","Code"
"Code_172","","4724e8b4-ac62-4a23-95fa-072bb022e177","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_173","","97f00850-ad8a-4404-ad12-edc4dfcd941d","Vital Signs Laterality","C123975","NCI Thesaurus","Code"
"Code_174","","d02b74ec-3ea4-43f4-bacd-7df9ebd2d699","Test Method","C82535","NCI Thesaurus","Code"
"Code_175","","80bd7438-bc3e-4f01-abb2-1a353cc5e018","Vital Signs Position","C83114","NCI Thesaurus","Code"
"Code_168","","3ced09d4-167c-4e33-a02b-b030f405931d","Diastolic Blood Pressure","C25299","NCI Thesaurus","Code"
"Code_177","","183be98a-9680-4afe-b63c-6e4622837719","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_178","2023-09-29","9c435bf5-b5a9-4158-a84c-8e6dfed2bb83","Kelvin","C42537","http://www.cdisc.org","Code"
"Code_179","","b32c116f-5252-4f04-b3bf-c0a915821da4","Unit of Temperature","C44276","NCI Thesaurus","Code"
"Code_180","","8589be9e-8aee-436d-a241-000755b0d4a2","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_176","","3ed26483-da7e-4898-a29b-afcf2abb31ef","Body Temperature","C174446","NCI Thesaurus","Code"
"Code_182","","1e9d3106-191a-4e83-863b-82cdfa331481","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_183","2023-09-29","db49fb69-ea72-487d-90fb-148afda848a0","Kilogram","C28252","http://www.cdisc.org","Code"
"Code_184","2023-09-29","4f8044a8-85c0-4f29-9cbb-84c50a5d2c6d","Gram","C48155","http://www.cdisc.org","Code"
"Code_185","2023-09-29","8270ef4e-16e1-4163-a8d2-43cf934fcc68","Pound","C48531","http://www.cdisc.org","Code"
"Code_186","","ba627dcb-974f-41c9-a695-1bde6deaa6ca","Unit of Weight","C48208","NCI Thesaurus","Code"
"Code_181","","160a3db2-5133-4461-995f-7dc32691c7f2","Body Weight","C81328","NCI Thesaurus","Code"
"Code_188","","32b9fe28-347c-4afe-98d4-dd10f8e2a3df","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_189","2023-09-29","1c430fdb-646d-4c10-8cae-b0adab3a7553","Centimeter","C49668","http://www.cdisc.org","Code"
"Code_190","2023-09-29","89b21493-1121-405e-81e2-341eb0e9926a","Inch","C48500","http://www.cdisc.org","Code"
"Code_191","2023-09-29","4b7bd806-00d5-496d-ac0c-459876e0e69c","Millimeter","C28251","http://www.cdisc.org","Code"
"Code_192","2023-09-29","c7a35556-644a-4f44-a9aa-67ccd294d1d8","Meter","C41139","http://www.cdisc.org","Code"
"Code_193","","6dfc5059-6d39-4d29-b63b-49c35a2182a1","Unit of Height","C168688","NCI Thesaurus","Code"
"Code_187","","f84bb301-b743-491b-9393-e609e306ddda","Body Height","C164634","NCI Thesaurus","Code"
"Code_195","","a1ca441a-7f6a-46da-ac70-7d1d9994f5be","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_196","","dddc52c0-445b-429f-9b6e-c426dfdc5f01","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_197","","af7e6294-8401-4f44-81c9-c887a80cedd0","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","Code"
"Code_198","","fee14527-a981-4864-9fcb-51be72b54fda","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_194","","b93f8d55-8540-4bad-af61-478187384603","Alanine Aminotransferase Measurement","C64433","NCI Thesaurus","Code"
"Code_200","","b0f46331-f301-4073-a31e-714099db26b9","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_201","","20de3d18-d959-4085-8372-1fdbb3c7d6d1","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_202","","17293f32-2e0a-4eb3-87ef-0ea51a59e411","Unit of Concentration","C48207","NCI Thesaurus","Code"
"Code_203","","d3534d14-97d3-4bd3-8d8c-1bda3432eeb0","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_199","","ebfb1cca-ef08-4a98-bb5d-5e61a62970df","Albumin Measurement","C64431","NCI Thesaurus","Code"
"Code_205","","969a0fad-5032-4b5d-984e-c555e1fc815b","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_206","","84d682da-d521-4274-8649-65bc426e1cf4","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_207","","9e347a3a-6034-4562-aed4-9d8ecfb76e00","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","Code"
"Code_208","","f09c405d-4dec-4193-bb33-e2c80930c5c3","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_204","","87540544-c602-494a-82e5-eddf844b692d","Alkaline Phosphatase Measurement","C64432","NCI Thesaurus","Code"
"Code_210","","9a441444-1812-450e-8b70-f0904e6014fb","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_211","","3da36800-9dea-48bf-860e-593ecda3d4e7","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_212","","d6dfdc2b-5b7a-4592-bffd-afa83309a44c","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","Code"
"Code_213","","0bc6759a-10bc-4cec-a5fd-c0332b6bd312","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_209","","56e55aa4-1dc5-42c9-8532-c9d09b383eb3","Aspartate Aminotransferase Measurement","C64467","NCI Thesaurus","Code"
"Code_215","","b6b6ebf7-0a5c-434d-8264-f9974933e13c","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_216","","62dcf261-6154-4510-a740-34630804eb06","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_217","","5108b363-5325-40a8-9c0a-1f0c4624e539","Unit of Concentration","C48207","NCI Thesaurus","Code"
"Code_218","","0ea8f41e-5f19-4834-aaf5-19de4c892d50","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_214","","676a70f4-f0e4-4e5f-9410-d6a0418ee35f","Creatinine Measurement","C64547","NCI Thesaurus","Code"
"Code_220","","72a6c00c-193b-4418-addf-04630b0754ea","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_221","","31461865-4847-4674-b4a1-3e539097289d","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_222","","9adbc75d-fe7e-4e1a-b42c-d8bc3afd10d0","Molarity Unit","C64567","NCI Thesaurus","Code"
"Code_223","","7c9bb484-d641-46be-9d0e-3c5c88b0bb90","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_219","","b2097f3e-92f4-4dc3-8b5f-b12d355a3f32","Potassium Measurement","C64853","NCI Thesaurus","Code"
"Code_225","","eeb54246-1295-4cf9-9272-e40ad230c8d2","Laboratory Test Result","C36292","NCI Thesaurus","Code"
"Code_226","","935f1916-5dad-4191-a948-71aa3c496c2c","Laboratory Test Fasting Status","C83309","NCI Thesaurus","Code"
"Code_227","","c1c90090-d123-4603-b373-8a8ee5c24f05","Molarity Unit","C64567","NCI Thesaurus","Code"
"Code_228","","4fb0a1df-4add-4e9b-ba9e-fef9598897e7","Biospecimen Type","C70713","NCI Thesaurus","Code"
"Code_224","","8b947714-6f04-45a9-bd89-3c70a5e534cb","Sodium Measurement","C64809","NCI Thesaurus","Code"
"Code_230","","1895f5be-d0e2-4b55-b1d5-6feb84ab4063","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_231","2023-09-29","3eac05c3-8943-4ed7-b93b-d5266f4e4ff3","Pascal","C42547","http://www.cdisc.org","Code"
"Code_232","","f95d99d4-d752-4de0-8c31-ece0a81fe6b8","Unit of Pressure","C49669","NCI Thesaurus","Code"
"Code_233","","672d4440-e762-467e-b374-2cab43d04c6d","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_234","","35da50d3-3b5a-4e1d-9c6c-87c93afbc523","Vital Signs Laterality","C123975","NCI Thesaurus","Code"
"Code_235","","7191f888-7a03-4311-81a4-13ba5599cb85","Test Method","C82535","NCI Thesaurus","Code"
"Code_236","","506683f6-612f-4a64-a9e7-163ad35d0982","Vital Signs Position","C83114","NCI Thesaurus","Code"
"Code_229","","de38108f-3d86-4776-9ed9-f899ab389250","Systolic Blood Pressure","C25298","NCI Thesaurus","Code"
"Code_238","","24f7be27-d385-44a2-88b8-e869d8c010dc","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_239","2023-09-29","527d5cd3-0aeb-457d-84c6-d15db728ce75","Pascal","C42547","http://www.cdisc.org","Code"
"Code_240","","572a0ea9-94ce-49dc-9c5b-bfdd512affa8","Unit of Pressure","C49669","NCI Thesaurus","Code"
"Code_241","","bf337dae-24a5-46d9-8b79-10ebf6d5d838","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_242","","49f16a1f-ff79-4992-93ec-3f75d57eca7f","Vital Signs Laterality","C123975","NCI Thesaurus","Code"
"Code_243","","f0ff33be-7694-427e-bc7b-bd183144379b","Test Method","C82535","NCI Thesaurus","Code"
"Code_244","","fbcc5f0c-afc0-463d-bdc5-bd37436a24b8","Vital Signs Position","C83114","NCI Thesaurus","Code"
"Code_237","","e0b1d6cc-a7fd-4962-8677-ad30de90fc2f","Diastolic Blood Pressure","C25299","NCI Thesaurus","Code"
"Code_246","","30ac280e-06f3-4f08-8844-2ac284a59f44","Vital Signs Result","C173522","NCI Thesaurus","Code"
