"id","decode","uuid:ID","code","instanceType","codeSystem","codeSystemVersion"
"Code_83","Clinic","11b9aeec-d9b3-4bde-8d60-dfcf3b176480","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_84","In Person","fdd4aa59-c49f-44ca-984b-eda6ebbadf85","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_85","Visit","af0951a2-b59f-4ca8-8ba6-0e803c700d48","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_86","Clinic","8d90156d-e75e-4d3f-9f70-61a81fb5b3d5","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_87","In Person","9c59f9d2-9f9b-47ab-aba2-ee32b55476ab","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_88","Visit","3299b39e-2324-4e7c-ad63-f8a5d76b8fdd","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_89","Clinic","1cfbff86-2e22-4ef6-90fd-20d24cbd205a","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_90","In Person","82c6a9e1-4602-4e55-b5cb-317c5dd51122","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_91","Visit","a5c55323-b68a-439e-aa4e-4c023c6ce174","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_92","Clinic","88524afc-7bb5-47d2-95e0-ac2dec58b9aa","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_93","In Person","8b423974-e009-466b-a7af-1706300842de","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_94","Visit","9790d938-a818-4704-8e94-38d6be2a1a75","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_95","Clinic","293bdc04-9990-4db6-b0db-92cbdd2733f6","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_96","In Person","76fc91ba-e87c-4b1a-8695-7a829329a8e9","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_97","Visit","2c2c0530-d88d-4759-8087-11d278b82096","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_98","Clinic","a572aaa5-abb0-490e-8f41-6afdfa1d1eb2","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_99","In Person","56b3d11e-6fda-4fc3-9134-0039070c1245","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_100","Visit","8b2b1835-a510-47d5-9adc-4c2356177e65","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_101","Clinic","97725923-c0d7-4bbe-9573-c4ba44e02b7e","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_102","In Person","03e7aa54-c75d-4382-92ff-85c17250b48c","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_103","Telephone Call","5a78bb6f-7072-4645-99cc-0bf370e78eb3","C171537","Code","http://www.cdisc.org","2023-09-29"
"Code_104","Visit","baa2b92a-40b5-4219-ab04-f0b4be744c46","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_105","Clinic","82efb8dd-05b6-4831-b05c-62835678ca5a","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_106","In Person","7b9eac80-4058-4ad3-b8d6-726604b24dd8","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_107","Telephone Call","68e89826-147a-40c1-8f0b-83f8c0ce6496","C171537","Code","http://www.cdisc.org","2023-09-29"
"Code_108","Visit","2b4ec10b-239f-47f0-be04-f4f7d7f12931","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_109","Clinic","c1de0d81-5f6f-41f0-9dd2-e3cd5d2b1a98","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_110","In Person","21588bbd-b356-4539-9fec-2807dde017ab","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_111","Telephone Call","52d8313e-c60e-4823-a1cb-c602621f34f9","C171537","Code","http://www.cdisc.org","2023-09-29"
"Code_112","Visit","4c4f5038-e44d-43df-9fee-81da16107905","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_113","Clinic","aa1e7c34-f233-494e-baa1-f9a6cf553cbe","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_114","In Person","597b134b-1e09-4804-96c1-8fb809d5a4d2","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_115","Telephone Call","413e0b7e-389a-4da0-8efc-935b6cd440ab","C171537","Code","http://www.cdisc.org","2023-09-29"
"Code_116","Visit","75cf566b-4aac-4a8e-a446-ec4d38585bf6","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_117","Clinic","fa23a6b6-d99c-4100-ad52-28e32322bd92","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_118","In Person","6ab0a156-2bc5-4640-a8f1-3bb0988f88a2","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_119","Visit","596c4cf8-911e-4440-a217-a4b6a97596ef","C25716","Code","http://www.cdisc.org","2023-09-29"
"Code_120","Clinic","150e2455-dde0-4467-803b-f29b73dad456","C51282","Code","http://www.cdisc.org","2023-09-29"
"Code_121","In Person","531e955d-bbc7-4c46-8618-d894313e35ac","C175574","Code","http://www.cdisc.org","2023-09-29"
"Code_79","CT of head without contrast","adb9a9e6-170d-4675-9ebd-ec919f321ba3","383371000119108","Code","SNOMED","January 31, 2018"
"Code_80","Subject Supine","e9a31e7b-a05c-4800-ab41-4d031b4703d1","123","Code","SPONSOR","12"
"Code_81","Subject Standing","f4fe7c0e-5dbe-489d-a763-52721ab9bdcf","124","Code","SPONSOR","12"
"Code_278","Vital Signs Result","47789aad-7dd8-45ec-9d0d-0fee284ec43e","C173522","Code","NCI Thesaurus",""
"Code_279","Kelvin","1921fe9d-8987-4a98-abf1-42cc44f22806","C42537","Code","http://www.cdisc.org","2023-09-29"
"Code_280","Unit of Temperature","57f12d3f-889f-4687-83e0-0ea4681060ab","C44276","Code","NCI Thesaurus",""
"Code_281","Vital Signs Location","94386f4e-d3ee-4718-9e4c-329e1d4cf2ac","C83088","Code","NCI Thesaurus",""
"Code_277","Body Temperature","33c82a8a-c40c-4559-b0b7-07c257b43e3d","C174446","Code","NCI Thesaurus",""
"Code_283","Vital Signs Result","73b39183-65c1-4ad2-9f1d-19dddefc4848","C173522","Code","NCI Thesaurus",""
"Code_284","Kilogram","cf52bd0a-0688-4c27-8c4e-25bf4084a1a0","C28252","Code","http://www.cdisc.org","2023-09-29"
"Code_285","Gram","937373cf-c19d-4ac8-8885-3311cf215263","C48155","Code","http://www.cdisc.org","2023-09-29"
"Code_286","Pound","9dae9cab-6232-4018-8d12-4a6473f054fa","C48531","Code","http://www.cdisc.org","2023-09-29"
"Code_287","Unit of Weight","687da894-bacc-40a1-8d34-773da8ef6387","C48208","Code","NCI Thesaurus",""
"Code_282","Body Weight","25b6d03a-f321-4134-a477-da514559d905","C81328","Code","NCI Thesaurus",""
"Code_289","Vital Signs Result","fc837613-e1c2-4ac6-a6cf-5ecf40bec704","C173522","Code","NCI Thesaurus",""
"Code_290","Centimeter","ad1c73d7-a7b3-4434-a1a4-b8617c8b4a07","C49668","Code","http://www.cdisc.org","2023-09-29"
"Code_291","Inch","4a7823d2-217f-4cfb-81f2-792556823ad5","C48500","Code","http://www.cdisc.org","2023-09-29"
"Code_292","Millimeter","480a49e8-5af6-4a7e-872c-de3a457573ff","C28251","Code","http://www.cdisc.org","2023-09-29"
"Code_293","Meter","26c6d149-0a6d-4e7f-a0d8-3b5bdb5f9a98","C41139","Code","http://www.cdisc.org","2023-09-29"
"Code_294","Unit of Height","d376a15a-183f-4d0f-8d4a-ae417e0d08ce","C168688","Code","NCI Thesaurus",""
"Code_288","Body Height","c2045217-e77c-4d9a-a584-a8c86422e61a","C164634","Code","NCI Thesaurus",""
"Code_296","Laboratory Test Result","6589432d-c289-4622-907d-826e308106b4","C36292","Code","NCI Thesaurus",""
"Code_297","Laboratory Test Fasting Status","5affc94b-ebab-46ee-818a-a647fabc1162","C83309","Code","NCI Thesaurus",""
"Code_298","Unit of Catalytic Activity Concentration","08a4faee-1d99-4f2a-b33f-dc64b62ae1f4","C67365","Code","NCI Thesaurus",""
"Code_299","Biospecimen Type","b4d43aa8-95ee-46f4-812b-4528cbb45ec2","C70713","Code","NCI Thesaurus",""
"Code_295","Alanine Aminotransferase Measurement","9833ef40-ae59-4a19-8201-b5d464f465f0","C64433","Code","NCI Thesaurus",""
"Code_301","Laboratory Test Result","f78cac40-1d2a-48de-912e-00c2d0479615","C36292","Code","NCI Thesaurus",""
"Code_302","Laboratory Test Fasting Status","09be0f93-6432-40fc-b0ef-4cb11047e094","C83309","Code","NCI Thesaurus",""
"Code_303","Unit of Concentration","125ff115-b0fa-4be8-93db-b1c18b2a4120","C48207","Code","NCI Thesaurus",""
"Code_304","Biospecimen Type","d033c4e8-f0a0-4827-a83d-88b968371b83","C70713","Code","NCI Thesaurus",""
"Code_300","Albumin Measurement","fb878808-1f74-4cfb-88bd-6a9993156929","C64431","Code","NCI Thesaurus",""
"Code_306","Laboratory Test Result","0be74937-6ca7-497d-a39c-a689124d701b","C36292","Code","NCI Thesaurus",""
"Code_307","Laboratory Test Fasting Status","657fc216-f123-4b33-9543-1d001dbff2af","C83309","Code","NCI Thesaurus",""
"Code_308","Unit of Catalytic Activity Concentration","0a27c7d8-6232-4949-87ea-b6152010ded2","C67365","Code","NCI Thesaurus",""
"Code_309","Biospecimen Type","7ed6ba88-ad3c-4b04-bda5-cc8bec16cd8e","C70713","Code","NCI Thesaurus",""
"Code_305","Alkaline Phosphatase Measurement","254679aa-e22b-4999-b97d-b3d41f70dfcd","C64432","Code","NCI Thesaurus",""
"Code_311","Laboratory Test Result","45da5d9f-0844-40ac-a5c0-5bfb81944801","C36292","Code","NCI Thesaurus",""
"Code_312","Laboratory Test Fasting Status","61f679a9-aac7-4886-af28-6b88f0fcbd4b","C83309","Code","NCI Thesaurus",""
"Code_313","Unit of Catalytic Activity Concentration","6cb91c67-2fea-4bbe-a783-151663660c44","C67365","Code","NCI Thesaurus",""
"Code_314","Biospecimen Type","85480c95-45d7-4c9d-a9c5-e726d3bacfe2","C70713","Code","NCI Thesaurus",""
"Code_310","Aspartate Aminotransferase Measurement","6c49313b-7871-4ad2-ba36-b4624d3bca5c","C64467","Code","NCI Thesaurus",""
"Code_316","Laboratory Test Result","96542db1-098d-42ab-b453-d31889ee33be","C36292","Code","NCI Thesaurus",""
"Code_317","Laboratory Test Fasting Status","e12812b7-d12f-4de4-a9b5-6e8dab138c10","C83309","Code","NCI Thesaurus",""
"Code_318","Unit of Concentration","e51a9b85-6a20-4e43-94a3-e161138ce8e7","C48207","Code","NCI Thesaurus",""
"Code_319","Biospecimen Type","6d5b34e3-ce70-4788-a77e-890f42181573","C70713","Code","NCI Thesaurus",""
"Code_315","Creatinine Measurement","eed5e7e6-590f-4d22-9e26-54e7986594b4","C64547","Code","NCI Thesaurus",""
"Code_321","Laboratory Test Result","d0463a7a-e01b-4558-8545-66260e5ad336","C36292","Code","NCI Thesaurus",""
"Code_322","Laboratory Test Fasting Status","b2a2695d-596a-454b-9512-0769222f8e44","C83309","Code","NCI Thesaurus",""
"Code_323","Molarity Unit","48b0c686-bc62-43ab-97bd-0f30cffd0aaa","C64567","Code","NCI Thesaurus",""
"Code_324","Biospecimen Type","bcf0feff-077d-4c0c-bf26-37afdcdf9bff","C70713","Code","NCI Thesaurus",""
"Code_320","Potassium Measurement","ede32f5e-8873-4c84-8e85-7aeb9b6a5cf8","C64853","Code","NCI Thesaurus",""
"Code_326","Laboratory Test Result","800fec92-8790-442c-b6eb-296b6057b739","C36292","Code","NCI Thesaurus",""
"Code_327","Laboratory Test Fasting Status","33ee6255-ba8e-4942-80da-81d370ca779f","C83309","Code","NCI Thesaurus",""
"Code_328","Molarity Unit","60f3a130-3651-4d76-85ca-07838109763b","C64567","Code","NCI Thesaurus",""
"Code_329","Biospecimen Type","6c05fbaf-0cf0-4d52-bea2-33a5eafa979d","C70713","Code","NCI Thesaurus",""
"Code_325","Sodium Measurement","f2be93c7-e339-4019-895d-1281e781ded6","C64809","Code","NCI Thesaurus",""
"Code_145","Adverse Event Verbatim Description","29bd163e-37d7-4847-ab81-844fc0b5adce","C78541","Code","NCI Thesaurus",""
"Code_146","Adverse Event Dictionary Derived Term","aade84d5-5cd4-4f43-8d5e-c84cfacc919b","C83344","Code","NCI Thesaurus",""
"Code_147","Adverse Event Category","f27eae4a-2455-455c-9e8a-188e44536693","C83198","Code","NCI Thesaurus",""
"Code_148","Adverse Event Subcategory","2e551d90-270c-4476-901e-c1c30811694e","C83212","Code","NCI Thesaurus",""
"Code_149","Adverse Event Pre-specified","ba55e165-6837-44e9-aa98-28399c7b766a","C87840","Code","NCI Thesaurus",""
"Code_150","Severity of Adverse Event","fdd46f6a-4113-4882-a167-76d4a126d9dd","C53253","Code","NCI Thesaurus",""
"Code_151","Adverse Event Toxicity Grade","1f4fef6e-afeb-4d8f-9c9a-43aa121c8265","C78605","Code","NCI Thesaurus",""
"Code_152","Seriousness of Adverse Event","23c7bb73-1f69-4137-8701-a3eeba43b381","C53252","Code","NCI Thesaurus",""
"Code_153","Adverse Event Action Taken with Study Treatment","3c725b36-156b-4aa8-92e9-0f0c81b3bd6f","C83013","Code","NCI Thesaurus",""
"Code_154","Adverse Event Attribution to Product or Procedure","c98888cb-b49c-4ccf-bb21-32902b17c1fb","C41358","Code","NCI Thesaurus",""
"Code_155","Intermittent","2b891c81-8631-4cc9-8236-b7cbf1a859ca","C71325","Code","http://www.cdisc.org","2023-09-29"
"Code_156","Adverse Event Pattern","31505f61-8483-4782-b305-eca310cb61d9","C83208","Code","NCI Thesaurus",""
"Code_157","Adverse Event Outcome","48ab2977-536b-4199-945f-29befceab41d","C49489","Code","NCI Thesaurus",""
"Code_158","Adverse Event Start Date Time","136ca283-9122-4ebd-ae2e-18d27d4089b3","C83215","Code","NCI Thesaurus",""
"Code_159","Adverse Event End Date Time","4d1273bc-2893-42ae-b64b-2a873e36593f","C83201","Code","NCI Thesaurus",""
"Code_144","Adverse Event","4aae4102-76cd-429e-a25b-4ab26e8ab4fd","C41331","Code","NCI Thesaurus",""
"Code_161","Vital Signs Result","3a03019b-fe18-4202-9a44-13b6730a6132","C173522","Code","NCI Thesaurus",""
"Code_162","Pascal","c2ec2978-ce84-4672-a39f-a1776bd06e2d","C42547","Code","http://www.cdisc.org","2023-09-29"
"Code_163","Unit of Pressure","95a23db3-0dc7-4101-8ac4-bfc7a49d210a","C49669","Code","NCI Thesaurus",""
"Code_164","Vital Signs Location","50082aa5-40c5-4055-b552-ac5c4a70cf46","C83088","Code","NCI Thesaurus",""
"Code_165","Vital Signs Laterality","e93ecf71-819e-4889-870b-a49b02d19c63","C123975","Code","NCI Thesaurus",""
"Code_166","Test Method","a16db5e4-33b7-439a-a0ed-cd36ed5792da","C82535","Code","NCI Thesaurus",""
"Code_167","Vital Signs Position","3c7d522a-75e1-487d-b5bd-5c81678b2ec9","C83114","Code","NCI Thesaurus",""
"Code_160","Systolic Blood Pressure","74f2f742-0019-4a5a-9c7b-dbd60de1ac32","C25298","Code","NCI Thesaurus",""
"Code_169","Vital Signs Result","4936b1f9-5b81-4cd3-b696-8d78fd37dff6","C173522","Code","NCI Thesaurus",""
"Code_170","Pascal","b7a78c2b-91dc-4991-9dd6-2f0528e315ab","C42547","Code","http://www.cdisc.org","2023-09-29"
"Code_171","Unit of Pressure","ee5d9621-3ec2-41ca-9e16-719ad9b12f75","C49669","Code","NCI Thesaurus",""
"Code_172","Vital Signs Location","e7e9ebce-bead-4961-9930-9849fbffc136","C83088","Code","NCI Thesaurus",""
"Code_173","Vital Signs Laterality","0ce0982c-0c67-472e-93fa-c6cceb0f728b","C123975","Code","NCI Thesaurus",""
"Code_174","Test Method","e1fd96e4-0661-47af-86dc-06d7112e6de0","C82535","Code","NCI Thesaurus",""
"Code_175","Vital Signs Position","d5cbf57c-2aac-4523-8a51-92ced78b19f1","C83114","Code","NCI Thesaurus",""
"Code_168","Diastolic Blood Pressure","9c24f631-49f6-4598-91f9-111916f214fc","C25299","Code","NCI Thesaurus",""
"Code_177","Vital Signs Result","0761d3c1-6fff-4764-ad56-31af178218de","C173522","Code","NCI Thesaurus",""
"Code_178","Kelvin","30f91c3e-8c0f-4a78-a823-6cf317a08f3e","C42537","Code","http://www.cdisc.org","2023-09-29"
"Code_179","Unit of Temperature","5184af03-7641-4657-9134-e91d12928a22","C44276","Code","NCI Thesaurus",""
"Code_180","Vital Signs Location","c2c17599-b555-43f8-b70c-4a138f38c2ab","C83088","Code","NCI Thesaurus",""
"Code_176","Body Temperature","f8ee680b-0d04-4241-a53a-224faba3e873","C174446","Code","NCI Thesaurus",""
"Code_182","Vital Signs Result","97ce1064-0700-4937-91d6-c9b07e2f6848","C173522","Code","NCI Thesaurus",""
"Code_183","Kilogram","9a463497-b64b-44eb-b4ef-2791cad0faef","C28252","Code","http://www.cdisc.org","2023-09-29"
"Code_184","Gram","325ee531-4490-45c6-8726-495c52633821","C48155","Code","http://www.cdisc.org","2023-09-29"
"Code_185","Pound","e37b1d4a-4d41-41c1-8269-9e079e5b98d4","C48531","Code","http://www.cdisc.org","2023-09-29"
"Code_186","Unit of Weight","bbf04c7d-e8ad-4ad0-b12d-b270ad42b308","C48208","Code","NCI Thesaurus",""
"Code_181","Body Weight","553a58e1-fe2f-424d-bd02-ece8d8bc7e66","C81328","Code","NCI Thesaurus",""
"Code_188","Vital Signs Result","1a90aaf7-0d33-4e16-8b9e-7434638f2455","C173522","Code","NCI Thesaurus",""
"Code_189","Centimeter","35a9c1f8-cf04-45d9-bf4b-48654f9b94d0","C49668","Code","http://www.cdisc.org","2023-09-29"
"Code_190","Inch","23eeb6cf-2243-4f95-bfb4-91dbcd619225","C48500","Code","http://www.cdisc.org","2023-09-29"
"Code_191","Millimeter","1eaf7f63-7de3-4cfb-ada7-d5612ac766b3","C28251","Code","http://www.cdisc.org","2023-09-29"
"Code_192","Meter","3b16cdf9-5cb0-4d22-8140-cc849b231417","C41139","Code","http://www.cdisc.org","2023-09-29"
"Code_193","Unit of Height","b4c794f8-5f28-4ede-a73d-8325def1d3cb","C168688","Code","NCI Thesaurus",""
"Code_187","Body Height","70b2ef0b-1ce6-4922-b1e4-f1bf780b0b7d","C164634","Code","NCI Thesaurus",""
"Code_195","Laboratory Test Result","03b2cd3b-db3e-47f8-8b3f-f1ec559f9cad","C36292","Code","NCI Thesaurus",""
"Code_196","Laboratory Test Fasting Status","841a70d1-a187-4c3a-a036-df08490346f6","C83309","Code","NCI Thesaurus",""
"Code_197","Unit of Catalytic Activity Concentration","0e0aeab7-0e3b-48b1-aa0d-6b59e5d18a04","C67365","Code","NCI Thesaurus",""
"Code_198","Biospecimen Type","367ae245-d91c-4aa2-a296-a4a965fa43f6","C70713","Code","NCI Thesaurus",""
"Code_194","Alanine Aminotransferase Measurement","22e1e538-aff8-40bb-8507-e854bee498e6","C64433","Code","NCI Thesaurus",""
"Code_200","Laboratory Test Result","43d9be5f-c957-4e88-90c2-2c2b5c3d4505","C36292","Code","NCI Thesaurus",""
"Code_201","Laboratory Test Fasting Status","25856e7d-e6aa-483d-aa02-0ccbdf1a53ff","C83309","Code","NCI Thesaurus",""
"Code_202","Unit of Concentration","3e3f33f0-e60f-46de-9f90-96993c3a6c40","C48207","Code","NCI Thesaurus",""
"Code_203","Biospecimen Type","25706540-6d3a-41f1-acc4-a00cbe36995b","C70713","Code","NCI Thesaurus",""
"Code_199","Albumin Measurement","2b36e964-eeaf-4c34-b244-f306d80929cc","C64431","Code","NCI Thesaurus",""
"Code_205","Laboratory Test Result","81d9c72f-8ce9-48dc-ab06-ae50fe0bee23","C36292","Code","NCI Thesaurus",""
"Code_206","Laboratory Test Fasting Status","7b58a826-841c-4862-b6ed-83bf1334e5fa","C83309","Code","NCI Thesaurus",""
"Code_207","Unit of Catalytic Activity Concentration","e70c89cf-853b-4908-ba30-15a41b6bb1b7","C67365","Code","NCI Thesaurus",""
"Code_208","Biospecimen Type","9d66448f-8c39-4f2d-b3d1-e084949795a7","C70713","Code","NCI Thesaurus",""
"Code_204","Alkaline Phosphatase Measurement","af1686bf-9078-4138-99c8-185af803baca","C64432","Code","NCI Thesaurus",""
"Code_210","Laboratory Test Result","4f77e38c-9c9a-46ac-b5b7-043b5e467c7a","C36292","Code","NCI Thesaurus",""
"Code_211","Laboratory Test Fasting Status","ef397530-f7ad-4000-9523-2bc53d11876e","C83309","Code","NCI Thesaurus",""
"Code_212","Unit of Catalytic Activity Concentration","aa903fe1-d6a9-4380-890e-2dc2cc9f6cb3","C67365","Code","NCI Thesaurus",""
"Code_213","Biospecimen Type","9e231392-889f-4849-ba45-800bc5e9592c","C70713","Code","NCI Thesaurus",""
"Code_209","Aspartate Aminotransferase Measurement","94bf601e-bb23-4403-bb1f-4c8fcb35d46d","C64467","Code","NCI Thesaurus",""
"Code_215","Laboratory Test Result","3d756b1b-22e0-4068-85fa-db66789734e0","C36292","Code","NCI Thesaurus",""
"Code_216","Laboratory Test Fasting Status","58870592-d4d6-437f-98db-e55c00faab1e","C83309","Code","NCI Thesaurus",""
"Code_217","Unit of Concentration","a4d22ad2-7fac-4691-97fd-8d0688ee7022","C48207","Code","NCI Thesaurus",""
"Code_218","Biospecimen Type","022d0c06-edab-4201-85aa-da96df340b62","C70713","Code","NCI Thesaurus",""
"Code_214","Creatinine Measurement","ba919c7f-7b2d-4c54-8cce-407864245259","C64547","Code","NCI Thesaurus",""
"Code_220","Laboratory Test Result","822ae6ec-3d2e-4b77-9f6a-eb0655942d0a","C36292","Code","NCI Thesaurus",""
"Code_221","Laboratory Test Fasting Status","958bee49-aa48-443d-8700-1dc233b0029a","C83309","Code","NCI Thesaurus",""
"Code_222","Molarity Unit","bc880639-cb78-4e86-8757-a051032485a8","C64567","Code","NCI Thesaurus",""
"Code_223","Biospecimen Type","539bec7c-3e71-478e-986e-59b3bdddd71f","C70713","Code","NCI Thesaurus",""
"Code_219","Potassium Measurement","b5771e51-18b3-4deb-9659-174452e82b6b","C64853","Code","NCI Thesaurus",""
"Code_225","Laboratory Test Result","8c57aca9-2304-4292-8db1-7914ff08245d","C36292","Code","NCI Thesaurus",""
"Code_226","Laboratory Test Fasting Status","c6052bf6-a015-41e2-8cbe-24eb1efd1827","C83309","Code","NCI Thesaurus",""
"Code_227","Molarity Unit","6eca75ca-0a73-490d-82b0-d031505c7723","C64567","Code","NCI Thesaurus",""
"Code_228","Biospecimen Type","b80f6616-4018-4c1d-8cd1-81b153b5fc4e","C70713","Code","NCI Thesaurus",""
"Code_224","Sodium Measurement","991b5270-b9ca-4176-9df2-e87abd5d0d54","C64809","Code","NCI Thesaurus",""
"Code_230","Vital Signs Result","79ad3618-6da6-4908-8e8e-6abe9a508145","C173522","Code","NCI Thesaurus",""
"Code_231","Pascal","939c8816-1d90-4e36-b980-3810e31b5c6a","C42547","Code","http://www.cdisc.org","2023-09-29"
"Code_232","Unit of Pressure","5db5dee5-72a4-4a1a-9412-25358ac4cb8a","C49669","Code","NCI Thesaurus",""
"Code_233","Vital Signs Location","23f1647b-49f2-4e13-92d0-f25e5aeaa52b","C83088","Code","NCI Thesaurus",""
"Code_234","Vital Signs Laterality","7f60e166-a81e-49f6-a97a-67d9d561ef03","C123975","Code","NCI Thesaurus",""
"Code_235","Test Method","01a95eeb-7c73-4c6e-90f2-e4aa5a8671d6","C82535","Code","NCI Thesaurus",""
"Code_236","Vital Signs Position","7764998d-a63d-4510-86ed-d39b62b453cf","C83114","Code","NCI Thesaurus",""
"Code_229","Systolic Blood Pressure","2765fa27-f7f2-4dc2-b33c-4fb7685e89ee","C25298","Code","NCI Thesaurus",""
"Code_238","Vital Signs Result","80b81d1b-c4a0-451c-9c88-5ccdb458c499","C173522","Code","NCI Thesaurus",""
"Code_239","Pascal","c5e99af5-15d6-4ed0-9db2-676889393e6e","C42547","Code","http://www.cdisc.org","2023-09-29"
"Code_240","Unit of Pressure","efe680fa-cf71-4162-a562-b9a2570f4f03","C49669","Code","NCI Thesaurus",""
"Code_241","Vital Signs Location","b4e08c7d-7d8c-459f-b41a-f7fb6062789a","C83088","Code","NCI Thesaurus",""
"Code_242","Vital Signs Laterality","a6d352d0-699e-4fbf-88af-d6dd54b729f8","C123975","Code","NCI Thesaurus",""
"Code_243","Test Method","77eec751-5c4f-4db5-b63d-9153e47d40d0","C82535","Code","NCI Thesaurus",""
"Code_244","Vital Signs Position","1d75db3c-7e38-4057-a6ad-3f3d384756a0","C83114","Code","NCI Thesaurus",""
"Code_237","Diastolic Blood Pressure","26f35d3e-a6b9-443d-bb89-aba12e02d8df","C25299","Code","NCI Thesaurus",""
"Code_246","Vital Signs Result","3959d80e-5291-4765-a853-89fca4d8fe75","C173522","Code","NCI Thesaurus",""
"Code_247","Beats per Minute","31ecca6c-f684-4dfc-bc99-dd2297b5ba7f","C49673","Code","http://www.cdisc.org","2023-09-29"
