"id","name","uuid:ID","isRequired","datatype","instanceType","isEnabled","label"
"BiomedicalConceptProperty_117","Laboratory Test Result","940d145d-b61c-4196-a3b9-a8588fa82a20","True","decimal","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_118","Laboratory Test Fasting Status","e1b177fa-9b5a-4f20-b3d9-17463e5967a2","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_119","Unit of Catalytic Activity Concentration","8ae7fd21-aec9-4f42-b7cc-e6d8afdcf79c","True","string","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty_120","Biospecimen Type","0143e8c8-ec1e-4fce-9767-125d961d2387","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_121","Laboratory Test Result","8cc0e7fa-a23a-47e2-b0db-ab2267f360cc","True","string","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_122","Laboratory Test Fasting Status","8d5b1534-8053-4572-9161-ba44e0368e91","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_123","Unit of Concentration","2cb0e671-e174-4db6-ac9a-0412f00259b2","True","string","BiomedicalConceptProperty","True","Unit of Concentration"
"BiomedicalConceptProperty_124","Biospecimen Type","ad7d4d47-e759-447d-a86e-dc147bcf15d7","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_125","Laboratory Test Result","3e6d0e69-6411-44c8-882a-3231c5779e35","True","decimal","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_126","Laboratory Test Fasting Status","7dca9833-dbc7-4195-8cc3-fe3892c8b432","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_127","Molarity Unit","88525eb4-c718-4a6c-bdb8-6e146c259de1","True","string","BiomedicalConceptProperty","True","Molarity Unit"
"BiomedicalConceptProperty_128","Biospecimen Type","d6ec2a32-3315-4c30-a7b9-b2eb856ec408","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_129","Laboratory Test Result","7668c5b8-1eaa-4ead-80ea-8d17ce604b50","True","decimal","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_130","Laboratory Test Fasting Status","af89a978-8bfa-4b9f-b8de-5a90fe503c0e","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_131","Molarity Unit","d91676bb-d401-4d11-bd01-37f371a8e6e7","True","string","BiomedicalConceptProperty","True","Molarity Unit"
"BiomedicalConceptProperty_132","Biospecimen Type","c457f814-46aa-43c4-b0e5-e0d19fc196cd","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_1","Adverse Event Verbatim Description","1095b7b9-770e-4245-ae4b-35c411053d44","True","string","BiomedicalConceptProperty","True","Adverse Event Verbatim Description"
"BiomedicalConceptProperty_2","Adverse Event Dictionary Derived Term","773c2079-f06b-4a4b-96da-a2635a4fc6bf","True","string","BiomedicalConceptProperty","True","Adverse Event Dictionary Derived Term"
"BiomedicalConceptProperty_3","Adverse Event Category","70f521da-5375-4467-b60a-f2167121ce1b","True","string","BiomedicalConceptProperty","True","Adverse Event Category"
"BiomedicalConceptProperty_4","Adverse Event Subcategory","dfa6da60-7dc3-46b0-8b9e-1f87609f7b4f","True","string","BiomedicalConceptProperty","True","Adverse Event Subcategory"
"BiomedicalConceptProperty_5","Adverse Event Pre-specified","2c8de781-f76f-48aa-8108-f88b29fc3e01","True","boolean","BiomedicalConceptProperty","True","Adverse Event Pre-specified"
"BiomedicalConceptProperty_6","Severity of Adverse Event","1e6accef-a8b4-47e4-9276-815fab3ccca0","True","string","BiomedicalConceptProperty","True","Severity of Adverse Event"
"BiomedicalConceptProperty_7","Adverse Event Toxicity Grade","c9d9cffc-117d-45e4-9551-112d4f3ea181","True","string","BiomedicalConceptProperty","True","Adverse Event Toxicity Grade"
"BiomedicalConceptProperty_8","Seriousness of Adverse Event","90920020-b62c-4b6a-bd74-d5ca8b44b3dd","True","boolean","BiomedicalConceptProperty","True","Seriousness of Adverse Event"
"BiomedicalConceptProperty_9","Adverse Event Action Taken with Study Treatment","540937f7-d0c4-4bc5-872b-65108e137daa","True","string","BiomedicalConceptProperty","True","Adverse Event Action Taken with Study Treatment"
"BiomedicalConceptProperty_10","Adverse Event Attribution to Product or Procedure","87ba3124-eb84-44bd-a05c-8e709cdd836d","True","string","BiomedicalConceptProperty","True","Adverse Event Attribution to Product or Procedure"
"BiomedicalConceptProperty_11","Adverse Event Pattern","f922025b-944f-44a7-ac77-bcd0e4413e3c","True","string","BiomedicalConceptProperty","True","Adverse Event Pattern"
"BiomedicalConceptProperty_12","Adverse Event Outcome","c83bd9af-57e8-403c-aecc-a971139f5ab7","True","string","BiomedicalConceptProperty","True","Adverse Event Outcome"
"BiomedicalConceptProperty_13","Adverse Event Start Date Time","e3a90df3-b2c6-4e20-a81b-37409aabaccf","True","datetime","BiomedicalConceptProperty","True","Adverse Event Start Date Time"
"BiomedicalConceptProperty_14","Adverse Event End Date Time","f8943ef3-6872-4727-8751-2fbd15b60a21","True","datetime","BiomedicalConceptProperty","True","Adverse Event End Date Time"
"BiomedicalConceptProperty_15","Vital Signs Result","8787e117-2ecd-4240-9efb-c264664c9aa1","True","decimal","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_16","Unit of Pressure","2d332822-2c8a-46d6-acb0-460347668617","True","string","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_17","Vital Signs Location","4417bdb0-13c9-40ad-aed5-01c849f3871b","True","string","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_18","Vital Signs Laterality","50e7cac7-55fb-4608-8deb-da5453ca0d93","True","string","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_19","Test Method","924e63ce-e013-4fe7-9934-d1e4c1a75eb2","True","string","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_20","Vital Signs Position","8e93b828-a3ee-465a-b45e-f549947599d3","True","string","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_21","Vital Signs Result","9b75bc32-1ff4-401b-9823-3d26da0e167f","True","decimal","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_22","Unit of Pressure","fc74639d-f291-4c03-9947-35d2778c929a","True","string","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_23","Vital Signs Location","6e788a36-fc0d-4d6e-af86-b45a558c333e","True","string","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_24","Vital Signs Laterality","8dec6c89-035f-4be0-9c3e-eab4e6e154e3","True","string","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_25","Test Method","0fa0c42e-006d-416c-a316-dbf088a2fd8b","True","string","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_26","Vital Signs Position","20e618a8-1fe8-41b7-83f7-7ec34ba32da7","True","string","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_27","Vital Signs Result","da257817-0f32-40a5-b5c7-dfa4e281c3d4","True","decimal","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_28","Unit of Temperature","b51720a6-5217-4b8f-9e36-20490c905fee","True","string","BiomedicalConceptProperty","True","Unit of Temperature"
"BiomedicalConceptProperty_29","Vital Signs Location","a5be25d8-c150-4bd7-9583-7fac0e5eac3d","True","string","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_30","Vital Signs Result","858fe6c6-de2b-4e9e-aff8-b2293555c7b4","True","decimal","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_31","Unit of Weight","129f4c19-a038-4c41-b9d3-d32c6419844d","True","string","BiomedicalConceptProperty","True","Unit of Weight"
"BiomedicalConceptProperty_32","Vital Signs Result","d829da54-f8d1-4a92-b983-b75c71250e65","True","decimal","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_33","Unit of Height","2d727398-27c6-4c44-a825-3c610196d6d7","True","string","BiomedicalConceptProperty","True","Unit of Height"
"BiomedicalConceptProperty_34","Laboratory Test Result","6968425c-3054-4f29-b611-445b9d704b2d","True","decimal","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_35","Laboratory Test Fasting Status","37f434e2-20a6-4681-9031-03a17cc4acaa","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_36","Unit of Catalytic Activity Concentration","48cd6497-feb6-4a57-b41c-cc8147e4eb79","True","string","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty_37","Biospecimen Type","f01cfd3e-999a-42ff-8dcb-8a0fd57eacdc","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_38","Laboratory Test Result","1b162b03-727a-45e1-b75f-d6524dd357c1","True","string","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_39","Laboratory Test Fasting Status","62ff3847-6bd7-4132-b43b-bc2cd7955c48","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_40","Unit of Concentration","f8ad0e4e-8ede-42f2-98ee-17d8a4fa4ee2","True","string","BiomedicalConceptProperty","True","Unit of Concentration"
"BiomedicalConceptProperty_41","Biospecimen Type","89ad3ab0-1400-450f-adea-ddc20003e01d","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_42","Laboratory Test Result","46e2228d-d822-4ee6-8e56-b75cea083eb5","True","decimal","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_43","Laboratory Test Fasting Status","3d625db4-e731-492a-aeb1-f9f6597fbf0c","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_44","Unit of Catalytic Activity Concentration","cf96afdf-4498-4c82-8325-14ffd344b1be","True","string","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty_45","Biospecimen Type","f82e33a6-bf88-4447-b2d3-17d603abad9d","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_46","Laboratory Test Result","aa33d84d-1321-4959-8eda-ada5dac684d5","True","decimal","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_47","Laboratory Test Fasting Status","f8245350-358f-4c77-940c-ac8fd451657b","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_48","Unit of Catalytic Activity Concentration","1af3e888-5366-41b3-8a82-0256f271519c","True","string","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty_49","Biospecimen Type","7ce8cc12-464d-40fa-abfe-1781984626a7","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_50","Laboratory Test Result","b3e88dc5-14f9-4493-89e1-42353929c0a9","True","string","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_51","Laboratory Test Fasting Status","57d6037d-fc67-4a78-9ef4-10165d2ad944","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_52","Unit of Concentration","448a09d9-c18b-4031-a626-3c47199f4de9","True","string","BiomedicalConceptProperty","True","Unit of Concentration"
"BiomedicalConceptProperty_53","Biospecimen Type","58c95821-486e-48a8-bd93-71e56cdf5080","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_54","Laboratory Test Result","516d3bd8-9b5f-4d12-883a-4d1925faa366","True","decimal","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_55","Laboratory Test Fasting Status","78b74025-753c-482e-b7f4-bcbf4e96486b","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_56","Molarity Unit","63bb8ad6-b04a-42b8-89c7-f08dc7c7ee48","True","string","BiomedicalConceptProperty","True","Molarity Unit"
"BiomedicalConceptProperty_57","Biospecimen Type","74ba9dae-c72e-44b3-850b-c0d862ed1834","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_58","Laboratory Test Result","e89be229-6ecb-40bd-a4cb-7138953fd5cc","True","decimal","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_59","Laboratory Test Fasting Status","6a07f23e-64f4-4e07-b221-ff43b3ce640b","True","boolean","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_60","Molarity Unit","2d84d962-1324-4407-85ac-267e4a7ce7ee","True","string","BiomedicalConceptProperty","True","Molarity Unit"
"BiomedicalConceptProperty_61","Biospecimen Type","da2ba1cf-c087-486b-a5e4-170b41443290","True","string","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_62","Vital Signs Result","cfb4fe0b-732e-4eb4-8e49-0e68781727eb","True","decimal","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_63","Unit of Pressure","07c42b3b-a21c-4426-9531-26ac4cd8d9f4","True","string","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_64","Vital Signs Location","c748603b-0d4a-4253-a210-224534f9e4e7","True","string","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_65","Vital Signs Laterality","a7ad86bb-a29f-4b1c-91d8-00d027fdc7a5","True","string","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_66","Test Method","5dc5db2b-dd72-4231-8f89-7b79cab92c92","True","string","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_67","Vital Signs Position","c8940378-271d-4ae1-ad32-a393a5986a73","True","string","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_68","Vital Signs Result","da35cb78-e937-4c34-8382-e327dbd528b3","True","decimal","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_69","Unit of Pressure","893fe5a0-ab58-406e-be6b-01eaa045289e","True","string","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_70","Vital Signs Location","ada806c7-e639-46e5-bb0e-04c786dc1067","True","string","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_71","Vital Signs Laterality","cc11e2d5-51cf-45d9-98fe-950c9069bdce","True","string","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_72","Test Method","d64441fd-32fd-4f78-a272-109ed910c7d8","True","string","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_73","Vital Signs Position","f076e26b-8433-40a6-876f-090bdc75bef4","True","string","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_74","Vital Signs Result","231cf6c4-1443-4706-84c8-529b628ed427","True","integer","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_75","Count per Minute","caf24127-fb89-4d6d-b828-7074cc28008b","True","string","BiomedicalConceptProperty","True","Count per Minute"
"BiomedicalConceptProperty_76","Vital Signs Location","940f2d0d-84dd-4b71-a0b9-57df43862459","True","string","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_77","Vital Signs Laterality","72e924d0-2fec-4b10-8d3a-6c76c2b06d41","True","string","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_78","Test Method","91231f3f-8d2c-4e6d-ab5b-294f12e5001a","True","string","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_79","Vital Signs Position","fe063131-5656-4fd9-a616-4e40f5b48ceb","True","string","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_80","Vital Signs Result","66dd4f2f-cb28-41a0-b67e-613fc522eac1","True","decimal","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_81","Unit of Pressure","8d8a0f2f-202b-4ecc-b362-fea8a01fea9b","True","string","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_82","Vital Signs Location","a3c0704d-d132-4939-ab3c-1deea60c1f6c","True","string","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_83","Vital Signs Laterality","81ee7fa6-0222-437c-ade4-6d638a7dac34","True","string","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_84","Test Method","9684c7dc-50ed-42ff-8af1-c489736783c7","True","string","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_85","Vital Signs Position","a684afcf-7478-4600-92a6-49ca436e052d","True","string","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_86","Vital Signs Result","fdbf2fa0-83ab-41c1-8f99-6565eb7fb85d","True","decimal","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_87","Unit of Pressure","f2e23cdc-9687-4669-a13d-d4f9e4aec54e","True","string","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_88","Vital Signs Location","fc25a594-c5a1-4f30-9f18-a83b593e8bb5","True","string","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_89","Vital Signs Laterality","5bfbfd37-f42f-4465-b7b6-3e34b7cd93f0","True","string","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_90","Test Method","3c4baf86-b345-4bdf-bb38-b9fe54e6ecfa","True","string","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_91","Vital Signs Position","f478f03e-8720-4c50-a3f9-844da754e39c","True","string","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_92","Vital Signs Result","3bd72b29-53ad-4fef-984f-99094c6da74a","True","integer","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_93","Count per Minute","f6b307e2-5527-4d7f-94d7-17b18e6ea1f4","True","string","BiomedicalConceptProperty","True","Count per Minute"
"BiomedicalConceptProperty_94","Vital Signs Location","d0c2290a-72ca-49cf-bb82-80019291efcb","True","string","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_95","Vital Signs Laterality","61829503-d3f3-498c-bc19-d8eaeea0d61e","True","string","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_96","Test Method","a008425b-f566-4224-b0ce-165f8cbdd02b","True","string","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_97","Vital Signs Position","dfdd9dd6-28f9-4766-bef8-9db0c2a995c8","True","string","BiomedicalConceptProperty","True","Vital Signs Position"
