"id","uuid:ID","text","sectionTitle","instanceType","name","sectionNumber"
"NarrativeContent_13","12756674-0258-445f-bf7c-c16307fdb7b0","<div></div>","Description of Trial Design","NarrativeContent","SECTION 4.1","4.1"
"NarrativeContent_14","a499ce83-9273-410b-b56d-a5401cfe0e3c","<div></div>","Participant Input into Design","NarrativeContent","SECTION 4.1.1","4.1.1"
"NarrativeContent_15","1b7aac06-1bcf-456d-81a8-db6ba4dba262","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>","Rationale for Trial Design","NarrativeContent","SECTION 4.2","4.2"
"NarrativeContent_16","8b71f533-678c-4164-8145-94a27b158c80","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","Rationale for Comparator","NarrativeContent","SECTION 4.2.1","4.2.1"
"NarrativeContent_17","d3f7225d-708f-47f4-82a8-3289bfbe9de0","<div></div>","Rationale for Adaptive or Novel Trial Design","NarrativeContent","SECTION 4.2.2","4.2.2"
"NarrativeContent_18","4a412d8c-86b3-4fe2-a1bc-085995ceec8d","<div></div>","Other Trial Design Considerations","NarrativeContent","SECTION 4.2.3","4.2.3"
"NarrativeContent_19","bd24ed90-4e10-48b1-a342-97dd5d6badd6","<div></div>","Access to Trial Intervention After End of Trial","NarrativeContent","SECTION 4.3","4.3"
"NarrativeContent_20","a8811607-fc2e-46ab-b7ba-f61c51bd4bb3","<div></div>","Start of Trial and End of Trial","NarrativeContent","SECTION 4.4","4.4"
"NarrativeContent_21","4ab868f0-d693-4705-8636-615f3b955031","<div></div>","TRIAL POPULATION","NarrativeContent","SECTION 5","5"
"NarrativeContent_22","86a13412-1856-452f-9629-5900988724dc","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","Selection of Trial Population","NarrativeContent","SECTION 5.1","5.1"
"NarrativeContent_23","86685a96-cc0a-452d-a615-8e3ae9529d53","<div></div>","Rationale for Trial Population","NarrativeContent","SECTION 5.2","5.2"
"NarrativeContent_24","eb32c3d0-3c69-4de0-8ea3-c467504695a7","<div><usdm:section name=""M11-inclusion""></div>","Inclusion Criteria","NarrativeContent","SECTION 5.3","5.3"
"NarrativeContent_25","06339426-3ef4-4655-b9a4-8e3df8bca850","<div><usdm:section name=""M11-exclusion""></div>","Exclusion Criteria","NarrativeContent","SECTION 5.4","5.4"
"NarrativeContent_26","fcdd7323-5fa4-46bd-9278-58616ee73974","<div></div>","Lifestyle Considerations","NarrativeContent","SECTION 5.5","5.5"
"NarrativeContent_27","5efb5fd5-9525-4ed6-be17-eb967cd343ea","<div></div>","Meals and Dietary Restrictions","NarrativeContent","SECTION 5.5.1","5.5.1"
"NarrativeContent_28","e944e698-519d-48ad-b392-6c4012176a6d","<div><p>Not applicable</p></div>","Caffeine, Alcohol, Tobacco, and Other Habits","NarrativeContent","SECTION 5.5.2","5.5.2"
"NarrativeContent_29","e1fb0067-aab8-473f-9a3e-2d99cad8bce9","<div></div>","Physical Activity","NarrativeContent","SECTION 5.5.3","5.5.3"
"NarrativeContent_30","e361aa90-2234-4065-9c6d-1fabe8a55044","<div></div>","Other Activity","NarrativeContent","SECTION 5.5.4","5.5.4"
"NarrativeContent_31","caf21f18-c4e8-496b-a54d-ec0ff8952297","<div></div>","Screen Failures","NarrativeContent","SECTION 5.6","5.6"
"NarrativeContent_32","705bb1e4-c5f8-497a-a036-b4eb0a1d07ce","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY","NarrativeContent","SECTION 6","6"
"NarrativeContent_33","0093cc55-7685-4dca-a195-773aac9dd91c","<div></div>","Description of Trial Intervention","NarrativeContent","SECTION 6.1","6.1"
"NarrativeContent_34","33975ea0-a087-4c67-a870-76f4fa0d1a26","<div></div>","Rationale for Trial Intervention","NarrativeContent","SECTION 6.2","6.2"
"NarrativeContent_35","0cbe8db1-9a05-4721-a0ba-94ae87b69bef","<div></div>","Dosing and Administration","NarrativeContent","SECTION 6.3","6.3"
"NarrativeContent_36","7dac6c81-6584-4d0f-af43-d009fe49c5fb","<div></div>","Trial Intervention Dose Modification","NarrativeContent","SECTION 6.3.1","6.3.1"
"NarrativeContent_37","77fb3004-586f-4835-adc6-ed8975fcec1f","<div></div>","Treatment of Overdose","NarrativeContent","SECTION 6.4","6.4"
"NarrativeContent_38","bc6ce7a0-fdc2-4927-839d-fe9148520f11","<div></div>","Preparation, Handling, Storage and Accountability","NarrativeContent","SECTION 6.5","6.5"
"NarrativeContent_39","f8b84911-66b6-4202-99ad-3e267a545112","<div></div>","Preparation of Trial Intervention","NarrativeContent","SECTION 6.5.1","6.5.1"
"NarrativeContent_40","776bf92b-a53b-4fd5-9cb2-82d936e4fcde","<div></div>","Handling and Storage of Trial Intervention","NarrativeContent","SECTION 6.5.2","6.5.2"
"NarrativeContent_41","a2bb09e7-7f51-4c48-adff-e50624cd50d1","<div></div>","Accountability of Trial Intervention","NarrativeContent","SECTION 6.5.3","6.5.3"
"NarrativeContent_42","cb241cd5-4c87-4c1d-bc96-c1bf30e0544c","<div></div>","Participant Assignment, Randomisation and Blinding","NarrativeContent","SECTION 6.6","6.6"
"NarrativeContent_43","66b5bd2f-25e1-44be-b8d6-d81d1e3d5b2f","<div></div>","Participant Assignment","NarrativeContent","SECTION 6.6.1","6.6.1"
"NarrativeContent_44","24bf6292-c475-4a68-a0ab-0604cd92d8fc","<div></div>","Randomisation","NarrativeContent","SECTION 6.6.2","6.6.2"
"NarrativeContent_45","bfd97483-f0e7-46b2-81b9-0e65aee301fa","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","Blinding and Unblinding","NarrativeContent","SECTION 6.6.3","6.6.3"
"NarrativeContent_46","25817019-99cf-4273-823c-c2f4bbb8373a","<div></div>","Trial Intervention Compliance","NarrativeContent","SECTION 6.7","6.7"
"NarrativeContent_47","951182e5-f02a-46c9-811b-3cff1e42a2d6","<div></div>","Concomitant Therapy","NarrativeContent","SECTION 6.8","6.8"
"NarrativeContent_48","ec90fb47-b2c4-4a2c-9871-49151893cff0","<div></div>","Prohibited Concomitant Therapy","NarrativeContent","SECTION 6.8.1","6.8.1"
"NarrativeContent_49","cfaca5c2-5ed5-4979-a1cb-7f3a5bdcefaa","<div></div>","Permitted Concomitant Therapy","NarrativeContent","SECTION 6.8.2","6.8.2"
"NarrativeContent_50","fba288b3-d08c-4a92-b15b-e02f1bb76777","<div></div>","Rescue Therapy","NarrativeContent","SECTION 6.8.3","6.8.3"
"NarrativeContent_51","bfc72e0d-09c0-44cf-9dd3-3c58307a93f6","<div></div>","Other Therapy","NarrativeContent","SECTION 6.8.4","6.8.4"
"NarrativeContent_52","44590d82-2bd0-472a-9b5c-8a53966f7795","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent","SECTION 7","7"
"NarrativeContent_53","b3bb7077-73ce-49a7-8551-e41d8b4400f1","<div></div>","Discontinuation of Trial Intervention","NarrativeContent","SECTION 7.1","7.1"
"NarrativeContent_54","fea03e4b-09f7-4c4d-9f1d-3e70ee5aedf6","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent","SECTION 7.1.1","7.1.1"
"NarrativeContent_55","432ee149-019d-47c5-ab88-d0d5b1941203","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent","SECTION 7.1.2","7.1.2"
"NarrativeContent_56","1e5a9276-7b60-45a8-becc-1e93abd2c868","<div></div>","Rechallenge","NarrativeContent","SECTION 7.1.3","7.1.3"
"NarrativeContent_57","55b88fdd-80e2-44df-9e73-c207a2cc3b8c","<div></div>","Participant Withdrawal from the Trial","NarrativeContent","SECTION 7.2","7.2"
"NarrativeContent_58","d778c7e2-a05e-4544-938f-523e34d3f49b","<div></div>","Lost to Follow-Up","NarrativeContent","SECTION 7.3","7.3"
"NarrativeContent_59","056f12b4-a2c1-4319-9708-d3ee862d3ab8","<div></div>","Trial Stopping Rules","NarrativeContent","SECTION 7.4","7.4"
"NarrativeContent_60","ca3c6c23-d225-475f-b207-5123e1a6daa9","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent","SECTION 8","8"
"NarrativeContent_61","40124952-812a-47ea-969e-8337acdee3bc","<div></div>","Screening/Baseline Assessments and Procedures","NarrativeContent","SECTION 8.1","8.1"
"NarrativeContent_62","c728d7a3-6c9c-498f-bdb1-71d6e86b1a0f","<div></div>","Efficacy Assessments and Procedures","NarrativeContent","SECTION 8.2","8.2"
"NarrativeContent_63","12edbe55-6c3c-4e9c-8ae1-3f0cdf749ef1","<div></div>","Safety Assessments and Procedures","NarrativeContent","SECTION 8.3","8.3"
"NarrativeContent_64","e7725e71-4ca3-4f71-b63b-6630dfe558a2","<div></div>","Physical Examination","NarrativeContent","SECTION 8.3.1","8.3.1"
"NarrativeContent_65","9c864485-5c2b-47ea-b419-38cee30fe5e3","<div></div>","Vital Signs","NarrativeContent","SECTION 8.3.2","8.3.2"
"NarrativeContent_66","c4304d25-d319-48b1-8cbf-1e095beea021","<div></div>","Electrocardiograms","NarrativeContent","SECTION 8.3.3","8.3.3"
"NarrativeContent_67","9b104c6f-3923-4046-9af9-1f7f90633a2b","<div></div>","Clinical Laboratory Assessments","NarrativeContent","SECTION 8.3.4","8.3.4"
"NarrativeContent_68","cee52914-7246-4178-8fca-347681dd8156","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent","SECTION 8.3.5","8.3.5"
"NarrativeContent_69","5c6f8116-4962-4900-b88f-5e86e75f910e","<div></div>","Adverse Events and Serious Adverse Events","NarrativeContent","SECTION 8.4","8.4"
"NarrativeContent_70","802a6ff1-4fd6-4e06-8a03-25c47e590ff9","<div></div>","Definitions of AE and SAE","NarrativeContent","SECTION 8.4.1","8.4.1"
"NarrativeContent_71","a4708c4e-48c0-4e7f-b150-9b7fdd353ccc","<div></div>","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent","SECTION 8.4.2","8.4.2"
"NarrativeContent_72","f7fabe64-86f4-4df3-b6ac-5b4123ef0ed6","<div></div>","Identifying AEs and SAEs","NarrativeContent","SECTION 8.4.3","8.4.3"
"NarrativeContent_73","f692d644-94de-4a0d-8895-3c04cf14e593","<div></div>","Recording of AEs and SAEs","NarrativeContent","SECTION 8.4.4","8.4.4"
"NarrativeContent_74","c35f9202-0c51-456e-8b1d-1280c9ac0a70","<div></div>","Follow-up of AEs and SAEs","NarrativeContent","SECTION 8.4.5","8.4.5"
"NarrativeContent_75","8f858ecc-277a-4100-9bcd-4d3c4b39ef74","<div></div>","Reporting of SAEs","NarrativeContent","SECTION 8.4.6","8.4.6"
"NarrativeContent_76","72d411b2-3bb6-4a61-9179-eb4385460280","<div></div>","Regulatory Reporting Requirements for SAEs","NarrativeContent","SECTION 8.4.7","8.4.7"
"NarrativeContent_77","4d356ec9-1b55-4156-9f08-dd2d91496e3e","<div></div>","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent","SECTION 8.4.8","8.4.8"
"NarrativeContent_78","211afdf9-a1af-4727-834f-3379b399ad9c","<div></div>","Adverse Events of Special Interest","NarrativeContent","SECTION 8.4.9","8.4.9"
"NarrativeContent_79","02dee8d1-7908-4400-8954-3196daabe96e","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent","SECTION 8.4.10","8.4.10"
"NarrativeContent_80","23e5e0a3-935d-4c2f-b2d5-75225fe86098","<div></div>","Pregnancy and Postpartum Information","NarrativeContent","SECTION 8.5","8.5"
"NarrativeContent_81","0d7e373e-3440-4920-a004-fed7180c41cd","<div></div>","Participants Who Become Pregnant During the Trial","NarrativeContent","SECTION 8.5.1","8.5.1"
"NarrativeContent_82","389518a5-9897-4cd1-bb10-1e71c02c9de3","<div></div>","Participants Whose Partners Become Pregnant","NarrativeContent","SECTION 8.5.2","8.5.2"
"NarrativeContent_83","8b1b0380-7b07-4373-9afb-af77964c630e","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent","SECTION 8.6","8.6"
"NarrativeContent_84","c981052e-e660-4ac1-a468-f0b2c31070f0","<div></div>","Definition of Medical Device Product Complaints","NarrativeContent","SECTION 8.6.1","8.6.1"
"NarrativeContent_85","3846729c-ab30-4f1d-be01-17de7a03d448","<div></div>","Recording of Medical Device Product Complaints","NarrativeContent","SECTION 8.6.2","8.6.2"
"NarrativeContent_86","0e802d94-fd6e-446b-9685-f44cd928596e","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent","SECTION 8.6.3","8.6.3"
"NarrativeContent_87","d97b7900-9e4a-43a4-b126-9c4b48a023c1","<div></div>","Follow-Up of Medical Device Product Complaints","NarrativeContent","SECTION 8.6.4","8.6.4"
"NarrativeContent_88","4a59abc7-4cf3-46ee-b9e2-152c62760506","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent","SECTION 8.6.5","8.6.5"
"NarrativeContent_89","5641dc3e-4231-4785-9dfc-176f6aab518d","<div></div>","Pharmacokinetics","NarrativeContent","SECTION 8.7","8.7"
"NarrativeContent_90","885f0352-5dd4-481b-a884-36b43875ae38","<div></div>","Genetics","NarrativeContent","SECTION 8.8","8.8"
"NarrativeContent_91","e4e1f791-19f5-4bae-b085-287413cd81cb","<div></div>","Biomarkers","NarrativeContent","SECTION 8.9","8.9"
"NarrativeContent_92","9c00f3b1-6f42-4028-a514-ac5f43db5deb","<div></div>","Immunogenicity Assessments","NarrativeContent","SECTION 8.1","8.1"
"NarrativeContent_93","bc6e65ec-9cc5-4cda-8b7d-94bd98ee8810","<div></div>","Medical Resource Utilisation and Health Economics","NarrativeContent","SECTION 8.1.1","8.1.1"
"NarrativeContent_94","2350d1f5-9ec4-4610-912d-b5575da74320","<div></div>","STATISTICAL CONSIDERATIONS","NarrativeContent","SECTION 9","9"
"NarrativeContent_95","add7c8db-46b2-4520-922c-89c24f6f2d8a","<div></div>","Analysis Sets","NarrativeContent","SECTION 9.1","9.1"
"NarrativeContent_96","f6c5d252-e88c-4e8c-b241-4511c7ff05c5","<div></div>","Analyses Supporting Primary Objective(s)","NarrativeContent","SECTION 9.2","9.2"
"NarrativeContent_97","a55a537d-a9ef-4a6c-9ee1-4db53d0304db","<div></div>","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent","SECTION 9.2.1","9.2.1"
"NarrativeContent_98","e88becd9-aec3-4692-a1b7-949b09963dae","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent","SECTION 9.2.2","9.2.2"
"NarrativeContent_99","9bacf034-aec9-4102-aecf-57e1ad62576a","<div></div>","Handling of Missing Data","NarrativeContent","SECTION 9.2.3","9.2.3"
"NarrativeContent_100","55716b4a-7abf-4362-9e7b-7726f923e49b","<div></div>","Sensitivity Analysis","NarrativeContent","SECTION 9.2.4","9.2.4"
"NarrativeContent_101","01c0086e-7a36-4b1e-9c4f-5d0261327ecb","<div></div>","Supplementary Analysis","NarrativeContent","SECTION 9.2.5","9.2.5"
"NarrativeContent_102","dd8f58c3-0274-4d86-9cac-79b9cc3eee4d","<div></div>","Analysis Supporting Secondary Objective(s)","NarrativeContent","SECTION 9.3","9.3"
"NarrativeContent_103","5045283f-e7f5-49f5-a716-b39ae859cbdb","<div></div>","Analysis of Exploratory Objective(s)","NarrativeContent","SECTION 9.4","9.4"
"NarrativeContent_104","18388570-8531-42a0-8f0c-679b4ae57891","<div></div>","Safety Analyses","NarrativeContent","SECTION 9.5","9.5"
"NarrativeContent_105","fed2bd64-50f4-4bf4-9d6d-b9fb8b7c4295","<div></div>","Other Analyses","NarrativeContent","SECTION 9.6","9.6"
"NarrativeContent_106","cdc3e725-3def-443f-b990-6e82d6a34627","<div></div>","Interim Analyses","NarrativeContent","SECTION 9.7","9.7"
"NarrativeContent_107","35ccdc0a-b039-4f7b-879a-10c1f55d5d88","<div></div>","Sample Size Determination","NarrativeContent","SECTION 9.8","9.8"
"NarrativeContent_108","c9d47e2b-ec2c-43b1-883e-49244b3f788c","<div></div>","Protocol Deviations","NarrativeContent","SECTION 9.9","9.9"
"NarrativeContent_109","c0f0cc4f-768b-4fb9-b6e8-5dfd60ceae15","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent","SECTION 10","10"
"NarrativeContent_110","c26bbdf1-8132-4264-bb67-6d15947284c6","<div></div>","Regulatory and Ethical Considerations","NarrativeContent","SECTION 10.1","10.1"
"NarrativeContent_111","096ec30b-cb55-441a-b258-a7d44c5f559f","<div></div>","Committees","NarrativeContent","SECTION 10.2","10.2"
"NarrativeContent_112","f950a3c6-2cb3-4d8e-8226-38cdd7322f74","<div></div>","Informed Consent Process","NarrativeContent","SECTION 10.3","10.3"
"NarrativeContent_113","5af713d5-cd22-439d-a816-4c90a8887555","<div></div>","Data Protection","NarrativeContent","SECTION 10.4","10.4"
"NarrativeContent_114","ab33047f-f0b0-46a1-b668-494f8706fb91","<div></div>","Early Site Closure or Trial Termination","NarrativeContent","SECTION 10.5","10.5"
"NarrativeContent_115","b4ab84a2-1753-42c8-b916-e26cd6921288","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent","SECTION 11","11"
"NarrativeContent_116","5ff0ee46-3589-44e3-ac88-47075ad3c735","<div></div>","Quality Tolerance Limits","NarrativeContent","SECTION 11.1","11.1"
"NarrativeContent_117","25f858a1-f4b0-47c9-80bb-c3b84c99cda0","<div></div>","Data Quality Assurance","NarrativeContent","SECTION 11.2","11.2"
"NarrativeContent_118","c07b20cb-7949-43c9-99c4-afe5226949b9","<div></div>","Source Data","NarrativeContent","SECTION 11.3","11.3"
"NarrativeContent_119","c5e87118-caff-4202-8300-5b88ca0f4885","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent","SECTION 12","12"
"NarrativeContent_120","dce20cd0-2aea-4f45-a459-606f7b778742","<div></div>","Further Details and Clarifications on the AE Definition","NarrativeContent","SECTION 12.1","12.1"
"NarrativeContent_121","ff1fc098-c229-46fe-920d-37a39232fcc9","<div></div>","Further Details and Clarifications on the SAE Definition","NarrativeContent","SECTION 12.2","12.2"
"NarrativeContent_122","0697c62f-8371-4b66-9166-761f14427e2c","<div></div>","Severity","NarrativeContent","SECTION 12.3","12.3"
"NarrativeContent_123","43e8c042-36de-4b47-a772-41dd94ea3b12","<div></div>","Causality","NarrativeContent","SECTION 12.4","12.4"
"NarrativeContent_124","19f094d7-50ab-42c9-891d-e69b2847b980","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent","SECTION 13","13"
"NarrativeContent_125","1ad6014d-7b9c-42e3-8e5b-710301793cde","<div></div>","Contraception and Pregnancy Testing","NarrativeContent","SECTION 13.1","13.1"
"NarrativeContent_126","307bc2f8-4b7f-4356-aeef-47a289cd20a9","<div></div>","Definitions Related to Childbearing Potential","NarrativeContent","SECTION 13.1.1","13.1.1"
"NarrativeContent_127","fd9bc2a3-c96a-41ad-833a-e31e5fbc34fb","<div></div>","Contraception","NarrativeContent","SECTION 13.1.2","13.1.2"
"NarrativeContent_128","710f3a8a-bdd8-49cd-9acf-b6f1a9449492","<div></div>","Pregnancy Testing","NarrativeContent","SECTION 13.1.3","13.1.3"
"NarrativeContent_129","17fe9dab-f344-4b19-a4e8-ed1d9fa3cfeb","<div></div>","Clinical Laboratory Tests","NarrativeContent","SECTION 13.2","13.2"
"NarrativeContent_130","5f9b6874-4903-4962-a3ed-0816b15f7bfd","<div></div>","Country/Region-Specific Differences","NarrativeContent","SECTION 13.3","13.3"
"NarrativeContent_131","17faa679-339a-4f37-a113-9411485ed6e4","<div></div>","Prior Protocol Amendments","NarrativeContent","SECTION 13.4","13.4"
"NarrativeContent_132","98e2da67-1186-4977-a8f8-a13c7d1c23ac","<div></div>","APPENDIX: GLOSSARY OF TERMS","NarrativeContent","SECTION 14","14"
"NarrativeContent_133","718381b9-befb-4128-9aed-9d2d0cf1b41c","<div></div>","APPENDIX: REFERENCES","NarrativeContent","SECTION 15","15"
