"name","id","sectionTitle","uuid:ID","text","sectionNumber"
"SECTION 5.5.3","NarrativeContent_28","Physical Activity","d8187f0e-dfdf-4140-b01e-c4ba03a87174","<div></div>","5.5.3"
"SECTION 5.5.4","NarrativeContent_29","Other Activity","db7a39d1-396b-4b92-b94f-127909abe65a","<div></div>","5.5.4"
"SECTION 5.6","NarrativeContent_30","Screen Failures","c4b69840-1d57-4577-898a-9e7a5efc210f","<div></div>","5.6"
"SECTION 6","NarrativeContent_31","TRIAL INTERVENTION AND CONCOMITANT THERAPY","f1020703-19f0-495b-b575-042e4099c4be","<div></div>","6"
"SECTION 6.1","NarrativeContent_32","Description of Trial Intervention","34703c63-5a38-4c76-95f1-5d454fafd817","<div></div>","6.1"
"SECTION 6.2","NarrativeContent_33","Rationale for Trial Intervention","7717da91-36f6-4116-b8e8-509ecbcdeb0a","<div></div>","6.2"
"SECTION 6.3","NarrativeContent_34","Dosing and Administration","9287aa54-f05f-4af3-ad83-d8a5bff1e387","<div></div>","6.3"
"SECTION 6.3.1","NarrativeContent_35","Trial Intervention Dose Modification","69dfb52c-dbb4-4f44-984a-3232219ff37e","<div></div>","6.3.1"
"SECTION 6.4","NarrativeContent_36","Treatment of Overdose","1e0b5322-d129-479b-8519-3734bd14903e","<div></div>","6.4"
"SECTION 6.5","NarrativeContent_37","Preparation, Handling, Storage and Accountability","fc507038-bb39-4a61-a7dc-2090c6e1400e","<div></div>","6.5"
"SECTION 6.5.1","NarrativeContent_38","Preparation of Trial Intervention","91686b41-5e0e-46d5-ba2a-4c2a59b6f95b","<div></div>","6.5.1"
"SECTION 6.5.2","NarrativeContent_39","Handling and Storage of Trial Intervention","8adbf4d1-a809-46d5-8fc0-70f56bbb67ac","<div></div>","6.5.2"
"SECTION 6.5.3","NarrativeContent_40","Accountability of Trial Intervention","1ea8f7a8-b903-4516-9d0d-28452361aba0","<div></div>","6.5.3"
"SECTION 6.6","NarrativeContent_41","Participant Assignment, Randomisation and Blinding","e8d6630b-8601-46b4-8f05-bf86f84cec9a","<div></div>","6.6"
"SECTION 6.6.1","NarrativeContent_42","Participant Assignment","b7c083b9-4dd0-4044-8109-e42349b72bd7","<div></div>","6.6.1"
"SECTION 6.6.2","NarrativeContent_43","Randomisation","51bc07a7-6e9d-493f-9cae-5bdea2731445","<div></div>","6.6.2"
"SECTION 6.6.3","NarrativeContent_44","Blinding and Unblinding","809e6984-b8ba-4ace-9440-4dc34ea05191","<div><p>Blinding and unblinding text here please</p></div>","6.6.3"
"SECTION 6.7","NarrativeContent_45","Trial Intervention Compliance","7e10ebe2-5caa-4c0d-82a7-ece408fca8df","<div></div>","6.7"
"SECTION 6.8","NarrativeContent_46","Concomitant Therapy","a15017d4-dc49-4d31-83fe-5c7a12159881","<div></div>","6.8"
"SECTION 6.8.1","NarrativeContent_47","Prohibited Concomitant Therapy","eb615fca-3260-4d97-bdf7-f32e11d872ed","<div></div>","6.8.1"
"SECTION 6.8.2","NarrativeContent_48","Permitted Concomitant Therapy","de0c69ed-a8d5-4482-90a8-5b9b90f4faea","<div></div>","6.8.2"
"SECTION 6.8.3","NarrativeContent_49","Rescue Therapy","eeb11cd6-3ac9-4fb0-920f-512a0d9bf5be","<div></div>","6.8.3"
"SECTION 6.8.4","NarrativeContent_50","Other Therapy","9cdb2767-d8de-454d-afa1-c7d803095fc6","<div></div>","6.8.4"
"SECTION 7","NarrativeContent_51","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","4f1d24a5-ca78-4e92-bd3e-81ab0bd8033d","<div></div>","7"
"SECTION 7.1","NarrativeContent_52","Discontinuation of Trial Intervention","2e308728-25b4-4696-bc03-2525fab19b50","<div></div>","7.1"
"SECTION 7.1.1","NarrativeContent_53","Criteria for Permanent Discontinuation of Trial Intervention","e68ae9ed-7dfd-47f2-b970-641e56ba2971","<div></div>","7.1.1"
"SECTION 7.1.2","NarrativeContent_54","Temporary Discontinuation or Interruption of Trial Intervention","23158c87-129c-4fac-a9aa-40f0a80b90af","<div></div>","7.1.2"
"SECTION 7.1.3","NarrativeContent_55","Rechallenge","0388f5f5-45f4-49be-92de-5d7e67ce2c9f","<div></div>","7.1.3"
"SECTION 7.2","NarrativeContent_56","Participant Withdrawal from the Trial","b0b63d72-2fd8-4af0-af86-b9ad93a91b12","<div></div>","7.2"
"SECTION 7.3","NarrativeContent_57","Lost to Follow-Up","065c04c6-4743-4297-aa56-288552304d1b","<div></div>","7.3"
"SECTION 7.4","NarrativeContent_58","Trial Stopping Rules","548b1a3b-9d44-402b-a01a-6fb07f23b35a","<div></div>","7.4"
"SECTION 8","NarrativeContent_59","TRIAL ASSESSMENTS AND PROCEDURES","27e96c1f-ee89-4df4-a611-5665554f206e","<div></div>","8"
"SECTION 8.1","NarrativeContent_60","Screening/Baseline Assessments and Procedures","9056956e-8ebc-452d-8441-d190f5123c9c","<div></div>","8.1"
"SECTION 8.2","NarrativeContent_61","Efficacy Assessments and Procedures","526f3ba9-031a-423a-bc55-d819d57f83d7","<div></div>","8.2"
"SECTION 8.3","NarrativeContent_62","Safety Assessments and Procedures","25209c44-4ae9-4418-8087-3b640cd8e191","<div></div>","8.3"
"SECTION 8.3.1","NarrativeContent_63","Physical Examination","f79c238a-0ede-4c02-8480-39961365b56f","<div></div>","8.3.1"
"SECTION 8.3.2","NarrativeContent_64","Vital Signs","8aafe109-0549-4eed-80a2-33c081314cbe","<div></div>","8.3.2"
"SECTION 8.3.3","NarrativeContent_65","Electrocardiograms","6fe93790-9fe5-4b96-9715-0d161942fa0f","<div></div>","8.3.3"
"SECTION 8.3.4","NarrativeContent_66","Clinical Laboratory Assessments","1c0b4c09-f311-4b7d-817f-c2225972494b","<div></div>","8.3.4"
"SECTION 8.3.5","NarrativeContent_67","Suicidal Ideation and Behaviour Risk Monitoring","3b229126-6802-4ab9-9be5-54ae8a0c16ff","<div></div>","8.3.5"
"SECTION 8.4","NarrativeContent_68","Adverse Events and Serious Adverse Events","f2f8299a-78dc-4c24-a37a-6b754bd88cd5","<div></div>","8.4"
"SECTION 8.4.1","NarrativeContent_69","Definitions of AE and SAE","17c99be0-06cd-4fb7-9566-0b323efe4e10","<div></div>","8.4.1"
"SECTION 8.4.2","NarrativeContent_70","Time Period and Frequency for Collecting AE and SAE Information","15486563-f039-4178-8a3e-0d563cf7fe22","<div></div>","8.4.2"
"SECTION 8.4.3","NarrativeContent_71","Identifying AEs and SAEs","eecd6c05-4ea9-482a-bcce-45d7484544fc","<div></div>","8.4.3"
"SECTION 8.4.4","NarrativeContent_72","Recording of AEs and SAEs","1b82f896-3317-462c-97ae-0ffc2a4ba9fd","<div></div>","8.4.4"
"SECTION 8.4.5","NarrativeContent_73","Follow-up of AEs and SAEs","b916a936-42be-4de1-b961-4c41079acf84","<div></div>","8.4.5"
"SECTION 8.4.6","NarrativeContent_74","Reporting of SAEs","c294866c-0ffa-4676-9cf4-dac986de2e59","<div></div>","8.4.6"
"SECTION 8.4.7","NarrativeContent_75","Regulatory Reporting Requirements for SAEs","c171bda2-e37f-446f-9834-7cbe4975783c","<div></div>","8.4.7"
"SECTION 8.4.8","NarrativeContent_76","Serious and Unexpected Adverse Reaction Reporting","afcad6df-f8bb-4edd-9b3a-61c6ab37e451","<div></div>","8.4.8"
"SECTION 8.4.9","NarrativeContent_77","Adverse Events of Special Interest","a592ca1b-68db-44e9-9329-78980483bafa","<div></div>","8.4.9"
"SECTION 8.4.10","NarrativeContent_78","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","966bb851-20cc-4ca3-9006-bb49bc5da86c","<div></div>","8.4.10"
"SECTION 8.5","NarrativeContent_79","Pregnancy and Postpartum Information","f9e9b5d8-fa8a-4c78-956d-8f7fbb7db877","<div></div>","8.5"
"SECTION 8.5.1","NarrativeContent_80","Participants Who Become Pregnant During the Trial","fdac38b9-ea18-4471-8ef1-070d2d2bd11e","<div></div>","8.5.1"
"SECTION 8.5.2","NarrativeContent_81","Participants Whose Partners Become Pregnant","712c5f43-9b1b-4f9a-846b-0cc56fcc594b","<div></div>","8.5.2"
"SECTION 8.6","NarrativeContent_82","Medical Device Product Complaints for Drug/Device Combination Products","f0421f0f-09ee-4fbe-b4fd-c29c843b4670","<div></div>","8.6"
"SECTION 8.6.1","NarrativeContent_83","Definition of Medical Device Product Complaints","109213b5-b070-496b-ace3-43c4bea00bda","<div></div>","8.6.1"
"SECTION 8.6.2","NarrativeContent_84","Recording of Medical Device Product Complaints","24ba263e-0c66-478a-b924-2f3ba14aa74a","<div></div>","8.6.2"
"SECTION 8.6.3","NarrativeContent_85","Time Period and Frequency for Collecting Medical Device Product Complaints .","55eaf73f-1e70-40e1-963a-8a046d14273c","<div></div>","8.6.3"
"SECTION 8.6.4","NarrativeContent_86","Follow-Up of Medical Device Product Complaints","90f688ed-ac12-4e10-8eec-85fe6d1b3d17","<div></div>","8.6.4"
"SECTION 8.6.5","NarrativeContent_87","Regulatory Reporting Requirements for Medical Device Product Complaints","9f6ec7a5-af71-432b-a6d6-ae7834297870","<div></div>","8.6.5"
"SECTION 8.7","NarrativeContent_88","Pharmacokinetics","196ee876-83ec-4b32-8792-ddf35cc4c7d4","<div></div>","8.7"
"SECTION 8.8","NarrativeContent_89","Genetics","2c60bf21-1321-4277-ba35-ac862b396e40","<div></div>","8.8"
"SECTION 8.9","NarrativeContent_90","Biomarkers","f857e6b8-9958-4a78-95d2-71d147e9a042","<div></div>","8.9"
"SECTION 8.1","NarrativeContent_91","Immunogenicity Assessments","d2a06be6-d8a0-47d6-b2ac-250ac3fba55c","<div></div>","8.1"
"SECTION 8.1.1","NarrativeContent_92","Medical Resource Utilisation and Health Economics","6f30b4d6-71fb-4697-95ee-297b6ea995db","<div></div>","8.1.1"
"SECTION 9","NarrativeContent_93","STATISTICAL CONSIDERATIONS","4930e507-c988-4702-8c15-a4dd4e00f44c","<div></div>","9"
"SECTION 9.1","NarrativeContent_94","Analysis Sets","571cf9de-b7fa-48c8-93e4-82a83d7b1726","<div></div>","9.1"
"SECTION 9.2","NarrativeContent_95","Analyses Supporting Primary Objective(s)","09cb766f-cd9f-4a27-9b83-1cd2d4c52418","<div></div>","9.2"
"SECTION 9.2.1","NarrativeContent_96","Statistical Model, Hypothesis, and Method of Analysis","e8eed2d4-1e99-46d2-8b4a-e3f63c20cfa1","<div></div>","9.2.1"
"SECTION 9.2.2","NarrativeContent_97","Handling of Intercurrent Events of Primary Estimand(s)","1c5a3583-776d-4734-a4da-d498e8e503b5","<div></div>","9.2.2"
"SECTION 9.2.3","NarrativeContent_98","Handling of Missing Data","d9cb5d16-5c89-416c-b4d6-aa1a59a9f0a5","<div></div>","9.2.3"
"SECTION 9.2.4","NarrativeContent_99","Sensitivity Analysis","ccc85a3a-db73-4823-bcf0-be3e3a623bdc","<div></div>","9.2.4"
"SECTION 9.2.5","NarrativeContent_100","Supplementary Analysis","ea3eeb76-8953-4c54-bc5a-441a0044c8b3","<div></div>","9.2.5"
"SECTION 9.3","NarrativeContent_101","Analysis Supporting Secondary Objective(s)","c4cbb15b-2fcd-4330-9c1b-355094ae1388","<div></div>","9.3"
"SECTION 9.4","NarrativeContent_102","Analysis of Exploratory Objective(s)","d5c23102-b4b1-4d34-b7b4-5537c6a13e53","<div></div>","9.4"
"SECTION 9.5","NarrativeContent_103","Safety Analyses","79b57b81-4fe6-435f-974a-1c588a715fe1","<div></div>","9.5"
"SECTION 9.6","NarrativeContent_104","Other Analyses","6c7ddc79-e262-4eb5-b45d-b9fd80ca08e4","<div></div>","9.6"
"SECTION 9.7","NarrativeContent_105","Interim Analyses","d8052804-68a0-44fa-ba9a-37f1a8df8ba0","<div></div>","9.7"
"SECTION 9.8","NarrativeContent_106","Sample Size Determination","e7e506bc-b000-433a-949f-1f520fe3272e","<div></div>","9.8"
"SECTION 9.9","NarrativeContent_107","Protocol Deviations","a0aa59b0-0ed4-4a92-8a45-b4c3a3d44bb0","<div></div>","9.9"
"SECTION 10","NarrativeContent_108","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","292c8984-3bca-42cc-b13a-b62859f52c15","<div></div>","10"
"SECTION 10.1","NarrativeContent_109","Regulatory and Ethical Considerations","1ca6e49b-825b-4489-9163-d1301ecf1600","<div></div>","10.1"
"SECTION 10.2","NarrativeContent_110","Committees","36c8e96d-2879-43a9-93f6-2b144a03cb6e","<div></div>","10.2"
"SECTION 10.3","NarrativeContent_111","Informed Consent Process","86505ede-f3e9-4e9d-b2ad-61f0cc99cf22","<div></div>","10.3"
"SECTION 10.4","NarrativeContent_112","Data Protection","d3d44a58-2422-4e9a-a4ad-4b44d0e83aa6","<div></div>","10.4"
"SECTION 10.5","NarrativeContent_113","Early Site Closure or Trial Termination","5f3be991-18fc-4df9-a6cf-7cd304ccb1bd","<div></div>","10.5"
"SECTION 11","NarrativeContent_114","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","7d6d1d7f-78ed-4c9e-b0ab-bba22f6cfe9c","<div></div>","11"
"SECTION 11.1","NarrativeContent_115","Quality Tolerance Limits","3733e195-58a8-4664-a2a9-fdc06335da05","<div></div>","11.1"
"SECTION 11.2","NarrativeContent_116","Data Quality Assurance","0957079f-0d88-4cae-ac96-6d688d6ce347","<div></div>","11.2"
"SECTION 11.3","NarrativeContent_117","Source Data","44c99039-15a2-4e6e-a025-11cf9b469447","<div></div>","11.3"
"SECTION 12","NarrativeContent_118","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","e2b20ea1-9a4e-461e-b243-fddb45a62a2a","<div></div>","12"
"SECTION 12.1","NarrativeContent_119","Further Details and Clarifications on the AE Definition","e9b28ab3-ac54-419b-bbb3-d1721425b273","<div></div>","12.1"
"SECTION 12.2","NarrativeContent_120","Further Details and Clarifications on the SAE Definition","eaef866c-e212-476d-8caf-bf97cff14b3a","<div></div>","12.2"
"SECTION 12.3","NarrativeContent_121","Severity","a81d8775-76ed-4174-bee2-c1a678eb7960","<div></div>","12.3"
"SECTION 12.4","NarrativeContent_122","Causality","ced98c82-65ed-4a68-b4dc-0e2dab403c26","<div></div>","12.4"
"SECTION 13","NarrativeContent_123","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","020c7df4-235e-4baf-bbc0-46b86bec3727","<div></div>","13"
"SECTION 13.1","NarrativeContent_124","Contraception and Pregnancy Testing","867e4441-7ad7-473e-88d5-8730cb773fad","<div></div>","13.1"
"SECTION 13.1.1","NarrativeContent_125","Definitions Related to Childbearing Potential","1969694a-295e-4257-a823-9615352220a8","<div></div>","13.1.1"
"SECTION 13.1.2","NarrativeContent_126","Contraception","47bde765-028c-4bd7-85c2-4ce30dc036fc","<div></div>","13.1.2"
"SECTION 13.1.3","NarrativeContent_127","Pregnancy Testing","f66240f8-e575-4918-a362-5ef63b6c1eca","<div></div>","13.1.3"
"SECTION 13.2","NarrativeContent_128","Clinical Laboratory Tests","c4fd6002-4705-4d81-9d79-163f42a4ce15","<div></div>","13.2"
"SECTION 13.3","NarrativeContent_129","Country/Region-Specific Differences","b841bcd1-6f59-47d4-aa8f-aef6f4b39732","<div></div>","13.3"
"SECTION 13.4","NarrativeContent_130","Prior Protocol Amendments","b3c9bb57-2f9d-4520-8b21-b13f271eeae3","<div></div>","13.4"
"SECTION 14","NarrativeContent_131","APPENDIX: GLOSSARY OF TERMS","d22c41ca-fecf-41ac-9f22-33bf752883bc","<div></div>","14"
"SECTION 15","NarrativeContent_132","APPENDIX: REFERENCES","f33ce0bf-2679-4e73-862b-dc79ed0ad564","<div></div>","15"
