"name","instanceType","isEnabled","uuid:ID","label","datatype","id","isRequired"
"Unit of Concentration","BiomedicalConceptProperty","True","f2631f73-c160-4aad-b7a0-77e635a888b2","Unit of Concentration","string","BiomedicalConceptProperty_116","True"
"Biospecimen Type","BiomedicalConceptProperty","True","31a121d8-bf53-4784-9a18-498e26572be1","Biospecimen Type","string","BiomedicalConceptProperty_117","True"
"Laboratory Test Result","BiomedicalConceptProperty","True","d628f449-ea5c-404a-96fa-09127362c76b","Laboratory Test Result","decimal","BiomedicalConceptProperty_118","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty","True","29642121-7225-42e0-8ec3-fe889da40292","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_119","True"
"Molarity Unit","BiomedicalConceptProperty","True","0091f3f1-aa19-4c5a-bf9e-773b0c30f2a5","Molarity Unit","string","BiomedicalConceptProperty_120","True"
"Biospecimen Type","BiomedicalConceptProperty","True","d42a08b6-8c6a-4547-a2f8-79a4981f5eff","Biospecimen Type","string","BiomedicalConceptProperty_121","True"
"Laboratory Test Result","BiomedicalConceptProperty","True","24dc1f36-00ff-4ed6-9ca4-d288a5814b9a","Laboratory Test Result","decimal","BiomedicalConceptProperty_122","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty","True","ac86d5a0-2d8e-47b2-8493-03914d539695","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_123","True"
"Molarity Unit","BiomedicalConceptProperty","True","8aefb40f-ea5f-4c29-9d02-68ee92b367ba","Molarity Unit","string","BiomedicalConceptProperty_124","True"
"Biospecimen Type","BiomedicalConceptProperty","True","43d20970-65fb-487c-99a6-806789bd432c","Biospecimen Type","string","BiomedicalConceptProperty_125","True"
"Reported Event Term","BiomedicalConceptProperty","True","cbaa6622-fd77-4fc0-983d-dbd55ad5dd4d","Reported Event Term","string","BiomedicalConceptProperty_1","True"
"Dictionary-derived Term","BiomedicalConceptProperty","True","e50623c7-044b-4ce7-8d52-a8206815e07d","Dictionary-derived Term","string","BiomedicalConceptProperty_2","True"
"Category","BiomedicalConceptProperty","True","b8eca308-948b-4d7e-b0bc-2f1766414553","Category","string","BiomedicalConceptProperty_3","True"
"Subcategory","BiomedicalConceptProperty","True","8bcc1899-2164-419c-97bd-7c7287f0459c","Subcategory","string","BiomedicalConceptProperty_4","True"
"Observation Start Date Time","BiomedicalConceptProperty","True","2fbf7d56-628a-4c56-a11c-51810ac9694d","Observation Start Date Time","datetime","BiomedicalConceptProperty_5","True"
"Clinical Test Result","BiomedicalConceptProperty","True","a66401fb-bb0f-455c-baf6-3263e374a541","Clinical Test Result","decimal","BiomedicalConceptProperty_6","True"
"Unit of Pressure","BiomedicalConceptProperty","True","ca798ec6-bdcd-4556-802c-5b2b07a2adbb","Unit of Pressure","string","BiomedicalConceptProperty_7","True"
"Anatomic Site","BiomedicalConceptProperty","True","0c47d48c-4547-4e12-a8bf-614c7e003a3e","Anatomic Site","string","BiomedicalConceptProperty_8","True"
"Laterality","BiomedicalConceptProperty","True","215d6dd4-d4d2-4a83-9b01-ee1aadb9a8fc","Laterality","string","BiomedicalConceptProperty_9","True"
"Test Method","BiomedicalConceptProperty","True","e210ed46-af70-413e-83c3-c2cd7d4e1d31","Test Method","string","BiomedicalConceptProperty_10","True"
"Body Position","BiomedicalConceptProperty","True","628c9883-93ce-40ea-8c2d-023ff2999844","Body Position","string","BiomedicalConceptProperty_11","True"
"Clinical Test Result","BiomedicalConceptProperty","True","fd5eb802-b306-44b1-8ef2-af2a242afc91","Clinical Test Result","decimal","BiomedicalConceptProperty_12","True"
"Unit of Pressure","BiomedicalConceptProperty","True","cd0a660d-2fa4-4106-bfbe-5f30b02c9643","Unit of Pressure","string","BiomedicalConceptProperty_13","True"
"Anatomic Site","BiomedicalConceptProperty","True","bb1e9f28-a0d7-4640-959c-9a63b936780d","Anatomic Site","string","BiomedicalConceptProperty_14","True"
"Laterality","BiomedicalConceptProperty","True","06abf569-5cda-4579-b625-0854f5ab3cb7","Laterality","string","BiomedicalConceptProperty_15","True"
"Test Method","BiomedicalConceptProperty","True","aa35d9cb-fd75-47eb-bc5f-7b6decf3ac8c","Test Method","string","BiomedicalConceptProperty_16","True"
"Body Position","BiomedicalConceptProperty","True","196ee188-4e59-4b87-88da-63b2c977d9a8","Body Position","string","BiomedicalConceptProperty_17","True"
"Clinical Test Result","BiomedicalConceptProperty","True","f9688379-b45f-45bc-980e-e1a3831b4b71","Clinical Test Result","decimal","BiomedicalConceptProperty_18","True"
"Unit of Temperature","BiomedicalConceptProperty","True","24f990fa-fdc2-4e5b-9027-6349a6155800","Unit of Temperature","string","BiomedicalConceptProperty_19","True"
"Anatomic Site","BiomedicalConceptProperty","True","1da15ba3-c090-4583-a93b-55d6f6237085","Anatomic Site","string","BiomedicalConceptProperty_20","True"
"Clinical Test Result","BiomedicalConceptProperty","True","ba23efc9-f1f1-4be2-aa7b-eecf34dca09d","Clinical Test Result","decimal","BiomedicalConceptProperty_21","True"
"Unit of Weight","BiomedicalConceptProperty","True","d5650bf2-948e-4998-b157-2ee3281b2a4c","Unit of Weight","string","BiomedicalConceptProperty_22","True"
"Clinical Test Result","BiomedicalConceptProperty","True","27013e49-28bd-4c8a-80e9-79ea4fe14c7e","Clinical Test Result","decimal","BiomedicalConceptProperty_23","True"
"Unit of Height","BiomedicalConceptProperty","True","3c16eeb2-3106-44e5-ab0d-20d20d61a748","Unit of Height","string","BiomedicalConceptProperty_24","True"
"Laboratory Test Result","BiomedicalConceptProperty","True","f495012e-377f-477f-98b9-c6c43e4ddd9b","Laboratory Test Result","decimal","BiomedicalConceptProperty_25","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty","True","074a44bd-9664-4ea8-aa8d-706bb7c3c167","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_26","True"
"Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","0f46b3a0-2a89-49c7-98c8-c86566862d38","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty_27","True"
"Biospecimen Type","BiomedicalConceptProperty","True","afce5646-09f9-45b0-98be-ab2570389a63","Biospecimen Type","string","BiomedicalConceptProperty_28","True"
"Laboratory Test Result","BiomedicalConceptProperty","True","d5f6508e-586a-4699-b2f9-720631103453","Laboratory Test Result","string","BiomedicalConceptProperty_29","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty","True","831ed724-0b54-4371-9859-7130123ddff8","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_30","True"
"Unit of Concentration","BiomedicalConceptProperty","True","1fdf7e6d-429b-40ae-974a-0bc10676f6d9","Unit of Concentration","string","BiomedicalConceptProperty_31","True"
"Biospecimen Type","BiomedicalConceptProperty","True","dd25cad8-2143-4baf-b56c-7fc5c96cc4db","Biospecimen Type","string","BiomedicalConceptProperty_32","True"
"Laboratory Test Result","BiomedicalConceptProperty","True","e0f5fe01-b7ec-4e36-b172-804d71d5d55a","Laboratory Test Result","decimal","BiomedicalConceptProperty_33","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty","True","5ed128db-c8c0-437b-910b-fd20488b0ef5","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_34","True"
"Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","312c5fe2-c749-4f9c-97f2-3ae4f75c5cc6","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty_35","True"
"Biospecimen Type","BiomedicalConceptProperty","True","c3ed9487-04b9-408d-9d1b-1db39bb3a535","Biospecimen Type","string","BiomedicalConceptProperty_36","True"
"Laboratory Test Result","BiomedicalConceptProperty","True","c4cc5bf6-819c-42fa-8a51-74a515de1d47","Laboratory Test Result","decimal","BiomedicalConceptProperty_37","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty","True","a5335d64-b794-45b2-ab3e-2e2498107aa3","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_38","True"
"Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","39e531b5-f79c-4a00-8668-a721d86141a9","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty_39","True"
"Biospecimen Type","BiomedicalConceptProperty","True","fd2d51f9-df20-446e-9eba-c38fc5b2908f","Biospecimen Type","string","BiomedicalConceptProperty_40","True"
"Laboratory Test Result","BiomedicalConceptProperty","True","48eac071-6191-4879-bf88-4448f0e9ecf6","Laboratory Test Result","string","BiomedicalConceptProperty_41","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty","True","df052f02-b54d-4519-9fad-ce1b3d36d99c","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_42","True"
"Unit of Concentration","BiomedicalConceptProperty","True","18eadb8c-9b2f-43d7-818b-7e1b0f1ee1a1","Unit of Concentration","string","BiomedicalConceptProperty_43","True"
"Biospecimen Type","BiomedicalConceptProperty","True","540f2885-53a9-46bb-ae54-efe2ad427f9c","Biospecimen Type","string","BiomedicalConceptProperty_44","True"
"Laboratory Test Result","BiomedicalConceptProperty","True","b3188e49-dffd-4879-a635-8fcf78420607","Laboratory Test Result","decimal","BiomedicalConceptProperty_45","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty","True","b9bc88d5-b1de-4114-afbe-d3fb42790794","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_46","True"
"Molarity Unit","BiomedicalConceptProperty","True","918a855a-8488-436e-8c1b-6e8b9ec22366","Molarity Unit","string","BiomedicalConceptProperty_47","True"
"Biospecimen Type","BiomedicalConceptProperty","True","b03ef66b-3730-49f0-84b3-e05aef0b5ea6","Biospecimen Type","string","BiomedicalConceptProperty_48","True"
"Laboratory Test Result","BiomedicalConceptProperty","True","f8936a76-c3d2-4f71-af1b-1dcebfeaf25c","Laboratory Test Result","decimal","BiomedicalConceptProperty_49","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty","True","52ecde6b-f01f-4319-9006-fe924434beb2","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_50","True"
"Molarity Unit","BiomedicalConceptProperty","True","da01c78b-871b-4720-8ba2-1a522b1e0bd0","Molarity Unit","string","BiomedicalConceptProperty_51","True"
"Biospecimen Type","BiomedicalConceptProperty","True","973688ee-bfd0-4e08-b57a-16d56e711dc3","Biospecimen Type","string","BiomedicalConceptProperty_52","True"
"Clinical Test Result","BiomedicalConceptProperty","True","0ee7f0a0-f812-47a4-a041-edb8b2330d45","Clinical Test Result","decimal","BiomedicalConceptProperty_53","True"
"Unit of Pressure","BiomedicalConceptProperty","True","fecf742a-8004-4018-9e63-a6d1ec8b94b4","Unit of Pressure","string","BiomedicalConceptProperty_54","True"
"Anatomic Site","BiomedicalConceptProperty","True","84b31941-0270-44f3-ac1e-c0d5e4c50588","Anatomic Site","string","BiomedicalConceptProperty_55","True"
"Laterality","BiomedicalConceptProperty","True","6e5f29ca-9bbe-49dd-b261-9164f4c47398","Laterality","string","BiomedicalConceptProperty_56","True"
"Test Method","BiomedicalConceptProperty","True","0e678177-25e5-409b-8c6c-848f4b9ec6ed","Test Method","string","BiomedicalConceptProperty_57","True"
"Body Position","BiomedicalConceptProperty","True","eb2039fb-e72f-4412-93c1-3e414b74bb50","Body Position","string","BiomedicalConceptProperty_58","True"
"Clinical Test Result","BiomedicalConceptProperty","True","12cef53c-625c-4a81-8a09-fee170836fd1","Clinical Test Result","decimal","BiomedicalConceptProperty_59","True"
"Unit of Pressure","BiomedicalConceptProperty","True","79ac21bd-f4d7-472b-8ff3-778ac14d8006","Unit of Pressure","string","BiomedicalConceptProperty_60","True"
"Anatomic Site","BiomedicalConceptProperty","True","5d5d93e6-9690-458b-9dc8-b20f8acc9603","Anatomic Site","string","BiomedicalConceptProperty_61","True"
"Laterality","BiomedicalConceptProperty","True","008d0502-bbc8-4b17-ab73-dadb1954f789","Laterality","string","BiomedicalConceptProperty_62","True"
"Test Method","BiomedicalConceptProperty","True","840d2550-473a-4e2a-a533-7a4b21666bb2","Test Method","string","BiomedicalConceptProperty_63","True"
"Body Position","BiomedicalConceptProperty","True","a1fe6c49-1484-421c-aba9-73c4969e71e7","Body Position","string","BiomedicalConceptProperty_64","True"
"Clinical Test Result","BiomedicalConceptProperty","True","a9efd93b-db05-44d8-95f7-e07fe87b8755","Clinical Test Result","integer","BiomedicalConceptProperty_65","True"
"Count per Minute","BiomedicalConceptProperty","True","038fe8cf-a558-4eaa-826e-0dd846d5fa08","Count per Minute","string","BiomedicalConceptProperty_66","True"
"Anatomic Site","BiomedicalConceptProperty","True","04488eca-4dfc-441c-89ca-abff508494e9","Anatomic Site","string","BiomedicalConceptProperty_67","True"
"Laterality","BiomedicalConceptProperty","True","90eaad24-b092-49fd-b005-6422df6f97d0","Laterality","string","BiomedicalConceptProperty_68","True"
"Test Method","BiomedicalConceptProperty","True","7d0fb924-f1d9-4164-b8f5-2d503a57d59b","Test Method","string","BiomedicalConceptProperty_69","True"
"Body Position","BiomedicalConceptProperty","True","26d7d3a9-54d7-4716-8b83-68c16606f527","Body Position","string","BiomedicalConceptProperty_70","True"
"Clinical Test Result","BiomedicalConceptProperty","True","18391d07-30f9-4881-b91a-069c97e1597e","Clinical Test Result","decimal","BiomedicalConceptProperty_71","True"
"Unit of Pressure","BiomedicalConceptProperty","True","ea4fd7db-399a-4342-9f3a-20f8d7c33567","Unit of Pressure","string","BiomedicalConceptProperty_72","True"
"Anatomic Site","BiomedicalConceptProperty","True","9f7de5a4-62ac-449a-8122-41fe57fe3f0d","Anatomic Site","string","BiomedicalConceptProperty_73","True"
"Laterality","BiomedicalConceptProperty","True","a85d671d-6366-4226-b444-5e1106767435","Laterality","string","BiomedicalConceptProperty_74","True"
"Test Method","BiomedicalConceptProperty","True","c5a33008-fcbc-4ee4-a40b-a1de599c699a","Test Method","string","BiomedicalConceptProperty_75","True"
"Body Position","BiomedicalConceptProperty","True","d9b792a2-32e3-48cb-9a23-323f582c7184","Body Position","string","BiomedicalConceptProperty_76","True"
"Clinical Test Result","BiomedicalConceptProperty","True","17ae8d49-359a-4549-bf17-ae5b404f7735","Clinical Test Result","decimal","BiomedicalConceptProperty_77","True"
"Unit of Pressure","BiomedicalConceptProperty","True","f8b64941-2698-4d38-97d4-5741ba10dbc3","Unit of Pressure","string","BiomedicalConceptProperty_78","True"
"Anatomic Site","BiomedicalConceptProperty","True","c34d6d97-266a-487d-8096-36673bb45690","Anatomic Site","string","BiomedicalConceptProperty_79","True"
"Laterality","BiomedicalConceptProperty","True","0ac43876-2b53-4704-ae2b-b3600d960db0","Laterality","string","BiomedicalConceptProperty_80","True"
"Test Method","BiomedicalConceptProperty","True","f96afd28-e642-4d7a-8ffe-fbbfa8898401","Test Method","string","BiomedicalConceptProperty_81","True"
"Body Position","BiomedicalConceptProperty","True","352caab5-25de-482d-a147-3bb640c7b6e4","Body Position","string","BiomedicalConceptProperty_82","True"
"Clinical Test Result","BiomedicalConceptProperty","True","44d1447e-50cf-4f65-b325-ff24b9ee3ba5","Clinical Test Result","integer","BiomedicalConceptProperty_83","True"
"Count per Minute","BiomedicalConceptProperty","True","e9f28065-f6a8-4656-9dc0-3c3d7bcfacfb","Count per Minute","string","BiomedicalConceptProperty_84","True"
"Anatomic Site","BiomedicalConceptProperty","True","9e0b0925-7d07-488b-a8ed-a6af74410789","Anatomic Site","string","BiomedicalConceptProperty_85","True"
"Laterality","BiomedicalConceptProperty","True","a36e7fd6-ddeb-49ae-9172-963607e97c10","Laterality","string","BiomedicalConceptProperty_86","True"
"Test Method","BiomedicalConceptProperty","True","81446750-112d-425d-b32a-6ac3bb44b8cc","Test Method","string","BiomedicalConceptProperty_87","True"
"Body Position","BiomedicalConceptProperty","True","afcb6cba-5fff-4279-97dd-7c5d8f7b40b7","Body Position","string","BiomedicalConceptProperty_88","True"
