"id:ID","bcPropertyResponseCodes","label","name","uuid","bcPropertyEnabled","bcPropertyDatatype","bcPropertyRequired","id"
"571","[]","Unit of Concentration","Unit of Concentration","04edaac4-1768-4bd8-8ada-c9c952eff07f","True","string","True","BiomedicalConceptProperty_111"
"572","[]","Biospecimen Type","Biospecimen Type","f206d3c4-9f2b-46f6-8cb4-169c2d07884c","True","string","True","BiomedicalConceptProperty_112"
"573","[]","Laboratory Test Result","Laboratory Test Result","40b13669-2cf0-4838-b2db-fc969644d062","True","decimal","True","BiomedicalConceptProperty_113"
"574","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","e900244d-e592-4a14-b03f-a4d9967833ae","True","boolean","True","BiomedicalConceptProperty_114"
"575","[]","Molarity Unit","Molarity Unit","ef3a706c-4e78-457f-b9cf-52446604e4aa","True","string","True","BiomedicalConceptProperty_115"
"576","[]","Biospecimen Type","Biospecimen Type","84d96cd7-af5c-4506-8f83-6dd8982254a2","True","string","True","BiomedicalConceptProperty_116"
"577","[]","Laboratory Test Result","Laboratory Test Result","f623f686-c687-4225-8fc4-44d6e0a6bb4d","True","decimal","True","BiomedicalConceptProperty_117"
"578","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","1198257b-5d6f-4ac7-a6ec-f316ee6c3a95","True","boolean","True","BiomedicalConceptProperty_118"
"579","[]","Molarity Unit","Molarity Unit","81d0e462-23f5-4f4e-a7e7-0995e171a9e1","True","string","True","BiomedicalConceptProperty_119"
"580","[]","Biospecimen Type","Biospecimen Type","7f70bf6d-4fb6-4f2d-86e5-e8b152cc3c26","True","string","True","BiomedicalConceptProperty_120"
"581","[]","Adverse Event Verbatim Description","Adverse Event Verbatim Description","f0168801-ca36-475d-969c-6a764f114269","True","string","True","BiomedicalConceptProperty_1"
"582","[]","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","c8377f8f-ea11-4ad5-92a0-80134a773470","True","string","True","BiomedicalConceptProperty_2"
"583","[]","Adverse Event Category","Adverse Event Category","67fbfe71-06d2-4e62-ac0e-7484fa34ee30","True","string","True","BiomedicalConceptProperty_3"
"584","[]","Adverse Event Subcategory","Adverse Event Subcategory","ba32e7a5-c720-4748-9477-988077d90d4c","True","string","True","BiomedicalConceptProperty_4"
"585","[]","Adverse Event Pre-specified","Adverse Event Pre-specified","1d5f0233-15f7-4b2e-b200-6f25748af6aa","True","boolean","True","BiomedicalConceptProperty_5"
"586","[]","Severity of Adverse Event","Severity of Adverse Event","95d203c5-cc8f-4aa5-94cd-c359bd4fa004","True","string","True","BiomedicalConceptProperty_6"
"587","[]","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","02fb0d53-8c11-4b46-9214-27677d8772f2","True","string","True","BiomedicalConceptProperty_7"
"588","[]","Seriousness of Adverse Event","Seriousness of Adverse Event","2601ef9b-d4e8-4cdb-b622-c6a899b1f5c4","True","boolean","True","BiomedicalConceptProperty_8"
"589","","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","919425df-565e-49b9-bfd8-b20eb79e1552","True","string","True","BiomedicalConceptProperty_9"
"590","[]","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","12023b3b-2fde-4a7c-a4e7-dd5ba2c935fb","True","string","True","BiomedicalConceptProperty_10"
"591","[]","Adverse Event Pattern","Adverse Event Pattern","1430f7a1-8eb6-4956-b8d3-8de65e5881f0","True","string","True","BiomedicalConceptProperty_11"
"592","","Adverse Event Outcome","Adverse Event Outcome","9ccdafe5-6bc2-4245-8f0e-c3c3e7d91cdb","True","string","True","BiomedicalConceptProperty_12"
"593","[]","Adverse Event Start Date Time","Adverse Event Start Date Time","4d4e629b-02f8-43cb-83f1-7fe237f76c47","True","datetime","True","BiomedicalConceptProperty_13"
"594","[]","Adverse Event End Date Time","Adverse Event End Date Time","273a3483-cdc2-48be-931a-11f0b3c8f1ea","True","datetime","True","BiomedicalConceptProperty_14"
"595","[]","Vital Signs Result","Vital Signs Result","90e80b3b-9513-4017-8748-3c767411149d","True","decimal","True","BiomedicalConceptProperty_15"
"596","","Unit of Pressure","Unit of Pressure","63ca64e9-e002-4381-b78d-ee0804413bda","True","string","True","BiomedicalConceptProperty_16"
"597","[]","Vital Signs Location","Vital Signs Location","bb126789-1898-446d-ade5-725fe80f2fd8","True","string","True","BiomedicalConceptProperty_17"
"598","[]","Vital Signs Laterality","Vital Signs Laterality","c0261d61-7398-4f17-a08e-f77a378a7447","True","string","True","BiomedicalConceptProperty_18"
"599","[]","Test Method","Test Method","b61ce39a-30c8-45d2-9a41-898ebc829abc","True","string","True","BiomedicalConceptProperty_19"
"600","[]","Vital Signs Position","Vital Signs Position","a39b3712-267d-4ebb-9621-034f9b6eb1dc","True","string","True","BiomedicalConceptProperty_20"
"601","[]","Vital Signs Result","Vital Signs Result","c9026d44-ef7b-42d8-a308-b8c2d346b258","True","decimal","True","BiomedicalConceptProperty_21"
"602","","Unit of Pressure","Unit of Pressure","8b0c434e-fa1c-46c5-b524-bf8da1290274","True","string","True","BiomedicalConceptProperty_22"
"603","[]","Vital Signs Location","Vital Signs Location","9889bd86-da8b-4388-8325-04aa0edc015a","True","string","True","BiomedicalConceptProperty_23"
"604","[]","Vital Signs Laterality","Vital Signs Laterality","3359435f-db41-4b04-823d-1ba24f5d22c4","True","string","True","BiomedicalConceptProperty_24"
"605","[]","Test Method","Test Method","5f0616a9-a0fd-445b-b009-6c7b8603e73e","True","string","True","BiomedicalConceptProperty_25"
"606","[]","Vital Signs Position","Vital Signs Position","002bcdb2-4bd3-48d1-a7a1-37f30a602816","True","string","True","BiomedicalConceptProperty_26"
"607","[]","Vital Signs Result","Vital Signs Result","9e009502-803f-49af-9e5a-ae45198b5b91","True","decimal","True","BiomedicalConceptProperty_27"
"608","","Unit of Temperature","Unit of Temperature","ec69d61a-ca79-4cb5-8293-5847dd8f24a4","True","string","True","BiomedicalConceptProperty_28"
"609","[]","Vital Signs Location","Vital Signs Location","8c33fd24-1b8f-4512-8d51-065c341c5ba0","True","string","True","BiomedicalConceptProperty_29"
"610","[]","Vital Signs Result","Vital Signs Result","61e8e76b-6d84-43ec-a23a-675ee5965fb2","True","decimal","True","BiomedicalConceptProperty_30"
"611","","Unit of Weight","Unit of Weight","2667ff63-4bfe-4900-9e5a-3c09bbeab3eb","True","string","True","BiomedicalConceptProperty_31"
"612","[]","Vital Signs Result","Vital Signs Result","7ca0eb2b-e8d9-4d59-9148-3ca267e30214","True","decimal","True","BiomedicalConceptProperty_32"
"613","","Unit of Height","Unit of Height","761be890-86ac-4f33-a17d-21b387b02013","True","string","True","BiomedicalConceptProperty_33"
"614","[]","Laboratory Test Result","Laboratory Test Result","62ad7296-d01a-468b-97b0-ff9af9bb1076","True","decimal","True","BiomedicalConceptProperty_34"
"615","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","a978ddf7-11ed-4543-8e7b-8deab3796328","True","boolean","True","BiomedicalConceptProperty_35"
"616","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","5f536019-3560-42a1-bde0-87f52313784a","True","string","True","BiomedicalConceptProperty_36"
"617","[]","Biospecimen Type","Biospecimen Type","04336c22-7949-4885-84f6-37bb8be41242","True","string","True","BiomedicalConceptProperty_37"
"618","[]","Laboratory Test Result","Laboratory Test Result","6f2db864-61da-4ee0-956e-11a876ca6c48","True","string","True","BiomedicalConceptProperty_38"
"619","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","3bddb4c2-37e8-4b34-a048-23700d4d729a","True","boolean","True","BiomedicalConceptProperty_39"
"620","[]","Unit of Concentration","Unit of Concentration","f8405275-2b06-4de0-a33a-0749fd36abb8","True","string","True","BiomedicalConceptProperty_40"
"621","[]","Biospecimen Type","Biospecimen Type","65ec86df-8491-4e11-8332-55d0177ca764","True","string","True","BiomedicalConceptProperty_41"
"622","[]","Laboratory Test Result","Laboratory Test Result","be530312-d21b-4c7e-a9aa-d30d36a50863","True","decimal","True","BiomedicalConceptProperty_42"
"623","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","0ca5c020-1e40-4098-8e6b-712071a7ddd8","True","boolean","True","BiomedicalConceptProperty_43"
"624","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","046fd8f9-ba51-4108-9c19-6d3af4f00db9","True","string","True","BiomedicalConceptProperty_44"
"625","[]","Biospecimen Type","Biospecimen Type","dca7ce97-8222-4dec-afd0-cd3f90e34d73","True","string","True","BiomedicalConceptProperty_45"
"626","[]","Laboratory Test Result","Laboratory Test Result","5c34e801-db84-4f3f-808f-e2faae14330f","True","decimal","True","BiomedicalConceptProperty_46"
"627","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","c40b2b12-7b98-4547-a5a4-1780b8f79643","True","boolean","True","BiomedicalConceptProperty_47"
"628","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","46e1864c-90bf-4e1d-8f47-9ef90e00fd59","True","string","True","BiomedicalConceptProperty_48"
"629","[]","Biospecimen Type","Biospecimen Type","5c509c5a-3dd3-4df0-8e07-6d833843db65","True","string","True","BiomedicalConceptProperty_49"
"630","[]","Laboratory Test Result","Laboratory Test Result","3e93cb90-ada5-47a5-80f1-9c12935e8ea7","True","string","True","BiomedicalConceptProperty_50"
"631","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","7030dff4-8bb7-4d83-8dfa-1007c71cdd4c","True","boolean","True","BiomedicalConceptProperty_51"
"632","[]","Unit of Concentration","Unit of Concentration","e6bb6d08-b9d1-4d73-a19c-024534301d3a","True","string","True","BiomedicalConceptProperty_52"
"633","[]","Biospecimen Type","Biospecimen Type","77d0267b-d03e-4e2e-b293-a81b8ad31fd4","True","string","True","BiomedicalConceptProperty_53"
"634","[]","Laboratory Test Result","Laboratory Test Result","544b98b2-227d-45fc-8cc7-b8e67d4d08f2","True","decimal","True","BiomedicalConceptProperty_54"
"635","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","ece466f2-5af9-471e-a342-6fa7b3ddd54c","True","boolean","True","BiomedicalConceptProperty_55"
"636","[]","Molarity Unit","Molarity Unit","afb765b9-b8a2-4d5e-b2f0-52dc0d4739fd","True","string","True","BiomedicalConceptProperty_56"
"637","[]","Biospecimen Type","Biospecimen Type","09f1c198-b3a2-4cd2-bba8-59029ff3dedf","True","string","True","BiomedicalConceptProperty_57"
"638","[]","Laboratory Test Result","Laboratory Test Result","e3f97d91-0c9f-4f6b-93b5-830a7c8b5d28","True","decimal","True","BiomedicalConceptProperty_58"
"639","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","079df9b4-61b6-4802-9d5e-1f4715e3baf0","True","boolean","True","BiomedicalConceptProperty_59"
"640","[]","Molarity Unit","Molarity Unit","99bcfe4c-7761-4ecb-9fd0-2a9d5a8edf44","True","string","True","BiomedicalConceptProperty_60"
"641","[]","Biospecimen Type","Biospecimen Type","aae71e5d-8db2-4a3d-b9b4-340adb5d3a2f","True","string","True","BiomedicalConceptProperty_61"
"642","[]","Vital Signs Result","Vital Signs Result","bbe29576-c6a9-4d6c-ae1c-df8f634eb887","True","decimal","True","BiomedicalConceptProperty_62"
"643","","Unit of Pressure","Unit of Pressure","a863b735-cba2-49a8-9254-c20bc1a5afae","True","string","True","BiomedicalConceptProperty_63"
"644","[]","Vital Signs Location","Vital Signs Location","883604af-4f37-4fdb-85d9-a8bef5a11e8d","True","string","True","BiomedicalConceptProperty_64"
"645","[]","Vital Signs Laterality","Vital Signs Laterality","a4d4c22e-ef12-4e1e-b55e-5f07d3b8b62b","True","string","True","BiomedicalConceptProperty_65"
"646","[]","Test Method","Test Method","b3f98930-2a03-473b-a9d5-39646c0573d3","True","string","True","BiomedicalConceptProperty_66"
"647","[]","Vital Signs Position","Vital Signs Position","cf2bafa4-c989-4501-acf8-3f7ea54de84c","True","string","True","BiomedicalConceptProperty_67"
"648","[]","Vital Signs Result","Vital Signs Result","9cfcabee-ba40-4442-976e-e709c647e678","True","decimal","True","BiomedicalConceptProperty_68"
"649","","Unit of Pressure","Unit of Pressure","1d106c4a-c8e8-4845-a73f-cafedfdbdbc0","True","string","True","BiomedicalConceptProperty_69"
"650","[]","Vital Signs Location","Vital Signs Location","f8e031be-fa81-4305-bc2d-b56e5257660a","True","string","True","BiomedicalConceptProperty_70"
"651","[]","Vital Signs Laterality","Vital Signs Laterality","4351902d-3859-47d3-8f73-cb3cb6746109","True","string","True","BiomedicalConceptProperty_71"
"652","[]","Test Method","Test Method","d4e3fa22-2a02-4d99-8835-ff2fdf7a54b5","True","string","True","BiomedicalConceptProperty_72"
"653","[]","Vital Signs Position","Vital Signs Position","b7563dbd-ae5a-49d8-8de2-264d24f3c921","True","string","True","BiomedicalConceptProperty_73"
"654","[]","Vital Signs Result","Vital Signs Result","e6288b62-109b-4a8c-99e0-f27894f92a3e","True","decimal","True","BiomedicalConceptProperty_74"
"655","","Unit of Pressure","Unit of Pressure","96774d50-0a9e-4b84-bf5c-bfbcf778502d","True","string","True","BiomedicalConceptProperty_75"
"656","[]","Vital Signs Location","Vital Signs Location","1c1cad7e-b3e3-40f1-a911-53822075eecc","True","string","True","BiomedicalConceptProperty_76"
"657","[]","Vital Signs Laterality","Vital Signs Laterality","c7f6e9b1-07d2-46ee-85cd-d93f32904897","True","string","True","BiomedicalConceptProperty_77"
"658","[]","Test Method","Test Method","470b7d83-0bcb-4ae3-b16b-d53879d04c6c","True","string","True","BiomedicalConceptProperty_78"
"659","[]","Vital Signs Position","Vital Signs Position","887cffa9-6660-4b8e-86b9-9a5c8942c7d5","True","string","True","BiomedicalConceptProperty_79"
"660","[]","Vital Signs Result","Vital Signs Result","fb0aa71c-2c33-48b4-80ba-ce35fc667792","True","decimal","True","BiomedicalConceptProperty_80"
"661","","Unit of Pressure","Unit of Pressure","7872488e-3125-4dae-88cf-2aaa54a09240","True","string","True","BiomedicalConceptProperty_81"
"662","[]","Vital Signs Location","Vital Signs Location","0f3e7216-0dc4-4faa-b356-30b3234facac","True","string","True","BiomedicalConceptProperty_82"
"663","[]","Vital Signs Laterality","Vital Signs Laterality","056cf377-9a03-4033-a7db-11359a4099d8","True","string","True","BiomedicalConceptProperty_83"
"664","[]","Test Method","Test Method","6158a81f-2a72-4e25-acb8-8a35e24f7c8f","True","string","True","BiomedicalConceptProperty_84"
"665","[]","Vital Signs Position","Vital Signs Position","458a20e3-f66a-43f3-85ba-9a03e8c2ed89","True","string","True","BiomedicalConceptProperty_85"
