"id:ID","sectionTitle","text","sectionNumber","name","uuid","id"
"935","Early Site Closure or Trial Termination","<div></div>","10.5","SECTION 10.5","0d1ae7d7-82cd-40f0-bd3d-5d9b2b9267ad","NarrativeContent_114"
"936","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","11","SECTION 11","83a3323a-a271-4b45-b5d0-9a2685fbd6d1","NarrativeContent_115"
"937","Quality Tolerance Limits","<div></div>","11.1","SECTION 11.1","8186be1d-2f9a-4ff3-b964-4223381da4ef","NarrativeContent_116"
"938","Data Quality Assurance","<div></div>","11.2","SECTION 11.2","37b4e785-f97c-4ad9-9cb0-c322bad2bfb3","NarrativeContent_117"
"939","Source Data","<div></div>","11.3","SECTION 11.3","04e6f585-984d-4c6c-a918-38272f8ee01b","NarrativeContent_118"
"940","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","12","SECTION 12","8af5800b-4474-4bbf-a353-3b7362330cce","NarrativeContent_119"
"941","Further Details and Clarifications on the AE Definition","<div></div>","12.1","SECTION 12.1","eb713fda-1284-4c9a-8f47-7213ca27b561","NarrativeContent_120"
"942","Further Details and Clarifications on the SAE Definition","<div></div>","12.2","SECTION 12.2","a4e64943-6f7e-4abc-97b4-8d29387dc650","NarrativeContent_121"
"943","Severity","<div></div>","12.3","SECTION 12.3","f83302e4-5d3a-483f-930c-1a234a33771f","NarrativeContent_122"
"944","Causality","<div></div>","12.4","SECTION 12.4","ebf58c5b-493f-4c08-aa32-9409307e1d07","NarrativeContent_123"
"945","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","13","SECTION 13","21974911-d577-4c94-95ba-bdca3958759e","NarrativeContent_124"
"946","Contraception and Pregnancy Testing","<div></div>","13.1","SECTION 13.1","dd53da9b-14fc-44e0-985b-d71f63118721","NarrativeContent_125"
"947","Definitions Related to Childbearing Potential","<div></div>","13.1.1","SECTION 13.1.1","d53dc6d0-9625-4f23-8f47-3560a016b563","NarrativeContent_126"
"948","Contraception","<div></div>","13.1.2","SECTION 13.1.2","a4c408f7-6211-4fcd-92fe-11f9bd6a9535","NarrativeContent_127"
"949","Pregnancy Testing","<div></div>","13.1.3","SECTION 13.1.3","a7338291-1559-41d9-9bad-5afac0be6800","NarrativeContent_128"
"950","Clinical Laboratory Tests","<div></div>","13.2","SECTION 13.2","4160986a-98c3-4242-8118-9122d3523d7f","NarrativeContent_129"
"951","Country/Region-Specific Differences","<div></div>","13.3","SECTION 13.3","54ca39b2-4b8a-40d3-8d9e-e15ed8ba1606","NarrativeContent_130"
"952","Prior Protocol Amendments","<div></div>","13.4","SECTION 13.4","8778b912-d184-4591-8c02-3be02174d6a6","NarrativeContent_131"
"953","APPENDIX: GLOSSARY OF TERMS","<div></div>","14","SECTION 14","e81060b8-dc37-41b0-956a-a68f6fb5efb2","NarrativeContent_132"
"954","APPENDIX: REFERENCES","<div></div>","15","SECTION 15","fd134a5d-2ff4-4df5-be2b-8ae9bee2f0ff","NarrativeContent_133"
