"decode","uuid:ID","codeSystem","instanceType","codeSystemVersion","code","id"
"Visit","6ec81f54-a0aa-436d-8c57-b90f4d9ef87f","http://www.cdisc.org","Code","2023-12-15","C25716","Code_95"
"Clinic","fdfd2636-387f-47bb-bbd1-4ed86361c1d8","http://www.cdisc.org","Code","2023-12-15","C51282","Code_96"
"In Person","f48599b4-29f0-4a1b-b962-29ea16761ecf","http://www.cdisc.org","Code","2023-12-15","C175574","Code_97"
"Visit","0d46d510-5adc-4887-b9fa-49ca041a4def","http://www.cdisc.org","Code","2023-12-15","C25716","Code_98"
"Clinic","cb83f28e-897a-4f41-a04a-d487676cfa33","http://www.cdisc.org","Code","2023-12-15","C51282","Code_99"
"In Person","c145780c-7157-4053-8ae4-631e9104974c","http://www.cdisc.org","Code","2023-12-15","C175574","Code_100"
"Visit","81046032-7ce8-4355-9661-a0dd9087566f","http://www.cdisc.org","Code","2023-12-15","C25716","Code_101"
"Clinic","dc2ca0d9-d9a4-4e4f-8c2d-d22cc2fe951b","http://www.cdisc.org","Code","2023-12-15","C51282","Code_102"
"In Person","0e0ffadc-6d85-4752-8656-3b4ce8e28683","http://www.cdisc.org","Code","2023-12-15","C175574","Code_103"
"Telephone Call","79063543-25f8-4958-b3ce-23a46c81d782","http://www.cdisc.org","Code","2023-12-15","C171537","Code_104"
"Visit","69f18e02-49de-4d61-a13f-6f8738bdfb16","http://www.cdisc.org","Code","2023-12-15","C25716","Code_105"
"Clinic","2016bdf6-200e-4d76-82ec-ad579ca39b02","http://www.cdisc.org","Code","2023-12-15","C51282","Code_106"
"In Person","0bfde2f9-0937-4e03-9383-c86797fa1000","http://www.cdisc.org","Code","2023-12-15","C175574","Code_107"
"Telephone Call","f080c5bb-83df-4221-89bc-9058609925e0","http://www.cdisc.org","Code","2023-12-15","C171537","Code_108"
"Visit","66340de9-d3e9-4c2f-b98d-e76bf18a61e5","http://www.cdisc.org","Code","2023-12-15","C25716","Code_109"
"Clinic","1e5dd2e3-219a-4b91-8472-604970cf9cd8","http://www.cdisc.org","Code","2023-12-15","C51282","Code_110"
"In Person","31f1cad2-95fb-401e-a936-8fe89a39c844","http://www.cdisc.org","Code","2023-12-15","C175574","Code_111"
"Telephone Call","1926c5bc-0e17-430f-a863-a279632730e8","http://www.cdisc.org","Code","2023-12-15","C171537","Code_112"
"Visit","2564dcd0-1fff-4125-a5e0-aee8de565801","http://www.cdisc.org","Code","2023-12-15","C25716","Code_113"
"Clinic","2049e0e0-8584-415b-b964-a09abce4145b","http://www.cdisc.org","Code","2023-12-15","C51282","Code_114"
"In Person","759f7f80-dc9e-4ce9-a2f7-bb8245df7635","http://www.cdisc.org","Code","2023-12-15","C175574","Code_115"
"Telephone Call","3cf4e604-4cb9-40ae-b509-d1cecf4d3992","http://www.cdisc.org","Code","2023-12-15","C171537","Code_116"
"Visit","9ab562b4-c7b5-4171-911a-94ea821204ea","http://www.cdisc.org","Code","2023-12-15","C25716","Code_117"
"Clinic","eb1d6797-0259-461c-a5b6-12c161cbad03","http://www.cdisc.org","Code","2023-12-15","C51282","Code_118"
"In Person","74d864c7-190d-4c39-9f30-98da67ce8a70","http://www.cdisc.org","Code","2023-12-15","C175574","Code_119"
"Visit","40bae28e-f5fd-43a8-a971-8398ffc8651c","http://www.cdisc.org","Code","2023-12-15","C25716","Code_120"
"Clinic","64839917-146d-42c8-87c3-43b247e7c826","http://www.cdisc.org","Code","2023-12-15","C51282","Code_121"
"In Person","89df07ff-3e4a-484d-8e6d-27c29a72d55e","http://www.cdisc.org","Code","2023-12-15","C175574","Code_122"
"CT of head without contrast","599e5319-0edb-4276-98b3-9fb6e53c61bf","SNOMED","Code","January 31, 2018","383371000119108","Code_80"
"Subject Supine","7e82d919-2015-4225-b4d2-dd17815ea35a","SPONSOR","Code","12","123","Code_81"
"Subject Standing","e5adedd3-404c-4fa6-8dd9-5b07dee0d58a","SPONSOR","Code","12","124","Code_82"
"Dictionary-derived Term","31622f3c-b44a-432b-9df9-472c00c18b93","http://www.cdisc.org","Code","2023-12-15","C82977","Code_429"
"Reported Event Term","2f57de35-5269-4b78-82ed-91981176684c","http://www.cdisc.org","Code","2023-12-15","C82571","Code_430"
"Observation Start Date Time","8fe308a6-2e33-48c9-9130-19b989b6ccef","http://www.cdisc.org","Code","2023-12-15","C82517","Code_431"
"Informed Consent","16c5e899-2a65-46c8-8548-f354ba6bcdbc","http://www.cdisc.org","Code","2023-12-15","C16735","Code_432"
"Male","21e2ae40-bc9c-4cb5-ab72-d05eedda6796","http://www.cdisc.org","Code","2023-12-15","C20197","Code_433"
"Female","1620d42f-6198-465a-88fa-7fb6ed18f62e","http://www.cdisc.org","Code","2023-12-15","C16576","Code_434"
"Sex","7b5e36c8-8146-4c71-acf3-f57299b72c03","http://www.cdisc.org","Code","2023-12-15","C28421","Code_435"
"Sex","c0b59c3d-3f7c-4633-aa98-7c11476cc856","http://www.cdisc.org","Code","2023-12-15","C28421","Code_436"
"Race","d5be9b8b-ca0d-4c26-9012-ecb683fc888f","http://www.cdisc.org","Code","2023-12-15","C17049","Code_437"
"Race","b90595b4-241e-4afd-95b2-3d9c905ab2d8","http://www.cdisc.org","Code","2023-12-15","C17049","Code_438"
"TEMP","32f4224d-50ea-406d-9986-d915a409fa27","http://www.cdisc.org","Code","2023-12-15","C174446","Code_439"
"Clinical Test Result","7e53d4b3-f5aa-4c19-bdbe-23a97d7278f9","http://www.cdisc.org","Code","2023-12-15","C77140","Code_440"
"Degree Celsius","0b319e29-6148-4241-9cf9-43fa8610b83c","http://www.cdisc.org","Code","2023-12-15","C42559","Code_441"
"Degree Fahrenheit","5d75d03c-c143-40ff-bb81-20e3e4f59ea4","http://www.cdisc.org","Code","2023-12-15","C44277","Code_442"
"Kelvin","6d6c1402-466e-4e37-9f0a-2d0aec13775c","http://www.cdisc.org","Code","2023-12-15","C42537","Code_443"
"Unit of Temperature","f90b7704-5cbb-43ed-80bd-b67a50ddfc59","http://www.cdisc.org","Code","2023-12-15","C44276","Code_444"
"Axilla","4f35d22a-d0c9-4866-abdd-2823589392b1","http://www.cdisc.org","Code","2023-12-15","C12674","Code_445"
"Ear","fa1ed1e9-858c-4848-b93f-85edbfdf3dc8","http://www.cdisc.org","Code","2023-12-15","C12394","Code_446"
"Forehead","f57f7819-d605-4d30-ae1d-4a858d941bc5","http://www.cdisc.org","Code","2023-12-15","C89803","Code_447"
"Oral Cavity","4a8c95a3-5f28-4737-8012-93f973c95bfd","http://www.cdisc.org","Code","2023-12-15","C12421","Code_448"
"Rectum","0e65c7d8-166c-4948-9c94-c0b012069395","http://www.cdisc.org","Code","2023-12-15","C12390","Code_449"
"Anatomic Site","4d5412ff-9cfe-49c7-af57-4fc824f0e8b7","http://www.cdisc.org","Code","2023-12-15","C13717","Code_450"
"TEMP","8a63ed16-884d-42ec-9912-a44ea3a7de2e","http://www.cdisc.org","Code","2023-12-15","C174446","Code_451"
"WEIGHT","af756410-dc0a-43d7-862e-0d8e7a406ea3","http://www.cdisc.org","Code","2023-12-15","C25208","Code_452"
"Clinical Test Result","57c2752b-82e5-41d8-bbbf-6badaba7e58f","http://www.cdisc.org","Code","2023-12-15","C77140","Code_453"
"Pound","9e5efbbd-f341-4344-bb15-7b7b5f342e03","http://www.cdisc.org","Code","2023-12-15","C48531","Code_454"
"Gram","cd4c278c-8437-4da4-840d-2f26553f0b0e","http://www.cdisc.org","Code","2023-12-15","C48155","Code_455"
"Kilogram","3866af1a-1aa8-42fd-8eff-d32ecb488f9b","http://www.cdisc.org","Code","2023-12-15","C28252","Code_456"
"Unit of Weight","6c7cf960-7fa7-4ed2-8bfd-1d6937b1b2ed","http://www.cdisc.org","Code","2023-12-15","C48208","Code_457"
"WEIGHT","eda57260-841c-434b-9af0-e32103947fd1","http://www.cdisc.org","Code","2023-12-15","C25208","Code_458"
"HEIGHT","b3d62743-b07b-4abd-afcb-44c8f801195a","http://www.cdisc.org","Code","2023-12-15","C25347","Code_459"
"Clinical Test Result","1f62a378-788f-45e3-b0c0-6088e90d11ed","http://www.cdisc.org","Code","2023-12-15","C77140","Code_460"
"Centimeter","642ce163-49e0-4e0e-b72c-e487759fda19","http://www.cdisc.org","Code","2023-12-15","C49668","Code_461"
"Inch","c743f7bf-f595-4858-85a6-6db4a1158f61","http://www.cdisc.org","Code","2023-12-15","C48500","Code_462"
"Meter","6f516dc5-541c-4cc1-8049-60d665a5ee17","http://www.cdisc.org","Code","2023-12-15","C41139","Code_463"
"Unit of Height","db9c35dd-73f7-4191-95c3-e30ad66c2177","http://www.cdisc.org","Code","2023-12-15","C168688","Code_464"
"HEIGHT","52d04935-362e-49ab-aa50-a91508f95023","http://www.cdisc.org","Code","2023-12-15","C25347","Code_465"
"ALT","2a93ecdb-fde2-4a39-8b6b-f945f339c669","http://www.cdisc.org","Code","2023-12-15","C64433","Code_466"
"Laboratory Test Result","3afb0f67-5c87-4fe4-81a3-af619a97ba3c","http://www.cdisc.org","Code","2023-12-15","C36292","Code_467"
"Unit per Liter","a1945f42-758d-4efa-a835-08153341f675","http://www.cdisc.org","Code","2023-12-15","C67456","Code_468"
"Microkatal per Liter","02147b1f-9704-47a9-a7fd-66a70165a609","http://www.cdisc.org","Code","2023-12-15","C67397","Code_469"
"International Unit per Liter","d7124387-1cbb-41a7-a2a8-ef90b3a860ff","http://www.cdisc.org","Code","2023-12-15","C67376","Code_470"
"Nanokatal per Liter","12973899-361a-4836-af7b-e878b0c0d118","http://www.cdisc.org","Code","2023-12-15","C70510","Code_471"
"Unit of Catalytic Activity Concentration","a00c839a-3271-4776-b57d-23223817bc86","http://www.cdisc.org","Code","2023-12-15","C67365","Code_472"
"Biospecimen Type","d85cbb63-672c-46f0-a5eb-4bfd00f70946","http://www.cdisc.org","Code","2023-12-15","C70713","Code_473"
"No","112c5ca9-4c54-413f-abc4-8bc57939f03d","http://www.cdisc.org","Code","2023-12-15","C49487","Code_474"
"Yes","76f2cba4-792d-4813-853d-7d27b8c17a8c","http://www.cdisc.org","Code","2023-12-15","C49488","Code_475"
"Laboratory Test Fasting Status","3162e707-9797-462c-9fbf-9f7f7f56839b","http://www.cdisc.org","Code","2023-12-15","C83309","Code_476"
"ALT","428361c3-49c7-488d-a823-e7d0bf2e70aa","http://www.cdisc.org","Code","2023-12-15","C64433","Code_477"
"ALB","e90f3237-0387-466f-b371-4e791bd651ac","http://www.cdisc.org","Code","2023-12-15","C64431","Code_478"
"Laboratory Test Result","7a37a75a-c27b-41e8-b979-d840b589b9a2","http://www.cdisc.org","Code","2023-12-15","C36292","Code_479"
"Biospecimen Type","a0a74597-2e02-43bf-bcff-f1d00afc9fb1","http://www.cdisc.org","Code","2023-12-15","C70713","Code_480"
"No","af01273e-c3a6-4d25-be28-bee4a15ae112","http://www.cdisc.org","Code","2023-12-15","C49487","Code_481"
"Yes","21643cf1-958c-49dd-a49b-9a2fa1878e05","http://www.cdisc.org","Code","2023-12-15","C49488","Code_482"
"Laboratory Test Fasting Status","12713b4e-3eae-4de8-8609-e8a51f138deb","http://www.cdisc.org","Code","2023-12-15","C83309","Code_483"
"ALB","31286a15-8f4f-4190-b159-9dcd71829718","http://www.cdisc.org","Code","2023-12-15","C64431","Code_484"
"ALP","07f98f66-5ba1-49f2-8db8-47b6ef13ed5f","http://www.cdisc.org","Code","2023-12-15","C64432","Code_485"
"Laboratory Test Result","781169a7-66f1-48e7-ad0c-f281dd0aaa6c","http://www.cdisc.org","Code","2023-12-15","C36292","Code_486"
"Unit per Liter","fd06222a-4dce-469f-a1ea-238ebead7635","http://www.cdisc.org","Code","2023-12-15","C67456","Code_487"
"Microkatal per Liter","234b1ed0-c891-4809-a8e2-80c6ab30006e","http://www.cdisc.org","Code","2023-12-15","C67397","Code_488"
"International Unit per Liter","27f1358e-2f46-49fb-aa1f-5cc6c7f1accf","http://www.cdisc.org","Code","2023-12-15","C67376","Code_489"
"Unit of Catalytic Activity Concentration","786f5879-39b1-48db-b413-d2ca232ca57c","http://www.cdisc.org","Code","2023-12-15","C67365","Code_490"
"Biospecimen Type","ce877886-0107-4b80-810a-bd69a6863a7c","http://www.cdisc.org","Code","2023-12-15","C70713","Code_491"
"No","36534f8c-8256-4bf0-907f-1c1105ee1dbd","http://www.cdisc.org","Code","2023-12-15","C49487","Code_492"
"Yes","ff678617-02c9-4a0f-9ede-c5cca127c130","http://www.cdisc.org","Code","2023-12-15","C49488","Code_493"
"Laboratory Test Fasting Status","067acc5f-88cf-49f5-89e2-15001a28bad0","http://www.cdisc.org","Code","2023-12-15","C83309","Code_494"
"ALP","49068a1b-752e-4318-a253-040359844c3d","http://www.cdisc.org","Code","2023-12-15","C64432","Code_495"
"AST","74b4f586-1ed1-418b-9690-713207f7f622","http://www.cdisc.org","Code","2023-12-15","C64467","Code_496"
"Laboratory Test Result","cf89fdfb-d554-45b9-95f7-3c8cc63f5c63","http://www.cdisc.org","Code","2023-12-15","C36292","Code_497"
"Unit per Liter","e6d1b3a8-4960-4411-a57d-80dd9305faf2","http://www.cdisc.org","Code","2023-12-15","C67456","Code_498"
"Microkatal per Liter","162be045-ec9e-4345-91ce-bbec6dd9d684","http://www.cdisc.org","Code","2023-12-15","C67397","Code_499"
"International Unit per Liter","bebd665e-c7d2-4f07-856d-a524a76da7fd","http://www.cdisc.org","Code","2023-12-15","C67376","Code_500"
"Unit of Catalytic Activity Concentration","3dbc5760-2c0e-4809-97e3-08a2d782eefb","http://www.cdisc.org","Code","2023-12-15","C67365","Code_501"
"Biospecimen Type","65535ed1-b7e3-44ce-8a30-f2c4ed7f8ae2","http://www.cdisc.org","Code","2023-12-15","C70713","Code_502"
"No","769b22e5-405f-48c2-9f40-cc84296f822a","http://www.cdisc.org","Code","2023-12-15","C49487","Code_503"
"Yes","3daf4eb8-c8c9-44a4-beac-391530699583","http://www.cdisc.org","Code","2023-12-15","C49488","Code_504"
"Laboratory Test Fasting Status","d104acf8-a8d7-481a-9918-6b680c8d1ed5","http://www.cdisc.org","Code","2023-12-15","C83309","Code_505"
"AST","a49bf926-0af3-46cf-891c-85139489d370","http://www.cdisc.org","Code","2023-12-15","C64467","Code_506"
"CREAT","2b12ddee-b685-4d91-ab6e-97d9897e439d","http://www.cdisc.org","Code","2023-12-15","C64547","Code_507"
"Laboratory Test Result","ac64c232-5e67-4820-ab4c-dbd86616035f","http://www.cdisc.org","Code","2023-12-15","C36292","Code_508"
"Milligram per Deciliter","c464e464-f290-491e-bcce-315f0e824eff","http://www.cdisc.org","Code","2023-12-15","C67015","Code_509"
"Microgram per Milliliter","522a6e77-8007-465c-856f-7b126d99cbd0","http://www.cdisc.org","Code","2023-12-15","C64572","Code_510"
"Millimole per Liter","08cbe08d-1fcc-4339-b181-dde6586ce363","http://www.cdisc.org","Code","2023-12-15","C64387","Code_511"
"Micromole per Liter","5ca50067-5158-4c07-9852-c9262deed960","http://www.cdisc.org","Code","2023-12-15","C48508","Code_512"
"Unit of Concentration","89c242f8-2480-4291-9dd3-d3bac73af009","http://www.cdisc.org","Code","2023-12-15","C48207","Code_513"
"Biospecimen Type","87d8d26c-d226-4571-bede-2aa7ebc111d0","http://www.cdisc.org","Code","2023-12-15","C70713","Code_514"
"No","98edf00f-be6a-4e30-89de-0cac419f4477","http://www.cdisc.org","Code","2023-12-15","C49487","Code_515"
"Yes","100d3750-422c-4380-b3c1-8f9f1d84cd22","http://www.cdisc.org","Code","2023-12-15","C49488","Code_516"
"Laboratory Test Fasting Status","75de316a-3597-469b-8542-c108ebb64280","http://www.cdisc.org","Code","2023-12-15","C83309","Code_517"
"CREAT","4a24a66e-4add-4081-a08b-0cba020378c8","http://www.cdisc.org","Code","2023-12-15","C64547","Code_518"
"K","cde338a6-1672-4992-b348-17770333408d","http://www.cdisc.org","Code","2023-12-15","C64853","Code_519"
"Laboratory Test Result","4a3dd516-14a3-44ea-bb18-6687f33e96cd","http://www.cdisc.org","Code","2023-12-15","C36292","Code_520"
"Milliequivalent per Liter","a0ad0cf6-79ce-41ec-809f-53d3566fa45e","http://www.cdisc.org","Code","2023-12-15","C67474","Code_521"
"Milliequivalent per Deciliter","b40f8f41-ea38-4f8b-a7db-ad67c9b0f3b1","http://www.cdisc.org","Code","2023-12-15","C67473","Code_522"
"Millimole per Liter","79dc89fc-2c2a-4fac-9ff4-3debc7c2a845","http://www.cdisc.org","Code","2023-12-15","C64387","Code_523"
"Molarity Unit","3a246212-d427-41e4-9b70-3d8f271d1371","http://www.cdisc.org","Code","2023-12-15","C64567","Code_524"
"Biospecimen Type","f5c76492-c303-4dff-8379-928ff1d1504f","http://www.cdisc.org","Code","2023-12-15","C70713","Code_525"
"No","d0d004aa-7a66-4016-97f8-89ae13f67915","http://www.cdisc.org","Code","2023-12-15","C49487","Code_526"
"Yes","0ffffb9e-b093-4888-930c-0d021380e694","http://www.cdisc.org","Code","2023-12-15","C49488","Code_527"
"Laboratory Test Fasting Status","35034f5b-5b10-4d77-81cc-a57fd07b50fc","http://www.cdisc.org","Code","2023-12-15","C83309","Code_528"
"K","21d9d99e-7d91-409c-8687-73b365718db4","http://www.cdisc.org","Code","2023-12-15","C64853","Code_529"
"SODIUM","949f8ea0-8395-42b6-aa52-11d181b6b2e5","http://www.cdisc.org","Code","2023-12-15","C64809","Code_530"
"Laboratory Test Result","9d97509e-c7b5-4ee0-897a-b6fce7030163","http://www.cdisc.org","Code","2023-12-15","C36292","Code_531"
"Milliequivalent per Liter","2775c64c-1d4c-448b-a0fc-f06f94b55159","http://www.cdisc.org","Code","2023-12-15","C67474","Code_532"
"Milliequivalent per Deciliter","a8f1f480-303e-4251-8d05-bf57b6d6ae82","http://www.cdisc.org","Code","2023-12-15","C67473","Code_533"
"Millimole per Liter","275e41b3-395a-499c-a099-a91316aa8b76","http://www.cdisc.org","Code","2023-12-15","C64387","Code_534"
"Molarity Unit","7cc16bef-dc8e-4c48-a51d-c2851e2be56a","http://www.cdisc.org","Code","2023-12-15","C64567","Code_535"
"Biospecimen Type","867b2f3f-6adf-4d52-b53c-242f3e37bc42","http://www.cdisc.org","Code","2023-12-15","C70713","Code_536"
"No","a17a6405-ee32-4dfb-92fb-0123e21d4b2e","http://www.cdisc.org","Code","2023-12-15","C49487","Code_537"
"Yes","db4998b9-ebd1-4477-b191-26de5b48a4d2","http://www.cdisc.org","Code","2023-12-15","C49488","Code_538"
"Laboratory Test Fasting Status","12822d76-7cbd-401f-9378-450435db4b21","http://www.cdisc.org","Code","2023-12-15","C83309","Code_539"
"SODIUM","9bb1b7ce-e7b8-4bb3-bbb8-870e7cc315b0","http://www.cdisc.org","Code","2023-12-15","C64809","Code_540"
"HBA1C","4ab3b617-d89c-4727-aeed-db9464858853","http://www.cdisc.org","Code","2023-12-15","C64849","Code_541"
"Laboratory Test Result","cef2e9cf-1855-4f95-8b45-96b50ac763c4","http://www.cdisc.org","Code","2023-12-15","C36292","Code_542"
"Gram per Deciliter","492eee58-3632-41d8-8761-fd0a921fee08","http://www.cdisc.org","Code","2023-12-15","C64783","Code_543"
"LBORRESU","1b5a4425-a01f-4c8f-9135-f81ab7cea44f","http://www.cdisc.org","Code","2023-12-15","No Concept Code","Code_544"
"Biospecimen Type","cfcb6b81-5732-41d1-8796-d9a93b6b5904","http://www.cdisc.org","Code","2023-12-15","C70713","Code_545"
"No","72fadb5e-dfb3-44b2-ae68-c4f2fc8544a6","http://www.cdisc.org","Code","2023-12-15","C49487","Code_546"
"Yes","5441e5cf-ae92-4c7d-882a-8dab9bd1d51d","http://www.cdisc.org","Code","2023-12-15","C49488","Code_547"
"Laboratory Test Fasting Status","caef045e-7f17-4fb5-864c-709ef4836e25","http://www.cdisc.org","Code","2023-12-15","C83309","Code_548"
"HBA1C","e4d143e1-004a-4729-baaa-075e1ae85c24","http://www.cdisc.org","Code","2023-12-15","C64849","Code_549"
"Adverse Event Verbatim Description","4bf6b71a-f650-416d-96c5-397bba2ec7ad","http://www.cdisc.org","Code","2023-12-15","C78541","Code_145"
"Adverse Event Dictionary Derived Term","ff2b0e63-e38a-42c5-b56f-f0c55ae96b21","http://www.cdisc.org","Code","2023-12-15","C83344","Code_146"
"No","4591da10-8269-40eb-b42e-52c96e544735","http://www.cdisc.org","Code","2023-12-15","C49487","Code_147"
"Yes","edc1b1a8-a7fa-438c-b3c5-f24e1d8c001a","http://www.cdisc.org","Code","2023-12-15","C49488","Code_148"
"Adverse Event Pre-specified","6e110608-31b4-4436-806f-7cc6d5acb885","http://www.cdisc.org","Code","2023-12-15","C87840","Code_149"
"Adverse Event Location","565a3a96-fbfd-4909-8a27-8e1edadc2eab","http://www.cdisc.org","Code","2023-12-15","C83205","Code_150"
"Severity of Adverse Event","8f4eae96-9dae-45f0-9ad7-ad8b8ab2e609","http://www.cdisc.org","Code","2023-12-15","C53253","Code_151"
"No","906ad564-ec19-400d-804f-4e0f1087491c","http://www.cdisc.org","Code","2023-12-15","C49487","Code_152"
"Yes","12d59bc9-6ae1-4ca7-bc26-1260f393e1d6","http://www.cdisc.org","Code","2023-12-15","C49488","Code_153"
"Seriousness of Adverse Event","802f427c-a754-4264-9fa8-9f44c4b41cf5","http://www.cdisc.org","Code","2023-12-15","C53252","Code_154"
"Adverse Event Action Taken with Study Treatment","a867573e-94ce-42ba-8dce-efaf07e04651","http://www.cdisc.org","Code","2023-12-15","C83013","Code_155"
"Other Actions taken in Response to Adverse Event","b901b8dd-327c-4ca5-91fe-bdfb3fd6d474","http://www.cdisc.org","Code","2023-12-15","C83109","Code_156"
"Adverse Event Attribution to Product or Procedure","12a1e02f-ded5-4fe1-b211-deb3637168f5","http://www.cdisc.org","Code","2023-12-15","C41358","Code_157"
"Adverse Event Relationship to Non Study Treatment","ee1310cc-8904-4dad-8344-64cdbccd2d44","http://www.cdisc.org","Code","2023-12-15","C83210","Code_158"
"Adverse Event Pattern","14de8fa0-801f-4fda-921b-224f692b6dc6","http://www.cdisc.org","Code","2023-12-15","C83208","Code_159"
"Adverse Event Outcome","8e6dd9de-ef31-462d-a571-adf225a77edf","http://www.cdisc.org","Code","2023-12-15","C49489","Code_160"
"No","53e08b06-0489-4b6e-b1e2-78d04f3d1f67","http://www.cdisc.org","Code","2023-12-15","C49487","Code_161"
"Yes","b7844ee2-1bc0-4747-802d-3c2a6b683278","http://www.cdisc.org","Code","2023-12-15","C49488","Code_162"
"Adverse Event Involves Cancer","96f77ab7-9012-485a-b6f6-870e219e5c87","http://www.cdisc.org","Code","2023-12-15","C83211","Code_163"
"No","d458fc10-0318-4262-9b60-58ee7bb9b9eb","http://www.cdisc.org","Code","2023-12-15","C49487","Code_164"
"Yes","ec2a0e7b-c6b4-4e07-b733-67ede17321ba","http://www.cdisc.org","Code","2023-12-15","C49488","Code_165"
"Adverse Event Seriousness Due to Congenital Anomaly","40309b7c-577c-4ea4-831a-13881a5ff2e4","http://www.cdisc.org","Code","2023-12-15","C83117","Code_166"
"No","0abe49eb-e237-417c-9a93-bd64d089b20b","http://www.cdisc.org","Code","2023-12-15","C49487","Code_167"
"Yes","3c45ed7e-f506-4da6-b6d3-f653225709ca","http://www.cdisc.org","Code","2023-12-15","C49488","Code_168"
"Disabling Adverse Event","15615e1f-b642-473b-9ca6-2a6252fcb49d","http://www.cdisc.org","Code","2023-12-15","C113380","Code_169"
