"instanceType","codeSystem","code","decode","uuid:ID","codeSystemVersion","id"
"Code","http://www.cdisc.org","C175574","In Person","873a7340-25d9-4dc5-8363-a08fec7ea7cf","2023-12-15","Code_115"
"Code","http://www.cdisc.org","C171537","Telephone Call","4cf33201-f095-4526-973b-76af5df51c05","2023-12-15","Code_116"
"Code","http://www.cdisc.org","C25716","Visit","6da00cd0-065f-4805-b0da-2489da1d977f","2023-12-15","Code_117"
"Code","http://www.cdisc.org","C51282","Clinic","322b43b9-fbaa-46b0-880d-c0ffb9265a34","2023-12-15","Code_118"
"Code","http://www.cdisc.org","C175574","In Person","b1ccbf3f-7f6e-47ad-93bc-a5713fbde4f2","2023-12-15","Code_119"
"Code","http://www.cdisc.org","C25716","Visit","064b24c6-383f-40eb-81cb-e51f9af0f4e8","2023-12-15","Code_120"
"Code","http://www.cdisc.org","C51282","Clinic","1cd3dc30-bd32-46f3-91bc-9d9c1bfae89f","2023-12-15","Code_121"
"Code","http://www.cdisc.org","C175574","In Person","1a271c9e-fe26-4d3f-a341-7d45b624ac8e","2023-12-15","Code_122"
"Code","SNOMED","383371000119108","CT of head without contrast","06d5e2be-7fdb-4260-a762-ccea59f6f1f5","January 31, 2018","Code_80"
"Code","SPONSOR","123","Subject Supine","41506071-03a2-4501-8f5d-b5e5ffdb611c","12","Code_81"
"Code","SPONSOR","124","Subject Standing","d9a1ccbf-31a4-416a-b638-8de33d578527","12","Code_82"
"Code","http://www.cdisc.org","C20197","Male","d877c9c4-6591-4c2c-a62e-ccba68127885","2023-12-15","Code_429"
"Code","http://www.cdisc.org","C16576","Female","f3858fdb-0f9d-4acd-a6df-3aae55268915","2023-12-15","Code_430"
"Code","http://www.cdisc.org","C28421","Sex","1780efa6-7ac6-4bb4-9c98-0ea2566fa4b6","2023-12-15","Code_431"
"Code","http://www.cdisc.org","C28421","Sex","39f7abf7-736e-44cf-b2d7-568cff7b8f40","2023-12-15","Code_432"
"Code","http://www.cdisc.org","C17049","Race","a7998149-39d8-4f5d-8cd2-4558c11f3873","2023-12-15","Code_433"
"Code","http://www.cdisc.org","C17049","Race","4f8dd6e0-ee03-4e07-afc5-a74739df1364","2023-12-15","Code_434"
"Code","http://www.cdisc.org","C174446","TEMP","65947cc7-8390-413b-a450-71c6f42f1f5a","2023-12-15","Code_435"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","e37e6623-dac1-4579-a248-11038fed567f","2023-12-15","Code_436"
"Code","http://www.cdisc.org","C42559","Degree Celsius","b4de048f-3f27-4e86-bf9f-1391ffaa4744","2023-12-15","Code_437"
"Code","http://www.cdisc.org","C44277","Degree Fahrenheit","2af775d9-b1c6-41da-be22-1412c02111b4","2023-12-15","Code_438"
"Code","http://www.cdisc.org","C42537","Kelvin","df171564-533d-42f3-8471-f1e6221c040f","2023-12-15","Code_439"
"Code","http://www.cdisc.org","C44276","Unit of Temperature","3f301d83-31ec-49ea-93c1-9e2f0962aba2","2023-12-15","Code_440"
"Code","http://www.cdisc.org","C12674","Axilla","caf1ba24-ba39-42dc-901e-4c424ef8083d","2023-12-15","Code_441"
"Code","http://www.cdisc.org","C12394","Ear","84aa0c44-62a0-4c97-a09f-e8dfc1e64ff2","2023-12-15","Code_442"
"Code","http://www.cdisc.org","C89803","Forehead","a444de2d-6252-4678-9e56-87bf8d7e47a8","2023-12-15","Code_443"
"Code","http://www.cdisc.org","C12421","Oral Cavity","8b80dee7-e2bb-4724-ac8d-c992d8b0b846","2023-12-15","Code_444"
"Code","http://www.cdisc.org","C12390","Rectum","4df5f43f-892c-46ab-946b-d84ade897c59","2023-12-15","Code_445"
"Code","http://www.cdisc.org","C13717","Anatomic Site","4fb3af6c-5989-4258-b116-9daa995bf18d","2023-12-15","Code_446"
"Code","http://www.cdisc.org","C174446","TEMP","e6e1d4bd-97ac-4c7d-b711-c4e4c3ffdccc","2023-12-15","Code_447"
"Code","http://www.cdisc.org","C25208","WEIGHT","5c72977d-a4b3-451f-9f43-a7892f082d3b","2023-12-15","Code_448"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","b7eb6ee0-1508-4f93-9807-dde1bb926707","2023-12-15","Code_449"
"Code","http://www.cdisc.org","C48531","Pound","225e0381-d5aa-48e8-ad16-a5231e6eb57c","2023-12-15","Code_450"
"Code","http://www.cdisc.org","C48155","Gram","4bf42cc0-8d39-4096-9660-10badda9172d","2023-12-15","Code_451"
"Code","http://www.cdisc.org","C28252","Kilogram","54ca264f-ec1f-4712-87ca-f0336ded5f5a","2023-12-15","Code_452"
"Code","http://www.cdisc.org","C48208","Unit of Weight","cf0bc363-b0ac-4e27-a4ee-f620361f8339","2023-12-15","Code_453"
"Code","http://www.cdisc.org","C25208","WEIGHT","457cf094-d3aa-442b-8929-ea57862f9833","2023-12-15","Code_454"
"Code","http://www.cdisc.org","C25347","HEIGHT","69af7901-f7ea-4b3b-a4ef-31b25ad2c6fa","2023-12-15","Code_455"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","97dafc5b-3526-4044-9a53-728fbb1aede4","2023-12-15","Code_456"
"Code","http://www.cdisc.org","C49668","Centimeter","ae7703be-aeea-429d-9e49-ad772b1d4775","2023-12-15","Code_457"
"Code","http://www.cdisc.org","C48500","Inch","2ff39239-d33e-4ce3-9cdc-f4bc1d7a3f4c","2023-12-15","Code_458"
"Code","http://www.cdisc.org","C41139","Meter","38710d51-a47a-4b88-98d1-1324a6301a37","2023-12-15","Code_459"
"Code","http://www.cdisc.org","C168688","Unit of Height","ae26727a-1565-418a-bf3b-f52063673531","2023-12-15","Code_460"
"Code","http://www.cdisc.org","C25347","HEIGHT","70a6d5bc-b792-4ef1-a53e-83c51ff2767a","2023-12-15","Code_461"
"Code","http://www.cdisc.org","C64433","ALT","f5f2e438-2717-4277-9bef-6e1ee36a086a","2023-12-15","Code_462"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","d8d9227a-722b-4cb5-a31d-3d8dcb1d92a4","2023-12-15","Code_463"
"Code","http://www.cdisc.org","C67456","Unit per Liter","66c6a1b8-5710-40b6-bbf4-ed6c07b33ca7","2023-12-15","Code_464"
"Code","http://www.cdisc.org","C67397","Microkatal per Liter","15bd48f2-ec12-45d9-84a1-e44a6f5c7fdd","2023-12-15","Code_465"
"Code","http://www.cdisc.org","C67376","International Unit per Liter","6a85ac03-06d7-43ed-8cd9-c94fd38365c0","2023-12-15","Code_466"
"Code","http://www.cdisc.org","C70510","Nanokatal per Liter","980ce424-a129-4614-8889-adde92bd7285","2023-12-15","Code_467"
"Code","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","1c030f12-10f9-4aa0-af19-fa4af4df0f12","2023-12-15","Code_468"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","59429635-f3cf-4750-8026-d153f728e587","2023-12-15","Code_469"
"Code","http://www.cdisc.org","C49487","No","ad7aebc8-a940-4e98-9698-4acf23fe8211","2023-12-15","Code_470"
"Code","http://www.cdisc.org","C49488","Yes","af58e595-3ac7-4de2-8664-eaf4e0875166","2023-12-15","Code_471"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","4765fd34-415a-4b34-8920-0bbafce2235f","2023-12-15","Code_472"
"Code","http://www.cdisc.org","C64433","ALT","2ee942c5-8a37-479b-89bc-87dabdbd27c1","2023-12-15","Code_473"
"Code","http://www.cdisc.org","C64431","ALB","2385ba98-1b28-459c-8652-76d022ed631f","2023-12-15","Code_474"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","e6f7600f-438a-4450-a8fd-9068b628bcfb","2023-12-15","Code_475"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","d74cd795-3576-4760-9451-efc5742fc471","2023-12-15","Code_476"
"Code","http://www.cdisc.org","C49487","No","f85d62a9-cc85-41a1-8a98-53ca12d930a3","2023-12-15","Code_477"
"Code","http://www.cdisc.org","C49488","Yes","a1985bf7-764c-47ea-b0c4-eb3c1e017ebf","2023-12-15","Code_478"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","da1c5afd-60b7-458b-9a2a-989f6c1e0c84","2023-12-15","Code_479"
"Code","http://www.cdisc.org","C64431","ALB","b95bc38e-eddd-4cda-8eac-efe24439c437","2023-12-15","Code_480"
"Code","http://www.cdisc.org","C64432","ALP","d04e3a99-7666-4f14-a37f-71a150dd3700","2023-12-15","Code_481"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","d027cde6-d4f3-42cc-bc20-24ba34f4237e","2023-12-15","Code_482"
"Code","http://www.cdisc.org","C67456","Unit per Liter","9a3f164a-b7a0-442d-a978-138e4714b127","2023-12-15","Code_483"
"Code","http://www.cdisc.org","C67397","Microkatal per Liter","83cfa842-56f0-4ae9-b1aa-333af89bb6c3","2023-12-15","Code_484"
"Code","http://www.cdisc.org","C67376","International Unit per Liter","0ee3db2f-546c-4e2f-9b50-e15b34ecf61d","2023-12-15","Code_485"
"Code","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","3bd6c377-d19d-4393-b295-5e657bbd7a18","2023-12-15","Code_486"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","84a34bcf-fb60-4609-ad3f-df81e8a8788d","2023-12-15","Code_487"
"Code","http://www.cdisc.org","C49487","No","cbf91128-72e2-4e0a-a5f2-b74366876520","2023-12-15","Code_488"
"Code","http://www.cdisc.org","C49488","Yes","d059ce89-1545-485a-b67a-9963579e1ee5","2023-12-15","Code_489"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","31d28387-b180-4230-b851-646dd79f9634","2023-12-15","Code_490"
"Code","http://www.cdisc.org","C64432","ALP","98da89b3-9bf4-4159-8d42-e72982cef722","2023-12-15","Code_491"
"Code","http://www.cdisc.org","C64467","AST","839813ae-218a-4cd1-a691-9eb71a4d6acf","2023-12-15","Code_492"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","8f3ece08-d35f-471a-bdb5-4096e883daf4","2023-12-15","Code_493"
"Code","http://www.cdisc.org","C67456","Unit per Liter","c387f9d5-6ea3-4eae-8bd8-555d2d1a41ee","2023-12-15","Code_494"
"Code","http://www.cdisc.org","C67397","Microkatal per Liter","36b9d17b-bdad-40fb-b770-e9ed04f9daa9","2023-12-15","Code_495"
"Code","http://www.cdisc.org","C67376","International Unit per Liter","318715d6-3d3d-4b7a-b1f4-5089b16b9990","2023-12-15","Code_496"
"Code","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","2fd08afc-7b6a-4071-be98-a8f0fd3f6aa9","2023-12-15","Code_497"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","3b3e34c6-e3d4-43fb-b893-beea5368c065","2023-12-15","Code_498"
"Code","http://www.cdisc.org","C49487","No","d57a4475-1397-4e33-b559-e3215dd3ab92","2023-12-15","Code_499"
"Code","http://www.cdisc.org","C49488","Yes","6dbc0cfb-5142-4ed2-950d-1d25d5a3d523","2023-12-15","Code_500"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","d7f546bc-b49f-46f2-96a5-eebc22457324","2023-12-15","Code_501"
"Code","http://www.cdisc.org","C64467","AST","1c05fd2f-68ae-4275-b4e6-a7cc58600b26","2023-12-15","Code_502"
"Code","http://www.cdisc.org","C64547","CREAT","14060148-d1b1-4872-b468-d28553097801","2023-12-15","Code_503"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","8f8ef3d3-af9c-4125-9714-d3d8d47c97e3","2023-12-15","Code_504"
"Code","http://www.cdisc.org","C67015","Milligram per Deciliter","cfea8ee8-8115-44f7-8c36-f17d33e1ac63","2023-12-15","Code_505"
"Code","http://www.cdisc.org","C64572","Microgram per Milliliter","991286d7-d9c0-4a0c-ae09-ec468c7899ec","2023-12-15","Code_506"
"Code","http://www.cdisc.org","C64387","Millimole per Liter","43ba969b-53d5-487f-9d7a-1b0563c66842","2023-12-15","Code_507"
"Code","http://www.cdisc.org","C48508","Micromole per Liter","edfb438c-72e0-4032-9fb3-11b87015f62b","2023-12-15","Code_508"
"Code","http://www.cdisc.org","C48207","Unit of Concentration","2a492617-4e6a-4570-9ea2-8dee0f46ebef","2023-12-15","Code_509"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","c2f0bee4-b0ee-4056-9a3d-a2815ddb2935","2023-12-15","Code_510"
"Code","http://www.cdisc.org","C49487","No","eb30e055-2abd-417f-a2b7-7a2d44021c57","2023-12-15","Code_511"
"Code","http://www.cdisc.org","C49488","Yes","b1bdaed0-b527-41cc-b8d7-1496ad806af5","2023-12-15","Code_512"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","e15ac8c8-549a-4890-8097-57b8bbaf8a6e","2023-12-15","Code_513"
"Code","http://www.cdisc.org","C64547","CREAT","08e3c910-f401-4174-bed8-a7cd604e4253","2023-12-15","Code_514"
"Code","http://www.cdisc.org","C64853","K","8a4753a7-6ece-48f6-adfe-8876e29387b7","2023-12-15","Code_515"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","39623a88-414d-4b2b-be33-cccf1db956d6","2023-12-15","Code_516"
"Code","http://www.cdisc.org","C67474","Milliequivalent per Liter","de63af51-c236-4349-a81a-213f5d82dc7a","2023-12-15","Code_517"
"Code","http://www.cdisc.org","C67473","Milliequivalent per Deciliter","00f5e39a-8aa9-45ee-b040-11ca0956e7b7","2023-12-15","Code_518"
"Code","http://www.cdisc.org","C64387","Millimole per Liter","50bb1091-3a7e-4594-82bc-356261495e8e","2023-12-15","Code_519"
"Code","http://www.cdisc.org","C64567","Molarity Unit","37e9fb47-beaf-48e0-880c-d55c571b4202","2023-12-15","Code_520"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","a869d843-52fd-4e56-ba1c-02b77e69d384","2023-12-15","Code_521"
"Code","http://www.cdisc.org","C49487","No","ba69353b-a519-49e5-8b3f-fec8aa159b35","2023-12-15","Code_522"
"Code","http://www.cdisc.org","C49488","Yes","680130c3-a912-46f2-9e3b-e81d6034bed5","2023-12-15","Code_523"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","b1bf8586-efa2-470c-ad43-1bd6336a33d2","2023-12-15","Code_524"
"Code","http://www.cdisc.org","C64853","K","d4e75bd2-d8e4-4b6a-aa6f-2a4d9b26a4bd","2023-12-15","Code_525"
"Code","http://www.cdisc.org","C64809","SODIUM","589698fe-adce-47a7-8f64-4ffdcedba1de","2023-12-15","Code_526"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","2dec322b-c9e5-4644-94ef-fdba263f7b30","2023-12-15","Code_527"
"Code","http://www.cdisc.org","C67474","Milliequivalent per Liter","cc4bef5a-1f24-4a47-a492-09a5138cb69c","2023-12-15","Code_528"
"Code","http://www.cdisc.org","C67473","Milliequivalent per Deciliter","08d6fc7a-6f63-4503-9c00-9f06dca38caf","2023-12-15","Code_529"
"Code","http://www.cdisc.org","C64387","Millimole per Liter","c538c20d-d135-44df-9ff7-8a880c0bc276","2023-12-15","Code_530"
"Code","http://www.cdisc.org","C64567","Molarity Unit","9f79ed52-8e6e-454a-9d63-2dc728e6d6c1","2023-12-15","Code_531"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","fdd5169f-f0a6-43c1-bf01-2424b6928592","2023-12-15","Code_532"
"Code","http://www.cdisc.org","C49487","No","f8828713-bb14-45d9-b520-c332b2b2fbb7","2023-12-15","Code_533"
"Code","http://www.cdisc.org","C49488","Yes","9c2081ab-85a7-4e52-a9d7-b873da23ad00","2023-12-15","Code_534"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","95484673-8cc1-4550-9d8d-bf8ab80b7bfd","2023-12-15","Code_535"
"Code","http://www.cdisc.org","C64809","SODIUM","6f504dba-f417-4dd8-8f7c-4bbcff762707","2023-12-15","Code_536"
"Code","http://www.cdisc.org","C64849","HBA1C","58c68c37-ad26-4b97-823e-ad248900ddf5","2023-12-15","Code_537"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","7199b07f-2441-4646-b105-c196d6a6bbef","2023-12-15","Code_538"
"Code","http://www.cdisc.org","C64783","Gram per Deciliter","b46f865b-9b56-4f7d-9014-a1e08b77bc6a","2023-12-15","Code_539"
"Code","http://www.cdisc.org","No Concept Code","LBORRESU","da33d876-931d-4f18-9ffc-2bc44179694e","2023-12-15","Code_540"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","f5623285-17a2-4300-8391-d4097ebb6dbc","2023-12-15","Code_541"
"Code","http://www.cdisc.org","C49487","No","7577d586-8893-41a4-ace6-d9b6fe202034","2023-12-15","Code_542"
"Code","http://www.cdisc.org","C49488","Yes","c6019772-c7bc-4b30-8fdf-79550227b26a","2023-12-15","Code_543"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","06d58b6c-67df-4798-adbd-14b503b23dbf","2023-12-15","Code_544"
"Code","http://www.cdisc.org","C64849","HBA1C","11a9ed5b-2aa6-4b02-8584-5e2cab25bac3","2023-12-15","Code_545"
"Code","http://www.cdisc.org","C78541","Adverse Event Verbatim Description","e3ddcc30-965f-46fb-baeb-b4adce798ced","2023-12-15","Code_145"
"Code","http://www.cdisc.org","C83344","Adverse Event Dictionary Derived Term","85e9bfa5-6727-4f2b-ba68-15c799193564","2023-12-15","Code_146"
"Code","http://www.cdisc.org","C49487","No","e39b019a-a83a-400d-9f33-51613368bf78","2023-12-15","Code_147"
"Code","http://www.cdisc.org","C49488","Yes","74f43cc6-83df-47d9-8dd5-1abe19a25e78","2023-12-15","Code_148"
"Code","http://www.cdisc.org","C87840","Adverse Event Pre-specified","34f5ccbb-0c4c-430e-a678-259f842a84d5","2023-12-15","Code_149"
"Code","http://www.cdisc.org","C83205","Adverse Event Location","07fbe774-4c00-455c-b48a-5cf7dd324de0","2023-12-15","Code_150"
"Code","http://www.cdisc.org","C53253","Severity of Adverse Event","1a93b526-d3c9-4986-ae5e-7dfd04aa9683","2023-12-15","Code_151"
"Code","http://www.cdisc.org","C49487","No","3ddc60c8-110a-4970-914e-55bc377c33f5","2023-12-15","Code_152"
"Code","http://www.cdisc.org","C49488","Yes","a4f1c203-31f9-44bb-a372-3b611aa6c213","2023-12-15","Code_153"
"Code","http://www.cdisc.org","C53252","Seriousness of Adverse Event","30952dc7-ff64-41c8-a395-cdc7535a8739","2023-12-15","Code_154"
"Code","http://www.cdisc.org","C83013","Adverse Event Action Taken with Study Treatment","5b375893-75c2-49b2-b6ab-e2f86e1e1081","2023-12-15","Code_155"
"Code","http://www.cdisc.org","C83109","Other Actions taken in Response to Adverse Event","7775adbc-572f-49cc-af1e-f29bfe1ec3a4","2023-12-15","Code_156"
"Code","http://www.cdisc.org","C41358","Adverse Event Attribution to Product or Procedure","eb5947f6-eb57-4106-8067-771053f4d55b","2023-12-15","Code_157"
"Code","http://www.cdisc.org","C83210","Adverse Event Relationship to Non Study Treatment","b092076a-74f0-428b-a6cc-e85ae249f363","2023-12-15","Code_158"
"Code","http://www.cdisc.org","C83208","Adverse Event Pattern","6094690e-b4d3-4cf0-a9c4-4ddd03f985a1","2023-12-15","Code_159"
"Code","http://www.cdisc.org","C49489","Adverse Event Outcome","d27b7789-0de4-4773-9c9a-1a77937005f8","2023-12-15","Code_160"
"Code","http://www.cdisc.org","C49487","No","449f81b3-6391-48f0-9e2a-90868b1ab283","2023-12-15","Code_161"
"Code","http://www.cdisc.org","C49488","Yes","870f4e0b-2c95-475a-8b23-85887339321d","2023-12-15","Code_162"
"Code","http://www.cdisc.org","C83211","Adverse Event Involves Cancer","6ed5e2a1-fd51-4cbb-84f9-33bd2dab16ea","2023-12-15","Code_163"
"Code","http://www.cdisc.org","C49487","No","561272ec-f1a2-46cc-b42b-fafb616e2788","2023-12-15","Code_164"
"Code","http://www.cdisc.org","C49488","Yes","23fd05a3-d478-43bc-9013-2be27bdc3b1e","2023-12-15","Code_165"
"Code","http://www.cdisc.org","C83117","Adverse Event Seriousness Due to Congenital Anomaly","57255bc5-95f9-4fe8-ba62-2f2e4c2238cd","2023-12-15","Code_166"
"Code","http://www.cdisc.org","C49487","No","12d26474-5a4f-4d49-a2fe-dad401747b20","2023-12-15","Code_167"
"Code","http://www.cdisc.org","C49488","Yes","ed5b8946-e462-4d35-ab94-c918cfd3cc76","2023-12-15","Code_168"
"Code","http://www.cdisc.org","C113380","Disabling Adverse Event","c1311e46-bfd4-4812-a305-06416c2a339e","2023-12-15","Code_169"
"Code","http://www.cdisc.org","C49487","No","b429e731-f420-4d80-9c22-54b0de898223","2023-12-15","Code_170"
"Code","http://www.cdisc.org","C49488","Yes","f5e653ec-4533-4a09-872e-1442a5df900e","2023-12-15","Code_171"
"Code","http://www.cdisc.org","C48275","Death Related to Adverse Event","55c6a65c-8e64-497c-a70b-e828df6b129c","2023-12-15","Code_172"
