"uuid:ID","name","reference","synonyms","label","id","instanceType"
"bc31f221-54bd-4fcc-bf35-963aa45a6a50","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","Body Temperature","BiomedicalConcept_4","BiomedicalConcept"
"a8dfa7da-b52c-447d-97b6-31a51c6583ba","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","Body Weight","BiomedicalConcept_5","BiomedicalConcept"
"5c2f608e-c03a-42bb-818c-bf1cd431d4d7","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","Body Height","BiomedicalConcept_6","BiomedicalConcept"
"9e09457c-3d99-40e4-94bc-c04ad259df73","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept_7","BiomedicalConcept"
"c7b29898-627b-48b5-bcb2-bb5f063bad71","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","Albumin Measurement","BiomedicalConcept_8","BiomedicalConcept"
"6d3c3101-8acb-4d38-8e92-6c3860e24a00","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept_9","BiomedicalConcept"
"c7e5b1db-281d-4f03-b0e5-644c194891d1","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept_10","BiomedicalConcept"
"dc2a31dd-72f5-4f90-8530-d3317f377a9e","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","Creatinine Measurement","BiomedicalConcept_11","BiomedicalConcept"
"8d34d313-7ae8-4dba-8171-8614f1bf1a91","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept_12","BiomedicalConcept"
"b1dcd293-4a74-4938-8ab1-47e1a3fb698f","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept_13","BiomedicalConcept"
"825af8b2-0806-4adb-aee4-cdeef3c75488","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_14","BiomedicalConcept"
"b1292ebf-f5d0-47fc-8f39-cd816c2501f1","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_15","BiomedicalConcept"
"6d8198bb-60e1-46a1-856b-ac2c7eed2a62","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","","Heart Rate","BiomedicalConcept_16","BiomedicalConcept"
"da589255-2a6a-4cec-b931-95a682a356d4","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_17","BiomedicalConcept"
"18df3cfd-f05f-4c6e-b464-0f899564f562","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_18","BiomedicalConcept"
"4b5b0876-814f-4bb8-a5fc-974f8209b671","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","","Heart Rate","BiomedicalConcept_19","BiomedicalConcept"
