"uuid:ID","name","sectionNumber","sectionTitle","text","id","instanceType"
"efabb9dc-8a58-4b90-8272-cedaab7acc75","SECTION 8.4.7","8.4.7","Regulatory Reporting Requirements for SAEs","<div></div>","NarrativeContent_76","NarrativeContent"
"19088964-eef7-46d6-8003-12521ef90ba2","SECTION 8.4.8","8.4.8","Serious and Unexpected Adverse Reaction Reporting","<div></div>","NarrativeContent_77","NarrativeContent"
"42c19320-c0ac-4c94-8eb8-e31b8b567828","SECTION 8.4.9","8.4.9","Adverse Events of Special Interest","<div></div>","NarrativeContent_78","NarrativeContent"
"5d44b316-7728-46eb-806e-83eace2e32bc","SECTION 8.4.10","8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>","NarrativeContent_79","NarrativeContent"
"b36fd391-222b-4040-aade-2296e0bd0b0e","SECTION 8.5","8.5","Pregnancy and Postpartum Information","<div></div>","NarrativeContent_80","NarrativeContent"
"acc9d921-91e4-4e6a-abca-82615529eb5f","SECTION 8.5.1","8.5.1","Participants Who Become Pregnant During the Trial","<div></div>","NarrativeContent_81","NarrativeContent"
"a1704585-e0d5-4b5b-8264-ca34d1494880","SECTION 8.5.2","8.5.2","Participants Whose Partners Become Pregnant","<div></div>","NarrativeContent_82","NarrativeContent"
"88d9dac5-3477-4484-a035-631cd37b4ab5","SECTION 8.6","8.6","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>","NarrativeContent_83","NarrativeContent"
"e9e55efa-8007-446b-8578-8f6d063722be","SECTION 8.6.1","8.6.1","Definition of Medical Device Product Complaints","<div></div>","NarrativeContent_84","NarrativeContent"
"56034bf2-8af6-493f-9d35-8833e501e252","SECTION 8.6.2","8.6.2","Recording of Medical Device Product Complaints","<div></div>","NarrativeContent_85","NarrativeContent"
"25d76e7f-d6a5-4dde-9582-ec6d6c248b94","SECTION 8.6.3","8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","NarrativeContent_86","NarrativeContent"
"caab38b2-8ff3-472f-a9f4-2d9f15da4a80","SECTION 8.6.4","8.6.4","Follow-Up of Medical Device Product Complaints","<div></div>","NarrativeContent_87","NarrativeContent"
"e56fc393-32ca-4bc3-9658-1b6aa1ab1618","SECTION 8.6.5","8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","NarrativeContent_88","NarrativeContent"
"876fe5e9-0209-41b8-aa7f-5930c56289e9","SECTION 8.7","8.7","Pharmacokinetics","<div></div>","NarrativeContent_89","NarrativeContent"
"45b4c221-5562-4051-bf79-b5fad3aa5004","SECTION 8.8","8.8","Genetics","<div></div>","NarrativeContent_90","NarrativeContent"
"c1d780a8-c1ba-4e99-bc2b-e2ec6fa9fe75","SECTION 8.9","8.9","Biomarkers","<div></div>","NarrativeContent_91","NarrativeContent"
"ab07fb6e-a308-41bc-ab88-30db15f29be7","SECTION 8.1","8.1","Immunogenicity Assessments","<div></div>","NarrativeContent_92","NarrativeContent"
"3104a664-62dc-4f6e-b43b-a846dce4fd26","SECTION 8.1.1","8.1.1","Medical Resource Utilisation and Health Economics","<div></div>","NarrativeContent_93","NarrativeContent"
"7a059df6-670d-48a7-808b-315e1e725dc0","SECTION 9","9","STATISTICAL CONSIDERATIONS","<div></div>","NarrativeContent_94","NarrativeContent"
"0c4b0e94-a2f2-4576-8f72-241513db5a89","SECTION 9.1","9.1","Analysis Sets","<div></div>","NarrativeContent_95","NarrativeContent"
"b36148b3-71f4-47eb-822f-9acc19cc9c2a","SECTION 9.2","9.2","Analyses Supporting Primary Objective(s)","<div></div>","NarrativeContent_96","NarrativeContent"
"37e8bf83-231a-4780-a19f-ec16222d07b5","SECTION 9.2.1","9.2.1","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","NarrativeContent_97","NarrativeContent"
"f6952fb7-d6fa-40cc-92a2-ef3d04accd8a","SECTION 9.2.2","9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","NarrativeContent_98","NarrativeContent"
"93b84363-0c5e-46a0-8476-0d848efdf0d4","SECTION 9.2.3","9.2.3","Handling of Missing Data","<div></div>","NarrativeContent_99","NarrativeContent"
"8aef8d81-077c-450c-8fd4-4e3cf2f89dc4","SECTION 9.2.4","9.2.4","Sensitivity Analysis","<div></div>","NarrativeContent_100","NarrativeContent"
"311d6bfb-333f-422c-93cd-441eddb29ba7","SECTION 9.2.5","9.2.5","Supplementary Analysis","<div></div>","NarrativeContent_101","NarrativeContent"
"ec751fc3-50cf-4054-99fa-882bfbd15ede","SECTION 9.3","9.3","Analysis Supporting Secondary Objective(s)","<div></div>","NarrativeContent_102","NarrativeContent"
"2fdf6c47-def8-4ae1-8491-4c176d6cd529","SECTION 9.4","9.4","Analysis of Exploratory Objective(s)","<div></div>","NarrativeContent_103","NarrativeContent"
"d9737da1-84a0-4bb2-81a2-7cd4ac1b2c66","SECTION 9.5","9.5","Safety Analyses","<div></div>","NarrativeContent_104","NarrativeContent"
"37b5334e-2f77-4705-9969-0c3a3b5e2b14","SECTION 9.6","9.6","Other Analyses","<div></div>","NarrativeContent_105","NarrativeContent"
"45087aee-dba7-4f26-90fe-0483ccecb4b7","SECTION 9.7","9.7","Interim Analyses","<div></div>","NarrativeContent_106","NarrativeContent"
"63fdf218-d053-483c-9a38-dbb5b539406c","SECTION 9.8","9.8","Sample Size Determination","<div></div>","NarrativeContent_107","NarrativeContent"
"bee7bed7-410c-47cf-9c9c-f0fbd29d4cb6","SECTION 9.9","9.9","Protocol Deviations","<div></div>","NarrativeContent_108","NarrativeContent"
"27d27c71-dfbe-4a72-b2d8-3a47f0db8d2f","SECTION 10","10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","NarrativeContent_109","NarrativeContent"
"6b9914de-ee8f-4c44-8260-7cf7ee1b5162","SECTION 10.1","10.1","Regulatory and Ethical Considerations","<div></div>","NarrativeContent_110","NarrativeContent"
"0a0484e6-2953-4fa6-9b21-b24fdb2f82ce","SECTION 10.2","10.2","Committees","<div></div>","NarrativeContent_111","NarrativeContent"
"79819996-4123-4d56-ab84-9d6327a67d5f","SECTION 10.3","10.3","Informed Consent Process","<div></div>","NarrativeContent_112","NarrativeContent"
"310d4cbf-1a77-4011-a5b9-15bd39a0e53e","SECTION 10.4","10.4","Data Protection","<div></div>","NarrativeContent_113","NarrativeContent"
"24120e28-b8b0-4aef-92d5-14c5b55fb850","SECTION 10.5","10.5","Early Site Closure or Trial Termination","<div></div>","NarrativeContent_114","NarrativeContent"
"e775806c-9d40-49f8-a2b2-bc82ecdf1a1e","SECTION 11","11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","NarrativeContent_115","NarrativeContent"
"ab2b8b47-4f1c-4448-b9af-95b5c605a0ff","SECTION 11.1","11.1","Quality Tolerance Limits","<div></div>","NarrativeContent_116","NarrativeContent"
"1ab585a0-0e13-4bb4-8047-f1ea0002c846","SECTION 11.2","11.2","Data Quality Assurance","<div></div>","NarrativeContent_117","NarrativeContent"
"1d3b1701-5b20-4fd9-8651-4b399d511f80","SECTION 11.3","11.3","Source Data","<div></div>","NarrativeContent_118","NarrativeContent"
"16fad28d-2946-46ec-8b03-17e725743809","SECTION 12","12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","NarrativeContent_119","NarrativeContent"
"f845068e-a099-468f-a177-b7874bbfd08e","SECTION 12.1","12.1","Further Details and Clarifications on the AE Definition","<div></div>","NarrativeContent_120","NarrativeContent"
"4ed9e2b0-a12e-43fb-a142-b4b72b8b721d","SECTION 12.2","12.2","Further Details and Clarifications on the SAE Definition","<div></div>","NarrativeContent_121","NarrativeContent"
"99eb64da-87fc-486a-9a03-0e7c98d9bb2e","SECTION 12.3","12.3","Severity","<div></div>","NarrativeContent_122","NarrativeContent"
"afd65758-de6c-4631-af66-be6053baa090","SECTION 12.4","12.4","Causality","<div></div>","NarrativeContent_123","NarrativeContent"
"a81a37c3-c8cb-4862-acf5-146c39472061","SECTION 13","13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","NarrativeContent_124","NarrativeContent"
"2ce52e1e-7491-4dd9-8113-4dcf5e1114ac","SECTION 13.1","13.1","Contraception and Pregnancy Testing","<div></div>","NarrativeContent_125","NarrativeContent"
"8e1e7510-5643-40d5-9bc3-4fe91b407b60","SECTION 13.1.1","13.1.1","Definitions Related to Childbearing Potential","<div></div>","NarrativeContent_126","NarrativeContent"
"2b44073f-8752-4436-b690-55f2271b3e43","SECTION 13.1.2","13.1.2","Contraception","<div></div>","NarrativeContent_127","NarrativeContent"
"d6b81239-0d6c-4cc6-a63a-5129cce91aee","SECTION 13.1.3","13.1.3","Pregnancy Testing","<div></div>","NarrativeContent_128","NarrativeContent"
"eaebf6d9-57ae-4438-8566-2c491b0c912c","SECTION 13.2","13.2","Clinical Laboratory Tests","<div></div>","NarrativeContent_129","NarrativeContent"
"5610ec20-ce1a-4e3b-9640-93dfa75feb2a","SECTION 13.3","13.3","Country/Region-Specific Differences","<div></div>","NarrativeContent_130","NarrativeContent"
"9ee510f0-f74d-4105-bd9a-7f5fa93cb223","SECTION 13.4","13.4","Prior Protocol Amendments","<div></div>","NarrativeContent_131","NarrativeContent"
"db9c187a-9fc4-4dfb-8dc1-92bb58db176e","SECTION 14","14","APPENDIX: GLOSSARY OF TERMS","<div></div>","NarrativeContent_132","NarrativeContent"
"2054ff65-cb46-4f8f-8930-242cafdb35b1","SECTION 15","15","APPENDIX: REFERENCES","<div></div>","NarrativeContent_133","NarrativeContent"
