"decode","uuid:ID","codeSystem","instanceType","codeSystemVersion","code","id"
"Visit","97afd99b-3a09-4249-a248-4b139569384b","http://www.cdisc.org","Code","2023-12-15","C25716","Code_83"
"Clinic","afbfda35-980d-4a59-beba-daa0a129782e","http://www.cdisc.org","Code","2023-12-15","C51282","Code_84"
"In Person","336200e1-f082-49af-b433-83f32e1b41e1","http://www.cdisc.org","Code","2023-12-15","C175574","Code_85"
"Visit","e8e390bf-f886-49f3-9b68-86c6f763f35d","http://www.cdisc.org","Code","2023-12-15","C25716","Code_86"
"Clinic","f9c54782-502d-4060-ab3b-aa5bc9864052","http://www.cdisc.org","Code","2023-12-15","C51282","Code_87"
"In Person","469c6560-344e-47ab-9bc2-3486fcf4e14f","http://www.cdisc.org","Code","2023-12-15","C175574","Code_88"
"Visit","f68214f3-f671-4c6d-a87a-7e069e29262c","http://www.cdisc.org","Code","2023-12-15","C25716","Code_89"
"Clinic","6a237062-b01d-42b7-8427-5b1d0e2ca0ad","http://www.cdisc.org","Code","2023-12-15","C51282","Code_90"
"In Person","6a57f4df-ee2f-41e0-9ffb-d743f1cdf54b","http://www.cdisc.org","Code","2023-12-15","C175574","Code_91"
"Visit","4658a875-3521-4594-9e2f-3def12ef56ca","http://www.cdisc.org","Code","2023-12-15","C25716","Code_92"
"Clinic","5eda741a-20ce-4007-b6d6-b927a826f56c","http://www.cdisc.org","Code","2023-12-15","C51282","Code_93"
"In Person","aa541bed-4e18-4c95-8b15-fd2716f1022c","http://www.cdisc.org","Code","2023-12-15","C175574","Code_94"
"Visit","2928df4d-8544-47fc-9fcb-2bb1e98e3a9e","http://www.cdisc.org","Code","2023-12-15","C25716","Code_95"
"Clinic","8f128fba-644d-402d-8887-95134ef3e01b","http://www.cdisc.org","Code","2023-12-15","C51282","Code_96"
"In Person","b4833e35-5fab-4a66-bae0-9da256828a32","http://www.cdisc.org","Code","2023-12-15","C175574","Code_97"
"Visit","a7a2e5d0-d2ce-4248-9b71-02c0a374f5df","http://www.cdisc.org","Code","2023-12-15","C25716","Code_98"
"Clinic","ff2baa3a-0f80-40be-b815-45c500609a3a","http://www.cdisc.org","Code","2023-12-15","C51282","Code_99"
"In Person","559ad684-0fca-4dda-a86a-8b496d4fd055","http://www.cdisc.org","Code","2023-12-15","C175574","Code_100"
"Visit","683b43c9-34cd-4d57-bc3c-14f66efe3d55","http://www.cdisc.org","Code","2023-12-15","C25716","Code_101"
"Clinic","9d618010-e562-4b7c-912d-dae833347c8e","http://www.cdisc.org","Code","2023-12-15","C51282","Code_102"
"In Person","48ef166b-264b-45d2-974f-24c89e0407ad","http://www.cdisc.org","Code","2023-12-15","C175574","Code_103"
"Telephone Call","2afeb58d-e9cf-491c-a1b5-62aef6c6e167","http://www.cdisc.org","Code","2023-12-15","C171537","Code_104"
"Visit","f3d2f4a5-0790-4e38-82c1-c46a2686cda7","http://www.cdisc.org","Code","2023-12-15","C25716","Code_105"
"Clinic","d2650758-01b2-4713-a26c-82781b42053a","http://www.cdisc.org","Code","2023-12-15","C51282","Code_106"
"In Person","d05d730c-a523-4b4b-9ae6-1270e41f9cc4","http://www.cdisc.org","Code","2023-12-15","C175574","Code_107"
"Telephone Call","07fb6f06-499b-4772-a831-92ef44861cb3","http://www.cdisc.org","Code","2023-12-15","C171537","Code_108"
"Visit","6dce481a-6258-484e-87c3-b2b1c205caf8","http://www.cdisc.org","Code","2023-12-15","C25716","Code_109"
"Clinic","6a6e9abd-6325-4d2c-a45c-db1268a6ccca","http://www.cdisc.org","Code","2023-12-15","C51282","Code_110"
"In Person","d01d371f-8e6e-4295-9343-94389d0d75d3","http://www.cdisc.org","Code","2023-12-15","C175574","Code_111"
"Telephone Call","c8eacd1f-97f8-44b4-b3d8-a1b6d961447f","http://www.cdisc.org","Code","2023-12-15","C171537","Code_112"
"Visit","a043aa65-d7af-4d25-8097-dc12314fee20","http://www.cdisc.org","Code","2023-12-15","C25716","Code_113"
"Clinic","b06d0733-a294-41bd-ac3e-ba7d02af17fd","http://www.cdisc.org","Code","2023-12-15","C51282","Code_114"
"In Person","eb26d2ea-077f-4baa-8ddd-6ae5c5c7f929","http://www.cdisc.org","Code","2023-12-15","C175574","Code_115"
"Telephone Call","696f92f4-dcef-4efd-a077-a7e70bb3d432","http://www.cdisc.org","Code","2023-12-15","C171537","Code_116"
"Visit","bab43dba-5ff6-4a44-963d-a48ec65130fa","http://www.cdisc.org","Code","2023-12-15","C25716","Code_117"
"Clinic","74491f3e-5464-455f-be10-64a9b3fc040f","http://www.cdisc.org","Code","2023-12-15","C51282","Code_118"
"In Person","a72b447b-045d-4357-9d2c-ee573e9d86e5","http://www.cdisc.org","Code","2023-12-15","C175574","Code_119"
"Visit","b3ef5a10-c9ee-4313-864a-2693392cae86","http://www.cdisc.org","Code","2023-12-15","C25716","Code_120"
"Clinic","f57c06ca-3795-4aa9-a1bf-baa5b91245f7","http://www.cdisc.org","Code","2023-12-15","C51282","Code_121"
"In Person","7a7a5a8a-9758-4e5a-b5f8-c0b6929574b9","http://www.cdisc.org","Code","2023-12-15","C175574","Code_122"
"CT of head without contrast","6d30148f-8390-4a0a-986f-2f893a3be4d7","SNOMED","Code","January 31, 2018","383371000119108","Code_80"
"Subject Supine","fae131a9-e077-4f85-81e4-fd6a10fe19b5","SPONSOR","Code","12","123","Code_81"
"Subject Standing","ec33e5ef-8b04-4252-aaae-dad0b042cc51","SPONSOR","Code","12","124","Code_82"
"Dictionary-derived Term","e28b1f5d-07ad-4b7b-8fb7-4975c943e9df","http://www.cdisc.org","Code","2023-12-15","C82977","Code_429"
"Reported Event Term","12f6caf1-abc8-42d5-861e-32b1d2071a35","http://www.cdisc.org","Code","2023-12-15","C82571","Code_430"
"Observation Start Date Time","b0d9fbc5-8882-49c4-9e18-fc4e6cd44f77","http://www.cdisc.org","Code","2023-12-15","C82517","Code_431"
"Informed Consent","a803f49e-75e5-4031-973b-8c6ec1f3ff34","http://www.cdisc.org","Code","2023-12-15","C16735","Code_432"
"Male","237d46a0-cb3b-4af7-b097-5d03ba8b9841","http://www.cdisc.org","Code","2023-12-15","C20197","Code_433"
"Female","0a1e19a5-919f-4b7e-9633-46467a30acf7","http://www.cdisc.org","Code","2023-12-15","C16576","Code_434"
"Sex","73179018-faf3-4091-a598-331b2dda0f6b","http://www.cdisc.org","Code","2023-12-15","C28421","Code_435"
"Sex","62d063e5-296a-4d83-a5a9-7507f4355cfe","http://www.cdisc.org","Code","2023-12-15","C28421","Code_436"
"Race","f36008d0-1a3e-4220-bf52-2829afa4fcbc","http://www.cdisc.org","Code","2023-12-15","C17049","Code_437"
"Race","db42bab5-1975-4d9b-a9ae-530cc3cd7a89","http://www.cdisc.org","Code","2023-12-15","C17049","Code_438"
"TEMP","5d000003-5eaa-4a18-981d-ae9e441e9c70","http://www.cdisc.org","Code","2023-12-15","C174446","Code_439"
"Clinical Test Result","25fd94fe-c79f-45c5-b83d-373f0cfe82b4","http://www.cdisc.org","Code","2023-12-15","C77140","Code_440"
"Degree Celsius","a2a5e595-8bc4-4273-8479-670d03f6ec77","http://www.cdisc.org","Code","2023-12-15","C42559","Code_441"
"Degree Fahrenheit","362ef19f-25c1-4988-bdac-b9168bad4d7e","http://www.cdisc.org","Code","2023-12-15","C44277","Code_442"
"Kelvin","99fd272f-9f71-47b2-8e65-74a360ee0114","http://www.cdisc.org","Code","2023-12-15","C42537","Code_443"
"Unit of Temperature","1b78a940-f4a4-424e-88ce-54ea347a46fd","http://www.cdisc.org","Code","2023-12-15","C44276","Code_444"
"Axilla","be3b0d0b-e5d4-4915-a191-029dbefa8c0d","http://www.cdisc.org","Code","2023-12-15","C12674","Code_445"
"Ear","825d61ea-49b2-4af7-9ff8-555cac22b04f","http://www.cdisc.org","Code","2023-12-15","C12394","Code_446"
"Forehead","4de7789d-19dd-4eac-a9ce-8b6e309c91b1","http://www.cdisc.org","Code","2023-12-15","C89803","Code_447"
"Oral Cavity","dc7c10d9-fd0c-4b66-b8cc-c71ebbb85d76","http://www.cdisc.org","Code","2023-12-15","C12421","Code_448"
"Rectum","0770ea6a-a28e-4d7d-9755-b3b69d555317","http://www.cdisc.org","Code","2023-12-15","C12390","Code_449"
"Anatomic Site","e661a9e9-b57f-4144-8faa-604f30f6f3f0","http://www.cdisc.org","Code","2023-12-15","C13717","Code_450"
"TEMP","02696055-e8a4-4ead-88bd-400cd59007f8","http://www.cdisc.org","Code","2023-12-15","C174446","Code_451"
"WEIGHT","abc17aa7-29e4-4fad-a867-2872695dbb94","http://www.cdisc.org","Code","2023-12-15","C25208","Code_452"
"Clinical Test Result","b6ee9d16-6c40-4e69-a502-e2e150eae85d","http://www.cdisc.org","Code","2023-12-15","C77140","Code_453"
"Pound","c5c5c14d-f470-44f0-ac7e-61a37b3672cb","http://www.cdisc.org","Code","2023-12-15","C48531","Code_454"
"Gram","6d7d6e73-9568-44fd-91f1-07bf59b45c25","http://www.cdisc.org","Code","2023-12-15","C48155","Code_455"
"Kilogram","9f155f83-1704-40b4-be65-a425916e0bc7","http://www.cdisc.org","Code","2023-12-15","C28252","Code_456"
"Unit of Weight","a6dd2319-8c07-4c32-be01-a08c755c4ac7","http://www.cdisc.org","Code","2023-12-15","C48208","Code_457"
"WEIGHT","1c2a584c-d0f6-4c68-90e9-78e808d94f0d","http://www.cdisc.org","Code","2023-12-15","C25208","Code_458"
"HEIGHT","1960e9b4-b33c-4f3a-9749-9b92941e85eb","http://www.cdisc.org","Code","2023-12-15","C25347","Code_459"
"Clinical Test Result","603f8b87-6510-450d-8bb9-a598ae5fc0b8","http://www.cdisc.org","Code","2023-12-15","C77140","Code_460"
"Centimeter","cdc8ff43-f306-4f60-b30c-fb92657a8a53","http://www.cdisc.org","Code","2023-12-15","C49668","Code_461"
"Inch","aaeb44c9-11eb-445b-890c-efc681d583cb","http://www.cdisc.org","Code","2023-12-15","C48500","Code_462"
"Meter","efaf3e75-86f8-4b61-a7ad-d5e7226a7816","http://www.cdisc.org","Code","2023-12-15","C41139","Code_463"
"Unit of Height","4e1c91b7-d533-40bf-a07d-afe191b67f3f","http://www.cdisc.org","Code","2023-12-15","C168688","Code_464"
"HEIGHT","55fd1893-dde9-4cc1-a2fd-69971700c032","http://www.cdisc.org","Code","2023-12-15","C25347","Code_465"
"ALT","05eb0dcb-8b8c-4d60-8ab5-a3c29b9aea16","http://www.cdisc.org","Code","2023-12-15","C64433","Code_466"
"Laboratory Test Result","ef81ec53-fae9-40d0-9b89-6d712ebf4a93","http://www.cdisc.org","Code","2023-12-15","C36292","Code_467"
"Unit per Liter","a52013ab-a256-4e2a-a093-4accc90f37d5","http://www.cdisc.org","Code","2023-12-15","C67456","Code_468"
"Microkatal per Liter","bbb0a450-e960-4d0e-8c38-98e97b7231a8","http://www.cdisc.org","Code","2023-12-15","C67397","Code_469"
"International Unit per Liter","5360010a-50e4-449e-bf7e-943a3e429b02","http://www.cdisc.org","Code","2023-12-15","C67376","Code_470"
"Nanokatal per Liter","b34fad12-de4b-4286-913e-2dcb4d2ade11","http://www.cdisc.org","Code","2023-12-15","C70510","Code_471"
"Unit of Catalytic Activity Concentration","e1e45c00-3da6-4dc7-8a6b-ff41d46d7fdd","http://www.cdisc.org","Code","2023-12-15","C67365","Code_472"
"Biospecimen Type","18b5b20b-c598-47bd-9d24-fd52de3b51b6","http://www.cdisc.org","Code","2023-12-15","C70713","Code_473"
"No","86b551af-814b-48c1-acdb-19756eaea13f","http://www.cdisc.org","Code","2023-12-15","C49487","Code_474"
"Yes","7b3ba831-8a5a-419f-ba81-821244827c48","http://www.cdisc.org","Code","2023-12-15","C49488","Code_475"
"Laboratory Test Fasting Status","82ad83e6-cd69-4290-81dd-ad37a3e78073","http://www.cdisc.org","Code","2023-12-15","C83309","Code_476"
"ALT","25d6335e-0221-4490-bcc6-92981bcc184f","http://www.cdisc.org","Code","2023-12-15","C64433","Code_477"
"ALB","95731ac0-cdd5-40fd-a79b-7badebf2b19d","http://www.cdisc.org","Code","2023-12-15","C64431","Code_478"
"Laboratory Test Result","3667fcee-30fe-4496-954c-ac40b4a9901c","http://www.cdisc.org","Code","2023-12-15","C36292","Code_479"
"Biospecimen Type","03e40f46-3602-425b-a991-7df43110b6cb","http://www.cdisc.org","Code","2023-12-15","C70713","Code_480"
"No","7b610b7d-471c-4827-bfef-f847461761b4","http://www.cdisc.org","Code","2023-12-15","C49487","Code_481"
"Yes","0b07fdd7-4f2a-4bf5-b276-1a1d37beb47b","http://www.cdisc.org","Code","2023-12-15","C49488","Code_482"
"Laboratory Test Fasting Status","294ece82-cc46-4076-883f-f805e772e7ba","http://www.cdisc.org","Code","2023-12-15","C83309","Code_483"
"ALB","c111b109-2b3c-4b78-9bc2-2c348230bc4c","http://www.cdisc.org","Code","2023-12-15","C64431","Code_484"
"ALP","6229e84d-cbfe-4097-a37f-1b3d6ae3b279","http://www.cdisc.org","Code","2023-12-15","C64432","Code_485"
"Laboratory Test Result","9f96752b-5d43-4b1c-8044-ae54f86d85a9","http://www.cdisc.org","Code","2023-12-15","C36292","Code_486"
"Unit per Liter","5d0fc94a-73c0-4f65-8634-89d774e31e5f","http://www.cdisc.org","Code","2023-12-15","C67456","Code_487"
"Microkatal per Liter","c5c4a0a0-34fe-4987-8fcc-d95041fd2648","http://www.cdisc.org","Code","2023-12-15","C67397","Code_488"
"International Unit per Liter","f5debc63-4afc-4e48-a54a-56313ec2e433","http://www.cdisc.org","Code","2023-12-15","C67376","Code_489"
"Unit of Catalytic Activity Concentration","1120b301-4887-430e-bee1-5bbd727c84bb","http://www.cdisc.org","Code","2023-12-15","C67365","Code_490"
"Biospecimen Type","cb8fbc04-55e9-41f2-b35e-aa5af380f80e","http://www.cdisc.org","Code","2023-12-15","C70713","Code_491"
"No","65b3515f-0882-47c9-8dbf-95029591ed9d","http://www.cdisc.org","Code","2023-12-15","C49487","Code_492"
"Yes","3c1192b1-126f-41ff-9235-4c253a45075e","http://www.cdisc.org","Code","2023-12-15","C49488","Code_493"
"Laboratory Test Fasting Status","5f10160b-f804-455b-95d0-d05834bdc616","http://www.cdisc.org","Code","2023-12-15","C83309","Code_494"
"ALP","4b7862d8-c293-44a7-9e0e-f8d66cecf5fd","http://www.cdisc.org","Code","2023-12-15","C64432","Code_495"
"AST","e41dbea5-263e-46e7-9486-0fad01953cda","http://www.cdisc.org","Code","2023-12-15","C64467","Code_496"
"Laboratory Test Result","c4bf9aa8-9632-4148-a2ec-43b2da51a570","http://www.cdisc.org","Code","2023-12-15","C36292","Code_497"
"Unit per Liter","1626ba54-849e-4c24-9123-7cb511d4efc3","http://www.cdisc.org","Code","2023-12-15","C67456","Code_498"
"Microkatal per Liter","12583260-c8a9-4366-a9da-1b7987ec3268","http://www.cdisc.org","Code","2023-12-15","C67397","Code_499"
"International Unit per Liter","241dd96f-5cd7-408f-a2d3-61a5a20e18af","http://www.cdisc.org","Code","2023-12-15","C67376","Code_500"
"Unit of Catalytic Activity Concentration","b0e3d662-96c0-4c10-9d4f-e73ea56aa0db","http://www.cdisc.org","Code","2023-12-15","C67365","Code_501"
"Biospecimen Type","8e3cce0a-ceec-47c8-904f-0af2caca149a","http://www.cdisc.org","Code","2023-12-15","C70713","Code_502"
"No","3ad1996a-5926-4cc7-bdb1-a0ee85894bfb","http://www.cdisc.org","Code","2023-12-15","C49487","Code_503"
"Yes","483205ec-2936-49f5-b76c-741ddd191a37","http://www.cdisc.org","Code","2023-12-15","C49488","Code_504"
"Laboratory Test Fasting Status","0fd09af9-f69b-4f57-a647-d34c285da34f","http://www.cdisc.org","Code","2023-12-15","C83309","Code_505"
"AST","cbfca0d1-6170-4acf-8d14-5e78eb38be17","http://www.cdisc.org","Code","2023-12-15","C64467","Code_506"
"CREAT","16e27eec-8a67-475c-a5ab-80344ff0ecb5","http://www.cdisc.org","Code","2023-12-15","C64547","Code_507"
"Laboratory Test Result","8232fcb3-471e-4848-862b-c3b64222368f","http://www.cdisc.org","Code","2023-12-15","C36292","Code_508"
"Milligram per Deciliter","95e2f47c-9382-4a99-a875-ff07cf08685b","http://www.cdisc.org","Code","2023-12-15","C67015","Code_509"
"Microgram per Milliliter","36e3259e-3d3d-4490-80fb-9b9fa8473240","http://www.cdisc.org","Code","2023-12-15","C64572","Code_510"
"Millimole per Liter","56780d4d-0262-4c59-9af7-115e5c7ed488","http://www.cdisc.org","Code","2023-12-15","C64387","Code_511"
"Micromole per Liter","53b209a4-785d-493b-972a-1c76dba7af57","http://www.cdisc.org","Code","2023-12-15","C48508","Code_512"
"Unit of Concentration","dec2e872-2db1-410d-b9d1-591c233ce8a9","http://www.cdisc.org","Code","2023-12-15","C48207","Code_513"
"Biospecimen Type","74b8b1bc-98a0-4c18-b422-15bc9b157882","http://www.cdisc.org","Code","2023-12-15","C70713","Code_514"
"No","eeb6ccdf-aff8-417e-a492-a4b0cada88bb","http://www.cdisc.org","Code","2023-12-15","C49487","Code_515"
"Yes","2cdb1768-5408-4f56-9f3b-5aee7b6a6b01","http://www.cdisc.org","Code","2023-12-15","C49488","Code_516"
"Laboratory Test Fasting Status","925e39fc-fd80-40c5-ac41-b10fa638ab1b","http://www.cdisc.org","Code","2023-12-15","C83309","Code_517"
"CREAT","38a943af-d931-472e-9503-ba542c5dcf05","http://www.cdisc.org","Code","2023-12-15","C64547","Code_518"
"K","b6fdb5b1-5beb-4afc-99a5-884b91537c76","http://www.cdisc.org","Code","2023-12-15","C64853","Code_519"
"Laboratory Test Result","b962f6a9-3cf5-4912-8064-5850791baa9f","http://www.cdisc.org","Code","2023-12-15","C36292","Code_520"
"Milliequivalent per Liter","bd28db29-eb76-4e9a-9479-70bfb83f47e9","http://www.cdisc.org","Code","2023-12-15","C67474","Code_521"
"Milliequivalent per Deciliter","d35a4ce7-2bdd-4a22-a50d-abdd614e5853","http://www.cdisc.org","Code","2023-12-15","C67473","Code_522"
"Millimole per Liter","c4dc8e8b-e91c-4bdc-b88d-fcaac7847aa5","http://www.cdisc.org","Code","2023-12-15","C64387","Code_523"
"Molarity Unit","d9f566e6-33af-419e-bcfe-9ef9d60675fc","http://www.cdisc.org","Code","2023-12-15","C64567","Code_524"
"Biospecimen Type","2d70816c-8880-4e47-aa18-0ce216f45854","http://www.cdisc.org","Code","2023-12-15","C70713","Code_525"
"No","c6169489-dfd9-4bc0-a8b1-73995e4de1d4","http://www.cdisc.org","Code","2023-12-15","C49487","Code_526"
"Yes","3dbe1788-1df0-486b-9b27-293a4d021f40","http://www.cdisc.org","Code","2023-12-15","C49488","Code_527"
"Laboratory Test Fasting Status","ced0dc63-dc69-4e02-844f-0d5636d17913","http://www.cdisc.org","Code","2023-12-15","C83309","Code_528"
"K","f7b6cbd4-d13e-47bf-97b7-dd5e99464b39","http://www.cdisc.org","Code","2023-12-15","C64853","Code_529"
"SODIUM","e956bafc-106a-4cb7-8fdd-c58922c737d1","http://www.cdisc.org","Code","2023-12-15","C64809","Code_530"
"Laboratory Test Result","9fe78247-56cf-4661-a073-631b656d832c","http://www.cdisc.org","Code","2023-12-15","C36292","Code_531"
"Milliequivalent per Liter","09ce3161-83cf-47f9-b2b5-99cf09fb7547","http://www.cdisc.org","Code","2023-12-15","C67474","Code_532"
"Milliequivalent per Deciliter","de1c0629-fce2-443a-a62c-5b31553fa8bd","http://www.cdisc.org","Code","2023-12-15","C67473","Code_533"
"Millimole per Liter","d217f01a-4959-44e8-ad21-fe93241da7f2","http://www.cdisc.org","Code","2023-12-15","C64387","Code_534"
"Molarity Unit","61773d0f-1a9d-4d2f-9704-90b170c9511f","http://www.cdisc.org","Code","2023-12-15","C64567","Code_535"
"Biospecimen Type","ce73987b-3edc-4e11-9716-bf86ac855da1","http://www.cdisc.org","Code","2023-12-15","C70713","Code_536"
"No","385789bb-b6ec-46eb-8bee-3ac5b1847d05","http://www.cdisc.org","Code","2023-12-15","C49487","Code_537"
"Yes","df0460fb-4434-4077-a26b-f05ff43bc41e","http://www.cdisc.org","Code","2023-12-15","C49488","Code_538"
"Laboratory Test Fasting Status","59d1faec-2f70-415b-9f73-e74afb9b145d","http://www.cdisc.org","Code","2023-12-15","C83309","Code_539"
"SODIUM","d04c08b1-2402-4a9e-a427-fd3cb95a20fa","http://www.cdisc.org","Code","2023-12-15","C64809","Code_540"
"HBA1C","de59c38a-a756-4471-bbf0-d849bde34204","http://www.cdisc.org","Code","2023-12-15","C64849","Code_541"
"Laboratory Test Result","ad8d4953-959c-4f15-b96e-ffea2d0d3f8b","http://www.cdisc.org","Code","2023-12-15","C36292","Code_542"
"Gram per Deciliter","69916005-104f-4379-a444-a972d05692bb","http://www.cdisc.org","Code","2023-12-15","C64783","Code_543"
"LBORRESU","714dac7f-435e-433c-9b63-e5e6bb88b20e","http://www.cdisc.org","Code","2023-12-15","No Concept Code","Code_544"
"Biospecimen Type","ed3f4aa5-3e2b-4054-be7a-28ea90e91752","http://www.cdisc.org","Code","2023-12-15","C70713","Code_545"
"No","fb49106c-8377-44c8-afde-c78063c292a2","http://www.cdisc.org","Code","2023-12-15","C49487","Code_546"
"Yes","3c7a603d-e4db-4fdb-bdc6-034dd0846884","http://www.cdisc.org","Code","2023-12-15","C49488","Code_547"
"Laboratory Test Fasting Status","d086c148-bd37-4d40-8bd8-59ecad35ed02","http://www.cdisc.org","Code","2023-12-15","C83309","Code_548"
"HBA1C","808f4ce5-d1b0-4c76-9ba0-0fa216af5af7","http://www.cdisc.org","Code","2023-12-15","C64849","Code_549"
"Adverse Event Verbatim Description","d7caca07-b9be-42ad-99b4-cc7a4826131c","http://www.cdisc.org","Code","2023-12-15","C78541","Code_145"
"Adverse Event Dictionary Derived Term","27c3df26-06e4-41fa-9ebf-9661290b0a14","http://www.cdisc.org","Code","2023-12-15","C83344","Code_146"
"No","285642c7-7ca0-4f04-96cf-6d673d8cea4e","http://www.cdisc.org","Code","2023-12-15","C49487","Code_147"
"Yes","9dd98c64-a8db-4521-97eb-28bee40356d2","http://www.cdisc.org","Code","2023-12-15","C49488","Code_148"
"Adverse Event Pre-specified","a5feba2a-6f38-499f-882f-9875f30250e3","http://www.cdisc.org","Code","2023-12-15","C87840","Code_149"
"Adverse Event Location","5caca8d6-c256-4539-91d9-9af646d9aec2","http://www.cdisc.org","Code","2023-12-15","C83205","Code_150"
"Severity of Adverse Event","14f5a67f-fd1a-4fed-a10c-f5f2804735ca","http://www.cdisc.org","Code","2023-12-15","C53253","Code_151"
"No","84e0ecda-2b6c-4380-900c-4856220e33b0","http://www.cdisc.org","Code","2023-12-15","C49487","Code_152"
"Yes","ae036db1-e34d-4c0c-8bf4-ef32dd73095c","http://www.cdisc.org","Code","2023-12-15","C49488","Code_153"
"Seriousness of Adverse Event","72f375bf-661c-4a27-b41f-ffe12f4f2114","http://www.cdisc.org","Code","2023-12-15","C53252","Code_154"
"Adverse Event Action Taken with Study Treatment","da631202-38b2-4019-a6da-45145a37fe81","http://www.cdisc.org","Code","2023-12-15","C83013","Code_155"
"Other Actions taken in Response to Adverse Event","3eb1c8a3-9bc1-49ea-9ea2-7fc1cfd59674","http://www.cdisc.org","Code","2023-12-15","C83109","Code_156"
"Adverse Event Attribution to Product or Procedure","c31e8369-2e45-4488-b4ad-f7a33442ccc2","http://www.cdisc.org","Code","2023-12-15","C41358","Code_157"
"Adverse Event Relationship to Non Study Treatment","7d87b9b1-855f-4790-b14e-612e375c0609","http://www.cdisc.org","Code","2023-12-15","C83210","Code_158"
"Adverse Event Pattern","2038f093-feb1-49a6-86d2-b3a6fbe2c129","http://www.cdisc.org","Code","2023-12-15","C83208","Code_159"
"Adverse Event Outcome","b19e5e4b-05a2-4fec-8004-14b98bc587a2","http://www.cdisc.org","Code","2023-12-15","C49489","Code_160"
"No","6df0b7a4-7d5a-48dd-a62c-2792828d8261","http://www.cdisc.org","Code","2023-12-15","C49487","Code_161"
"Yes","a479453e-b0f7-4405-b4ca-b68117c077c3","http://www.cdisc.org","Code","2023-12-15","C49488","Code_162"
"Adverse Event Involves Cancer","4398842a-2f7a-490a-8a93-83ca00097f44","http://www.cdisc.org","Code","2023-12-15","C83211","Code_163"
"No","55966726-0449-4fbd-900b-60d28d993fa9","http://www.cdisc.org","Code","2023-12-15","C49487","Code_164"
"Yes","d453bb2d-8db9-48cc-b3b9-8c5261b8f8da","http://www.cdisc.org","Code","2023-12-15","C49488","Code_165"
"Adverse Event Seriousness Due to Congenital Anomaly","6a1c9a5d-05d6-4e1d-b8fe-2688fac8bfac","http://www.cdisc.org","Code","2023-12-15","C83117","Code_166"
"No","afca2f7e-dc1b-4d87-8e26-d9e8bf0b9e3d","http://www.cdisc.org","Code","2023-12-15","C49487","Code_167"
"Yes","8c860416-87b0-4599-8477-740bedd449bc","http://www.cdisc.org","Code","2023-12-15","C49488","Code_168"
