"instanceType","decode","id","codeSystemVersion","codeSystem","code","uuid:ID"
"Code","In Person","Code_85","2023-09-29","http://www.cdisc.org","C175574","58966bca-470e-418e-b465-9eab612ff98d"
"Code","Visit","Code_86","2023-09-29","http://www.cdisc.org","C25716","60176590-8062-4d9c-8efe-0727b7fecd2f"
"Code","Clinic","Code_87","2023-09-29","http://www.cdisc.org","C51282","f3309a91-0035-417e-875c-f4c53bf401f7"
"Code","In Person","Code_88","2023-09-29","http://www.cdisc.org","C175574","efdc3455-7f22-4d9c-a2df-9b5f97c1b392"
"Code","Visit","Code_89","2023-09-29","http://www.cdisc.org","C25716","3257b067-413e-4b1c-a3d7-605451a9b77e"
"Code","Clinic","Code_90","2023-09-29","http://www.cdisc.org","C51282","abb1cd00-a738-49b6-9c16-fcfaf76757dc"
"Code","In Person","Code_91","2023-09-29","http://www.cdisc.org","C175574","191e32e7-165c-48b7-9d55-cd3336b3954e"
"Code","Visit","Code_92","2023-09-29","http://www.cdisc.org","C25716","598f4e59-5ca5-48cd-ba8f-c8ebb2c43a61"
"Code","Clinic","Code_93","2023-09-29","http://www.cdisc.org","C51282","61ab5ecb-71d8-4190-8f52-54b8f584114a"
"Code","In Person","Code_94","2023-09-29","http://www.cdisc.org","C175574","d7905265-ab38-437a-8865-db13ab0db8a2"
"Code","Visit","Code_95","2023-09-29","http://www.cdisc.org","C25716","04ced5ae-ff7d-46dd-aa25-2f9540710b55"
"Code","Clinic","Code_96","2023-09-29","http://www.cdisc.org","C51282","2dae7884-3822-4fff-a7f5-be52f1b2c1ee"
"Code","In Person","Code_97","2023-09-29","http://www.cdisc.org","C175574","b725e169-74d6-4608-909e-f909031e5de9"
"Code","Visit","Code_98","2023-09-29","http://www.cdisc.org","C25716","c267abb1-600a-464a-8260-e37c6d39d55c"
"Code","Clinic","Code_99","2023-09-29","http://www.cdisc.org","C51282","e085b6ef-be0a-4f54-9543-7dfd77f00912"
"Code","In Person","Code_100","2023-09-29","http://www.cdisc.org","C175574","3242ca8b-82b2-48e5-8eb1-05017efac658"
"Code","Visit","Code_101","2023-09-29","http://www.cdisc.org","C25716","4f7b13c1-bea7-4309-b877-01326169f2a5"
"Code","Clinic","Code_102","2023-09-29","http://www.cdisc.org","C51282","a48d4b58-7746-444b-b881-96c4a3b7d0b2"
"Code","In Person","Code_103","2023-09-29","http://www.cdisc.org","C175574","a0148d40-fd83-47ba-bb83-e5e398c47b4e"
"Code","Telephone Call","Code_104","2023-09-29","http://www.cdisc.org","C171537","00359844-7970-444b-9863-0e2afc236763"
"Code","Visit","Code_105","2023-09-29","http://www.cdisc.org","C25716","ce06c2e9-95d4-4ad2-aa2d-3dc833a00f08"
"Code","Clinic","Code_106","2023-09-29","http://www.cdisc.org","C51282","e9b532e3-acd4-4b56-bf75-67525b2ae911"
"Code","In Person","Code_107","2023-09-29","http://www.cdisc.org","C175574","f518f46e-5f58-41e9-b335-6bccae7a1a6c"
"Code","Telephone Call","Code_108","2023-09-29","http://www.cdisc.org","C171537","f5eb8de8-6959-488f-8be8-792133b1eeec"
"Code","Visit","Code_109","2023-09-29","http://www.cdisc.org","C25716","7d1de550-917d-4bb6-bed9-d9f3cd37b994"
"Code","Clinic","Code_110","2023-09-29","http://www.cdisc.org","C51282","b58b70f5-fd32-4251-ab86-0911946f6b3a"
"Code","In Person","Code_111","2023-09-29","http://www.cdisc.org","C175574","dd397f2f-0c0d-4f49-9430-db93cbb51264"
"Code","Telephone Call","Code_112","2023-09-29","http://www.cdisc.org","C171537","cb0bb9b8-fa44-4f07-9cb8-a1b03afa6187"
"Code","Visit","Code_113","2023-09-29","http://www.cdisc.org","C25716","3ff18372-e041-4367-9ead-a41182e80b52"
"Code","Clinic","Code_114","2023-09-29","http://www.cdisc.org","C51282","41d33b17-9a05-4a75-a1d7-3bd1da8f5dd1"
"Code","In Person","Code_115","2023-09-29","http://www.cdisc.org","C175574","70a402ae-d7d8-4c08-b9bd-30e8d258c081"
"Code","Telephone Call","Code_116","2023-09-29","http://www.cdisc.org","C171537","7cfe3fcf-27da-418a-afac-bd67671dd815"
"Code","Visit","Code_117","2023-09-29","http://www.cdisc.org","C25716","e3e45522-222e-451d-b80d-163ac0652cca"
"Code","Clinic","Code_118","2023-09-29","http://www.cdisc.org","C51282","e7485524-ecc8-4f08-9f93-6192f84de291"
"Code","In Person","Code_119","2023-09-29","http://www.cdisc.org","C175574","e557c4c8-3f88-4b0d-90f8-bfd441949ce7"
"Code","Visit","Code_120","2023-09-29","http://www.cdisc.org","C25716","cda67b07-b972-4f13-a0c4-213793bfebea"
"Code","Clinic","Code_121","2023-09-29","http://www.cdisc.org","C51282","3cf16dfe-92ed-4597-823f-9338115a0e23"
"Code","In Person","Code_122","2023-09-29","http://www.cdisc.org","C175574","033e5f1b-a556-4064-adb5-d2dfc1c71d0f"
"Code","CT of head without contrast","Code_80","January 31, 2018","SNOMED","383371000119108","9c7926cf-a495-4391-8bcb-c8e5e09b483f"
"Code","Subject Supine","Code_81","12","SPONSOR","123","a76020ba-67d4-4ae4-bb69-e05459c40ac0"
"Code","Subject Standing","Code_82","12","SPONSOR","124","a2009a5e-cdea-4de2-b7e5-55531b016017"
"Code","Male","Code_269","2023-09-29","http://www.cdisc.org","C20197","d6373ee0-6aeb-4329-a083-5ffbc36fc2d6"
"Code","Female","Code_270","2023-09-29","http://www.cdisc.org","C16576","bb357256-3381-4e6a-b1ed-af6598b5dc49"
"Code","Sex","Code_271","","NCI Thesaurus","C28421","1840eda7-42eb-42cf-acac-9220ad424015"
"Code","Sex","Code_268","","NCI Thesaurus","C28421","c53323cd-bad1-448d-9891-81451b90315e"
"Code","Race","Code_273","","NCI Thesaurus","C17049","74974f2a-53c6-4e30-a539-2953a388b57e"
"Code","Race","Code_272","","NCI Thesaurus","C17049","02740dcd-93ea-4fce-bd46-ac8694b0f56e"
"Code","Clinical Test Result","Code_275","","NCI Thesaurus","C77140","760be35b-b58a-4c5b-b315-b8191241d35f"
"Code","Kelvin","Code_276","2023-09-29","http://www.cdisc.org","C42537","1adeeccf-23fc-4c01-8e2f-4ae0ccc90969"
"Code","Unit of Temperature","Code_277","","NCI Thesaurus","C44276","2038640a-1064-4fc0-a3cd-8c7a4cc1a72e"
"Code","Anatomic Site","Code_278","","NCI Thesaurus","C13717","461a8268-df34-4eb9-9239-63b4c97da036"
"Code","Body Temperature","Code_274","","NCI Thesaurus","C174446","65716489-2c82-4d8f-8329-11da87bdf7dd"
"Code","Clinical Test Result","Code_280","","NCI Thesaurus","C77140","89398213-f4d8-4c30-9645-96bd299882f4"
"Code","Kilogram","Code_281","2023-09-29","http://www.cdisc.org","C28252","1d04c128-235e-4b18-97ca-8503c42f58f5"
"Code","Gram","Code_282","2023-09-29","http://www.cdisc.org","C48155","c090bbc3-cec2-46d6-92f8-30ca5ae6e096"
"Code","Pound","Code_283","2023-09-29","http://www.cdisc.org","C48531","d5ed9959-9bb7-46e4-bb15-53987f39c00e"
"Code","Unit of Weight","Code_284","","NCI Thesaurus","C48208","efe30247-2b33-457e-9fa2-5b0b383e0d30"
"Code","Body Weight","Code_279","","NCI Thesaurus","C81328","ea31aceb-b313-4d49-a87b-6190003f8007"
"Code","Clinical Test Result","Code_286","","NCI Thesaurus","C77140","4770305e-00ee-42b4-a5db-907beef142ae"
"Code","Centimeter","Code_287","2023-09-29","http://www.cdisc.org","C49668","07f751ff-05e4-4408-9965-0a3df7e479d8"
"Code","Inch","Code_288","2023-09-29","http://www.cdisc.org","C48500","3bb0c102-5ebd-4397-9088-4d07c9010319"
"Code","Millimeter","Code_289","2023-09-29","http://www.cdisc.org","C28251","d554aaf9-1f61-4d00-9eb9-8a50669fe655"
"Code","Meter","Code_290","2023-09-29","http://www.cdisc.org","C41139","5f2881b9-c3bb-4fda-aaf8-a43b3ed8a6ab"
"Code","Unit of Height","Code_291","","NCI Thesaurus","C168688","ddb4f1f6-2d41-4a9e-b2ff-52e7d733401a"
"Code","Body Height","Code_285","","NCI Thesaurus","C164634","6e140936-6b11-48f9-b3da-d2a8cee69b99"
"Code","Laboratory Test Result","Code_293","","NCI Thesaurus","C36292","adf864a4-eabb-4ee4-b757-0f9a7457f5c4"
"Code","Laboratory Test Fasting Status","Code_294","","NCI Thesaurus","C83309","4ffc292a-1aeb-49fd-ae43-e27998eb7134"
"Code","Unit of Catalytic Activity Concentration","Code_295","","NCI Thesaurus","C67365","8ffcf0fa-1246-4412-a955-bca30dbf051c"
"Code","Biospecimen Type","Code_296","","NCI Thesaurus","C70713","5bebdb97-e808-4833-870f-aebd120532a4"
"Code","Alanine Aminotransferase Measurement","Code_292","","NCI Thesaurus","C64433","8d4250a4-59ad-4b0b-9c52-3202e7ed1535"
"Code","Laboratory Test Result","Code_298","","NCI Thesaurus","C36292","ee942c0d-1dfb-472b-875d-6409c271f2f0"
"Code","Laboratory Test Fasting Status","Code_299","","NCI Thesaurus","C83309","3994c59c-ad50-413b-86a2-47cefe11d60a"
"Code","Unit of Concentration","Code_300","","NCI Thesaurus","C48207","18ca4828-1635-43ce-9e3d-de62d1b869a2"
"Code","Biospecimen Type","Code_301","","NCI Thesaurus","C70713","2ed93c17-fe00-475c-b523-9118db8159e4"
"Code","Albumin Measurement","Code_297","","NCI Thesaurus","C64431","f3043472-9748-4086-9224-c09e0648ab7d"
"Code","Laboratory Test Result","Code_303","","NCI Thesaurus","C36292","515a6359-9fb7-4260-be14-d7b60f224fd4"
"Code","Laboratory Test Fasting Status","Code_304","","NCI Thesaurus","C83309","7871fee6-c970-4789-b911-388b52599ac6"
"Code","Unit of Catalytic Activity Concentration","Code_305","","NCI Thesaurus","C67365","528cf315-266f-4e2a-8ccb-76579a6cab13"
"Code","Biospecimen Type","Code_306","","NCI Thesaurus","C70713","bbaf8593-cf33-4d54-a29f-dccda4378ffa"
"Code","Alkaline Phosphatase Measurement","Code_302","","NCI Thesaurus","C64432","f47e4b1c-6471-415b-82b9-24d4138cd2b1"
"Code","Laboratory Test Result","Code_308","","NCI Thesaurus","C36292","da125350-ab11-42ae-947f-9549cc0ae093"
"Code","Laboratory Test Fasting Status","Code_309","","NCI Thesaurus","C83309","8f019ed3-e279-47d5-9d36-6a9bfaab965d"
"Code","Unit of Catalytic Activity Concentration","Code_310","","NCI Thesaurus","C67365","487ec9b1-cbdc-47c4-bd92-6a69b74d2b42"
"Code","Biospecimen Type","Code_311","","NCI Thesaurus","C70713","2aaae4fb-2cfe-4a17-8e8c-4193e6123c9e"
"Code","Aspartate Aminotransferase Measurement","Code_307","","NCI Thesaurus","C64467","50fce92f-35ec-4109-a50d-9827c79a68c6"
"Code","Laboratory Test Result","Code_313","","NCI Thesaurus","C36292","48a92455-e33f-4089-91c6-16b7cd2f5668"
"Code","Laboratory Test Fasting Status","Code_314","","NCI Thesaurus","C83309","b60a1ec9-ecc2-4a41-90e3-efcb309f9193"
"Code","Unit of Concentration","Code_315","","NCI Thesaurus","C48207","c675d892-276d-4bbe-8feb-3235eb75826f"
"Code","Biospecimen Type","Code_316","","NCI Thesaurus","C70713","cd607abc-517f-4e3f-9046-50a6d1cf5272"
"Code","Creatinine Measurement","Code_312","","NCI Thesaurus","C64547","e60980fa-de78-413a-a50a-5b65b884622e"
"Code","Laboratory Test Result","Code_318","","NCI Thesaurus","C36292","bb956164-57a6-4dd3-96e8-eb5b6955571e"
"Code","Laboratory Test Fasting Status","Code_319","","NCI Thesaurus","C83309","5c30c8b3-a89e-4905-a37e-25b6eb67d59a"
"Code","Molarity Unit","Code_320","","NCI Thesaurus","C64567","ae6c9869-2671-42fc-a817-b12135133fbd"
"Code","Biospecimen Type","Code_321","","NCI Thesaurus","C70713","0ab638c9-fecf-413e-8139-8db859bad839"
"Code","Potassium Measurement","Code_317","","NCI Thesaurus","C64853","963c12fd-9660-4318-8318-8c46f3f9e68e"
"Code","Laboratory Test Result","Code_323","","NCI Thesaurus","C36292","5b2d6fc3-49ad-45df-b265-e62b9aedc6e0"
"Code","Laboratory Test Fasting Status","Code_324","","NCI Thesaurus","C83309","ecb99389-2f59-4a9a-bc5c-38fee931bce9"
"Code","Molarity Unit","Code_325","","NCI Thesaurus","C64567","d7dfd261-0d1d-418c-b280-fbb0bbd13529"
"Code","Biospecimen Type","Code_326","","NCI Thesaurus","C70713","ccfa6b05-db48-4732-872b-32eafbce760f"
"Code","Sodium Measurement","Code_322","","NCI Thesaurus","C64809","58706e1e-9d92-4644-bfa7-0cebfd040d8a"
"Code","Reported Event Term","Code_146","","NCI Thesaurus","C82571","7616f73e-bdfa-425f-8825-f80ba201fdc1"
"Code","Dictionary-derived Term","Code_147","","NCI Thesaurus","C82977","84c75005-4cd8-4d1a-bd55-f8f681707289"
"Code","Category","Code_148","","NCI Thesaurus","C25372","0d7aebe5-5713-4fd7-a167-c4bb69397806"
"Code","Subcategory","Code_149","","NCI Thesaurus","C25692","11ff80f1-0622-4c2e-a0c7-e323c5759349"
"Code","Observation Start Date Time","Code_150","","NCI Thesaurus","C82517","874704fd-9344-4989-a925-18764ff6408f"
"Code","Adverse Event","Code_145","","NCI Thesaurus","C41331","f51305a6-f6c3-479f-9793-ceae84e3e26b"
"Code","Clinical Test Result","Code_152","","NCI Thesaurus","C77140","93a34ab9-f112-4072-9c59-dfb91a34cc0b"
"Code","Pascal","Code_153","2023-09-29","http://www.cdisc.org","C42547","ffc0d496-b171-41c7-98de-6ac5abc2bc9e"
"Code","Unit of Pressure","Code_154","","NCI Thesaurus","C49669","27d9cee2-cead-41dc-abca-ac38ff191764"
"Code","Anatomic Site","Code_155","","NCI Thesaurus","C13717","591d6087-9458-4670-9d08-bb15052f98e2"
"Code","Laterality","Code_156","","NCI Thesaurus","C25185","bb0aadf3-eb55-4185-aa2a-09463fb37822"
"Code","Test Method","Code_157","","NCI Thesaurus","C82535","98bea1ed-78fd-460f-97f8-f638f28f96c9"
"Code","Body Position","Code_158","","NCI Thesaurus","C62164","1b92e1ea-deae-4ccc-a9a6-611248bc75fc"
"Code","Systolic Blood Pressure","Code_151","","NCI Thesaurus","C25298","ae1bad1f-eea3-4843-9cad-e001891be05b"
"Code","Clinical Test Result","Code_160","","NCI Thesaurus","C77140","f9ac756d-efbf-41e4-b872-fb4e6f32a27d"
"Code","Pascal","Code_161","2023-09-29","http://www.cdisc.org","C42547","0e160293-7019-46fd-9096-88d7a0927e23"
"Code","Unit of Pressure","Code_162","","NCI Thesaurus","C49669","57ac3d85-2594-4e51-be6d-401256fb242d"
"Code","Anatomic Site","Code_163","","NCI Thesaurus","C13717","320bb7a6-84a9-4bab-9143-a6a7563ece64"
"Code","Laterality","Code_164","","NCI Thesaurus","C25185","26da110a-8a0c-454a-985a-be0359e0729c"
"Code","Test Method","Code_165","","NCI Thesaurus","C82535","679a0067-80a2-4b89-9c5b-98d7bf55cab4"
"Code","Body Position","Code_166","","NCI Thesaurus","C62164","5d6ff0be-5dd1-4750-a353-e09690973034"
"Code","Diastolic Blood Pressure","Code_159","","NCI Thesaurus","C25299","81ec1935-505d-4eb1-95a1-6ababde425a5"
"Code","Clinical Test Result","Code_168","","NCI Thesaurus","C77140","3150d84a-f1d7-46a8-a536-644ee2059a9e"
"Code","Kelvin","Code_169","2023-09-29","http://www.cdisc.org","C42537","44ae607b-384a-4308-a895-e96e5809b929"
"Code","Unit of Temperature","Code_170","","NCI Thesaurus","C44276","399fa7f1-47d8-44c6-9ab5-1bb618afce2c"
"Code","Anatomic Site","Code_171","","NCI Thesaurus","C13717","d9a57c01-2dc2-48dd-b69d-bcf1eee9314a"
"Code","Body Temperature","Code_167","","NCI Thesaurus","C174446","b8f250da-4ac4-4862-8b68-541f03f40054"
"Code","Clinical Test Result","Code_173","","NCI Thesaurus","C77140","ad68c169-8160-4b66-b7fa-0a7a90e31697"
"Code","Kilogram","Code_174","2023-09-29","http://www.cdisc.org","C28252","54fdba29-0315-4ce0-aef8-d3e65aa39762"
"Code","Gram","Code_175","2023-09-29","http://www.cdisc.org","C48155","2ca704f0-59e0-4550-9577-909359cf0c76"
"Code","Pound","Code_176","2023-09-29","http://www.cdisc.org","C48531","0d7bf60f-04f0-47e0-a456-5606fbef3b0b"
"Code","Unit of Weight","Code_177","","NCI Thesaurus","C48208","28a4df4a-408a-43f9-bb17-b4f527d93763"
"Code","Body Weight","Code_172","","NCI Thesaurus","C81328","e977f66c-a3cc-4bc2-a6d5-ca0a787df230"
"Code","Clinical Test Result","Code_179","","NCI Thesaurus","C77140","fe246d00-c087-4514-8cef-e08292758fc5"
"Code","Centimeter","Code_180","2023-09-29","http://www.cdisc.org","C49668","d9d8d832-c68b-4bb9-bd52-2a9b12381768"
"Code","Inch","Code_181","2023-09-29","http://www.cdisc.org","C48500","71e84e93-75f4-4d35-ac59-206d5c24efcf"
"Code","Millimeter","Code_182","2023-09-29","http://www.cdisc.org","C28251","433a07e6-4f89-4ff5-82d4-b13ace93b589"
"Code","Meter","Code_183","2023-09-29","http://www.cdisc.org","C41139","04284899-1d69-4721-9d1b-7016de2787a6"
"Code","Unit of Height","Code_184","","NCI Thesaurus","C168688","849857f8-e78b-441b-9beb-250af64f7a6f"
"Code","Body Height","Code_178","","NCI Thesaurus","C164634","a8714b60-7845-4fc4-bd2e-63fed82dcaf1"
"Code","Laboratory Test Result","Code_186","","NCI Thesaurus","C36292","bdb8a273-ee20-43a0-b0d0-cfd53c83346b"
"Code","Laboratory Test Fasting Status","Code_187","","NCI Thesaurus","C83309","3d87df2f-e707-4168-8743-d22aaaa82b59"
"Code","Unit of Catalytic Activity Concentration","Code_188","","NCI Thesaurus","C67365","46657262-9948-4011-ad9c-a4e4745b7ea3"
"Code","Biospecimen Type","Code_189","","NCI Thesaurus","C70713","d2505096-8ad3-430e-81df-74efbde0519d"
"Code","Alanine Aminotransferase Measurement","Code_185","","NCI Thesaurus","C64433","3a3ae6a3-2a9a-4867-ad56-a06ce9c5cdb7"
"Code","Laboratory Test Result","Code_191","","NCI Thesaurus","C36292","4d9254d4-9c4a-42e2-87e4-9d0f32a5cccc"
"Code","Laboratory Test Fasting Status","Code_192","","NCI Thesaurus","C83309","5df5ece4-9a96-4ab1-bcbb-5c125999dde5"
"Code","Unit of Concentration","Code_193","","NCI Thesaurus","C48207","be929008-1f18-49c8-8ef8-ef3794d3a93e"
"Code","Biospecimen Type","Code_194","","NCI Thesaurus","C70713","8149d0d2-7b67-4596-b9ab-e7e66f793217"
"Code","Albumin Measurement","Code_190","","NCI Thesaurus","C64431","07882fac-b074-4648-bc4e-3c1bfb5281b5"
"Code","Laboratory Test Result","Code_196","","NCI Thesaurus","C36292","7a40b9e5-df6f-4877-9b2f-fe3c68fb0767"
"Code","Laboratory Test Fasting Status","Code_197","","NCI Thesaurus","C83309","e671c956-c0d3-445c-bef5-a765aa055621"
"Code","Unit of Catalytic Activity Concentration","Code_198","","NCI Thesaurus","C67365","59d7f7f8-3475-4e93-8a91-3d0037f2d7e8"
"Code","Biospecimen Type","Code_199","","NCI Thesaurus","C70713","d89f1d8b-6bbb-431d-9392-a0d58c08b67d"
"Code","Alkaline Phosphatase Measurement","Code_195","","NCI Thesaurus","C64432","29228e8c-803d-4f23-999c-94e9a6a2a1a3"
"Code","Laboratory Test Result","Code_201","","NCI Thesaurus","C36292","9d25f8a4-d692-40ed-9d0a-062bcc3a2f59"
"Code","Laboratory Test Fasting Status","Code_202","","NCI Thesaurus","C83309","8a70178b-e046-4025-9368-6a40e75b3a6e"
"Code","Unit of Catalytic Activity Concentration","Code_203","","NCI Thesaurus","C67365","a5d6d16e-6555-4537-8c0e-0d1932c70ce0"
"Code","Biospecimen Type","Code_204","","NCI Thesaurus","C70713","7a6cd676-b1af-43f5-93cc-fc0dbbbbd344"
"Code","Aspartate Aminotransferase Measurement","Code_200","","NCI Thesaurus","C64467","bf2d63e5-a115-4442-982b-3fb9f2bb55e0"
"Code","Laboratory Test Result","Code_206","","NCI Thesaurus","C36292","00078527-8565-4f04-a20c-7ec1e549cc82"
"Code","Laboratory Test Fasting Status","Code_207","","NCI Thesaurus","C83309","b3f2bf3b-9f6e-4d3a-b4fb-4e10640a1de4"
"Code","Unit of Concentration","Code_208","","NCI Thesaurus","C48207","9f553e52-7a1c-4b0c-af37-000ecbfd37e0"
"Code","Biospecimen Type","Code_209","","NCI Thesaurus","C70713","4caec4ed-7b32-48c2-946b-f27e377ffc83"
"Code","Creatinine Measurement","Code_205","","NCI Thesaurus","C64547","da4bee78-7f1a-44a9-a615-9ced59401665"
"Code","Laboratory Test Result","Code_211","","NCI Thesaurus","C36292","d6c939d3-e010-421a-8219-174f3ceb3abe"
"Code","Laboratory Test Fasting Status","Code_212","","NCI Thesaurus","C83309","8afdc22c-a4b8-4c51-9c3c-1fa8938c716a"
"Code","Molarity Unit","Code_213","","NCI Thesaurus","C64567","d8807cb6-b2b5-4fb7-aab9-d9f378b1928a"
"Code","Biospecimen Type","Code_214","","NCI Thesaurus","C70713","dff51ba3-8b3e-40ad-b5a1-f3eecdb1781c"
"Code","Potassium Measurement","Code_210","","NCI Thesaurus","C64853","1edf3f16-15ce-44ff-940f-dee303296235"
"Code","Laboratory Test Result","Code_216","","NCI Thesaurus","C36292","605e0dbb-c634-45fc-89fa-49751b3cff8e"
"Code","Laboratory Test Fasting Status","Code_217","","NCI Thesaurus","C83309","fdfdc7ab-aba8-49e1-8b7a-3b6962dc1b80"
"Code","Molarity Unit","Code_218","","NCI Thesaurus","C64567","3a16837d-99de-4466-8220-d54503f17940"
"Code","Biospecimen Type","Code_219","","NCI Thesaurus","C70713","3b628061-b192-4c72-81ff-a9353252fb84"
"Code","Sodium Measurement","Code_215","","NCI Thesaurus","C64809","cb53b78a-28b3-45ac-9a7c-79bda2186eab"
"Code","Clinical Test Result","Code_221","","NCI Thesaurus","C77140","dbd74144-e102-4feb-8514-654406242512"
"Code","Pascal","Code_222","2023-09-29","http://www.cdisc.org","C42547","8c6a74d2-93b9-4516-aa9c-fca3a1f564f3"
"Code","Unit of Pressure","Code_223","","NCI Thesaurus","C49669","784194f6-5abc-4c32-9301-a8bf03ebf81c"
"Code","Anatomic Site","Code_224","","NCI Thesaurus","C13717","6a117d1b-3c97-496f-9781-ff1a0201a06b"
"Code","Laterality","Code_225","","NCI Thesaurus","C25185","84da47f3-48cd-4725-8c43-ca70df764058"
"Code","Test Method","Code_226","","NCI Thesaurus","C82535","18aed7e8-aaf7-4bd3-8e7d-ed5fda4ee39e"
"Code","Body Position","Code_227","","NCI Thesaurus","C62164","2f2e27cc-6ed7-4dd8-b2be-9c971686f5f2"
"Code","Systolic Blood Pressure","Code_220","","NCI Thesaurus","C25298","f3d4cdc5-5841-4bb7-a4fd-b58e7e552ed4"
"Code","Clinical Test Result","Code_229","","NCI Thesaurus","C77140","44806cf3-ac47-4b22-8514-b06d7209a43d"
"Code","Pascal","Code_230","2023-09-29","http://www.cdisc.org","C42547","4543f379-8ed7-47a2-9d2a-aef917451b15"
"Code","Unit of Pressure","Code_231","","NCI Thesaurus","C49669","b467ec2c-6a36-4288-8402-55e752b704bd"
"Code","Anatomic Site","Code_232","","NCI Thesaurus","C13717","b5badb47-bbf9-45b7-b735-0b7b05fb9d1d"
"Code","Laterality","Code_233","","NCI Thesaurus","C25185","ff7c710d-6ec6-4d25-a4a7-00dcb99dd6fe"
"Code","Test Method","Code_234","","NCI Thesaurus","C82535","c6de6aec-cf7a-4633-a87f-bdde59cfd7f1"
"Code","Body Position","Code_235","","NCI Thesaurus","C62164","61f7f751-4461-46df-9d28-3c8b376734dc"
"Code","Diastolic Blood Pressure","Code_228","","NCI Thesaurus","C25299","e95dc01b-46d1-48cd-9ff8-1785035588fd"
"Code","Clinical Test Result","Code_237","","NCI Thesaurus","C77140","b055571e-01a3-4343-9141-a2e5578e060a"
"Code","Beats per Minute","Code_238","2023-09-29","http://www.cdisc.org","C49673","09a39e7b-3476-4982-b53b-5606ffdc8f5a"
"Code","Count per Minute","Code_239","","NCI Thesaurus","C73688","e00fd5e0-b783-4297-8422-2d893d5c8a8d"
"Code","Anatomic Site","Code_240","","NCI Thesaurus","C13717","02f3b551-915c-4da1-ae3f-13eb0c5f665d"
"Code","Laterality","Code_241","","NCI Thesaurus","C25185","add3220a-9d05-4239-b3fb-7f7cd81c41bb"
"Code","Test Method","Code_242","","NCI Thesaurus","C82535","ad39de66-bc8e-4564-9653-a580632c9155"
"Code","Body Position","Code_243","","NCI Thesaurus","C62164","1ab02104-0cdb-4e30-932c-b7866f660766"
