"isEnabled","name","instanceType","label","id","datatype","uuid:ID","isRequired"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_12","decimal","ab0f9748-5667-41ce-a7b6-b1d5993b92a7","True"
"True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_13","string","a346129c-16f7-47b9-a86e-8895b3b03aa9","True"
"True","Anatomic Site","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_14","string","f35bf84e-b963-472f-8259-3887b3be9d82","True"
"True","Laterality","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_15","string","cc72b4e9-dada-4fae-bad8-54aa7f7320f7","True"
"True","Test Method","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_16","string","9a1247c6-fd48-4c6e-b14e-16ace73ea9a6","True"
"True","Body Position","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_17","string","48ac2cef-d355-495e-a031-583a28c32ca1","True"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_18","decimal","2743c7db-c605-4f7b-89d6-41f690256aa2","True"
"True","Unit of Temperature","BiomedicalConceptProperty","Unit of Temperature","BiomedicalConceptProperty_19","string","9c5ce9d8-60b2-4b1f-886b-5b1cf20a7652","True"
"True","Anatomic Site","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_20","string","6ea37b1a-02ac-421c-ad81-c8056cae7ad0","True"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_21","decimal","8947bb22-075d-4680-8b84-9c1be17c9dce","True"
"True","Unit of Weight","BiomedicalConceptProperty","Unit of Weight","BiomedicalConceptProperty_22","string","a1d1fb72-b131-47f7-95d5-5c9091b58b8c","True"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_23","decimal","282bf97b-ad35-478c-a1bb-51d9a262c2b0","True"
"True","Unit of Height","BiomedicalConceptProperty","Unit of Height","BiomedicalConceptProperty_24","string","7f8f816a-c0ec-4b57-a660-a7fc62c1ad3b","True"
"True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_25","decimal","a64a922e-7d2f-40a5-898b-a46cac87f9e6","True"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_26","boolean","79d928e3-5d81-407f-a3fa-5be53ad06b4e","True"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_27","string","dc7e89bc-ade7-48c6-8fbc-b57184cbeb5c","True"
"True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_28","string","3297ec58-bf85-46ed-a7d2-8d551a096b08","True"
"True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_29","string","f1745d90-8d71-4988-9e71-da2523b2d2c1","True"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_30","boolean","6ab565c3-b55e-4c90-986f-609d4cb14473","True"
"True","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration","BiomedicalConceptProperty_31","string","ef2f8b3e-3007-448d-8017-d762b767aa27","True"
"True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_32","string","81b8c106-2836-455a-9647-f5ae83165211","True"
"True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_33","decimal","727a6c62-f088-435d-8407-76ee6025feaa","True"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_34","boolean","c8d09ebf-be39-4dbf-82d3-b52e59b6feb7","True"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_35","string","2a84b40a-d8da-4b55-a674-4998b9db28ea","True"
"True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_36","string","0ff31640-8de4-4f75-a9a3-fd1c41bdd926","True"
"True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_37","decimal","cf4e87e9-1ca0-4734-83b5-90c1c86cd974","True"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_38","boolean","f213f147-4043-43da-ae38-95b0ed631b78","True"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_39","string","4d997ea7-5d11-4a70-8138-bc201da8ea40","True"
"True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_40","string","3d9c5f25-a80e-43b6-9b9e-b3fa6379e4fa","True"
"True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_41","string","49fd6ca8-da42-4e05-b5e5-0bd124be0027","True"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_42","boolean","0c84a812-7378-49cf-aff6-7db87816edd3","True"
"True","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration","BiomedicalConceptProperty_43","string","2bc2e949-24bd-4907-be93-240e1923eb56","True"
"True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_44","string","b278cbdd-18cd-4ecb-8c4a-cf6d052e6b7c","True"
"True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_45","decimal","5dabffb2-3c9e-4fb9-ba62-3a57bb7b8eda","True"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_46","boolean","842f0db7-e55f-454d-b11e-7d5166def562","True"
"True","Molarity Unit","BiomedicalConceptProperty","Molarity Unit","BiomedicalConceptProperty_47","string","e03ba9ee-486d-4c47-8a12-44bab17f0cbf","True"
"True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_48","string","b59e232d-4f24-4124-93e7-e0a590bb24c1","True"
"True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_49","decimal","521bcd66-08fe-470b-b2c1-cc4d4087a9a5","True"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_50","boolean","abee1b1f-0c1b-445a-af5f-ae7e9d685631","True"
"True","Molarity Unit","BiomedicalConceptProperty","Molarity Unit","BiomedicalConceptProperty_51","string","521577a9-7228-4958-ad41-e382ca69e0d1","True"
"True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_52","string","fe5c3342-bb1b-4df2-b705-fe937b6115f9","True"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_53","decimal","037aa782-afe1-4524-8bba-2d76ee3beaa4","True"
"True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_54","string","47e2afff-edae-432b-9c60-293cf1f18a7e","True"
"True","Anatomic Site","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_55","string","5613b43a-6bc6-4900-be10-b480764a0d78","True"
"True","Laterality","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_56","string","b3a76bbd-5d01-4f64-8577-1d6e5507fc9b","True"
"True","Test Method","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_57","string","079019d2-9e48-498b-b0b5-03c6e0c034c9","True"
"True","Body Position","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_58","string","19d87d72-dd0e-442c-bb86-c1b7e98b5b9c","True"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_59","decimal","da2da7fe-b675-4035-9267-814c77c21a7c","True"
"True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_60","string","22f32655-a992-41a0-b5d9-4486798745b5","True"
"True","Anatomic Site","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_61","string","defe3da7-f24c-4666-a253-942ea7094a05","True"
"True","Laterality","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_62","string","1574b07e-b22d-43cd-a23d-ff8f587fdf58","True"
"True","Test Method","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_63","string","c33feded-b25d-467a-9a78-09bd68cecfb1","True"
"True","Body Position","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_64","string","7de84136-fa4a-4441-8627-8d01e4b7dd25","True"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_65","integer","ab640a15-c4d0-4e51-8fe0-63f30b0d2fbe","True"
"True","Count per Minute","BiomedicalConceptProperty","Count per Minute","BiomedicalConceptProperty_66","string","38b41b9e-e427-4a1c-827d-a613af6e4067","True"
"True","Anatomic Site","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_67","string","3b9b7bea-a5db-4297-8a3d-c150df42d4a4","True"
"True","Laterality","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_68","string","e5db0263-9d05-420e-b006-4472ef3ea552","True"
"True","Test Method","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_69","string","af43a573-6169-47e0-9405-a8ad9e765b93","True"
"True","Body Position","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_70","string","8b55977b-d359-4725-bbbe-a5003e03b462","True"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_71","decimal","5b561668-a16a-4123-b4af-64e64f821504","True"
"True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_72","string","0d115aad-e3f1-44f3-9c4a-34032b09260c","True"
"True","Anatomic Site","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_73","string","ba0cb8af-1366-4824-aa08-c13138757383","True"
"True","Laterality","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_74","string","a5f13bd0-a23d-4365-83f5-4bd53f381365","True"
"True","Test Method","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_75","string","5076c497-36ff-462b-be83-fa1883ae91bc","True"
"True","Body Position","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_76","string","c7bd2f01-7d8c-43e8-85af-57d1abd40305","True"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_77","decimal","fd1e7b1f-5cbc-4ee3-a0d5-c2276372a794","True"
"True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_78","string","7c0774ef-49f1-4076-9011-928bbc5246a6","True"
"True","Anatomic Site","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_79","string","fb6dfb76-ba92-4398-841d-fd967850da2c","True"
"True","Laterality","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_80","string","6c9603ba-ecf3-437e-b904-2d4fc2c3ee6e","True"
"True","Test Method","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_81","string","f41a2cb1-b3e5-431b-9e28-5b31c9fd4b87","True"
"True","Body Position","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_82","string","9cc83dd3-7dec-4adb-841a-7a6274f13c60","True"
"True","Clinical Test Result","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_83","integer","30fbf4db-f6fd-498c-8ff5-49cd95392fb3","True"
"True","Count per Minute","BiomedicalConceptProperty","Count per Minute","BiomedicalConceptProperty_84","string","ec87fd45-1316-4bf0-a9e9-31a2f6df7892","True"
"True","Anatomic Site","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_85","string","07ebd870-8713-45d8-bca9-9c0535a27061","True"
"True","Laterality","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_86","string","399cd733-e51f-4ff5-a325-5d56b72fee3b","True"
"True","Test Method","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_87","string","b2e2586d-5ae4-40c5-a46f-15ba7b95a1a6","True"
"True","Body Position","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_88","string","4af5eea3-6f63-425c-b2e3-047ca5650427","True"
