"isRequired","label","isEnabled","uuid:ID","id","name","instanceType","datatype"
"True","Unit of Concentration","True","8ad3dbaf-c1eb-44db-a559-b532bf2e8ab7","BiomedicalConceptProperty_111","Unit of Concentration","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","7432c3af-8e9c-4588-85d1-3ac6d03af3a0","BiomedicalConceptProperty_112","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","91859251-d485-4835-88c9-c940eb233eb1","BiomedicalConceptProperty_113","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","Laboratory Test Fasting Status","True","d35e1344-ccca-418d-8ddd-44cd75a32802","BiomedicalConceptProperty_114","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Unit of Catalytic Activity Concentration","True","20c8d262-2f4b-4eed-a992-f2a891834b72","BiomedicalConceptProperty_115","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","c60d0b54-64df-4b28-9e22-abfe10881354","BiomedicalConceptProperty_116","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","faaa3b40-470c-437f-a693-6f4f68a9a89e","BiomedicalConceptProperty_117","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","Laboratory Test Fasting Status","True","c4d32a56-9c14-493e-89f8-00f8e649dc2b","BiomedicalConceptProperty_118","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Unit of Catalytic Activity Concentration","True","f80ff600-f5d4-46a2-a203-6f378d067331","BiomedicalConceptProperty_119","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","4bf45a37-89f6-4360-91bb-c3fc140acd7c","BiomedicalConceptProperty_120","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","f108a60d-c020-44ce-817a-b3df4f31f0a0","BiomedicalConceptProperty_121","Laboratory Test Result","BiomedicalConceptProperty","string"
"True","Laboratory Test Fasting Status","True","c18c9534-46d3-44a1-9355-acc6ece3524b","BiomedicalConceptProperty_122","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Unit of Concentration","True","f4951e81-0856-4b7d-a578-c45b32ca9c30","BiomedicalConceptProperty_123","Unit of Concentration","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","05791549-0014-4179-a205-d7964a500bd3","BiomedicalConceptProperty_124","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","89ab3dc6-9572-4c33-b039-e4f2ad52fed3","BiomedicalConceptProperty_125","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","Laboratory Test Fasting Status","True","f6c46a4a-eb87-4562-ba03-4cd1ffac2d6e","BiomedicalConceptProperty_126","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Molarity Unit","True","df5f799b-e269-4013-b626-9ab8406963d5","BiomedicalConceptProperty_127","Molarity Unit","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","6576dc8f-38f1-42d0-a94d-4c41fb082b01","BiomedicalConceptProperty_128","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","50ba51e9-0134-4f07-9c70-380739952b09","BiomedicalConceptProperty_129","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","Laboratory Test Fasting Status","True","1d080b43-bcb1-478d-ae7d-0903b142de49","BiomedicalConceptProperty_130","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Molarity Unit","True","9bd618ec-9422-4085-aa10-38bb4a7a2410","BiomedicalConceptProperty_131","Molarity Unit","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","4a8bedb9-2476-4ce7-8b11-b3cf656ead25","BiomedicalConceptProperty_132","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Adverse Event Verbatim Description","True","c2956f68-8d34-4606-8b03-20e84364e713","BiomedicalConceptProperty_1","Adverse Event Verbatim Description","BiomedicalConceptProperty","string"
"True","Adverse Event Dictionary Derived Term","True","5a8791c9-0d6f-49ad-8d11-a16e1f077a57","BiomedicalConceptProperty_2","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty","string"
"True","Adverse Event Category","True","bac201e1-58b1-4433-92d1-b2fabba87933","BiomedicalConceptProperty_3","Adverse Event Category","BiomedicalConceptProperty","string"
"True","Adverse Event Subcategory","True","8a4aac18-dbef-464f-a023-183c9652be04","BiomedicalConceptProperty_4","Adverse Event Subcategory","BiomedicalConceptProperty","string"
"True","Adverse Event Pre-specified","True","18a5a387-733c-4634-a7cf-69318e8a2390","BiomedicalConceptProperty_5","Adverse Event Pre-specified","BiomedicalConceptProperty","boolean"
"True","Severity of Adverse Event","True","f508a409-038a-4624-81c5-e757f71b6b30","BiomedicalConceptProperty_6","Severity of Adverse Event","BiomedicalConceptProperty","string"
"True","Adverse Event Toxicity Grade","True","c687f76d-9c49-4495-baf1-7a3f4f8c6172","BiomedicalConceptProperty_7","Adverse Event Toxicity Grade","BiomedicalConceptProperty","string"
"True","Seriousness of Adverse Event","True","d096771e-59db-4256-bfda-c51f78d0b3e7","BiomedicalConceptProperty_8","Seriousness of Adverse Event","BiomedicalConceptProperty","boolean"
"True","Adverse Event Action Taken with Study Treatment","True","704a32e7-c40c-427a-a01b-538c0594cde0","BiomedicalConceptProperty_9","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty","string"
"True","Adverse Event Attribution to Product or Procedure","True","6e9dfe30-72e0-4740-ba75-0428f4e98e54","BiomedicalConceptProperty_10","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty","string"
"True","Adverse Event Pattern","True","1ea6dd03-4928-48c4-ab33-cdf34aef377c","BiomedicalConceptProperty_11","Adverse Event Pattern","BiomedicalConceptProperty","string"
"True","Adverse Event Outcome","True","4ba37a63-f427-49c7-b36b-950c937e9ea6","BiomedicalConceptProperty_12","Adverse Event Outcome","BiomedicalConceptProperty","string"
"True","Adverse Event Start Date Time","True","889fbfbd-4100-453f-9b56-5b6bdd4667e2","BiomedicalConceptProperty_13","Adverse Event Start Date Time","BiomedicalConceptProperty","datetime"
"True","Adverse Event End Date Time","True","2a697459-6f60-4dbc-b31c-2b09e51bd5e9","BiomedicalConceptProperty_14","Adverse Event End Date Time","BiomedicalConceptProperty","datetime"
"True","Vital Signs Result","True","6254c3f7-44dc-43ba-9a71-cb95ee5bb34e","BiomedicalConceptProperty_15","Vital Signs Result","BiomedicalConceptProperty","decimal"
"True","Unit of Pressure","True","d48227fc-f85b-45bd-b177-491c9b81b5ec","BiomedicalConceptProperty_16","Unit of Pressure","BiomedicalConceptProperty","string"
"True","Vital Signs Location","True","2f741782-0031-498e-9d3d-6cdabffb360d","BiomedicalConceptProperty_17","Vital Signs Location","BiomedicalConceptProperty","string"
"True","Vital Signs Laterality","True","f2d029b8-9793-493f-b35b-79759abdd563","BiomedicalConceptProperty_18","Vital Signs Laterality","BiomedicalConceptProperty","string"
"True","Test Method","True","a1479352-9a4a-42dc-9e17-b334c29f6c73","BiomedicalConceptProperty_19","Test Method","BiomedicalConceptProperty","string"
"True","Vital Signs Position","True","3f929772-1c59-4d87-849f-a26f28423d75","BiomedicalConceptProperty_20","Vital Signs Position","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","cbe3bb9c-bb1d-47d2-92d1-d008a5cd49b1","BiomedicalConceptProperty_21","Vital Signs Result","BiomedicalConceptProperty","decimal"
"True","Unit of Pressure","True","e6bc6302-77b9-4d89-9588-72b8bf2b4260","BiomedicalConceptProperty_22","Unit of Pressure","BiomedicalConceptProperty","string"
"True","Vital Signs Location","True","61d3699e-84e2-4b6e-8b96-f101a23a6cd1","BiomedicalConceptProperty_23","Vital Signs Location","BiomedicalConceptProperty","string"
"True","Vital Signs Laterality","True","7541e18c-b085-4175-a47d-25d390051445","BiomedicalConceptProperty_24","Vital Signs Laterality","BiomedicalConceptProperty","string"
"True","Test Method","True","26cc4383-0853-49c3-b7fd-a3d3f094f0bd","BiomedicalConceptProperty_25","Test Method","BiomedicalConceptProperty","string"
"True","Vital Signs Position","True","da26d632-2f2e-488d-857b-eddf3325cfd1","BiomedicalConceptProperty_26","Vital Signs Position","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","217dd3b0-723d-401a-8f43-9f8474a98b92","BiomedicalConceptProperty_27","Vital Signs Result","BiomedicalConceptProperty","decimal"
"True","Unit of Temperature","True","f8a00726-1c66-40d9-822d-89987812947d","BiomedicalConceptProperty_28","Unit of Temperature","BiomedicalConceptProperty","string"
"True","Vital Signs Location","True","7098cd32-e27b-4845-91a2-7d48073c8e64","BiomedicalConceptProperty_29","Vital Signs Location","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","b2825a7a-15f4-4896-9b7a-620601ef79b9","BiomedicalConceptProperty_30","Vital Signs Result","BiomedicalConceptProperty","decimal"
"True","Unit of Weight","True","71312a16-6dc9-4e65-af2e-e69d7688b13c","BiomedicalConceptProperty_31","Unit of Weight","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","d5970e01-a36f-46a1-89a1-c83702544b68","BiomedicalConceptProperty_32","Vital Signs Result","BiomedicalConceptProperty","decimal"
"True","Unit of Height","True","e4723444-3a4b-423a-92aa-448a9f757c66","BiomedicalConceptProperty_33","Unit of Height","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","46623984-6d56-4033-9218-e509dac9ca25","BiomedicalConceptProperty_34","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","Laboratory Test Fasting Status","True","4f238d6a-e292-404e-9501-d126ba727413","BiomedicalConceptProperty_35","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Unit of Catalytic Activity Concentration","True","1bf0e9da-01f3-4105-8648-40de830df22a","BiomedicalConceptProperty_36","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","8bdfee7b-b173-41b1-8be7-ac6897a3829b","BiomedicalConceptProperty_37","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","914a1243-1e2b-4d9c-ab96-f6fe75c1a14b","BiomedicalConceptProperty_38","Laboratory Test Result","BiomedicalConceptProperty","string"
"True","Laboratory Test Fasting Status","True","17d8b4bb-d87b-41cb-9710-f8d5e57aaef5","BiomedicalConceptProperty_39","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Unit of Concentration","True","6163e3d3-7344-4ea0-b415-04a139214840","BiomedicalConceptProperty_40","Unit of Concentration","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","874928dd-775f-48a3-87c5-545ff296abd9","BiomedicalConceptProperty_41","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","6d8b506b-e518-41f9-b39b-74af7c2b84da","BiomedicalConceptProperty_42","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","Laboratory Test Fasting Status","True","f3559b5d-cba7-48ec-bad4-c69dbc4c6f45","BiomedicalConceptProperty_43","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Unit of Catalytic Activity Concentration","True","afb4cc34-5750-4720-906a-fb675a0433f5","BiomedicalConceptProperty_44","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","69522374-cc3d-4b12-96e6-d0d49afc3788","BiomedicalConceptProperty_45","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","485c6e0d-2fa2-4f05-9aa9-5ffc4f50a88a","BiomedicalConceptProperty_46","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","Laboratory Test Fasting Status","True","b3ae0b74-6f50-4e5c-ad99-5276da0788db","BiomedicalConceptProperty_47","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Unit of Catalytic Activity Concentration","True","983fa2c3-12ae-45ce-a6d1-b39be80cfa23","BiomedicalConceptProperty_48","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","ef5de174-cb59-482a-a558-f33cd7d17da7","BiomedicalConceptProperty_49","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","f156239e-5e71-44e7-bd65-062facbf40c6","BiomedicalConceptProperty_50","Laboratory Test Result","BiomedicalConceptProperty","string"
"True","Laboratory Test Fasting Status","True","b6921d2b-d59e-4474-b1a8-8d4d1adce66d","BiomedicalConceptProperty_51","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Unit of Concentration","True","e195ee39-f4bd-43e7-82cf-adbdeb3395ed","BiomedicalConceptProperty_52","Unit of Concentration","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","11cde354-0b86-4296-a9b6-b075ad142a74","BiomedicalConceptProperty_53","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","ec219355-0de4-467f-a1f4-00461ba07770","BiomedicalConceptProperty_54","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","Laboratory Test Fasting Status","True","22688617-63a3-42e2-acda-afd16a83ab40","BiomedicalConceptProperty_55","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Molarity Unit","True","65ccbe58-c5c7-46c5-a6fe-11cf0d8cde92","BiomedicalConceptProperty_56","Molarity Unit","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","1301a50c-0ef9-4816-8275-f35aeb2b1ace","BiomedicalConceptProperty_57","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Laboratory Test Result","True","5d6f7d97-bb11-483c-bede-9c52a7642796","BiomedicalConceptProperty_58","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","Laboratory Test Fasting Status","True","60eada1a-b165-4336-b290-6b7b0674c889","BiomedicalConceptProperty_59","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","Molarity Unit","True","f719277f-bf46-4733-bb21-96896cb2f865","BiomedicalConceptProperty_60","Molarity Unit","BiomedicalConceptProperty","string"
"True","Biospecimen Type","True","524f4ba5-7d98-48b4-997e-ca6611301fa1","BiomedicalConceptProperty_61","Biospecimen Type","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","e8520a8d-7a21-449c-a404-f2f3dde54c92","BiomedicalConceptProperty_62","Vital Signs Result","BiomedicalConceptProperty","decimal"
"True","Unit of Pressure","True","334e0ccf-d209-4fb7-82da-7ab3d097c9d8","BiomedicalConceptProperty_63","Unit of Pressure","BiomedicalConceptProperty","string"
"True","Vital Signs Location","True","b02b3556-2cd8-4daf-aaac-62cda62e68a3","BiomedicalConceptProperty_64","Vital Signs Location","BiomedicalConceptProperty","string"
"True","Vital Signs Laterality","True","9c7a1b0d-b0ce-422a-9d9c-02064600af7f","BiomedicalConceptProperty_65","Vital Signs Laterality","BiomedicalConceptProperty","string"
"True","Test Method","True","8390daa6-69fa-477d-875f-76b94edc148a","BiomedicalConceptProperty_66","Test Method","BiomedicalConceptProperty","string"
"True","Vital Signs Position","True","9eceb985-1eae-4e9f-8d88-aa82ae958cac","BiomedicalConceptProperty_67","Vital Signs Position","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","8b4e893c-7eea-4ec4-9a1c-96842a3b2f03","BiomedicalConceptProperty_68","Vital Signs Result","BiomedicalConceptProperty","decimal"
"True","Unit of Pressure","True","3af89061-a414-454e-a7f9-4b259db81653","BiomedicalConceptProperty_69","Unit of Pressure","BiomedicalConceptProperty","string"
"True","Vital Signs Location","True","e123f1d2-f8dc-4c04-8455-2de4797c9b0e","BiomedicalConceptProperty_70","Vital Signs Location","BiomedicalConceptProperty","string"
"True","Vital Signs Laterality","True","4e4628cb-9eab-4d1e-b2aa-55cf26d90518","BiomedicalConceptProperty_71","Vital Signs Laterality","BiomedicalConceptProperty","string"
"True","Test Method","True","e52c63cd-7a12-4c69-be66-5f2cc3a31f18","BiomedicalConceptProperty_72","Test Method","BiomedicalConceptProperty","string"
"True","Vital Signs Position","True","bfd22830-3ead-49b9-97bf-849189869da9","BiomedicalConceptProperty_73","Vital Signs Position","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","e55f76f9-8c05-4625-b7db-9e9027faf9ae","BiomedicalConceptProperty_74","Vital Signs Result","BiomedicalConceptProperty","integer"
"True","Count per Minute","True","0ebc062a-8c37-46b5-96a5-041a3cc1b9b0","BiomedicalConceptProperty_75","Count per Minute","BiomedicalConceptProperty","string"
"True","Vital Signs Location","True","951b2f47-1657-401b-bde4-8b09eaff3da2","BiomedicalConceptProperty_76","Vital Signs Location","BiomedicalConceptProperty","string"
"True","Vital Signs Laterality","True","c754a066-69b8-409e-a8fc-270329bfe64e","BiomedicalConceptProperty_77","Vital Signs Laterality","BiomedicalConceptProperty","string"
"True","Test Method","True","dd94d9eb-c164-465d-a7ea-17b5a00d1f6f","BiomedicalConceptProperty_78","Test Method","BiomedicalConceptProperty","string"
"True","Vital Signs Position","True","d212afa9-0fa4-4b41-9677-e18fac568d14","BiomedicalConceptProperty_79","Vital Signs Position","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","3e504446-ccb8-42b6-80a0-7e5c7acdd4fb","BiomedicalConceptProperty_80","Vital Signs Result","BiomedicalConceptProperty","decimal"
"True","Unit of Pressure","True","9407bee4-85ca-45a0-935c-fdf4401970eb","BiomedicalConceptProperty_81","Unit of Pressure","BiomedicalConceptProperty","string"
"True","Vital Signs Location","True","0083a577-0913-4b14-91a5-b0c38d308d6f","BiomedicalConceptProperty_82","Vital Signs Location","BiomedicalConceptProperty","string"
"True","Vital Signs Laterality","True","68a476e6-6b26-4eb6-b943-dc3928f8ff0c","BiomedicalConceptProperty_83","Vital Signs Laterality","BiomedicalConceptProperty","string"
"True","Test Method","True","ae06ee36-42e8-4f80-a039-f96a3660bf6e","BiomedicalConceptProperty_84","Test Method","BiomedicalConceptProperty","string"
"True","Vital Signs Position","True","7cc234b5-c9fc-4cf5-a3cc-689ffbff7662","BiomedicalConceptProperty_85","Vital Signs Position","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","83244dc3-f7f5-46b7-8589-85af9a40c5db","BiomedicalConceptProperty_86","Vital Signs Result","BiomedicalConceptProperty","decimal"
"True","Unit of Pressure","True","ee651831-9cf4-4cd9-b167-618033a7b179","BiomedicalConceptProperty_87","Unit of Pressure","BiomedicalConceptProperty","string"
"True","Vital Signs Location","True","69d1a121-7258-4c2e-8037-04801f84fbe2","BiomedicalConceptProperty_88","Vital Signs Location","BiomedicalConceptProperty","string"
"True","Vital Signs Laterality","True","45ff5f9e-09cd-41bf-96b8-7caa106a3a1b","BiomedicalConceptProperty_89","Vital Signs Laterality","BiomedicalConceptProperty","string"
"True","Test Method","True","2c1258e3-2a62-4eb4-93ee-9dc8de48f78d","BiomedicalConceptProperty_90","Test Method","BiomedicalConceptProperty","string"
"True","Vital Signs Position","True","0fba6db6-e783-49b3-9514-80783e8cc6f4","BiomedicalConceptProperty_91","Vital Signs Position","BiomedicalConceptProperty","string"
"True","Vital Signs Result","True","f3dc39c9-5060-4bd8-9020-48d34c3cf9ed","BiomedicalConceptProperty_92","Vital Signs Result","BiomedicalConceptProperty","integer"
"True","Count per Minute","True","1da64e86-1255-4063-82e6-eb6734303bb4","BiomedicalConceptProperty_93","Count per Minute","BiomedicalConceptProperty","string"
"True","Vital Signs Location","True","5c2e8f99-5070-4e25-93c2-c349ce6f9554","BiomedicalConceptProperty_94","Vital Signs Location","BiomedicalConceptProperty","string"
"True","Vital Signs Laterality","True","6aad929c-44ae-44ca-b2c3-9f07ee3baec0","BiomedicalConceptProperty_95","Vital Signs Laterality","BiomedicalConceptProperty","string"
"True","Test Method","True","f3bf48da-c876-452a-802a-ac5f46fde489","BiomedicalConceptProperty_96","Test Method","BiomedicalConceptProperty","string"
"True","Vital Signs Position","True","eda3de0f-9ed5-414d-ba8f-4dc3f98e8ed6","BiomedicalConceptProperty_97","Vital Signs Position","BiomedicalConceptProperty","string"
