"uuid:ID","instanceType","name","reference","id","label","synonyms"
"bf11a14e-e2d7-43ab-9c0a-8adfca9018aa","BiomedicalConcept","Sodium Concentration in Urine","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept_32","Sodium Concentration in Urine","['Sodium', 'NA', 'Sodium Measurement']"
"9eda229f-c6d3-4de6-9c1a-b2d4f7dbc27c","BiomedicalConcept","Hemoglobin A1C Concentration in Blood","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","BiomedicalConcept_33","Hemoglobin A1C Concentration in Blood","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']"
"f403fcd1-0d11-4ac6-85bb-2aedf29ea305","BiomedicalConcept","Adverse Event Prespecified","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","BiomedicalConcept_1","Adverse Event Prespecified","['Adverse Event', 'Solicited Adverse Event']"
"bf20a7ae-e444-4450-ba3b-e5f05f4a232e","BiomedicalConcept","Systolic Blood Pressure","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_2","Systolic Blood Pressure","['SYSBP', 'Systolic Blood Pressure']"
"5a65d76b-cce4-483a-8b6b-3a43a3d7866b","BiomedicalConcept","Diastolic Blood Pressure","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_3","Diastolic Blood Pressure","['DIABP', 'Diastolic Blood Pressure']"
"fa91431c-2252-4e47-afa3-510e30ac0b9b","BiomedicalConcept","Temperature","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept_4","Temperature","['Temperature', 'Body Temperature']"
"c9f0c671-fda8-4926-81c7-cb143c6301ef","BiomedicalConcept","Weight","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept_5","Weight","['Weight', 'Body Weight']"
"cd7107d2-4128-4727-b44b-67ad797850ab","BiomedicalConcept","Height","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept_6","Height","['Height', 'Body Height']"
"6221cbf7-ba81-4847-aa33-581bf2c3e228","BiomedicalConcept","Alanine Aminotransferase Concentration in Serum/Plasma","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept_7","Alanine Aminotransferase Concentration in Serum/Plasma","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']"
"07f15642-ce42-453c-9e8b-72914769d5f6","BiomedicalConcept","Albumin Presence in Urine","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept_8","Albumin Presence in Urine","['Albumin', 'Albumin Measurement']"
"dd80101f-3f67-44dc-b856-dfca3fd1630a","BiomedicalConcept","Alkaline Phosphatase Concentration in Serum/Plasma","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept_9","Alkaline Phosphatase Concentration in Serum/Plasma","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']"
"8328a97d-a344-49db-9277-6c0106c9eb58","BiomedicalConcept","Aspartate Aminotransferase in Serum/Plasma","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept_10","Aspartate Aminotransferase in Serum/Plasma","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']"
"97fe9948-16af-4c1d-a3d1-f5ef09c26bf9","BiomedicalConcept","Creatinine Concentration in Urine","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept_11","Creatinine Concentration in Urine","['Creatinine', 'Creatinine Measurement']"
"26928541-03d8-4662-86cd-fd71432828c1","BiomedicalConcept","Potassium Concentration in Urine","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept_12","Potassium Concentration in Urine","['Potassium', 'K', 'Potassium Measurement']"
"4cde724c-2653-4f8d-8945-85f91cd9bb02","BiomedicalConcept","Sodium Concentration in Urine","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept_13","Sodium Concentration in Urine","['Sodium', 'NA', 'Sodium Measurement']"
"26345d98-86c8-4ce9-81b7-cc06b0546def","BiomedicalConcept","Systolic Blood Pressure","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_14","Systolic Blood Pressure","['SYSBP', 'Systolic Blood Pressure']"
"7a56eaab-ce16-4e35-8bd8-cf6ae4e36419","BiomedicalConcept","Diastolic Blood Pressure","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_15","Diastolic Blood Pressure","['DIABP', 'Diastolic Blood Pressure']"
"d5fd4302-08f1-40ba-b171-5d14411c150c","BiomedicalConcept","Heart Rate","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept_16","Heart Rate","['Heart Rate']"
"133da7d7-45ce-4a1c-b671-9979a8eef2d9","BiomedicalConcept","Systolic Blood Pressure","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_17","Systolic Blood Pressure","['SYSBP', 'Systolic Blood Pressure']"
"e44f32c3-6742-4519-a02e-72a1c3631615","BiomedicalConcept","Diastolic Blood Pressure","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_18","Diastolic Blood Pressure","['DIABP', 'Diastolic Blood Pressure']"
"64368672-0c6c-4106-ad3c-e8fe21d9fab7","BiomedicalConcept","Heart Rate","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept_19","Heart Rate","['Heart Rate']"
