"uuid:ID","codeSystem","decode","instanceType","id","code","codeSystemVersion"
"40e5e17e-24c7-48cd-af32-592a189878c4","http://www.cdisc.org","Visit","Code","Code_83","C25716","2023-12-15"
"ada64b08-bc25-456a-9464-99e38c741c70","http://www.cdisc.org","Clinic","Code","Code_84","C51282","2023-12-15"
"288b7578-2b73-4686-ace6-1742bd9344a1","http://www.cdisc.org","In Person","Code","Code_85","C175574","2023-12-15"
"1ec698bc-23fd-48c4-a666-716756e28021","http://www.cdisc.org","Visit","Code","Code_86","C25716","2023-12-15"
"e22890ba-75fd-4188-8578-07007cb80603","http://www.cdisc.org","Clinic","Code","Code_87","C51282","2023-12-15"
"450c8c33-02a2-4b47-a442-6e65c02e342d","http://www.cdisc.org","In Person","Code","Code_88","C175574","2023-12-15"
"543d5a84-e073-4974-b0f6-b92fc0e3df0a","http://www.cdisc.org","Visit","Code","Code_89","C25716","2023-12-15"
"c9ac05b4-3998-4f6c-9a08-3e62c55a272c","http://www.cdisc.org","Clinic","Code","Code_90","C51282","2023-12-15"
"bf11daf5-e4f5-400c-a50a-c1e35944300f","http://www.cdisc.org","In Person","Code","Code_91","C175574","2023-12-15"
"7846eea5-6053-43e3-8581-fa6726c08198","http://www.cdisc.org","Visit","Code","Code_92","C25716","2023-12-15"
"22fc9e7a-2b20-4040-a631-805899cf17c6","http://www.cdisc.org","Clinic","Code","Code_93","C51282","2023-12-15"
"7c3f3a06-46c8-4d93-bdea-7474d29b0a7f","http://www.cdisc.org","In Person","Code","Code_94","C175574","2023-12-15"
"0d9c416a-e825-4af1-b07f-ad3b1adabc8a","http://www.cdisc.org","Visit","Code","Code_95","C25716","2023-12-15"
"6bf25bb5-db44-423c-b053-0ad97f987511","http://www.cdisc.org","Clinic","Code","Code_96","C51282","2023-12-15"
"8c1a1ac7-e1f9-4abf-8fab-ade21e39dc8b","http://www.cdisc.org","In Person","Code","Code_97","C175574","2023-12-15"
"fe8452fb-fe82-4925-80ee-f36049ce226d","http://www.cdisc.org","Visit","Code","Code_98","C25716","2023-12-15"
"8323ffd4-2e2f-4849-bd05-85603685f718","http://www.cdisc.org","Clinic","Code","Code_99","C51282","2023-12-15"
"926230ba-7171-4ea7-a4fe-aaa8f72ecbfb","http://www.cdisc.org","In Person","Code","Code_100","C175574","2023-12-15"
"4d44cc9e-299a-429c-aba9-55687f3e7a40","http://www.cdisc.org","Visit","Code","Code_101","C25716","2023-12-15"
"92377dfe-5692-4246-9fc9-993864139a56","http://www.cdisc.org","Clinic","Code","Code_102","C51282","2023-12-15"
"7155cad9-b9a4-4eeb-9848-232c40039a93","http://www.cdisc.org","In Person","Code","Code_103","C175574","2023-12-15"
"8e7f7241-4ba1-4318-98cb-91ddc2cc9ece","http://www.cdisc.org","Telephone Call","Code","Code_104","C171537","2023-12-15"
"81a001d1-5cd3-4ce6-9d39-12ce69360f26","http://www.cdisc.org","Visit","Code","Code_105","C25716","2023-12-15"
"072a1b35-8204-4cd7-91a9-d260eedccd10","http://www.cdisc.org","Clinic","Code","Code_106","C51282","2023-12-15"
"c7fb316f-832f-4e0c-9475-7b4a2b399ce5","http://www.cdisc.org","In Person","Code","Code_107","C175574","2023-12-15"
"9dcc4e28-d94d-453a-bda5-77f4818c56e0","http://www.cdisc.org","Telephone Call","Code","Code_108","C171537","2023-12-15"
"bfc364df-cd02-454e-be74-7b96cbba86c6","http://www.cdisc.org","Visit","Code","Code_109","C25716","2023-12-15"
"1f827108-077c-4c60-9ac5-51b1b3358e64","http://www.cdisc.org","Clinic","Code","Code_110","C51282","2023-12-15"
"0caa389a-3544-4163-b333-d3eca0071a04","http://www.cdisc.org","In Person","Code","Code_111","C175574","2023-12-15"
"e7ac0af4-b854-49ad-a496-d98c685d0e31","http://www.cdisc.org","Telephone Call","Code","Code_112","C171537","2023-12-15"
"4f6da529-9155-4628-881b-90b6babc6848","http://www.cdisc.org","Visit","Code","Code_113","C25716","2023-12-15"
"bf253480-d814-4600-a58d-9a4569ad693c","http://www.cdisc.org","Clinic","Code","Code_114","C51282","2023-12-15"
"b2912280-b2f4-4129-a38a-f37c3f18067d","http://www.cdisc.org","In Person","Code","Code_115","C175574","2023-12-15"
"98873f1e-aedf-4f07-9243-de2fedb985aa","http://www.cdisc.org","Telephone Call","Code","Code_116","C171537","2023-12-15"
"50c3bd7b-b0d0-4484-96ac-4ec03945b1ee","http://www.cdisc.org","Visit","Code","Code_117","C25716","2023-12-15"
"5b187157-105f-45d8-9551-53b23abee848","http://www.cdisc.org","Clinic","Code","Code_118","C51282","2023-12-15"
"1cd87ee5-75cf-491d-97ac-19e6db85f310","http://www.cdisc.org","In Person","Code","Code_119","C175574","2023-12-15"
"193c4ae1-685c-4f02-9088-5275f3ab5f1c","http://www.cdisc.org","Visit","Code","Code_120","C25716","2023-12-15"
"de08c70f-0492-4e78-829e-30327c40d7d8","http://www.cdisc.org","Clinic","Code","Code_121","C51282","2023-12-15"
"89ce1b82-f174-4098-87d9-f59703d2ebdd","http://www.cdisc.org","In Person","Code","Code_122","C175574","2023-12-15"
"d5182f14-1ae9-4059-8eba-3ae77153daca","SNOMED","CT of head without contrast","Code","Code_80","383371000119108","January 31, 2018"
"e8ee8b34-3e22-478b-8dcb-0a87904cbc7b","SPONSOR","Subject Supine","Code","Code_81","123","12"
"0a9add36-fc91-4ec6-aef2-534cfb7b17bd","SPONSOR","Subject Standing","Code","Code_82","124","12"
"b922111e-8aac-47fb-b54e-9d9f40648d44","http://www.cdisc.org","Dictionary-derived Term","Code","Code_429","C82977","2023-12-15"
"2a371cd0-db14-4570-9261-919025f3a939","http://www.cdisc.org","Reported Event Term","Code","Code_430","C82571","2023-12-15"
"f74a8773-efbd-4e26-9eee-bc676506d710","http://www.cdisc.org","Observation Start Date Time","Code","Code_431","C82517","2023-12-15"
"4b0dc18c-d9bc-4795-ac97-827ec8817102","http://www.cdisc.org","Informed Consent","Code","Code_432","C16735","2023-12-15"
"2a184860-a58c-4456-943f-8339bf81b4db","http://www.cdisc.org","Male","Code","Code_433","C20197","2023-12-15"
"e4e0c9b3-05ba-4f0e-a97b-f6b3339c4a7b","http://www.cdisc.org","Female","Code","Code_434","C16576","2023-12-15"
"f2c5042c-1b2f-4c9c-ba7b-9dd92f97bb30","http://www.cdisc.org","Sex","Code","Code_435","C28421","2023-12-15"
"a6f35664-138a-4ad4-8767-df8673a4ff09","http://www.cdisc.org","Sex","Code","Code_436","C28421","2023-12-15"
"0733d057-781a-4d59-be49-6662ff8677f6","http://www.cdisc.org","Race","Code","Code_437","C17049","2023-12-15"
"b0e9f39f-02d3-4c63-8710-5dace84d2db2","http://www.cdisc.org","Race","Code","Code_438","C17049","2023-12-15"
"49bf48f6-8d3c-411f-a1f9-c290b1a76c01","http://www.cdisc.org","TEMP","Code","Code_439","C174446","2023-12-15"
"61e0cec3-5890-4127-b024-2c95da7d3a96","http://www.cdisc.org","Clinical Test Result","Code","Code_440","C77140","2023-12-15"
"7c228179-728d-4fc5-a5e2-98fe3611bc8c","http://www.cdisc.org","Degree Celsius","Code","Code_441","C42559","2023-12-15"
"79cc8691-2adb-440b-aed5-eaaa5c78bfad","http://www.cdisc.org","Degree Fahrenheit","Code","Code_442","C44277","2023-12-15"
"4d6cee94-e0f5-4754-98a3-1195d53ddd0a","http://www.cdisc.org","Kelvin","Code","Code_443","C42537","2023-12-15"
"3646b049-7043-42eb-8cf9-865459a30a68","http://www.cdisc.org","Unit of Temperature","Code","Code_444","C44276","2023-12-15"
"62fd81d0-ada4-44b7-a25b-ab5b365cbebe","http://www.cdisc.org","Axilla","Code","Code_445","C12674","2023-12-15"
"17f346de-674b-4726-9949-a213782ba6cd","http://www.cdisc.org","Ear","Code","Code_446","C12394","2023-12-15"
"1a4518a2-d257-4bc8-9693-48ab72ed1a0e","http://www.cdisc.org","Forehead","Code","Code_447","C89803","2023-12-15"
"60c453d3-3718-4e54-a738-a6fda204e8b8","http://www.cdisc.org","Oral Cavity","Code","Code_448","C12421","2023-12-15"
"f2360e64-7fc8-4ccc-94d4-3bdb53a3d455","http://www.cdisc.org","Rectum","Code","Code_449","C12390","2023-12-15"
"8c75a2cf-6f2d-4754-81ef-9c2c182d5074","http://www.cdisc.org","Anatomic Site","Code","Code_450","C13717","2023-12-15"
"c4261cc1-b80b-4a5a-bb72-1e3ec75a4a59","http://www.cdisc.org","TEMP","Code","Code_451","C174446","2023-12-15"
"8a83b2b4-4866-4b51-81b0-3cd6a912e43c","http://www.cdisc.org","WEIGHT","Code","Code_452","C25208","2023-12-15"
"6979e820-9826-4b0b-8df8-07979cc60d8a","http://www.cdisc.org","Clinical Test Result","Code","Code_453","C77140","2023-12-15"
"71a4b191-2bc1-4138-aabf-61a535b5ebaf","http://www.cdisc.org","Pound","Code","Code_454","C48531","2023-12-15"
"5751ae19-a702-4003-8350-d97ca5394558","http://www.cdisc.org","Gram","Code","Code_455","C48155","2023-12-15"
"8cadaf0c-f906-4967-96d4-401d9b394a6a","http://www.cdisc.org","Kilogram","Code","Code_456","C28252","2023-12-15"
"8713313c-0464-438e-bc5a-dc6eed7d5c18","http://www.cdisc.org","Unit of Weight","Code","Code_457","C48208","2023-12-15"
"e684b00a-90c3-4346-a940-f260e5a8ee8b","http://www.cdisc.org","WEIGHT","Code","Code_458","C25208","2023-12-15"
"346a0ad5-ff26-4749-97df-c93e12889d46","http://www.cdisc.org","HEIGHT","Code","Code_459","C25347","2023-12-15"
"4591db21-9a47-497a-8bec-d3b186fa41e2","http://www.cdisc.org","Clinical Test Result","Code","Code_460","C77140","2023-12-15"
"c5a97409-440a-4743-a4b6-93ee4d7f37ae","http://www.cdisc.org","Centimeter","Code","Code_461","C49668","2023-12-15"
"757aac4d-f062-49ff-9482-754cd521f063","http://www.cdisc.org","Inch","Code","Code_462","C48500","2023-12-15"
"ebf0c199-8b87-4535-84eb-bcb5d8f02a2b","http://www.cdisc.org","Meter","Code","Code_463","C41139","2023-12-15"
"ef63a6a5-b150-4c8c-8eff-ba8e2b7efcaa","http://www.cdisc.org","Unit of Height","Code","Code_464","C168688","2023-12-15"
"7b40a1a0-bff9-413c-97f1-302fd4de0ed2","http://www.cdisc.org","HEIGHT","Code","Code_465","C25347","2023-12-15"
"0004a2dc-434b-4c39-857c-34696d7cbab9","http://www.cdisc.org","ALT","Code","Code_466","C64433","2023-12-15"
"aca2b859-9259-4810-8f23-5a6adb237d26","http://www.cdisc.org","Laboratory Test Result","Code","Code_467","C36292","2023-12-15"
"5f82902f-e1ac-491f-a85a-9a0216578c04","http://www.cdisc.org","Unit per Liter","Code","Code_468","C67456","2023-12-15"
"a54ad57a-5021-43bf-adbb-1c12e1cabb3a","http://www.cdisc.org","Microkatal per Liter","Code","Code_469","C67397","2023-12-15"
"528c7bf0-5ebe-4ea6-ac07-ab22d4735af2","http://www.cdisc.org","International Unit per Liter","Code","Code_470","C67376","2023-12-15"
"8fd8a9a0-6e02-437d-b775-d5a94072bd8c","http://www.cdisc.org","Nanokatal per Liter","Code","Code_471","C70510","2023-12-15"
"5bc7911c-517f-4494-a48e-029cceee8ba7","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","Code_472","C67365","2023-12-15"
"e94bcbf9-7b49-4f52-a0d7-6ebce348545d","http://www.cdisc.org","Biospecimen Type","Code","Code_473","C70713","2023-12-15"
"3a5bd0a3-3531-4fbd-a541-db1ce42f0d9f","http://www.cdisc.org","No","Code","Code_474","C49487","2023-12-15"
"0debc1f0-4004-4040-b5f5-dd677c27fa91","http://www.cdisc.org","Yes","Code","Code_475","C49488","2023-12-15"
"df0b4d02-ee12-442f-910c-0442fb39fa1c","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_476","C83309","2023-12-15"
"2f84ae4d-7dea-422e-b187-e9c01c464805","http://www.cdisc.org","ALT","Code","Code_477","C64433","2023-12-15"
"c0675b4d-8b9a-4c65-9c75-3e1b1e42a61a","http://www.cdisc.org","ALB","Code","Code_478","C64431","2023-12-15"
"45f59618-174e-4082-9709-8bed6ae4b536","http://www.cdisc.org","Laboratory Test Result","Code","Code_479","C36292","2023-12-15"
"961fc812-1050-4469-97e3-8b9cd1a39bff","http://www.cdisc.org","Biospecimen Type","Code","Code_480","C70713","2023-12-15"
"96d6fc28-624c-4cd7-a736-27414e337e11","http://www.cdisc.org","No","Code","Code_481","C49487","2023-12-15"
"01812348-9eaf-41cc-9125-47d23308de29","http://www.cdisc.org","Yes","Code","Code_482","C49488","2023-12-15"
"5f484149-8a4d-4d20-930e-0e27c8ecc49b","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_483","C83309","2023-12-15"
"94de1d46-5eab-40d7-95da-8d096fd3f451","http://www.cdisc.org","ALB","Code","Code_484","C64431","2023-12-15"
"b2daa246-63fa-454e-881b-9f75ca9cd777","http://www.cdisc.org","ALP","Code","Code_485","C64432","2023-12-15"
"e7763ebd-4c43-4126-baf0-3da534fdca02","http://www.cdisc.org","Laboratory Test Result","Code","Code_486","C36292","2023-12-15"
"5721052e-7c82-4090-8e09-b96d3015c7bb","http://www.cdisc.org","Unit per Liter","Code","Code_487","C67456","2023-12-15"
"f9e479fb-43b9-4313-a1b4-260e419d27e4","http://www.cdisc.org","Microkatal per Liter","Code","Code_488","C67397","2023-12-15"
"b161c13e-e6f8-4c7f-9018-8cb49ac78182","http://www.cdisc.org","International Unit per Liter","Code","Code_489","C67376","2023-12-15"
"51c40195-3ef4-46e6-a643-5c4d2a123d21","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","Code_490","C67365","2023-12-15"
"8689ca13-6fbd-4213-ac96-d845f2c36f43","http://www.cdisc.org","Biospecimen Type","Code","Code_491","C70713","2023-12-15"
"850719f3-5e5c-4356-b482-e44bf405a000","http://www.cdisc.org","No","Code","Code_492","C49487","2023-12-15"
"16c21f1a-2b5d-46d9-afd6-6d4e584b4ce0","http://www.cdisc.org","Yes","Code","Code_493","C49488","2023-12-15"
"a5fabae1-2676-4b71-a118-37eeb51f8543","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_494","C83309","2023-12-15"
"6479c3ca-ad5b-4bf3-bb00-d6440b4fe8ff","http://www.cdisc.org","ALP","Code","Code_495","C64432","2023-12-15"
"ffcf1805-9de4-4022-b6ab-e7d85dd594ee","http://www.cdisc.org","AST","Code","Code_496","C64467","2023-12-15"
"8b6fb313-e08b-4368-9196-7c89a71193ca","http://www.cdisc.org","Laboratory Test Result","Code","Code_497","C36292","2023-12-15"
"a4542e67-13bf-40a2-8a80-71d3e66453cf","http://www.cdisc.org","Unit per Liter","Code","Code_498","C67456","2023-12-15"
"1dd67d32-7cd1-485e-a4b7-736280f2aaa9","http://www.cdisc.org","Microkatal per Liter","Code","Code_499","C67397","2023-12-15"
"f6fc9e07-9181-471d-8219-55cfcd8c646e","http://www.cdisc.org","International Unit per Liter","Code","Code_500","C67376","2023-12-15"
"073820ae-e5c1-4e6e-974b-32175d33fbaf","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","Code_501","C67365","2023-12-15"
"9418a6c4-0eab-41ac-94cf-7ca7ee2f3e13","http://www.cdisc.org","Biospecimen Type","Code","Code_502","C70713","2023-12-15"
"c317eee5-9258-4d5e-9783-48414e9442ea","http://www.cdisc.org","No","Code","Code_503","C49487","2023-12-15"
"5a144905-40b7-4173-b040-dbb2379c62ac","http://www.cdisc.org","Yes","Code","Code_504","C49488","2023-12-15"
"1e3c7265-3096-47f0-ac5a-3271d3dde90b","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_505","C83309","2023-12-15"
"fa8e6f27-47ac-40e3-8502-3ed31b4d5b69","http://www.cdisc.org","AST","Code","Code_506","C64467","2023-12-15"
"f19506f1-920b-48fc-8bc5-b84dad3deefd","http://www.cdisc.org","CREAT","Code","Code_507","C64547","2023-12-15"
"bf23a88a-b6f4-471a-b590-8938c9e34c60","http://www.cdisc.org","Laboratory Test Result","Code","Code_508","C36292","2023-12-15"
"393cccb0-41cf-4fae-97f0-639fbb729ea9","http://www.cdisc.org","Milligram per Deciliter","Code","Code_509","C67015","2023-12-15"
"ba909ec6-5497-425d-8496-8339d47a17eb","http://www.cdisc.org","Microgram per Milliliter","Code","Code_510","C64572","2023-12-15"
"2a9f8fbf-84f2-468f-bc57-e55bc8019962","http://www.cdisc.org","Millimole per Liter","Code","Code_511","C64387","2023-12-15"
"709ba2d5-5321-4fa9-b2f1-eba053455474","http://www.cdisc.org","Micromole per Liter","Code","Code_512","C48508","2023-12-15"
"b08105ae-3c89-43ef-8f89-cac3cf5cd591","http://www.cdisc.org","Unit of Concentration","Code","Code_513","C48207","2023-12-15"
"c4a5b0f2-2878-4bb1-b78d-69c146ebe069","http://www.cdisc.org","Biospecimen Type","Code","Code_514","C70713","2023-12-15"
"13193e5d-eb44-4084-9fc6-caaf87d72a08","http://www.cdisc.org","No","Code","Code_515","C49487","2023-12-15"
"0b024bdb-aa5f-417f-8f27-bb73319369d0","http://www.cdisc.org","Yes","Code","Code_516","C49488","2023-12-15"
"14c7ff8d-a8ad-4982-946b-ee3d3488c504","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_517","C83309","2023-12-15"
"074d4a7f-e116-4349-9666-78b473e6a217","http://www.cdisc.org","CREAT","Code","Code_518","C64547","2023-12-15"
"88629c2b-473c-486a-a301-34ce0b510266","http://www.cdisc.org","K","Code","Code_519","C64853","2023-12-15"
"dd224084-a6bb-4832-95cb-34778f11fed4","http://www.cdisc.org","Laboratory Test Result","Code","Code_520","C36292","2023-12-15"
"66cf680f-66b4-48de-bd2f-b59d8d91dafe","http://www.cdisc.org","Milliequivalent per Liter","Code","Code_521","C67474","2023-12-15"
"5904a2ef-80be-492f-9774-9d2fa23944ad","http://www.cdisc.org","Milliequivalent per Deciliter","Code","Code_522","C67473","2023-12-15"
"ca599c12-0a7b-4d61-8f5f-4aa3602905e7","http://www.cdisc.org","Millimole per Liter","Code","Code_523","C64387","2023-12-15"
"5f140153-779e-4494-a46c-ac6bc73afaa4","http://www.cdisc.org","Molarity Unit","Code","Code_524","C64567","2023-12-15"
"42730083-c208-4c00-acc9-71e6b56e4170","http://www.cdisc.org","Biospecimen Type","Code","Code_525","C70713","2023-12-15"
"cb92c876-6ff6-4696-9f2f-e2a5bdcc3b8a","http://www.cdisc.org","No","Code","Code_526","C49487","2023-12-15"
"3744099f-d16c-4210-8620-b999db276eaa","http://www.cdisc.org","Yes","Code","Code_527","C49488","2023-12-15"
"8205e86b-774e-4469-941b-2391d3fb111c","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_528","C83309","2023-12-15"
"8707382f-fd64-49dc-9a14-722ec09c82be","http://www.cdisc.org","K","Code","Code_529","C64853","2023-12-15"
"a5c83b23-46d8-42f6-a53f-5105ac40acf3","http://www.cdisc.org","SODIUM","Code","Code_530","C64809","2023-12-15"
"54f85321-c0db-4b71-a1e2-220d9dba6c10","http://www.cdisc.org","Laboratory Test Result","Code","Code_531","C36292","2023-12-15"
"77b08f9d-63a9-4ed3-a10b-f476bd4feb2b","http://www.cdisc.org","Milliequivalent per Liter","Code","Code_532","C67474","2023-12-15"
"4b33565b-db54-40b6-9c4e-65e9c60c786c","http://www.cdisc.org","Milliequivalent per Deciliter","Code","Code_533","C67473","2023-12-15"
"fbb6417e-f83b-4611-aff6-af44a55835e4","http://www.cdisc.org","Millimole per Liter","Code","Code_534","C64387","2023-12-15"
"5e828b3b-c5a8-4230-9fea-ea52039ee4b8","http://www.cdisc.org","Molarity Unit","Code","Code_535","C64567","2023-12-15"
"d3cbd1a4-241d-42d6-9f83-c8239f0c36f9","http://www.cdisc.org","Biospecimen Type","Code","Code_536","C70713","2023-12-15"
"3374c9f1-b2a4-4c9e-8945-9d3778e89075","http://www.cdisc.org","No","Code","Code_537","C49487","2023-12-15"
"126862a4-e5e0-4c10-8910-49d426c90de0","http://www.cdisc.org","Yes","Code","Code_538","C49488","2023-12-15"
"90a2ef17-51eb-4cf0-ae23-bb4f56ea5ed3","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_539","C83309","2023-12-15"
"640b67ce-21c4-489e-85e6-5fd18fa52b4d","http://www.cdisc.org","SODIUM","Code","Code_540","C64809","2023-12-15"
"37aadfaf-c585-476e-beb3-e263be640f82","http://www.cdisc.org","HBA1C","Code","Code_541","C64849","2023-12-15"
"43d503a0-6bdd-4ecd-9f8e-0b44f4a89cdf","http://www.cdisc.org","Laboratory Test Result","Code","Code_542","C36292","2023-12-15"
"ae02db04-c5c6-49eb-8478-a86e6fd3b764","http://www.cdisc.org","Gram per Deciliter","Code","Code_543","C64783","2023-12-15"
"2b806949-f660-42a6-a55d-454c3314ad9c","http://www.cdisc.org","LBORRESU","Code","Code_544","No Concept Code","2023-12-15"
"ea0fbeeb-cfda-4b06-868c-5cac77af3a67","http://www.cdisc.org","Biospecimen Type","Code","Code_545","C70713","2023-12-15"
"9bc38610-caaa-41db-ae57-92951cd6b2d3","http://www.cdisc.org","No","Code","Code_546","C49487","2023-12-15"
"535977e5-7d6d-4a12-bf4a-4498e6acf70f","http://www.cdisc.org","Yes","Code","Code_547","C49488","2023-12-15"
"b3f82eb8-6e4b-42d8-9460-fdae97d8cdb5","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_548","C83309","2023-12-15"
"6a22d570-5774-4a06-b843-2c812dd5aa1c","http://www.cdisc.org","HBA1C","Code","Code_549","C64849","2023-12-15"
"8567720d-39e6-4269-99d1-f522f2706fa5","http://www.cdisc.org","Adverse Event Verbatim Description","Code","Code_145","C78541","2023-12-15"
"4246174d-63b6-4e89-be6a-6971136b3a3e","http://www.cdisc.org","Adverse Event Dictionary Derived Term","Code","Code_146","C83344","2023-12-15"
"14f86867-ecc2-4f6f-b5c9-b6f786678151","http://www.cdisc.org","No","Code","Code_147","C49487","2023-12-15"
"d1c60cce-d85d-4cee-8166-d7be6d6b04af","http://www.cdisc.org","Yes","Code","Code_148","C49488","2023-12-15"
"0e1e799d-15af-4a45-8d2a-743cb4c410d1","http://www.cdisc.org","Adverse Event Pre-specified","Code","Code_149","C87840","2023-12-15"
"1def398a-6f53-415c-904e-29898fc1b896","http://www.cdisc.org","Adverse Event Location","Code","Code_150","C83205","2023-12-15"
"c0b26ffc-d3dd-4c24-93b2-5d98c8c7d952","http://www.cdisc.org","Severity of Adverse Event","Code","Code_151","C53253","2023-12-15"
"6fa09ff2-5662-4f84-81b7-c785df42c280","http://www.cdisc.org","No","Code","Code_152","C49487","2023-12-15"
"258687ee-249b-4569-9080-839df70047bb","http://www.cdisc.org","Yes","Code","Code_153","C49488","2023-12-15"
"1bfedd9f-a4cc-409f-adeb-9a65fbcf6811","http://www.cdisc.org","Seriousness of Adverse Event","Code","Code_154","C53252","2023-12-15"
"07750757-687f-42e8-846e-d44c2a7d42c6","http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","Code","Code_155","C83013","2023-12-15"
"6a52f019-a390-4b2d-ba78-0b828b3ef444","http://www.cdisc.org","Other Actions taken in Response to Adverse Event","Code","Code_156","C83109","2023-12-15"
"dd92c52f-bfe9-4055-b3fd-fb78bd66a279","http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","Code","Code_157","C41358","2023-12-15"
"2e7cdbe3-cc80-4410-8775-4b7265e9ddd4","http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","Code","Code_158","C83210","2023-12-15"
"0682d64b-35e8-4943-ac3e-33a443c1b863","http://www.cdisc.org","Adverse Event Pattern","Code","Code_159","C83208","2023-12-15"
"38166166-c2fd-43c0-9ed1-e18fe2bc0cf3","http://www.cdisc.org","Adverse Event Outcome","Code","Code_160","C49489","2023-12-15"
"e83c42d4-e8d8-4cc1-9cd3-751970f127d3","http://www.cdisc.org","No","Code","Code_161","C49487","2023-12-15"
"51fb6c29-1d13-47ac-bbf8-3ecd0abf2764","http://www.cdisc.org","Yes","Code","Code_162","C49488","2023-12-15"
"bbd0dd85-293b-43e3-b230-7227d02d2c79","http://www.cdisc.org","Adverse Event Involves Cancer","Code","Code_163","C83211","2023-12-15"
"139755f1-13bf-433a-b9f3-d5163b603a61","http://www.cdisc.org","No","Code","Code_164","C49487","2023-12-15"
"d00e8cd6-cfb4-443d-810f-ece776dbfdf6","http://www.cdisc.org","Yes","Code","Code_165","C49488","2023-12-15"
"1da573aa-8908-4c63-9a9d-c6a60f585b81","http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","Code","Code_166","C83117","2023-12-15"
"232cef7a-f0ce-47f3-887e-57fcd9deeaa8","http://www.cdisc.org","No","Code","Code_167","C49487","2023-12-15"
"95f1ec0b-2e7d-4ffe-a4ce-3570cb706916","http://www.cdisc.org","Yes","Code","Code_168","C49488","2023-12-15"
