"uuid:ID","id","codeSystemVersion","instanceType","codeSystem","code","decode"
"03f633a8-490d-4f29-8456-a3326f2ddb58","Code_142","2023-09-29","Code","http://www.cdisc.org","C99907x1","EXTENSION"
"3aa19514-31b5-4a07-bec5-e76c8bc77042","Code_143","2023-09-29","Code","http://www.cdisc.org","C98704","ADAPTIVE"
"425376ef-4934-451c-971d-8adafd610aad","Code_140","2023-09-29","Code","http://www.cdisc.org","C82639","Parallel Study"
"3bf02b76-26a1-4820-beeb-3a75d1ede2c3","Code_82","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"85c4f497-2237-4e31-a410-01b121385f1f","Code_83","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"7f0f4dbf-d4f9-4102-ac96-722580fc26ba","Code_84","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"1668dcf8-4293-44eb-8223-9f090fcdfaca","Code_85","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"931eb624-98f8-42c0-8746-6d420e4cdb79","Code_86","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"488ae0f4-4911-41bd-a49f-645f3fd4ffe7","Code_87","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"24e78372-61c1-4609-ab7a-7921db92aa7a","Code_88","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"7d1da9b9-8363-4392-a23a-1a326cbb4541","Code_89","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"282682e3-7a97-45df-8002-173e9e9710ce","Code_90","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"e58eff2f-2155-4b87-9cb3-cc787bb6a1f1","Code_91","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"41bcd8b0-4770-4355-a9c1-1d663f742af6","Code_92","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"77715bb2-89da-4b34-8a3c-9f0c37511ab9","Code_93","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"f18f62b2-a4e2-4160-8ff8-7f09b18e76ad","Code_94","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"f8f89af5-3c53-4de0-b2a8-fe58ddf6591a","Code_95","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"6977eb09-4cd7-40e0-8a12-4f13e84c2596","Code_96","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"d7f2d4a3-60a7-4fe8-a6a1-3c9168f83af6","Code_97","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"c4551441-eedb-4fc8-85f8-6918d57b3cd4","Code_98","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"42c15619-509f-40d8-8fc1-24e8f7ed527b","Code_99","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"6e37d1d1-5bf5-45e2-9f62-a0fdf4425eca","Code_100","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"c2526649-d1b3-4d0d-95f4-7089374022fb","Code_101","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"bffcedf8-c966-42f0-a021-77f7c7cc18b9","Code_102","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"2230af1c-dd57-4514-bfa8-2e19c2dde48b","Code_103","2023-09-29","Code","http://www.cdisc.org","C171537","Telephone Call"
"7a876407-ab3e-4167-b6b1-ce22acd2b976","Code_104","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"3fd2b5f3-91f7-419d-a026-4410e091399c","Code_105","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"6cb792ab-b7f4-4220-b031-aa993551f64d","Code_106","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"a95df50f-d627-4d16-ae61-3d4f36486d59","Code_107","2023-09-29","Code","http://www.cdisc.org","C171537","Telephone Call"
"f881b121-a98b-4a28-9ed2-88f39d0c6442","Code_108","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"1fb2a0ae-8133-4dcb-87a0-6b44eb920e51","Code_109","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"966f0fee-cb6a-465e-b912-2b9c187c54e6","Code_110","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"0282814d-bb0e-421a-b5bd-5cb6740ce105","Code_111","2023-09-29","Code","http://www.cdisc.org","C171537","Telephone Call"
"7fcce961-fbee-4863-bc75-e764a8d9d058","Code_112","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"6e6504cb-ff8c-43cc-97b0-7b40f261b0f7","Code_113","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"e0f6a502-5a3b-44f2-b8c3-879e98ff2445","Code_114","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"c50504ee-81a3-4299-9d25-b28fbad25a67","Code_115","2023-09-29","Code","http://www.cdisc.org","C171537","Telephone Call"
"d5996e33-eea6-4e34-a3f8-efdfccfff99e","Code_116","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"c1733207-77e5-4cd6-8284-b25e4d86c43b","Code_117","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"b6e4c4d0-c833-4bc2-bcb5-ef8a6bb8dd16","Code_118","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"cfd35fdd-350d-4a30-bda7-ea2932ac7ec0","Code_119","2023-09-29","Code","http://www.cdisc.org","C25716","Visit"
"f2090263-c916-4400-8ad7-6651c788b4ed","Code_120","2023-09-29","Code","http://www.cdisc.org","C51282","Clinic"
"2f1d7f94-dfdd-44fc-b36a-1f009bdeb2d2","Code_121","2023-09-29","Code","http://www.cdisc.org","C175574","In Person"
"d7cf23b1-4db5-424b-bb34-96182ec7020b","Code_79","January 31, 2018","Code","SNOMED","383371000119108","CT of head without contrast"
"bb2a7ad5-fd11-4f0d-8257-1f3142817d93","Code_80","12","Code","SPONSOR","123","Subject Supine"
"637b3820-0e2c-4ef2-b38c-be1c43430786","Code_81","12","Code","SPONSOR","124","Subject Standing"
"faa6858b-7cd4-4ab1-a531-b757eeb364a4","Code_278","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"21dc5884-7480-43e7-9da2-3edcb7813b43","Code_279","2023-09-29","Code","http://www.cdisc.org","C42537","Kelvin"
"63b2d2d2-7537-4038-b92b-fa029343f5bd","Code_280","","Code","NCI Thesaurus","C44276","Unit of Temperature"
"539aee81-0e2d-4ee7-b874-89ea51f3ae2c","Code_281","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"f97dc741-5983-4aa6-9190-19373d33863f","Code_277","","Code","NCI Thesaurus","C174446","Body Temperature"
"f9e01d63-a58f-4105-a671-d23cba47838f","Code_283","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"a5f794d1-0c17-4ac8-b7bc-f98dd2eb3c3f","Code_284","2023-09-29","Code","http://www.cdisc.org","C28252","Kilogram"
"bf697973-4a1d-4b2a-b71b-a5b0979e0c76","Code_285","2023-09-29","Code","http://www.cdisc.org","C48155","Gram"
"bd03c285-bb28-4397-9886-1339103502c0","Code_286","2023-09-29","Code","http://www.cdisc.org","C48531","Pound"
"635451f4-3935-495e-8560-7eedd9953c61","Code_287","","Code","NCI Thesaurus","C48208","Unit of Weight"
"cd2e3ad9-27cb-4d56-b44a-655fad9ba740","Code_282","","Code","NCI Thesaurus","C81328","Body Weight"
"8fe839fc-a9d5-44cd-8ceb-634492bea269","Code_289","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"b734ad39-37f8-4106-a62d-b9fab83bbe7c","Code_290","2023-09-29","Code","http://www.cdisc.org","C49668","Centimeter"
"21e35d80-bebd-41db-b1df-75f215e1764b","Code_291","2023-09-29","Code","http://www.cdisc.org","C48500","Inch"
"01872183-0626-4302-97a4-6eb3153ea49f","Code_292","2023-09-29","Code","http://www.cdisc.org","C28251","Millimeter"
"f8b964b5-c8d7-42f8-a1d2-433b50d341ff","Code_293","2023-09-29","Code","http://www.cdisc.org","C41139","Meter"
"c04f614f-349b-4f46-b526-d831323a1a54","Code_294","","Code","NCI Thesaurus","C168688","Unit of Height"
"32e4d99c-7f63-45f2-a72c-11c322946fb7","Code_288","","Code","NCI Thesaurus","C164634","Body Height"
"471cc295-e700-447b-8268-17e466caa1c2","Code_296","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"ebd219df-c170-4b7e-b4d3-2db6cc0b475c","Code_297","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"8d350e94-30aa-493f-bc2c-01d0e51182a3","Code_298","","Code","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"8c422deb-20dc-40f6-ae58-16e7ad476f81","Code_299","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"a8a2be05-f876-40e2-a441-799b7b7ea421","Code_295","","Code","NCI Thesaurus","C64433","Alanine Aminotransferase Measurement"
"2fc39966-47b6-4f6c-9dc2-44a0555a888a","Code_301","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"0a9a447c-3828-4c02-8fdb-897c9b755aea","Code_302","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"2dac5370-3a05-4a7e-8686-95c68f7fa877","Code_303","","Code","NCI Thesaurus","C48207","Unit of Concentration"
"4e75a568-07ea-48e6-950d-b7c69cac62e6","Code_304","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"c2297d3b-3c1e-4fac-9743-3fb35d61d7d9","Code_300","","Code","NCI Thesaurus","C64431","Albumin Measurement"
"7a1170f2-d078-405d-855c-f1b5a12977d4","Code_306","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"0afe84a8-ed6b-41b8-b2c3-8f5e7ef07545","Code_307","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"bdb6076e-1557-49d3-940b-807261c0e7b3","Code_308","","Code","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"69769b5e-5874-47bc-bb9f-53a213c9ea09","Code_309","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"20d361e3-f024-4b7f-880b-5c704a652401","Code_305","","Code","NCI Thesaurus","C64432","Alkaline Phosphatase Measurement"
"3e41b344-f37d-4be2-af3e-a05ddfb0e436","Code_311","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"4493b348-62a5-49af-86e6-5ecf80edd5ce","Code_312","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"80baf406-6718-4342-9806-96f20e9f6923","Code_313","","Code","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"7a6f1f02-e31e-4f52-b3a3-ef4e665be623","Code_314","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"87e07052-d4dc-4b0e-aa93-bedd262edf1e","Code_310","","Code","NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement"
"0512a438-eb2f-429e-8212-35defee85a67","Code_316","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"46a8848d-9324-48da-86ec-be1ff735d68c","Code_317","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"04851637-b7c5-4707-965a-04ebd581184f","Code_318","","Code","NCI Thesaurus","C48207","Unit of Concentration"
"d5f0b1c8-519f-4d15-b9f3-58e5579f9436","Code_319","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"7f80e1bb-3b8a-4d87-a286-276c1e2d90ad","Code_315","","Code","NCI Thesaurus","C64547","Creatinine Measurement"
"772992d6-8667-4586-97e0-b8deaaecb7e0","Code_321","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"0e57a3de-8061-4fcb-a6f6-5c8e85dae9e6","Code_322","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"974185bf-08eb-40ac-8153-2d3fbf915057","Code_323","","Code","NCI Thesaurus","C64567","Molarity Unit"
"40bdab10-0779-498f-ab54-17552987f635","Code_324","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"84ed02d8-d409-49dd-86fb-62313e29061a","Code_320","","Code","NCI Thesaurus","C64853","Potassium Measurement"
"4bb0e325-0f47-452c-8035-dffef1991e95","Code_326","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"429fc276-a52a-4955-88ac-1e3d8df4e3fb","Code_327","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"1610be20-6166-4dc6-957b-d9cca1240eea","Code_328","","Code","NCI Thesaurus","C64567","Molarity Unit"
"f6cf6cb8-f56c-4e8d-b924-df7db4626c22","Code_329","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"a2ad6e90-c76c-40ea-b600-e62749395df4","Code_325","","Code","NCI Thesaurus","C64809","Sodium Measurement"
"c7470432-f8de-49e1-8ab5-05b67b13b86f","Code_145","","Code","NCI Thesaurus","C78541","Adverse Event Verbatim Description"
"e891f837-d5f8-4fc6-9eb4-b22143d1e4a4","Code_146","","Code","NCI Thesaurus","C83344","Adverse Event Dictionary Derived Term"
"2c040158-22dc-4ca7-a3e3-7860f5677590","Code_147","","Code","NCI Thesaurus","C83198","Adverse Event Category"
"e4c07d9e-0f39-4a9f-8df5-de9ce185d56c","Code_148","","Code","NCI Thesaurus","C83212","Adverse Event Subcategory"
"c5a44466-ccc6-499d-ba24-9cd4da7000fc","Code_149","","Code","NCI Thesaurus","C87840","Adverse Event Pre-specified"
"3fa0bb83-351b-4ac8-82b4-37bd2228f681","Code_150","","Code","NCI Thesaurus","C53253","Severity of Adverse Event"
"aa39b6f4-7b4c-4e5f-99de-350ab87693c1","Code_151","","Code","NCI Thesaurus","C78605","Adverse Event Toxicity Grade"
"a5f7f329-dfa3-4db5-98cb-c3ca9f859199","Code_152","","Code","NCI Thesaurus","C53252","Seriousness of Adverse Event"
"b7c5bdcc-c075-46e8-8ad7-3ae235d4dc15","Code_153","","Code","NCI Thesaurus","C83013","Adverse Event Action Taken with Study Treatment"
"761ffcd6-e203-453a-a923-98fde9680b12","Code_154","","Code","NCI Thesaurus","C41358","Adverse Event Attribution to Product or Procedure"
"3fa4e8a1-428e-4258-8705-600440bcc019","Code_155","2023-09-29","Code","http://www.cdisc.org","C71325","Intermittent"
"c044a399-61e6-4cc8-a7a9-25b379050545","Code_156","","Code","NCI Thesaurus","C83208","Adverse Event Pattern"
"fd30db21-e71b-4de3-ba9c-fea562f55f43","Code_157","","Code","NCI Thesaurus","C49489","Adverse Event Outcome"
"7bd41f39-076b-4fd0-a7a3-10ea4c31661f","Code_158","","Code","NCI Thesaurus","C83215","Adverse Event Start Date Time"
"e6a1a113-0fd8-4c63-b3f8-14eb78a14b7b","Code_159","","Code","NCI Thesaurus","C83201","Adverse Event End Date Time"
"615ae387-60b5-47ab-92a5-f7978695a6fb","Code_144","","Code","NCI Thesaurus","C41331","Adverse Event"
"6e1d7e75-c3b1-415c-a4a0-18429e6626e3","Code_161","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"9c127224-0f0a-44a9-8af6-a45d3840812d","Code_162","2023-09-29","Code","http://www.cdisc.org","C42547","Pascal"
"15b2da2c-957d-4057-8b13-565bf21e78f1","Code_163","","Code","NCI Thesaurus","C49669","Unit of Pressure"
"152386f6-6d38-4f5e-b699-363fd08b50fd","Code_164","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"8b443ed5-3938-4f9d-bb26-3763c7ac5d28","Code_165","","Code","NCI Thesaurus","C123975","Vital Signs Laterality"
"fa93f9b7-0ae1-400d-a6ff-4756a895b64a","Code_166","","Code","NCI Thesaurus","C82535","Test Method"
"ffb4487a-b3a5-4625-a744-31943be7b594","Code_167","","Code","NCI Thesaurus","C83114","Vital Signs Position"
"b02e1a6c-289f-4f82-9baa-3eb564d32c1e","Code_160","","Code","NCI Thesaurus","C25298","Systolic Blood Pressure"
"6df13c76-ae5f-4cb6-9a90-0fdbd1a47556","Code_169","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"c91a922d-4c88-4155-8608-329a51083226","Code_170","2023-09-29","Code","http://www.cdisc.org","C42547","Pascal"
"cb03b1b2-ffa8-46ef-b3e7-3caa07ca8c7e","Code_171","","Code","NCI Thesaurus","C49669","Unit of Pressure"
"fc4ce61e-e287-4961-988f-e8ab69926028","Code_172","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"d3c6342a-0a8d-4c3c-b445-8e8362543d70","Code_173","","Code","NCI Thesaurus","C123975","Vital Signs Laterality"
"5c91b65e-5d2c-4a7c-b6db-1e7e5b95ed8f","Code_174","","Code","NCI Thesaurus","C82535","Test Method"
"0638c366-45b7-400c-afd0-f39e05393794","Code_175","","Code","NCI Thesaurus","C83114","Vital Signs Position"
"ab8e7d09-7f4f-4127-9838-02a7f845dd0e","Code_168","","Code","NCI Thesaurus","C25299","Diastolic Blood Pressure"
"eedaa877-d1b1-4f16-894a-1466167d14e1","Code_177","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"59af119e-c188-4461-9da8-74ec75942286","Code_178","2023-09-29","Code","http://www.cdisc.org","C42537","Kelvin"
"1569713b-30bc-4fbc-8039-82fa6a83fb57","Code_179","","Code","NCI Thesaurus","C44276","Unit of Temperature"
"842f6f79-b001-489a-a474-5a6e8fc16fe5","Code_180","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"b4820f6f-be2e-46a5-bbaf-70da883936f6","Code_176","","Code","NCI Thesaurus","C174446","Body Temperature"
"96a6bcd6-90e3-43ea-8f4c-6a709d317d0b","Code_182","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"d41a5028-fa7e-4e8c-8e3a-b35cc1e8ff59","Code_183","2023-09-29","Code","http://www.cdisc.org","C28252","Kilogram"
"6d621fa7-bc09-499f-93dd-5a882db41770","Code_184","2023-09-29","Code","http://www.cdisc.org","C48155","Gram"
"b10e174c-e164-42c5-b119-7af6dec59669","Code_185","2023-09-29","Code","http://www.cdisc.org","C48531","Pound"
"24a020e6-f377-453f-a925-36d438399fd9","Code_186","","Code","NCI Thesaurus","C48208","Unit of Weight"
"79b2293f-9119-444f-bbde-a005fbd2b55e","Code_181","","Code","NCI Thesaurus","C81328","Body Weight"
"3841c6df-7a76-4111-badc-93a2431807b7","Code_188","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"c4333a12-e6c0-422f-977b-3191edbcfde2","Code_189","2023-09-29","Code","http://www.cdisc.org","C49668","Centimeter"
"29e7116b-5ac0-4546-acc0-3ed1b7691a07","Code_190","2023-09-29","Code","http://www.cdisc.org","C48500","Inch"
"fed1065c-83ef-494d-ba8e-f7ae0be43d43","Code_191","2023-09-29","Code","http://www.cdisc.org","C28251","Millimeter"
"1b7f7879-36f9-4172-92c0-1cfbd5eee773","Code_192","2023-09-29","Code","http://www.cdisc.org","C41139","Meter"
"b7e1d0b9-760b-4fa6-93d7-646a5deb0604","Code_193","","Code","NCI Thesaurus","C168688","Unit of Height"
"b02733cc-d31b-477a-82dd-d3673fd76ae8","Code_187","","Code","NCI Thesaurus","C164634","Body Height"
"dd774e73-a334-4743-a8c3-82c731ddefd1","Code_195","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"d0861f7b-fb41-4ec7-9568-bafccd785b2c","Code_196","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"5e29495d-9262-49f8-b7fa-57df64deb746","Code_197","","Code","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"9fe85505-661e-400d-936d-e8544799aaa6","Code_198","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"ccf993c9-f73e-4418-9f53-4d3a0b2f27b9","Code_194","","Code","NCI Thesaurus","C64433","Alanine Aminotransferase Measurement"
"e0751730-bdba-4f13-b385-7f7367364563","Code_200","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"8b656ee0-0dfc-4c90-827f-35203dbd5f2a","Code_201","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"0d7ef56c-f099-4411-8761-ee9ca238cb8f","Code_202","","Code","NCI Thesaurus","C48207","Unit of Concentration"
"a19c8a31-99e8-44ec-8ac6-f2121bf2651c","Code_203","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"f12dd71e-19ce-4a12-b6a1-eda139acd61d","Code_199","","Code","NCI Thesaurus","C64431","Albumin Measurement"
"06e91533-2386-4248-8fec-16e6dfdc957c","Code_205","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"5bf82313-bd59-4f0d-8f6e-2bd1dc96bfe7","Code_206","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"7d06865d-447e-4dff-9150-3c4efd7a5ad5","Code_207","","Code","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"cfbf6b5f-c297-4af5-ae51-a38f3ecce5ed","Code_208","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"4d450c21-4201-46db-bc84-0bd6f740a50a","Code_204","","Code","NCI Thesaurus","C64432","Alkaline Phosphatase Measurement"
"a69e910b-d5b3-4926-87b4-3c3b82c00ade","Code_210","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"f19273cb-7287-4268-a49a-5d8f9bfa470e","Code_211","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"fb13ba4a-7c9f-4e9c-b66f-63aae2888a8d","Code_212","","Code","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"dfe8199f-2808-4889-a25b-e4637db0edef","Code_213","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"e02904d4-92ae-4a1d-822b-216c2e83d60d","Code_209","","Code","NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement"
"60169128-a7f6-4ac5-a490-00019f95a58f","Code_215","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"5f631736-40f5-4d89-b1b2-c648f6034895","Code_216","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"b0cc8ec5-fe25-4bbe-a9ec-650417e7e6a6","Code_217","","Code","NCI Thesaurus","C48207","Unit of Concentration"
"0a9dee9d-4b53-4264-9a04-cddce79aa059","Code_218","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"d0bd9554-ceca-4aaa-8ed6-8be719c9d0c1","Code_214","","Code","NCI Thesaurus","C64547","Creatinine Measurement"
"859d6606-e6d7-44bb-93cd-2ed3f5d8fdfd","Code_220","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"5eac50d8-09cb-4ad7-b86a-d4880c03fc51","Code_221","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"a6560eb0-4f8e-41c2-a3f0-b0cca64dac5a","Code_222","","Code","NCI Thesaurus","C64567","Molarity Unit"
"ca748642-66e7-4020-90a2-a7a9649b4837","Code_223","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"1ca0654f-4ddc-4f71-bc39-95434dec7aa0","Code_219","","Code","NCI Thesaurus","C64853","Potassium Measurement"
"58b7e5a4-5a25-4077-b516-dfcad7c64a0c","Code_225","","Code","NCI Thesaurus","C36292","Laboratory Test Result"
"02ea875d-0ac0-4d91-86b7-f071b57fbbeb","Code_226","","Code","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"51aa6b62-1857-4372-bda4-f3f51f1456dc","Code_227","","Code","NCI Thesaurus","C64567","Molarity Unit"
"dfc50666-89d1-4a51-a0f5-a138b47f55fb","Code_228","","Code","NCI Thesaurus","C70713","Biospecimen Type"
"2b8046c0-c1b8-4f12-bfc6-a9b31151df37","Code_224","","Code","NCI Thesaurus","C64809","Sodium Measurement"
"312c30a6-5bc0-47cc-a96a-0d078eb89250","Code_230","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"7143aaf9-270c-4956-b8f4-7e62475fa012","Code_231","2023-09-29","Code","http://www.cdisc.org","C42547","Pascal"
"b1f8c585-b009-4c65-93b1-29e44a13d591","Code_232","","Code","NCI Thesaurus","C49669","Unit of Pressure"
"3b6e25ad-8352-4801-ac2a-9564956526c0","Code_233","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"952e3df2-8537-4911-97d3-32f36c85dfcd","Code_234","","Code","NCI Thesaurus","C123975","Vital Signs Laterality"
"c4aa6750-5981-4ff0-a863-538f78f48916","Code_235","","Code","NCI Thesaurus","C82535","Test Method"
"55820296-5137-46ed-98fd-218cdf6a318c","Code_236","","Code","NCI Thesaurus","C83114","Vital Signs Position"
"d2222c0f-9d2d-4972-a497-2c69f7731556","Code_229","","Code","NCI Thesaurus","C25298","Systolic Blood Pressure"
"47d8fc9b-f4e5-4d8e-98af-131ef92da6eb","Code_238","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"a330fbbd-6c02-44b7-a9ab-f0978c2cc8d9","Code_239","2023-09-29","Code","http://www.cdisc.org","C42547","Pascal"
"1f510940-16c7-49df-885b-2f3770feb673","Code_240","","Code","NCI Thesaurus","C49669","Unit of Pressure"
"a02e515c-cd54-4f6b-99a9-8c682fd83848","Code_241","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"7ce6c6e9-ff25-46c0-9fb2-ea7c4e930ce5","Code_242","","Code","NCI Thesaurus","C123975","Vital Signs Laterality"
"a64a294a-80a0-4312-a63f-0c7800864f21","Code_243","","Code","NCI Thesaurus","C82535","Test Method"
"94894e71-8883-4626-badb-04e9fa47682f","Code_244","","Code","NCI Thesaurus","C83114","Vital Signs Position"
"877dbf4d-1426-42a2-9538-07ae0cc82e70","Code_237","","Code","NCI Thesaurus","C25299","Diastolic Blood Pressure"
"7f4fc480-7c52-4529-bb50-e150a60ac271","Code_246","","Code","NCI Thesaurus","C173522","Vital Signs Result"
