"uuid:ID","id","instanceType","text","name","sectionTitle","sectionNumber"
"2bd05692-4010-4d97-a97e-60512759cd5b","NarrativeContent_16","NarrativeContent","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","SECTION 4.2.1","Rationale for Comparator","4.2.1"
"74fdb4c9-7715-4124-9aa3-76ebf4eb8bb7","NarrativeContent_17","NarrativeContent","<div></div>","SECTION 4.2.2","Rationale for Adaptive or Novel Trial Design","4.2.2"
"d255dea3-3d16-444a-8c34-58908bd80da1","NarrativeContent_18","NarrativeContent","<div></div>","SECTION 4.2.3","Other Trial Design Considerations","4.2.3"
"23b6ee79-5c2e-4304-8b17-83865d6a7691","NarrativeContent_19","NarrativeContent","<div></div>","SECTION 4.3","Access to Trial Intervention After End of Trial","4.3"
"2fe0bf87-6006-4d0b-89b0-d90b4bd048e6","NarrativeContent_20","NarrativeContent","<div></div>","SECTION 4.4","Start of Trial and End of Trial","4.4"
"7c53ffec-eaf3-4170-9776-f0e080bcdc45","NarrativeContent_21","NarrativeContent","<div></div>","SECTION 5","TRIAL POPULATION","5"
"4cdbc984-9e51-4cd0-bdea-081da865b1f4","NarrativeContent_22","NarrativeContent","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","SECTION 5.1","Selection of Trial Population","5.1"
"3d285a9d-a7e1-4b0f-a657-f7efd877d211","NarrativeContent_23","NarrativeContent","<div></div>","SECTION 5.2","Rationale for Trial Population","5.2"
"e2e66300-9e98-48a1-9d81-2a8ed38ace60","NarrativeContent_24","NarrativeContent","<div><usdm:section name=""M11-inclusion""></div>","SECTION 5.3","Inclusion Criteria","5.3"
"3534a038-c950-4de6-ad08-8d577cc793f9","NarrativeContent_25","NarrativeContent","<div><usdm:section name=""M11-exclusion""></div>","SECTION 5.4","Exclusion Criteria","5.4"
"7e2b6e5f-52c8-4856-8b0d-963432d4566c","NarrativeContent_26","NarrativeContent","<div></div>","SECTION 5.5","Lifestyle Considerations","5.5"
"b9c5ef01-d0aa-4092-9e56-25df8679c5fe","NarrativeContent_27","NarrativeContent","<div></div>","SECTION 5.5.1","Meals and Dietary Restrictions","5.5.1"
"effd9fdb-4bb2-420a-a3f7-9e67eff00465","NarrativeContent_28","NarrativeContent","<div><p>Not applicable</p></div>","SECTION 5.5.2","Caffeine, Alcohol, Tobacco, and Other Habits","5.5.2"
"d90c72a6-8e70-4543-9b0f-e3c2313d426b","NarrativeContent_29","NarrativeContent","<div></div>","SECTION 5.5.3","Physical Activity","5.5.3"
"3f031970-d560-4e87-a628-1d519ee431ca","NarrativeContent_30","NarrativeContent","<div></div>","SECTION 5.5.4","Other Activity","5.5.4"
"33b7c597-a0a6-4ac0-8d09-319531a666d3","NarrativeContent_31","NarrativeContent","<div></div>","SECTION 5.6","Screen Failures","5.6"
"328beacd-e22e-415d-a30a-f2e21c663320","NarrativeContent_32","NarrativeContent","<div></div>","SECTION 6","TRIAL INTERVENTION AND CONCOMITANT THERAPY","6"
"3afc8151-a52c-43fc-afb2-11a55694914a","NarrativeContent_33","NarrativeContent","<div></div>","SECTION 6.1","Description of Trial Intervention","6.1"
"ddfb62d9-e29c-4af8-a2c6-706c957bb80f","NarrativeContent_34","NarrativeContent","<div></div>","SECTION 6.2","Rationale for Trial Intervention","6.2"
"9f3f0b33-8329-464d-8ebf-074922a1c149","NarrativeContent_35","NarrativeContent","<div></div>","SECTION 6.3","Dosing and Administration","6.3"
"9dd0aaa0-a3ae-4504-ac11-4242818c4f0a","NarrativeContent_36","NarrativeContent","<div></div>","SECTION 6.3.1","Trial Intervention Dose Modification","6.3.1"
"ae849587-cb9d-431c-be37-bb026a371726","NarrativeContent_37","NarrativeContent","<div></div>","SECTION 6.4","Treatment of Overdose","6.4"
"79cf7694-0ec3-4268-b183-b5e7a3f22f79","NarrativeContent_38","NarrativeContent","<div></div>","SECTION 6.5","Preparation, Handling, Storage and Accountability","6.5"
"b6edc120-aab2-41e7-af66-42d92ee54f7e","NarrativeContent_39","NarrativeContent","<div></div>","SECTION 6.5.1","Preparation of Trial Intervention","6.5.1"
"f6e3121a-15cb-41be-9734-44dbe1d42473","NarrativeContent_40","NarrativeContent","<div></div>","SECTION 6.5.2","Handling and Storage of Trial Intervention","6.5.2"
"4bb93cf5-8934-4ce7-90d6-16ba3e337116","NarrativeContent_41","NarrativeContent","<div></div>","SECTION 6.5.3","Accountability of Trial Intervention","6.5.3"
"ba16462d-8e48-4932-9eda-8892ea74cb22","NarrativeContent_42","NarrativeContent","<div></div>","SECTION 6.6","Participant Assignment, Randomisation and Blinding","6.6"
"c2af3092-63fd-4cbe-809f-d8146cd16ea9","NarrativeContent_43","NarrativeContent","<div></div>","SECTION 6.6.1","Participant Assignment","6.6.1"
"6e49d5eb-4a78-426a-a83b-cbe51e03ed35","NarrativeContent_44","NarrativeContent","<div></div>","SECTION 6.6.2","Randomisation","6.6.2"
"5a14ea42-490c-4ba1-b9e3-d22c69ed6ed7","NarrativeContent_45","NarrativeContent","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","SECTION 6.6.3","Blinding and Unblinding","6.6.3"
"9abfe37f-7177-4e7f-9624-80e3961a1755","NarrativeContent_46","NarrativeContent","<div></div>","SECTION 6.7","Trial Intervention Compliance","6.7"
"8b99c456-c3f9-46bc-9de3-2ffd00842aa5","NarrativeContent_47","NarrativeContent","<div></div>","SECTION 6.8","Concomitant Therapy","6.8"
"28a5b358-4ee4-4a24-895c-0038052de209","NarrativeContent_48","NarrativeContent","<div></div>","SECTION 6.8.1","Prohibited Concomitant Therapy","6.8.1"
"278c3387-c33a-4c28-8dbc-ebb4da480922","NarrativeContent_49","NarrativeContent","<div></div>","SECTION 6.8.2","Permitted Concomitant Therapy","6.8.2"
"545eeffb-58df-4a10-99b0-ee760b946fad","NarrativeContent_50","NarrativeContent","<div></div>","SECTION 6.8.3","Rescue Therapy","6.8.3"
"cfc5adb9-0f1d-446b-b841-b9faf7ec824f","NarrativeContent_51","NarrativeContent","<div></div>","SECTION 6.8.4","Other Therapy","6.8.4"
"3d3086ed-1fe2-41b4-86b4-495602c9a955","NarrativeContent_52","NarrativeContent","<div></div>","SECTION 7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","7"
"6eabe850-c581-49b7-a824-a4a43eca6f3c","NarrativeContent_53","NarrativeContent","<div></div>","SECTION 7.1","Discontinuation of Trial Intervention","7.1"
"19046a7f-7991-4769-9c96-6f775b0f3e82","NarrativeContent_54","NarrativeContent","<div></div>","SECTION 7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","7.1.1"
"c920666e-a777-4a66-a27f-8a79f7a036aa","NarrativeContent_55","NarrativeContent","<div></div>","SECTION 7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","7.1.2"
"4616b78e-5044-401c-b53c-ed2848543527","NarrativeContent_56","NarrativeContent","<div></div>","SECTION 7.1.3","Rechallenge","7.1.3"
"9e94b977-b502-43df-946d-59bd1d2a3739","NarrativeContent_57","NarrativeContent","<div></div>","SECTION 7.2","Participant Withdrawal from the Trial","7.2"
"651bc05f-4615-4414-99eb-df169e3ed87a","NarrativeContent_58","NarrativeContent","<div></div>","SECTION 7.3","Lost to Follow-Up","7.3"
"5e610e91-4c6d-4a60-9b38-4c3bf4348796","NarrativeContent_59","NarrativeContent","<div></div>","SECTION 7.4","Trial Stopping Rules","7.4"
"e9eac614-8020-49eb-bfff-d9b762119674","NarrativeContent_60","NarrativeContent","<div></div>","SECTION 8","TRIAL ASSESSMENTS AND PROCEDURES","8"
"425b57af-e567-494d-a0f6-9b0ff41bfb1d","NarrativeContent_61","NarrativeContent","<div></div>","SECTION 8.1","Screening/Baseline Assessments and Procedures","8.1"
"94dc389f-24eb-456a-847a-c0276ebdcfe8","NarrativeContent_62","NarrativeContent","<div></div>","SECTION 8.2","Efficacy Assessments and Procedures","8.2"
"ebabba33-c6dd-4e1c-8ea6-d6f7a4b51fb6","NarrativeContent_63","NarrativeContent","<div></div>","SECTION 8.3","Safety Assessments and Procedures","8.3"
"21ed0193-4123-4730-9f59-5f47de42c0c6","NarrativeContent_64","NarrativeContent","<div></div>","SECTION 8.3.1","Physical Examination","8.3.1"
"f61d9ff8-8391-497f-9e48-a275c98d5be7","NarrativeContent_65","NarrativeContent","<div></div>","SECTION 8.3.2","Vital Signs","8.3.2"
"17aa2133-382a-40d4-9d98-9515826be1f8","NarrativeContent_66","NarrativeContent","<div></div>","SECTION 8.3.3","Electrocardiograms","8.3.3"
"dce87746-c0ce-4083-9e5e-fc2afaa86be3","NarrativeContent_67","NarrativeContent","<div></div>","SECTION 8.3.4","Clinical Laboratory Assessments","8.3.4"
"225d3bed-6e9f-4b73-951c-2a562a8eb366","NarrativeContent_68","NarrativeContent","<div></div>","SECTION 8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","8.3.5"
"a5e658e9-5eaa-4c8d-9443-746081bd9f3f","NarrativeContent_69","NarrativeContent","<div></div>","SECTION 8.4","Adverse Events and Serious Adverse Events","8.4"
"a25d7293-4cbe-466a-a916-9e01a68dde79","NarrativeContent_70","NarrativeContent","<div></div>","SECTION 8.4.1","Definitions of AE and SAE","8.4.1"
"b4226d8d-1c85-4028-8b2d-7d5bc8d8b109","NarrativeContent_71","NarrativeContent","<div></div>","SECTION 8.4.2","Time Period and Frequency for Collecting AE and SAE Information","8.4.2"
"13fded18-3764-4a82-8282-dea14230d9ce","NarrativeContent_72","NarrativeContent","<div></div>","SECTION 8.4.3","Identifying AEs and SAEs","8.4.3"
"a00d67e6-a414-4b5e-a122-fc3224757492","NarrativeContent_73","NarrativeContent","<div></div>","SECTION 8.4.4","Recording of AEs and SAEs","8.4.4"
"a1507bbe-2517-4678-ae06-fd8b2f386732","NarrativeContent_74","NarrativeContent","<div></div>","SECTION 8.4.5","Follow-up of AEs and SAEs","8.4.5"
"e81941b4-4ee0-4374-b5ff-88fcee52bde5","NarrativeContent_75","NarrativeContent","<div></div>","SECTION 8.4.6","Reporting of SAEs","8.4.6"
"c16b9619-a339-49ef-b69b-d599c588b516","NarrativeContent_76","NarrativeContent","<div></div>","SECTION 8.4.7","Regulatory Reporting Requirements for SAEs","8.4.7"
"d9ece100-f2c1-4630-aee6-c3466acc31b4","NarrativeContent_77","NarrativeContent","<div></div>","SECTION 8.4.8","Serious and Unexpected Adverse Reaction Reporting","8.4.8"
"579a9abe-b075-49c1-bbde-d32b2a17f234","NarrativeContent_78","NarrativeContent","<div></div>","SECTION 8.4.9","Adverse Events of Special Interest","8.4.9"
"a243197e-4876-493c-8ac0-91a3a8478777","NarrativeContent_79","NarrativeContent","<div></div>","SECTION 8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","8.4.10"
"6173f0a8-79d8-40f5-86a1-1595993ce7fa","NarrativeContent_80","NarrativeContent","<div></div>","SECTION 8.5","Pregnancy and Postpartum Information","8.5"
"2b3134b6-ed6e-4ddb-8064-212b8f80c80c","NarrativeContent_81","NarrativeContent","<div></div>","SECTION 8.5.1","Participants Who Become Pregnant During the Trial","8.5.1"
"216aa3b5-bc42-4113-8024-3054ead21cc8","NarrativeContent_82","NarrativeContent","<div></div>","SECTION 8.5.2","Participants Whose Partners Become Pregnant","8.5.2"
"0c162b43-5d98-4681-a81f-0d8af802d7b1","NarrativeContent_83","NarrativeContent","<div></div>","SECTION 8.6","Medical Device Product Complaints for Drug/Device Combination Products","8.6"
"20564f93-1908-4fcd-a838-b8529c8e64f9","NarrativeContent_84","NarrativeContent","<div></div>","SECTION 8.6.1","Definition of Medical Device Product Complaints","8.6.1"
"99b58bd3-1ac9-49d1-a5b7-0c0cf8071642","NarrativeContent_85","NarrativeContent","<div></div>","SECTION 8.6.2","Recording of Medical Device Product Complaints","8.6.2"
"2efd4d18-8a0b-4259-8a97-49cf075735b2","NarrativeContent_86","NarrativeContent","<div></div>","SECTION 8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","8.6.3"
"11477fb0-2b0a-4d5a-b18f-c77a02574748","NarrativeContent_87","NarrativeContent","<div></div>","SECTION 8.6.4","Follow-Up of Medical Device Product Complaints","8.6.4"
"33b5e79a-a4a4-42fb-a5aa-0d06b5f9494f","NarrativeContent_88","NarrativeContent","<div></div>","SECTION 8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","8.6.5"
"df9eaf7a-1a64-4e6a-9916-49216fe8e434","NarrativeContent_89","NarrativeContent","<div></div>","SECTION 8.7","Pharmacokinetics","8.7"
"f3f23a2b-3997-46dd-b07e-f7b4a3bbff8b","NarrativeContent_90","NarrativeContent","<div></div>","SECTION 8.8","Genetics","8.8"
"ef4cd0a6-8808-4955-aa0e-2864ca23a846","NarrativeContent_91","NarrativeContent","<div></div>","SECTION 8.9","Biomarkers","8.9"
"f5af5ffe-8ae1-4319-a35b-6e191e1cf386","NarrativeContent_92","NarrativeContent","<div></div>","SECTION 8.1","Immunogenicity Assessments","8.1"
"db6874a2-0adc-4b3e-bff7-d8963bfcd189","NarrativeContent_93","NarrativeContent","<div></div>","SECTION 8.1.1","Medical Resource Utilisation and Health Economics","8.1.1"
"85d4e1a5-99ed-4853-8f41-45c50f210673","NarrativeContent_94","NarrativeContent","<div></div>","SECTION 9","STATISTICAL CONSIDERATIONS","9"
"7a33e1ea-cda6-476a-80e2-60353763da1d","NarrativeContent_95","NarrativeContent","<div></div>","SECTION 9.1","Analysis Sets","9.1"
"9a55640b-9fb0-4a1d-96d2-8f2d2e2c94d7","NarrativeContent_96","NarrativeContent","<div></div>","SECTION 9.2","Analyses Supporting Primary Objective(s)","9.2"
"1472eb01-a87e-4382-8511-2e35fb34e3bf","NarrativeContent_97","NarrativeContent","<div></div>","SECTION 9.2.1","Statistical Model, Hypothesis, and Method of Analysis","9.2.1"
"dca9f24d-fb38-4be9-a4b9-c26375d9ce6f","NarrativeContent_98","NarrativeContent","<div></div>","SECTION 9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","9.2.2"
"8c46102c-a167-4799-80de-9f4ed40e9991","NarrativeContent_99","NarrativeContent","<div></div>","SECTION 9.2.3","Handling of Missing Data","9.2.3"
"38c9e1be-a7ff-4773-9fd7-59af89d4b82d","NarrativeContent_100","NarrativeContent","<div></div>","SECTION 9.2.4","Sensitivity Analysis","9.2.4"
"10fdeaa1-a9ab-430f-b74d-a895852e9dc1","NarrativeContent_101","NarrativeContent","<div></div>","SECTION 9.2.5","Supplementary Analysis","9.2.5"
"b06daa28-e046-4edb-b330-6810bc7655be","NarrativeContent_102","NarrativeContent","<div></div>","SECTION 9.3","Analysis Supporting Secondary Objective(s)","9.3"
"e6ecf311-4ebd-41d4-bab0-289228757313","NarrativeContent_103","NarrativeContent","<div></div>","SECTION 9.4","Analysis of Exploratory Objective(s)","9.4"
"d9b2433f-6b2c-49f3-9060-326ce01e28b5","NarrativeContent_104","NarrativeContent","<div></div>","SECTION 9.5","Safety Analyses","9.5"
"0b96cd0c-6fe3-4902-bb9d-d167bd4d4fdd","NarrativeContent_105","NarrativeContent","<div></div>","SECTION 9.6","Other Analyses","9.6"
"fd8d9117-49eb-4008-996e-31eaae8e2b64","NarrativeContent_106","NarrativeContent","<div></div>","SECTION 9.7","Interim Analyses","9.7"
"d81610f5-0261-40a1-9df2-e83f83e3ba7d","NarrativeContent_107","NarrativeContent","<div></div>","SECTION 9.8","Sample Size Determination","9.8"
"3f20e723-b2f1-48d4-aa65-92a1ca26d1c2","NarrativeContent_108","NarrativeContent","<div></div>","SECTION 9.9","Protocol Deviations","9.9"
"29f3e24a-ec55-4d80-bfc4-af5a85018a2f","NarrativeContent_109","NarrativeContent","<div></div>","SECTION 10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","10"
"51abfae1-b767-444e-a360-dfa844bece4a","NarrativeContent_110","NarrativeContent","<div></div>","SECTION 10.1","Regulatory and Ethical Considerations","10.1"
"1cc9f83a-0a95-421e-b07c-dcff263bc4fc","NarrativeContent_111","NarrativeContent","<div></div>","SECTION 10.2","Committees","10.2"
"300ba4cd-c44b-4b74-b5a4-6574060a9209","NarrativeContent_112","NarrativeContent","<div></div>","SECTION 10.3","Informed Consent Process","10.3"
"b118660e-1272-41d6-bab4-18060cc84543","NarrativeContent_113","NarrativeContent","<div></div>","SECTION 10.4","Data Protection","10.4"
"c313e89c-2093-4952-8b29-85af12abd287","NarrativeContent_114","NarrativeContent","<div></div>","SECTION 10.5","Early Site Closure or Trial Termination","10.5"
"d571d12e-5924-4a4e-9f35-83e6fca5efa1","NarrativeContent_115","NarrativeContent","<div></div>","SECTION 11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","11"
"3fcacaf2-cd63-47bc-928b-102cf0cd54dc","NarrativeContent_116","NarrativeContent","<div></div>","SECTION 11.1","Quality Tolerance Limits","11.1"
"a3af472e-d59d-4b14-a5fc-1331726dd7ac","NarrativeContent_117","NarrativeContent","<div></div>","SECTION 11.2","Data Quality Assurance","11.2"
"1a30a660-82a9-45c0-933e-0f5f8557756c","NarrativeContent_118","NarrativeContent","<div></div>","SECTION 11.3","Source Data","11.3"
"50a70664-361b-479f-ad43-2748a2b77a2e","NarrativeContent_119","NarrativeContent","<div></div>","SECTION 12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","12"
"636688bf-3655-448c-9429-acbb55150583","NarrativeContent_120","NarrativeContent","<div></div>","SECTION 12.1","Further Details and Clarifications on the AE Definition","12.1"
"0ce45f70-cc04-437b-9162-c38527ff2bf7","NarrativeContent_121","NarrativeContent","<div></div>","SECTION 12.2","Further Details and Clarifications on the SAE Definition","12.2"
"c65ee86d-1d19-47f0-acec-d24ba4eabc04","NarrativeContent_122","NarrativeContent","<div></div>","SECTION 12.3","Severity","12.3"
"6a9bee1a-cb10-49d6-bc55-55cd641162a6","NarrativeContent_123","NarrativeContent","<div></div>","SECTION 12.4","Causality","12.4"
"40ede073-c569-456e-b496-e61fe1bd5be7","NarrativeContent_124","NarrativeContent","<div></div>","SECTION 13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","13"
"29636fa1-5129-44ad-92d3-62390dfd2c05","NarrativeContent_125","NarrativeContent","<div></div>","SECTION 13.1","Contraception and Pregnancy Testing","13.1"
"42bb7427-f61f-45ac-89ef-7acf56607777","NarrativeContent_126","NarrativeContent","<div></div>","SECTION 13.1.1","Definitions Related to Childbearing Potential","13.1.1"
"ab4ecc89-5694-4faf-a5b4-c8189af1e311","NarrativeContent_127","NarrativeContent","<div></div>","SECTION 13.1.2","Contraception","13.1.2"
"7dec691e-54bc-4c24-a202-099b7c471847","NarrativeContent_128","NarrativeContent","<div></div>","SECTION 13.1.3","Pregnancy Testing","13.1.3"
"6c640f55-b199-40a8-8b0b-9470d37a9386","NarrativeContent_129","NarrativeContent","<div></div>","SECTION 13.2","Clinical Laboratory Tests","13.2"
"20de281c-e1de-4109-9539-8bb4d1bc1ffb","NarrativeContent_130","NarrativeContent","<div></div>","SECTION 13.3","Country/Region-Specific Differences","13.3"
"baac3e9b-3b3c-4634-929d-7ddc855bcfdb","NarrativeContent_131","NarrativeContent","<div></div>","SECTION 13.4","Prior Protocol Amendments","13.4"
"afc5f434-c55a-4016-acd8-3f81ce5dc416","NarrativeContent_132","NarrativeContent","<div></div>","SECTION 14","APPENDIX: GLOSSARY OF TERMS","14"
"070e9dfd-592e-4796-b0ca-16aea4ad0c60","NarrativeContent_133","NarrativeContent","<div></div>","SECTION 15","APPENDIX: REFERENCES","15"
