"decode","codeSystemVersion","code","uuid:ID","id","instanceType","codeSystem"
"TEMP","2023-12-15","C174446","521f6281-54c9-4578-9772-30133127f147","Code_439","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","1736f35c-c8d2-41dd-b758-85f6a5c2b8bd","Code_440","Code","http://www.cdisc.org"
"Degree Celsius","2023-12-15","C42559","6580635a-578f-4c8b-b652-71bc0a550b67","Code_441","Code","http://www.cdisc.org"
"Degree Fahrenheit","2023-12-15","C44277","2d726ae8-bb2c-4c2f-a7ef-d7701574e22a","Code_442","Code","http://www.cdisc.org"
"Kelvin","2023-12-15","C42537","2b27d7c9-dd1c-4f29-966d-b1106100ff70","Code_443","Code","http://www.cdisc.org"
"Unit of Temperature","2023-12-15","C44276","8572c989-f35d-4b1b-bcd1-c9add249de69","Code_444","Code","http://www.cdisc.org"
"Axilla","2023-12-15","C12674","d7dd4bad-fdbe-4c39-ac64-e8ab91cbdbc9","Code_445","Code","http://www.cdisc.org"
"Ear","2023-12-15","C12394","b24aea29-bfbf-4152-b445-5454292385e3","Code_446","Code","http://www.cdisc.org"
"Forehead","2023-12-15","C89803","e0153b7e-bef4-4417-8d7e-6028b01fb833","Code_447","Code","http://www.cdisc.org"
"Oral Cavity","2023-12-15","C12421","94ae6120-5759-4da7-b44a-8fb0f6ffac81","Code_448","Code","http://www.cdisc.org"
"Rectum","2023-12-15","C12390","c3ea277e-b1e9-48cc-b5e7-fec8e8a21b78","Code_449","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","6772ad26-575d-4bb0-b432-7def2199edc2","Code_450","Code","http://www.cdisc.org"
"TEMP","2023-12-15","C174446","4eb2658b-9652-40b9-940d-8478b1652cfd","Code_451","Code","http://www.cdisc.org"
"WEIGHT","2023-12-15","C25208","65ce3e7f-3f0e-41c2-b2cc-c1702bdf03b6","Code_452","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","182833b2-5ee9-4fba-811e-d2ccc8628085","Code_453","Code","http://www.cdisc.org"
"Pound","2023-12-15","C48531","2677aaab-6e5a-4eab-b5f4-63f52eb07529","Code_454","Code","http://www.cdisc.org"
"Gram","2023-12-15","C48155","f04671b9-770a-4688-a628-18129c65c26f","Code_455","Code","http://www.cdisc.org"
"Kilogram","2023-12-15","C28252","75d67f47-7525-4b42-96e0-15f9c14219d2","Code_456","Code","http://www.cdisc.org"
"Unit of Weight","2023-12-15","C48208","2d055a77-de52-4096-96f9-3b7ab6c2c8b1","Code_457","Code","http://www.cdisc.org"
"WEIGHT","2023-12-15","C25208","6f554676-20bf-4880-bf15-f398eb10984d","Code_458","Code","http://www.cdisc.org"
"HEIGHT","2023-12-15","C25347","ade64e1a-c30f-40f2-b865-462794f5164f","Code_459","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","834b123b-a952-41c0-8dbf-3823eccef2ba","Code_460","Code","http://www.cdisc.org"
"Centimeter","2023-12-15","C49668","14846276-d7b9-4931-ba3a-50fe5163ba72","Code_461","Code","http://www.cdisc.org"
"Inch","2023-12-15","C48500","f99d7846-724a-4684-a589-56b5cd34fe17","Code_462","Code","http://www.cdisc.org"
"Meter","2023-12-15","C41139","32b9c7cc-5a26-4d48-9a40-15604ead9143","Code_463","Code","http://www.cdisc.org"
"Unit of Height","2023-12-15","C168688","1a8e84f8-2abc-4905-ad34-53bfeb0c5d0f","Code_464","Code","http://www.cdisc.org"
"HEIGHT","2023-12-15","C25347","4c64492b-2c97-407b-98a9-6517e2c0804f","Code_465","Code","http://www.cdisc.org"
"ALT","2023-12-15","C64433","ffbddb51-646d-4426-83c6-6769b7712020","Code_466","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","601d1d7f-8e7c-4d1c-8cb5-c9fe6c73bea4","Code_467","Code","http://www.cdisc.org"
"Unit per Liter","2023-12-15","C67456","23dd7a7e-edc7-41c3-a496-7b007a5b0cd2","Code_468","Code","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","C67397","727b984c-951e-4452-95e6-47871fc4ad71","Code_469","Code","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","C67376","fc856644-2575-482e-8cea-7af00c065834","Code_470","Code","http://www.cdisc.org"
"Nanokatal per Liter","2023-12-15","C70510","8882dc39-0674-4f98-86a3-35b3ab949a08","Code_471","Code","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","C67365","fd31a021-f5e4-4ed8-98dd-bf8ac5fe0b2e","Code_472","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","ac4ebd2e-d56b-41d4-9aac-427169244d36","Code_473","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","45c1bf39-28d1-4d4b-94c2-4b80d81eb679","Code_474","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","264bd046-176d-412c-834e-fe8cf3e00936","Code_475","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","b4b77c27-28a8-4371-bf0a-5ed11ff01bd4","Code_476","Code","http://www.cdisc.org"
"ALT","2023-12-15","C64433","cdf60f1b-e6bd-4f36-9f23-c29dd69cdc9d","Code_477","Code","http://www.cdisc.org"
"ALB","2023-12-15","C64431","a67d5f63-0879-444d-b194-33cdd65f4588","Code_478","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","5c7eb210-7f33-4094-9aa1-42f89bc800fc","Code_479","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","2ff61153-1b54-4eb7-bb55-6a7e67998c2e","Code_480","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","fc52101b-4551-46c0-843b-32fa4a5c7481","Code_481","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","34419b09-4825-4f42-8fa1-88034f426682","Code_482","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","b1e023fe-ee44-4be3-a8f5-887326cef751","Code_483","Code","http://www.cdisc.org"
"ALB","2023-12-15","C64431","e4140989-8ad6-4f6c-9bb9-5fe26abe3344","Code_484","Code","http://www.cdisc.org"
"ALP","2023-12-15","C64432","b6393705-f570-4384-a2d7-fd549289cb77","Code_485","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","f09e3130-22b4-40b1-af57-47e2007f3c73","Code_486","Code","http://www.cdisc.org"
"Unit per Liter","2023-12-15","C67456","1e53fc6e-54a7-4162-a010-2a5028029fe9","Code_487","Code","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","C67397","262f6cdc-c811-46c1-a141-97cae8c3afe5","Code_488","Code","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","C67376","cefc86b3-181f-4fdf-97d6-97d1478ef063","Code_489","Code","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","C67365","c5422076-87c3-416f-be12-a4bc8494c391","Code_490","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","2358a111-f053-4704-bb69-a67deebcbf94","Code_491","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","d844f988-e428-4c13-b3f0-d0cb4a60abf2","Code_492","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","5ccf5bf7-b2d4-4746-b2a5-296e25ef03a7","Code_493","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","4f1ad4dc-fbd0-43ad-aad0-22d03f3d1392","Code_494","Code","http://www.cdisc.org"
"ALP","2023-12-15","C64432","39bc5479-b751-49fc-82be-adc455c52fdb","Code_495","Code","http://www.cdisc.org"
"AST","2023-12-15","C64467","36050b03-5ef7-4504-9900-fde263cf06ac","Code_496","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","96d51249-651a-4370-9ffa-5ceab59ee514","Code_497","Code","http://www.cdisc.org"
"Unit per Liter","2023-12-15","C67456","6f4b99b0-6a35-4089-9423-728b81fdef19","Code_498","Code","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","C67397","9adf086f-5fe6-45aa-be48-79ec0bc48a1e","Code_499","Code","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","C67376","8cf2d50f-0d89-4ce2-9326-50511c847c39","Code_500","Code","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","C67365","eb7be3ba-9f19-4883-b641-1f05fd28c83e","Code_501","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","8542027f-d739-4656-b5f5-247565a1492d","Code_502","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","2f9b868a-ab60-47f5-b8a0-05a9aea9cb44","Code_503","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","393e10f5-1c11-4037-a76b-8a3cd44aad3b","Code_504","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","5013e6c7-1754-4244-a7a1-4f04eab05320","Code_505","Code","http://www.cdisc.org"
"AST","2023-12-15","C64467","db052ba1-8c5a-41ad-be6c-4c13ccaa3cee","Code_506","Code","http://www.cdisc.org"
"CREAT","2023-12-15","C64547","0104d1c9-9a96-4b48-a202-bd601d2c582f","Code_507","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","19d1b8c5-77f3-4d98-9ca2-0c9b5b42dff9","Code_508","Code","http://www.cdisc.org"
"Milligram per Deciliter","2023-12-15","C67015","b2c2a6d1-5b00-4a88-baa6-ea60908d7571","Code_509","Code","http://www.cdisc.org"
"Microgram per Milliliter","2023-12-15","C64572","0f1bf0c9-ca14-4307-b8e9-01b00b1cb554","Code_510","Code","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","C64387","c1995c82-4e5b-4dc2-ae09-4ada256bc58b","Code_511","Code","http://www.cdisc.org"
"Micromole per Liter","2023-12-15","C48508","0e5ab5f2-2fe7-4b56-b4e3-f056e11e08c8","Code_512","Code","http://www.cdisc.org"
"Unit of Concentration","2023-12-15","C48207","c162a48e-bb5a-45e4-a5bc-d50bf786cb04","Code_513","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","4035bf70-6964-44ec-a982-bb03276b427e","Code_514","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","26b1080b-d0bb-4875-a6e9-2758702ce067","Code_515","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","634d2cea-f7df-48f2-b66e-3acf2b723304","Code_516","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","de16da7f-7b10-483c-819d-0d6749c39593","Code_517","Code","http://www.cdisc.org"
"CREAT","2023-12-15","C64547","e8c58f54-4264-41cf-b6d4-5ae5cd0befed","Code_518","Code","http://www.cdisc.org"
"K","2023-12-15","C64853","b3284faa-defd-4455-a2d9-c2dcfb0b24e8","Code_519","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","60009fc2-bc52-4226-afe7-ba06a637512c","Code_520","Code","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","C67474","919bb837-eb4a-4228-8a0b-9b5dd0218329","Code_521","Code","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","C67473","9b999a3c-d932-4bcf-b730-9b55577fdd28","Code_522","Code","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","C64387","169e423e-3775-49a8-8f52-5cdf464f7255","Code_523","Code","http://www.cdisc.org"
"Molarity Unit","2023-12-15","C64567","65ce7ae2-aca5-4a77-b824-20bf03f41072","Code_524","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","381023e2-3764-4265-9648-1da92da9c364","Code_525","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","57b5bc83-cff3-48a9-a282-c24023f4222a","Code_526","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","797e298c-9013-443a-a061-b568d93390a6","Code_527","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","7ccc2ef3-038d-4928-8800-53e967a3d61a","Code_528","Code","http://www.cdisc.org"
"K","2023-12-15","C64853","10e16658-8834-44fa-a06c-3e3b79139a1c","Code_529","Code","http://www.cdisc.org"
"SODIUM","2023-12-15","C64809","688ea73b-8f31-4f3c-86a4-ee6295bc2542","Code_530","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","d86cc261-e8a7-41e5-a59c-933a31a64b65","Code_531","Code","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","C67474","b138e989-a260-467e-a994-4f8c6da593c1","Code_532","Code","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","C67473","f8ae8a7f-532e-427c-9d2a-f70314126ffa","Code_533","Code","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","C64387","7cc95568-35e9-449b-b434-f439fb696322","Code_534","Code","http://www.cdisc.org"
"Molarity Unit","2023-12-15","C64567","3903512d-59cf-4a63-aefd-957b9c2aed92","Code_535","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","b2cce5e8-ff76-4cd0-9130-96cf4afcf9d7","Code_536","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","5b9208ad-0be0-492c-8f17-439fe1cf4f5b","Code_537","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","326a8eff-ccf6-4c67-b8ab-58eec4fcf2b5","Code_538","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","0d781d3c-bfb2-45e4-a7b9-848394ed6123","Code_539","Code","http://www.cdisc.org"
"SODIUM","2023-12-15","C64809","b620c661-f7a0-49a0-a2cc-4f04d2ebb237","Code_540","Code","http://www.cdisc.org"
"HBA1C","2023-12-15","C64849","80dba58a-79fb-4450-a3b4-114e8c0603c5","Code_541","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","72eac4f5-5701-426a-b515-57d71b26039a","Code_542","Code","http://www.cdisc.org"
"Gram per Deciliter","2023-12-15","C64783","544ee504-5560-4706-b38f-52267a3fd0ad","Code_543","Code","http://www.cdisc.org"
"LBORRESU","2023-12-15","No Concept Code","13852f3a-401e-45ea-bf50-fa97e9bb5c72","Code_544","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","7a47a9c8-cde2-484a-a5e5-364bea3e0abd","Code_545","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","a3d7a0b4-ab15-4e2e-936b-34e460018c07","Code_546","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","396b5342-e6e5-4980-9e0e-74afd3c1cf76","Code_547","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","3fc327ff-aa8d-411a-8ada-1ed1250f24ab","Code_548","Code","http://www.cdisc.org"
"HBA1C","2023-12-15","C64849","e61b527f-3a25-4008-ac1b-b01c06e659d2","Code_549","Code","http://www.cdisc.org"
"Adverse Event Verbatim Description","2023-12-15","C78541","48106b95-6404-4694-9506-94d56f39b370","Code_145","Code","http://www.cdisc.org"
"Adverse Event Dictionary Derived Term","2023-12-15","C83344","ea7f97b7-e759-4531-85a9-bb9c79c82ad3","Code_146","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","5917136c-c53c-47d3-9c8f-cf4c3bd7e4a9","Code_147","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","ffca72ad-e8bf-41fb-ab6f-ba5e8bd82862","Code_148","Code","http://www.cdisc.org"
"Adverse Event Pre-specified","2023-12-15","C87840","5ff61dec-7b2b-4d2c-bdab-04b9c1b3de13","Code_149","Code","http://www.cdisc.org"
"Adverse Event Location","2023-12-15","C83205","052f4f9f-df6f-4d78-ad23-99566d840615","Code_150","Code","http://www.cdisc.org"
"Severity of Adverse Event","2023-12-15","C53253","4aef3cc9-71ca-43b7-99f2-2d5901672bd1","Code_151","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","1c50149c-87d9-490f-a67b-8540195a9039","Code_152","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","da2fc7ae-1f04-4c09-86fd-6318ea90a442","Code_153","Code","http://www.cdisc.org"
"Seriousness of Adverse Event","2023-12-15","C53252","4ef5c216-70a8-41bd-b7ff-c06c97a0db83","Code_154","Code","http://www.cdisc.org"
"Adverse Event Action Taken with Study Treatment","2023-12-15","C83013","7ec0a16f-ac5d-48fc-8963-b573ac1efbd0","Code_155","Code","http://www.cdisc.org"
"Other Actions taken in Response to Adverse Event","2023-12-15","C83109","7072a33d-9fe1-4fbe-8927-0239c8e69ea4","Code_156","Code","http://www.cdisc.org"
"Adverse Event Attribution to Product or Procedure","2023-12-15","C41358","8fec2b99-6693-4697-b862-657ecc13dbbc","Code_157","Code","http://www.cdisc.org"
"Adverse Event Relationship to Non Study Treatment","2023-12-15","C83210","f2a3200e-bfa1-4419-bfcf-f985c55de1b9","Code_158","Code","http://www.cdisc.org"
"Adverse Event Pattern","2023-12-15","C83208","97254030-60fb-4e95-9c49-aa7fccc42638","Code_159","Code","http://www.cdisc.org"
"Adverse Event Outcome","2023-12-15","C49489","8db88683-aea1-4b62-9629-b88281395381","Code_160","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","ce1559a3-9486-4e78-8d76-65999afcf703","Code_161","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","d5bbc13a-fdf1-4942-8c16-d2f939367ec1","Code_162","Code","http://www.cdisc.org"
"Adverse Event Involves Cancer","2023-12-15","C83211","a4390a14-8379-4208-a879-d0c3b46c142c","Code_163","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","f5e54fd7-2773-47ae-bfca-b03c465bb6fd","Code_164","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","ade89d82-d739-4366-bcfc-57b2a77f4c52","Code_165","Code","http://www.cdisc.org"
"Adverse Event Seriousness Due to Congenital Anomaly","2023-12-15","C83117","0ec449b7-e304-442f-81b8-88e2ec592975","Code_166","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","97b57cf9-c7fc-406b-9530-383cf2af894b","Code_167","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","76bfb050-fd95-4c6a-b7ce-106bffc35c23","Code_168","Code","http://www.cdisc.org"
