"uuid:ID","datatype","name","id","isRequired","isEnabled","instanceType","label"
"9499c3dd-92ea-458d-af40-3012c8fcfe33","string","Biospecimen Type","BiomedicalConceptProperty_128","True","True","BiomedicalConceptProperty","Biospecimen Type"
"b1c44cd2-a343-4550-842d-96d9381d9635","decimal","Laboratory Test Result","BiomedicalConceptProperty_129","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"77176d70-4112-47e9-9743-cbae0a4a2c18","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"8d347f4a-4b4c-42a1-a729-941a7a4268f4","string","Molarity Unit","BiomedicalConceptProperty_131","True","True","BiomedicalConceptProperty","Molarity Unit"
"b8724333-0ca9-4afe-a853-33a404492701","string","Biospecimen Type","BiomedicalConceptProperty_132","True","True","BiomedicalConceptProperty","Biospecimen Type"
"be2c93d7-326d-412c-8e8f-feec6c0ab1dc","string","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","True","True","BiomedicalConceptProperty","Adverse Event Verbatim Description"
"3b64631d-f73b-4084-9dfd-06f13f2e2520","string","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","True","True","BiomedicalConceptProperty","Adverse Event Dictionary Derived Term"
"0a94183a-3da6-4e1d-8935-686550eef692","string","Adverse Event Category","BiomedicalConceptProperty_3","True","True","BiomedicalConceptProperty","Adverse Event Category"
"1e4a55c5-96b5-4a41-bfa5-f490b1b7cf5c","string","Adverse Event Subcategory","BiomedicalConceptProperty_4","True","True","BiomedicalConceptProperty","Adverse Event Subcategory"
"b9fcab63-4cb8-429f-abe5-8cdfeac14c61","boolean","Adverse Event Pre-specified","BiomedicalConceptProperty_5","True","True","BiomedicalConceptProperty","Adverse Event Pre-specified"
"60cc4327-dc8e-4e97-9ded-af3067b6352b","string","Severity of Adverse Event","BiomedicalConceptProperty_6","True","True","BiomedicalConceptProperty","Severity of Adverse Event"
"57b75b25-225e-4526-a1e6-b8f44571eace","string","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","True","True","BiomedicalConceptProperty","Adverse Event Toxicity Grade"
"2dc672a2-869e-4376-a878-15e1530f4e76","boolean","Seriousness of Adverse Event","BiomedicalConceptProperty_8","True","True","BiomedicalConceptProperty","Seriousness of Adverse Event"
"a26d7afd-15c2-4b37-b21f-7dd6ba1eb77e","string","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","True","True","BiomedicalConceptProperty","Adverse Event Action Taken with Study Treatment"
"71b9d099-fc8c-4a99-86ca-86616850b856","string","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","True","True","BiomedicalConceptProperty","Adverse Event Attribution to Product or Procedure"
"8dcdc95b-7586-4cb3-9baa-2a311d2d5811","string","Adverse Event Pattern","BiomedicalConceptProperty_11","True","True","BiomedicalConceptProperty","Adverse Event Pattern"
"94c9bfcb-7448-4925-8b9a-53e6fe5dc54d","string","Adverse Event Outcome","BiomedicalConceptProperty_12","True","True","BiomedicalConceptProperty","Adverse Event Outcome"
"c92e3bd0-9f46-4d81-91d7-933840309729","datetime","Adverse Event Start Date Time","BiomedicalConceptProperty_13","True","True","BiomedicalConceptProperty","Adverse Event Start Date Time"
"ab5b0047-5d79-4b8f-8bcc-112b13bf6475","datetime","Adverse Event End Date Time","BiomedicalConceptProperty_14","True","True","BiomedicalConceptProperty","Adverse Event End Date Time"
"cc107c32-6fe2-4f31-9f16-b9d57cbe722c","decimal","Vital Signs Result","BiomedicalConceptProperty_15","True","True","BiomedicalConceptProperty","Vital Signs Result"
"28294578-c9ed-4bf0-9de6-72f780b806ab","string","Unit of Pressure","BiomedicalConceptProperty_16","True","True","BiomedicalConceptProperty","Unit of Pressure"
"41affe6f-1df9-4db8-a5b2-2c8b29e8f62b","string","Vital Signs Location","BiomedicalConceptProperty_17","True","True","BiomedicalConceptProperty","Vital Signs Location"
"77ace470-2e77-4a93-992a-c17db114c630","string","Vital Signs Laterality","BiomedicalConceptProperty_18","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"ca4e0eb5-28ff-409c-ae4a-013fb1d13dfc","string","Test Method","BiomedicalConceptProperty_19","True","True","BiomedicalConceptProperty","Test Method"
"b90bcc0c-7643-44a2-b9cd-3e4bfca9aceb","string","Vital Signs Position","BiomedicalConceptProperty_20","True","True","BiomedicalConceptProperty","Vital Signs Position"
"8302a922-ef89-4889-8fce-028af1d113e8","decimal","Vital Signs Result","BiomedicalConceptProperty_21","True","True","BiomedicalConceptProperty","Vital Signs Result"
"1b1eae7f-ff46-490d-a763-5172d55fa935","string","Unit of Pressure","BiomedicalConceptProperty_22","True","True","BiomedicalConceptProperty","Unit of Pressure"
"8a512526-b2bd-4b79-88eb-94cb527439a4","string","Vital Signs Location","BiomedicalConceptProperty_23","True","True","BiomedicalConceptProperty","Vital Signs Location"
"326cc769-ab96-405b-add2-3963bcdf4617","string","Vital Signs Laterality","BiomedicalConceptProperty_24","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"500d080c-ed7a-4191-9883-2a87962d4e30","string","Test Method","BiomedicalConceptProperty_25","True","True","BiomedicalConceptProperty","Test Method"
"590764f8-d0d1-4955-a41e-0d78905d8d41","string","Vital Signs Position","BiomedicalConceptProperty_26","True","True","BiomedicalConceptProperty","Vital Signs Position"
"a0d0508e-b145-4cae-9bca-01773d167b74","decimal","Vital Signs Result","BiomedicalConceptProperty_27","True","True","BiomedicalConceptProperty","Vital Signs Result"
"637ad9fd-297f-4ac6-9a15-adc0304a08cd","string","Unit of Temperature","BiomedicalConceptProperty_28","True","True","BiomedicalConceptProperty","Unit of Temperature"
"e83656f0-a237-45af-8b36-7cca6cb40d92","string","Vital Signs Location","BiomedicalConceptProperty_29","True","True","BiomedicalConceptProperty","Vital Signs Location"
"771a2264-c53c-41e7-85b4-d093812997e7","decimal","Vital Signs Result","BiomedicalConceptProperty_30","True","True","BiomedicalConceptProperty","Vital Signs Result"
"db6533a8-df54-42ad-83f5-5c8443b9c0f1","string","Unit of Weight","BiomedicalConceptProperty_31","True","True","BiomedicalConceptProperty","Unit of Weight"
"4df20d63-d0a7-4fb2-bff6-6480c6784f3b","decimal","Vital Signs Result","BiomedicalConceptProperty_32","True","True","BiomedicalConceptProperty","Vital Signs Result"
"04db33bb-4529-4b82-9872-46f6ea3cc44a","string","Unit of Height","BiomedicalConceptProperty_33","True","True","BiomedicalConceptProperty","Unit of Height"
"01c90a31-df66-4a5f-bfd2-52a20681f9f5","decimal","Laboratory Test Result","BiomedicalConceptProperty_34","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"0597c09f-cacf-4e67-980a-d977f448d5e7","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"22eaa1ba-16d9-44d2-9415-cbc61f1d27c1","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"b187044d-3e62-40b6-a7e1-034dd92d452a","string","Biospecimen Type","BiomedicalConceptProperty_37","True","True","BiomedicalConceptProperty","Biospecimen Type"
"cc759d8a-35a9-4fa1-8319-0a782d855a18","string","Laboratory Test Result","BiomedicalConceptProperty_38","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"8758dc3a-c76f-4d66-a7a4-4c81e1552c92","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"a7244494-0a6d-490f-9260-96149b3130b9","string","Unit of Concentration","BiomedicalConceptProperty_40","True","True","BiomedicalConceptProperty","Unit of Concentration"
"5a441040-d6f2-4218-9494-0c6b8e634f99","string","Biospecimen Type","BiomedicalConceptProperty_41","True","True","BiomedicalConceptProperty","Biospecimen Type"
"f1b620e8-88bb-4443-9ff0-293e92372548","decimal","Laboratory Test Result","BiomedicalConceptProperty_42","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"46ba076b-9b77-48e6-83d1-b0a4fb049a74","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"f0cef29e-0993-4001-8fbd-b7420f0c90a6","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"b05e8d76-0966-45ab-b728-c64f88407eec","string","Biospecimen Type","BiomedicalConceptProperty_45","True","True","BiomedicalConceptProperty","Biospecimen Type"
"7d4fe221-300a-41a5-a553-45d58ac8d5a6","decimal","Laboratory Test Result","BiomedicalConceptProperty_46","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"baaeb352-25ee-4d17-a8cd-6f57b42a25c1","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"1fac1814-2787-40fb-9956-b22d722ff7e6","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"11625e99-ff63-4f09-9235-294405282034","string","Biospecimen Type","BiomedicalConceptProperty_49","True","True","BiomedicalConceptProperty","Biospecimen Type"
"6f9cf5c3-d92e-416c-a8e7-d90a70bb8a45","string","Laboratory Test Result","BiomedicalConceptProperty_50","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"051065e4-7e54-4479-aea5-1bdeea8d0aff","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"7fe7d850-19ed-4c31-a303-2617717621b2","string","Unit of Concentration","BiomedicalConceptProperty_52","True","True","BiomedicalConceptProperty","Unit of Concentration"
"1184f662-9b6b-4be5-a280-e0094da35a43","string","Biospecimen Type","BiomedicalConceptProperty_53","True","True","BiomedicalConceptProperty","Biospecimen Type"
"970da7aa-a55d-499a-aa4c-343b26560334","decimal","Laboratory Test Result","BiomedicalConceptProperty_54","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"b7bbdbdf-4823-4443-a2a9-e82c85c5842c","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"71fdf177-59eb-4e44-b68e-1b07cd66ba16","string","Molarity Unit","BiomedicalConceptProperty_56","True","True","BiomedicalConceptProperty","Molarity Unit"
"0d70ebeb-5c83-467b-874a-fe9081b5238a","string","Biospecimen Type","BiomedicalConceptProperty_57","True","True","BiomedicalConceptProperty","Biospecimen Type"
"ad07acb4-beb7-43b2-a70a-4551e1b14f53","decimal","Laboratory Test Result","BiomedicalConceptProperty_58","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"76f0cea6-bef3-465f-8b36-479485ed1205","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"3a7cab6d-b5f1-43c9-af22-6421e706ff1a","string","Molarity Unit","BiomedicalConceptProperty_60","True","True","BiomedicalConceptProperty","Molarity Unit"
"6770acb2-1361-482e-8e62-0113737d7643","string","Biospecimen Type","BiomedicalConceptProperty_61","True","True","BiomedicalConceptProperty","Biospecimen Type"
"a9a6cebe-691d-49e8-a073-e80e2d3f8eab","decimal","Vital Signs Result","BiomedicalConceptProperty_62","True","True","BiomedicalConceptProperty","Vital Signs Result"
"4d8e76ad-d397-4d1b-b77d-9a7988621072","string","Unit of Pressure","BiomedicalConceptProperty_63","True","True","BiomedicalConceptProperty","Unit of Pressure"
"f31844df-57a5-466b-8672-b82d4eb2da5b","string","Vital Signs Location","BiomedicalConceptProperty_64","True","True","BiomedicalConceptProperty","Vital Signs Location"
"dd1b955f-7427-4971-b5f5-ae6648a809a9","string","Vital Signs Laterality","BiomedicalConceptProperty_65","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"9c7430b7-e62e-45f2-93cb-5712d2642741","string","Test Method","BiomedicalConceptProperty_66","True","True","BiomedicalConceptProperty","Test Method"
"86621604-17af-47f2-975f-37b450b32b70","string","Vital Signs Position","BiomedicalConceptProperty_67","True","True","BiomedicalConceptProperty","Vital Signs Position"
"65605f4a-0187-4847-8bb4-8fa57e87468b","decimal","Vital Signs Result","BiomedicalConceptProperty_68","True","True","BiomedicalConceptProperty","Vital Signs Result"
"b0b2ad17-7de5-421b-ad2b-8e37af2b4cad","string","Unit of Pressure","BiomedicalConceptProperty_69","True","True","BiomedicalConceptProperty","Unit of Pressure"
"7bd63113-db43-437f-b2b8-53887c5125b7","string","Vital Signs Location","BiomedicalConceptProperty_70","True","True","BiomedicalConceptProperty","Vital Signs Location"
"2c73057a-8c63-4f10-87f8-2883598c7a39","string","Vital Signs Laterality","BiomedicalConceptProperty_71","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"8e2b693b-761f-4dba-831c-fbaf44daa0ab","string","Test Method","BiomedicalConceptProperty_72","True","True","BiomedicalConceptProperty","Test Method"
"e900d724-8b63-42b3-919f-10212187e87d","string","Vital Signs Position","BiomedicalConceptProperty_73","True","True","BiomedicalConceptProperty","Vital Signs Position"
"7b8e133e-9c1e-46b2-ab33-197658d2f9c4","integer","Vital Signs Result","BiomedicalConceptProperty_74","True","True","BiomedicalConceptProperty","Vital Signs Result"
"9bb5d69b-2513-4dae-aa64-ba269d655e61","string","Count per Minute","BiomedicalConceptProperty_75","True","True","BiomedicalConceptProperty","Count per Minute"
"eaf8d268-8b7d-4c96-a02e-b53e56422095","string","Vital Signs Location","BiomedicalConceptProperty_76","True","True","BiomedicalConceptProperty","Vital Signs Location"
"b1fd692a-f3fb-48d8-a33b-1675c8dc00c5","string","Vital Signs Laterality","BiomedicalConceptProperty_77","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"ad559db2-7719-436f-a430-c93a2698b9a7","string","Test Method","BiomedicalConceptProperty_78","True","True","BiomedicalConceptProperty","Test Method"
"1098257d-d129-4acb-bd83-cfc9e9f7ffe0","string","Vital Signs Position","BiomedicalConceptProperty_79","True","True","BiomedicalConceptProperty","Vital Signs Position"
"ee631f20-6a1c-457c-8fec-ccc87b373d85","decimal","Vital Signs Result","BiomedicalConceptProperty_80","True","True","BiomedicalConceptProperty","Vital Signs Result"
"500f4c74-7b8d-42cd-8264-e469693e6e98","string","Unit of Pressure","BiomedicalConceptProperty_81","True","True","BiomedicalConceptProperty","Unit of Pressure"
"a08fc479-70e6-4eb7-b508-06b98e859e26","string","Vital Signs Location","BiomedicalConceptProperty_82","True","True","BiomedicalConceptProperty","Vital Signs Location"
"86a185e0-d228-4716-95d3-c888ceb19216","string","Vital Signs Laterality","BiomedicalConceptProperty_83","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"86291986-ad6f-4c66-9f09-75c3724a3030","string","Test Method","BiomedicalConceptProperty_84","True","True","BiomedicalConceptProperty","Test Method"
"4f3b0b04-e5ef-4754-a384-299898e9f66f","string","Vital Signs Position","BiomedicalConceptProperty_85","True","True","BiomedicalConceptProperty","Vital Signs Position"
"6fb92834-dd3e-4d26-9a84-e43bbf69e82b","decimal","Vital Signs Result","BiomedicalConceptProperty_86","True","True","BiomedicalConceptProperty","Vital Signs Result"
"901bfe6c-6697-4048-8138-80d7e4b99a3f","string","Unit of Pressure","BiomedicalConceptProperty_87","True","True","BiomedicalConceptProperty","Unit of Pressure"
"b9e4637f-6eda-47f1-a9a9-bbeaa941833f","string","Vital Signs Location","BiomedicalConceptProperty_88","True","True","BiomedicalConceptProperty","Vital Signs Location"
"14c98ba5-06ff-43d6-89b4-e4b978a4ae33","string","Vital Signs Laterality","BiomedicalConceptProperty_89","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"ef4a8d5a-84d3-4c00-95e3-3f9711fb20f7","string","Test Method","BiomedicalConceptProperty_90","True","True","BiomedicalConceptProperty","Test Method"
"c5a80268-682e-49b1-a503-2876d2ab3870","string","Vital Signs Position","BiomedicalConceptProperty_91","True","True","BiomedicalConceptProperty","Vital Signs Position"
"6cf720b2-662a-46e5-84d9-f257af10ba3f","integer","Vital Signs Result","BiomedicalConceptProperty_92","True","True","BiomedicalConceptProperty","Vital Signs Result"
"6044db63-997f-42c9-82d4-48ad8f06fdfc","string","Count per Minute","BiomedicalConceptProperty_93","True","True","BiomedicalConceptProperty","Count per Minute"
"55e5e946-7f2e-4504-9f0f-10c2f3ded451","string","Vital Signs Location","BiomedicalConceptProperty_94","True","True","BiomedicalConceptProperty","Vital Signs Location"
"44795b8e-d3fd-4e6b-891c-65d5f8526e28","string","Vital Signs Laterality","BiomedicalConceptProperty_95","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"aff10481-bdad-4d57-b35c-d157a16f1c18","string","Test Method","BiomedicalConceptProperty_96","True","True","BiomedicalConceptProperty","Test Method"
"32f4fa1b-6789-4be7-8e3a-7618b1810955","string","Vital Signs Position","BiomedicalConceptProperty_97","True","True","BiomedicalConceptProperty","Vital Signs Position"
