"uuid:ID","name","id","sectionNumber","text","instanceType","sectionTitle"
"002b136e-dc9d-4119-9951-c619381c01a6","SECTION 5.1","NarrativeContent_22","5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","NarrativeContent","Selection of Trial Population"
"9bd139d3-74fd-4bdb-af5a-d2ad10011cbb","SECTION 5.2","NarrativeContent_23","5.2","<div></div>","NarrativeContent","Rationale for Trial Population"
"e4c30875-e41c-4cf4-b391-f4aa54be6f81","SECTION 5.3","NarrativeContent_24","5.3","<div><usdm:section name=""M11-inclusion""></div>","NarrativeContent","Inclusion Criteria"
"aadf1fdb-7a08-40c7-a97f-513b29471fcf","SECTION 5.4","NarrativeContent_25","5.4","<div><usdm:section name=""M11-exclusion""></div>","NarrativeContent","Exclusion Criteria"
"9f07fc6c-785c-4fba-bad6-9d12fcf21c55","SECTION 5.5","NarrativeContent_26","5.5","<div></div>","NarrativeContent","Lifestyle Considerations"
"85277c52-0a18-4cc6-a53b-1113417ddeeb","SECTION 5.5.1","NarrativeContent_27","5.5.1","<div></div>","NarrativeContent","Meals and Dietary Restrictions"
"cc4a0aca-86aa-4306-a3c1-8124350ec63a","SECTION 5.5.2","NarrativeContent_28","5.5.2","<div><p>Not applicable</p></div>","NarrativeContent","Caffeine, Alcohol, Tobacco, and Other Habits"
"4e91c4e6-1247-401f-a43c-c82db3b25b87","SECTION 5.5.3","NarrativeContent_29","5.5.3","<div></div>","NarrativeContent","Physical Activity"
"352d3107-ae0b-4b0b-8172-9bfa47027689","SECTION 5.5.4","NarrativeContent_30","5.5.4","<div></div>","NarrativeContent","Other Activity"
"4998aeff-eba7-476f-b75a-5a6d2ba7baf0","SECTION 5.6","NarrativeContent_31","5.6","<div></div>","NarrativeContent","Screen Failures"
"bc9ec15b-b11c-461d-b72f-53f3bdb6e09c","SECTION 6","NarrativeContent_32","6","<div></div>","NarrativeContent","TRIAL INTERVENTION AND CONCOMITANT THERAPY"
"c394930a-3f10-41e9-b0b4-c50b1ffc3696","SECTION 6.1","NarrativeContent_33","6.1","<div></div>","NarrativeContent","Description of Trial Intervention"
"1375843d-15ba-4ce4-be6f-ef54efb799d5","SECTION 6.2","NarrativeContent_34","6.2","<div></div>","NarrativeContent","Rationale for Trial Intervention"
"7e95625d-e9fc-45cf-befc-908ceab0581a","SECTION 6.3","NarrativeContent_35","6.3","<div></div>","NarrativeContent","Dosing and Administration"
"f635ae95-d82a-4a10-89f3-d0421f6e9a45","SECTION 6.3.1","NarrativeContent_36","6.3.1","<div></div>","NarrativeContent","Trial Intervention Dose Modification"
"f38ba9dc-0a8f-4746-9f8e-2333d06c4dce","SECTION 6.4","NarrativeContent_37","6.4","<div></div>","NarrativeContent","Treatment of Overdose"
"9443bcee-84f2-4d2b-a1e7-dd03b6faa6d1","SECTION 6.5","NarrativeContent_38","6.5","<div></div>","NarrativeContent","Preparation, Handling, Storage and Accountability"
"b517b45a-4362-4f91-9ce7-26b0d926d3f7","SECTION 6.5.1","NarrativeContent_39","6.5.1","<div></div>","NarrativeContent","Preparation of Trial Intervention"
"6b425a5b-5c28-4a05-bbf8-4fdb48b40eae","SECTION 6.5.2","NarrativeContent_40","6.5.2","<div></div>","NarrativeContent","Handling and Storage of Trial Intervention"
"886f3c84-5ab9-44ee-b474-76ab48e68198","SECTION 6.5.3","NarrativeContent_41","6.5.3","<div></div>","NarrativeContent","Accountability of Trial Intervention"
"2ce20e4b-6c6b-47ef-bd5e-2af97b408041","SECTION 6.6","NarrativeContent_42","6.6","<div></div>","NarrativeContent","Participant Assignment, Randomisation and Blinding"
"bddc2ead-43fa-4e3d-93c8-61bdbb105944","SECTION 6.6.1","NarrativeContent_43","6.6.1","<div></div>","NarrativeContent","Participant Assignment"
"bbaf159e-c669-4f0f-82f5-a78115fccb27","SECTION 6.6.2","NarrativeContent_44","6.6.2","<div></div>","NarrativeContent","Randomisation"
"d716c9f6-c7ea-4452-95b6-e38868c0c7d4","SECTION 6.6.3","NarrativeContent_45","6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent","Blinding and Unblinding"
"c132c231-0f1e-4ad6-b957-e36b14667933","SECTION 6.7","NarrativeContent_46","6.7","<div></div>","NarrativeContent","Trial Intervention Compliance"
"a6ccc259-6d5e-4604-b252-8bad562f2fcb","SECTION 6.8","NarrativeContent_47","6.8","<div></div>","NarrativeContent","Concomitant Therapy"
"eac98b7e-3e82-4091-b122-dc5ad42f2eda","SECTION 6.8.1","NarrativeContent_48","6.8.1","<div></div>","NarrativeContent","Prohibited Concomitant Therapy"
"3b021c68-96d0-44b6-8d59-b6d0bb4c4957","SECTION 6.8.2","NarrativeContent_49","6.8.2","<div></div>","NarrativeContent","Permitted Concomitant Therapy"
"3292dc0b-733d-4450-8d21-081cf461f3b7","SECTION 6.8.3","NarrativeContent_50","6.8.3","<div></div>","NarrativeContent","Rescue Therapy"
"823d5ec2-930e-4b1a-a879-168b9d2694a9","SECTION 6.8.4","NarrativeContent_51","6.8.4","<div></div>","NarrativeContent","Other Therapy"
"4d9862b6-5954-4602-9cf2-38f35f2fc2a6","SECTION 7","NarrativeContent_52","7","<div></div>","NarrativeContent","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"765611aa-32c6-4e0c-b203-610d9df26383","SECTION 7.1","NarrativeContent_53","7.1","<div></div>","NarrativeContent","Discontinuation of Trial Intervention"
"a09e18d8-7074-4262-97db-33f1b0866e19","SECTION 7.1.1","NarrativeContent_54","7.1.1","<div></div>","NarrativeContent","Criteria for Permanent Discontinuation of Trial Intervention"
"a54e2a31-1c05-473f-8df9-cd7363fe1791","SECTION 7.1.2","NarrativeContent_55","7.1.2","<div></div>","NarrativeContent","Temporary Discontinuation or Interruption of Trial Intervention"
"f6d35044-20cd-43e4-8a15-096e1e9bfe5a","SECTION 7.1.3","NarrativeContent_56","7.1.3","<div></div>","NarrativeContent","Rechallenge"
"0dc3fdab-7f22-47a0-9926-330357fd78fc","SECTION 7.2","NarrativeContent_57","7.2","<div></div>","NarrativeContent","Participant Withdrawal from the Trial"
"38b1c0c6-eeff-485e-8563-8f92a7cf7f36","SECTION 7.3","NarrativeContent_58","7.3","<div></div>","NarrativeContent","Lost to Follow-Up"
"ad38aafc-5bf5-462c-8a3e-1f8dace0022c","SECTION 7.4","NarrativeContent_59","7.4","<div></div>","NarrativeContent","Trial Stopping Rules"
"2f9093e7-5356-45d1-8be6-c335abc30310","SECTION 8","NarrativeContent_60","8","<div></div>","NarrativeContent","TRIAL ASSESSMENTS AND PROCEDURES"
"a74bc5e7-63b5-4477-acc5-69e65f6abcb6","SECTION 8.1","NarrativeContent_61","8.1","<div></div>","NarrativeContent","Screening/Baseline Assessments and Procedures"
"67cf8388-f6a5-4ee8-a97e-96a3713975b3","SECTION 8.2","NarrativeContent_62","8.2","<div></div>","NarrativeContent","Efficacy Assessments and Procedures"
"24b788ca-f3ae-48f2-b0aa-7474b21e4aec","SECTION 8.3","NarrativeContent_63","8.3","<div></div>","NarrativeContent","Safety Assessments and Procedures"
"fcba939b-fdba-40ca-a032-c88a0e13c2af","SECTION 8.3.1","NarrativeContent_64","8.3.1","<div></div>","NarrativeContent","Physical Examination"
"990ea09d-8f2c-4022-ae89-2d7ee196f0ff","SECTION 8.3.2","NarrativeContent_65","8.3.2","<div></div>","NarrativeContent","Vital Signs"
"72e3d2e3-2bf9-4712-801b-5ec470d408d5","SECTION 8.3.3","NarrativeContent_66","8.3.3","<div></div>","NarrativeContent","Electrocardiograms"
"55639146-aba7-482c-a377-06135e3b7706","SECTION 8.3.4","NarrativeContent_67","8.3.4","<div></div>","NarrativeContent","Clinical Laboratory Assessments"
"1acac6d6-e99a-401f-9f35-131ee4c8866d","SECTION 8.3.5","NarrativeContent_68","8.3.5","<div></div>","NarrativeContent","Suicidal Ideation and Behaviour Risk Monitoring"
"1f8169ed-8504-445b-ae5a-692f49565ce5","SECTION 8.4","NarrativeContent_69","8.4","<div></div>","NarrativeContent","Adverse Events and Serious Adverse Events"
"6cecb47b-a463-449b-ba64-4c8dfbd15cd0","SECTION 8.4.1","NarrativeContent_70","8.4.1","<div></div>","NarrativeContent","Definitions of AE and SAE"
"b272be9d-720a-49c6-8bc6-682f098a0691","SECTION 8.4.2","NarrativeContent_71","8.4.2","<div></div>","NarrativeContent","Time Period and Frequency for Collecting AE and SAE Information"
"6560337a-9f5e-40ac-af73-1617d0a985b9","SECTION 8.4.3","NarrativeContent_72","8.4.3","<div></div>","NarrativeContent","Identifying AEs and SAEs"
"d6eaf285-2a87-4783-aba8-aa95b1611ccc","SECTION 8.4.4","NarrativeContent_73","8.4.4","<div></div>","NarrativeContent","Recording of AEs and SAEs"
"3ec75ec3-4f75-4635-8b5b-ab7d74b24529","SECTION 8.4.5","NarrativeContent_74","8.4.5","<div></div>","NarrativeContent","Follow-up of AEs and SAEs"
"8444b013-aed8-4896-9559-e898e5880ee3","SECTION 8.4.6","NarrativeContent_75","8.4.6","<div></div>","NarrativeContent","Reporting of SAEs"
"7c5ac779-ca5d-456f-98ab-215507138047","SECTION 8.4.7","NarrativeContent_76","8.4.7","<div></div>","NarrativeContent","Regulatory Reporting Requirements for SAEs"
"1dc97688-5663-4b4e-abfd-d65161b231a5","SECTION 8.4.8","NarrativeContent_77","8.4.8","<div></div>","NarrativeContent","Serious and Unexpected Adverse Reaction Reporting"
"f103d273-147a-4457-95a0-c64d845361eb","SECTION 8.4.9","NarrativeContent_78","8.4.9","<div></div>","NarrativeContent","Adverse Events of Special Interest"
"149ebf43-892d-4204-b321-2d85b660f42f","SECTION 8.4.10","NarrativeContent_79","8.4.10","<div></div>","NarrativeContent","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"131e7296-8713-4d5b-84c7-e77f91eec66e","SECTION 8.5","NarrativeContent_80","8.5","<div></div>","NarrativeContent","Pregnancy and Postpartum Information"
"5a7a1632-927e-42ad-9130-ffc1a5126f49","SECTION 8.5.1","NarrativeContent_81","8.5.1","<div></div>","NarrativeContent","Participants Who Become Pregnant During the Trial"
"c8707376-3fbe-4821-aede-aea9c5b72f8d","SECTION 8.5.2","NarrativeContent_82","8.5.2","<div></div>","NarrativeContent","Participants Whose Partners Become Pregnant"
"46bdb975-4682-4edf-aaf8-bbbe29970756","SECTION 8.6","NarrativeContent_83","8.6","<div></div>","NarrativeContent","Medical Device Product Complaints for Drug/Device Combination Products"
"cf23bc44-5c2e-4760-afd0-4ef36afbb6e0","SECTION 8.6.1","NarrativeContent_84","8.6.1","<div></div>","NarrativeContent","Definition of Medical Device Product Complaints"
"276a9fbe-36db-4e4a-bdce-5a9dcd366476","SECTION 8.6.2","NarrativeContent_85","8.6.2","<div></div>","NarrativeContent","Recording of Medical Device Product Complaints"
"cd76b1b7-b450-4c5f-813f-b38dc26c1da4","SECTION 8.6.3","NarrativeContent_86","8.6.3","<div></div>","NarrativeContent","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"8bd57763-8492-4d12-b515-9d4f4d085f06","SECTION 8.6.4","NarrativeContent_87","8.6.4","<div></div>","NarrativeContent","Follow-Up of Medical Device Product Complaints"
"49223aa7-74a6-49de-b4c7-937128b8595c","SECTION 8.6.5","NarrativeContent_88","8.6.5","<div></div>","NarrativeContent","Regulatory Reporting Requirements for Medical Device Product Complaints"
"2c7d00ba-b66c-4140-b35e-6d7ddf054c7b","SECTION 8.7","NarrativeContent_89","8.7","<div></div>","NarrativeContent","Pharmacokinetics"
"ae65bb30-a065-475f-9b69-4fda5e33768c","SECTION 8.8","NarrativeContent_90","8.8","<div></div>","NarrativeContent","Genetics"
"d3a49e72-7208-4736-8822-fd9cec1eba20","SECTION 8.9","NarrativeContent_91","8.9","<div></div>","NarrativeContent","Biomarkers"
"6d9348b2-c6b7-4194-baeb-808c8c412f4c","SECTION 8.1","NarrativeContent_92","8.1","<div></div>","NarrativeContent","Immunogenicity Assessments"
"01a83909-374c-4fa4-9569-1e8642badcbb","SECTION 8.1.1","NarrativeContent_93","8.1.1","<div></div>","NarrativeContent","Medical Resource Utilisation and Health Economics"
"66647d18-578a-4705-9a1e-dde28539ca33","SECTION 9","NarrativeContent_94","9","<div></div>","NarrativeContent","STATISTICAL CONSIDERATIONS"
"f30123ae-1e4f-4e79-88da-025964e524d4","SECTION 9.1","NarrativeContent_95","9.1","<div></div>","NarrativeContent","Analysis Sets"
"5203830f-ecbc-4d37-87da-85e8bacf0e02","SECTION 9.2","NarrativeContent_96","9.2","<div></div>","NarrativeContent","Analyses Supporting Primary Objective(s)"
"330ea7c5-146e-4773-ac2c-f14a776e8c1c","SECTION 9.2.1","NarrativeContent_97","9.2.1","<div></div>","NarrativeContent","Statistical Model, Hypothesis, and Method of Analysis"
"5ea6737e-3808-4b24-b8e9-872694a7cedc","SECTION 9.2.2","NarrativeContent_98","9.2.2","<div></div>","NarrativeContent","Handling of Intercurrent Events of Primary Estimand(s)"
"6f39996b-76c0-44a5-8c8f-d5058f4fb9ca","SECTION 9.2.3","NarrativeContent_99","9.2.3","<div></div>","NarrativeContent","Handling of Missing Data"
"04a1bad0-cfd2-46e3-abd2-917fa98c6ebf","SECTION 9.2.4","NarrativeContent_100","9.2.4","<div></div>","NarrativeContent","Sensitivity Analysis"
"0537439a-d843-40ab-8cf6-2eb5deba23e1","SECTION 9.2.5","NarrativeContent_101","9.2.5","<div></div>","NarrativeContent","Supplementary Analysis"
"ea1165ae-3830-41d9-a433-dc1b341f6259","SECTION 9.3","NarrativeContent_102","9.3","<div></div>","NarrativeContent","Analysis Supporting Secondary Objective(s)"
"241d01f1-9809-4200-a844-4eaec9ff031c","SECTION 9.4","NarrativeContent_103","9.4","<div></div>","NarrativeContent","Analysis of Exploratory Objective(s)"
"08064a44-43b7-40d2-9085-aaacf5cfc651","SECTION 9.5","NarrativeContent_104","9.5","<div></div>","NarrativeContent","Safety Analyses"
"672b72a0-cd7f-4680-8690-86ae6ba61722","SECTION 9.6","NarrativeContent_105","9.6","<div></div>","NarrativeContent","Other Analyses"
"b0ca37fa-0260-4906-a842-4365823d05d7","SECTION 9.7","NarrativeContent_106","9.7","<div></div>","NarrativeContent","Interim Analyses"
"c4dbb830-88ca-4d03-9555-9c43cfaa08be","SECTION 9.8","NarrativeContent_107","9.8","<div></div>","NarrativeContent","Sample Size Determination"
"edf6ca71-c1b3-4cb5-8799-9c367e31f4b2","SECTION 9.9","NarrativeContent_108","9.9","<div></div>","NarrativeContent","Protocol Deviations"
"4a0e9d66-6590-4b27-a467-1f58ce664748","SECTION 10","NarrativeContent_109","10","<div></div>","NarrativeContent","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"5f7bc33a-e91d-498f-8097-a9d64840155d","SECTION 10.1","NarrativeContent_110","10.1","<div></div>","NarrativeContent","Regulatory and Ethical Considerations"
"c2941ee7-06c1-40d5-81c1-d5563a513dde","SECTION 10.2","NarrativeContent_111","10.2","<div></div>","NarrativeContent","Committees"
"e3dc7186-2a81-4142-b6b6-fb5e447042e4","SECTION 10.3","NarrativeContent_112","10.3","<div></div>","NarrativeContent","Informed Consent Process"
"7015e4d6-0718-49b9-a896-ad319985e6b6","SECTION 10.4","NarrativeContent_113","10.4","<div></div>","NarrativeContent","Data Protection"
"7a795b6e-7a81-470d-8d02-0b37ff39ef5f","SECTION 10.5","NarrativeContent_114","10.5","<div></div>","NarrativeContent","Early Site Closure or Trial Termination"
"d1f5099a-882c-4e56-80a5-b74174384cd5","SECTION 11","NarrativeContent_115","11","<div></div>","NarrativeContent","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"1a7bcf21-8273-4929-938c-da4cd2f8d7d9","SECTION 11.1","NarrativeContent_116","11.1","<div></div>","NarrativeContent","Quality Tolerance Limits"
"44c86d16-d369-4bc4-b5e7-1130c6ee92d7","SECTION 11.2","NarrativeContent_117","11.2","<div></div>","NarrativeContent","Data Quality Assurance"
"aceedec2-a8f9-4c7f-8087-7ca9709a25ab","SECTION 11.3","NarrativeContent_118","11.3","<div></div>","NarrativeContent","Source Data"
"989d41b3-c26e-4044-aa84-5845f5f111c9","SECTION 12","NarrativeContent_119","12","<div></div>","NarrativeContent","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"707aa0c2-e87f-4080-ae3b-d87d4d9f46c2","SECTION 12.1","NarrativeContent_120","12.1","<div></div>","NarrativeContent","Further Details and Clarifications on the AE Definition"
"44d8555e-0dbf-4218-9582-69765dc828f0","SECTION 12.2","NarrativeContent_121","12.2","<div></div>","NarrativeContent","Further Details and Clarifications on the SAE Definition"
"f6fe0e86-b75f-4104-aaad-b47fdaf674aa","SECTION 12.3","NarrativeContent_122","12.3","<div></div>","NarrativeContent","Severity"
"2af99da1-334d-40d6-92e7-41c776fec844","SECTION 12.4","NarrativeContent_123","12.4","<div></div>","NarrativeContent","Causality"
"93728af9-035b-4e77-8f74-70da1d8b1c81","SECTION 13","NarrativeContent_124","13","<div></div>","NarrativeContent","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"5ae0b0a4-45ea-43ed-b0a1-19cf6536a9c7","SECTION 13.1","NarrativeContent_125","13.1","<div></div>","NarrativeContent","Contraception and Pregnancy Testing"
"c39d4323-0837-4fb4-b510-734a248013c5","SECTION 13.1.1","NarrativeContent_126","13.1.1","<div></div>","NarrativeContent","Definitions Related to Childbearing Potential"
"713f381e-e472-411a-b65f-6c566cb9e10b","SECTION 13.1.2","NarrativeContent_127","13.1.2","<div></div>","NarrativeContent","Contraception"
"6555b5de-8984-4f9c-8bb3-1379554b744d","SECTION 13.1.3","NarrativeContent_128","13.1.3","<div></div>","NarrativeContent","Pregnancy Testing"
"ba777479-e994-444e-b2ab-2513ef6a33ff","SECTION 13.2","NarrativeContent_129","13.2","<div></div>","NarrativeContent","Clinical Laboratory Tests"
"77451b46-0a60-483e-b81c-63f68661ce07","SECTION 13.3","NarrativeContent_130","13.3","<div></div>","NarrativeContent","Country/Region-Specific Differences"
"93d3c921-fc82-482b-8036-21dcbd70d402","SECTION 13.4","NarrativeContent_131","13.4","<div></div>","NarrativeContent","Prior Protocol Amendments"
"514103ac-a923-4157-97e9-6d0ea1ff7d87","SECTION 14","NarrativeContent_132","14","<div></div>","NarrativeContent","APPENDIX: GLOSSARY OF TERMS"
"e50581b9-16df-4555-8b04-4177627e5270","SECTION 15","NarrativeContent_133","15","<div></div>","NarrativeContent","APPENDIX: REFERENCES"
