"codeSystemVersion","instanceType","uuid:ID","decode","codeSystem","code","id"
"2023-12-15","Code","06ada444-5548-4482-ac3e-886bbe4257e0","Oral Cavity","http://www.cdisc.org","C12421","Code_448"
"2023-12-15","Code","d3b462a9-ee6d-43cd-a3bc-f0e1dddab8d3","Rectum","http://www.cdisc.org","C12390","Code_449"
"2023-12-15","Code","106a75bd-497c-4a48-9939-e8a6178630dc","Anatomic Site","http://www.cdisc.org","C13717","Code_450"
"2023-12-15","Code","1d93ee90-47c8-4f01-909d-f5ae6773db67","TEMP","http://www.cdisc.org","C174446","Code_451"
"2023-12-15","Code","7d0a8403-c191-4a84-b99b-1dc1802ef0cf","WEIGHT","http://www.cdisc.org","C25208","Code_452"
"2023-12-15","Code","4335d0c6-885e-48e8-b107-3e5415522bd8","Clinical Test Result","http://www.cdisc.org","C77140","Code_453"
"2023-12-15","Code","df622ae3-dc09-4015-bdb9-1b2bb188a270","Pound","http://www.cdisc.org","C48531","Code_454"
"2023-12-15","Code","b15e2bed-7bde-471e-b68a-8fbd7d42628b","Gram","http://www.cdisc.org","C48155","Code_455"
"2023-12-15","Code","6cd1ffa8-c336-4eaa-abaf-d8e99e12d08b","Kilogram","http://www.cdisc.org","C28252","Code_456"
"2023-12-15","Code","60517f33-2b75-493d-bc2d-359f1a67a6ee","Unit of Weight","http://www.cdisc.org","C48208","Code_457"
"2023-12-15","Code","6a43f240-2ad2-4207-b198-1967f3b5cfe5","WEIGHT","http://www.cdisc.org","C25208","Code_458"
"2023-12-15","Code","60d6bed6-7060-44e3-a5f6-42b86ca389f7","HEIGHT","http://www.cdisc.org","C25347","Code_459"
"2023-12-15","Code","7f576c72-e158-43a2-97a1-1c42169332e2","Clinical Test Result","http://www.cdisc.org","C77140","Code_460"
"2023-12-15","Code","7fddd15d-0e9f-4135-ac38-5877cdf0f614","Centimeter","http://www.cdisc.org","C49668","Code_461"
"2023-12-15","Code","352ca973-1e0a-4bc4-8dd3-6ea7505ad47c","Inch","http://www.cdisc.org","C48500","Code_462"
"2023-12-15","Code","6f40ae4b-33bc-4334-9c98-4e87f6a8312f","Meter","http://www.cdisc.org","C41139","Code_463"
"2023-12-15","Code","215434ba-d8ec-4358-89d8-b5c17e753cd0","Unit of Height","http://www.cdisc.org","C168688","Code_464"
"2023-12-15","Code","e2899748-e072-462c-b392-60ce649f7694","HEIGHT","http://www.cdisc.org","C25347","Code_465"
"2023-12-15","Code","e83ad48c-d8e2-45df-adba-2aa3e7d2c1eb","ALT","http://www.cdisc.org","C64433","Code_466"
"2023-12-15","Code","45b5fcf2-24c5-47a8-95e4-d6ae4d139bb9","Laboratory Test Result","http://www.cdisc.org","C36292","Code_467"
"2023-12-15","Code","d22055ee-3387-4937-a37d-e0a9b7973f8b","Unit per Liter","http://www.cdisc.org","C67456","Code_468"
"2023-12-15","Code","9fc4f000-b7a3-4fd6-b9cc-05a78617d5af","Microkatal per Liter","http://www.cdisc.org","C67397","Code_469"
"2023-12-15","Code","3707d470-eb3b-44a4-9daa-b7a3c8f5e7db","International Unit per Liter","http://www.cdisc.org","C67376","Code_470"
"2023-12-15","Code","1871a6c2-701c-4fd0-a13f-bbe9385da41f","Nanokatal per Liter","http://www.cdisc.org","C70510","Code_471"
"2023-12-15","Code","6141a1f8-6fab-4ac4-ad8c-a4e29d751664","Unit of Catalytic Activity Concentration","http://www.cdisc.org","C67365","Code_472"
"2023-12-15","Code","63bb75c8-59df-4aad-893b-180dbe96d3b5","Biospecimen Type","http://www.cdisc.org","C70713","Code_473"
"2023-12-15","Code","ee2595f0-286c-4562-b77c-433024439213","No","http://www.cdisc.org","C49487","Code_474"
"2023-12-15","Code","1e275d5b-bf42-4fbc-84ef-a8f53c53495a","Yes","http://www.cdisc.org","C49488","Code_475"
"2023-12-15","Code","e73d4c38-bfea-413d-8f7f-a269179708e1","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_476"
"2023-12-15","Code","a0f0e67d-ae6a-4d0d-a328-be3951eaed91","ALT","http://www.cdisc.org","C64433","Code_477"
"2023-12-15","Code","b0794725-fe0e-4106-b3a8-33f29cbcdb00","ALB","http://www.cdisc.org","C64431","Code_478"
"2023-12-15","Code","a2f04525-8abd-4970-a8cd-ea7d74b88fd0","Laboratory Test Result","http://www.cdisc.org","C36292","Code_479"
"2023-12-15","Code","1dcf4aaa-8c2c-4c13-8136-0300136a39c7","Biospecimen Type","http://www.cdisc.org","C70713","Code_480"
"2023-12-15","Code","2b11e1e9-66ce-4bc8-ad6a-2bc21014bfc7","No","http://www.cdisc.org","C49487","Code_481"
"2023-12-15","Code","d907072b-5489-4d15-877c-69b55325303f","Yes","http://www.cdisc.org","C49488","Code_482"
"2023-12-15","Code","c40245a0-4ce7-4c43-89ac-3d1f07151428","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_483"
"2023-12-15","Code","87a6b389-2a70-43f3-9d5a-09596b727215","ALB","http://www.cdisc.org","C64431","Code_484"
"2023-12-15","Code","0c02d7e5-c4bc-4bb6-9349-07d07b827590","ALP","http://www.cdisc.org","C64432","Code_485"
"2023-12-15","Code","c3749ed7-c0fc-4804-bb6a-871fbce5b2be","Laboratory Test Result","http://www.cdisc.org","C36292","Code_486"
"2023-12-15","Code","7e74d159-3a3e-42cd-aef2-6585ac3349e1","Unit per Liter","http://www.cdisc.org","C67456","Code_487"
"2023-12-15","Code","b04e55b4-2359-4bbb-836e-6a13b06509de","Microkatal per Liter","http://www.cdisc.org","C67397","Code_488"
"2023-12-15","Code","13e44fc5-3d58-4cdb-9e16-a2e333c3dc13","International Unit per Liter","http://www.cdisc.org","C67376","Code_489"
"2023-12-15","Code","8f3c5833-f8d7-449c-be63-8a433c1a5b1f","Unit of Catalytic Activity Concentration","http://www.cdisc.org","C67365","Code_490"
"2023-12-15","Code","daa83383-b73c-40e5-972b-cac420207f63","Biospecimen Type","http://www.cdisc.org","C70713","Code_491"
"2023-12-15","Code","b7a2a982-da38-4871-a80d-9aa140656c99","No","http://www.cdisc.org","C49487","Code_492"
"2023-12-15","Code","500c5255-cef6-415b-8a69-923150a84daa","Yes","http://www.cdisc.org","C49488","Code_493"
"2023-12-15","Code","84ebb136-f496-4a2c-a60c-b7c14b1be00b","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_494"
"2023-12-15","Code","39a7d458-954d-4241-8da2-7b4be72231fa","ALP","http://www.cdisc.org","C64432","Code_495"
"2023-12-15","Code","1e68960c-af11-407c-9a8c-36770790c1a1","AST","http://www.cdisc.org","C64467","Code_496"
"2023-12-15","Code","45937061-9b5a-4cae-b3f7-4720e3254c32","Laboratory Test Result","http://www.cdisc.org","C36292","Code_497"
"2023-12-15","Code","3581e065-5dc4-4d4f-872e-6462710728b0","Unit per Liter","http://www.cdisc.org","C67456","Code_498"
"2023-12-15","Code","2dcd8eaf-08cc-4e47-971b-6d1cf6e2d844","Microkatal per Liter","http://www.cdisc.org","C67397","Code_499"
"2023-12-15","Code","da9e42a5-d0a0-4cb0-af53-59953d223726","International Unit per Liter","http://www.cdisc.org","C67376","Code_500"
"2023-12-15","Code","12e7615b-685c-445c-9c87-d146109822ab","Unit of Catalytic Activity Concentration","http://www.cdisc.org","C67365","Code_501"
"2023-12-15","Code","364a9fca-39f8-43df-8cf5-7cc75c289ae4","Biospecimen Type","http://www.cdisc.org","C70713","Code_502"
"2023-12-15","Code","9bd411af-f34d-40cb-833e-ae5a372835cb","No","http://www.cdisc.org","C49487","Code_503"
"2023-12-15","Code","0b20afd2-3f96-4bcb-af29-f9690ff3b67e","Yes","http://www.cdisc.org","C49488","Code_504"
"2023-12-15","Code","cac026be-6ebf-4a2f-a9dd-acc254b0d348","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_505"
"2023-12-15","Code","e63177bf-b131-4507-9167-f396da481a72","AST","http://www.cdisc.org","C64467","Code_506"
"2023-12-15","Code","d11c624f-e4f1-4bfa-ab3e-665ff89ad897","CREAT","http://www.cdisc.org","C64547","Code_507"
"2023-12-15","Code","b66f5710-9eba-4c92-9a3d-f50820de3978","Laboratory Test Result","http://www.cdisc.org","C36292","Code_508"
"2023-12-15","Code","d1d53e54-677b-4798-a36b-d77f0e0337de","Milligram per Deciliter","http://www.cdisc.org","C67015","Code_509"
"2023-12-15","Code","95af1deb-0794-48d0-8774-7910d4eb6483","Microgram per Milliliter","http://www.cdisc.org","C64572","Code_510"
"2023-12-15","Code","251cc905-c44d-46f1-bbf6-0e35ac13abdc","Millimole per Liter","http://www.cdisc.org","C64387","Code_511"
"2023-12-15","Code","d29e6ff1-81b8-4310-ac49-1061d38a6b78","Micromole per Liter","http://www.cdisc.org","C48508","Code_512"
"2023-12-15","Code","92515335-aba1-4549-866e-e8f4f41f58d3","Unit of Concentration","http://www.cdisc.org","C48207","Code_513"
"2023-12-15","Code","bc7487da-d0e9-41e2-9d6e-8aae07c947cd","Biospecimen Type","http://www.cdisc.org","C70713","Code_514"
"2023-12-15","Code","d6e1efeb-812e-4f97-acdf-f972d32d2527","No","http://www.cdisc.org","C49487","Code_515"
"2023-12-15","Code","0c6b4120-0928-448a-a207-071ec9f2e484","Yes","http://www.cdisc.org","C49488","Code_516"
"2023-12-15","Code","c1e24c97-9bda-4b64-a20d-f7ef98f0726d","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_517"
"2023-12-15","Code","4db15072-ed11-42c6-99fc-8905417943a9","CREAT","http://www.cdisc.org","C64547","Code_518"
"2023-12-15","Code","e8ebccd5-535b-4119-9dc7-a02bf839b80b","K","http://www.cdisc.org","C64853","Code_519"
"2023-12-15","Code","acba98c6-8c48-416c-a9fa-984b56e9a24c","Laboratory Test Result","http://www.cdisc.org","C36292","Code_520"
"2023-12-15","Code","90cc9584-3a8f-4edd-a514-cc3f1d16a583","Milliequivalent per Liter","http://www.cdisc.org","C67474","Code_521"
"2023-12-15","Code","8b808d97-c887-4ef4-9285-a4d34a3d66cb","Milliequivalent per Deciliter","http://www.cdisc.org","C67473","Code_522"
"2023-12-15","Code","c3e94ffc-fc1a-4707-9961-1275c94308af","Millimole per Liter","http://www.cdisc.org","C64387","Code_523"
"2023-12-15","Code","ce4d0c62-51fb-431a-b1ea-2669f2c6ba69","Molarity Unit","http://www.cdisc.org","C64567","Code_524"
"2023-12-15","Code","4e321122-612a-4f60-8418-863c9bd09bcd","Biospecimen Type","http://www.cdisc.org","C70713","Code_525"
"2023-12-15","Code","dd2b08e6-7de4-4ded-bcc9-38178514d068","No","http://www.cdisc.org","C49487","Code_526"
"2023-12-15","Code","193c5f3c-03f2-4aac-9e4a-facb2c78ecf1","Yes","http://www.cdisc.org","C49488","Code_527"
"2023-12-15","Code","1b568a57-6e9e-42b6-a9e8-d7f055f1285d","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_528"
"2023-12-15","Code","197443b1-2626-4c4e-88fa-ec77b6cc5315","K","http://www.cdisc.org","C64853","Code_529"
"2023-12-15","Code","b5c9cbfc-09b1-4e6c-bfc0-7451de7ad91e","SODIUM","http://www.cdisc.org","C64809","Code_530"
"2023-12-15","Code","30b00668-8c87-46f4-aec0-a4afb322482c","Laboratory Test Result","http://www.cdisc.org","C36292","Code_531"
"2023-12-15","Code","d436c4f3-f7c5-43ca-8566-4bedb9c79a53","Milliequivalent per Liter","http://www.cdisc.org","C67474","Code_532"
"2023-12-15","Code","9b13619f-9f15-430a-a8b4-c8d844f75da1","Milliequivalent per Deciliter","http://www.cdisc.org","C67473","Code_533"
"2023-12-15","Code","71ef33b9-731e-417f-aa6b-7202d0261cc1","Millimole per Liter","http://www.cdisc.org","C64387","Code_534"
"2023-12-15","Code","9415bbe7-eb2d-4524-995a-08dab555c3ed","Molarity Unit","http://www.cdisc.org","C64567","Code_535"
"2023-12-15","Code","3d1f888e-3302-43cd-be91-71a54e7bded2","Biospecimen Type","http://www.cdisc.org","C70713","Code_536"
"2023-12-15","Code","b64c89a1-8e28-41cb-9a4f-a040f8e815e0","No","http://www.cdisc.org","C49487","Code_537"
"2023-12-15","Code","32d87c78-0f1b-4ae6-bd5c-d4549ca77e06","Yes","http://www.cdisc.org","C49488","Code_538"
"2023-12-15","Code","b01cee39-fbe4-4d6b-8851-ce25738b13eb","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_539"
"2023-12-15","Code","751799d5-5c2a-4097-87c7-ab7fda4eeeeb","SODIUM","http://www.cdisc.org","C64809","Code_540"
"2023-12-15","Code","9bf4a964-8175-498e-830c-9e0da868c50d","HBA1C","http://www.cdisc.org","C64849","Code_541"
"2023-12-15","Code","7b82276d-be78-4b3b-943b-34e130464db4","Laboratory Test Result","http://www.cdisc.org","C36292","Code_542"
"2023-12-15","Code","710f2dce-8aad-43cb-a80d-2df8b515292f","Gram per Deciliter","http://www.cdisc.org","C64783","Code_543"
"2023-12-15","Code","c28ec29d-f890-4c78-ae1b-0c47fc48dacb","LBORRESU","http://www.cdisc.org","No Concept Code","Code_544"
"2023-12-15","Code","ae5276e5-8aec-4e2d-bfe1-def7e46312a2","Biospecimen Type","http://www.cdisc.org","C70713","Code_545"
"2023-12-15","Code","a293af64-f914-4b0a-bcec-fa5156564c8d","No","http://www.cdisc.org","C49487","Code_546"
"2023-12-15","Code","e2dd8689-6118-489a-9621-50aed04cff28","Yes","http://www.cdisc.org","C49488","Code_547"
"2023-12-15","Code","cf727810-8236-4a7e-9422-226ea03c525d","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_548"
"2023-12-15","Code","cb0d0502-b557-48a1-9171-03bf4744f814","HBA1C","http://www.cdisc.org","C64849","Code_549"
"2023-12-15","Code","17ecdf3f-eaed-4f1b-99e2-04ba2702c186","Adverse Event Verbatim Description","http://www.cdisc.org","C78541","Code_145"
"2023-12-15","Code","66bf1c86-7026-4f7e-b671-db6e77d689b2","Adverse Event Dictionary Derived Term","http://www.cdisc.org","C83344","Code_146"
"2023-12-15","Code","8d4aba71-ed73-49c9-9e21-02fe9e8e8d42","No","http://www.cdisc.org","C49487","Code_147"
"2023-12-15","Code","9b179d0b-063a-4a24-a691-08fa6f0de317","Yes","http://www.cdisc.org","C49488","Code_148"
"2023-12-15","Code","012e28e7-276d-41ab-ae2c-109fc6be7f11","Adverse Event Pre-specified","http://www.cdisc.org","C87840","Code_149"
"2023-12-15","Code","0ff76d25-152a-460a-8b9c-24400484a42a","Adverse Event Location","http://www.cdisc.org","C83205","Code_150"
"2023-12-15","Code","a05da56c-fab0-447f-8ec2-b1642f7e10f4","Severity of Adverse Event","http://www.cdisc.org","C53253","Code_151"
"2023-12-15","Code","f15b57dd-82a1-4632-9c83-50d0d0994b7d","No","http://www.cdisc.org","C49487","Code_152"
"2023-12-15","Code","cf9ee2c8-fc69-49bb-8fb2-29fa9783710d","Yes","http://www.cdisc.org","C49488","Code_153"
"2023-12-15","Code","311456eb-b50c-4beb-8627-794ab32a2709","Seriousness of Adverse Event","http://www.cdisc.org","C53252","Code_154"
"2023-12-15","Code","3ffc6153-2263-4926-bd23-86bf87ef5fd2","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org","C83013","Code_155"
"2023-12-15","Code","f0ab7f2a-e239-4a93-b78e-f8e649686f93","Other Actions taken in Response to Adverse Event","http://www.cdisc.org","C83109","Code_156"
"2023-12-15","Code","7da034a1-351f-48d2-9a94-18e82bea11a4","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org","C41358","Code_157"
"2023-12-15","Code","7d720dfd-4d88-4036-8082-aa133d2a8787","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org","C83210","Code_158"
"2023-12-15","Code","8bdfe4c5-8560-403e-95a1-1a8bb2b2d105","Adverse Event Pattern","http://www.cdisc.org","C83208","Code_159"
"2023-12-15","Code","5d770dd6-92ab-49dd-9978-0976dd788b68","Adverse Event Outcome","http://www.cdisc.org","C49489","Code_160"
"2023-12-15","Code","8c179e8d-7dda-408d-b985-5b4e9876ab7a","No","http://www.cdisc.org","C49487","Code_161"
"2023-12-15","Code","310e459f-fcbc-4d04-8561-cee2f2e921a0","Yes","http://www.cdisc.org","C49488","Code_162"
"2023-12-15","Code","0b032bce-b83d-457e-abcb-4be372f9a902","Adverse Event Involves Cancer","http://www.cdisc.org","C83211","Code_163"
"2023-12-15","Code","01dcc7ff-af10-414b-8ffc-6b34a94b97da","No","http://www.cdisc.org","C49487","Code_164"
"2023-12-15","Code","1651a63f-5f9a-4861-b449-3471f2a30a3a","Yes","http://www.cdisc.org","C49488","Code_165"
"2023-12-15","Code","b2e8489d-e8bf-4a9c-a0a6-7b89116b5955","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org","C83117","Code_166"
"2023-12-15","Code","0bcd1d1f-d1cc-484d-a2b7-fc1406822c85","No","http://www.cdisc.org","C49487","Code_167"
