"datatype","name","id","isEnabled","label","instanceType","isRequired","uuid:ID"
"string","Adverse Event Subcategory","BiomedicalConceptProperty_4","True","Adverse Event Subcategory","BiomedicalConceptProperty","True","a9ca21a1-c132-49c9-ba5e-b2db10108cf7"
"boolean","Adverse Event Pre-specified","BiomedicalConceptProperty_5","True","Adverse Event Pre-specified","BiomedicalConceptProperty","True","c1be2dce-a49d-4cbe-a0f4-a3da7db9c300"
"string","Severity of Adverse Event","BiomedicalConceptProperty_6","True","Severity of Adverse Event","BiomedicalConceptProperty","True","81619f17-9f86-4f0e-a75e-98ad695a0a9e"
"string","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty","True","52fcc264-00eb-41f0-9372-47348df11ec7"
"boolean","Seriousness of Adverse Event","BiomedicalConceptProperty_8","True","Seriousness of Adverse Event","BiomedicalConceptProperty","True","0c742f2a-d6d6-4b75-890b-0a3dfe1fc7e4"
"string","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty","True","07946ec5-73cc-4e97-bd25-e03bf3028f66"
"string","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty","True","d2a680d8-9988-40b4-aec7-1a80a5d67e5e"
"string","Adverse Event Pattern","BiomedicalConceptProperty_11","True","Adverse Event Pattern","BiomedicalConceptProperty","True","07db41db-84d7-4f2b-a73a-64e856a43053"
"string","Adverse Event Outcome","BiomedicalConceptProperty_12","True","Adverse Event Outcome","BiomedicalConceptProperty","True","d88ccd5f-1136-4168-929b-9389df90315a"
"datetime","Adverse Event Start Date Time","BiomedicalConceptProperty_13","True","Adverse Event Start Date Time","BiomedicalConceptProperty","True","50b32e05-7f79-414a-8e8a-439a413dfd66"
"datetime","Adverse Event End Date Time","BiomedicalConceptProperty_14","True","Adverse Event End Date Time","BiomedicalConceptProperty","True","b607f50d-5566-4ca8-a40f-54c62168708b"
"decimal","Vital Signs Result","BiomedicalConceptProperty_15","True","Vital Signs Result","BiomedicalConceptProperty","True","7001e6b7-d4f5-4266-9a01-33668396bf97"
"string","Unit of Pressure","BiomedicalConceptProperty_16","True","Unit of Pressure","BiomedicalConceptProperty","True","138da9cb-1f99-4c83-aebc-c729282cb268"
"string","Vital Signs Location","BiomedicalConceptProperty_17","True","Vital Signs Location","BiomedicalConceptProperty","True","e4dd115c-5875-4aa4-8293-b71b0346c01c"
"string","Vital Signs Laterality","BiomedicalConceptProperty_18","True","Vital Signs Laterality","BiomedicalConceptProperty","True","5feadcc5-af59-46a8-aa80-27f97f174663"
"string","Test Method","BiomedicalConceptProperty_19","True","Test Method","BiomedicalConceptProperty","True","d7d89aee-0e69-48f4-9d07-42382df5ddd4"
"string","Vital Signs Position","BiomedicalConceptProperty_20","True","Vital Signs Position","BiomedicalConceptProperty","True","2eaf1333-2ca3-420f-bb92-136977313842"
"decimal","Vital Signs Result","BiomedicalConceptProperty_21","True","Vital Signs Result","BiomedicalConceptProperty","True","e0b88dc5-7b2d-47eb-80d5-256781df55f6"
"string","Unit of Pressure","BiomedicalConceptProperty_22","True","Unit of Pressure","BiomedicalConceptProperty","True","68103db6-0ded-4304-82b1-bff832e2c63f"
"string","Vital Signs Location","BiomedicalConceptProperty_23","True","Vital Signs Location","BiomedicalConceptProperty","True","92183fc1-bc09-4fed-8a19-30ff36eaa5e8"
"string","Vital Signs Laterality","BiomedicalConceptProperty_24","True","Vital Signs Laterality","BiomedicalConceptProperty","True","7573c1cc-bd19-4179-8db8-6f9836589968"
"string","Test Method","BiomedicalConceptProperty_25","True","Test Method","BiomedicalConceptProperty","True","70cd2ed8-dca8-4b26-847b-ddd3c275e9d2"
"string","Vital Signs Position","BiomedicalConceptProperty_26","True","Vital Signs Position","BiomedicalConceptProperty","True","68eae905-c8b2-4939-afd7-5ee5507307db"
"decimal","Vital Signs Result","BiomedicalConceptProperty_27","True","Vital Signs Result","BiomedicalConceptProperty","True","a34a2925-fc16-4c47-9169-7f319b72d940"
"string","Unit of Temperature","BiomedicalConceptProperty_28","True","Unit of Temperature","BiomedicalConceptProperty","True","ceb03cf7-8e84-493a-a4ae-6f7d15a26920"
"string","Vital Signs Location","BiomedicalConceptProperty_29","True","Vital Signs Location","BiomedicalConceptProperty","True","ea093d1f-10ab-467a-90fd-0c79541f1c25"
"decimal","Vital Signs Result","BiomedicalConceptProperty_30","True","Vital Signs Result","BiomedicalConceptProperty","True","edb826ef-250b-4c57-b78d-fb5de8cda47f"
"string","Unit of Weight","BiomedicalConceptProperty_31","True","Unit of Weight","BiomedicalConceptProperty","True","6e26728d-d168-4774-b54a-69eef78f8fe4"
"decimal","Vital Signs Result","BiomedicalConceptProperty_32","True","Vital Signs Result","BiomedicalConceptProperty","True","20d98c5c-e7ba-4667-a849-03354e64df8b"
"string","Unit of Height","BiomedicalConceptProperty_33","True","Unit of Height","BiomedicalConceptProperty","True","c0e2e249-3da1-4638-bf09-9b0d7e890b64"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_34","True","Laboratory Test Result","BiomedicalConceptProperty","True","55be7a78-26fa-478c-9a28-d4ead8d05ada"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","59876310-50ee-4cac-96c3-ebdbc7b0e7f2"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","5a5a8f18-9ab1-4a20-9873-03d33bdb709c"
"string","Biospecimen Type","BiomedicalConceptProperty_37","True","Biospecimen Type","BiomedicalConceptProperty","True","7cf6a5c1-2b22-4261-9408-3600039fde3d"
"string","Laboratory Test Result","BiomedicalConceptProperty_38","True","Laboratory Test Result","BiomedicalConceptProperty","True","e7801c8d-97d9-4a04-8a7e-fd6afadfa61c"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","8bf51ef8-8180-4c64-9113-ff90f465c91e"
"string","Unit of Concentration","BiomedicalConceptProperty_40","True","Unit of Concentration","BiomedicalConceptProperty","True","16f6886d-e5f6-4e14-9c0e-04fd783a75b7"
"string","Biospecimen Type","BiomedicalConceptProperty_41","True","Biospecimen Type","BiomedicalConceptProperty","True","88754018-71b5-420d-9910-68a91cf0601d"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_42","True","Laboratory Test Result","BiomedicalConceptProperty","True","f23f4374-a6c4-4305-ab84-858c3df0bb19"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","99d0aea9-e750-43fb-8f71-364236ba1d5e"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","728edab1-5b64-40f3-95d7-9626a88a1e75"
"string","Biospecimen Type","BiomedicalConceptProperty_45","True","Biospecimen Type","BiomedicalConceptProperty","True","7e917a4c-6d0f-42b0-9660-a43383267fb1"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_46","True","Laboratory Test Result","BiomedicalConceptProperty","True","35958ed1-4010-4a58-85fe-a0a14bfdcd1a"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","0922fc67-24ad-47c1-8d6f-8ee903e7fa9a"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","f78c670e-f8f4-4867-988b-d31e926acc2a"
"string","Biospecimen Type","BiomedicalConceptProperty_49","True","Biospecimen Type","BiomedicalConceptProperty","True","56299491-fcb3-4cab-8029-89a28bad3eb9"
"string","Laboratory Test Result","BiomedicalConceptProperty_50","True","Laboratory Test Result","BiomedicalConceptProperty","True","20ce370a-7841-45c6-acad-c9f70e3067b1"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","a635c3ee-3938-4b34-9092-970d7bcbf273"
"string","Unit of Concentration","BiomedicalConceptProperty_52","True","Unit of Concentration","BiomedicalConceptProperty","True","38afae22-4df2-4948-81cb-9d215602292b"
"string","Biospecimen Type","BiomedicalConceptProperty_53","True","Biospecimen Type","BiomedicalConceptProperty","True","f02a271b-bb94-42d1-a732-daab59995854"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_54","True","Laboratory Test Result","BiomedicalConceptProperty","True","d53e56f1-c460-4741-830a-55dc82b93769"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","14ecb220-b19b-4a73-aea0-e2bff70e8f6d"
"string","Molarity Unit","BiomedicalConceptProperty_56","True","Molarity Unit","BiomedicalConceptProperty","True","8e9ee67d-9d70-49fb-930e-4a89614934f7"
"string","Biospecimen Type","BiomedicalConceptProperty_57","True","Biospecimen Type","BiomedicalConceptProperty","True","dcd8aa03-af43-4834-8a1d-3275660691e0"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_58","True","Laboratory Test Result","BiomedicalConceptProperty","True","a1e7325b-8e9a-44b6-b68d-90efdfe9c12d"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","92702d2e-a36b-4291-ac03-5e04bb0396db"
"string","Molarity Unit","BiomedicalConceptProperty_60","True","Molarity Unit","BiomedicalConceptProperty","True","28a2f41d-c2d8-4271-ae2c-c7d168b1ca6c"
"string","Biospecimen Type","BiomedicalConceptProperty_61","True","Biospecimen Type","BiomedicalConceptProperty","True","c0e61bf8-9dd2-462e-bb93-d4fcfeda69b9"
"decimal","Vital Signs Result","BiomedicalConceptProperty_62","True","Vital Signs Result","BiomedicalConceptProperty","True","4dfcf45c-f7fa-4653-905c-c214b8b80b1d"
"string","Unit of Pressure","BiomedicalConceptProperty_63","True","Unit of Pressure","BiomedicalConceptProperty","True","6e66f2dc-6994-4784-9363-7cdd023c8945"
"string","Vital Signs Location","BiomedicalConceptProperty_64","True","Vital Signs Location","BiomedicalConceptProperty","True","0866d1aa-8b6b-47eb-b9d9-d50a5a5b615c"
"string","Vital Signs Laterality","BiomedicalConceptProperty_65","True","Vital Signs Laterality","BiomedicalConceptProperty","True","605a68ca-b10a-4fe9-834a-46e942d0be59"
"string","Test Method","BiomedicalConceptProperty_66","True","Test Method","BiomedicalConceptProperty","True","f147dfd5-6ef8-4c41-b30f-439b09f95aca"
"string","Vital Signs Position","BiomedicalConceptProperty_67","True","Vital Signs Position","BiomedicalConceptProperty","True","002103d4-2171-4595-adf9-38d75d0e6178"
"decimal","Vital Signs Result","BiomedicalConceptProperty_68","True","Vital Signs Result","BiomedicalConceptProperty","True","e4a6102a-ddb4-4bda-bc1f-ca3bb55c2611"
"string","Unit of Pressure","BiomedicalConceptProperty_69","True","Unit of Pressure","BiomedicalConceptProperty","True","245d9558-7dd4-4f59-a34a-c8ad2ced9f57"
"string","Vital Signs Location","BiomedicalConceptProperty_70","True","Vital Signs Location","BiomedicalConceptProperty","True","92258e85-a434-48fb-9cd0-64bdd9d8df24"
"string","Vital Signs Laterality","BiomedicalConceptProperty_71","True","Vital Signs Laterality","BiomedicalConceptProperty","True","17dcf235-b4d0-44e8-acde-7b5f6b77b59d"
"string","Test Method","BiomedicalConceptProperty_72","True","Test Method","BiomedicalConceptProperty","True","651d8496-cfc3-4c9a-933b-c64c4318481d"
"string","Vital Signs Position","BiomedicalConceptProperty_73","True","Vital Signs Position","BiomedicalConceptProperty","True","c1eb96bd-c7e6-4dee-b47c-367ec0e000d3"
"integer","Vital Signs Result","BiomedicalConceptProperty_74","True","Vital Signs Result","BiomedicalConceptProperty","True","1846f9f3-f693-4bb0-9a0d-11a6e2544d45"
"string","Count per Minute","BiomedicalConceptProperty_75","True","Count per Minute","BiomedicalConceptProperty","True","a5c39845-b609-4e2a-ba36-f5dc097039ae"
"string","Vital Signs Location","BiomedicalConceptProperty_76","True","Vital Signs Location","BiomedicalConceptProperty","True","b9b510e1-e286-4dc6-969d-d9415baf1f4e"
"string","Vital Signs Laterality","BiomedicalConceptProperty_77","True","Vital Signs Laterality","BiomedicalConceptProperty","True","4767b876-e9d1-44bd-b767-97ec52a6ae88"
"string","Test Method","BiomedicalConceptProperty_78","True","Test Method","BiomedicalConceptProperty","True","8945bf34-23c9-4bdd-bcea-b1fa30206f27"
"string","Vital Signs Position","BiomedicalConceptProperty_79","True","Vital Signs Position","BiomedicalConceptProperty","True","58c251e1-38f0-433f-9858-a01f04082a5d"
"decimal","Vital Signs Result","BiomedicalConceptProperty_80","True","Vital Signs Result","BiomedicalConceptProperty","True","3d670035-e46e-4e63-b620-8fd1b8d6ce8a"
"string","Unit of Pressure","BiomedicalConceptProperty_81","True","Unit of Pressure","BiomedicalConceptProperty","True","20179ce8-1b87-4202-adae-2998ba0c7d67"
"string","Vital Signs Location","BiomedicalConceptProperty_82","True","Vital Signs Location","BiomedicalConceptProperty","True","c0f7c224-9d9c-4685-ac01-928ee2938560"
"string","Vital Signs Laterality","BiomedicalConceptProperty_83","True","Vital Signs Laterality","BiomedicalConceptProperty","True","c228be87-7696-4f6b-a0e8-095333023d87"
"string","Test Method","BiomedicalConceptProperty_84","True","Test Method","BiomedicalConceptProperty","True","15f8c2ee-6b67-4987-90ab-51226e4d49ad"
"string","Vital Signs Position","BiomedicalConceptProperty_85","True","Vital Signs Position","BiomedicalConceptProperty","True","46533c94-c29e-43bf-909c-f3454665389f"
"decimal","Vital Signs Result","BiomedicalConceptProperty_86","True","Vital Signs Result","BiomedicalConceptProperty","True","d4423dc2-d434-4452-b15e-833cbd48ee61"
"string","Unit of Pressure","BiomedicalConceptProperty_87","True","Unit of Pressure","BiomedicalConceptProperty","True","bdb4bb74-33e3-49aa-bec5-3e66746deb94"
"string","Vital Signs Location","BiomedicalConceptProperty_88","True","Vital Signs Location","BiomedicalConceptProperty","True","5a434dc5-0bd7-49f5-b6fe-b833b06ed4cf"
"string","Vital Signs Laterality","BiomedicalConceptProperty_89","True","Vital Signs Laterality","BiomedicalConceptProperty","True","8ba537f3-95aa-47a0-ae1e-070ac39d3e90"
"string","Test Method","BiomedicalConceptProperty_90","True","Test Method","BiomedicalConceptProperty","True","14cbc0b9-4845-4843-a7fc-027ce2c6b699"
"string","Vital Signs Position","BiomedicalConceptProperty_91","True","Vital Signs Position","BiomedicalConceptProperty","True","df65a509-3084-4ed4-8f8e-c278521ee826"
"integer","Vital Signs Result","BiomedicalConceptProperty_92","True","Vital Signs Result","BiomedicalConceptProperty","True","52671ac3-9e0a-4bc7-99d3-2410fd695366"
"string","Count per Minute","BiomedicalConceptProperty_93","True","Count per Minute","BiomedicalConceptProperty","True","59642c15-9e5d-42f0-bf2e-b8561151e8b9"
"string","Vital Signs Location","BiomedicalConceptProperty_94","True","Vital Signs Location","BiomedicalConceptProperty","True","beeb14ae-433a-449c-a24d-402d12ab8f7a"
"string","Vital Signs Laterality","BiomedicalConceptProperty_95","True","Vital Signs Laterality","BiomedicalConceptProperty","True","398f5e82-99fa-439d-8160-7b4aa8882007"
"string","Test Method","BiomedicalConceptProperty_96","True","Test Method","BiomedicalConceptProperty","True","19a6380c-d691-4b4e-a4d1-ea4f0fd8f342"
"string","Vital Signs Position","BiomedicalConceptProperty_97","True","Vital Signs Position","BiomedicalConceptProperty","True","26673ae8-f6af-4901-8d02-d910d3d49cf6"
