"uuid:ID","label","id","bcPropertyRequired","name","bcPropertyDatatype","bcPropertyEnabled"
"f0de56eb-5574-41be-a23c-03f193bd095d","Unit of Height","BiomedicalConceptProperty_33","True","Unit of Height","string","True"
"28970659-6068-464d-bf9e-33673a8ccb8a","Laboratory Test Result","BiomedicalConceptProperty_34","True","Laboratory Test Result","decimal","True"
"e0eefc47-c5ef-4054-b5cd-5690b6c037b1","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","Laboratory Test Fasting Status","boolean","True"
"981d299b-c00e-46d3-86da-b3e8f4d71b14","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","Unit of Catalytic Activity Concentration","string","True"
"db3085c3-69a7-44f6-8ecf-f0420fb1d5de","Biospecimen Type","BiomedicalConceptProperty_37","True","Biospecimen Type","string","True"
"c57f8367-e63a-477f-b997-20d3d3c3151b","Laboratory Test Result","BiomedicalConceptProperty_38","True","Laboratory Test Result","string","True"
"6147853a-e369-4d00-9237-94b2649e3257","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","Laboratory Test Fasting Status","boolean","True"
"16837f43-9dc2-44bd-a270-f1c97b15b623","Unit of Concentration","BiomedicalConceptProperty_40","True","Unit of Concentration","string","True"
"39202b75-2638-4b45-a0f2-dd82ceddf009","Biospecimen Type","BiomedicalConceptProperty_41","True","Biospecimen Type","string","True"
"6edaf802-7426-437c-a4e5-ba58e04eecd2","Laboratory Test Result","BiomedicalConceptProperty_42","True","Laboratory Test Result","decimal","True"
"20c2cbfb-a63b-4370-8d41-de912353e8bb","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","Laboratory Test Fasting Status","boolean","True"
"43190821-9156-44d2-87f1-b50a2c752b8f","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","Unit of Catalytic Activity Concentration","string","True"
"2d7d54e0-d424-4c20-9f42-5be11a052a03","Biospecimen Type","BiomedicalConceptProperty_45","True","Biospecimen Type","string","True"
"c4ea4030-b587-44cb-a18a-865375f02e08","Laboratory Test Result","BiomedicalConceptProperty_46","True","Laboratory Test Result","decimal","True"
"497f4a21-1e4e-4694-b2fb-b5b33112dc33","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","Laboratory Test Fasting Status","boolean","True"
"ef3e0bd5-9f38-4058-890e-bdfa784bea0a","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","Unit of Catalytic Activity Concentration","string","True"
"0bfed5b2-4e6c-48fe-9b65-9e1c89147dcf","Biospecimen Type","BiomedicalConceptProperty_49","True","Biospecimen Type","string","True"
"773884e7-3ecf-4f1a-a811-b8c27aa068f2","Laboratory Test Result","BiomedicalConceptProperty_50","True","Laboratory Test Result","string","True"
"6c6213dc-34ce-4eb4-932a-b9310b9c3046","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","Laboratory Test Fasting Status","boolean","True"
"a054d9fb-29de-41b9-8003-d7aea7fe7dd6","Unit of Concentration","BiomedicalConceptProperty_52","True","Unit of Concentration","string","True"
"f8f14d8b-c76a-48d0-b4c0-9ccb887db9ec","Biospecimen Type","BiomedicalConceptProperty_53","True","Biospecimen Type","string","True"
"6c5b2f40-2963-4289-b9c7-d6e46b6597d0","Laboratory Test Result","BiomedicalConceptProperty_54","True","Laboratory Test Result","decimal","True"
"de33f1a5-b41a-4363-8caa-eded294f34a2","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","Laboratory Test Fasting Status","boolean","True"
"0aefd1d5-f67a-4f5d-bee6-32e0162c94e7","Molarity Unit","BiomedicalConceptProperty_56","True","Molarity Unit","string","True"
"36899767-b4d9-469d-8f15-9208a58a596c","Biospecimen Type","BiomedicalConceptProperty_57","True","Biospecimen Type","string","True"
"0985166f-0325-4d8f-806f-1f45cab3876a","Laboratory Test Result","BiomedicalConceptProperty_58","True","Laboratory Test Result","decimal","True"
"58187dd0-78b7-458c-95f7-6eeb0ea9a897","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","Laboratory Test Fasting Status","boolean","True"
"938b195f-d7e7-44c9-b0fd-52542fece20e","Molarity Unit","BiomedicalConceptProperty_60","True","Molarity Unit","string","True"
"5e241a23-40d5-45aa-bf8a-81f5019cadcf","Biospecimen Type","BiomedicalConceptProperty_61","True","Biospecimen Type","string","True"
"b824cc9a-e521-4d81-a87b-4e5463c84b6f","Vital Signs Result","BiomedicalConceptProperty_62","True","Vital Signs Result","decimal","True"
"47d48928-ff3b-46e7-9d78-a1454217cde1","Unit of Pressure","BiomedicalConceptProperty_63","True","Unit of Pressure","string","True"
"762aa332-bb8e-4c08-a099-c3741d53b214","Vital Signs Location","BiomedicalConceptProperty_64","True","Vital Signs Location","string","True"
"b207f144-716b-4d83-8c87-4fb5363c7739","Vital Signs Laterality","BiomedicalConceptProperty_65","True","Vital Signs Laterality","string","True"
"df21d8d3-449b-4e18-8780-7c68f2611303","Test Method","BiomedicalConceptProperty_66","True","Test Method","string","True"
"84b0c8e7-4ff1-4779-9c01-df1c74e1b70b","Vital Signs Position","BiomedicalConceptProperty_67","True","Vital Signs Position","string","True"
"d8057455-1852-4e7a-a099-0f97e49bc1b6","Vital Signs Result","BiomedicalConceptProperty_68","True","Vital Signs Result","decimal","True"
"c14937ed-d8f2-44a1-982a-751741c11e5c","Unit of Pressure","BiomedicalConceptProperty_69","True","Unit of Pressure","string","True"
"1aea6e10-f3bd-4352-adec-2ceb4c508eb6","Vital Signs Location","BiomedicalConceptProperty_70","True","Vital Signs Location","string","True"
"76abef29-3bea-408f-bd21-5720a9506e96","Vital Signs Laterality","BiomedicalConceptProperty_71","True","Vital Signs Laterality","string","True"
"492d2268-6865-4a20-9526-198354ebb42f","Test Method","BiomedicalConceptProperty_72","True","Test Method","string","True"
"a6521786-28bb-42dc-832b-5995cb2a566f","Vital Signs Position","BiomedicalConceptProperty_73","True","Vital Signs Position","string","True"
"8830cc31-5f05-49a2-97db-ae6b617c8161","Vital Signs Result","BiomedicalConceptProperty_74","True","Vital Signs Result","decimal","True"
"48a06eb8-645b-40bf-b817-bbb89c1ed725","Unit of Pressure","BiomedicalConceptProperty_75","True","Unit of Pressure","string","True"
"02313038-f882-4030-9a70-fee20a7d4d32","Vital Signs Location","BiomedicalConceptProperty_76","True","Vital Signs Location","string","True"
"50fecdaa-9664-4d48-814a-fd13abedfea5","Vital Signs Laterality","BiomedicalConceptProperty_77","True","Vital Signs Laterality","string","True"
"999a60ed-0868-41ad-8df8-37fa27c4968b","Test Method","BiomedicalConceptProperty_78","True","Test Method","string","True"
"6331ced3-80b1-4385-be7c-c2adba5aab9b","Vital Signs Position","BiomedicalConceptProperty_79","True","Vital Signs Position","string","True"
"de7c6029-dbee-4b67-a836-96f72986008b","Vital Signs Result","BiomedicalConceptProperty_80","True","Vital Signs Result","decimal","True"
"30c090cf-3452-4b8c-9a19-fc1d71c58011","Unit of Pressure","BiomedicalConceptProperty_81","True","Unit of Pressure","string","True"
"a3b6bea9-13dc-4e7d-b6e2-65db8f369372","Vital Signs Location","BiomedicalConceptProperty_82","True","Vital Signs Location","string","True"
"b64a4359-2a45-4ec4-a71e-a6c4e52ea1d3","Vital Signs Laterality","BiomedicalConceptProperty_83","True","Vital Signs Laterality","string","True"
"6eb18161-f34c-4519-8555-5b2c4e09aa0e","Test Method","BiomedicalConceptProperty_84","True","Test Method","string","True"
"658f521d-dfc2-42f0-9f04-fbc1d49e76e8","Vital Signs Position","BiomedicalConceptProperty_85","True","Vital Signs Position","string","True"
