"codeSystem","uuid:ID","decode","codeSystemVersion","id","code"
"http://www.cdisc.org","dc6a91fc-98cc-413f-834e-cb9b6db4a3c5","Visit","2023-09-29","Code_70","C25716"
"http://www.cdisc.org","5e98466a-b930-47aa-b650-3c607c795af3","Clinic","2023-09-29","Code_71","C51282"
"http://www.cdisc.org","fc5d5e69-6da4-4c1d-82c6-c10c9863df8d","In Person","2023-09-29","Code_72","C175574"
"http://www.cdisc.org","be8d446c-171b-44f0-9e1b-f47bf77d2f6c","Visit","2023-09-29","Code_73","C25716"
"http://www.cdisc.org","9dc98686-de3e-4ff2-a13c-2901e6c11286","Clinic","2023-09-29","Code_74","C51282"
"http://www.cdisc.org","63021e5c-3e0b-435a-87fd-c6316bffb587","In Person","2023-09-29","Code_75","C175574"
"http://www.cdisc.org","62d3e92f-ed33-490b-ae5f-6567ca6c1baf","Visit","2023-09-29","Code_76","C25716"
"http://www.cdisc.org","259ac5f9-5757-4bdb-bce8-b3166a7054b8","Clinic","2023-09-29","Code_77","C51282"
"http://www.cdisc.org","93af6e2e-6419-4d43-b7ad-1ca512d369f6","In Person","2023-09-29","Code_78","C175574"
"http://www.cdisc.org","0095d9bd-55ca-4490-9c35-72ebffd7bddd","Visit","2023-09-29","Code_79","C25716"
"http://www.cdisc.org","699eac68-b781-4c63-9d02-2eec87f6cc8e","Clinic","2023-09-29","Code_80","C51282"
"http://www.cdisc.org","ff83ef38-bc40-4912-b7ff-424569a78cf9","In Person","2023-09-29","Code_81","C175574"
"http://www.cdisc.org","405275ea-39bc-4d78-bd06-83cef39e6321","Visit","2023-09-29","Code_82","C25716"
"http://www.cdisc.org","dbf1da3a-7a72-47f3-9451-207906457e30","Clinic","2023-09-29","Code_83","C51282"
"http://www.cdisc.org","f7e682cf-877b-4b81-b980-b52c4b9557e9","In Person","2023-09-29","Code_84","C175574"
"http://www.cdisc.org","857ca69e-8f1d-4b1e-8297-60ae60167162","Telephone Call","2023-09-29","Code_85","C171537"
"http://www.cdisc.org","0a9aca70-3b45-49bf-bca4-f3c66326e5f8","Visit","2023-09-29","Code_86","C25716"
"http://www.cdisc.org","7916ec85-3a52-4eee-a342-5c42b6a506b9","Clinic","2023-09-29","Code_87","C51282"
"http://www.cdisc.org","3498c7b1-a8eb-44a6-93a3-a96617c65918","In Person","2023-09-29","Code_88","C175574"
"http://www.cdisc.org","31393c28-31ad-4e2d-8cd6-422c8cb1d802","Telephone Call","2023-09-29","Code_89","C171537"
"http://www.cdisc.org","708ab199-5128-4142-8fd6-a11d5f7858b4","Visit","2023-09-29","Code_90","C25716"
"http://www.cdisc.org","626cf377-de9c-4d77-9874-e2cbd7585996","Clinic","2023-09-29","Code_91","C51282"
"http://www.cdisc.org","f9279f81-ab7e-4c1d-a507-78e13ce33e11","In Person","2023-09-29","Code_92","C175574"
"http://www.cdisc.org","93e39128-e018-45dd-9083-b9bea794e0ff","Telephone Call","2023-09-29","Code_93","C171537"
"http://www.cdisc.org","c9a93628-895b-4607-aeed-d4972f1b782b","Visit","2023-09-29","Code_94","C25716"
"http://www.cdisc.org","09ebced0-9d88-43dc-adbb-b663ab1a2500","Clinic","2023-09-29","Code_95","C51282"
"http://www.cdisc.org","84c92afb-5f7f-4fff-8ad9-19bdb81d33d1","In Person","2023-09-29","Code_96","C175574"
"http://www.cdisc.org","acef5142-01cd-4a08-a0bf-d4425b29132b","Telephone Call","2023-09-29","Code_97","C171537"
"http://www.cdisc.org","604aab55-9af8-4570-ad26-d99f087d1b0e","Visit","2023-09-29","Code_98","C25716"
"http://www.cdisc.org","23903cd6-87c7-409f-a36c-e143347b6069","Clinic","2023-09-29","Code_99","C51282"
"http://www.cdisc.org","9de80b5e-ea21-4f7c-be60-8cfd41e24179","In Person","2023-09-29","Code_100","C175574"
"http://www.cdisc.org","c46dca6f-e15a-4230-9047-dbff1692d7cd","Visit","2023-09-29","Code_101","C25716"
"http://www.cdisc.org","77f164b9-d813-458a-a1ec-9663234a07da","Clinic","2023-09-29","Code_102","C51282"
"http://www.cdisc.org","bf638f14-55d8-4566-930e-e0cac03b8e2e","In Person","2023-09-29","Code_103","C175574"
"SNOMED","674ca2b5-8487-4a0c-807e-6493c74f414f","CT of head without contrast","January 31, 2018","Code_61","383371000119108"
"SPONSOR","2a58a31d-f901-4e02-bae9-a1b49c32c279","Supine for 5 minutes","12","Code_62","123"
"SPONSOR","c751603f-74cb-455c-93e6-b24e0a5dff20","Standingfor 1-3 minutes","12","Code_63","124"
"NCI Thesaurus","8509edfc-871d-4e62-aa18-b6c678e0ec70","Vital Signs Result","","Code_242","C173522"
"http://www.cdisc.org","fc93e333-7dfa-4e9b-932c-837d5866a143","Kelvin","2023-09-29","Code_243","C42537"
"NCI Thesaurus","e00a090a-47c7-404c-a5c2-095867b3c1a0","Unit of Temperature","","Code_244","C44276"
"NCI Thesaurus","3aea711e-b189-4051-9427-4c033f91eedd","Vital Signs Location","","Code_245","C83088"
"NCI Thesaurus","01fb4d94-93e9-4fc0-96dc-ecdccc2eae1a","Body Temperature","","Code_241","C174446"
"NCI Thesaurus","3f5857a5-41dd-418e-a741-c2f2125d02ef","Vital Signs Result","","Code_247","C173522"
"http://www.cdisc.org","5691fa95-b01a-4387-95ab-f775a2e775b4","Kilogram","2023-09-29","Code_248","C28252"
"http://www.cdisc.org","a81c295b-e5b7-460e-b2b2-4912e5c7db85","Gram","2023-09-29","Code_249","C48155"
"http://www.cdisc.org","28df5280-8751-43b6-8310-85a035514bb3","Pound","2023-09-29","Code_250","C48531"
"NCI Thesaurus","96c42894-5e38-49fe-a636-1ea6435419e9","Unit of Weight","","Code_251","C48208"
"NCI Thesaurus","ebbc9094-b4b5-4be7-b8e1-20e6ab8a56ca","Body Weight","","Code_246","C81328"
"NCI Thesaurus","8f3617fb-8ea9-49e2-855c-efd3beeb1b66","Vital Signs Result","","Code_253","C173522"
"http://www.cdisc.org","f46c4e51-9b39-4321-933e-4b22fc19b492","Centimeter","2023-09-29","Code_254","C49668"
"http://www.cdisc.org","7448f88f-482a-4e2c-a65e-4f58e37f9f45","Inch","2023-09-29","Code_255","C48500"
"http://www.cdisc.org","3461a34e-244a-4f12-9749-eea7f7797216","Millimeter","2023-09-29","Code_256","C28251"
"http://www.cdisc.org","cdd009d2-967a-4aaa-9b91-e39a396badaf","Meter","2023-09-29","Code_257","C41139"
"NCI Thesaurus","5e091621-aa80-400b-982d-28a37f4fa988","Unit of Height","","Code_258","C168688"
"NCI Thesaurus","3116ffbc-4e33-4eca-973c-3ce4a8808181","Body Height","","Code_252","C164634"
"NCI Thesaurus","508cea29-a24c-4492-b04f-f64ffe8d52c6","Laboratory Test Result","","Code_260","C36292"
"NCI Thesaurus","60696864-0fe5-47c3-8aff-18298dc80f44","Laboratory Test Fasting Status","","Code_261","C83309"
"NCI Thesaurus","e4c2adb7-7d6e-4ae3-92ca-055b1088f81f","Unit of Catalytic Activity Concentration","","Code_262","C67365"
"NCI Thesaurus","818d8b8f-4fa2-4adb-91ea-177a6d60412a","Biospecimen Type","","Code_263","C70713"
"NCI Thesaurus","01a22ac5-ffaf-4c51-a771-e50f13e28943","Alanine Aminotransferase Measurement","","Code_259","C64433"
"NCI Thesaurus","06b1ddd1-7c9b-46c0-ac09-fdd362d6752a","Laboratory Test Result","","Code_265","C36292"
"NCI Thesaurus","356fafde-dd83-4728-8217-dd711ff89191","Laboratory Test Fasting Status","","Code_266","C83309"
"NCI Thesaurus","7c3ce112-7f6f-4c42-a69e-f5161933acda","Unit of Concentration","","Code_267","C48207"
"NCI Thesaurus","0c8d4804-5078-4d08-b887-4f63e832353f","Biospecimen Type","","Code_268","C70713"
"NCI Thesaurus","78255774-7bf4-48ce-bee7-0c7c31b780cf","Albumin Measurement","","Code_264","C64431"
"NCI Thesaurus","a6387007-97b8-4b99-9e34-8f61cab4f815","Laboratory Test Result","","Code_270","C36292"
"NCI Thesaurus","913f2586-2e58-412e-a7db-3498deb3c902","Laboratory Test Fasting Status","","Code_271","C83309"
"NCI Thesaurus","a688c42d-241f-496b-9e57-234b144b6234","Unit of Catalytic Activity Concentration","","Code_272","C67365"
"NCI Thesaurus","5984f189-3c78-4a5b-a5fc-42fc683da969","Biospecimen Type","","Code_273","C70713"
"NCI Thesaurus","59b166f7-a780-4abb-b203-032d50208d4c","Alkaline Phosphatase Measurement","","Code_269","C64432"
"NCI Thesaurus","f2492fcc-a5fd-410b-a1fa-1fe4b24b4b85","Laboratory Test Result","","Code_275","C36292"
"NCI Thesaurus","9f71acd8-a994-45ad-9974-958c9b8bbadc","Laboratory Test Fasting Status","","Code_276","C83309"
"NCI Thesaurus","bd4e9fca-66c9-4b88-adf3-eb8997277077","Unit of Catalytic Activity Concentration","","Code_277","C67365"
"NCI Thesaurus","77bbe977-51d6-4285-80af-2b9b3c81de9f","Biospecimen Type","","Code_278","C70713"
"NCI Thesaurus","52f98039-56ae-4034-a890-cea06353ab4f","Aspartate Aminotransferase Measurement","","Code_274","C64467"
"NCI Thesaurus","2fdc4225-6dc6-47f7-a6c9-15411f6b0d3c","Laboratory Test Result","","Code_280","C36292"
"NCI Thesaurus","b6b4eb2a-59d9-4210-b9d6-3771eb654b91","Laboratory Test Fasting Status","","Code_281","C83309"
"NCI Thesaurus","69cdc5b1-b32a-4e3f-9225-dd59d4f3e775","Unit of Concentration","","Code_282","C48207"
"NCI Thesaurus","dd1a6138-ec8b-4b3a-8835-f8808eaf43dc","Biospecimen Type","","Code_283","C70713"
"NCI Thesaurus","296b054c-c911-46e4-bdad-7c5f60a6a8b5","Creatinine Measurement","","Code_279","C64547"
"NCI Thesaurus","58cc4dbd-881b-4035-beea-b61985b6d8ad","Laboratory Test Result","","Code_285","C36292"
"NCI Thesaurus","c557caa7-3b15-4ffa-a02c-2f9860ef4060","Laboratory Test Fasting Status","","Code_286","C83309"
"NCI Thesaurus","70890afe-a1de-4830-a490-dcb651b012ac","Molarity Unit","","Code_287","C64567"
"NCI Thesaurus","b57587bb-1b80-4381-a3cb-4540e70b83a2","Biospecimen Type","","Code_288","C70713"
"NCI Thesaurus","06da71c7-3ab2-490a-ad4d-7e27a2adb93f","Potassium Measurement","","Code_284","C64853"
"NCI Thesaurus","af6702a9-497c-4886-87e4-c134355c14e2","Laboratory Test Result","","Code_290","C36292"
"NCI Thesaurus","48112182-9dba-4f2f-bac0-6a30012c8cf8","Laboratory Test Fasting Status","","Code_291","C83309"
"NCI Thesaurus","69796a97-02ec-4a69-b93e-3a2636d323b6","Molarity Unit","","Code_292","C64567"
"NCI Thesaurus","9b02ab14-043a-41ef-b129-1756a54e6237","Biospecimen Type","","Code_293","C70713"
"NCI Thesaurus","f5604165-10a9-4ffc-9e3b-fbb2560ca551","Sodium Measurement","","Code_289","C64809"
"NCI Thesaurus","0be288d5-a4cc-4c75-b4ff-62203611ce99","Adverse Event Verbatim Description","","Code_124","C78541"
"NCI Thesaurus","284cd002-31bc-4a67-a031-9e92ae91d629","Adverse Event Dictionary Derived Term","","Code_125","C83344"
"NCI Thesaurus","758163cb-59c4-4cd2-86ba-8f71367c5d42","Adverse Event Category","","Code_126","C83198"
"NCI Thesaurus","fac70329-5636-4fbe-9b82-0337f6b62d37","Adverse Event Subcategory","","Code_127","C83212"
"NCI Thesaurus","c652595c-570c-4a0b-bd20-ee11bb873d0d","Adverse Event Pre-specified","","Code_128","C87840"
"NCI Thesaurus","1fe613e8-dc20-4106-8369-191dffd7d24e","Severity of Adverse Event","","Code_129","C53253"
"NCI Thesaurus","10296201-b161-48eb-9218-8b8ea829c060","Adverse Event Toxicity Grade","","Code_130","C78605"
"NCI Thesaurus","74bb195c-cd79-4ba7-add7-12832f0b6baf","Seriousness of Adverse Event","","Code_131","C53252"
"http://www.cdisc.org","06310f09-5973-4398-a3a7-da184004bfde","Unknown","2023-09-29","Code_132","C17998"
"NCI Thesaurus","1a63a9ed-0b4f-412d-a93c-8adb9f0e4328","Adverse Event Action Taken with Study Treatment","","Code_133","C83013"
"NCI Thesaurus","1c1eba07-7815-4383-ae41-6bba97e4720e","Adverse Event Attribution to Product or Procedure","","Code_134","C41358"
"NCI Thesaurus","97cf4f19-e54b-4547-872c-cc02027f5beb","Adverse Event Pattern","","Code_135","C83208"
"http://www.cdisc.org","ed522101-7c65-4671-8303-6edea964d917","Unknown","2023-09-29","Code_136","C17998"
"NCI Thesaurus","a46d1c40-2969-4b1d-9633-287b49e40917","Adverse Event Outcome","","Code_137","C49489"
"NCI Thesaurus","70a60758-71f7-4922-b7b0-ee5ab92327a0","Adverse Event Start Date Time","","Code_138","C83215"
"NCI Thesaurus","e570f968-1179-4641-86ea-52897bf3f336","Adverse Event End Date Time","","Code_139","C83201"
"NCI Thesaurus","31dfb58a-3718-4208-8f2b-de18f72874ef","Adverse Event","","Code_123","C41331"
"NCI Thesaurus","0f6c9fbc-35a3-4a3c-9fa1-392e3565c3ac","Vital Signs Result","","Code_141","C173522"
"http://www.cdisc.org","2bf40806-ae55-423d-9057-8d51b1523cd5","Pascal","2023-09-29","Code_142","C42547"
"NCI Thesaurus","36fce39f-32a0-43f8-b7e6-25d9cd2f6ce7","Unit of Pressure","","Code_143","C49669"
"NCI Thesaurus","8f80d075-d2d7-4f84-a5db-9b35adb626f8","Vital Signs Location","","Code_144","C83088"
"NCI Thesaurus","49d3bb34-1e4c-4734-90dc-a370a4972c21","Vital Signs Laterality","","Code_145","C123975"
"NCI Thesaurus","aaca9072-64b3-4b90-b8d2-c11f13cfb3f1","Test Method","","Code_146","C82535"
"NCI Thesaurus","382679f5-15be-4c23-801e-9be0d3048b24","Vital Signs Position","","Code_147","C83114"
"NCI Thesaurus","cc6db691-4e46-4013-b98f-04c07a9a423e","Systolic Blood Pressure","","Code_140","C25298"
"NCI Thesaurus","4c7f172e-0be6-47fd-9813-c36af3603830","Vital Signs Result","","Code_149","C173522"
"http://www.cdisc.org","b8ca7b57-f351-4536-8406-1075bb49161d","Pascal","2023-09-29","Code_150","C42547"
"NCI Thesaurus","511298f3-c556-48e7-8079-d02b171e9149","Unit of Pressure","","Code_151","C49669"
"NCI Thesaurus","2930b321-b37e-45cb-bb08-c043cc7de876","Vital Signs Location","","Code_152","C83088"
"NCI Thesaurus","f2488fcf-7e87-4ba3-9c41-1605003ee511","Vital Signs Laterality","","Code_153","C123975"
"NCI Thesaurus","139966d1-1807-4959-a184-499c4dfc280e","Test Method","","Code_154","C82535"
"NCI Thesaurus","1dca48f6-9026-4870-8d00-9a76f625720a","Vital Signs Position","","Code_155","C83114"
"NCI Thesaurus","f20ba054-1e7e-4cb5-86dd-156bfd4b436c","Diastolic Blood Pressure","","Code_148","C25299"
"NCI Thesaurus","226adb3e-4826-414a-b25c-4a4e8afeae80","Vital Signs Result","","Code_157","C173522"
"http://www.cdisc.org","b0f968ac-6e62-4fdd-96ea-d233b0a4a9b9","Kelvin","2023-09-29","Code_158","C42537"
"NCI Thesaurus","4f12ab2a-b921-48bc-bffa-f1fe7e4b8f1f","Unit of Temperature","","Code_159","C44276"
"NCI Thesaurus","7a95bfc0-71ca-42cc-94b8-621822958322","Vital Signs Location","","Code_160","C83088"
"NCI Thesaurus","be395b7b-dd20-44ee-9719-66e638653acc","Body Temperature","","Code_156","C174446"
"NCI Thesaurus","b82ac7a8-4a9f-4235-b63f-a6a51a1d001d","Vital Signs Result","","Code_162","C173522"
"http://www.cdisc.org","aba935c2-1853-4030-8052-e2cf4eaa4452","Kilogram","2023-09-29","Code_163","C28252"
"http://www.cdisc.org","011bfe58-1812-49b5-a47d-4b32c7c23ab8","Gram","2023-09-29","Code_164","C48155"
"http://www.cdisc.org","05c05e9b-63c8-4575-bb59-136169e4cf5b","Pound","2023-09-29","Code_165","C48531"
"NCI Thesaurus","f5933277-f7d7-4959-a6ed-e95cf073b742","Unit of Weight","","Code_166","C48208"
"NCI Thesaurus","3632273b-67f6-4bc5-8023-e81d47da3784","Body Weight","","Code_161","C81328"
"NCI Thesaurus","c5d53d58-916a-4b9b-b9e0-85eaf45cde4e","Vital Signs Result","","Code_168","C173522"
"http://www.cdisc.org","8ca12eeb-3383-4c7d-b7b7-64459896d21c","Centimeter","2023-09-29","Code_169","C49668"
"http://www.cdisc.org","60251add-9740-4303-9730-690430ed408f","Inch","2023-09-29","Code_170","C48500"
"http://www.cdisc.org","c465c61a-e3d8-4a6f-be1e-2bb825b052e1","Millimeter","2023-09-29","Code_171","C28251"
"http://www.cdisc.org","1d5f9fca-12a1-4e20-9b2c-cc54fd29e24a","Meter","2023-09-29","Code_172","C41139"
"NCI Thesaurus","a78b0752-d4e6-46b9-982d-55e2532fc036","Unit of Height","","Code_173","C168688"
"NCI Thesaurus","f0e31543-29f9-4c39-ac13-9a143d39fe28","Body Height","","Code_167","C164634"
"NCI Thesaurus","9c961284-d005-44ba-9596-2b3012bb50a0","Laboratory Test Result","","Code_175","C36292"
"NCI Thesaurus","bfd3ccc3-60e6-455c-a39f-d41971d5e29a","Laboratory Test Fasting Status","","Code_176","C83309"
"NCI Thesaurus","f5b8d269-e8e0-4437-931d-fddee536f2d0","Unit of Catalytic Activity Concentration","","Code_177","C67365"
"NCI Thesaurus","ffb61c76-bbcc-4d03-9c3f-ab2f27b9137a","Biospecimen Type","","Code_178","C70713"
"NCI Thesaurus","6895a2bd-81ab-4d5b-8cde-60e23bcebbc3","Alanine Aminotransferase Measurement","","Code_174","C64433"
"NCI Thesaurus","2c9676a0-2e29-4c85-a0ad-8991b4780591","Laboratory Test Result","","Code_180","C36292"
"NCI Thesaurus","9eed9e37-49ec-45b3-a5c8-51afce75382f","Laboratory Test Fasting Status","","Code_181","C83309"
"NCI Thesaurus","e445f12c-6042-426a-8c4a-8bc3ad6418ac","Unit of Concentration","","Code_182","C48207"
"NCI Thesaurus","9cb8239d-6772-4334-8e14-ea0dd2320ae2","Biospecimen Type","","Code_183","C70713"
"NCI Thesaurus","cc9c65f6-20d0-4c84-a530-c0228c1fa372","Albumin Measurement","","Code_179","C64431"
"NCI Thesaurus","61e98342-dc59-4661-b5b0-45b6434c59e5","Laboratory Test Result","","Code_185","C36292"
"NCI Thesaurus","f38c4995-8383-4176-8f22-38f26ede0463","Laboratory Test Fasting Status","","Code_186","C83309"
"NCI Thesaurus","fccc4b35-1905-4f78-b1e5-2b18764b29ba","Unit of Catalytic Activity Concentration","","Code_187","C67365"
"NCI Thesaurus","09f4c0bc-6e89-4876-b523-c724af7b105f","Biospecimen Type","","Code_188","C70713"
"NCI Thesaurus","104ce26c-06f7-48e2-8a40-f023594e63c2","Alkaline Phosphatase Measurement","","Code_184","C64432"
"NCI Thesaurus","33f0e600-4d01-41f2-9290-c0cccaeb49f6","Laboratory Test Result","","Code_190","C36292"
"NCI Thesaurus","3dceb102-f0f4-4eea-8119-841bec826c9d","Laboratory Test Fasting Status","","Code_191","C83309"
"NCI Thesaurus","670f8bf9-606e-4feb-9a5a-ca83ea1858c0","Unit of Catalytic Activity Concentration","","Code_192","C67365"
"NCI Thesaurus","a87f0e5a-26a5-4f71-a077-e5c62bd267f7","Biospecimen Type","","Code_193","C70713"
"NCI Thesaurus","1b53fa1c-135d-41ca-90c4-445bb65a34f6","Aspartate Aminotransferase Measurement","","Code_189","C64467"
"NCI Thesaurus","2cdbfa3d-6839-4ca8-853f-823ece5ec80c","Laboratory Test Result","","Code_195","C36292"
"NCI Thesaurus","cad5df4e-8ceb-4afb-b417-9fa904fa90f2","Laboratory Test Fasting Status","","Code_196","C83309"
"NCI Thesaurus","a5dac407-e5f9-4051-9ea6-93d5a680e049","Unit of Concentration","","Code_197","C48207"
"NCI Thesaurus","334e923f-e756-417a-a989-2f082a04e3fb","Biospecimen Type","","Code_198","C70713"
"NCI Thesaurus","70b2690d-52a3-4ae1-91b4-3cb87e1359ab","Creatinine Measurement","","Code_194","C64547"
"NCI Thesaurus","a6c958bd-2938-459a-9431-3576b4b8d7ec","Laboratory Test Result","","Code_200","C36292"
"NCI Thesaurus","6ce0de19-10b5-483b-bed7-c077990fa72f","Laboratory Test Fasting Status","","Code_201","C83309"
"NCI Thesaurus","bdd21e3e-33b1-406b-bc2c-c7139b0605ff","Molarity Unit","","Code_202","C64567"
"NCI Thesaurus","f049b843-decd-4df4-9a50-df0188bb33ea","Biospecimen Type","","Code_203","C70713"
"NCI Thesaurus","fa7adeea-4672-4c54-967a-4ea7fd4d7169","Potassium Measurement","","Code_199","C64853"
"NCI Thesaurus","3303413a-fb91-4ca7-8e1a-3cf4852f0905","Laboratory Test Result","","Code_205","C36292"
"NCI Thesaurus","aa483373-89e7-4a9c-88a4-da50ddacb203","Laboratory Test Fasting Status","","Code_206","C83309"
"NCI Thesaurus","1f54e1c6-14f8-40d9-b43d-e2b9a89dd486","Molarity Unit","","Code_207","C64567"
"NCI Thesaurus","a4501265-d0c0-43e6-8713-f39de224e04f","Biospecimen Type","","Code_208","C70713"
"NCI Thesaurus","5c4b60c4-a76b-4384-837a-37732a9064e9","Sodium Measurement","","Code_204","C64809"
"NCI Thesaurus","1af81cd3-53f0-411b-bf4f-b3a4d6604beb","Vital Signs Result","","Code_210","C173522"
"http://www.cdisc.org","9b190bfb-262e-4f26-bf74-d455d0582bee","Pascal","2023-09-29","Code_211","C42547"
"NCI Thesaurus","ea4a00d2-4745-4d03-8ef0-4ce75eab8608","Unit of Pressure","","Code_212","C49669"
"NCI Thesaurus","848ef48a-6b84-4682-b1f2-feaa4fdec07f","Vital Signs Location","","Code_213","C83088"
"NCI Thesaurus","e6da1fdf-f428-4ed7-8d0f-8a340856675a","Vital Signs Laterality","","Code_214","C123975"
"NCI Thesaurus","a5b3e77c-38c3-47c6-a879-bbb874cbe4fb","Test Method","","Code_215","C82535"
"NCI Thesaurus","e0659744-7fd5-41d9-85e4-2f88ce358aae","Vital Signs Position","","Code_216","C83114"
"NCI Thesaurus","c95f8902-c04f-4fb9-abb9-e4914913e3c4","Systolic Blood Pressure","","Code_209","C25298"
"NCI Thesaurus","f0460d50-9062-4bef-b829-a36570665995","Vital Signs Result","","Code_218","C173522"
"http://www.cdisc.org","0ae68b1e-a091-42bc-aa4c-9d9ba0f2e262","Pascal","2023-09-29","Code_219","C42547"
"NCI Thesaurus","34ab69cc-e013-42b0-bf3b-a8b35aee65e0","Unit of Pressure","","Code_220","C49669"
"NCI Thesaurus","9fdf8d78-217d-4cea-8f1c-9f56753ca6e3","Vital Signs Location","","Code_221","C83088"
"NCI Thesaurus","03dfa830-33b0-4c19-8ea5-52564a70f3de","Vital Signs Laterality","","Code_222","C123975"
"NCI Thesaurus","10f8d1a8-29e0-487b-9fbf-3268031aa10c","Test Method","","Code_223","C82535"
"NCI Thesaurus","b3606358-0ffe-4546-98bb-cddf8f027c85","Vital Signs Position","","Code_224","C83114"
"NCI Thesaurus","31c53de0-9cf0-41fa-882c-48fd130bff31","Diastolic Blood Pressure","","Code_217","C25299"
"NCI Thesaurus","5c518c15-7b25-4408-8b45-993182abb9fa","Vital Signs Result","","Code_226","C173522"
"http://www.cdisc.org","03695d4a-59f3-4cf0-887c-4955f3c71681","Pascal","2023-09-29","Code_227","C42547"
"NCI Thesaurus","e4bc28a2-2917-4f1b-9fce-656247670be5","Unit of Pressure","","Code_228","C49669"
"NCI Thesaurus","38487739-8b66-4cd4-823b-499ac12a89ac","Vital Signs Location","","Code_229","C83088"
"NCI Thesaurus","2f5e609c-ef3b-4c45-bcfc-462c0b69544a","Vital Signs Laterality","","Code_230","C123975"
"NCI Thesaurus","8b8e2ba8-6a3b-4a35-8533-2396196520fd","Test Method","","Code_231","C82535"
"NCI Thesaurus","ae07a76d-cdbc-4a35-813e-1b9ac3f3a1ce","Vital Signs Position","","Code_232","C83114"
"NCI Thesaurus","00c2e44d-0363-442c-a4e6-30ce0952d127","Systolic Blood Pressure","","Code_225","C25298"
"NCI Thesaurus","02b88953-31c5-4822-858e-e5fb96f5c00b","Vital Signs Result","","Code_234","C173522"
"http://www.cdisc.org","ea32e7f2-8fac-4842-b4d1-5cb1fbfafca2","Pascal","2023-09-29","Code_235","C42547"
"NCI Thesaurus","dcd04e1b-3a98-4e89-92d4-9a1ac8185e92","Unit of Pressure","","Code_236","C49669"
"NCI Thesaurus","3ec519cb-12fc-4088-9f8a-b1b2e33deb42","Vital Signs Location","","Code_237","C83088"
"NCI Thesaurus","d7c27dd0-a38d-41e3-83a8-5bca80080cbf","Vital Signs Laterality","","Code_238","C123975"
"NCI Thesaurus","9c96c862-461d-4646-85b3-9502adb9d947","Test Method","","Code_239","C82535"
