"isRequired","label","id","isEnabled","uuid:ID","datatype","name","instanceType"
"True","Molarity Unit","BiomedicalConceptProperty_127","True","9a8f84c6-7b2d-48ae-b882-148cd2aaac11","string","Molarity Unit","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_128","True","ac8a22c8-d100-46d8-b9e5-986c0638294b","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_129","True","b087a5e6-00da-4b5a-9b0c-c95d614a73a4","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","True","5458b2c4-d73a-471e-abb3-f4c0c7c67804","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Molarity Unit","BiomedicalConceptProperty_131","True","4c0e4f68-e06d-4de9-8fcf-ebd29474429f","string","Molarity Unit","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_132","True","f7b6428f-0ec5-487e-804b-8e06057a90c1","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","True","42d4e467-3c16-40c8-a92b-9798a3c65ab1","string","Adverse Event Verbatim Description","BiomedicalConceptProperty"
"True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","True","197a5478-1d77-4e85-83c2-133989cd5ea7","string","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty"
"True","Adverse Event Category","BiomedicalConceptProperty_3","True","bd8358ba-6460-4229-8be4-a6e59c36fee3","string","Adverse Event Category","BiomedicalConceptProperty"
"True","Adverse Event Subcategory","BiomedicalConceptProperty_4","True","8149afc1-b722-464d-a601-b219666317b2","string","Adverse Event Subcategory","BiomedicalConceptProperty"
"True","Adverse Event Pre-specified","BiomedicalConceptProperty_5","True","08bac74f-6be3-40ab-9e39-04ea7ef96df4","boolean","Adverse Event Pre-specified","BiomedicalConceptProperty"
"True","Severity of Adverse Event","BiomedicalConceptProperty_6","True","54a8c7f8-bfac-4b64-bdd9-6c5606d48f74","string","Severity of Adverse Event","BiomedicalConceptProperty"
"True","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","True","74956e18-f7b1-4985-be98-2b3454537dc0","string","Adverse Event Toxicity Grade","BiomedicalConceptProperty"
"True","Seriousness of Adverse Event","BiomedicalConceptProperty_8","True","bfd53be2-cf8d-4a07-9c86-0356a82ace26","boolean","Seriousness of Adverse Event","BiomedicalConceptProperty"
"True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","True","a3621775-c406-4087-8f73-d82ed085163b","string","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty"
"True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","True","fa837bd6-1b8b-438e-9e2c-7495e4dec874","string","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty"
"True","Adverse Event Pattern","BiomedicalConceptProperty_11","True","bfd31d99-3e79-47f2-9f97-9a835c5eca73","string","Adverse Event Pattern","BiomedicalConceptProperty"
"True","Adverse Event Outcome","BiomedicalConceptProperty_12","True","d39a64e1-c86d-411c-8a19-67a299aabfa5","string","Adverse Event Outcome","BiomedicalConceptProperty"
"True","Adverse Event Start Date Time","BiomedicalConceptProperty_13","True","3e891dd3-d8ed-44e7-9e60-4088b570214b","datetime","Adverse Event Start Date Time","BiomedicalConceptProperty"
"True","Adverse Event End Date Time","BiomedicalConceptProperty_14","True","9baf034c-06b3-4a3c-b548-51987d8c8ecb","datetime","Adverse Event End Date Time","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_15","True","246ab2e8-e453-4733-b327-789382389747","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_16","True","3b089c45-ce22-4800-b08c-ab10473ac560","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_17","True","77f89801-da8c-456c-a21f-ff95a8d49dc3","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_18","True","a3fc8a86-2c88-4bb4-82cc-ff3ba8e0f13f","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_19","True","47e21b4e-cdc5-47f8-8c66-dfe50964140f","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_20","True","11f6334a-e964-41fc-b5d9-ae2993619c41","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_21","True","d954af5a-9fb7-4636-9dde-7b3ccc756d50","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_22","True","64fe41c6-b2ec-4117-9b5d-6fde9a0581f3","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_23","True","7c2760f5-7f07-44ef-b80c-383ab23ad667","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_24","True","c7427760-a12c-4386-b112-2ef2e1376c89","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_25","True","33a92df9-c565-454c-93d0-a40ef100d261","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_26","True","2deb4ba7-7619-4519-a888-66fdcf547650","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_27","True","2bac7927-455a-46ee-9a23-51528c7714b6","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Temperature","BiomedicalConceptProperty_28","True","90648d0d-a50c-44b3-8479-5dfc04da1a0c","string","Unit of Temperature","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_29","True","cda6f75f-2aae-49e9-8823-ca4e3316b501","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_30","True","11c5b9d0-20dc-4d25-9232-ee669bdf66fd","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Weight","BiomedicalConceptProperty_31","True","6075f258-92ee-4be6-a52c-a1429e0053a2","string","Unit of Weight","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_32","True","e36bbe29-6093-4ebb-9c41-63d9b37488d0","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Height","BiomedicalConceptProperty_33","True","3912887c-e79b-4ce0-a3d5-12a5bb673a86","string","Unit of Height","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_34","True","9be30cb7-d796-439b-bc69-04f78e11d019","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","8eede5ca-fdcf-4979-a081-4cf78b13580f","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","281fef06-9ae5-468d-a850-fbf1b91005ef","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_37","True","19f5e15b-e4ea-461d-8f88-5c1668315183","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_38","True","40095557-bfe0-46b9-a655-2346beee548f","string","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","ca2d3c01-532c-406e-bba9-415ac96a6ea8","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_40","True","a72ef975-d383-4273-a522-86c90fb5158b","string","Unit of Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_41","True","c34c5875-ecd5-4541-865a-e579f2f82b0c","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_42","True","fe9b2a61-00c8-45e0-99f9-a217f8bdae39","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","d142fa4d-78be-4569-8d59-ed6940e99d15","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","08c865e9-0f26-4956-bea3-33366a35cfd8","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_45","True","121e3ce7-d596-4137-bd85-4eaafaebd9ad","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_46","True","33246581-bfce-492a-9ce8-0d358595d3bb","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","60360036-0da6-48f9-9c9e-3a15b5909147","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","2b567011-52ce-4260-a529-30ec441486c4","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_49","True","263f7d1c-3df6-48c6-9160-5c7976c45888","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_50","True","af7977a4-6daa-4a90-9f7f-034d62975087","string","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","61b097da-437c-44e0-8619-d871e9d7df3b","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_52","True","ac97651b-497c-4f45-a946-797b9bbc4b7b","string","Unit of Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_53","True","5938b2ee-f937-434d-86ac-2340e0bbd322","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_54","True","25672614-73b2-4348-b905-29d8e6dfa242","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","4f63f83f-4a3e-42f5-9168-ae619aec6bb3","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Molarity Unit","BiomedicalConceptProperty_56","True","1622ce19-203b-4178-9891-6403832338ff","string","Molarity Unit","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_57","True","d21f1906-7414-4fa9-a995-d21e315bff6e","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_58","True","0fa6e73c-4633-4cc7-a242-5ec8dd0e1919","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","9dc32aee-2568-47ae-a620-49ccbd583b09","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Molarity Unit","BiomedicalConceptProperty_60","True","d0bf84f8-c536-4b2d-828f-4f72a41675c8","string","Molarity Unit","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_61","True","02789fcc-08cc-4068-815b-a9b4633585d3","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_62","True","cca6affe-0f7e-4417-97b2-d6652d0cf420","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_63","True","fe598a2c-fe6b-45df-9795-1eb3331cdb39","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_64","True","625a8644-8aa6-4cde-abde-02ed5dfbabd3","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_65","True","ec7db92f-53c8-475e-8b5b-a6d2d33b10ff","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_66","True","0fa08bc5-7472-4eb8-9c73-5b1c68f753ce","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_67","True","e735dbbe-13c4-4c70-8e6e-df7d5bf19fc8","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_68","True","5c42eeff-d6db-4f0c-b8dd-482bdd4a8dbe","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_69","True","b104b0a3-406e-4094-af37-97ead1b82172","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_70","True","1ae4e606-14ae-4814-8ff1-27b6cf026891","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_71","True","603c74f2-68d3-4e64-865c-cdb05d2fbf04","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_72","True","728cfc49-89dc-4a81-ad36-bfa2f5ff3983","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_73","True","478e5a9d-acae-462b-8f57-07ee502c5027","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_74","True","068080d7-d06f-4470-ad44-47c846a0f91d","integer","Vital Signs Result","BiomedicalConceptProperty"
"True","Count per Minute","BiomedicalConceptProperty_75","True","d2612852-094c-4a54-b04d-f3904a773856","string","Count per Minute","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_76","True","8a4a9267-4c0e-4657-89fc-a11d51c55292","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_77","True","8d7ed6bc-ef34-4240-844f-a522c1fda3f9","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_78","True","37e1ed23-e8dc-45f3-92cf-5e571d049424","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_79","True","67912199-401f-4b36-a903-1515e21959d4","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_80","True","7d80834f-79c4-4156-8f6c-86a7ee979ddf","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_81","True","4ccd9b04-f41c-45c8-8d1f-77e8d426760f","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_82","True","41e19ab9-2c31-4a2e-90ec-9ea6c54be9e6","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_83","True","a1efcb7d-5980-46b0-a974-055967b0b434","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_84","True","19d194fc-0cb7-488a-a5c0-2dd2688d61f0","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_85","True","d7806f3a-df1e-4f14-9e1f-cf6808b5c41d","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_86","True","b09b6aab-242b-4122-89bd-4aad6afab28b","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_87","True","f16e5b6f-6a6d-4e4d-934a-26ceba03d8cb","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_88","True","b1e01300-175f-4353-84eb-27741a7a9b68","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_89","True","782695d2-1ed7-43cc-b244-0d987ae23b02","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_90","True","be42bfbf-522c-402e-bba9-6802cc9f6aee","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_91","True","47a8098d-f627-44a8-888c-ed946d1f6c90","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_92","True","1f73be02-1ab6-413e-99a1-292d153d5cf6","integer","Vital Signs Result","BiomedicalConceptProperty"
"True","Count per Minute","BiomedicalConceptProperty_93","True","cf847357-ab94-4b7a-86bd-796807e50e4e","string","Count per Minute","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_94","True","ecf1f286-5b4f-410c-9dd3-b4f6bfcb954e","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_95","True","18175f49-118e-4144-bdd1-73e35ed2e78d","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_96","True","b842ef4b-77c4-4f46-bccc-bc2448294245","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_97","True","18b52540-f5ab-4f69-83c9-3cf97efbfd00","string","Vital Signs Position","BiomedicalConceptProperty"
