"id","uuid:ID","sectionTitle","name","text","instanceType","sectionNumber"
"NarrativeContent_45","f72f9b76-de9c-4c8c-b8fc-8e7c7c7c0e6a","Blinding and Unblinding","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent","6.6.3"
"NarrativeContent_46","a4c844dd-f9d4-447c-b5b8-ac1707eefa79","Trial Intervention Compliance","SECTION 6.7","<div></div>","NarrativeContent","6.7"
"NarrativeContent_47","f7344511-3b63-4e65-9f5e-a14d55bb4f52","Concomitant Therapy","SECTION 6.8","<div></div>","NarrativeContent","6.8"
"NarrativeContent_48","01217de8-6e7a-47d8-8409-03b24ae84e1a","Prohibited Concomitant Therapy","SECTION 6.8.1","<div></div>","NarrativeContent","6.8.1"
"NarrativeContent_49","3d53564c-2657-47f5-b955-3b71dd5dae8a","Permitted Concomitant Therapy","SECTION 6.8.2","<div></div>","NarrativeContent","6.8.2"
"NarrativeContent_50","ae256dde-edba-4ef6-aee4-47af5331f424","Rescue Therapy","SECTION 6.8.3","<div></div>","NarrativeContent","6.8.3"
"NarrativeContent_51","120c38d8-3c1d-4c49-baa7-50eae648f14d","Other Therapy","SECTION 6.8.4","<div></div>","NarrativeContent","6.8.4"
"NarrativeContent_52","f45cf661-9e93-4a34-9a42-e4a85dc6373d","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","<div></div>","NarrativeContent","7"
"NarrativeContent_53","afb9feb3-cae8-4293-ba88-a6ff6f28f0bf","Discontinuation of Trial Intervention","SECTION 7.1","<div></div>","NarrativeContent","7.1"
"NarrativeContent_54","0501b4c2-22fe-4204-8cdd-c60b72c6e343","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","<div></div>","NarrativeContent","7.1.1"
"NarrativeContent_55","6a8a67b1-21d8-4db7-aaf0-6c1ee9e770b4","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","<div></div>","NarrativeContent","7.1.2"
"NarrativeContent_56","86d8ca96-81ca-4349-ba83-2b197fa3256c","Rechallenge","SECTION 7.1.3","<div></div>","NarrativeContent","7.1.3"
"NarrativeContent_57","2aa42d9f-0a2a-4b15-8a2b-a8f8de631eec","Participant Withdrawal from the Trial","SECTION 7.2","<div></div>","NarrativeContent","7.2"
"NarrativeContent_58","fe867473-3d68-4a85-a94c-81c6fa364354","Lost to Follow-Up","SECTION 7.3","<div></div>","NarrativeContent","7.3"
"NarrativeContent_59","5c6d7800-904f-4620-9f38-e4cfb977598a","Trial Stopping Rules","SECTION 7.4","<div></div>","NarrativeContent","7.4"
"NarrativeContent_60","969c3c09-5a76-464a-b965-d1681404e5cb","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","<div></div>","NarrativeContent","8"
"NarrativeContent_61","aeb73142-cf99-4f8f-b63d-f23c6fdbc87f","Screening/Baseline Assessments and Procedures","SECTION 8.1","<div></div>","NarrativeContent","8.1"
"NarrativeContent_62","7613e2bd-4d23-4b36-b850-7e7a3e874bad","Efficacy Assessments and Procedures","SECTION 8.2","<div></div>","NarrativeContent","8.2"
"NarrativeContent_63","b9031a16-e9dc-4c1b-b06c-de989807be67","Safety Assessments and Procedures","SECTION 8.3","<div></div>","NarrativeContent","8.3"
"NarrativeContent_64","fbbd8786-f5fc-47f5-9735-2dec39ebbda3","Physical Examination","SECTION 8.3.1","<div></div>","NarrativeContent","8.3.1"
"NarrativeContent_65","5caad4a4-6aa7-42e9-922d-f4f62bea5278","Vital Signs","SECTION 8.3.2","<div></div>","NarrativeContent","8.3.2"
"NarrativeContent_66","b3ff35c1-748c-4ed5-90f0-824975e4cb99","Electrocardiograms","SECTION 8.3.3","<div></div>","NarrativeContent","8.3.3"
"NarrativeContent_67","f1d74787-46cd-450c-a12c-0d99a0167e41","Clinical Laboratory Assessments","SECTION 8.3.4","<div></div>","NarrativeContent","8.3.4"
"NarrativeContent_68","235e3c8c-7947-4d2e-ae79-f8c8167abc8d","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","<div></div>","NarrativeContent","8.3.5"
"NarrativeContent_69","1ded6bcc-a982-4b22-880c-28ed8fc6d58d","Adverse Events and Serious Adverse Events","SECTION 8.4","<div></div>","NarrativeContent","8.4"
"NarrativeContent_70","b28f2ced-7689-42f7-b814-ef936051713a","Definitions of AE and SAE","SECTION 8.4.1","<div></div>","NarrativeContent","8.4.1"
"NarrativeContent_71","1e34e040-0626-4aa6-9993-703f5be13522","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","<div></div>","NarrativeContent","8.4.2"
"NarrativeContent_72","689feebe-01d2-4df0-a314-e4b2db5320d4","Identifying AEs and SAEs","SECTION 8.4.3","<div></div>","NarrativeContent","8.4.3"
"NarrativeContent_73","4726e582-895c-4a2a-be6e-131e6c7df703","Recording of AEs and SAEs","SECTION 8.4.4","<div></div>","NarrativeContent","8.4.4"
"NarrativeContent_74","87ec06df-9628-4c23-a3df-bffba5db703b","Follow-up of AEs and SAEs","SECTION 8.4.5","<div></div>","NarrativeContent","8.4.5"
"NarrativeContent_75","adc825d1-9259-45ca-b909-b1298529577c","Reporting of SAEs","SECTION 8.4.6","<div></div>","NarrativeContent","8.4.6"
"NarrativeContent_76","d5736b96-dc7c-4aaf-862a-51e3a13b04e8","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","<div></div>","NarrativeContent","8.4.7"
"NarrativeContent_77","43f6abf4-9bb6-4771-abbe-9d7babfa736c","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","<div></div>","NarrativeContent","8.4.8"
"NarrativeContent_78","253d5b15-85c8-4aaa-8eb1-94a9022a53c0","Adverse Events of Special Interest","SECTION 8.4.9","<div></div>","NarrativeContent","8.4.9"
"NarrativeContent_79","07505bac-7c10-4b42-a452-facb24520f26","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","<div></div>","NarrativeContent","8.4.10"
"NarrativeContent_80","02ac9247-65bc-4deb-a7a9-5252c7ea0d9f","Pregnancy and Postpartum Information","SECTION 8.5","<div></div>","NarrativeContent","8.5"
"NarrativeContent_81","e0ff2812-d659-4bb2-9a92-e01e2bc4c3d0","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","<div></div>","NarrativeContent","8.5.1"
"NarrativeContent_82","75bd189d-3ac6-4710-bba5-573007a34008","Participants Whose Partners Become Pregnant","SECTION 8.5.2","<div></div>","NarrativeContent","8.5.2"
"NarrativeContent_83","b3dc3062-9c95-46a7-8835-094b2a54c0f2","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","<div></div>","NarrativeContent","8.6"
"NarrativeContent_84","3c984490-65ca-419f-80fc-f3b3feff9132","Definition of Medical Device Product Complaints","SECTION 8.6.1","<div></div>","NarrativeContent","8.6.1"
"NarrativeContent_85","b524861a-6d87-4595-b1a0-8346272203b1","Recording of Medical Device Product Complaints","SECTION 8.6.2","<div></div>","NarrativeContent","8.6.2"
"NarrativeContent_86","7d3d8082-8d8a-4087-a1f6-9d2d6252e252","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","<div></div>","NarrativeContent","8.6.3"
"NarrativeContent_87","b2b6280c-b16f-42e1-b900-1f4e9ba7ebde","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","<div></div>","NarrativeContent","8.6.4"
"NarrativeContent_88","d302932c-50b9-40c8-9952-ff8d126b0f83","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","<div></div>","NarrativeContent","8.6.5"
"NarrativeContent_89","608d574e-7b8d-4413-8703-8baadb1fb349","Pharmacokinetics","SECTION 8.7","<div></div>","NarrativeContent","8.7"
"NarrativeContent_90","1f19c445-6efa-443b-865c-dcddb2e2b639","Genetics","SECTION 8.8","<div></div>","NarrativeContent","8.8"
"NarrativeContent_91","5998c8b4-c884-4fad-8557-6f8a4ad91301","Biomarkers","SECTION 8.9","<div></div>","NarrativeContent","8.9"
"NarrativeContent_92","906aa065-6837-4a14-934b-613c05f6d4a0","Immunogenicity Assessments","SECTION 8.1","<div></div>","NarrativeContent","8.1"
"NarrativeContent_93","99fcecb6-fe66-43e4-8928-e74b2cf7bd2b","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","<div></div>","NarrativeContent","8.1.1"
"NarrativeContent_94","335a2c05-8115-46d1-8e32-a97943c7c63b","STATISTICAL CONSIDERATIONS","SECTION 9","<div></div>","NarrativeContent","9"
"NarrativeContent_95","60a08705-d1fd-4132-a422-06edd80b7856","Analysis Sets","SECTION 9.1","<div></div>","NarrativeContent","9.1"
"NarrativeContent_96","0532a0e7-e7e0-4ae7-afab-38707aa9f9a6","Analyses Supporting Primary Objective(s)","SECTION 9.2","<div></div>","NarrativeContent","9.2"
"NarrativeContent_97","e45e3c54-f42f-4324-9566-363a503d369a","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","<div></div>","NarrativeContent","9.2.1"
"NarrativeContent_98","d987d70e-9f9c-4a38-96e8-5894edc9930d","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","<div></div>","NarrativeContent","9.2.2"
"NarrativeContent_99","9a2aaa85-c9b3-4851-97c1-c13fb410284f","Handling of Missing Data","SECTION 9.2.3","<div></div>","NarrativeContent","9.2.3"
"NarrativeContent_100","ab10614c-06fc-40a0-9834-5b6f86656743","Sensitivity Analysis","SECTION 9.2.4","<div></div>","NarrativeContent","9.2.4"
"NarrativeContent_101","85e887b6-6981-4746-b301-d282ae90eb66","Supplementary Analysis","SECTION 9.2.5","<div></div>","NarrativeContent","9.2.5"
"NarrativeContent_102","5fe53c32-202b-417d-8f59-ca7d2123f201","Analysis Supporting Secondary Objective(s)","SECTION 9.3","<div></div>","NarrativeContent","9.3"
"NarrativeContent_103","5b607846-89a4-4cb4-bb18-618318440993","Analysis of Exploratory Objective(s)","SECTION 9.4","<div></div>","NarrativeContent","9.4"
"NarrativeContent_104","b242f33c-2d41-4559-849b-18d1cf5b5a7a","Safety Analyses","SECTION 9.5","<div></div>","NarrativeContent","9.5"
"NarrativeContent_105","2573e8d1-83a8-49e2-b4f4-7cb7ccfb9c58","Other Analyses","SECTION 9.6","<div></div>","NarrativeContent","9.6"
"NarrativeContent_106","33a0a974-a7bb-4c9b-85d9-4b4ca25a5458","Interim Analyses","SECTION 9.7","<div></div>","NarrativeContent","9.7"
"NarrativeContent_107","20de7a77-ed82-431a-8b3a-eaeb055f4c5a","Sample Size Determination","SECTION 9.8","<div></div>","NarrativeContent","9.8"
"NarrativeContent_108","702b3a31-128e-4cc0-a838-0dc464f02c39","Protocol Deviations","SECTION 9.9","<div></div>","NarrativeContent","9.9"
"NarrativeContent_109","6039d622-15a5-4096-88ee-47ad4980f7dd","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","<div></div>","NarrativeContent","10"
"NarrativeContent_110","ac194a63-273a-47ab-a295-ad7c8255531e","Regulatory and Ethical Considerations","SECTION 10.1","<div></div>","NarrativeContent","10.1"
"NarrativeContent_111","c16f478f-35ff-4f6b-a487-680f6e689852","Committees","SECTION 10.2","<div></div>","NarrativeContent","10.2"
"NarrativeContent_112","0193d57a-0054-488d-829b-18887665608e","Informed Consent Process","SECTION 10.3","<div></div>","NarrativeContent","10.3"
"NarrativeContent_113","706a7388-825e-4787-ab4c-d7cd8b07b6d6","Data Protection","SECTION 10.4","<div></div>","NarrativeContent","10.4"
"NarrativeContent_114","65b32f2c-f675-4323-b3a9-44bd13ae238a","Early Site Closure or Trial Termination","SECTION 10.5","<div></div>","NarrativeContent","10.5"
"NarrativeContent_115","4744af42-6dcb-4d2f-a9ed-775a9c8ecc61","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","<div></div>","NarrativeContent","11"
"NarrativeContent_116","66140648-6772-4379-bd70-9726dca2bf0b","Quality Tolerance Limits","SECTION 11.1","<div></div>","NarrativeContent","11.1"
"NarrativeContent_117","32977f17-32d2-4fd8-a378-3b8ab35c353b","Data Quality Assurance","SECTION 11.2","<div></div>","NarrativeContent","11.2"
"NarrativeContent_118","41820528-fea2-499d-a392-1229a635e4a8","Source Data","SECTION 11.3","<div></div>","NarrativeContent","11.3"
"NarrativeContent_119","9efc879e-de1f-47f8-98b3-1909cf9628a1","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","<div></div>","NarrativeContent","12"
"NarrativeContent_120","40a03cbc-d499-42c7-aa95-8fef483f4dfb","Further Details and Clarifications on the AE Definition","SECTION 12.1","<div></div>","NarrativeContent","12.1"
"NarrativeContent_121","54038389-f666-4be9-985e-0ae5936df35a","Further Details and Clarifications on the SAE Definition","SECTION 12.2","<div></div>","NarrativeContent","12.2"
"NarrativeContent_122","69fffbb0-998c-49e5-b72b-bcbd948c9369","Severity","SECTION 12.3","<div></div>","NarrativeContent","12.3"
"NarrativeContent_123","02a5c271-a7ff-4bcf-bc69-eabd8264c7a7","Causality","SECTION 12.4","<div></div>","NarrativeContent","12.4"
"NarrativeContent_124","9be6133b-8784-43a9-a15f-b4034c80be28","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","<div></div>","NarrativeContent","13"
"NarrativeContent_125","cf13855e-c441-4152-88cd-b053168bad4a","Contraception and Pregnancy Testing","SECTION 13.1","<div></div>","NarrativeContent","13.1"
"NarrativeContent_126","34de9611-d9a6-4b57-83e9-3d50caf4d635","Definitions Related to Childbearing Potential","SECTION 13.1.1","<div></div>","NarrativeContent","13.1.1"
"NarrativeContent_127","d63b52b6-887a-4ede-bf5a-a6506a884238","Contraception","SECTION 13.1.2","<div></div>","NarrativeContent","13.1.2"
"NarrativeContent_128","f3b73341-6e89-4825-b819-bfd3bcc04f99","Pregnancy Testing","SECTION 13.1.3","<div></div>","NarrativeContent","13.1.3"
"NarrativeContent_129","731c521a-3cf6-48bd-bdbd-c77df8cc6abd","Clinical Laboratory Tests","SECTION 13.2","<div></div>","NarrativeContent","13.2"
"NarrativeContent_130","bd03a315-5fbf-4c55-9f70-edc964e85692","Country/Region-Specific Differences","SECTION 13.3","<div></div>","NarrativeContent","13.3"
"NarrativeContent_131","8ac697c0-82a7-4af2-adf6-354588893060","Prior Protocol Amendments","SECTION 13.4","<div></div>","NarrativeContent","13.4"
"NarrativeContent_132","c2f84354-1fda-4410-9573-5e06457d5bb3","APPENDIX: GLOSSARY OF TERMS","SECTION 14","<div></div>","NarrativeContent","14"
"NarrativeContent_133","befcf0d8-dac3-47b5-a276-579aa3e56bc8","APPENDIX: REFERENCES","SECTION 15","<div></div>","NarrativeContent","15"
