"decode","id","code","codeSystem","uuid:ID","codeSystemVersion","instanceType"
"Clinic","Code_86","C51282","http://www.cdisc.org","79d10451-2f4c-4b92-8139-cb787ead0b8b","2023-09-29","Code"
"In Person","Code_87","C175574","http://www.cdisc.org","42f394d1-49ea-4709-9ce4-b8d1441776ca","2023-09-29","Code"
"Visit","Code_88","C25716","http://www.cdisc.org","50947fae-bc94-405b-a9a7-aaa5296a0f61","2023-09-29","Code"
"Clinic","Code_89","C51282","http://www.cdisc.org","1a0ae833-ce7c-4e5b-91f0-49e6b872652a","2023-09-29","Code"
"In Person","Code_90","C175574","http://www.cdisc.org","f9bbc2ed-0e01-4f48-991e-ee8bbd300d91","2023-09-29","Code"
"Visit","Code_91","C25716","http://www.cdisc.org","0810cba8-50f8-4a37-ab08-19160c6ddc54","2023-09-29","Code"
"Clinic","Code_92","C51282","http://www.cdisc.org","b486676c-0e16-4fab-bada-d076a018c9ab","2023-09-29","Code"
"In Person","Code_93","C175574","http://www.cdisc.org","1fbe6bbf-922b-4d23-8147-93eb91c37c2e","2023-09-29","Code"
"Visit","Code_94","C25716","http://www.cdisc.org","b449a617-3450-4b93-a248-5e65f85fd92c","2023-09-29","Code"
"Clinic","Code_95","C51282","http://www.cdisc.org","4c123fc4-b29a-4458-97c5-32ccbf2be3cc","2023-09-29","Code"
"In Person","Code_96","C175574","http://www.cdisc.org","90fe75c3-7153-4c61-a7b0-4476c2f2acb5","2023-09-29","Code"
"Visit","Code_97","C25716","http://www.cdisc.org","5ed6d98a-6ad7-4ba9-b2c4-95b8e7fb2944","2023-09-29","Code"
"Clinic","Code_98","C51282","http://www.cdisc.org","a487c3de-d6f6-4f03-b237-e8de37b65a74","2023-09-29","Code"
"In Person","Code_99","C175574","http://www.cdisc.org","125a4b4a-82bc-4721-a496-170ab8b3be7d","2023-09-29","Code"
"Visit","Code_100","C25716","http://www.cdisc.org","5295bd91-8cee-45e4-af30-00c0c069d158","2023-09-29","Code"
"Clinic","Code_101","C51282","http://www.cdisc.org","bc24367b-2b07-43af-a1a2-d7ea9ce804fe","2023-09-29","Code"
"In Person","Code_102","C175574","http://www.cdisc.org","edfe68a5-18fc-451e-ac77-402d46f677aa","2023-09-29","Code"
"Telephone Call","Code_103","C171537","http://www.cdisc.org","03ffd01f-81a5-4738-8a78-886c4b9e84bf","2023-09-29","Code"
"Visit","Code_104","C25716","http://www.cdisc.org","e873e1ba-66a0-40d5-9a0e-29b4a1747b56","2023-09-29","Code"
"Clinic","Code_105","C51282","http://www.cdisc.org","a3c996d5-251d-4aaa-a113-683ccc442260","2023-09-29","Code"
"In Person","Code_106","C175574","http://www.cdisc.org","08c75c09-f78d-406d-84ee-aa827b593e46","2023-09-29","Code"
"Telephone Call","Code_107","C171537","http://www.cdisc.org","64d67fce-a968-4abd-9a19-43705772a484","2023-09-29","Code"
"Visit","Code_108","C25716","http://www.cdisc.org","a4cc22fa-536d-4146-a211-4efdaa2e95ae","2023-09-29","Code"
"Clinic","Code_109","C51282","http://www.cdisc.org","f0bf40b2-dc4c-4d80-952b-7b375cc352cb","2023-09-29","Code"
"In Person","Code_110","C175574","http://www.cdisc.org","9211fd84-c292-429c-b2cb-3eeaca7960f3","2023-09-29","Code"
"Telephone Call","Code_111","C171537","http://www.cdisc.org","a230b691-2d74-4ca7-8b66-c7a76151acbe","2023-09-29","Code"
"Visit","Code_112","C25716","http://www.cdisc.org","007e87db-b9b6-47c4-a4fb-30ade5481a46","2023-09-29","Code"
"Clinic","Code_113","C51282","http://www.cdisc.org","52f3df37-d582-46bd-b678-23078ff0720b","2023-09-29","Code"
"In Person","Code_114","C175574","http://www.cdisc.org","d8caa6e4-7aaa-4e99-b748-1ba20bdc5431","2023-09-29","Code"
"Telephone Call","Code_115","C171537","http://www.cdisc.org","9fdb1eb7-6a67-400e-9e44-95690fe97661","2023-09-29","Code"
"Visit","Code_116","C25716","http://www.cdisc.org","9934682e-7d51-4bbc-98a9-93654dd44773","2023-09-29","Code"
"Clinic","Code_117","C51282","http://www.cdisc.org","83e5ada2-e6ac-43f6-b4e1-607a00fa9452","2023-09-29","Code"
"In Person","Code_118","C175574","http://www.cdisc.org","49a7bd37-10be-4829-9d7c-fcc2fe4f79c2","2023-09-29","Code"
"Visit","Code_119","C25716","http://www.cdisc.org","c8f04480-0e68-4ef1-aacc-93a3aa9f4047","2023-09-29","Code"
"Clinic","Code_120","C51282","http://www.cdisc.org","228d761a-ad17-44e3-b004-a15c83775e4c","2023-09-29","Code"
"In Person","Code_121","C175574","http://www.cdisc.org","cc1ae4b9-28de-490f-a436-e61b1d71f3e3","2023-09-29","Code"
"CT of head without contrast","Code_79","383371000119108","SNOMED","9ed1fd9b-136c-4012-be48-69ff464e3948","January 31, 2018","Code"
"Subject Supine","Code_80","123","SPONSOR","0dd0fd03-94cb-43d9-b57b-7469f1409a23","12","Code"
"Subject Standing","Code_81","124","SPONSOR","8d5b7c2e-c792-4df4-aafc-086901aea710","12","Code"
"Vital Signs Result","Code_278","C173522","NCI Thesaurus","d4d5c840-5bd2-4f34-ad18-4d1e9cfcecfc","","Code"
"Kelvin","Code_279","C42537","http://www.cdisc.org","5c57d705-f172-4c31-994b-fdc73b7ad5a6","2023-09-29","Code"
"Unit of Temperature","Code_280","C44276","NCI Thesaurus","21dbeb0e-1684-44cf-b614-3d5bddb32068","","Code"
"Vital Signs Location","Code_281","C83088","NCI Thesaurus","5e9a4ffc-1aaa-41a0-a3d0-1c2213c0378a","","Code"
"Body Temperature","Code_277","C174446","NCI Thesaurus","396868dd-413f-41ef-bee3-fe89035af6bb","","Code"
"Vital Signs Result","Code_283","C173522","NCI Thesaurus","675abf40-50f9-46d9-84c3-32977e1b04f2","","Code"
"Kilogram","Code_284","C28252","http://www.cdisc.org","7a9ad271-5a3c-4710-8f97-4a1ec8a686f8","2023-09-29","Code"
"Gram","Code_285","C48155","http://www.cdisc.org","2eea0771-fce6-4e2e-a81e-7fc0373e1632","2023-09-29","Code"
"Pound","Code_286","C48531","http://www.cdisc.org","d5a1e877-f062-4a3f-9c6f-f4aab6902090","2023-09-29","Code"
"Unit of Weight","Code_287","C48208","NCI Thesaurus","7d47b023-a8e2-4d1d-9689-65a3d566ddee","","Code"
"Body Weight","Code_282","C81328","NCI Thesaurus","44006cb5-5e25-4f99-a16d-16c8227da65a","","Code"
"Vital Signs Result","Code_289","C173522","NCI Thesaurus","adf89c44-bf53-4198-b195-1c26e719825a","","Code"
"Centimeter","Code_290","C49668","http://www.cdisc.org","01196f0e-1458-46e4-9323-42b09b272579","2023-09-29","Code"
"Inch","Code_291","C48500","http://www.cdisc.org","869e3685-784e-4a5b-83f5-23b789e146b8","2023-09-29","Code"
"Millimeter","Code_292","C28251","http://www.cdisc.org","d083ae4e-e22f-4ebb-90b6-4f9021c34b0a","2023-09-29","Code"
"Meter","Code_293","C41139","http://www.cdisc.org","e745ac4e-b5d4-40f8-b327-f13236c0a85e","2023-09-29","Code"
"Unit of Height","Code_294","C168688","NCI Thesaurus","382cf090-bbb2-4d05-880c-0584193c95ce","","Code"
"Body Height","Code_288","C164634","NCI Thesaurus","f22d7533-a68d-498f-a659-599f3ab7e801","","Code"
"Laboratory Test Result","Code_296","C36292","NCI Thesaurus","6160f7bf-74fe-407e-b520-f7fb53b2ad6b","","Code"
"Laboratory Test Fasting Status","Code_297","C83309","NCI Thesaurus","87355792-f578-487d-b503-dd5b970fc147","","Code"
"Unit of Catalytic Activity Concentration","Code_298","C67365","NCI Thesaurus","f6409071-2502-43cc-bd33-ad1ca09566d4","","Code"
"Biospecimen Type","Code_299","C70713","NCI Thesaurus","2320ae55-a30e-4841-a5cf-927771377404","","Code"
"Alanine Aminotransferase Measurement","Code_295","C64433","NCI Thesaurus","91ffeb2d-aa9d-44ab-b69f-9c89a54317f4","","Code"
"Laboratory Test Result","Code_301","C36292","NCI Thesaurus","98638470-7e8f-4b05-a206-39239e7c43e6","","Code"
"Laboratory Test Fasting Status","Code_302","C83309","NCI Thesaurus","0bf05dea-7e29-47b4-b185-779801ea9192","","Code"
"Unit of Concentration","Code_303","C48207","NCI Thesaurus","aa1092dc-5f20-49c8-8385-b07a234e8cf8","","Code"
"Biospecimen Type","Code_304","C70713","NCI Thesaurus","fb7cae14-3edb-4250-8ceb-d928d1b0677b","","Code"
"Albumin Measurement","Code_300","C64431","NCI Thesaurus","df9c3518-18d2-4da8-89cb-267eecfaaad5","","Code"
"Laboratory Test Result","Code_306","C36292","NCI Thesaurus","15a0ff59-f296-4ef4-ba99-7c6b4528f5a8","","Code"
"Laboratory Test Fasting Status","Code_307","C83309","NCI Thesaurus","3343b22a-6e61-47a2-89c4-b353352d8963","","Code"
"Unit of Catalytic Activity Concentration","Code_308","C67365","NCI Thesaurus","586d2947-d45b-4935-8333-819a087358d3","","Code"
"Biospecimen Type","Code_309","C70713","NCI Thesaurus","1a8bf05d-ee19-4e87-a168-1ecfd3437567","","Code"
"Alkaline Phosphatase Measurement","Code_305","C64432","NCI Thesaurus","02a37887-bc0c-482c-b573-7a9ced39eec7","","Code"
"Laboratory Test Result","Code_311","C36292","NCI Thesaurus","ec785321-3a1e-4fe8-82f4-3dbf6e6c0d04","","Code"
"Laboratory Test Fasting Status","Code_312","C83309","NCI Thesaurus","70b9245c-6363-471d-8c38-90140faff0d6","","Code"
"Unit of Catalytic Activity Concentration","Code_313","C67365","NCI Thesaurus","ad11a4cf-904c-4976-8530-886e63ff5d6d","","Code"
"Biospecimen Type","Code_314","C70713","NCI Thesaurus","5d223bf6-7b6b-4870-9b23-f4e8b7460e0d","","Code"
"Aspartate Aminotransferase Measurement","Code_310","C64467","NCI Thesaurus","e0df313b-281b-4246-8bb2-703aa6e706c1","","Code"
"Laboratory Test Result","Code_316","C36292","NCI Thesaurus","3a74daff-3f83-412d-976a-ff737b29dde1","","Code"
"Laboratory Test Fasting Status","Code_317","C83309","NCI Thesaurus","75814b0a-a2c7-4383-a4c9-b2f2714523a8","","Code"
"Unit of Concentration","Code_318","C48207","NCI Thesaurus","e47858a8-0e8a-40f1-ac67-0d9fa5a76932","","Code"
"Biospecimen Type","Code_319","C70713","NCI Thesaurus","57e1c0f0-af38-4248-8e05-8c1ea4da2f15","","Code"
"Creatinine Measurement","Code_315","C64547","NCI Thesaurus","1895a0a6-2f82-4a47-a949-d0fae1bed921","","Code"
"Laboratory Test Result","Code_321","C36292","NCI Thesaurus","ee5597be-0cbe-4333-a806-0824e988e14d","","Code"
"Laboratory Test Fasting Status","Code_322","C83309","NCI Thesaurus","b599edfe-1e9b-4340-9136-ad7931feda7a","","Code"
"Molarity Unit","Code_323","C64567","NCI Thesaurus","587e0784-8ff7-4077-b908-96ba7d4b7078","","Code"
"Biospecimen Type","Code_324","C70713","NCI Thesaurus","a2bca562-631f-4df4-a1e1-4d18a2f2e027","","Code"
"Potassium Measurement","Code_320","C64853","NCI Thesaurus","8017093d-9072-43fb-86b3-22fd4441dd95","","Code"
"Laboratory Test Result","Code_326","C36292","NCI Thesaurus","2b0461ae-b5e2-4004-b6e7-8f157539eb80","","Code"
"Laboratory Test Fasting Status","Code_327","C83309","NCI Thesaurus","49af3e80-f5e3-4467-b8a6-1b3e044101a6","","Code"
"Molarity Unit","Code_328","C64567","NCI Thesaurus","d8e7cb99-11a9-4e87-9c3f-70b8e0231f3e","","Code"
"Biospecimen Type","Code_329","C70713","NCI Thesaurus","e6b6f0f3-dc95-4ad8-8b2f-486646ba6b65","","Code"
"Sodium Measurement","Code_325","C64809","NCI Thesaurus","35c224d9-52eb-456f-aac4-0ee81e38fa64","","Code"
"Adverse Event Verbatim Description","Code_145","C78541","NCI Thesaurus","ef264c93-c92c-4dda-b911-2e13a6a2ffa6","","Code"
"Adverse Event Dictionary Derived Term","Code_146","C83344","NCI Thesaurus","2baa4f92-c956-4dc7-ab67-faef6861d88f","","Code"
"Adverse Event Category","Code_147","C83198","NCI Thesaurus","ed5613f8-4708-488d-b1b4-6729c3d0fcd4","","Code"
"Adverse Event Subcategory","Code_148","C83212","NCI Thesaurus","84966d6a-7af8-4dcb-97d7-e7b599fb907d","","Code"
"Adverse Event Pre-specified","Code_149","C87840","NCI Thesaurus","3ff44640-0c41-4f33-9fb6-495eac7e554c","","Code"
"Severity of Adverse Event","Code_150","C53253","NCI Thesaurus","407e9031-0e23-405c-8cb0-7d7468fd2e29","","Code"
"Adverse Event Toxicity Grade","Code_151","C78605","NCI Thesaurus","aa6dcf2c-7755-4df4-9585-fe70b68dec05","","Code"
"Seriousness of Adverse Event","Code_152","C53252","NCI Thesaurus","c9ab03f4-918b-49df-b35f-8de2f4465f1e","","Code"
"Adverse Event Action Taken with Study Treatment","Code_153","C83013","NCI Thesaurus","188883d0-5cd8-46e4-9094-c52bdfc246a8","","Code"
"Adverse Event Attribution to Product or Procedure","Code_154","C41358","NCI Thesaurus","bf2c7be8-be10-4b7d-9c73-5a097d4c0bfc","","Code"
"Intermittent","Code_155","C71325","http://www.cdisc.org","e4a2f863-9472-4198-98d4-9b24f6844bb6","2023-09-29","Code"
"Adverse Event Pattern","Code_156","C83208","NCI Thesaurus","db3f3a25-13ea-4757-89e5-c78031f13aec","","Code"
"Adverse Event Outcome","Code_157","C49489","NCI Thesaurus","2ec15655-b898-41ca-b889-cddc4ca92328","","Code"
"Adverse Event Start Date Time","Code_158","C83215","NCI Thesaurus","5a9a2145-9d19-47e0-927a-ee157a33d022","","Code"
"Adverse Event End Date Time","Code_159","C83201","NCI Thesaurus","bb16f80d-c1e0-4aac-b464-9e91e879e6da","","Code"
"Adverse Event","Code_144","C41331","NCI Thesaurus","8313721d-2a82-4195-8ee2-ff6eb6dc3932","","Code"
"Vital Signs Result","Code_161","C173522","NCI Thesaurus","344450b9-52c0-4b4f-b248-e29e5163603e","","Code"
"Pascal","Code_162","C42547","http://www.cdisc.org","b3155b00-eeeb-4f37-8012-79ba6fa8c77c","2023-09-29","Code"
"Unit of Pressure","Code_163","C49669","NCI Thesaurus","bfc24c01-4227-48d8-be7f-c7ea3758efef","","Code"
"Vital Signs Location","Code_164","C83088","NCI Thesaurus","ae806fd3-4eea-48cf-a082-b8e4f43d10a3","","Code"
"Vital Signs Laterality","Code_165","C123975","NCI Thesaurus","02085546-4e9f-4c7f-a06b-fcfc5c44f71c","","Code"
"Test Method","Code_166","C82535","NCI Thesaurus","b0098b0d-e22d-414a-a11a-37b216cbd5e7","","Code"
"Vital Signs Position","Code_167","C83114","NCI Thesaurus","529266aa-a4b8-4966-91d5-7b74a874a077","","Code"
"Systolic Blood Pressure","Code_160","C25298","NCI Thesaurus","9321cae2-003d-4635-8233-993841a903d3","","Code"
"Vital Signs Result","Code_169","C173522","NCI Thesaurus","a45b6e58-769c-4c56-9aec-60dba0fb5736","","Code"
"Pascal","Code_170","C42547","http://www.cdisc.org","6cae3888-15b1-4696-962a-eca8c4bc8f51","2023-09-29","Code"
"Unit of Pressure","Code_171","C49669","NCI Thesaurus","b596d7ab-838a-409a-b819-7c4485361efb","","Code"
"Vital Signs Location","Code_172","C83088","NCI Thesaurus","eb8378f9-e195-4020-a63b-4b47cb3ca020","","Code"
"Vital Signs Laterality","Code_173","C123975","NCI Thesaurus","3297bc4b-f111-443f-a046-b0f6001b4074","","Code"
"Test Method","Code_174","C82535","NCI Thesaurus","22cf6416-6e51-4691-a1d6-8cb3f057ab66","","Code"
"Vital Signs Position","Code_175","C83114","NCI Thesaurus","c5f9a303-ff90-4b2f-9265-1c4673618aad","","Code"
"Diastolic Blood Pressure","Code_168","C25299","NCI Thesaurus","ba444487-0f46-42f9-a6e3-3214c9ab07bb","","Code"
"Vital Signs Result","Code_177","C173522","NCI Thesaurus","6fa4f095-df3d-43c4-b864-13a20a7f0d30","","Code"
"Kelvin","Code_178","C42537","http://www.cdisc.org","d09d85ec-0e28-44c7-9c60-b466910ee5a3","2023-09-29","Code"
"Unit of Temperature","Code_179","C44276","NCI Thesaurus","4c29f5f9-bb35-42ea-9250-0ca1927d2239","","Code"
"Vital Signs Location","Code_180","C83088","NCI Thesaurus","2617a96b-659d-406c-80e5-b1c12ddd3b1d","","Code"
"Body Temperature","Code_176","C174446","NCI Thesaurus","29a31276-49d1-45d1-b24a-23905d9549f8","","Code"
"Vital Signs Result","Code_182","C173522","NCI Thesaurus","3524c983-0fa5-4fc8-b9fc-080db281dc4c","","Code"
"Kilogram","Code_183","C28252","http://www.cdisc.org","0ea6ade7-afbd-4cc3-b75b-a4832b0390f6","2023-09-29","Code"
"Gram","Code_184","C48155","http://www.cdisc.org","2b00f76b-5191-4181-89cc-00195a3c8955","2023-09-29","Code"
"Pound","Code_185","C48531","http://www.cdisc.org","73c0217e-562f-4f06-b509-8e5518765e33","2023-09-29","Code"
"Unit of Weight","Code_186","C48208","NCI Thesaurus","950a72f6-a3ed-4cec-b00d-1e4cbfd51fa6","","Code"
"Body Weight","Code_181","C81328","NCI Thesaurus","b40852d5-aedc-4922-8668-88fce218cb87","","Code"
"Vital Signs Result","Code_188","C173522","NCI Thesaurus","76fe4675-582f-42e4-8da8-b0472b877c78","","Code"
"Centimeter","Code_189","C49668","http://www.cdisc.org","2a34abff-6d2e-42eb-b71b-c2be1521468d","2023-09-29","Code"
"Inch","Code_190","C48500","http://www.cdisc.org","930f11f9-4481-4c25-9ad5-26fc03194e2a","2023-09-29","Code"
"Millimeter","Code_191","C28251","http://www.cdisc.org","43ff07b8-b096-4c5f-a469-ddc73a989b53","2023-09-29","Code"
"Meter","Code_192","C41139","http://www.cdisc.org","940f7bc0-55c2-4b1c-95cd-4482dea843fd","2023-09-29","Code"
"Unit of Height","Code_193","C168688","NCI Thesaurus","2743ca72-9307-43e4-ae53-05d7b3c60e63","","Code"
"Body Height","Code_187","C164634","NCI Thesaurus","68ce1439-7217-422f-80bc-515ad8dfcc1e","","Code"
"Laboratory Test Result","Code_195","C36292","NCI Thesaurus","8fa8fd28-2885-4241-83f2-b3a9fba74c29","","Code"
"Laboratory Test Fasting Status","Code_196","C83309","NCI Thesaurus","354fac49-8451-4886-a2a5-67d5680807d2","","Code"
"Unit of Catalytic Activity Concentration","Code_197","C67365","NCI Thesaurus","80e5333d-4a21-4751-810a-5cf33d27519a","","Code"
"Biospecimen Type","Code_198","C70713","NCI Thesaurus","eefb02ba-01f9-4d11-8b6b-9d8792079c85","","Code"
"Alanine Aminotransferase Measurement","Code_194","C64433","NCI Thesaurus","e3e68b91-eb75-43cf-9bd4-d4b7f51c3396","","Code"
"Laboratory Test Result","Code_200","C36292","NCI Thesaurus","7d9daa7f-0ccb-48ec-af16-8f4f2f387749","","Code"
"Laboratory Test Fasting Status","Code_201","C83309","NCI Thesaurus","ace1b10f-6f65-473a-b9fa-c4a5924ae0b2","","Code"
"Unit of Concentration","Code_202","C48207","NCI Thesaurus","51a99551-16e9-4527-9f0a-c0b7a3f89113","","Code"
"Biospecimen Type","Code_203","C70713","NCI Thesaurus","171db2cb-f85e-4d25-a4e5-fe35d0abb5b1","","Code"
"Albumin Measurement","Code_199","C64431","NCI Thesaurus","8f3467d6-f291-4659-af50-8a6c0607c863","","Code"
"Laboratory Test Result","Code_205","C36292","NCI Thesaurus","c0f57505-921a-4bff-ba3a-8475240aeef1","","Code"
"Laboratory Test Fasting Status","Code_206","C83309","NCI Thesaurus","406870f1-2cf0-4161-93f2-79368f51985b","","Code"
"Unit of Catalytic Activity Concentration","Code_207","C67365","NCI Thesaurus","7d2e02c8-7ede-462b-b940-5350289fe3b3","","Code"
"Biospecimen Type","Code_208","C70713","NCI Thesaurus","fe851ad0-0bb8-4104-a3e5-5fdd3edfdbae","","Code"
"Alkaline Phosphatase Measurement","Code_204","C64432","NCI Thesaurus","c631e930-3e61-427b-bcb6-7e4606672ded","","Code"
"Laboratory Test Result","Code_210","C36292","NCI Thesaurus","69331ae5-0790-487d-93b1-ea62cac99fc5","","Code"
"Laboratory Test Fasting Status","Code_211","C83309","NCI Thesaurus","d4bbf404-441a-485e-901b-8aa6394cd76c","","Code"
"Unit of Catalytic Activity Concentration","Code_212","C67365","NCI Thesaurus","1f531cc2-fb56-4559-a45f-d7f66add84c3","","Code"
"Biospecimen Type","Code_213","C70713","NCI Thesaurus","41fe9e9c-5bc5-4052-94e8-b90192b3f8f2","","Code"
"Aspartate Aminotransferase Measurement","Code_209","C64467","NCI Thesaurus","9780aa29-38e0-4836-8622-b273eeb6c54c","","Code"
"Laboratory Test Result","Code_215","C36292","NCI Thesaurus","c970a82e-d6ac-43ed-bba5-b1c341094c41","","Code"
"Laboratory Test Fasting Status","Code_216","C83309","NCI Thesaurus","2e05123c-cb81-4882-9258-c93fae9a9ff2","","Code"
"Unit of Concentration","Code_217","C48207","NCI Thesaurus","6d65d7e4-83f2-4f08-802e-ab5aa758455b","","Code"
"Biospecimen Type","Code_218","C70713","NCI Thesaurus","c2009af3-0151-487a-9441-b2c7b1d1876a","","Code"
"Creatinine Measurement","Code_214","C64547","NCI Thesaurus","a68c2b59-1fba-49f8-a3d2-4920490c0c5e","","Code"
"Laboratory Test Result","Code_220","C36292","NCI Thesaurus","9673485c-08d2-4608-bf35-564860a34195","","Code"
"Laboratory Test Fasting Status","Code_221","C83309","NCI Thesaurus","23e14d8f-cba3-4bc4-8d2a-97ba43c8ac36","","Code"
"Molarity Unit","Code_222","C64567","NCI Thesaurus","8e3a97b7-7d86-4748-a2da-bb7f907aa07d","","Code"
"Biospecimen Type","Code_223","C70713","NCI Thesaurus","d6ca73ad-b4e2-4846-a1b6-d0493386c272","","Code"
"Potassium Measurement","Code_219","C64853","NCI Thesaurus","817d53e0-bf11-45dc-b189-5c158c7678e5","","Code"
"Laboratory Test Result","Code_225","C36292","NCI Thesaurus","24acda4f-9df3-4100-b202-75b68c1ca319","","Code"
"Laboratory Test Fasting Status","Code_226","C83309","NCI Thesaurus","9bdbd558-e8ed-4f1f-abf3-ed824be50b92","","Code"
"Molarity Unit","Code_227","C64567","NCI Thesaurus","5e352c8b-9e17-405f-beea-b83f1fded615","","Code"
"Biospecimen Type","Code_228","C70713","NCI Thesaurus","7e3a682f-9cec-44a4-a1cd-396ec3df66dc","","Code"
"Sodium Measurement","Code_224","C64809","NCI Thesaurus","bf9f6a82-c5e5-4d1f-b115-49dc6f63d036","","Code"
"Vital Signs Result","Code_230","C173522","NCI Thesaurus","463121f6-c2a8-463f-b3fa-715490f552c7","","Code"
"Pascal","Code_231","C42547","http://www.cdisc.org","2fca2a23-ad53-4cd1-aaf7-068c79e89a7d","2023-09-29","Code"
"Unit of Pressure","Code_232","C49669","NCI Thesaurus","666331c1-3dcf-4b4a-ab52-45a0460de58e","","Code"
"Vital Signs Location","Code_233","C83088","NCI Thesaurus","36e9c2f4-9890-4229-95f3-29d107713b6b","","Code"
"Vital Signs Laterality","Code_234","C123975","NCI Thesaurus","102beed0-7265-4fe9-bf25-d30585bdb1af","","Code"
"Test Method","Code_235","C82535","NCI Thesaurus","f06300d5-79ea-4e44-81a9-f606abf1c14f","","Code"
"Vital Signs Position","Code_236","C83114","NCI Thesaurus","c2015659-32f6-4ab2-98be-ca42763069d1","","Code"
"Systolic Blood Pressure","Code_229","C25298","NCI Thesaurus","14ff6921-fe7e-4f03-9cb0-a564766aea01","","Code"
"Vital Signs Result","Code_238","C173522","NCI Thesaurus","c3765469-386d-41bb-82d4-c1a8f7fccd9f","","Code"
"Pascal","Code_239","C42547","http://www.cdisc.org","16341fb4-1e34-4d43-831a-75b8181d5866","2023-09-29","Code"
"Unit of Pressure","Code_240","C49669","NCI Thesaurus","3ec0586b-ca85-48f3-9bdb-1d2a63357eb3","","Code"
"Vital Signs Location","Code_241","C83088","NCI Thesaurus","7bc09218-9550-42d9-906e-bb5707442366","","Code"
"Vital Signs Laterality","Code_242","C123975","NCI Thesaurus","74d0ae71-19a1-4643-8621-aa4936f5d04d","","Code"
"Test Method","Code_243","C82535","NCI Thesaurus","0b9b1eb3-7630-42ba-abc2-0fa54a967e3b","","Code"
"Vital Signs Position","Code_244","C83114","NCI Thesaurus","7625a4eb-7231-497f-aca5-43b12d67a229","","Code"
"Diastolic Blood Pressure","Code_237","C25299","NCI Thesaurus","679d7b2a-22d8-4ea6-8d03-3147690e0934","","Code"
"Vital Signs Result","Code_246","C173522","NCI Thesaurus","deb1c4ff-dd4b-4452-8f02-cf358015a2b2","","Code"
