"id","name","label","uuid:ID","reference","instanceType","synonyms"
"BiomedicalConcept_32","Sodium Concentration in Urine","Sodium Concentration in Urine","e18f5d64-bb77-4c17-a9ee-6879335e56e9","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']"
"BiomedicalConcept_33","Hemoglobin A1C Concentration in Blood","Hemoglobin A1C Concentration in Blood","a45cf385-e2c7-4d2d-aa98-feb47f82347f","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","BiomedicalConcept","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']"
"BiomedicalConcept_1","Adverse Event Prespecified","Adverse Event Prespecified","b8d08949-cab7-48ca-8faf-424aeb7e74e0","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","BiomedicalConcept","['Adverse Event', 'Solicited Adverse Event']"
"BiomedicalConcept_2","Systolic Blood Pressure","Systolic Blood Pressure","6a67292e-0c19-48fa-b375-929e16c69c40","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']"
"BiomedicalConcept_3","Diastolic Blood Pressure","Diastolic Blood Pressure","c9c56338-b3ce-42cb-8cae-084725b4d13c","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']"
"BiomedicalConcept_4","Temperature","Temperature","11225a90-a849-4d8d-86e4-06d7dedcd146","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept","['Temperature', 'Body Temperature']"
"BiomedicalConcept_5","Weight","Weight","3d04049b-1b55-44e2-82c4-4700e2c411d6","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept","['Weight', 'Body Weight']"
"BiomedicalConcept_6","Height","Height","aeea7c5c-9048-4029-8c66-185bcf324b9d","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept","['Height', 'Body Height']"
"BiomedicalConcept_7","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","61a0a773-6a28-48b4-8cda-3c279048b80d","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']"
"BiomedicalConcept_8","Albumin Presence in Urine","Albumin Presence in Urine","fd02c99b-af69-4c15-982b-c6b4fe14c7fb","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept","['Albumin', 'Albumin Measurement']"
"BiomedicalConcept_9","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","0ebea38f-3374-4c6b-b7c7-bcd7ffc0de0a","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']"
"BiomedicalConcept_10","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","a3e66b7d-e12c-40a8-bfc0-6d09fc9d9852","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']"
"BiomedicalConcept_11","Creatinine Concentration in Urine","Creatinine Concentration in Urine","66e75a52-3089-47d6-b403-ed562a892488","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept","['Creatinine', 'Creatinine Measurement']"
"BiomedicalConcept_12","Potassium Concentration in Urine","Potassium Concentration in Urine","9b94c546-83bf-47e4-b1f3-f6d1df0f941e","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']"
"BiomedicalConcept_13","Sodium Concentration in Urine","Sodium Concentration in Urine","8b858555-5f18-440e-915e-8b0d61afb237","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']"
"BiomedicalConcept_14","Systolic Blood Pressure","Systolic Blood Pressure","28ee68ac-e802-4b0e-9f81-1a82b9206c5e","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']"
"BiomedicalConcept_15","Diastolic Blood Pressure","Diastolic Blood Pressure","7a178296-be44-4c88-996e-0909c60d6a26","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']"
"BiomedicalConcept_16","Heart Rate","Heart Rate","b0bc80a2-635d-4e40-8798-04e46a3e0bf7","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept","['Heart Rate']"
"BiomedicalConcept_17","Systolic Blood Pressure","Systolic Blood Pressure","e821354a-39be-47d5-870e-36e4d4491bc0","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']"
"BiomedicalConcept_18","Diastolic Blood Pressure","Diastolic Blood Pressure","0f6d8f6e-4ab7-4b53-9319-1f611fc45513","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']"
"BiomedicalConcept_19","Heart Rate","Heart Rate","b5d2bb4e-3bd2-4baf-9e99-db406ff16122","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept","['Heart Rate']"
