"isEnabled","uuid:ID","isRequired","label","name","id","datatype","instanceType"
"True","42cbf6a3-aeb2-4ee6-8adf-03be148dcc91","True","AESCAN","AESCAN","BiomedicalConceptProperty_13","text","BiomedicalConceptProperty"
"True","66f26fb5-e92c-4425-b768-b0a92aee6ef1","True","AESCONG","AESCONG","BiomedicalConceptProperty_14","text","BiomedicalConceptProperty"
"True","6e2aa621-de0c-471e-a51f-b97288828da7","True","AESDISAB","AESDISAB","BiomedicalConceptProperty_15","text","BiomedicalConceptProperty"
"True","fda54fc5-e392-4aec-9a7a-a6272b4c38c1","True","AESDTH","AESDTH","BiomedicalConceptProperty_16","text","BiomedicalConceptProperty"
"True","c396a1d9-b3e8-40d9-81c6-1b98b9cca98e","True","AESHOSP","AESHOSP","BiomedicalConceptProperty_17","text","BiomedicalConceptProperty"
"True","829a420d-2b74-4176-8389-de38e302438d","True","AESLIFE","AESLIFE","BiomedicalConceptProperty_18","text","BiomedicalConceptProperty"
"True","36c35467-9e16-49ea-8411-bb04a92a32f3","True","AESOD","AESOD","BiomedicalConceptProperty_19","text","BiomedicalConceptProperty"
"True","7fcb4e5f-7bdc-44bf-836d-84acce9e912d","True","AESMIE","AESMIE","BiomedicalConceptProperty_20","text","BiomedicalConceptProperty"
"True","861bb03e-2cdc-4a29-af8f-5f950d2abb6d","True","AECONTRT","AECONTRT","BiomedicalConceptProperty_21","text","BiomedicalConceptProperty"
"True","b7252a35-e3ee-4465-b307-a5d127cad491","True","AESTDTC","AESTDTC","BiomedicalConceptProperty_22","datetime","BiomedicalConceptProperty"
"True","fbae3fc8-0217-4c59-bca8-0d389fd82f24","True","AEENDTC","AEENDTC","BiomedicalConceptProperty_23","datetime","BiomedicalConceptProperty"
"True","b73567c4-bd58-48ce-9f3f-b0589d7864e2","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_24","","BiomedicalConceptProperty"
"True","bd5a1f4f-fa0d-47e6-8ff4-c7f4a1334f62","True","VSORRES","VSORRES","BiomedicalConceptProperty_25","integer","BiomedicalConceptProperty"
"True","0e430fb8-a5f8-41b5-a5fa-f6038549df2b","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_26","","BiomedicalConceptProperty"
"True","93681bb6-47a6-41e8-854c-8d6fb79d7e6e","True","VSPOS","VSPOS","BiomedicalConceptProperty_27","","BiomedicalConceptProperty"
"True","323e23b9-e472-412a-a921-26a1d076344b","True","VSLOC","VSLOC","BiomedicalConceptProperty_28","","BiomedicalConceptProperty"
"True","61fa216d-822a-422f-ad67-c059b5fb4684","True","VSLAT","VSLAT","BiomedicalConceptProperty_29","","BiomedicalConceptProperty"
"True","d819a9be-53a3-45dd-ba00-17f641d85858","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_30","","BiomedicalConceptProperty"
"True","41eb854a-b975-4a93-b234-03aaa85debb9","True","VSORRES","VSORRES","BiomedicalConceptProperty_31","integer","BiomedicalConceptProperty"
"True","549e8b23-4de7-4458-a9ff-d12db9389e45","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_32","","BiomedicalConceptProperty"
"True","d5fa46bd-8c15-4801-8165-e0e3c3f01ca2","True","VSPOS","VSPOS","BiomedicalConceptProperty_33","","BiomedicalConceptProperty"
"True","8efccc4d-8887-4bce-9eac-4bff9f9d28e9","True","VSLOC","VSLOC","BiomedicalConceptProperty_34","","BiomedicalConceptProperty"
"True","52fdbff8-7b7d-43a9-addf-1ec9ac8c1c58","True","VSLAT","VSLAT","BiomedicalConceptProperty_35","","BiomedicalConceptProperty"
"True","8e52cbb4-68ce-4629-a23f-a43a6b035c22","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_36","","BiomedicalConceptProperty"
"True","9cd74a55-5be6-479f-9a74-d025ed7f2122","True","VSORRES","VSORRES","BiomedicalConceptProperty_37","float","BiomedicalConceptProperty"
"True","385f5cd2-8bef-4554-9f7c-b649779d30fb","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_38","","BiomedicalConceptProperty"
"True","119ad73e-f7ff-42d4-be0a-2ca06c40858e","True","VSLOC","VSLOC","BiomedicalConceptProperty_39","","BiomedicalConceptProperty"
"True","ae73076c-3722-4bf9-bb5e-d8ecca193b47","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_40","","BiomedicalConceptProperty"
"True","6a78b571-5fbb-4205-b949-1005d9bce131","True","VSORRES","VSORRES","BiomedicalConceptProperty_41","float","BiomedicalConceptProperty"
"True","4556354c-86c6-4f56-969d-4b524884950e","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_42","","BiomedicalConceptProperty"
"True","5b7a6559-67d4-4489-9600-1e05b585152c","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_43","","BiomedicalConceptProperty"
"True","78b10af6-b668-4828-b4b6-3c7e626d0d2d","True","VSORRES","VSORRES","BiomedicalConceptProperty_44","float","BiomedicalConceptProperty"
"True","0b2075aa-4071-48cf-9835-3a71822a20f7","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_45","","BiomedicalConceptProperty"
"True","d06423f1-c5c3-4198-a204-877dcbe62464","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_46","","BiomedicalConceptProperty"
"True","c9601dbe-82d3-4257-9185-dc302d416e2d","True","LBORRES","LBORRES","BiomedicalConceptProperty_47","float","BiomedicalConceptProperty"
"True","3830c56b-3e97-47d3-93d7-40e4dd08f833","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_48","","BiomedicalConceptProperty"
"True","f759ae96-7b0d-49b2-990c-f9901bfb3a17","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_49","","BiomedicalConceptProperty"
"True","ce6a3bc6-ca8f-42ab-a7bb-8e3b90570a0c","True","LBFAST","LBFAST","BiomedicalConceptProperty_50","","BiomedicalConceptProperty"
"True","491b66ec-5ada-4678-a460-63b8a7e9ec74","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_51","","BiomedicalConceptProperty"
"True","14f81cce-9790-4a66-be8d-49d220ea7286","True","LBORRES","LBORRES","BiomedicalConceptProperty_52","text","BiomedicalConceptProperty"
"True","c3e92262-f154-430f-b752-b91577a8c8e7","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_53","","BiomedicalConceptProperty"
"True","db7708df-ec46-4343-b8be-a881bcbe3e04","True","LBFAST","LBFAST","BiomedicalConceptProperty_54","","BiomedicalConceptProperty"
"True","0b03695f-a3f5-4341-9cba-d9b3def8244d","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_55","","BiomedicalConceptProperty"
"True","7817e88b-7e7e-4497-952f-ed0b026f6bbe","True","LBORRES","LBORRES","BiomedicalConceptProperty_56","float","BiomedicalConceptProperty"
"True","871bbce8-46c1-40a8-bfb9-b3065e317b26","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_57","","BiomedicalConceptProperty"
"True","4b403a39-ae23-46d3-adce-74c5c7580b2f","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_58","","BiomedicalConceptProperty"
"True","fac3efd8-38b2-4e9f-9b9b-8bfe59944fcf","True","LBFAST","LBFAST","BiomedicalConceptProperty_59","","BiomedicalConceptProperty"
"True","b19990b2-7593-4a50-93e8-ea4d1684da88","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_60","","BiomedicalConceptProperty"
"True","deb014e0-100e-4720-b3fc-2e0e4c872229","True","LBORRES","LBORRES","BiomedicalConceptProperty_61","float","BiomedicalConceptProperty"
"True","8c994e2a-4406-4f1f-ae5b-347f816c55fb","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_62","","BiomedicalConceptProperty"
"True","1ffe0923-c928-4ece-8426-f81639721a9a","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_63","","BiomedicalConceptProperty"
"True","5ada4a5a-b018-431a-bf72-8e1b302938f3","True","LBFAST","LBFAST","BiomedicalConceptProperty_64","","BiomedicalConceptProperty"
"True","ad44d794-9f9f-42be-a07e-24aab87415e0","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_65","","BiomedicalConceptProperty"
"True","69c0adb5-11e4-4f86-bd78-3c974a62fabc","True","LBORRES","LBORRES","BiomedicalConceptProperty_66","float","BiomedicalConceptProperty"
"True","dbab6d4f-3b15-4f86-b29d-4e940af748d0","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_67","","BiomedicalConceptProperty"
"True","aaed056f-5be7-4391-bd09-513457c45eaa","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_68","","BiomedicalConceptProperty"
"True","9ac612ae-b1cd-4f71-94f8-efb869d6a188","True","LBFAST","LBFAST","BiomedicalConceptProperty_69","","BiomedicalConceptProperty"
"True","7a25e3a1-e99d-4231-8f71-3ef5c3c7f398","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_70","","BiomedicalConceptProperty"
"True","870d94d4-4e66-4f11-b083-11e8d5944c4d","True","LBORRES","LBORRES","BiomedicalConceptProperty_71","float","BiomedicalConceptProperty"
"True","40c1445b-a0fd-43aa-a652-20b7bd94b58e","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_72","","BiomedicalConceptProperty"
"True","cdf87f79-6bc6-4a04-bf7e-e3421861f93a","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_73","","BiomedicalConceptProperty"
"True","2d266f69-f339-4899-8ac0-d0740a6fbbdb","True","LBFAST","LBFAST","BiomedicalConceptProperty_74","","BiomedicalConceptProperty"
"True","3e2c81ff-46eb-49b2-8976-b9027fcb53ac","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_75","","BiomedicalConceptProperty"
"True","64b1174f-d2dc-4575-99f9-5276e6b0ceef","True","LBORRES","LBORRES","BiomedicalConceptProperty_76","float","BiomedicalConceptProperty"
"True","975abfc9-6825-41bc-988d-7e82dadde7a7","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_77","","BiomedicalConceptProperty"
"True","d3d12448-bba3-4d31-9e5b-a6c865915f67","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_78","","BiomedicalConceptProperty"
"True","08bad400-a836-493f-ba5d-81a9c7fef15c","True","LBFAST","LBFAST","BiomedicalConceptProperty_79","","BiomedicalConceptProperty"
"True","e7db4b4b-38c8-46ef-a03c-c28459c18d80","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_80","","BiomedicalConceptProperty"
"True","79f0e1b4-cb23-4a9d-8803-53b5465820a4","True","VSORRES","VSORRES","BiomedicalConceptProperty_81","integer","BiomedicalConceptProperty"
"True","edf1d072-4929-41ba-b694-251a9c61e7d4","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_82","","BiomedicalConceptProperty"
"True","a4f066b1-ef1c-419d-b883-a1c9ff26802b","True","VSPOS","VSPOS","BiomedicalConceptProperty_83","","BiomedicalConceptProperty"
"True","09d81504-ce88-4a6e-ade5-443f3ea4ee21","True","VSLOC","VSLOC","BiomedicalConceptProperty_84","","BiomedicalConceptProperty"
"True","94578c75-6236-4c2c-a346-1344c3e21557","True","VSLAT","VSLAT","BiomedicalConceptProperty_85","","BiomedicalConceptProperty"
"True","db7776a8-f9ca-402e-82c8-b3ee7dfab88f","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_86","","BiomedicalConceptProperty"
"True","2f12c5bf-e0a5-4cc4-8a9c-e50dc7b5b50d","True","VSORRES","VSORRES","BiomedicalConceptProperty_87","integer","BiomedicalConceptProperty"
"True","7a485409-be4c-44fa-9131-42fe2e583b1a","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_88","","BiomedicalConceptProperty"
"True","869c824d-0939-43a6-a36f-21d803e5d03e","True","VSPOS","VSPOS","BiomedicalConceptProperty_89","","BiomedicalConceptProperty"
"True","af6aecce-1890-40db-b2a1-4f0e5154383c","True","VSLOC","VSLOC","BiomedicalConceptProperty_90","","BiomedicalConceptProperty"
"True","ad53fdec-f3d0-4d70-83e3-1f3c9ea3ebf6","True","VSLAT","VSLAT","BiomedicalConceptProperty_91","","BiomedicalConceptProperty"
"True","c76fbf9b-70fe-479f-996c-fe044ffc8e1c","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_92","","BiomedicalConceptProperty"
"True","23e9715e-fd2b-45ad-be86-c19914bef849","True","VSORRES","VSORRES","BiomedicalConceptProperty_93","integer","BiomedicalConceptProperty"
"True","d7224429-daa9-46e2-b1b2-cd6059482e9b","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_94","","BiomedicalConceptProperty"
"True","bb28f8df-4893-4e0c-a8ee-a00a86c511f5","True","VSPOS","VSPOS","BiomedicalConceptProperty_95","","BiomedicalConceptProperty"
"True","c8343e70-8bef-4626-a885-b51c516b08d0","True","VSLOC","VSLOC","BiomedicalConceptProperty_96","","BiomedicalConceptProperty"
"True","bac4cb38-af93-4e5a-aef4-0ee921026892","True","VSLAT","VSLAT","BiomedicalConceptProperty_97","","BiomedicalConceptProperty"
"True","c6367b62-4294-4675-a25e-f41da08c5fbb","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_98","","BiomedicalConceptProperty"
"True","df6f2647-bcf8-4cb5-82b6-b6f5800b5c9c","True","VSORRES","VSORRES","BiomedicalConceptProperty_99","integer","BiomedicalConceptProperty"
"True","01f961fe-ee3d-4ada-a925-c9461482430b","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_100","","BiomedicalConceptProperty"
"True","8919ed2b-66b1-40b3-9141-71bba8459beb","True","VSPOS","VSPOS","BiomedicalConceptProperty_101","","BiomedicalConceptProperty"
"True","70355420-0504-4246-aa4b-b36ca6781a5b","True","VSLOC","VSLOC","BiomedicalConceptProperty_102","","BiomedicalConceptProperty"
"True","0749be4b-cb64-4199-a258-8a010284060b","True","VSLAT","VSLAT","BiomedicalConceptProperty_103","","BiomedicalConceptProperty"
"True","8fd1fb57-4763-4778-9daf-1e6ce337b169","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_104","","BiomedicalConceptProperty"
"True","9c941f9a-dd61-43f5-8788-e13d6e3dedf5","True","VSORRES","VSORRES","BiomedicalConceptProperty_105","integer","BiomedicalConceptProperty"
"True","0e52b1f1-ebe9-4050-a567-92d7795ec312","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_106","","BiomedicalConceptProperty"
"True","b8fd91cc-f720-4950-ad93-e4fb493384be","True","VSPOS","VSPOS","BiomedicalConceptProperty_107","","BiomedicalConceptProperty"
"True","56472038-e99b-4761-94a8-6ea947e0b9c9","True","VSLOC","VSLOC","BiomedicalConceptProperty_108","","BiomedicalConceptProperty"
"True","61202f6e-3359-484a-b6d1-bbf8e216b5a1","True","VSLAT","VSLAT","BiomedicalConceptProperty_109","","BiomedicalConceptProperty"
"True","227b4023-be2a-46e1-8e39-15074eb5d173","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_110","","BiomedicalConceptProperty"
"True","f6181303-5ef8-4792-9558-840fd6877118","True","VSORRES","VSORRES","BiomedicalConceptProperty_111","integer","BiomedicalConceptProperty"
"True","cf187251-a698-43d8-a3d9-ebb8782af30c","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_112","","BiomedicalConceptProperty"
"True","58f8b5cf-7685-49df-b380-ac8a03f0de2c","True","VSPOS","VSPOS","BiomedicalConceptProperty_113","","BiomedicalConceptProperty"
"True","396cdec0-5119-449e-a466-c70ba81f7655","True","VSLOC","VSLOC","BiomedicalConceptProperty_114","","BiomedicalConceptProperty"
"True","e530ff72-4d3b-40a9-9804-6113799f4717","True","VSLAT","VSLAT","BiomedicalConceptProperty_115","","BiomedicalConceptProperty"
