"id","instanceType","codeSystemVersion","codeSystem","uuid:ID","code","decode"
"Code_85","Code","2023-12-15","http://www.cdisc.org","ad6b0a12-e5a2-40fd-8b79-bb2597532b7d","C175574","In Person"
"Code_86","Code","2023-12-15","http://www.cdisc.org","60c7694b-2a6c-407f-8b5b-1919f095c027","C25716","Visit"
"Code_87","Code","2023-12-15","http://www.cdisc.org","7f37672a-b77b-455f-9798-826d052c3430","C51282","Clinic"
"Code_88","Code","2023-12-15","http://www.cdisc.org","5f543768-2e4b-4b4b-87de-2d461c4ad03f","C175574","In Person"
"Code_89","Code","2023-12-15","http://www.cdisc.org","ee51d4b3-511d-49b3-bfe9-6e3415ba572f","C25716","Visit"
"Code_90","Code","2023-12-15","http://www.cdisc.org","9e6f8ef6-7343-4d4e-b326-c94616541965","C51282","Clinic"
"Code_91","Code","2023-12-15","http://www.cdisc.org","3a93671a-5161-481d-9a02-ef2698b1b029","C175574","In Person"
"Code_92","Code","2023-12-15","http://www.cdisc.org","72d705ae-b246-4dc5-a900-a9091570d40f","C25716","Visit"
"Code_93","Code","2023-12-15","http://www.cdisc.org","438eab38-8775-4de7-98b7-ffcf78b15af4","C51282","Clinic"
"Code_94","Code","2023-12-15","http://www.cdisc.org","2a38e1a5-e896-46bb-8004-b93e336784e5","C175574","In Person"
"Code_95","Code","2023-12-15","http://www.cdisc.org","562fa079-b60e-4359-bfb0-512d564df338","C25716","Visit"
"Code_96","Code","2023-12-15","http://www.cdisc.org","d6e8ee3d-e9f4-4f19-9f42-8a05599ed64a","C51282","Clinic"
"Code_97","Code","2023-12-15","http://www.cdisc.org","a1230f97-9fb8-4506-8d86-e67d3ad9836e","C175574","In Person"
"Code_98","Code","2023-12-15","http://www.cdisc.org","9c37ada4-2d74-4f37-b87d-a60faea2d61e","C25716","Visit"
"Code_99","Code","2023-12-15","http://www.cdisc.org","eed247c6-13ef-42b5-99e1-5ae01bd199d0","C51282","Clinic"
"Code_100","Code","2023-12-15","http://www.cdisc.org","83373982-fd63-4220-b683-4467b0d3c427","C175574","In Person"
"Code_101","Code","2023-12-15","http://www.cdisc.org","42114a15-8e9c-4489-8aa8-970ec37be73b","C25716","Visit"
"Code_102","Code","2023-12-15","http://www.cdisc.org","c8b2de89-de7b-4ae6-8d3d-92432eb6145a","C51282","Clinic"
"Code_103","Code","2023-12-15","http://www.cdisc.org","467aa66a-17b6-49ab-82d0-edc61a4fdd51","C175574","In Person"
"Code_104","Code","2023-12-15","http://www.cdisc.org","4101f57e-d3c6-4a2a-9cd4-b3f2ae7b5327","C171537","Telephone Call"
"Code_105","Code","2023-12-15","http://www.cdisc.org","05589b4d-2ead-4b55-8a6e-290428f251ad","C25716","Visit"
"Code_106","Code","2023-12-15","http://www.cdisc.org","725b4cae-1aea-4e15-af5f-a85858b8bc66","C51282","Clinic"
"Code_107","Code","2023-12-15","http://www.cdisc.org","4d72c19d-c016-4afe-ab50-730e58580fe5","C175574","In Person"
"Code_108","Code","2023-12-15","http://www.cdisc.org","5564278c-ddc5-4ca6-b774-896e8bbbe32a","C171537","Telephone Call"
"Code_109","Code","2023-12-15","http://www.cdisc.org","133abc49-b843-496f-b2f4-b9c3c756b448","C25716","Visit"
"Code_110","Code","2023-12-15","http://www.cdisc.org","30ed9119-7077-423a-821b-f0782b6b5353","C51282","Clinic"
"Code_111","Code","2023-12-15","http://www.cdisc.org","7872e08c-31ee-4ede-be36-9852957ce35f","C175574","In Person"
"Code_112","Code","2023-12-15","http://www.cdisc.org","df2ea9ec-73b3-4104-bacf-1d7c171a450d","C171537","Telephone Call"
"Code_113","Code","2023-12-15","http://www.cdisc.org","e131cdbc-2f23-4493-b0cf-0239a30295c2","C25716","Visit"
"Code_114","Code","2023-12-15","http://www.cdisc.org","dae2cd7d-34e9-413d-95cc-a4f66da1c4f3","C51282","Clinic"
"Code_115","Code","2023-12-15","http://www.cdisc.org","d34f38ac-6842-432b-8872-771a7d84c190","C175574","In Person"
"Code_116","Code","2023-12-15","http://www.cdisc.org","3809c8f5-2b6c-4378-934f-07e51d90ab4c","C171537","Telephone Call"
"Code_117","Code","2023-12-15","http://www.cdisc.org","db60d4e9-b195-4c32-bd0f-540ad1a5114e","C25716","Visit"
"Code_118","Code","2023-12-15","http://www.cdisc.org","3cee8ba6-8e1d-49a5-9259-ffcbf7375498","C51282","Clinic"
"Code_119","Code","2023-12-15","http://www.cdisc.org","b14bef7e-b6f9-45a9-b770-00b0ec1adc6d","C175574","In Person"
"Code_120","Code","2023-12-15","http://www.cdisc.org","302637bb-4930-4a3b-95c1-f9c3404e7487","C25716","Visit"
"Code_121","Code","2023-12-15","http://www.cdisc.org","c09efcf6-36e3-47ff-ba14-446a00a346e8","C51282","Clinic"
"Code_122","Code","2023-12-15","http://www.cdisc.org","525d366f-c050-437e-8182-c9f0662ed6af","C175574","In Person"
"Code_80","Code","January 31, 2018","SNOMED","ca5b08f8-d51c-401a-a051-60fea291b20b","383371000119108","CT of head without contrast"
"Code_81","Code","12","SPONSOR","4b7ad098-5314-458d-bdbb-b1c3fe145a15","123","Subject Supine"
"Code_82","Code","12","SPONSOR","a5a97f82-e4f8-4e7b-b27c-87d2b65e74ad","124","Subject Standing"
"Code_429","Code","2023-12-15","http://www.cdisc.org","0e54bb76-0263-496f-b3f5-e9c21bac7a07","C82977","Dictionary-derived Term"
"Code_430","Code","2023-12-15","http://www.cdisc.org","72e74b1b-4004-49c3-ada2-417f69034d00","C82571","Reported Event Term"
"Code_431","Code","2023-12-15","http://www.cdisc.org","946ed7d8-af54-4fb1-912b-2365316cf1df","C82517","Observation Start Date Time"
"Code_432","Code","2023-12-15","http://www.cdisc.org","f8816bfa-188c-4ac3-ba51-0129985e99f9","C16735","Informed Consent"
"Code_433","Code","2023-12-15","http://www.cdisc.org","939d4de6-2d43-40d9-a774-16d1e46e71a5","C20197","Male"
"Code_434","Code","2023-12-15","http://www.cdisc.org","ba9535e7-979c-4e4f-9d44-d6f66c6b664a","C16576","Female"
"Code_435","Code","2023-12-15","http://www.cdisc.org","651c7bd8-c71c-4f85-9c1e-211501e48c06","C28421","Sex"
"Code_436","Code","2023-12-15","http://www.cdisc.org","0d5a494d-95cc-4d4f-a36d-4bad556c120f","C28421","Sex"
"Code_437","Code","2023-12-15","http://www.cdisc.org","297232fc-a9ec-4dd6-9c34-b9fed92a0344","C17049","Race"
"Code_438","Code","2023-12-15","http://www.cdisc.org","1f4a2923-1da6-4059-ba55-c9354ed811d3","C17049","Race"
"Code_439","Code","2023-12-15","http://www.cdisc.org","6d5facf6-72b6-4d9a-84ed-7b3879a26845","C174446","TEMP"
"Code_440","Code","2023-12-15","http://www.cdisc.org","9a20e59a-a4b5-488c-9ab6-04a296cecba7","C77140","Clinical Test Result"
"Code_441","Code","2023-12-15","http://www.cdisc.org","4302acdb-e6b9-40c6-ae69-ac464b707056","C42559","Degree Celsius"
"Code_442","Code","2023-12-15","http://www.cdisc.org","b2910d29-fd8e-4ab8-a827-cca6489084c4","C44277","Degree Fahrenheit"
"Code_443","Code","2023-12-15","http://www.cdisc.org","112527a3-1523-4341-9c62-042b5c08cdaf","C42537","Kelvin"
"Code_444","Code","2023-12-15","http://www.cdisc.org","0dc74400-4160-4bfe-bb6a-bef6c5c708c3","C44276","Unit of Temperature"
"Code_445","Code","2023-12-15","http://www.cdisc.org","3bc31108-a044-48f1-858b-12aac74d59fc","C12674","Axilla"
"Code_446","Code","2023-12-15","http://www.cdisc.org","52937e4d-a502-49ff-bfa8-60e7fd3e8898","C12394","Ear"
"Code_447","Code","2023-12-15","http://www.cdisc.org","3e31b23e-954a-41c1-ac12-a193ed47831a","C89803","Forehead"
"Code_448","Code","2023-12-15","http://www.cdisc.org","bec13626-f6a2-4f97-80b1-0085040afe49","C12421","Oral Cavity"
"Code_449","Code","2023-12-15","http://www.cdisc.org","7d4cb81b-2a6b-46ae-9fa1-b8a901c3fa4d","C12390","Rectum"
"Code_450","Code","2023-12-15","http://www.cdisc.org","3a4bd6a1-069e-4b43-849f-030df3d3132b","C13717","Anatomic Site"
"Code_451","Code","2023-12-15","http://www.cdisc.org","e4aa1cc6-f63e-4be0-b5a4-df3aeb490c98","C174446","TEMP"
"Code_452","Code","2023-12-15","http://www.cdisc.org","9d549eba-ef66-46f0-a8c6-1b995d3cfff9","C25208","WEIGHT"
"Code_453","Code","2023-12-15","http://www.cdisc.org","5a593f7e-4c64-427b-818b-ce943ba9fdfc","C77140","Clinical Test Result"
"Code_454","Code","2023-12-15","http://www.cdisc.org","e0b9878c-54bd-4a62-8591-b2e47f686366","C48531","Pound"
"Code_455","Code","2023-12-15","http://www.cdisc.org","4e5c6a85-7c8c-4eb2-9259-ea00baee2b8c","C48155","Gram"
"Code_456","Code","2023-12-15","http://www.cdisc.org","45357426-52ab-406c-87c1-20c6b69f1109","C28252","Kilogram"
"Code_457","Code","2023-12-15","http://www.cdisc.org","9571fb02-9289-4c49-bf80-587c8efb33f5","C48208","Unit of Weight"
"Code_458","Code","2023-12-15","http://www.cdisc.org","ee52727a-d4fe-4205-99de-9ccb141c5ab8","C25208","WEIGHT"
"Code_459","Code","2023-12-15","http://www.cdisc.org","3de9906d-56d0-465f-bc66-d14bdcf311f5","C25347","HEIGHT"
"Code_460","Code","2023-12-15","http://www.cdisc.org","9f20ee9d-0f14-45d9-b133-44a0023a6d9d","C77140","Clinical Test Result"
"Code_461","Code","2023-12-15","http://www.cdisc.org","f69e2b9c-327c-43de-b90b-b43a95dd5a89","C49668","Centimeter"
"Code_462","Code","2023-12-15","http://www.cdisc.org","467de9ea-3899-4f80-8e16-8c9f6b762134","C48500","Inch"
"Code_463","Code","2023-12-15","http://www.cdisc.org","460df83f-0aa0-44df-8944-8fa1110a16cc","C41139","Meter"
"Code_464","Code","2023-12-15","http://www.cdisc.org","84c1620c-d4d1-4763-8c48-90bcada5ce52","C168688","Unit of Height"
"Code_465","Code","2023-12-15","http://www.cdisc.org","81013444-9cb7-4391-acae-11ba82e9fc58","C25347","HEIGHT"
"Code_466","Code","2023-12-15","http://www.cdisc.org","f1bd0ae0-1a61-40d8-abfa-a79b73e96f12","C64433","ALT"
"Code_467","Code","2023-12-15","http://www.cdisc.org","0de16424-5759-4771-a503-bcdaa85e5616","C36292","Laboratory Test Result"
"Code_468","Code","2023-12-15","http://www.cdisc.org","51ad6003-9d3b-414b-8171-43ca41f1cb33","C67456","Unit per Liter"
"Code_469","Code","2023-12-15","http://www.cdisc.org","25f4e848-887f-4dcd-bc17-973cb0e3603a","C67397","Microkatal per Liter"
"Code_470","Code","2023-12-15","http://www.cdisc.org","aa66f84d-6e9b-4c76-81d7-abfc6630572d","C67376","International Unit per Liter"
"Code_471","Code","2023-12-15","http://www.cdisc.org","1136015b-fbf7-4168-9d56-354ef1f22a80","C70510","Nanokatal per Liter"
"Code_472","Code","2023-12-15","http://www.cdisc.org","3dc9bf3a-f206-4ca9-b999-84574f03e5bb","C67365","Unit of Catalytic Activity Concentration"
"Code_473","Code","2023-12-15","http://www.cdisc.org","e88d0b25-54f0-4a65-8b23-f260657d5493","C70713","Biospecimen Type"
"Code_474","Code","2023-12-15","http://www.cdisc.org","fdad5495-a68e-4ede-87d5-2ddbc8d84244","C49487","No"
"Code_475","Code","2023-12-15","http://www.cdisc.org","c9020792-d61c-4da0-8737-e10ef80e32e9","C49488","Yes"
"Code_476","Code","2023-12-15","http://www.cdisc.org","a4cc7e15-dc25-42d0-81a7-2a687c6eac79","C83309","Laboratory Test Fasting Status"
"Code_477","Code","2023-12-15","http://www.cdisc.org","f2ff58eb-a4f5-4b9a-9a64-e87c8054bdf6","C64433","ALT"
"Code_478","Code","2023-12-15","http://www.cdisc.org","a13dc09f-267e-4653-b308-2a3945c2e9ba","C64431","ALB"
"Code_479","Code","2023-12-15","http://www.cdisc.org","9488f455-f237-4e66-95db-e24857979428","C36292","Laboratory Test Result"
"Code_480","Code","2023-12-15","http://www.cdisc.org","3b3b984f-a6eb-4e11-954a-6ca36b81ca5a","C70713","Biospecimen Type"
"Code_481","Code","2023-12-15","http://www.cdisc.org","b959a0af-d4a5-4c7d-963c-c821ff961f4c","C49487","No"
"Code_482","Code","2023-12-15","http://www.cdisc.org","aac65bee-3061-4a2e-9569-7853a44e543c","C49488","Yes"
"Code_483","Code","2023-12-15","http://www.cdisc.org","5b9f30e9-3732-4a59-b815-9d22f449878e","C83309","Laboratory Test Fasting Status"
"Code_484","Code","2023-12-15","http://www.cdisc.org","0e462f8c-3028-4b95-88e4-eb7d01e5935d","C64431","ALB"
"Code_485","Code","2023-12-15","http://www.cdisc.org","afd0cd28-50ef-426f-944e-d54aaec33b06","C64432","ALP"
"Code_486","Code","2023-12-15","http://www.cdisc.org","a774bda3-6839-4127-868e-dfa85865d3aa","C36292","Laboratory Test Result"
"Code_487","Code","2023-12-15","http://www.cdisc.org","a51ad3c3-b4e5-488d-97e1-1af445670c52","C67456","Unit per Liter"
"Code_488","Code","2023-12-15","http://www.cdisc.org","97bdf85e-231f-43d4-9134-1773fff03b56","C67397","Microkatal per Liter"
"Code_489","Code","2023-12-15","http://www.cdisc.org","5f640a83-fc22-4f1a-8e3c-fcb169d0cce5","C67376","International Unit per Liter"
"Code_490","Code","2023-12-15","http://www.cdisc.org","0e6a3cb0-8b9e-41d5-9a4b-6ae281fe8bd2","C67365","Unit of Catalytic Activity Concentration"
"Code_491","Code","2023-12-15","http://www.cdisc.org","2f164c81-2391-4452-b16f-ee58a986cf22","C70713","Biospecimen Type"
"Code_492","Code","2023-12-15","http://www.cdisc.org","61d182a8-1bad-4a69-aa93-f21268a569c5","C49487","No"
"Code_493","Code","2023-12-15","http://www.cdisc.org","8e03230e-7436-4201-9df8-78d299f10c75","C49488","Yes"
"Code_494","Code","2023-12-15","http://www.cdisc.org","0f08c2e1-5fd3-4b2c-b444-ecff3f8cd26c","C83309","Laboratory Test Fasting Status"
"Code_495","Code","2023-12-15","http://www.cdisc.org","1cf1610f-c496-41c1-b771-f9a1ccd1f03c","C64432","ALP"
"Code_496","Code","2023-12-15","http://www.cdisc.org","37d4dc1a-e542-47df-bbcd-c9c4e1adcaef","C64467","AST"
"Code_497","Code","2023-12-15","http://www.cdisc.org","da367bd2-76fe-481a-a87a-a63c62c29219","C36292","Laboratory Test Result"
"Code_498","Code","2023-12-15","http://www.cdisc.org","3cae0a2f-d355-47a3-b24a-52f40c155933","C67456","Unit per Liter"
"Code_499","Code","2023-12-15","http://www.cdisc.org","32c46564-60ce-43b4-9e2a-7c5ffe180648","C67397","Microkatal per Liter"
"Code_500","Code","2023-12-15","http://www.cdisc.org","3fec8802-9a4a-4494-b6c7-469bcaaa84cc","C67376","International Unit per Liter"
"Code_501","Code","2023-12-15","http://www.cdisc.org","aa3d0758-8f8f-4f76-a24d-a80942b5adc8","C67365","Unit of Catalytic Activity Concentration"
"Code_502","Code","2023-12-15","http://www.cdisc.org","e3684f4b-70ab-4a3f-9676-4b3ca1ba2a9d","C70713","Biospecimen Type"
"Code_503","Code","2023-12-15","http://www.cdisc.org","0cf7c60a-7c75-43b9-99a9-bbd3fae6d288","C49487","No"
"Code_504","Code","2023-12-15","http://www.cdisc.org","e30d473e-4d38-4909-9088-c9eea1861412","C49488","Yes"
"Code_505","Code","2023-12-15","http://www.cdisc.org","15365521-e6cd-4cfb-9dfe-9118ae9b8ec5","C83309","Laboratory Test Fasting Status"
"Code_506","Code","2023-12-15","http://www.cdisc.org","a1ba7050-9794-4ffb-9aed-5fd0be7761e8","C64467","AST"
"Code_507","Code","2023-12-15","http://www.cdisc.org","23fab51b-86ab-406c-8dfb-c35c3114619f","C64547","CREAT"
"Code_508","Code","2023-12-15","http://www.cdisc.org","868c68b3-bbad-4f1d-b848-2b4d073b30dd","C36292","Laboratory Test Result"
"Code_509","Code","2023-12-15","http://www.cdisc.org","c036c34b-bf87-42e7-8fec-c4134a89f6a2","C67015","Milligram per Deciliter"
"Code_510","Code","2023-12-15","http://www.cdisc.org","0df57772-89b8-4789-8250-5f8ba5d51f41","C64572","Microgram per Milliliter"
"Code_511","Code","2023-12-15","http://www.cdisc.org","5210ef03-de79-4e6a-b41e-27474b1568b7","C64387","Millimole per Liter"
"Code_512","Code","2023-12-15","http://www.cdisc.org","d365b2b0-9f3e-4d1b-a760-87a130352cbd","C48508","Micromole per Liter"
"Code_513","Code","2023-12-15","http://www.cdisc.org","6ffaac41-b9a6-4be5-b0b9-fbfbeca00f18","C48207","Unit of Concentration"
"Code_514","Code","2023-12-15","http://www.cdisc.org","cb3f846f-43ef-4442-823d-690b7c904afb","C70713","Biospecimen Type"
"Code_515","Code","2023-12-15","http://www.cdisc.org","3d070926-c7d7-4db3-bad9-0c24b23f6652","C49487","No"
"Code_516","Code","2023-12-15","http://www.cdisc.org","5b6f0dd2-5b6d-428c-bb96-fd85fe7d7d67","C49488","Yes"
"Code_517","Code","2023-12-15","http://www.cdisc.org","3cf8a13d-f886-4559-9421-6c1480ecf754","C83309","Laboratory Test Fasting Status"
"Code_518","Code","2023-12-15","http://www.cdisc.org","1093a3b7-4866-429b-a713-9689ddfc281f","C64547","CREAT"
"Code_519","Code","2023-12-15","http://www.cdisc.org","fecacac8-ecb3-4aa1-bfa4-377cfa7d9150","C64853","K"
"Code_520","Code","2023-12-15","http://www.cdisc.org","c75bb915-ea4d-4f48-85aa-b8f138b16756","C36292","Laboratory Test Result"
"Code_521","Code","2023-12-15","http://www.cdisc.org","6134fc6c-9743-45a4-80eb-313d3ca108dc","C67474","Milliequivalent per Liter"
"Code_522","Code","2023-12-15","http://www.cdisc.org","3eead095-c52a-4ce4-a450-d7b61b652558","C67473","Milliequivalent per Deciliter"
"Code_523","Code","2023-12-15","http://www.cdisc.org","8573ab1b-a2ac-40a4-86b2-015bef5588a6","C64387","Millimole per Liter"
"Code_524","Code","2023-12-15","http://www.cdisc.org","d37527fc-1166-4909-8aa4-132028ea3153","C64567","Molarity Unit"
"Code_525","Code","2023-12-15","http://www.cdisc.org","0d0d7edf-7a5e-4847-a7e0-710cbce256d3","C70713","Biospecimen Type"
"Code_526","Code","2023-12-15","http://www.cdisc.org","3c4bab59-6c0b-4cf6-a912-af10e3684fd8","C49487","No"
"Code_527","Code","2023-12-15","http://www.cdisc.org","4d5d245f-5f75-47b8-96c7-68cc3906f635","C49488","Yes"
"Code_528","Code","2023-12-15","http://www.cdisc.org","0c6851fd-b2ee-47dd-bdde-9976371b15f7","C83309","Laboratory Test Fasting Status"
"Code_529","Code","2023-12-15","http://www.cdisc.org","2586aa8e-fe76-476e-b6bf-9a9e455271bf","C64853","K"
"Code_530","Code","2023-12-15","http://www.cdisc.org","11dda072-d4c1-4668-a1bb-0b67241d5733","C64809","SODIUM"
"Code_531","Code","2023-12-15","http://www.cdisc.org","6b92e42b-1942-4407-8829-d21af6adb7ae","C36292","Laboratory Test Result"
"Code_532","Code","2023-12-15","http://www.cdisc.org","a2539555-816b-46d5-80f5-8aab791818c6","C67474","Milliequivalent per Liter"
"Code_533","Code","2023-12-15","http://www.cdisc.org","f9a91727-22b0-430a-bad4-91c786516cdf","C67473","Milliequivalent per Deciliter"
"Code_534","Code","2023-12-15","http://www.cdisc.org","22aae190-6f7d-4397-bec8-b1158452f6fb","C64387","Millimole per Liter"
"Code_535","Code","2023-12-15","http://www.cdisc.org","fd6437ed-030c-470a-bbcb-85864f1cfd53","C64567","Molarity Unit"
"Code_536","Code","2023-12-15","http://www.cdisc.org","41dc65e7-94eb-4f82-b2f2-3e475cd34c76","C70713","Biospecimen Type"
"Code_537","Code","2023-12-15","http://www.cdisc.org","40d84f57-e26c-4361-b868-55b9880adc24","C49487","No"
"Code_538","Code","2023-12-15","http://www.cdisc.org","6710b01a-20cb-4811-ada0-56c17bece4c6","C49488","Yes"
"Code_539","Code","2023-12-15","http://www.cdisc.org","adb5556a-940b-4d3d-900a-cd8e966a6917","C83309","Laboratory Test Fasting Status"
"Code_540","Code","2023-12-15","http://www.cdisc.org","fbc68777-1480-44dc-8a5b-e9489083129d","C64809","SODIUM"
"Code_541","Code","2023-12-15","http://www.cdisc.org","b3a3e51a-a75d-4b87-b8ef-1de3cd3a71da","C64849","HBA1C"
"Code_542","Code","2023-12-15","http://www.cdisc.org","bd2fb1a8-d9e9-4a7d-9fe5-b318fa5690c2","C36292","Laboratory Test Result"
"Code_543","Code","2023-12-15","http://www.cdisc.org","b8aa0e1c-8ee5-4479-b1fb-7db2a090019d","C64783","Gram per Deciliter"
"Code_544","Code","2023-12-15","http://www.cdisc.org","9f4e5301-1519-48b4-9dd7-1cc70397215c","No Concept Code","LBORRESU"
"Code_545","Code","2023-12-15","http://www.cdisc.org","0d29217b-f338-4358-afc7-529216373a6d","C70713","Biospecimen Type"
"Code_546","Code","2023-12-15","http://www.cdisc.org","29a62ab3-af15-427d-b334-c6a159a93341","C49487","No"
"Code_547","Code","2023-12-15","http://www.cdisc.org","6ed35651-f204-48c4-baf0-d5566b79242a","C49488","Yes"
"Code_548","Code","2023-12-15","http://www.cdisc.org","a697dee8-9465-421e-9bd9-5de512a14462","C83309","Laboratory Test Fasting Status"
"Code_549","Code","2023-12-15","http://www.cdisc.org","a9149b9c-82e2-47be-8321-1e3328c53c8d","C64849","HBA1C"
"Code_145","Code","2023-12-15","http://www.cdisc.org","6043c4d9-096c-4a23-96f7-56556187f6ae","C78541","Adverse Event Verbatim Description"
"Code_146","Code","2023-12-15","http://www.cdisc.org","2fce1dbd-4aa7-4f0a-b226-b6f81001ab2d","C83344","Adverse Event Dictionary Derived Term"
"Code_147","Code","2023-12-15","http://www.cdisc.org","dc6d66e1-799b-4eb5-bd7a-34f1f6abc821","C49487","No"
"Code_148","Code","2023-12-15","http://www.cdisc.org","6d3f1646-4494-4dc4-940c-93a4d70386b8","C49488","Yes"
"Code_149","Code","2023-12-15","http://www.cdisc.org","17908182-805d-4511-95d4-4fe9c1fc93fa","C87840","Adverse Event Pre-specified"
"Code_150","Code","2023-12-15","http://www.cdisc.org","c967796f-8ae4-4383-a07b-2c4e04e930f7","C83205","Adverse Event Location"
"Code_151","Code","2023-12-15","http://www.cdisc.org","47449b98-c62b-4e5a-b24d-5b21cd305bca","C53253","Severity of Adverse Event"
"Code_152","Code","2023-12-15","http://www.cdisc.org","71b6f00f-51da-47bd-b86c-f5ce200a7dd1","C49487","No"
"Code_153","Code","2023-12-15","http://www.cdisc.org","6c1902be-8cad-45ae-85ad-90b0ea7eeb62","C49488","Yes"
"Code_154","Code","2023-12-15","http://www.cdisc.org","d5ed192b-7d80-475e-a88d-562ff9ba50b7","C53252","Seriousness of Adverse Event"
"Code_155","Code","2023-12-15","http://www.cdisc.org","938f73fc-e474-4176-a94f-0f984b66bdcf","C83013","Adverse Event Action Taken with Study Treatment"
"Code_156","Code","2023-12-15","http://www.cdisc.org","4e0c0366-72b6-4482-8449-d621b5116309","C83109","Other Actions taken in Response to Adverse Event"
"Code_157","Code","2023-12-15","http://www.cdisc.org","cacba8fa-d303-4348-8c92-60db3df8679f","C41358","Adverse Event Attribution to Product or Procedure"
"Code_158","Code","2023-12-15","http://www.cdisc.org","fa86f077-15c8-4771-9f03-7f2d96a34daa","C83210","Adverse Event Relationship to Non Study Treatment"
"Code_159","Code","2023-12-15","http://www.cdisc.org","494cc8e9-230f-47da-bfef-a0465efd1b04","C83208","Adverse Event Pattern"
"Code_160","Code","2023-12-15","http://www.cdisc.org","6beb61ce-32ae-4716-a116-a3c2e226c674","C49489","Adverse Event Outcome"
"Code_161","Code","2023-12-15","http://www.cdisc.org","417bda0b-df95-4284-902a-0f24d84d771c","C49487","No"
"Code_162","Code","2023-12-15","http://www.cdisc.org","9dfb57e9-2875-4244-a116-9e467f06dcc6","C49488","Yes"
"Code_163","Code","2023-12-15","http://www.cdisc.org","c6ca278f-5c06-4c99-88ee-2e0cf3f58469","C83211","Adverse Event Involves Cancer"
"Code_164","Code","2023-12-15","http://www.cdisc.org","913cae7f-3841-4300-b0d5-4d54951357b7","C49487","No"
"Code_165","Code","2023-12-15","http://www.cdisc.org","2ada4831-550c-4199-b494-921313023b57","C49488","Yes"
"Code_166","Code","2023-12-15","http://www.cdisc.org","180cdf06-ecee-448d-9759-b021a42aa008","C83117","Adverse Event Seriousness Due to Congenital Anomaly"
"Code_167","Code","2023-12-15","http://www.cdisc.org","9b18bb7a-6f82-4c30-9426-6d94d6cbdeef","C49487","No"
"Code_168","Code","2023-12-15","http://www.cdisc.org","fa4bcfa9-d890-4985-b11a-61b964dbd52c","C49488","Yes"
