"id","sectionTitle","name","uuid:ID","text","instanceType","sectionNumber"
"NarrativeContent_18","Other Trial Design Considerations","SECTION 4.2.3","cf8dfec4-0a0a-49c3-93df-68c3739c0b2b","<div></div>","NarrativeContent","4.2.3"
"NarrativeContent_19","Access to Trial Intervention After End of Trial","SECTION 4.3","29973c68-9c67-4c47-8f1e-d8f8fe394c01","<div></div>","NarrativeContent","4.3"
"NarrativeContent_20","Start of Trial and End of Trial","SECTION 4.4","f0a78366-b924-447d-93bf-9a56b8ab858c","<div></div>","NarrativeContent","4.4"
"NarrativeContent_21","TRIAL POPULATION","SECTION 5","df5e1e2b-cce1-4855-9a0f-9f3ef51db850","<div></div>","NarrativeContent","5"
"NarrativeContent_22","Selection of Trial Population","SECTION 5.1","dca3d467-8232-45ec-902c-21cc62e95262","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
<div><strong>Screen</strong></div>
<div>
<p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
<p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
</div>
</div>
<div>
<div>To <strong>enter</strong></div>
<div>
<p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
</div>
</div>
<div>
<div>To <strong>enroll</strong></div>
<div>
<p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
</div>

<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p>","NarrativeContent","5.1"
"NarrativeContent_23","Rationale for Trial Population","SECTION 5.2","e86f9a68-401e-416a-aaa9-636c16df7807","<div></div>","NarrativeContent","5.2"
"NarrativeContent_24","Inclusion Criteria","SECTION 5.3","1ea775b0-fc99-45ee-94bb-33a3cf3d4f19","<div><usdm:section name=""M11-inclusion""></usdm:section></div>","NarrativeContent","5.3"
"NarrativeContent_25","Exclusion Criteria","SECTION 5.4","dc516274-0462-4e51-8664-bc3e8beff71c","<div><usdm:section name=""M11-exclusion""></usdm:section></div>","NarrativeContent","5.4"
"NarrativeContent_26","Lifestyle Considerations","SECTION 5.5","3d140911-9e94-4a1b-8d3e-57120409b486","<div></div>","NarrativeContent","5.5"
"NarrativeContent_27","Meals and Dietary Restrictions","SECTION 5.5.1","b038b84b-94b4-47bf-a476-54f06f18c89b","<div></div>","NarrativeContent","5.5.1"
"NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits","SECTION 5.5.2","74ab7583-6a75-4ee2-ba3f-17c7763a3876","<div><p>Not applicable</p></div>","NarrativeContent","5.5.2"
"NarrativeContent_29","Physical Activity","SECTION 5.5.3","a7e7d02c-395a-407e-a410-4e02c793f8a6","<div></div>","NarrativeContent","5.5.3"
"NarrativeContent_30","Other Activity","SECTION 5.5.4","401ecfcd-61ec-4447-8a80-58e101934cc1","<div></div>","NarrativeContent","5.5.4"
"NarrativeContent_31","Screen Failures","SECTION 5.6","67ed33be-954f-49ff-a7dc-f821d59c88ad","<div></div>","NarrativeContent","5.6"
"NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY","SECTION 6","454b1159-7431-4cac-863f-4b4ab7eed3d5","<div></div>","NarrativeContent","6"
"NarrativeContent_33","Description of Trial Intervention","SECTION 6.1","b7f0eb6a-e517-4150-8e8b-fb43113fe141","<div></div>","NarrativeContent","6.1"
"NarrativeContent_34","Rationale for Trial Intervention","SECTION 6.2","05bc7876-3f8c-4da7-a244-c9d43818cec6","<div></div>","NarrativeContent","6.2"
"NarrativeContent_35","Dosing and Administration","SECTION 6.3","936a1b3c-7424-4f6d-9ae5-82c99e70f4ca","<div></div>","NarrativeContent","6.3"
"NarrativeContent_36","Trial Intervention Dose Modification","SECTION 6.3.1","65f48a5d-4a4b-4481-bfd1-6f9d323e3836","<div></div>","NarrativeContent","6.3.1"
"NarrativeContent_37","Treatment of Overdose","SECTION 6.4","fbd30b92-2e63-43ab-b375-3bf376fc23d1","<div></div>","NarrativeContent","6.4"
"NarrativeContent_38","Preparation, Handling, Storage and Accountability","SECTION 6.5","954332d9-b676-4486-b73d-51911105850a","<div></div>","NarrativeContent","6.5"
"NarrativeContent_39","Preparation of Trial Intervention","SECTION 6.5.1","a49866f3-af5c-4dec-b759-79493bc72833","<div></div>","NarrativeContent","6.5.1"
"NarrativeContent_40","Handling and Storage of Trial Intervention","SECTION 6.5.2","8bbe3b42-3060-4d52-a467-99956f4576de","<div></div>","NarrativeContent","6.5.2"
"NarrativeContent_41","Accountability of Trial Intervention","SECTION 6.5.3","3c08a918-831b-4632-9361-8bb0e70e6db7","<div></div>","NarrativeContent","6.5.3"
"NarrativeContent_42","Participant Assignment, Randomisation and Blinding","SECTION 6.6","764f3371-615d-494c-a59c-ba6f54aac300","<div></div>","NarrativeContent","6.6"
"NarrativeContent_43","Participant Assignment","SECTION 6.6.1","7f84dbc7-205e-4e0f-8fe6-1fb3a077dfde","<div></div>","NarrativeContent","6.6.1"
"NarrativeContent_44","Randomisation","SECTION 6.6.2","7f6a0fcd-efb6-400b-973a-e7a4eb99a942","<div></div>","NarrativeContent","6.6.2"
"NarrativeContent_45","Blinding and Unblinding","SECTION 6.6.3","0923f37a-ae10-49f6-b437-5ab8efbb60e4","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent","6.6.3"
"NarrativeContent_46","Trial Intervention Compliance","SECTION 6.7","6bb48b88-5d79-4b34-9d8a-9f0ae0be889b","<div></div>","NarrativeContent","6.7"
"NarrativeContent_47","Concomitant Therapy","SECTION 6.8","5aef26ca-6273-492e-95ed-161bc0a8012b","<div></div>","NarrativeContent","6.8"
"NarrativeContent_48","Prohibited Concomitant Therapy","SECTION 6.8.1","2f5d3481-0096-4a06-b43e-985105841cb1","<div></div>","NarrativeContent","6.8.1"
"NarrativeContent_49","Permitted Concomitant Therapy","SECTION 6.8.2","8d7cbd5c-5175-4f13-bee4-151614e8d077","<div></div>","NarrativeContent","6.8.2"
"NarrativeContent_50","Rescue Therapy","SECTION 6.8.3","442f442c-e4e0-4014-bead-c181e3fa728e","<div></div>","NarrativeContent","6.8.3"
"NarrativeContent_51","Other Therapy","SECTION 6.8.4","254671c4-6848-462d-b66c-4abda119343f","<div></div>","NarrativeContent","6.8.4"
"NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","6ccd12f0-aae3-4a12-8e63-1a0e5766db80","<div></div>","NarrativeContent","7"
"NarrativeContent_53","Discontinuation of Trial Intervention","SECTION 7.1","fa63cbc3-8d4d-4b27-b2a7-815978f54be7","<div></div>","NarrativeContent","7.1"
"NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","53d9fd2d-f713-423f-9603-b5ba9fe943e8","<div></div>","NarrativeContent","7.1.1"
"NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","78c66fbc-9afc-4ec4-9b9c-a0d3738ace90","<div></div>","NarrativeContent","7.1.2"
"NarrativeContent_56","Rechallenge","SECTION 7.1.3","14eac811-53eb-4717-99bc-26b9e0c6f9d0","<div></div>","NarrativeContent","7.1.3"
"NarrativeContent_57","Participant Withdrawal from the Trial","SECTION 7.2","d3ddf340-bba0-40cb-a458-47cae62e1bc5","<div></div>","NarrativeContent","7.2"
"NarrativeContent_58","Lost to Follow-Up","SECTION 7.3","92cc9f7c-a2b3-4ca8-8be7-284c0b862790","<div></div>","NarrativeContent","7.3"
"NarrativeContent_59","Trial Stopping Rules","SECTION 7.4","158051fd-e54a-44d7-9751-3b33f7a6159e","<div></div>","NarrativeContent","7.4"
"NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","4fe5acf5-aabc-44c0-91c2-4c18aff00593","<div></div>","NarrativeContent","8"
"NarrativeContent_61","Screening/Baseline Assessments and Procedures","SECTION 8.1","179d4b56-a06a-4514-8d0c-5d8c01602492","<div></div>","NarrativeContent","8.1"
"NarrativeContent_62","Efficacy Assessments and Procedures","SECTION 8.2","645b2f71-7568-418b-9482-e13283244a98","<div></div>","NarrativeContent","8.2"
"NarrativeContent_63","Safety Assessments and Procedures","SECTION 8.3","0ac736c2-3c4a-4775-b0bd-5b0de92aca1d","<div></div>","NarrativeContent","8.3"
"NarrativeContent_64","Physical Examination","SECTION 8.3.1","09a30a9f-d79e-41a3-a178-64812e20edea","<div></div>","NarrativeContent","8.3.1"
"NarrativeContent_65","Vital Signs","SECTION 8.3.2","e363af20-3c33-40a8-bd79-d989e6f37c04","<div></div>","NarrativeContent","8.3.2"
"NarrativeContent_66","Electrocardiograms","SECTION 8.3.3","44774bfb-de63-4229-94b6-507728012c19","<div></div>","NarrativeContent","8.3.3"
"NarrativeContent_67","Clinical Laboratory Assessments","SECTION 8.3.4","ccb6deca-ed1f-422d-871a-953284fb30ea","<div></div>","NarrativeContent","8.3.4"
"NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","d1cf5452-4726-4257-a80a-e88cf6000788","<div></div>","NarrativeContent","8.3.5"
"NarrativeContent_69","Adverse Events and Serious Adverse Events","SECTION 8.4","b78139ac-f29a-4637-8c8e-d02708df1d28","<div></div>","NarrativeContent","8.4"
"NarrativeContent_70","Definitions of AE and SAE","SECTION 8.4.1","26f67d30-afe6-40cd-842c-d6d2fd7c4e58","<div></div>","NarrativeContent","8.4.1"
"NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","1d8ffe36-9d37-454c-820c-bbdb35f044ab","<div></div>","NarrativeContent","8.4.2"
"NarrativeContent_72","Identifying AEs and SAEs","SECTION 8.4.3","dff299ab-52f8-4526-9a41-08127dc53528","<div></div>","NarrativeContent","8.4.3"
"NarrativeContent_73","Recording of AEs and SAEs","SECTION 8.4.4","b6981a80-edf7-4d87-839b-964a322e94e4","<div></div>","NarrativeContent","8.4.4"
"NarrativeContent_74","Follow-up of AEs and SAEs","SECTION 8.4.5","6162de9d-ab34-49e5-8c1f-bb6825d8762d","<div></div>","NarrativeContent","8.4.5"
"NarrativeContent_75","Reporting of SAEs","SECTION 8.4.6","af7be93f-8731-4726-9816-ed2e780c5987","<div></div>","NarrativeContent","8.4.6"
"NarrativeContent_76","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","8a7e4083-ce3c-4092-938d-3c15ddf8e0d4","<div></div>","NarrativeContent","8.4.7"
"NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","c61a5da2-4424-4b9f-8e79-dfbacb33a89b","<div></div>","NarrativeContent","8.4.8"
"NarrativeContent_78","Adverse Events of Special Interest","SECTION 8.4.9","2be9fd5b-fe53-4369-a844-a1260c3abd4c","<div></div>","NarrativeContent","8.4.9"
"NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","14464075-1cdc-4b8a-b162-3d353b8e1399","<div></div>","NarrativeContent","8.4.10"
"NarrativeContent_80","Pregnancy and Postpartum Information","SECTION 8.5","060c43a9-6c07-4cc0-aacd-7a279ac0ad2a","<div></div>","NarrativeContent","8.5"
"NarrativeContent_81","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","25a5fe24-5fdd-4469-80a5-7ed00b768e12","<div></div>","NarrativeContent","8.5.1"
"NarrativeContent_82","Participants Whose Partners Become Pregnant","SECTION 8.5.2","42dce5d1-b867-4763-b25e-3f0410605d2e","<div></div>","NarrativeContent","8.5.2"
"NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","83df7e17-6319-4d46-85a0-70c7df9c6bf1","<div></div>","NarrativeContent","8.6"
"NarrativeContent_84","Definition of Medical Device Product Complaints","SECTION 8.6.1","945e608b-d045-47c3-a750-9864c77b3c90","<div></div>","NarrativeContent","8.6.1"
"NarrativeContent_85","Recording of Medical Device Product Complaints","SECTION 8.6.2","895b3e70-9bcb-4043-b367-c6bfde3a9198","<div></div>","NarrativeContent","8.6.2"
"NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","bfe5129b-dcdc-45d3-bd9b-1b70f9bc0487","<div></div>","NarrativeContent","8.6.3"
"NarrativeContent_87","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","bf43e307-9872-4c19-83f5-a5de2c5d5cea","<div></div>","NarrativeContent","8.6.4"
"NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","73e56882-db67-4262-b168-22cd4736d821","<div></div>","NarrativeContent","8.6.5"
"NarrativeContent_89","Pharmacokinetics","SECTION 8.7","a3a77c86-5757-47b3-85a6-1964b34a9232","<div></div>","NarrativeContent","8.7"
"NarrativeContent_90","Genetics","SECTION 8.8","9c17dc16-bc1f-458c-8fc1-3fa5f22bde84","<div></div>","NarrativeContent","8.8"
"NarrativeContent_91","Biomarkers","SECTION 8.9","95b4122d-0a2b-4599-bece-7e10264a66f7","<div></div>","NarrativeContent","8.9"
"NarrativeContent_92","Immunogenicity Assessments","SECTION 8.1","1f5e42e2-d6a1-4efc-9f6e-9501b754b28a","<div></div>","NarrativeContent","8.1"
"NarrativeContent_93","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","4bf4c1ed-7f12-4b4f-be2f-bb1d4ebe94eb","<div></div>","NarrativeContent","8.1.1"
"NarrativeContent_94","STATISTICAL CONSIDERATIONS","SECTION 9","c11b2753-300a-4de7-b0f8-e7a863a2100a","<div></div>","NarrativeContent","9"
"NarrativeContent_95","Analysis Sets","SECTION 9.1","cb52e09a-307a-4417-b98f-4b515d6bba2e","<div></div>","NarrativeContent","9.1"
"NarrativeContent_96","Analyses Supporting Primary Objective(s)","SECTION 9.2","4c766d97-6aaa-42f3-898d-e789f052b971","<div></div>","NarrativeContent","9.2"
"NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","cd123669-21fe-425d-bf64-d7beac48f4be","<div></div>","NarrativeContent","9.2.1"
"NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","8878b341-9dd5-4625-acf3-c6f12311da39","<div></div>","NarrativeContent","9.2.2"
"NarrativeContent_99","Handling of Missing Data","SECTION 9.2.3","3fd0b59a-4253-462d-b3bd-dcb5154ff126","<div></div>","NarrativeContent","9.2.3"
"NarrativeContent_100","Sensitivity Analysis","SECTION 9.2.4","9c5d5bef-cd25-4a63-a766-0bd6d2288fd9","<div></div>","NarrativeContent","9.2.4"
"NarrativeContent_101","Supplementary Analysis","SECTION 9.2.5","ebeea7f5-43b3-4a08-a0a7-fc9bc594df04","<div></div>","NarrativeContent","9.2.5"
"NarrativeContent_102","Analysis Supporting Secondary Objective(s)","SECTION 9.3","06d2a4f3-efdf-49d2-bb34-4c1377ddce50","<div></div>","NarrativeContent","9.3"
"NarrativeContent_103","Analysis of Exploratory Objective(s)","SECTION 9.4","0c857615-216e-4f02-b111-362fa7b21f65","<div></div>","NarrativeContent","9.4"
"NarrativeContent_104","Safety Analyses","SECTION 9.5","609c7914-a211-477e-82df-41502c7ec6fd","<div></div>","NarrativeContent","9.5"
"NarrativeContent_105","Other Analyses","SECTION 9.6","15f83fdd-be38-4f9c-829a-f36966483eb7","<div></div>","NarrativeContent","9.6"
"NarrativeContent_106","Interim Analyses","SECTION 9.7","247c0f85-cc7a-43d4-9a6c-8e449b77bd72","<div></div>","NarrativeContent","9.7"
"NarrativeContent_107","Sample Size Determination","SECTION 9.8","2e7feada-3760-45fc-8916-d0bbc5f93d38","<div></div>","NarrativeContent","9.8"
"NarrativeContent_108","Protocol Deviations","SECTION 9.9","73fa4006-5782-4152-bfd9-415e24fa7636","<div></div>","NarrativeContent","9.9"
"NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","e4a4e981-b631-4afa-8cad-25d82afd71d9","<div></div>","NarrativeContent","10"
"NarrativeContent_110","Regulatory and Ethical Considerations","SECTION 10.1","6aa00f23-5690-4503-b504-db9c99dbecc3","<div></div>","NarrativeContent","10.1"
"NarrativeContent_111","Committees","SECTION 10.2","37078b0f-65b5-494e-a216-baea8051ac66","<div></div>","NarrativeContent","10.2"
"NarrativeContent_112","Informed Consent Process","SECTION 10.3","fde73c8f-fac2-4060-b4ba-938414b56bfe","<div></div>","NarrativeContent","10.3"
"NarrativeContent_113","Data Protection","SECTION 10.4","a3fcc656-eab2-480f-9d41-59814cb53877","<div></div>","NarrativeContent","10.4"
"NarrativeContent_114","Early Site Closure or Trial Termination","SECTION 10.5","f2505936-ff3b-4689-977b-c7f7ed060add","<div></div>","NarrativeContent","10.5"
"NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","1b5d27fb-c768-4779-9cc8-59fa60b76c1e","<div></div>","NarrativeContent","11"
"NarrativeContent_116","Quality Tolerance Limits","SECTION 11.1","6fc798aa-fe9e-4d53-90c0-7421c6cb3c86","<div></div>","NarrativeContent","11.1"
"NarrativeContent_117","Data Quality Assurance","SECTION 11.2","e414c4a1-5384-40ca-a0e3-8b1fe2946f61","<div></div>","NarrativeContent","11.2"
"NarrativeContent_118","Source Data","SECTION 11.3","cfd3e298-a2d7-426a-911b-96333d0ba957","<div></div>","NarrativeContent","11.3"
"NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","5399d510-5bc1-40a7-aa42-ac21c1547043","<div></div>","NarrativeContent","12"
"NarrativeContent_120","Further Details and Clarifications on the AE Definition","SECTION 12.1","c5f6158e-eb8f-4c0c-8f0a-e18e20cd27c7","<div></div>","NarrativeContent","12.1"
"NarrativeContent_121","Further Details and Clarifications on the SAE Definition","SECTION 12.2","31b4dbd8-abd7-4e48-a2e2-bcaa2ecb0496","<div></div>","NarrativeContent","12.2"
"NarrativeContent_122","Severity","SECTION 12.3","ac28adb9-5618-4d6b-aadc-f2d563f6444d","<div></div>","NarrativeContent","12.3"
"NarrativeContent_123","Causality","SECTION 12.4","e49a1171-f8ce-4171-b573-dab0d2c9943a","<div></div>","NarrativeContent","12.4"
"NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","cb12f96e-2cc9-41cf-9af5-b3406afcb172","<div></div>","NarrativeContent","13"
"NarrativeContent_125","Contraception and Pregnancy Testing","SECTION 13.1","62da560c-581e-48d5-8fa7-3280967814d6","<div></div>","NarrativeContent","13.1"
"NarrativeContent_126","Definitions Related to Childbearing Potential","SECTION 13.1.1","da24d25b-a582-49f4-89af-52cd15bba00f","<div></div>","NarrativeContent","13.1.1"
"NarrativeContent_127","Contraception","SECTION 13.1.2","413b84ae-959e-47e3-9c26-57a7bc7127cc","<div></div>","NarrativeContent","13.1.2"
"NarrativeContent_128","Pregnancy Testing","SECTION 13.1.3","c8a9939c-e31f-4c16-ab65-feebfdbea41b","<div></div>","NarrativeContent","13.1.3"
"NarrativeContent_129","Clinical Laboratory Tests","SECTION 13.2","2fddf425-0e77-4f30-96b8-2b55ecfc4dda","<div></div>","NarrativeContent","13.2"
"NarrativeContent_130","Country/Region-Specific Differences","SECTION 13.3","264102b6-7166-4ae9-951b-ef6f9ad2fd74","<div></div>","NarrativeContent","13.3"
"NarrativeContent_131","Prior Protocol Amendments","SECTION 13.4","863a44fd-ec28-4a68-acca-08e9fdc33b8e","<div></div>","NarrativeContent","13.4"
"NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","SECTION 14","098a2947-741d-4e5d-80e1-e3ba6fb811a9","<div></div>","NarrativeContent","14"
"NarrativeContent_133","APPENDIX: REFERENCES","SECTION 15","68902bfb-bc8b-4897-bff7-9c31e16b130c","<div></div>","NarrativeContent","15"
