"id","decode","codeSystemVersion","codeSystem","code","uuid:ID","instanceType"
"Code_82","Visit","2023-09-29","http://www.cdisc.org","C25716","5ad8bcf3-17c4-4f7c-9db7-e895dbf5ba50","Code"
"Code_83","Clinic","2023-09-29","http://www.cdisc.org","C51282","876d29f0-35f0-4826-95e0-a1862f191514","Code"
"Code_84","In Person","2023-09-29","http://www.cdisc.org","C175574","5a669320-5772-4e96-86e1-21614f4a6d01","Code"
"Code_85","Visit","2023-09-29","http://www.cdisc.org","C25716","776923ba-d2f0-4f27-8221-1bd18a173ad7","Code"
"Code_86","Clinic","2023-09-29","http://www.cdisc.org","C51282","9b38d7ea-4565-4cbc-9031-44584dec7298","Code"
"Code_87","In Person","2023-09-29","http://www.cdisc.org","C175574","0bc94e48-fbe0-4c5e-a5fb-5530bc7c3256","Code"
"Code_88","Visit","2023-09-29","http://www.cdisc.org","C25716","3b6264c6-79a0-473a-a98b-5280556abadb","Code"
"Code_89","Clinic","2023-09-29","http://www.cdisc.org","C51282","1bc6d8d5-b3ee-4c1c-91d5-caee7fbd1c83","Code"
"Code_90","In Person","2023-09-29","http://www.cdisc.org","C175574","d2b574ad-d4e2-4187-941b-53fc58782644","Code"
"Code_91","Visit","2023-09-29","http://www.cdisc.org","C25716","9c2a8fb4-61b3-4d53-b3b0-3e49e24c3ab5","Code"
"Code_92","Clinic","2023-09-29","http://www.cdisc.org","C51282","dd25fde5-aa32-45b2-aaa1-645d60593d83","Code"
"Code_93","In Person","2023-09-29","http://www.cdisc.org","C175574","199871e7-d592-4536-bbd4-a05a4ecb8140","Code"
"Code_94","Visit","2023-09-29","http://www.cdisc.org","C25716","7372e9c9-89ff-48e8-8167-4453d250b425","Code"
"Code_95","Clinic","2023-09-29","http://www.cdisc.org","C51282","eef03bc2-6ef4-4972-9b64-e2ed8d460c16","Code"
"Code_96","In Person","2023-09-29","http://www.cdisc.org","C175574","64e8164e-36a2-4b1c-8a01-479dec82be1e","Code"
"Code_97","Visit","2023-09-29","http://www.cdisc.org","C25716","890ae1fa-ab2c-4045-93a5-be438e4873a4","Code"
"Code_98","Clinic","2023-09-29","http://www.cdisc.org","C51282","4c955343-adcc-4a89-a2bd-a1566a23e90f","Code"
"Code_99","In Person","2023-09-29","http://www.cdisc.org","C175574","7045d8c9-79f3-46ed-81db-a9b16df9695b","Code"
"Code_100","Visit","2023-09-29","http://www.cdisc.org","C25716","a954bb4d-6ccf-422b-9e6c-814dddb98ca3","Code"
"Code_101","Clinic","2023-09-29","http://www.cdisc.org","C51282","dd615ccf-49ab-4de2-960d-3434ddc78041","Code"
"Code_102","In Person","2023-09-29","http://www.cdisc.org","C175574","6679403e-ec4d-49af-882e-06458a647e14","Code"
"Code_103","Telephone Call","2023-09-29","http://www.cdisc.org","C171537","ee9dcba8-04a1-496b-a708-52ce8c06400f","Code"
"Code_104","Visit","2023-09-29","http://www.cdisc.org","C25716","aed6b2da-e77f-4c4e-918c-045e99a607a3","Code"
"Code_105","Clinic","2023-09-29","http://www.cdisc.org","C51282","7a037c4d-7c93-4c0d-89d7-466002748bfb","Code"
"Code_106","In Person","2023-09-29","http://www.cdisc.org","C175574","045c6b05-f82d-4090-a73c-857374ee9db3","Code"
"Code_107","Telephone Call","2023-09-29","http://www.cdisc.org","C171537","af19cea4-4569-40bf-b53c-f91cccb544be","Code"
"Code_108","Visit","2023-09-29","http://www.cdisc.org","C25716","b79d4ab1-d32f-489b-b8fc-650462a86216","Code"
"Code_109","Clinic","2023-09-29","http://www.cdisc.org","C51282","07a8d911-d697-4666-aaab-42db353eae88","Code"
"Code_110","In Person","2023-09-29","http://www.cdisc.org","C175574","9feac755-73b7-42bd-818a-f8da9b417ac0","Code"
"Code_111","Telephone Call","2023-09-29","http://www.cdisc.org","C171537","e985f13d-6e5d-43db-863e-193a9b6252f3","Code"
"Code_112","Visit","2023-09-29","http://www.cdisc.org","C25716","e3e17341-dd9c-4d33-8ddb-32beb4661210","Code"
"Code_113","Clinic","2023-09-29","http://www.cdisc.org","C51282","07b73e3b-a709-41dc-83a2-3750b1afaf33","Code"
"Code_114","In Person","2023-09-29","http://www.cdisc.org","C175574","3f2064ae-116d-43c9-ade5-677fc573bb39","Code"
"Code_115","Telephone Call","2023-09-29","http://www.cdisc.org","C171537","7e64f537-f7b4-4909-a759-215270133a6f","Code"
"Code_116","Visit","2023-09-29","http://www.cdisc.org","C25716","497df59e-c8ce-4087-b56b-c0f8b2066642","Code"
"Code_117","Clinic","2023-09-29","http://www.cdisc.org","C51282","eff8d1ab-2a96-414b-9133-977a631d8b11","Code"
"Code_118","In Person","2023-09-29","http://www.cdisc.org","C175574","b0f364c6-8503-461f-8697-0ec25179dc5d","Code"
"Code_119","Visit","2023-09-29","http://www.cdisc.org","C25716","2b000c30-3f3a-4f05-82c7-e1d13207c3d8","Code"
"Code_120","Clinic","2023-09-29","http://www.cdisc.org","C51282","5748cc5b-d421-4b1e-97b8-b07d5d15292e","Code"
"Code_121","In Person","2023-09-29","http://www.cdisc.org","C175574","e9b71282-9ffd-4b12-96ca-e11079eb7d95","Code"
"Code_79","CT of head without contrast","January 31, 2018","SNOMED","383371000119108","de5600c9-b2e3-47d5-a743-b0f01db243a6","Code"
"Code_80","Subject Supine","12","SPONSOR","123","5010149d-29ec-497c-a51c-99d0dd64683d","Code"
"Code_81","Subject Standing","12","SPONSOR","124","6a61249e-6991-4da0-9383-78b5933df7aa","Code"
"Code_268","Clinical Test Result","","NCI Thesaurus","C77140","400323a0-727d-45f2-8192-a85e7873dd51","Code"
"Code_269","Kelvin","2023-09-29","http://www.cdisc.org","C42537","544f6a9d-6ec9-4825-aace-517011fe5cc7","Code"
"Code_270","Unit of Temperature","","NCI Thesaurus","C44276","625b0aad-d062-4799-a92a-ab8a1b87f474","Code"
"Code_271","Anatomic Site","","NCI Thesaurus","C13717","dd76fcf7-af07-4f8c-a088-5794b8330674","Code"
"Code_267","Body Temperature","","NCI Thesaurus","C174446","13a477bc-c900-4d0f-86b1-513c05374f67","Code"
"Code_273","Clinical Test Result","","NCI Thesaurus","C77140","bdb4af0d-9df5-4c8d-ab19-a49d15af72a6","Code"
"Code_274","Kilogram","2023-09-29","http://www.cdisc.org","C28252","845ad1fd-76d1-409a-a4b0-bb1f29632477","Code"
"Code_275","Gram","2023-09-29","http://www.cdisc.org","C48155","e837a007-e253-41bc-a188-a9880e1e3fad","Code"
"Code_276","Pound","2023-09-29","http://www.cdisc.org","C48531","74c48230-10c8-4f14-8751-1054376e4506","Code"
"Code_277","Unit of Weight","","NCI Thesaurus","C48208","938afce6-98e6-40ae-ada3-22b08e9d22a3","Code"
"Code_272","Body Weight","","NCI Thesaurus","C81328","1355ce2c-589a-4422-8c20-afa8a664a179","Code"
"Code_279","Clinical Test Result","","NCI Thesaurus","C77140","34c8b94a-28a2-440c-9a0a-1bc1d2e8ef90","Code"
"Code_280","Centimeter","2023-09-29","http://www.cdisc.org","C49668","000a92d0-04cd-4335-82a9-04daf3578224","Code"
"Code_281","Inch","2023-09-29","http://www.cdisc.org","C48500","0b05379b-2a42-46aa-861f-49709be34137","Code"
"Code_282","Millimeter","2023-09-29","http://www.cdisc.org","C28251","38361fc7-6024-45a9-955d-d3dc3bc6662b","Code"
"Code_283","Meter","2023-09-29","http://www.cdisc.org","C41139","fa21699d-bb17-474d-89c5-7fc2ffab2fb3","Code"
"Code_284","Unit of Height","","NCI Thesaurus","C168688","12631023-9d9d-4e63-8f75-262ef2ef7ed5","Code"
"Code_278","Body Height","","NCI Thesaurus","C164634","af43fd3e-f1f1-4ab4-81d2-1e5dafa4bfb6","Code"
"Code_286","Laboratory Test Result","","NCI Thesaurus","C36292","3d2cd81e-bf50-4ea8-873e-73953701b381","Code"
"Code_287","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","98e0e620-fe85-4a6e-97ef-9034072c65b9","Code"
"Code_288","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365","5338902f-d7c8-4d98-bc91-2da38062785c","Code"
"Code_289","Biospecimen Type","","NCI Thesaurus","C70713","c1dbbbd1-d3c5-457b-98a0-e713d6e46bdb","Code"
"Code_285","Alanine Aminotransferase Measurement","","NCI Thesaurus","C64433","70f2bfa0-69e8-4350-a75d-d639fb7db385","Code"
"Code_291","Laboratory Test Result","","NCI Thesaurus","C36292","bbf78a52-72ca-4f7d-9e8c-8f7a5308c5d7","Code"
"Code_292","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","7f226a65-6595-4a21-b843-d314e657758f","Code"
"Code_293","Unit of Concentration","","NCI Thesaurus","C48207","4d609752-c833-4b8c-b362-6c0528f63322","Code"
"Code_294","Biospecimen Type","","NCI Thesaurus","C70713","771595ff-564e-41ba-be61-f8958febfe29","Code"
"Code_290","Albumin Measurement","","NCI Thesaurus","C64431","c3ff134c-0a83-4a80-bfab-a6c9301bb0b6","Code"
"Code_296","Laboratory Test Result","","NCI Thesaurus","C36292","8377b683-8fa2-4d0f-bacc-63873a4e1f79","Code"
"Code_297","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","5ebe3e04-e318-414f-ae5c-40513212578a","Code"
"Code_298","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365","37754dbc-aae5-4303-b9b5-17d353aa6ccd","Code"
"Code_299","Biospecimen Type","","NCI Thesaurus","C70713","d6f19f94-8703-4d37-bb5a-6e85de162b89","Code"
"Code_295","Alkaline Phosphatase Measurement","","NCI Thesaurus","C64432","d0109218-1abf-49a8-a0f0-eb1106f93308","Code"
"Code_301","Laboratory Test Result","","NCI Thesaurus","C36292","f3039b0a-84a5-4860-b5b4-954002c2b524","Code"
"Code_302","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","60ff59a8-9cd2-4ec4-84f2-6dce3af7837f","Code"
"Code_303","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365","a0df1d86-970c-4c36-a9d8-06fbc4bcd7e3","Code"
"Code_304","Biospecimen Type","","NCI Thesaurus","C70713","b8d03754-3a83-42b3-bcb9-e96c36b7bc8a","Code"
"Code_300","Aspartate Aminotransferase Measurement","","NCI Thesaurus","C64467","45cd81d8-3085-4856-8617-8fd1f667b716","Code"
"Code_306","Laboratory Test Result","","NCI Thesaurus","C36292","89bfd8df-1c1a-4a24-a321-62c252a8ad24","Code"
"Code_307","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","21810fcf-9c79-4e84-bb9c-5f6c7f975fc9","Code"
"Code_308","Unit of Concentration","","NCI Thesaurus","C48207","26b278f0-f0ac-4111-b414-62f5abd055ae","Code"
"Code_309","Biospecimen Type","","NCI Thesaurus","C70713","85ebadc2-48a5-4cd5-9f1b-0d2935287c30","Code"
"Code_305","Creatinine Measurement","","NCI Thesaurus","C64547","3c23235b-b723-4e86-849a-e04cc61c8c26","Code"
"Code_311","Laboratory Test Result","","NCI Thesaurus","C36292","2e6657a0-fff2-48b4-880f-faf6e1faea8b","Code"
"Code_312","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","8bb78cc6-b121-40b3-983c-6f21ba5b4800","Code"
"Code_313","Molarity Unit","","NCI Thesaurus","C64567","bf693a54-d7c8-492b-b088-ac00c48163e6","Code"
"Code_314","Biospecimen Type","","NCI Thesaurus","C70713","2e18210e-322f-46a1-92c6-4e4400c86b5a","Code"
"Code_310","Potassium Measurement","","NCI Thesaurus","C64853","4a1fee63-cd1c-48e2-b036-e2e8535ba0e2","Code"
"Code_316","Laboratory Test Result","","NCI Thesaurus","C36292","e2987148-8941-43a0-8f98-3fbe21749e23","Code"
"Code_317","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","f8835831-c32f-432f-8821-31928f942894","Code"
"Code_318","Molarity Unit","","NCI Thesaurus","C64567","982170bd-be14-4ce7-81d9-4484e3105885","Code"
"Code_319","Biospecimen Type","","NCI Thesaurus","C70713","4a9fb084-5ab1-402f-ab08-27734eadf764","Code"
"Code_315","Sodium Measurement","","NCI Thesaurus","C64809","a16a176a-768e-4e24-9b19-a4e5312566e3","Code"
"Code_145","Reported Event Term","","NCI Thesaurus","C82571","d0434d53-9d69-421d-a220-bed79e4d1e1f","Code"
"Code_146","Dictionary-derived Term","","NCI Thesaurus","C82977","155703b7-d099-4294-ae1d-79c515eecd8f","Code"
"Code_147","Category","","NCI Thesaurus","C25372","048cb6be-d1ee-4d9f-8b06-e2de5b2e9ffb","Code"
"Code_148","Subcategory","","NCI Thesaurus","C25692","a12214d2-b7ef-4968-8120-ef1ce86160aa","Code"
"Code_149","Observation Start Date Time","","NCI Thesaurus","C82517","314d616f-207b-43ef-8f2f-6aacb1aac03f","Code"
"Code_144","Adverse Event","","NCI Thesaurus","C41331","30ebb130-12d4-4192-ad00-722b46aa1296","Code"
"Code_151","Clinical Test Result","","NCI Thesaurus","C77140","7d5c2473-a8a6-4905-ae90-38c82c3d21fd","Code"
"Code_152","Pascal","2023-09-29","http://www.cdisc.org","C42547","6899d57c-832b-43e7-a6b8-3f85b5f799e1","Code"
"Code_153","Unit of Pressure","","NCI Thesaurus","C49669","db6306da-bbd6-45c5-9ea9-dee74bb2411f","Code"
"Code_154","Anatomic Site","","NCI Thesaurus","C13717","93acdcc1-457f-4ac3-b890-cb753da6409e","Code"
"Code_155","Laterality","","NCI Thesaurus","C25185","e672df4f-bc56-41b8-973f-8a897354b8db","Code"
"Code_156","Test Method","","NCI Thesaurus","C82535","0eb61bce-095d-44dd-8937-a7328ef8a60a","Code"
"Code_157","Body Position","","NCI Thesaurus","C62164","5e360229-3c62-439b-94a9-c5c59f71863e","Code"
"Code_150","Systolic Blood Pressure","","NCI Thesaurus","C25298","440ffbec-19da-4630-a160-3781419ae3bb","Code"
"Code_159","Clinical Test Result","","NCI Thesaurus","C77140","a5a6392b-04c1-432f-acb6-798a17dd636c","Code"
"Code_160","Pascal","2023-09-29","http://www.cdisc.org","C42547","f0496bc3-5cf2-4e41-90e5-9281e3cd0b0c","Code"
"Code_161","Unit of Pressure","","NCI Thesaurus","C49669","0d46caa8-a8e8-4e84-a44d-4ed65ce54039","Code"
"Code_162","Anatomic Site","","NCI Thesaurus","C13717","1b472627-1afa-4ba8-8882-255f6c173108","Code"
"Code_163","Laterality","","NCI Thesaurus","C25185","ebdb1b83-7b25-48d5-a10f-5b62aa33ccb0","Code"
"Code_164","Test Method","","NCI Thesaurus","C82535","9a027c94-e44f-4d72-8212-c05b2b5402a6","Code"
"Code_165","Body Position","","NCI Thesaurus","C62164","2ab8374e-510b-40e5-8d1c-d4e52e9e6c70","Code"
"Code_158","Diastolic Blood Pressure","","NCI Thesaurus","C25299","375cb8e8-1bb3-4320-a7a3-8b021164fad4","Code"
"Code_167","Clinical Test Result","","NCI Thesaurus","C77140","ae42f3ba-95c2-48f3-b834-22d0a46878a5","Code"
"Code_168","Kelvin","2023-09-29","http://www.cdisc.org","C42537","790f2dcb-2655-462a-aa5f-382fec1ceb8c","Code"
"Code_169","Unit of Temperature","","NCI Thesaurus","C44276","fc25737f-4254-408e-9422-5ed8f3739956","Code"
"Code_170","Anatomic Site","","NCI Thesaurus","C13717","95dbbc39-cc47-4946-908a-d77826fb804c","Code"
"Code_166","Body Temperature","","NCI Thesaurus","C174446","e76fb3ba-a996-40fa-aca5-99a57379b60b","Code"
"Code_172","Clinical Test Result","","NCI Thesaurus","C77140","c9328ac5-a24b-43d7-a804-54c124af2fc7","Code"
"Code_173","Kilogram","2023-09-29","http://www.cdisc.org","C28252","c625bc72-c882-4a27-8cb0-1a9a33760f88","Code"
"Code_174","Gram","2023-09-29","http://www.cdisc.org","C48155","5dc74ea2-5c01-4671-87fe-6450ac47fe5c","Code"
"Code_175","Pound","2023-09-29","http://www.cdisc.org","C48531","0e17fd0b-0c02-409a-b656-361a44fd1462","Code"
"Code_176","Unit of Weight","","NCI Thesaurus","C48208","672a6d48-4835-4b74-88d5-380e91c2419f","Code"
"Code_171","Body Weight","","NCI Thesaurus","C81328","88f24545-9a3a-4b2e-9038-afcf58bb99ce","Code"
"Code_178","Clinical Test Result","","NCI Thesaurus","C77140","11326832-a09e-400b-9f60-079fcad53772","Code"
"Code_179","Centimeter","2023-09-29","http://www.cdisc.org","C49668","7834a6b8-370a-479e-b67f-93516aa4040b","Code"
"Code_180","Inch","2023-09-29","http://www.cdisc.org","C48500","baf463a1-791a-4b20-a490-65d6e41a0cc2","Code"
"Code_181","Millimeter","2023-09-29","http://www.cdisc.org","C28251","f6be90ae-5e4a-4919-9503-103152dba0cb","Code"
"Code_182","Meter","2023-09-29","http://www.cdisc.org","C41139","296ade51-1876-4881-8973-ec002eba5512","Code"
"Code_183","Unit of Height","","NCI Thesaurus","C168688","20273a49-0b2d-4ef1-b38b-c2a148c6f84f","Code"
"Code_177","Body Height","","NCI Thesaurus","C164634","35f7802c-3fa3-45bb-ad95-3d10bff8993f","Code"
"Code_185","Laboratory Test Result","","NCI Thesaurus","C36292","53f07e4e-18d4-47dc-82b6-cba965a3476d","Code"
"Code_186","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","2e447aa8-0e85-48ed-9a0c-bea9c927c08a","Code"
"Code_187","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365","d671aa2c-9d5d-48d3-9907-78ba36692195","Code"
"Code_188","Biospecimen Type","","NCI Thesaurus","C70713","bea47a6f-a5b8-447f-9e92-c021964f823d","Code"
"Code_184","Alanine Aminotransferase Measurement","","NCI Thesaurus","C64433","03e36591-abf1-4011-9486-6081290d8584","Code"
"Code_190","Laboratory Test Result","","NCI Thesaurus","C36292","f14caf30-e313-48f1-9120-f0bf235b9ea1","Code"
"Code_191","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","98af996a-9a7c-4b92-88a6-115c754322e5","Code"
"Code_192","Unit of Concentration","","NCI Thesaurus","C48207","05a9ed83-36b4-4046-adf6-6231e91ecf60","Code"
"Code_193","Biospecimen Type","","NCI Thesaurus","C70713","a8f05d44-62aa-416d-9b99-1c6679485666","Code"
"Code_189","Albumin Measurement","","NCI Thesaurus","C64431","f6cf3686-1791-4218-a4e6-1a8ef6387d51","Code"
"Code_195","Laboratory Test Result","","NCI Thesaurus","C36292","6a18256a-adda-4160-8404-f6fd88a67be7","Code"
"Code_196","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","1eefc535-4252-434a-b552-cb568ca46fbb","Code"
"Code_197","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365","299e01d8-50b2-48a8-9cc8-44d5289bc4ca","Code"
"Code_198","Biospecimen Type","","NCI Thesaurus","C70713","c1918d6c-d975-42d6-b79d-91a812e3e188","Code"
"Code_194","Alkaline Phosphatase Measurement","","NCI Thesaurus","C64432","9f1ceff0-f85f-49ef-8b64-b574302b4d00","Code"
"Code_200","Laboratory Test Result","","NCI Thesaurus","C36292","9ec56172-0fda-44fa-901c-4889bd2430f6","Code"
"Code_201","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","8111e8a3-36e3-4726-9809-90f89a14336b","Code"
"Code_202","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365","167efe21-58cf-4fb8-8feb-d3fbbc174859","Code"
"Code_203","Biospecimen Type","","NCI Thesaurus","C70713","134c2baa-7ac8-431f-902d-0cb7f808069a","Code"
"Code_199","Aspartate Aminotransferase Measurement","","NCI Thesaurus","C64467","61b384c5-8b0a-4898-a165-f6f6b36e8b25","Code"
"Code_205","Laboratory Test Result","","NCI Thesaurus","C36292","a98b6475-4414-4546-9106-8849d3b19ae3","Code"
"Code_206","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","9855b1a0-3240-4c94-9318-36eca9f321f9","Code"
"Code_207","Unit of Concentration","","NCI Thesaurus","C48207","495fe488-c1b4-4a5e-ae7f-532b834616e7","Code"
"Code_208","Biospecimen Type","","NCI Thesaurus","C70713","a210509b-98cf-438a-a757-0d1c8c21434d","Code"
"Code_204","Creatinine Measurement","","NCI Thesaurus","C64547","453bb922-e8f4-4f4c-9bb1-cce7b83196ab","Code"
"Code_210","Laboratory Test Result","","NCI Thesaurus","C36292","c02c6a29-8e26-43f7-aac7-83042fbfab0b","Code"
"Code_211","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","2861dc7d-8d02-4262-a65c-2b35dce40267","Code"
"Code_212","Molarity Unit","","NCI Thesaurus","C64567","84cd9a94-37a7-4b67-95d8-07133166a05d","Code"
"Code_213","Biospecimen Type","","NCI Thesaurus","C70713","a7c27fe2-938b-4fbc-8c70-81ba6b1a31c0","Code"
"Code_209","Potassium Measurement","","NCI Thesaurus","C64853","ed292f0a-d77b-454a-94d1-55d9ac771962","Code"
"Code_215","Laboratory Test Result","","NCI Thesaurus","C36292","9d7f93ea-41a0-4071-a666-d394cac0d124","Code"
"Code_216","Laboratory Test Fasting Status","","NCI Thesaurus","C83309","5a2db036-fb6a-4410-a003-74d5e8842d66","Code"
"Code_217","Molarity Unit","","NCI Thesaurus","C64567","c9dc5c9b-1bc4-4b56-b3f9-6d8f6449644a","Code"
"Code_218","Biospecimen Type","","NCI Thesaurus","C70713","ac23d093-ccd1-46af-a9a4-125956cf5e7f","Code"
"Code_214","Sodium Measurement","","NCI Thesaurus","C64809","30009f90-a991-42cf-af92-7c4ad6e90433","Code"
"Code_220","Clinical Test Result","","NCI Thesaurus","C77140","6b8055c9-fd6e-4a7c-b7da-7f9069e1e5a9","Code"
"Code_221","Pascal","2023-09-29","http://www.cdisc.org","C42547","2fd51356-a0a3-4917-9e60-cb073a9efa1d","Code"
"Code_222","Unit of Pressure","","NCI Thesaurus","C49669","fffc7c68-d578-492a-947b-da6f2469a9e7","Code"
"Code_223","Anatomic Site","","NCI Thesaurus","C13717","8f868a32-e85e-4c59-bca7-81af36b39f8e","Code"
"Code_224","Laterality","","NCI Thesaurus","C25185","48a7942f-3b92-46e5-9232-fc0fb648d0c7","Code"
"Code_225","Test Method","","NCI Thesaurus","C82535","93cddb87-bbda-41f5-a119-cdb5631d78de","Code"
"Code_226","Body Position","","NCI Thesaurus","C62164","d2418cc3-7bbd-4b25-967e-29accb036215","Code"
"Code_219","Systolic Blood Pressure","","NCI Thesaurus","C25298","71f37a24-fb5e-458e-9402-ae9ac663c5ec","Code"
"Code_228","Clinical Test Result","","NCI Thesaurus","C77140","7b8ae4f5-4d01-4230-902a-c1557e3d22a6","Code"
"Code_229","Pascal","2023-09-29","http://www.cdisc.org","C42547","b4e07a7e-c60a-4f0c-934d-3392fbee6000","Code"
"Code_230","Unit of Pressure","","NCI Thesaurus","C49669","744dfbc0-b115-4870-a4fe-a9b9e9660357","Code"
"Code_231","Anatomic Site","","NCI Thesaurus","C13717","1c3ce06b-0708-4062-b3f2-ed0e05b0539f","Code"
"Code_232","Laterality","","NCI Thesaurus","C25185","1de9e088-b61b-4cab-a38a-1f2be51fc90e","Code"
"Code_233","Test Method","","NCI Thesaurus","C82535","60c2526e-7bb9-443a-b966-be01747efc80","Code"
"Code_234","Body Position","","NCI Thesaurus","C62164","380bc642-f2ef-4029-87dd-9cd677936337","Code"
"Code_227","Diastolic Blood Pressure","","NCI Thesaurus","C25299","7e05e8c2-9cde-471d-b7ea-5ea981eb825d","Code"
"Code_236","Clinical Test Result","","NCI Thesaurus","C77140","21043ce6-3052-442d-995f-6278dfb5e712","Code"
"Code_237","Beats per Minute","2023-09-29","http://www.cdisc.org","C49673","072dd67f-51e1-4ae1-8095-5ef4cab311bb","Code"
"Code_238","Count per Minute","","NCI Thesaurus","C73688","eb8f6b42-879f-47c8-97ea-70d7c8cfa11a","Code"
"Code_239","Anatomic Site","","NCI Thesaurus","C13717","d4810b6e-b4c9-448a-b6d6-19dab5dbaa29","Code"
"Code_240","Laterality","","NCI Thesaurus","C25185","38de5b43-e06a-42f4-9776-4d9bcc4ba1c9","Code"
"Code_241","Test Method","","NCI Thesaurus","C82535","e26f9935-cbcc-44c5-9378-b488a06e53f2","Code"
"Code_242","Body Position","","NCI Thesaurus","C62164","de592e11-65b4-450e-a131-6c8c39c3676b","Code"
"Code_235","Heart Rate","","NCI Thesaurus","C49677","56ab0088-e83f-48f0-8e6e-a9e6701d47bc","Code"
"Code_244","Clinical Test Result","","NCI Thesaurus","C77140","8b548797-3435-45f6-ba68-fd14229bc7e9","Code"
"Code_245","Pascal","2023-09-29","http://www.cdisc.org","C42547","9c8bb9ee-d378-415b-8e04-4c545a592118","Code"
"Code_246","Unit of Pressure","","NCI Thesaurus","C49669","9040e98f-f9c4-499b-9b7d-88abfcefdc9d","Code"
"Code_247","Anatomic Site","","NCI Thesaurus","C13717","74d96587-3c8a-4c76-a141-7883eedf67cc","Code"
"Code_248","Laterality","","NCI Thesaurus","C25185","e69eccd0-3dda-424b-b164-4d278bbf4289","Code"
"Code_249","Test Method","","NCI Thesaurus","C82535","2f5353b7-4b59-4243-b145-3a6f39cad8d4","Code"
