"instanceType","id","decode","code","codeSystem","uuid:ID","codeSystemVersion"
"Code","Code_306","Laboratory Test Result","C36292","NCI Thesaurus","cd296a96-7436-4d1d-8175-8d64b762af84",""
"Code","Code_307","Laboratory Test Fasting Status","C83309","NCI Thesaurus","ac7ad219-2433-4eec-9f8c-7ecc61f9718c",""
"Code","Code_308","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","7375ee12-be97-4c73-beac-99599da61114",""
"Code","Code_309","Biospecimen Type","C70713","NCI Thesaurus","68d3daf3-20f8-45f6-bde5-bf8504ff8319",""
"Code","Code_305","Alkaline Phosphatase Measurement","C64432","NCI Thesaurus","5ccbc209-943e-49f1-aa5a-f6af79f38b52",""
"Code","Code_311","Laboratory Test Result","C36292","NCI Thesaurus","e014343a-fff6-40cc-8d53-faf39dee8b31",""
"Code","Code_312","Laboratory Test Fasting Status","C83309","NCI Thesaurus","7054fb16-94bf-4ac0-bb5f-5b834ad65b32",""
"Code","Code_313","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","7352974c-6f42-4da9-91c6-2065e5c28f3c",""
"Code","Code_314","Biospecimen Type","C70713","NCI Thesaurus","33a41e70-20bf-4f5f-90d2-f86d83b47707",""
"Code","Code_310","Aspartate Aminotransferase Measurement","C64467","NCI Thesaurus","a3dd6921-4da8-436d-ab41-f7238adf53ed",""
"Code","Code_316","Laboratory Test Result","C36292","NCI Thesaurus","2131d99b-c1f4-4a07-8fc0-67774e0b6839",""
"Code","Code_317","Laboratory Test Fasting Status","C83309","NCI Thesaurus","8ed9b031-208d-4fd1-b680-5a1ebe799b22",""
"Code","Code_318","Unit of Concentration","C48207","NCI Thesaurus","b19f2e6c-391d-40e0-af78-ae246e589993",""
"Code","Code_319","Biospecimen Type","C70713","NCI Thesaurus","47531c82-81f9-494d-85fd-161cf87028b7",""
"Code","Code_315","Creatinine Measurement","C64547","NCI Thesaurus","1c01bdfd-cfd8-4e61-959d-f96a04fca49b",""
"Code","Code_321","Laboratory Test Result","C36292","NCI Thesaurus","6c4f222e-3e3c-49b5-96ec-90dc1ffde94d",""
"Code","Code_322","Laboratory Test Fasting Status","C83309","NCI Thesaurus","f372483c-a22d-45ad-82f0-71cd1f0c8564",""
"Code","Code_323","Molarity Unit","C64567","NCI Thesaurus","ff1261b9-db29-4463-b944-7b09b2244e01",""
"Code","Code_324","Biospecimen Type","C70713","NCI Thesaurus","07849b1f-ab34-4a77-8fc4-201f1f48c897",""
"Code","Code_320","Potassium Measurement","C64853","NCI Thesaurus","2f73a97b-15b1-441d-bf89-48905bbba831",""
"Code","Code_326","Laboratory Test Result","C36292","NCI Thesaurus","e7ca8ca5-d6b0-4dbc-87d3-83389984e43d",""
"Code","Code_327","Laboratory Test Fasting Status","C83309","NCI Thesaurus","4ddf725f-efe0-4af4-b132-fa545929615a",""
"Code","Code_328","Molarity Unit","C64567","NCI Thesaurus","bb972fde-e702-4556-b230-ddf7d1764bfc",""
"Code","Code_329","Biospecimen Type","C70713","NCI Thesaurus","c3c1148f-f8ee-4330-9994-bb55044f9f1d",""
"Code","Code_325","Sodium Measurement","C64809","NCI Thesaurus","80c32e80-d82b-45f1-b451-afabc5d8cc3e",""
"Code","Code_145","Adverse Event Verbatim Description","C78541","NCI Thesaurus","066c72ec-9880-4e80-9867-1ec63c4fbdc9",""
"Code","Code_146","Adverse Event Dictionary Derived Term","C83344","NCI Thesaurus","2d791d37-f540-4381-bf56-68cbfa79440b",""
"Code","Code_147","Adverse Event Category","C83198","NCI Thesaurus","b311f17f-eb38-4d86-bcd1-3bf86a6d521c",""
"Code","Code_148","Adverse Event Subcategory","C83212","NCI Thesaurus","efc6817c-db93-4f96-aedf-3608b8b0262d",""
"Code","Code_149","Adverse Event Pre-specified","C87840","NCI Thesaurus","d2f81cb8-7962-4601-99bb-9582c08d775c",""
"Code","Code_150","Severity of Adverse Event","C53253","NCI Thesaurus","75c89e24-6e8e-4194-855d-abf13f16000c",""
"Code","Code_151","Adverse Event Toxicity Grade","C78605","NCI Thesaurus","36889d8c-bb58-4f53-8e43-df2fd8f554ed",""
"Code","Code_152","Seriousness of Adverse Event","C53252","NCI Thesaurus","c199d0a4-ed93-496c-9e55-11905216748e",""
"Code","Code_153","Adverse Event Action Taken with Study Treatment","C83013","NCI Thesaurus","2a7d3299-7b89-4ede-b110-81503fe6a6f3",""
"Code","Code_154","Adverse Event Attribution to Product or Procedure","C41358","NCI Thesaurus","a15f6449-f867-4bca-b1cb-984c5a9b117f",""
"Code","Code_155","Intermittent","C71325","http://www.cdisc.org","e81074c1-2621-4848-b98c-ab27db9934fb","2023-09-29"
"Code","Code_156","Adverse Event Pattern","C83208","NCI Thesaurus","c1e51b9b-d977-4308-b907-717e29eece95",""
"Code","Code_157","Adverse Event Outcome","C49489","NCI Thesaurus","1dfc11f1-2bb0-46ae-94a3-d4f4904cb29d",""
"Code","Code_158","Adverse Event Start Date Time","C83215","NCI Thesaurus","43365079-e6e7-46b1-b5c3-2800b0ed84f9",""
"Code","Code_159","Adverse Event End Date Time","C83201","NCI Thesaurus","2338763d-b485-4c36-866e-bfc23f1e0867",""
"Code","Code_144","Adverse Event","C41331","NCI Thesaurus","15ef04dd-2eed-4562-b53a-5ed638832c69",""
"Code","Code_161","Vital Signs Result","C173522","NCI Thesaurus","087dc6f6-81bf-4408-81d8-d736e9204cfc",""
"Code","Code_162","Pascal","C42547","http://www.cdisc.org","b683b7c2-7107-4e14-99b9-ea22c31ca73c","2023-09-29"
"Code","Code_163","Unit of Pressure","C49669","NCI Thesaurus","c3574964-527f-4b6a-83c1-0cdc0acec6e1",""
"Code","Code_164","Vital Signs Location","C83088","NCI Thesaurus","a0597757-c475-4fce-b161-657ff2966248",""
"Code","Code_165","Vital Signs Laterality","C123975","NCI Thesaurus","4fd2ce85-466d-42f2-abce-ebe3452ee120",""
"Code","Code_166","Test Method","C82535","NCI Thesaurus","c0b5395d-9b16-4798-a3b8-05ef9bbbfe03",""
"Code","Code_167","Vital Signs Position","C83114","NCI Thesaurus","a7c214b7-bb36-46dc-9e87-256f07af5de1",""
"Code","Code_160","Systolic Blood Pressure","C25298","NCI Thesaurus","8299aefc-d20f-49e6-a1e1-e15f05d94535",""
"Code","Code_169","Vital Signs Result","C173522","NCI Thesaurus","3cb65cfc-30ae-4336-bfae-3013f80ae638",""
"Code","Code_170","Pascal","C42547","http://www.cdisc.org","ee200118-32b0-482f-a6dc-70157e8fe80e","2023-09-29"
"Code","Code_171","Unit of Pressure","C49669","NCI Thesaurus","4c406fd7-c9e0-4783-82f9-5b640f4ef2a0",""
"Code","Code_172","Vital Signs Location","C83088","NCI Thesaurus","84ef16b7-b484-4668-a76b-9bc7c84ec784",""
"Code","Code_173","Vital Signs Laterality","C123975","NCI Thesaurus","b1124827-07f1-4323-8818-5e4ac53799ae",""
"Code","Code_174","Test Method","C82535","NCI Thesaurus","1d14ef3a-26f3-47ad-9a55-21e46b9e1dc6",""
"Code","Code_175","Vital Signs Position","C83114","NCI Thesaurus","ba0e44d1-34bf-4f43-b720-b0cf45a7e52d",""
"Code","Code_168","Diastolic Blood Pressure","C25299","NCI Thesaurus","053b5054-65cd-4127-aef8-b9b9c9884148",""
"Code","Code_177","Vital Signs Result","C173522","NCI Thesaurus","6b7fead3-3518-41f9-ab7c-893a7c3e0cf9",""
"Code","Code_178","Kelvin","C42537","http://www.cdisc.org","97a2609d-817c-4f82-88d5-70d9ac68d438","2023-09-29"
"Code","Code_179","Unit of Temperature","C44276","NCI Thesaurus","f676ab44-8bb6-4065-b6fb-26a3fbaac96b",""
"Code","Code_180","Vital Signs Location","C83088","NCI Thesaurus","5edccc7f-bd2a-4fc4-99a7-005136c8e6f0",""
"Code","Code_176","Body Temperature","C174446","NCI Thesaurus","cf647996-889f-42b6-9df1-95c44d0a0503",""
"Code","Code_182","Vital Signs Result","C173522","NCI Thesaurus","d1e05aae-e6c6-43ee-b8e7-50d44599dda7",""
"Code","Code_183","Kilogram","C28252","http://www.cdisc.org","510c0d06-5f20-4e13-97e6-85f4288219c4","2023-09-29"
"Code","Code_184","Gram","C48155","http://www.cdisc.org","ca87061f-2611-46d0-9769-4a1f79db4e0f","2023-09-29"
"Code","Code_185","Pound","C48531","http://www.cdisc.org","472629ad-9897-4b85-add6-a05ecdc7bab1","2023-09-29"
"Code","Code_186","Unit of Weight","C48208","NCI Thesaurus","4c1c9a3a-f82a-4242-95fb-1b210aa0902e",""
"Code","Code_181","Body Weight","C81328","NCI Thesaurus","8ded7f7b-c714-4117-86c0-b1e5e5124bec",""
"Code","Code_188","Vital Signs Result","C173522","NCI Thesaurus","7ada7b93-ebd3-447e-85f9-f7cd49e8435c",""
"Code","Code_189","Centimeter","C49668","http://www.cdisc.org","073a7e42-f083-4a21-9117-c6c907855f72","2023-09-29"
"Code","Code_190","Inch","C48500","http://www.cdisc.org","46843abf-8525-48a3-824a-72786223be5a","2023-09-29"
"Code","Code_191","Millimeter","C28251","http://www.cdisc.org","f3da4f9a-0294-49f4-a0e8-6f76f5604bc0","2023-09-29"
"Code","Code_192","Meter","C41139","http://www.cdisc.org","a1ab456b-0432-426f-9cf9-e97fa386347c","2023-09-29"
"Code","Code_193","Unit of Height","C168688","NCI Thesaurus","36380aac-10c8-4ab0-a162-2819b6005458",""
"Code","Code_187","Body Height","C164634","NCI Thesaurus","3765ad0b-5a21-4a60-91d7-101cb0801724",""
"Code","Code_195","Laboratory Test Result","C36292","NCI Thesaurus","43bf7595-37d8-43dc-86ae-8d63409c183b",""
"Code","Code_196","Laboratory Test Fasting Status","C83309","NCI Thesaurus","0d21c84a-2c97-4c9e-bd8c-9caf466fcc99",""
"Code","Code_197","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","20d1fad4-78dc-42f8-aa2b-223712cfe7bb",""
"Code","Code_198","Biospecimen Type","C70713","NCI Thesaurus","1976a7e3-5c44-4d4a-82c2-693368e3bc75",""
"Code","Code_194","Alanine Aminotransferase Measurement","C64433","NCI Thesaurus","14ad0b27-f7f6-40b0-ad3d-c21bd7e74c15",""
"Code","Code_200","Laboratory Test Result","C36292","NCI Thesaurus","a27bc2d7-239c-40bd-8437-72acd7dec8ed",""
"Code","Code_201","Laboratory Test Fasting Status","C83309","NCI Thesaurus","f837d58f-ead5-42b2-8059-ba52e3e7eb17",""
"Code","Code_202","Unit of Concentration","C48207","NCI Thesaurus","f00401b7-f5da-4146-8283-27355682ef54",""
"Code","Code_203","Biospecimen Type","C70713","NCI Thesaurus","ee90cbab-e378-4e27-901e-a17ab6908000",""
"Code","Code_199","Albumin Measurement","C64431","NCI Thesaurus","6099c79b-bb14-4267-a6e7-728f554b2517",""
"Code","Code_205","Laboratory Test Result","C36292","NCI Thesaurus","e629f6f6-e0fa-4bee-94c7-06ee310dc6bd",""
"Code","Code_206","Laboratory Test Fasting Status","C83309","NCI Thesaurus","b13b3895-7b2b-4eaf-b87b-c096fe338a5d",""
"Code","Code_207","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","fec3483f-01bb-4e92-9726-8ac4944705b4",""
"Code","Code_208","Biospecimen Type","C70713","NCI Thesaurus","4b003ac8-afec-401b-9b77-d51ff7b803e5",""
"Code","Code_204","Alkaline Phosphatase Measurement","C64432","NCI Thesaurus","db599713-cf11-4743-a243-ec406da6bf2b",""
"Code","Code_210","Laboratory Test Result","C36292","NCI Thesaurus","e3e292d2-601f-4067-ab54-8df06f525989",""
"Code","Code_211","Laboratory Test Fasting Status","C83309","NCI Thesaurus","6a1d2d22-ac35-4085-a0ff-677818e7d08d",""
"Code","Code_212","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","cc8b6183-700b-4521-8576-328ca01e5df3",""
"Code","Code_213","Biospecimen Type","C70713","NCI Thesaurus","a6a29585-b380-4cdb-ae0a-45b6d33b5bf4",""
"Code","Code_209","Aspartate Aminotransferase Measurement","C64467","NCI Thesaurus","015e0b67-df57-4059-a950-1c044ff23d8a",""
"Code","Code_215","Laboratory Test Result","C36292","NCI Thesaurus","3714e633-b33f-4dbc-af44-438504b3a6ac",""
"Code","Code_216","Laboratory Test Fasting Status","C83309","NCI Thesaurus","d8d66d75-b451-409b-a386-08bea22cf350",""
"Code","Code_217","Unit of Concentration","C48207","NCI Thesaurus","c2305e28-70d9-401a-848b-bb62ac647f6c",""
"Code","Code_218","Biospecimen Type","C70713","NCI Thesaurus","a84b12f1-e6b2-46a9-ba12-73f97bb39009",""
"Code","Code_214","Creatinine Measurement","C64547","NCI Thesaurus","0afffca8-484b-4535-aaad-1835de25bec6",""
"Code","Code_220","Laboratory Test Result","C36292","NCI Thesaurus","079909a9-f932-42ce-80cb-b7d1d3af0a98",""
"Code","Code_221","Laboratory Test Fasting Status","C83309","NCI Thesaurus","eeab46dd-c7df-4ed9-8ab8-d1f4e6087727",""
"Code","Code_222","Molarity Unit","C64567","NCI Thesaurus","2d92aba2-8847-43a3-9c39-2998bd943fbc",""
"Code","Code_223","Biospecimen Type","C70713","NCI Thesaurus","237000be-63c6-40b0-a18d-617170738667",""
"Code","Code_219","Potassium Measurement","C64853","NCI Thesaurus","c94b2242-e1ed-45b7-9598-39e1867fbc63",""
"Code","Code_225","Laboratory Test Result","C36292","NCI Thesaurus","a60d48b4-0aef-41fc-b59b-e23c4e55f9f6",""
"Code","Code_226","Laboratory Test Fasting Status","C83309","NCI Thesaurus","12492544-6bb6-4229-98dc-77292e5fe45e",""
"Code","Code_227","Molarity Unit","C64567","NCI Thesaurus","f0baf15d-b737-4aad-984d-fd74aaecd41d",""
"Code","Code_228","Biospecimen Type","C70713","NCI Thesaurus","98ac1030-e533-4067-858e-e85bc9a96609",""
"Code","Code_224","Sodium Measurement","C64809","NCI Thesaurus","761e1dc2-d7fe-47d3-93bf-06a028be782c",""
"Code","Code_230","Vital Signs Result","C173522","NCI Thesaurus","7480cafa-4b95-454d-baa5-bd0ca609e743",""
"Code","Code_231","Pascal","C42547","http://www.cdisc.org","b7b70f60-dc43-473c-a9cd-d91ce54146ef","2023-09-29"
"Code","Code_232","Unit of Pressure","C49669","NCI Thesaurus","e5b13e44-fb3d-446c-b29b-d3515ab80719",""
"Code","Code_233","Vital Signs Location","C83088","NCI Thesaurus","530d2b4b-d8b2-4260-bbfc-6d96df24ec76",""
"Code","Code_234","Vital Signs Laterality","C123975","NCI Thesaurus","c915c8cf-116a-4109-8b44-8ce01b2e57b3",""
"Code","Code_235","Test Method","C82535","NCI Thesaurus","370e322c-b04a-47a6-964c-3ddad3136e33",""
"Code","Code_236","Vital Signs Position","C83114","NCI Thesaurus","b7734465-21ce-4020-9a94-d0f21005627b",""
"Code","Code_229","Systolic Blood Pressure","C25298","NCI Thesaurus","9258b894-f26a-40ab-ab96-9fe3371e24ef",""
"Code","Code_238","Vital Signs Result","C173522","NCI Thesaurus","7efc4417-1c0c-414d-9e81-421033cfc1f2",""
"Code","Code_239","Pascal","C42547","http://www.cdisc.org","a0b1f82b-e5ad-48de-8b7d-ee2238909017","2023-09-29"
"Code","Code_240","Unit of Pressure","C49669","NCI Thesaurus","8efb5a79-e5e6-423e-8b78-e6f47db45c97",""
"Code","Code_241","Vital Signs Location","C83088","NCI Thesaurus","0db98a0a-7d7b-47d8-9981-34eb4b2203f0",""
"Code","Code_242","Vital Signs Laterality","C123975","NCI Thesaurus","3738e3eb-957d-453d-85e3-1a09f5e6ab0d",""
"Code","Code_243","Test Method","C82535","NCI Thesaurus","3790f404-70b0-4423-85f4-534ddb5e6c7a",""
"Code","Code_244","Vital Signs Position","C83114","NCI Thesaurus","7d8d9d68-e178-4a74-896d-61e8cf38b490",""
"Code","Code_237","Diastolic Blood Pressure","C25299","NCI Thesaurus","313974f6-c2c1-45a9-8827-4c7ab2a0cff8",""
"Code","Code_246","Vital Signs Result","C173522","NCI Thesaurus","390ca262-15ab-489e-b185-10803a6912b5",""
"Code","Code_247","Beats per Minute","C49673","http://www.cdisc.org","42ee063f-af78-426a-b30d-35938b3ca865","2023-09-29"
