"instanceType","name","label","id","isEnabled","uuid:ID","isRequired","datatype"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","True","95ad6a2a-2dc3-4193-b488-3fcf37381a83","True","boolean"
"BiomedicalConceptProperty","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_111","True","4ebce5a4-6714-4454-8c46-4cfdaa07d114","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_112","True","e6930e6f-ef0f-4d97-81c9-2d0fcb4b5ccc","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_113","True","f92bc9a9-028b-45d6-b953-ef1d3e979a40","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","True","c7be2f38-27ef-42e1-bd2e-570f840edd9b","True","boolean"
"BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","True","c5a51c97-8271-43ee-aabd-c1a734ebfad7","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_116","True","66455301-725f-4533-a379-eed0232baa02","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_117","True","15bce47c-857a-419b-9729-701533938f45","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","True","f2f2dd9b-3366-4669-9519-657c4baf21d7","True","boolean"
"BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","True","5ced3a27-4118-44ae-b5a6-2cf1efd7a26c","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_120","True","e914abd0-ca07-4faf-98b3-03e37047d66b","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_121","True","ab220739-37c1-49e0-bb05-4e517bc13882","True","string"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","True","94e31d01-8fc8-4745-90b6-e1cd263dd9c3","True","boolean"
"BiomedicalConceptProperty","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_123","True","24587a5e-7a72-49d4-bd9d-6331c8570a10","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_124","True","ebd93e30-b5cd-4e1a-8876-3c1a228b1809","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_125","True","b3b059c9-7b09-4dd8-92ee-b0e0d8da7a2c","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","True","e6e92435-9ca7-4336-b182-4d90ed7cc3cd","True","boolean"
"BiomedicalConceptProperty","Molarity Unit","Molarity Unit","BiomedicalConceptProperty_127","True","012ce40a-4f97-41f5-aada-43f9a7acba13","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_128","True","df50bead-0636-491b-80a6-ccf2cc69e959","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_129","True","0747eaaf-2126-4979-bcd1-9e62dc43b87f","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","True","b775a96a-9ee4-4e99-9c40-eff89c290435","True","boolean"
"BiomedicalConceptProperty","Molarity Unit","Molarity Unit","BiomedicalConceptProperty_131","True","8e371a39-472f-40cb-8c78-4cb5d3c2966e","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_132","True","c389c83f-c42e-4500-a964-1b4bde36dce3","True","string"
"BiomedicalConceptProperty","Adverse Event Verbatim Description","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","True","0c7aa0fd-b9f2-4cf7-ab1b-68d63fcdf208","True","string"
"BiomedicalConceptProperty","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","True","f603bd74-118f-4842-b4c4-17a4e7b63da7","True","string"
"BiomedicalConceptProperty","Adverse Event Category","Adverse Event Category","BiomedicalConceptProperty_3","True","15ed3251-c7bf-4407-a750-ef738b65f490","True","string"
"BiomedicalConceptProperty","Adverse Event Subcategory","Adverse Event Subcategory","BiomedicalConceptProperty_4","True","8447fa45-2350-4cfd-a556-9689adf3c03a","True","string"
"BiomedicalConceptProperty","Adverse Event Pre-specified","Adverse Event Pre-specified","BiomedicalConceptProperty_5","True","222a943b-3860-4f3c-8479-9df426a9a2ee","True","boolean"
"BiomedicalConceptProperty","Severity of Adverse Event","Severity of Adverse Event","BiomedicalConceptProperty_6","True","1c5f9c61-737f-4c67-a972-9079b3b30580","True","string"
"BiomedicalConceptProperty","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","True","91dde014-70ef-4cab-81f8-ef1a5b64f7d9","True","string"
"BiomedicalConceptProperty","Seriousness of Adverse Event","Seriousness of Adverse Event","BiomedicalConceptProperty_8","True","8e14644f-c216-442f-85a8-0145df98c056","True","boolean"
"BiomedicalConceptProperty","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","True","42aa8455-a55f-4a3f-a593-2792415915a8","True","string"
"BiomedicalConceptProperty","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","True","ff5f8935-6fca-465b-bce6-7c586e303609","True","string"
"BiomedicalConceptProperty","Adverse Event Pattern","Adverse Event Pattern","BiomedicalConceptProperty_11","True","45dd6101-ddab-4cdb-b865-5a4ac1ceb94c","True","string"
"BiomedicalConceptProperty","Adverse Event Outcome","Adverse Event Outcome","BiomedicalConceptProperty_12","True","99bf0193-45b6-4917-a186-90da09f57d9b","True","string"
"BiomedicalConceptProperty","Adverse Event Start Date Time","Adverse Event Start Date Time","BiomedicalConceptProperty_13","True","65e39f42-b4ec-4a23-871a-280e6164a7d5","True","datetime"
"BiomedicalConceptProperty","Adverse Event End Date Time","Adverse Event End Date Time","BiomedicalConceptProperty_14","True","7968eaa8-42f7-451e-81d5-2b29ea2fee72","True","datetime"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_15","True","93e8e998-ff85-4dd5-a618-027c62a02e3b","True","decimal"
"BiomedicalConceptProperty","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_16","True","bca192a7-066c-4b5f-bc29-9a3f125d39ba","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_17","True","5eca0ecb-8a8c-41c2-8672-c9778b498d0e","True","string"
"BiomedicalConceptProperty","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_18","True","08fb785c-adb3-48de-ba2e-8ee34b062b5c","True","string"
"BiomedicalConceptProperty","Test Method","Test Method","BiomedicalConceptProperty_19","True","56cad7cd-49be-4128-a224-f81ab7d61f26","True","string"
"BiomedicalConceptProperty","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_20","True","df0e0c5f-487c-4e49-8bd3-af79e28ee153","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_21","True","8e1d9714-2669-4cb1-848d-4f709deae3bc","True","decimal"
"BiomedicalConceptProperty","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_22","True","273b44f5-e618-4bef-ae23-7f0961873083","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_23","True","dfb91cbd-fc41-495b-8e89-d0230f05dcfe","True","string"
"BiomedicalConceptProperty","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_24","True","ebbb2ae9-2fdb-41b7-8553-bf7cbbedc046","True","string"
"BiomedicalConceptProperty","Test Method","Test Method","BiomedicalConceptProperty_25","True","641f389f-7de1-4506-9d2d-782b6a826fc6","True","string"
"BiomedicalConceptProperty","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_26","True","607c4132-8cd8-45c2-859f-db982017f217","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_27","True","b1d7eb1e-898e-4b7d-99de-c68dba4d8344","True","decimal"
"BiomedicalConceptProperty","Unit of Temperature","Unit of Temperature","BiomedicalConceptProperty_28","True","6410a1a5-828f-4fb3-9010-bec34135dcd2","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_29","True","63e600be-c76a-4373-b477-61121dfff968","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_30","True","e3cc4b81-85b3-430f-8c66-e151004e00ae","True","decimal"
"BiomedicalConceptProperty","Unit of Weight","Unit of Weight","BiomedicalConceptProperty_31","True","a14d66d9-6db0-45d8-a83c-207117ea8905","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_32","True","e02cfd8d-6181-4a1d-849e-827be59fed5d","True","decimal"
"BiomedicalConceptProperty","Unit of Height","Unit of Height","BiomedicalConceptProperty_33","True","9998715a-62d8-4fff-80d3-3f4e02d9b5c9","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_34","True","f4c8a010-4823-4793-9fc3-5a5952d423b7","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","5fe8c4d3-76b7-4e27-b05e-b0afa03f1f7e","True","boolean"
"BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","b36c11b9-89e5-4ba8-a184-bf3e8f11f114","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_37","True","14365a56-b902-4007-82b9-33699317ccc3","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_38","True","4d0a7451-d158-43d2-b6b7-b18251e691de","True","string"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","ed78d821-2e90-4177-b350-97d625fb6bc7","True","boolean"
"BiomedicalConceptProperty","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_40","True","b6a4139c-8920-4754-b8f4-c5ed6b01198b","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_41","True","87bcde95-6518-49b8-8ca3-1dd13e9bb8a6","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_42","True","09fe3263-18a0-41bc-9eea-ffcbc0dc768e","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","be176a4c-42c0-4f91-a3d3-d7839c90f9d6","True","boolean"
"BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","314f8481-9eab-4a7c-ab0a-1f1354440c56","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_45","True","c1648ecc-ba07-4566-b969-5e363375a38b","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_46","True","2f9bb314-b58d-4955-b3b9-d9f0aafc7abc","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","66d2a776-bc34-4830-96d3-2cdecb9f91fe","True","boolean"
"BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","1ef6758e-245b-4b11-8a1f-8bfc7ff4a0a1","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_49","True","3db96fd1-690b-4c90-9bf0-6ed319ce426c","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_50","True","64cc6dcc-5a2f-434e-b781-949c68de32cb","True","string"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","22efaeaa-8d1f-4684-bde6-141ca5ec9a4f","True","boolean"
"BiomedicalConceptProperty","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_52","True","572973f2-5cbd-4238-9b1e-3373f0f39ada","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_53","True","27ae6d97-aec9-4c1b-b12d-5cecb57eff76","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_54","True","02a724b6-a2aa-4c5e-aa39-feca69611e98","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","c7f4c6db-a4f3-4e70-a829-277599870bf6","True","boolean"
"BiomedicalConceptProperty","Molarity Unit","Molarity Unit","BiomedicalConceptProperty_56","True","2efb29b6-1f66-4151-bf0c-5a5d132fb299","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_57","True","9f417e04-9f50-4ec4-8c9f-87985f6c99dc","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_58","True","5fa34d08-1381-4b71-ad25-588e3cd6a3b5","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","7a7b6e66-71d8-411c-b5b2-4c3c7e8c5f95","True","boolean"
"BiomedicalConceptProperty","Molarity Unit","Molarity Unit","BiomedicalConceptProperty_60","True","84cba381-85ca-4a44-8ad4-5ce94613065d","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_61","True","b949265c-63ff-4c56-be86-151ae9269a44","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_62","True","9d2e49a3-a418-4388-b2bb-1411d836748e","True","decimal"
"BiomedicalConceptProperty","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_63","True","55ef172f-c068-4289-ae3e-5b6bfc4051df","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_64","True","e4eb2d29-8687-40c4-a9b7-ad91636f9149","True","string"
"BiomedicalConceptProperty","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_65","True","fda055a4-a80c-4b88-9ebb-6ff697741ad5","True","string"
"BiomedicalConceptProperty","Test Method","Test Method","BiomedicalConceptProperty_66","True","2f7c7d74-6c42-4c30-8565-fda1b33e7cc6","True","string"
"BiomedicalConceptProperty","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_67","True","fccc4185-6211-4417-a3a0-994bd0b584ba","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_68","True","ccfe8217-326e-4196-86e2-202abb0dde3a","True","decimal"
"BiomedicalConceptProperty","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_69","True","73cd8f87-6703-4085-b1d5-5168dbbe9e91","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_70","True","7a24473d-2d11-4b86-bac0-4b50d6e66aa2","True","string"
"BiomedicalConceptProperty","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_71","True","cb290488-b20a-4682-ae2c-0542bce4e9a3","True","string"
"BiomedicalConceptProperty","Test Method","Test Method","BiomedicalConceptProperty_72","True","b2e72365-0b74-4352-8438-e49456f188c7","True","string"
"BiomedicalConceptProperty","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_73","True","88ed830d-6530-4f04-b2f6-c738ac3aa023","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_74","True","d47c60f0-17b0-4432-b510-0ab8fa6e26e6","True","integer"
"BiomedicalConceptProperty","Count per Minute","Count per Minute","BiomedicalConceptProperty_75","True","bc6cf4c8-be15-4784-854f-0034011b5d88","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_76","True","8d88daa1-f0c8-4fa4-ba9f-6750e93d0934","True","string"
"BiomedicalConceptProperty","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_77","True","dd409003-3d34-4831-b827-334aa2a93e67","True","string"
"BiomedicalConceptProperty","Test Method","Test Method","BiomedicalConceptProperty_78","True","356bfdf5-0d4e-43d2-bc80-5cf911906116","True","string"
"BiomedicalConceptProperty","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_79","True","262398a4-7e99-47af-a61c-0e1a128e4db9","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_80","True","8f554bea-32a6-41a4-8706-ea90a96c4902","True","decimal"
"BiomedicalConceptProperty","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_81","True","4ac68157-8e33-48bb-b018-b32bea5bf568","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_82","True","d90818a3-cd72-4b5f-8607-325393969e7c","True","string"
"BiomedicalConceptProperty","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_83","True","46d0d6a7-867c-4044-a950-10c75943ef83","True","string"
"BiomedicalConceptProperty","Test Method","Test Method","BiomedicalConceptProperty_84","True","2dfcb4b3-693d-42a6-9e3c-d4056ee028b4","True","string"
"BiomedicalConceptProperty","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_85","True","66feae37-ef2c-41ea-a765-ab34e3916dc9","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_86","True","93abde61-ff1f-49c7-8387-d7e74f17ccbc","True","decimal"
"BiomedicalConceptProperty","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_87","True","dcd4676a-0a48-4f25-a41a-f720240d918a","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_88","True","e262ed49-8c38-4042-a1f8-749095719a67","True","string"
"BiomedicalConceptProperty","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_89","True","6107011b-5990-4d9d-9380-a414b8a9a061","True","string"
"BiomedicalConceptProperty","Test Method","Test Method","BiomedicalConceptProperty_90","True","b32b4f2f-cdb4-45a8-8c15-40dc78129e21","True","string"
"BiomedicalConceptProperty","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_91","True","10858bb5-4ef7-4122-af4a-34b3bf8ef068","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_92","True","b9c30a2b-e29e-4890-b780-1863fb9f0d7d","True","integer"
"BiomedicalConceptProperty","Count per Minute","Count per Minute","BiomedicalConceptProperty_93","True","009fac8b-ec45-477e-9d5e-a99f22f9adb2","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_94","True","3d891ad5-7dcb-4cb6-b643-77b98c680ece","True","string"
"BiomedicalConceptProperty","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_95","True","d4dddea1-ca8d-4a2c-857d-690d97052816","True","string"
"BiomedicalConceptProperty","Test Method","Test Method","BiomedicalConceptProperty_96","True","6cc8ac96-0804-4d7d-8cb8-9cea1db9da26","True","string"
"BiomedicalConceptProperty","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_97","True","6b363694-2e35-44e0-b49b-431107bb1011","True","string"
