"codeSystem","uuid:ID","instanceType","id","codeSystemVersion","code","decode"
"http://www.cdisc.org","8f98c6e0-86d5-457c-b811-9fa0cbfecb66","Code","Code_93","2023-09-29","C175574","In Person"
"http://www.cdisc.org","acbaeac0-f156-4292-b1c4-c9cfd85c7404","Code","Code_94","2023-09-29","C25716","Visit"
"http://www.cdisc.org","db08b8df-0cf5-45c1-bc09-2628807f563e","Code","Code_95","2023-09-29","C51282","Clinic"
"http://www.cdisc.org","75bc18e3-27c8-435d-bf37-f329a7ba9e91","Code","Code_96","2023-09-29","C175574","In Person"
"http://www.cdisc.org","fec6b8a2-3bb0-434a-b67d-2dcb03e37519","Code","Code_97","2023-09-29","C25716","Visit"
"http://www.cdisc.org","166dd7e9-87c3-4564-ba8c-8529a3330a34","Code","Code_98","2023-09-29","C51282","Clinic"
"http://www.cdisc.org","a318a1db-aba8-4695-855e-e5b860e101a1","Code","Code_99","2023-09-29","C175574","In Person"
"http://www.cdisc.org","0e39d338-e01c-4e4d-9a81-9d598c0cfb22","Code","Code_100","2023-09-29","C25716","Visit"
"http://www.cdisc.org","a00b72b8-72ab-4377-8059-63ce1641b903","Code","Code_101","2023-09-29","C51282","Clinic"
"http://www.cdisc.org","12709974-8dd4-467f-8dc2-fdfde59a920f","Code","Code_102","2023-09-29","C175574","In Person"
"http://www.cdisc.org","01ca431b-7e25-4c24-951f-f1f5393e422f","Code","Code_103","2023-09-29","C171537","Telephone Call"
"http://www.cdisc.org","ccd8334d-bcfa-450c-9d05-82f47a09f870","Code","Code_104","2023-09-29","C25716","Visit"
"http://www.cdisc.org","a38f3b4b-049e-401f-9a4a-5fd962daa802","Code","Code_105","2023-09-29","C51282","Clinic"
"http://www.cdisc.org","78c5f407-a5cf-4b8a-aecd-91be6b943dc3","Code","Code_106","2023-09-29","C175574","In Person"
"http://www.cdisc.org","39364118-2c5a-4158-95be-2023ff8aede9","Code","Code_107","2023-09-29","C171537","Telephone Call"
"http://www.cdisc.org","a423e9a7-5f51-4d8a-8c57-9dc2bf1045a7","Code","Code_108","2023-09-29","C25716","Visit"
"http://www.cdisc.org","c817eb7c-a006-4bd0-a908-8428aa26a6e8","Code","Code_109","2023-09-29","C51282","Clinic"
"http://www.cdisc.org","bceee138-aa0b-4a50-83b2-c20fd9623ff9","Code","Code_110","2023-09-29","C175574","In Person"
"http://www.cdisc.org","035d1e71-c82d-4684-9235-5b81003f44a6","Code","Code_111","2023-09-29","C171537","Telephone Call"
"http://www.cdisc.org","74f18953-3f6f-4cec-9404-3abca7a952ab","Code","Code_112","2023-09-29","C25716","Visit"
"http://www.cdisc.org","f5004d81-dea3-49fd-800a-e24d7987d16a","Code","Code_113","2023-09-29","C51282","Clinic"
"http://www.cdisc.org","dda758fd-8d1e-4210-94d4-d87c4b2a9a7f","Code","Code_114","2023-09-29","C175574","In Person"
"http://www.cdisc.org","52d7b374-f1be-46c0-9648-3f27df26b219","Code","Code_115","2023-09-29","C171537","Telephone Call"
"http://www.cdisc.org","f52db044-a0e2-4c6f-879d-f931ae4ff3f1","Code","Code_116","2023-09-29","C25716","Visit"
"http://www.cdisc.org","f611d448-460c-4c10-98cb-9efc1ebd0ed8","Code","Code_117","2023-09-29","C51282","Clinic"
"http://www.cdisc.org","88d63899-641d-4c88-bd93-5177e32b8c24","Code","Code_118","2023-09-29","C175574","In Person"
"http://www.cdisc.org","4c6cbf73-361f-4228-a17f-b3263b42f4ed","Code","Code_119","2023-09-29","C25716","Visit"
"http://www.cdisc.org","23c1cc9c-397c-4bc0-ac05-da91fb065003","Code","Code_120","2023-09-29","C51282","Clinic"
"http://www.cdisc.org","9c98728d-0840-4020-8202-7f0111cc6ad9","Code","Code_121","2023-09-29","C175574","In Person"
"SNOMED","727a073a-af26-4877-b31a-f94a42253326","Code","Code_79","January 31, 2018","383371000119108","CT of head without contrast"
"SPONSOR","741e603e-3b88-414d-a624-59a900094581","Code","Code_80","12","123","Subject Supine"
"SPONSOR","9a35ded1-d0e8-4b78-b5c9-87f5c02d1547","Code","Code_81","12","124","Subject Standing"
"NCI Thesaurus","ebfd5bb7-9fb9-4121-b7b8-ebe72ae527aa","Code","Code_268","","C77140","Clinical Test Result"
"http://www.cdisc.org","cef1bcad-2465-47d5-bef7-1d8b83eff845","Code","Code_269","2023-09-29","C42537","Kelvin"
"NCI Thesaurus","e2c1bf5b-0c0e-4c3c-afaa-8d9308d04015","Code","Code_270","","C44276","Unit of Temperature"
"NCI Thesaurus","f5f3a783-d946-4c39-b6f2-fbd0d29fce84","Code","Code_271","","C13717","Anatomic Site"
"NCI Thesaurus","289b518e-16ee-49ae-bd7a-5d8a1e14dbc4","Code","Code_267","","C174446","Body Temperature"
"NCI Thesaurus","6f6d1f5f-0a6a-497f-a488-3ea79f7fe908","Code","Code_273","","C77140","Clinical Test Result"
"http://www.cdisc.org","24eb63cc-2e3e-47c1-98e6-71826fafec3d","Code","Code_274","2023-09-29","C28252","Kilogram"
"http://www.cdisc.org","d01894c4-a191-4d26-a676-2d4fea7c8f2c","Code","Code_275","2023-09-29","C48155","Gram"
"http://www.cdisc.org","61e581be-5dd8-46d5-96d9-a40e5eecece7","Code","Code_276","2023-09-29","C48531","Pound"
"NCI Thesaurus","315cd2a3-78e5-48df-a464-b703df8a4e56","Code","Code_277","","C48208","Unit of Weight"
"NCI Thesaurus","f01e48cc-cec7-4f84-a7f4-7784a88c6c3f","Code","Code_272","","C81328","Body Weight"
"NCI Thesaurus","fd7e2377-5164-4343-8e93-39647bb58a07","Code","Code_279","","C77140","Clinical Test Result"
"http://www.cdisc.org","7633a933-ac1d-42a4-abe7-4f8283150f94","Code","Code_280","2023-09-29","C49668","Centimeter"
"http://www.cdisc.org","b1342bba-b26b-4fd0-9ae9-4eb04408d6ac","Code","Code_281","2023-09-29","C48500","Inch"
"http://www.cdisc.org","c3d74ceb-028e-4422-b11f-91fd6f40c6a7","Code","Code_282","2023-09-29","C28251","Millimeter"
"http://www.cdisc.org","1963af40-cffa-4386-bc0e-c492736638c5","Code","Code_283","2023-09-29","C41139","Meter"
"NCI Thesaurus","7b610e08-3e8e-41c5-8634-29e234592b54","Code","Code_284","","C168688","Unit of Height"
"NCI Thesaurus","1b6e7109-b9b9-44c9-8e30-3b32bd2dfffb","Code","Code_278","","C164634","Body Height"
"NCI Thesaurus","ec85d209-3a93-4d70-b400-f4275608d77f","Code","Code_286","","C36292","Laboratory Test Result"
"NCI Thesaurus","c7ab903f-02a7-4c9e-9a78-e3a5c64cf49d","Code","Code_287","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","37cfacaa-f599-44b6-8eed-44669d02682a","Code","Code_288","","C67365","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","36dea161-b8a2-4e22-9a75-8fca9d3547cf","Code","Code_289","","C70713","Biospecimen Type"
"NCI Thesaurus","97c3badf-93c4-483c-9f76-e9aba7631480","Code","Code_285","","C64433","Alanine Aminotransferase Measurement"
"NCI Thesaurus","a9972bfd-51a6-417b-8849-0bf3414a38e6","Code","Code_291","","C36292","Laboratory Test Result"
"NCI Thesaurus","875d8ea8-c3ee-44db-98b5-44fe53108f65","Code","Code_292","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","93acee21-07f1-4174-854e-9cee6c271abb","Code","Code_293","","C48207","Unit of Concentration"
"NCI Thesaurus","8b955176-5fc4-4df9-91a3-beb58cce4b70","Code","Code_294","","C70713","Biospecimen Type"
"NCI Thesaurus","f8df6bb7-ed44-472e-9d76-e85a713fd31a","Code","Code_290","","C64431","Albumin Measurement"
"NCI Thesaurus","ae372f87-6700-4061-a815-598fc6bd7074","Code","Code_296","","C36292","Laboratory Test Result"
"NCI Thesaurus","f8f17624-e3c1-428a-bf8e-384e8b0dec8c","Code","Code_297","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","9925fcbe-11cf-4fef-a200-44d88703e17d","Code","Code_298","","C67365","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","a61b038c-0136-4301-b6c7-74a655ae6153","Code","Code_299","","C70713","Biospecimen Type"
"NCI Thesaurus","4e4da401-96a9-423d-b72c-b010554b35fd","Code","Code_295","","C64432","Alkaline Phosphatase Measurement"
"NCI Thesaurus","ec6cb23f-bcb4-4d92-9779-021364f71fd1","Code","Code_301","","C36292","Laboratory Test Result"
"NCI Thesaurus","7b95b87f-9e5f-4b3d-bb0a-1ad9e40d61de","Code","Code_302","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","c0f7db27-9ea9-45c7-83f3-7e3675de4f96","Code","Code_303","","C67365","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","74da5f50-0ae2-4a7e-a2b4-b3ccca0f6794","Code","Code_304","","C70713","Biospecimen Type"
"NCI Thesaurus","a83d2e77-b51e-4126-b78b-f6f18aa68e67","Code","Code_300","","C64467","Aspartate Aminotransferase Measurement"
"NCI Thesaurus","07dcff06-2099-403b-acd2-dc9b8bdf1c27","Code","Code_306","","C36292","Laboratory Test Result"
"NCI Thesaurus","c6277ca2-e4aa-4dc8-81af-bab879ffbbe0","Code","Code_307","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","2b536d03-e0fe-4432-99f0-c6b71313ba72","Code","Code_308","","C48207","Unit of Concentration"
"NCI Thesaurus","ee439138-b290-4cee-be4c-830c827ca5d3","Code","Code_309","","C70713","Biospecimen Type"
"NCI Thesaurus","e28e9a95-7d72-40a4-8536-b66ab4214a20","Code","Code_305","","C64547","Creatinine Measurement"
"NCI Thesaurus","c499562f-78a8-4408-8f58-1ae2b76a27bc","Code","Code_311","","C36292","Laboratory Test Result"
"NCI Thesaurus","0168901d-08ff-44b2-8659-88661ef7c434","Code","Code_312","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","a7eabdb5-3d72-479c-b494-14d24558a09c","Code","Code_313","","C64567","Molarity Unit"
"NCI Thesaurus","41bdc937-848b-4101-af70-eeabe06c2d51","Code","Code_314","","C70713","Biospecimen Type"
"NCI Thesaurus","f525ddbc-0164-4e77-94c1-3411bc3e2654","Code","Code_310","","C64853","Potassium Measurement"
"NCI Thesaurus","1324e8af-4305-4119-97c7-290436859528","Code","Code_316","","C36292","Laboratory Test Result"
"NCI Thesaurus","3c539a32-e9c7-43b5-abbb-31f6da2f79b0","Code","Code_317","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","684d438c-8eb8-41c3-83f1-551b6b67d9b2","Code","Code_318","","C64567","Molarity Unit"
"NCI Thesaurus","3a634799-1947-4544-9469-d4fcc99860d2","Code","Code_319","","C70713","Biospecimen Type"
"NCI Thesaurus","343f3de8-abbd-4325-ad8f-2c64478ceb8d","Code","Code_315","","C64809","Sodium Measurement"
"NCI Thesaurus","0b1fbba4-f19e-447b-b20b-60a782b83971","Code","Code_145","","C82571","Reported Event Term"
"NCI Thesaurus","450002c0-fbfa-49bf-b32a-19379ffbb0bc","Code","Code_146","","C82977","Dictionary-derived Term"
"NCI Thesaurus","3369334e-c2ec-49c3-895c-234a47234c5f","Code","Code_147","","C25372","Category"
"NCI Thesaurus","61e93c03-0951-4e0c-b6b4-560882effa35","Code","Code_148","","C25692","Subcategory"
"NCI Thesaurus","c79da993-610c-4259-8469-0983877ca358","Code","Code_149","","C82517","Observation Start Date Time"
"NCI Thesaurus","7dda1e6e-9c28-42c7-829e-df01721f274d","Code","Code_144","","C41331","Adverse Event"
"NCI Thesaurus","2605be7a-37fd-4c4f-910e-8a13f4561cde","Code","Code_151","","C77140","Clinical Test Result"
"http://www.cdisc.org","6042c113-aa1d-46a6-8d0f-436d0894ea6b","Code","Code_152","2023-09-29","C42547","Pascal"
"NCI Thesaurus","8b5582ba-38c7-42e6-bc24-83e690a3f06a","Code","Code_153","","C49669","Unit of Pressure"
"NCI Thesaurus","29515010-ac9b-45f1-8e93-165d43152f5b","Code","Code_154","","C13717","Anatomic Site"
"NCI Thesaurus","b04dcf6b-52b6-422e-bcae-143d1d0a0644","Code","Code_155","","C25185","Laterality"
"NCI Thesaurus","64248020-4748-4667-b1f4-ff9774351af9","Code","Code_156","","C82535","Test Method"
"NCI Thesaurus","16c41150-28d6-4358-9b96-428f9084c969","Code","Code_157","","C62164","Body Position"
"NCI Thesaurus","21e378f4-eb79-4cb3-8eb6-73a338292865","Code","Code_150","","C25298","Systolic Blood Pressure"
"NCI Thesaurus","752f9c02-9a08-44fb-8b30-638af8c71e51","Code","Code_159","","C77140","Clinical Test Result"
"http://www.cdisc.org","72df08d3-d4be-4062-9c2e-35088850e006","Code","Code_160","2023-09-29","C42547","Pascal"
"NCI Thesaurus","dfa8ec17-53d4-4ba4-9b18-f005a388fea3","Code","Code_161","","C49669","Unit of Pressure"
"NCI Thesaurus","06159780-5c5f-4acb-8c3a-ff0a13625757","Code","Code_162","","C13717","Anatomic Site"
"NCI Thesaurus","7982111e-b8e9-4946-abfd-2adbbc568c91","Code","Code_163","","C25185","Laterality"
"NCI Thesaurus","a2063b2e-a43d-4eee-a02d-2a88dd814953","Code","Code_164","","C82535","Test Method"
"NCI Thesaurus","62319dec-607e-4769-a96a-7de413d63031","Code","Code_165","","C62164","Body Position"
"NCI Thesaurus","3122b332-5248-47cb-9f94-ee2127c162f5","Code","Code_158","","C25299","Diastolic Blood Pressure"
"NCI Thesaurus","39b717a9-a0db-4691-91d7-3f23e7a770c3","Code","Code_167","","C77140","Clinical Test Result"
"http://www.cdisc.org","702887d1-602a-4faa-a7e0-21f418ba6c9c","Code","Code_168","2023-09-29","C42537","Kelvin"
"NCI Thesaurus","f6df5eed-8482-4be7-83bf-17bdf035592e","Code","Code_169","","C44276","Unit of Temperature"
"NCI Thesaurus","785738ea-a1f2-46d9-9702-f1d39edf7dd0","Code","Code_170","","C13717","Anatomic Site"
"NCI Thesaurus","130a3240-1262-44c6-8449-be6646a63419","Code","Code_166","","C174446","Body Temperature"
"NCI Thesaurus","868e0939-3765-4cbd-a86b-ee8a75589628","Code","Code_172","","C77140","Clinical Test Result"
"http://www.cdisc.org","f7b81ac9-2bc4-4b3c-8546-9c4426e1b1f7","Code","Code_173","2023-09-29","C28252","Kilogram"
"http://www.cdisc.org","6c78b994-7b74-4195-b1c8-571e3dea8f56","Code","Code_174","2023-09-29","C48155","Gram"
"http://www.cdisc.org","2dd083fd-5f0c-4966-b347-acf75174e9dd","Code","Code_175","2023-09-29","C48531","Pound"
"NCI Thesaurus","f0c9b3bf-72eb-412f-9d40-33f5042e1a5c","Code","Code_176","","C48208","Unit of Weight"
"NCI Thesaurus","55e5ee17-4c12-4ede-a239-601290b146b0","Code","Code_171","","C81328","Body Weight"
"NCI Thesaurus","f48c7285-8bc2-4b51-a44b-d9ec0bb2a48e","Code","Code_178","","C77140","Clinical Test Result"
"http://www.cdisc.org","78213c63-9393-43c2-b422-b4cb002acb7e","Code","Code_179","2023-09-29","C49668","Centimeter"
"http://www.cdisc.org","b775c9d3-b857-4168-b58f-d80a2446d889","Code","Code_180","2023-09-29","C48500","Inch"
"http://www.cdisc.org","0941d33d-6277-4d99-96d9-0be8ce2c6aa9","Code","Code_181","2023-09-29","C28251","Millimeter"
"http://www.cdisc.org","adcf658a-51a9-44a2-bebc-dae7b2059e55","Code","Code_182","2023-09-29","C41139","Meter"
"NCI Thesaurus","e8419930-971d-4c3c-858d-82b43406820a","Code","Code_183","","C168688","Unit of Height"
"NCI Thesaurus","745818bc-1eab-43e0-9425-4b9c6a3a7029","Code","Code_177","","C164634","Body Height"
"NCI Thesaurus","30a0cbab-626a-4934-a605-c2421ac236f1","Code","Code_185","","C36292","Laboratory Test Result"
"NCI Thesaurus","f1af48a0-7130-4495-9233-76784657761a","Code","Code_186","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","3560adaa-e856-4ddd-b316-f80e796ec202","Code","Code_187","","C67365","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","69190067-2df1-4ac9-937e-8b2c6e5749c1","Code","Code_188","","C70713","Biospecimen Type"
"NCI Thesaurus","108698d0-7089-4d22-916c-36ffc1212a0b","Code","Code_184","","C64433","Alanine Aminotransferase Measurement"
"NCI Thesaurus","28ac5a85-12ae-49bc-b066-c4f4dda8278c","Code","Code_190","","C36292","Laboratory Test Result"
"NCI Thesaurus","9b43cd59-6bbb-4827-afc3-2361437e48e2","Code","Code_191","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","a1bf816d-ee5d-444b-9d75-b9559c438122","Code","Code_192","","C48207","Unit of Concentration"
"NCI Thesaurus","8b5cf9ca-623f-443e-b43f-5ec82e6c65d3","Code","Code_193","","C70713","Biospecimen Type"
"NCI Thesaurus","accf9e31-4b19-495a-8f90-e96ef5aa37ce","Code","Code_189","","C64431","Albumin Measurement"
"NCI Thesaurus","718c6344-9549-4e21-8092-25007b10752f","Code","Code_195","","C36292","Laboratory Test Result"
"NCI Thesaurus","46e5ffea-01cc-4921-bd78-91dbb2c960d5","Code","Code_196","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","7aaadb4d-0172-437c-82c6-0b54ed34841a","Code","Code_197","","C67365","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","a8b81ce5-d44c-49a0-a263-e163abd62deb","Code","Code_198","","C70713","Biospecimen Type"
"NCI Thesaurus","d120507a-502d-42ef-9e16-b9c1da79f157","Code","Code_194","","C64432","Alkaline Phosphatase Measurement"
"NCI Thesaurus","88d68c5e-c44b-45aa-98f2-ab23156159ed","Code","Code_200","","C36292","Laboratory Test Result"
"NCI Thesaurus","02b1ffd2-abcc-4eb2-9f3f-190cb400393d","Code","Code_201","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","ee237679-906a-4746-b572-b38ddf30a5ba","Code","Code_202","","C67365","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","5a03333c-d1d8-497e-81f3-c90d7b9bc95b","Code","Code_203","","C70713","Biospecimen Type"
"NCI Thesaurus","7f30e6f5-4320-4bd7-a398-a43fd8047a75","Code","Code_199","","C64467","Aspartate Aminotransferase Measurement"
"NCI Thesaurus","8f2b2922-1e63-436e-b717-9ee0de598ca9","Code","Code_205","","C36292","Laboratory Test Result"
"NCI Thesaurus","96c22d4e-02d3-4912-a035-a38c4b577a22","Code","Code_206","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","239ac7dc-b1a4-466c-903e-b2b367424162","Code","Code_207","","C48207","Unit of Concentration"
"NCI Thesaurus","30b6f2c4-ebf0-40da-a7d8-f96e74475dc4","Code","Code_208","","C70713","Biospecimen Type"
"NCI Thesaurus","f25b110c-a2d1-4119-8d4f-c940acea7e22","Code","Code_204","","C64547","Creatinine Measurement"
"NCI Thesaurus","5bd05490-218a-4273-8e0d-c08acd4d3ec2","Code","Code_210","","C36292","Laboratory Test Result"
"NCI Thesaurus","09219c85-fb0b-46db-b18e-d1f51973e984","Code","Code_211","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","3b94f398-f285-43b8-a5ff-e66772fd3351","Code","Code_212","","C64567","Molarity Unit"
"NCI Thesaurus","2dc96252-eb05-496f-aa8c-72408418d91d","Code","Code_213","","C70713","Biospecimen Type"
"NCI Thesaurus","a2f96357-89a2-4b50-8519-b26fda421ecb","Code","Code_209","","C64853","Potassium Measurement"
"NCI Thesaurus","17916bfa-c2cf-4736-8577-6de0245fdb2e","Code","Code_215","","C36292","Laboratory Test Result"
"NCI Thesaurus","b354d80b-051f-4e4e-8421-67a691fcd420","Code","Code_216","","C83309","Laboratory Test Fasting Status"
"NCI Thesaurus","a9909f72-a592-45f7-8ac0-024dad950342","Code","Code_217","","C64567","Molarity Unit"
"NCI Thesaurus","8d2b7192-e145-4d58-b997-688dfcf057be","Code","Code_218","","C70713","Biospecimen Type"
"NCI Thesaurus","d804a75b-1132-45df-adca-e601a971a137","Code","Code_214","","C64809","Sodium Measurement"
"NCI Thesaurus","6f9e6a8a-ea81-4cf0-9d45-ef4c51c452a9","Code","Code_220","","C77140","Clinical Test Result"
"http://www.cdisc.org","099adb59-62f2-4718-9d0b-b0f1ca054e99","Code","Code_221","2023-09-29","C42547","Pascal"
"NCI Thesaurus","173b678f-9a86-45ad-8435-ae29de1bcefd","Code","Code_222","","C49669","Unit of Pressure"
"NCI Thesaurus","e22a7400-dfd8-4455-a678-2d1c0d278204","Code","Code_223","","C13717","Anatomic Site"
"NCI Thesaurus","32a34887-4631-4a1e-b75d-33596d2e5c67","Code","Code_224","","C25185","Laterality"
"NCI Thesaurus","14a1e8d4-79a8-4ff5-b584-d48e070a7c62","Code","Code_225","","C82535","Test Method"
"NCI Thesaurus","efbd06ca-a1d2-40f1-830b-7f9af3693ed4","Code","Code_226","","C62164","Body Position"
"NCI Thesaurus","0abdbddd-eae5-4cac-b635-745c05690dc4","Code","Code_219","","C25298","Systolic Blood Pressure"
"NCI Thesaurus","ef7b7026-f074-4352-9cdb-b009b69afcff","Code","Code_228","","C77140","Clinical Test Result"
"http://www.cdisc.org","9a298bc2-d995-4fbd-a4fc-8cb429f2e0d5","Code","Code_229","2023-09-29","C42547","Pascal"
"NCI Thesaurus","620c5ac7-d3a8-454d-80c4-7002cb8521c3","Code","Code_230","","C49669","Unit of Pressure"
"NCI Thesaurus","6bda7d6f-acf5-4804-b2a3-a208871f8219","Code","Code_231","","C13717","Anatomic Site"
"NCI Thesaurus","184eaf8e-1082-4412-8879-374da77a963f","Code","Code_232","","C25185","Laterality"
"NCI Thesaurus","1d9355d8-6474-4c7a-8361-fa732bb1140f","Code","Code_233","","C82535","Test Method"
"NCI Thesaurus","9591c7ec-c63e-449d-8e88-1804404ea589","Code","Code_234","","C62164","Body Position"
"NCI Thesaurus","6263e910-6a55-4cf5-9483-674a778c59c4","Code","Code_227","","C25299","Diastolic Blood Pressure"
"NCI Thesaurus","2da74533-07bf-4bca-a61c-e2c88f278074","Code","Code_236","","C77140","Clinical Test Result"
"http://www.cdisc.org","5ba1cd27-8b17-4392-ba5f-4197dc3368fd","Code","Code_237","2023-09-29","C49673","Beats per Minute"
"NCI Thesaurus","04803c5b-a398-48c6-9838-b9c7c9b1700b","Code","Code_238","","C73688","Count per Minute"
"NCI Thesaurus","492c25be-dee3-4965-8b48-62d609ad1192","Code","Code_239","","C13717","Anatomic Site"
"NCI Thesaurus","d8120b70-1993-4a01-a21a-fb87d0a7408b","Code","Code_240","","C25185","Laterality"
"NCI Thesaurus","c3b25775-b456-4cb3-bf99-027090f5c70c","Code","Code_241","","C82535","Test Method"
"NCI Thesaurus","f3c837bd-c00b-48e3-af6f-4805c153a122","Code","Code_242","","C62164","Body Position"
"NCI Thesaurus","57b58bc6-932d-465f-b4e0-cd78cb5f0285","Code","Code_235","","C49677","Heart Rate"
"NCI Thesaurus","d378e22b-e63c-411d-ba06-51331d04327a","Code","Code_244","","C77140","Clinical Test Result"
"http://www.cdisc.org","9a319219-b0fc-4468-bc9d-9cb9c3ec0dae","Code","Code_245","2023-09-29","C42547","Pascal"
"NCI Thesaurus","9c2aac24-a9d4-485c-9142-627ad9c41e55","Code","Code_246","","C49669","Unit of Pressure"
"NCI Thesaurus","cd686e48-4526-4177-abca-fce3672493a6","Code","Code_247","","C13717","Anatomic Site"
"NCI Thesaurus","879abd3f-b2ac-40e7-bca7-0505fa730495","Code","Code_248","","C25185","Laterality"
"NCI Thesaurus","10309209-a7a8-493c-8b97-76ce8bcafdb9","Code","Code_249","","C82535","Test Method"
"NCI Thesaurus","9b7be17d-fa7f-41e1-aa07-19ccb5515110","Code","Code_250","","C62164","Body Position"
