"uuid:ID","instanceType","id","name","sectionNumber","text","sectionTitle"
"6e50989d-06e6-4f2d-af1c-242f1946b23d","NarrativeContent","NarrativeContent_32","SECTION 6","6","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY"
"8635b1cc-55d3-42ee-ad1d-627dc15cb017","NarrativeContent","NarrativeContent_33","SECTION 6.1","6.1","<div></div>","Description of Trial Intervention"
"2a7b7a67-9637-403f-9f5e-aba7843141bc","NarrativeContent","NarrativeContent_34","SECTION 6.2","6.2","<div></div>","Rationale for Trial Intervention"
"4dcf8b9c-71f3-4448-92be-2c436c5e7470","NarrativeContent","NarrativeContent_35","SECTION 6.3","6.3","<div></div>","Dosing and Administration"
"bb3f66d2-f079-495e-9424-43eefbab393e","NarrativeContent","NarrativeContent_36","SECTION 6.3.1","6.3.1","<div></div>","Trial Intervention Dose Modification"
"5dcf2d82-cf3f-41d2-9cdb-c095d3da79d9","NarrativeContent","NarrativeContent_37","SECTION 6.4","6.4","<div></div>","Treatment of Overdose"
"0c949e8a-847f-43e7-af39-5ccbb45e1c5c","NarrativeContent","NarrativeContent_38","SECTION 6.5","6.5","<div></div>","Preparation, Handling, Storage and Accountability"
"ed92f5d1-aa53-4ef7-874e-8fff45b5355a","NarrativeContent","NarrativeContent_39","SECTION 6.5.1","6.5.1","<div></div>","Preparation of Trial Intervention"
"2ed67812-74d6-418e-9fff-04f297d63616","NarrativeContent","NarrativeContent_40","SECTION 6.5.2","6.5.2","<div></div>","Handling and Storage of Trial Intervention"
"1841ce60-79d1-4dde-9773-970c483a6c40","NarrativeContent","NarrativeContent_41","SECTION 6.5.3","6.5.3","<div></div>","Accountability of Trial Intervention"
"f24e70f0-382a-4846-ae01-ac9b385f61b8","NarrativeContent","NarrativeContent_42","SECTION 6.6","6.6","<div></div>","Participant Assignment, Randomisation and Blinding"
"d52c8295-5f9e-4f6c-bea9-c05bf7266d67","NarrativeContent","NarrativeContent_43","SECTION 6.6.1","6.6.1","<div></div>","Participant Assignment"
"030e8ec1-884d-4365-bf10-14ee7e92a459","NarrativeContent","NarrativeContent_44","SECTION 6.6.2","6.6.2","<div></div>","Randomisation"
"31051ee5-b593-4bf0-a316-e2e50baeeb07","NarrativeContent","NarrativeContent_45","SECTION 6.6.3","6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","Blinding and Unblinding"
"6d3a8057-7ba3-4216-8922-f7c95ce27e03","NarrativeContent","NarrativeContent_46","SECTION 6.7","6.7","<div></div>","Trial Intervention Compliance"
"d3256640-9031-4c08-88be-7212e72587be","NarrativeContent","NarrativeContent_47","SECTION 6.8","6.8","<div></div>","Concomitant Therapy"
"b5f26b7c-6c0e-4a5c-ba42-472329de5196","NarrativeContent","NarrativeContent_48","SECTION 6.8.1","6.8.1","<div></div>","Prohibited Concomitant Therapy"
"7ddac27d-5a6c-4d79-a0e7-ae33147f3190","NarrativeContent","NarrativeContent_49","SECTION 6.8.2","6.8.2","<div></div>","Permitted Concomitant Therapy"
"d6d84aec-4554-4b8b-a6f9-9c38f16508b7","NarrativeContent","NarrativeContent_50","SECTION 6.8.3","6.8.3","<div></div>","Rescue Therapy"
"1cf1396e-d230-41fc-a595-586a3e46dc7f","NarrativeContent","NarrativeContent_51","SECTION 6.8.4","6.8.4","<div></div>","Other Therapy"
"496ddf50-16e2-4a75-8526-663511093ad3","NarrativeContent","NarrativeContent_52","SECTION 7","7","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"62f13345-d236-4697-8102-57e4707828fd","NarrativeContent","NarrativeContent_53","SECTION 7.1","7.1","<div></div>","Discontinuation of Trial Intervention"
"ca124c54-d823-42f3-8fe3-a2a907aa2c15","NarrativeContent","NarrativeContent_54","SECTION 7.1.1","7.1.1","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention"
"d41682f8-9827-4d8e-9ccb-bef6f44d2162","NarrativeContent","NarrativeContent_55","SECTION 7.1.2","7.1.2","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention"
"5162e432-578b-4a03-bb65-cc479a94434a","NarrativeContent","NarrativeContent_56","SECTION 7.1.3","7.1.3","<div></div>","Rechallenge"
"038e5317-1091-460d-9ce0-59680819e369","NarrativeContent","NarrativeContent_57","SECTION 7.2","7.2","<div></div>","Participant Withdrawal from the Trial"
"1ab501e8-3442-402a-97f5-3d5f2a67618c","NarrativeContent","NarrativeContent_58","SECTION 7.3","7.3","<div></div>","Lost to Follow-Up"
"528cd6a7-4a8b-4245-8439-ceb0e0bf6707","NarrativeContent","NarrativeContent_59","SECTION 7.4","7.4","<div></div>","Trial Stopping Rules"
"da3c18d1-476a-4df5-9afb-e15c93622b58","NarrativeContent","NarrativeContent_60","SECTION 8","8","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES"
"0cf2d6eb-8fbe-45f0-bcd4-2b416576870c","NarrativeContent","NarrativeContent_61","SECTION 8.1","8.1","<div></div>","Screening/Baseline Assessments and Procedures"
"9b5ec19a-f1d1-4317-b5e9-3bd62fcb664d","NarrativeContent","NarrativeContent_62","SECTION 8.2","8.2","<div></div>","Efficacy Assessments and Procedures"
"de83a948-7ffd-4579-9604-63bd2409b112","NarrativeContent","NarrativeContent_63","SECTION 8.3","8.3","<div></div>","Safety Assessments and Procedures"
"ffc14c32-c4ca-4d32-9709-7545049c81f8","NarrativeContent","NarrativeContent_64","SECTION 8.3.1","8.3.1","<div></div>","Physical Examination"
"abb660b6-1611-4c01-b38e-d5cb4c653862","NarrativeContent","NarrativeContent_65","SECTION 8.3.2","8.3.2","<div></div>","Vital Signs"
"e9d16a2d-652b-433d-b4cc-1e25b12c5b0a","NarrativeContent","NarrativeContent_66","SECTION 8.3.3","8.3.3","<div></div>","Electrocardiograms"
"12ffbf02-6193-43b1-92a1-b7b4438d7d13","NarrativeContent","NarrativeContent_67","SECTION 8.3.4","8.3.4","<div></div>","Clinical Laboratory Assessments"
"0f185d06-decc-4d3f-a07c-3b5529781daf","NarrativeContent","NarrativeContent_68","SECTION 8.3.5","8.3.5","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring"
"ca63c60e-ce8d-48fa-a3b6-ee0237676c4c","NarrativeContent","NarrativeContent_69","SECTION 8.4","8.4","<div></div>","Adverse Events and Serious Adverse Events"
"1d3c4083-9946-4656-823a-430b9638fb86","NarrativeContent","NarrativeContent_70","SECTION 8.4.1","8.4.1","<div></div>","Definitions of AE and SAE"
"963c1a8c-34c0-43a5-a237-46c11f987f1c","NarrativeContent","NarrativeContent_71","SECTION 8.4.2","8.4.2","<div></div>","Time Period and Frequency for Collecting AE and SAE Information"
"7cd6bc30-40d6-4885-b83f-b0ad07c60053","NarrativeContent","NarrativeContent_72","SECTION 8.4.3","8.4.3","<div></div>","Identifying AEs and SAEs"
"9dc123f0-7c34-4391-a7ad-13fbd639f608","NarrativeContent","NarrativeContent_73","SECTION 8.4.4","8.4.4","<div></div>","Recording of AEs and SAEs"
"41ae4c2c-f7e3-4784-badc-8ad061335705","NarrativeContent","NarrativeContent_74","SECTION 8.4.5","8.4.5","<div></div>","Follow-up of AEs and SAEs"
"d9fdae4a-6792-4a23-b311-ec8d2183b865","NarrativeContent","NarrativeContent_75","SECTION 8.4.6","8.4.6","<div></div>","Reporting of SAEs"
"0faf919d-0647-4a91-81d1-6ab9e82a6fdd","NarrativeContent","NarrativeContent_76","SECTION 8.4.7","8.4.7","<div></div>","Regulatory Reporting Requirements for SAEs"
"a8e0c599-5688-40e5-95b7-7db85680f064","NarrativeContent","NarrativeContent_77","SECTION 8.4.8","8.4.8","<div></div>","Serious and Unexpected Adverse Reaction Reporting"
"0495cee2-9c2c-45c4-b44b-8e7a3ac40766","NarrativeContent","NarrativeContent_78","SECTION 8.4.9","8.4.9","<div></div>","Adverse Events of Special Interest"
"8f77ccd8-d8c3-437d-b1e3-20c613dbf390","NarrativeContent","NarrativeContent_79","SECTION 8.4.10","8.4.10","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"cf2f036f-d0c9-4713-bab9-14f422ead545","NarrativeContent","NarrativeContent_80","SECTION 8.5","8.5","<div></div>","Pregnancy and Postpartum Information"
"918a657e-f525-453f-afa3-927b78e74f40","NarrativeContent","NarrativeContent_81","SECTION 8.5.1","8.5.1","<div></div>","Participants Who Become Pregnant During the Trial"
"662b1851-8ef0-41ae-93c2-528558fb6a4e","NarrativeContent","NarrativeContent_82","SECTION 8.5.2","8.5.2","<div></div>","Participants Whose Partners Become Pregnant"
"2356f9ed-f41a-460b-b687-ecac07e3f064","NarrativeContent","NarrativeContent_83","SECTION 8.6","8.6","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products"
"4810a856-4bfb-4535-b374-842820b16564","NarrativeContent","NarrativeContent_84","SECTION 8.6.1","8.6.1","<div></div>","Definition of Medical Device Product Complaints"
"8e6f05d1-3722-4462-b236-982b9cae328e","NarrativeContent","NarrativeContent_85","SECTION 8.6.2","8.6.2","<div></div>","Recording of Medical Device Product Complaints"
"2e38c806-1086-4d75-9328-95a6ef27cdc1","NarrativeContent","NarrativeContent_86","SECTION 8.6.3","8.6.3","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"2eeb5462-9870-4e1d-9c16-06ef0c02c5f5","NarrativeContent","NarrativeContent_87","SECTION 8.6.4","8.6.4","<div></div>","Follow-Up of Medical Device Product Complaints"
"1c7e931f-1164-44cd-a4c7-ed25fe9afe2e","NarrativeContent","NarrativeContent_88","SECTION 8.6.5","8.6.5","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints"
"73ab1649-1988-4d6d-ad00-82e2fe7ec902","NarrativeContent","NarrativeContent_89","SECTION 8.7","8.7","<div></div>","Pharmacokinetics"
"5e646a3d-69ba-454c-9bf6-c906b0f06e8d","NarrativeContent","NarrativeContent_90","SECTION 8.8","8.8","<div></div>","Genetics"
"b23e0204-91ca-4680-bcca-4f027ff2b592","NarrativeContent","NarrativeContent_91","SECTION 8.9","8.9","<div></div>","Biomarkers"
"34b6aa09-cf64-4723-912a-eec8d994bf22","NarrativeContent","NarrativeContent_92","SECTION 8.1","8.1","<div></div>","Immunogenicity Assessments"
"bdb29d5e-ab11-4996-bc48-dda40bb0d433","NarrativeContent","NarrativeContent_93","SECTION 8.1.1","8.1.1","<div></div>","Medical Resource Utilisation and Health Economics"
"c243bc33-c562-4708-8ae7-6b3bd799eb11","NarrativeContent","NarrativeContent_94","SECTION 9","9","<div></div>","STATISTICAL CONSIDERATIONS"
"5a0a5dd9-9f6e-460f-b78a-11e5f192d9d5","NarrativeContent","NarrativeContent_95","SECTION 9.1","9.1","<div></div>","Analysis Sets"
"e3977557-7a8d-40c8-ac16-b1140f996d19","NarrativeContent","NarrativeContent_96","SECTION 9.2","9.2","<div></div>","Analyses Supporting Primary Objective(s)"
"6f8f2554-fca5-4dcd-a6b5-798d0b5a566b","NarrativeContent","NarrativeContent_97","SECTION 9.2.1","9.2.1","<div></div>","Statistical Model, Hypothesis, and Method of Analysis"
"a7e2fa64-c191-4819-9a05-81609eea3caa","NarrativeContent","NarrativeContent_98","SECTION 9.2.2","9.2.2","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)"
"3a97fcfa-ffd6-476d-b6f4-f4f9b38c238d","NarrativeContent","NarrativeContent_99","SECTION 9.2.3","9.2.3","<div></div>","Handling of Missing Data"
"8bcc45e9-9441-4c83-bc9c-23e47c0aa0de","NarrativeContent","NarrativeContent_100","SECTION 9.2.4","9.2.4","<div></div>","Sensitivity Analysis"
"32880983-6939-47b2-bca8-8d921baa86bd","NarrativeContent","NarrativeContent_101","SECTION 9.2.5","9.2.5","<div></div>","Supplementary Analysis"
"a68be6a1-59c0-4f16-a165-0a890571ad91","NarrativeContent","NarrativeContent_102","SECTION 9.3","9.3","<div></div>","Analysis Supporting Secondary Objective(s)"
"bd57d0ba-f99f-4b4c-a718-c8de98261d83","NarrativeContent","NarrativeContent_103","SECTION 9.4","9.4","<div></div>","Analysis of Exploratory Objective(s)"
"cbe339c9-bd79-460d-96ad-0ff03f528cf1","NarrativeContent","NarrativeContent_104","SECTION 9.5","9.5","<div></div>","Safety Analyses"
"0d7820e0-a09f-41d9-b4e2-b2e57f39c307","NarrativeContent","NarrativeContent_105","SECTION 9.6","9.6","<div></div>","Other Analyses"
"e4d00c4a-1967-40d9-8728-08fcb82a9600","NarrativeContent","NarrativeContent_106","SECTION 9.7","9.7","<div></div>","Interim Analyses"
"c4dd70f1-cb7a-4cd4-a303-bd75a6413d81","NarrativeContent","NarrativeContent_107","SECTION 9.8","9.8","<div></div>","Sample Size Determination"
"e30f6384-6c2f-4186-809f-1d2c7d7840f8","NarrativeContent","NarrativeContent_108","SECTION 9.9","9.9","<div></div>","Protocol Deviations"
"6c7504e3-e392-4d4c-b138-0c6a98d06aac","NarrativeContent","NarrativeContent_109","SECTION 10","10","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"d6ac0daf-3446-44bf-8958-83856d08f3fe","NarrativeContent","NarrativeContent_110","SECTION 10.1","10.1","<div></div>","Regulatory and Ethical Considerations"
"fe0a5ef5-7189-44da-9483-0c5bda0829a5","NarrativeContent","NarrativeContent_111","SECTION 10.2","10.2","<div></div>","Committees"
"1ea510ec-9e12-4a45-9196-6c5710eb4e37","NarrativeContent","NarrativeContent_112","SECTION 10.3","10.3","<div></div>","Informed Consent Process"
"8d20b31b-19a0-4c62-98e2-1fe4eaea6a97","NarrativeContent","NarrativeContent_113","SECTION 10.4","10.4","<div></div>","Data Protection"
"98e44f16-3508-477d-a3a0-e115ccb4c273","NarrativeContent","NarrativeContent_114","SECTION 10.5","10.5","<div></div>","Early Site Closure or Trial Termination"
"d82f46f0-077a-4a8b-a93f-736fb2f66350","NarrativeContent","NarrativeContent_115","SECTION 11","11","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"145efc20-23c9-4d48-a00e-ef061d674b52","NarrativeContent","NarrativeContent_116","SECTION 11.1","11.1","<div></div>","Quality Tolerance Limits"
"938c2e36-738f-46d6-8743-e706ddb1ddb2","NarrativeContent","NarrativeContent_117","SECTION 11.2","11.2","<div></div>","Data Quality Assurance"
"c5423f3b-3ed5-41dd-8ae6-a7134e10f95d","NarrativeContent","NarrativeContent_118","SECTION 11.3","11.3","<div></div>","Source Data"
"36c814b3-1f6a-45d7-b2d9-d3516ca4cf08","NarrativeContent","NarrativeContent_119","SECTION 12","12","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"e20de344-0973-48fe-a9ed-844c38d4777b","NarrativeContent","NarrativeContent_120","SECTION 12.1","12.1","<div></div>","Further Details and Clarifications on the AE Definition"
"3d26cbfc-d608-4db1-8075-e412bd0b4dd4","NarrativeContent","NarrativeContent_121","SECTION 12.2","12.2","<div></div>","Further Details and Clarifications on the SAE Definition"
"a7390014-6cc0-449b-a63f-2b61f5c6ee61","NarrativeContent","NarrativeContent_122","SECTION 12.3","12.3","<div></div>","Severity"
"680a184c-7e55-4e25-a545-40095de772e5","NarrativeContent","NarrativeContent_123","SECTION 12.4","12.4","<div></div>","Causality"
"a75deaa7-fcf1-4fb2-a579-f860148c9aeb","NarrativeContent","NarrativeContent_124","SECTION 13","13","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"404e3396-bb20-472c-a580-20b07c5d1caf","NarrativeContent","NarrativeContent_125","SECTION 13.1","13.1","<div></div>","Contraception and Pregnancy Testing"
"75e0e43b-238d-4cfd-83f0-8a4363347f62","NarrativeContent","NarrativeContent_126","SECTION 13.1.1","13.1.1","<div></div>","Definitions Related to Childbearing Potential"
"d6ec1237-b514-40d7-b57b-5abadc78f477","NarrativeContent","NarrativeContent_127","SECTION 13.1.2","13.1.2","<div></div>","Contraception"
"4221f033-a581-4596-b41a-63b1c9365bc5","NarrativeContent","NarrativeContent_128","SECTION 13.1.3","13.1.3","<div></div>","Pregnancy Testing"
"ad977b73-1533-40d2-a84f-79ab45dc3282","NarrativeContent","NarrativeContent_129","SECTION 13.2","13.2","<div></div>","Clinical Laboratory Tests"
"1d3e42ed-a5fb-41bc-a72c-21c821312499","NarrativeContent","NarrativeContent_130","SECTION 13.3","13.3","<div></div>","Country/Region-Specific Differences"
"16e3b3ec-a625-4db6-b2fc-490fe1d60d4a","NarrativeContent","NarrativeContent_131","SECTION 13.4","13.4","<div></div>","Prior Protocol Amendments"
"fef6f0f4-173b-4382-9c01-36a8f4b334c4","NarrativeContent","NarrativeContent_132","SECTION 14","14","<div></div>","APPENDIX: GLOSSARY OF TERMS"
"12e79738-4bd3-4e63-9c08-154c23c5b58f","NarrativeContent","NarrativeContent_133","SECTION 15","15","<div></div>","APPENDIX: REFERENCES"
