"uuid:ID","instanceType","isRequired","id","name","label","isEnabled","datatype"
"9702720c-d188-4d15-a4c8-72b078bbc2b2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_103","Biospecimen Type","Biospecimen Type","True","string"
"2117ec49-2c80-4169-ab66-256b4f9f5f13","BiomedicalConceptProperty","True","BiomedicalConceptProperty_104","Laboratory Test Result","Laboratory Test Result","True","decimal"
"2641758f-d8e2-4a5f-8645-dc3f85d38ee7","BiomedicalConceptProperty","True","BiomedicalConceptProperty_105","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"65a8ea24-f8d2-433e-8e8d-7585ebac06c5","BiomedicalConceptProperty","True","BiomedicalConceptProperty_106","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","string"
"43e2f7c1-54ee-4fe0-9ec1-54e65a2766f4","BiomedicalConceptProperty","True","BiomedicalConceptProperty_107","Biospecimen Type","Biospecimen Type","True","string"
"74bf319f-3d35-429c-a3b0-941be3a8c237","BiomedicalConceptProperty","True","BiomedicalConceptProperty_108","Laboratory Test Result","Laboratory Test Result","True","decimal"
"ff735b0b-633e-4b18-8e39-119587430ab8","BiomedicalConceptProperty","True","BiomedicalConceptProperty_109","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"2d64f837-719f-4c21-b445-d1a197e7ee34","BiomedicalConceptProperty","True","BiomedicalConceptProperty_110","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","string"
"1a4db596-5a5b-4d86-85b9-8e8739fb5e66","BiomedicalConceptProperty","True","BiomedicalConceptProperty_111","Biospecimen Type","Biospecimen Type","True","string"
"a0116ecf-da92-4983-8894-2b552ee7c1e4","BiomedicalConceptProperty","True","BiomedicalConceptProperty_112","Laboratory Test Result","Laboratory Test Result","True","string"
"d97d20d9-7619-4939-b72a-76f73a3dfbce","BiomedicalConceptProperty","True","BiomedicalConceptProperty_113","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"b7a699cf-7e85-4a51-8c0c-be4448126209","BiomedicalConceptProperty","True","BiomedicalConceptProperty_114","Unit of Concentration","Unit of Concentration","True","string"
"2ac0cfe3-b3ac-4ab1-bfdc-a26857ff5bf2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_115","Biospecimen Type","Biospecimen Type","True","string"
"a34b5601-7cf0-44d4-9f66-710e98b84d94","BiomedicalConceptProperty","True","BiomedicalConceptProperty_116","Laboratory Test Result","Laboratory Test Result","True","decimal"
"72931b8f-4464-47ee-b6a5-78458cfcaa40","BiomedicalConceptProperty","True","BiomedicalConceptProperty_117","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"8082a739-f5b6-4a2f-85a0-8a593f9f2dd6","BiomedicalConceptProperty","True","BiomedicalConceptProperty_118","Molarity Unit","Molarity Unit","True","string"
"5289570d-7884-4987-ab14-6ec2d1af4314","BiomedicalConceptProperty","True","BiomedicalConceptProperty_119","Biospecimen Type","Biospecimen Type","True","string"
"c59eb2f4-0e78-4733-884a-9f6c1a6dd4af","BiomedicalConceptProperty","True","BiomedicalConceptProperty_120","Laboratory Test Result","Laboratory Test Result","True","decimal"
"0696e278-f3a8-4ee7-995f-982cc9a067ee","BiomedicalConceptProperty","True","BiomedicalConceptProperty_121","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"865151e4-22e0-4aa3-898c-2fdab21a61f0","BiomedicalConceptProperty","True","BiomedicalConceptProperty_122","Molarity Unit","Molarity Unit","True","string"
"8e3db01b-2e32-435e-8a2d-f8585fe6fc22","BiomedicalConceptProperty","True","BiomedicalConceptProperty_123","Biospecimen Type","Biospecimen Type","True","string"
"0d9dcfce-c66e-4ca4-a084-4dc5e7b701dc","BiomedicalConceptProperty","True","BiomedicalConceptProperty_1","Reported Event Term","Reported Event Term","True","string"
"e25097b9-487a-4eb2-8676-fde801fb3877","BiomedicalConceptProperty","True","BiomedicalConceptProperty_2","Dictionary-derived Term","Dictionary-derived Term","True","string"
"62646239-64d6-4a49-8be0-8cab1a67040a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_3","Category","Category","True","string"
"89f91e9c-2e97-4065-b590-cac034252d12","BiomedicalConceptProperty","True","BiomedicalConceptProperty_4","Subcategory","Subcategory","True","string"
"db4ca536-647c-40e3-adc8-a93316e24884","BiomedicalConceptProperty","True","BiomedicalConceptProperty_5","Observation Start Date Time","Observation Start Date Time","True","datetime"
"f4345646-cf02-4204-8d32-74d61c716112","BiomedicalConceptProperty","True","BiomedicalConceptProperty_6","Clinical Test Result","Clinical Test Result","True","decimal"
"49234dc0-2ee0-4051-b555-aa1feeac6304","BiomedicalConceptProperty","True","BiomedicalConceptProperty_7","Unit of Pressure","Unit of Pressure","True","string"
"c23f876a-eddc-4d1d-b2cb-84309ad649e2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_8","Anatomic Site","Anatomic Site","True","string"
"3fe0212c-4b2c-4249-9e5f-77ed0393e0e8","BiomedicalConceptProperty","True","BiomedicalConceptProperty_9","Laterality","Laterality","True","string"
"d46706e1-b079-4b98-af19-89af31ab9382","BiomedicalConceptProperty","True","BiomedicalConceptProperty_10","Test Method","Test Method","True","string"
"1d89df28-ca9a-4030-966c-ab19cab76170","BiomedicalConceptProperty","True","BiomedicalConceptProperty_11","Body Position","Body Position","True","string"
"25d60e6d-e8ce-4617-afc7-369c87d5586e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_12","Clinical Test Result","Clinical Test Result","True","decimal"
"777ec32e-ba3a-4f11-8b6f-1c2012403526","BiomedicalConceptProperty","True","BiomedicalConceptProperty_13","Unit of Pressure","Unit of Pressure","True","string"
"62f3a01f-ed5e-46d0-933a-4866d5b8290d","BiomedicalConceptProperty","True","BiomedicalConceptProperty_14","Anatomic Site","Anatomic Site","True","string"
"ce8c9a3c-2fc9-463e-93b6-7ef1a8d6b2f4","BiomedicalConceptProperty","True","BiomedicalConceptProperty_15","Laterality","Laterality","True","string"
"da98e7cf-afda-4673-918c-753e8a96c812","BiomedicalConceptProperty","True","BiomedicalConceptProperty_16","Test Method","Test Method","True","string"
"abacf8df-4f1a-445b-9131-b46c82c3409a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_17","Body Position","Body Position","True","string"
"a1a9b8da-72ff-440d-837d-ed852e0578dc","BiomedicalConceptProperty","True","BiomedicalConceptProperty_18","Clinical Test Result","Clinical Test Result","True","decimal"
"3f33043e-be72-4077-a6b0-067a20d55fa4","BiomedicalConceptProperty","True","BiomedicalConceptProperty_19","Unit of Temperature","Unit of Temperature","True","string"
"ed2e1808-30e7-4fe6-a003-6c06a23e1f70","BiomedicalConceptProperty","True","BiomedicalConceptProperty_20","Anatomic Site","Anatomic Site","True","string"
"591c16cf-bd55-430e-9127-3a3f3652a5ff","BiomedicalConceptProperty","True","BiomedicalConceptProperty_21","Clinical Test Result","Clinical Test Result","True","decimal"
"1de4d9fc-16f3-4885-a67d-4115f6bf7218","BiomedicalConceptProperty","True","BiomedicalConceptProperty_22","Unit of Weight","Unit of Weight","True","string"
"d1a605b0-4067-4aa4-a447-34728cc0188e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_23","Clinical Test Result","Clinical Test Result","True","decimal"
"a70cbe2c-5dce-4974-8dab-a28e0b51e493","BiomedicalConceptProperty","True","BiomedicalConceptProperty_24","Unit of Height","Unit of Height","True","string"
"acf76fa7-b5f2-4a48-8755-25d98b8b9ced","BiomedicalConceptProperty","True","BiomedicalConceptProperty_25","Laboratory Test Result","Laboratory Test Result","True","decimal"
"664ca23f-e6fc-4909-b584-10326ebdb826","BiomedicalConceptProperty","True","BiomedicalConceptProperty_26","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"bf9d640e-0a1d-4016-9a4e-fdc8690de3d2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_27","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","string"
"7202d2d1-63c8-4666-8db9-b484cf4faa09","BiomedicalConceptProperty","True","BiomedicalConceptProperty_28","Biospecimen Type","Biospecimen Type","True","string"
"6bc773d4-0aa7-4ed6-ab6a-2fb7e5b23945","BiomedicalConceptProperty","True","BiomedicalConceptProperty_29","Laboratory Test Result","Laboratory Test Result","True","string"
"fbea3ae5-3257-40ae-9cd0-7f6e48eec7a2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_30","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"5b23e90c-0b5b-4eb1-a4eb-5e4804ade3ee","BiomedicalConceptProperty","True","BiomedicalConceptProperty_31","Unit of Concentration","Unit of Concentration","True","string"
"f34e2408-08e6-4bc5-b7f3-c144054ead43","BiomedicalConceptProperty","True","BiomedicalConceptProperty_32","Biospecimen Type","Biospecimen Type","True","string"
"0c7ba8b8-fc90-41ef-8684-5bdc600df1db","BiomedicalConceptProperty","True","BiomedicalConceptProperty_33","Laboratory Test Result","Laboratory Test Result","True","decimal"
"58d93672-0d53-455d-a8f0-87281139fd4e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_34","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"89fd6a6b-0e39-42bf-97c6-62de3ee90326","BiomedicalConceptProperty","True","BiomedicalConceptProperty_35","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","string"
"5aed10b5-847c-4b9e-a6fd-a335225892a1","BiomedicalConceptProperty","True","BiomedicalConceptProperty_36","Biospecimen Type","Biospecimen Type","True","string"
"2c004ba7-1d0b-4d1c-a584-621ff5c3bb1e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_37","Laboratory Test Result","Laboratory Test Result","True","decimal"
"60a2709e-5898-4a4c-afe8-86db52660b58","BiomedicalConceptProperty","True","BiomedicalConceptProperty_38","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"5115ccba-7851-4219-a60d-e9f1dbf433f3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_39","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","string"
"f47ea3e5-5e24-4eaf-b4a3-364869489b9b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_40","Biospecimen Type","Biospecimen Type","True","string"
"76dd6ed4-223c-4842-990d-31892cdac207","BiomedicalConceptProperty","True","BiomedicalConceptProperty_41","Laboratory Test Result","Laboratory Test Result","True","string"
"0a73d021-8c33-451e-be8a-86b25651e2d0","BiomedicalConceptProperty","True","BiomedicalConceptProperty_42","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"f571deaa-ed95-4c21-bbfb-0812446037b4","BiomedicalConceptProperty","True","BiomedicalConceptProperty_43","Unit of Concentration","Unit of Concentration","True","string"
"62c7aeed-4b25-49cf-9b64-3998ea8b8821","BiomedicalConceptProperty","True","BiomedicalConceptProperty_44","Biospecimen Type","Biospecimen Type","True","string"
"3817cd74-765a-4742-b04f-561792f9e7ed","BiomedicalConceptProperty","True","BiomedicalConceptProperty_45","Laboratory Test Result","Laboratory Test Result","True","decimal"
"f929a3d5-bed6-4351-919a-37820cb03d5b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_46","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"280ee409-150a-4789-a1f1-4d87809b1d16","BiomedicalConceptProperty","True","BiomedicalConceptProperty_47","Molarity Unit","Molarity Unit","True","string"
"f68f5c30-9f85-4d29-bb62-d2d8f29bc6d3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_48","Biospecimen Type","Biospecimen Type","True","string"
"996d8671-c463-4479-892c-8b059f336142","BiomedicalConceptProperty","True","BiomedicalConceptProperty_49","Laboratory Test Result","Laboratory Test Result","True","decimal"
"5157ad71-d46a-4885-bc6e-285977de52d5","BiomedicalConceptProperty","True","BiomedicalConceptProperty_50","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","boolean"
"bcb293e6-75d4-4d31-9eaa-fc5f7391fcd5","BiomedicalConceptProperty","True","BiomedicalConceptProperty_51","Molarity Unit","Molarity Unit","True","string"
"b3aab749-5c99-4d3b-89a0-dc8d7eb87d5a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_52","Biospecimen Type","Biospecimen Type","True","string"
"1e6d7f1a-d63f-44ee-b4e9-297a5d0a0e17","BiomedicalConceptProperty","True","BiomedicalConceptProperty_53","Clinical Test Result","Clinical Test Result","True","decimal"
"aa26a575-09e6-48f7-89ef-c7b086af610f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_54","Unit of Pressure","Unit of Pressure","True","string"
"3c607794-a6ed-4744-a86f-926d6e21a108","BiomedicalConceptProperty","True","BiomedicalConceptProperty_55","Anatomic Site","Anatomic Site","True","string"
"17265a3a-b389-423c-8adf-32f6ced43b63","BiomedicalConceptProperty","True","BiomedicalConceptProperty_56","Laterality","Laterality","True","string"
"1a865031-bf29-49eb-9526-a3076263e046","BiomedicalConceptProperty","True","BiomedicalConceptProperty_57","Test Method","Test Method","True","string"
"d05b5887-cc08-42a1-b8a1-c4c5ed76546d","BiomedicalConceptProperty","True","BiomedicalConceptProperty_58","Body Position","Body Position","True","string"
"9a89ee23-de79-4192-96e2-b6606a55fe0c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_59","Clinical Test Result","Clinical Test Result","True","decimal"
"12e91201-2c7c-4029-803c-eb595c57fed1","BiomedicalConceptProperty","True","BiomedicalConceptProperty_60","Unit of Pressure","Unit of Pressure","True","string"
"c26c1996-4c02-43f1-b805-bd6850e749b3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_61","Anatomic Site","Anatomic Site","True","string"
"ed0ff726-7307-4776-9b2d-0903d7ebc3b1","BiomedicalConceptProperty","True","BiomedicalConceptProperty_62","Laterality","Laterality","True","string"
"b2ab4fb3-568d-448d-b263-8a9b61ab8625","BiomedicalConceptProperty","True","BiomedicalConceptProperty_63","Test Method","Test Method","True","string"
"3960b83c-e452-4a2e-adf7-ac89e2dec159","BiomedicalConceptProperty","True","BiomedicalConceptProperty_64","Body Position","Body Position","True","string"
"c53110cd-0902-4609-90a5-5f8b281f58c0","BiomedicalConceptProperty","True","BiomedicalConceptProperty_65","Clinical Test Result","Clinical Test Result","True","integer"
"4ea9bf40-2538-4fa4-87c5-fe5ead05d572","BiomedicalConceptProperty","True","BiomedicalConceptProperty_66","Count per Minute","Count per Minute","True","string"
"b0d26ba7-b13f-44b0-9270-325bbf1f0296","BiomedicalConceptProperty","True","BiomedicalConceptProperty_67","Anatomic Site","Anatomic Site","True","string"
"26350f8d-b1e9-4055-ae63-3fd684e30edd","BiomedicalConceptProperty","True","BiomedicalConceptProperty_68","Laterality","Laterality","True","string"
"9ac183b2-4f9b-479b-9327-15f06395339a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_69","Test Method","Test Method","True","string"
"f28f3b10-eac7-457f-a1c9-f6d7145708d0","BiomedicalConceptProperty","True","BiomedicalConceptProperty_70","Body Position","Body Position","True","string"
"32204909-d251-4ef6-85ec-dace79a34e99","BiomedicalConceptProperty","True","BiomedicalConceptProperty_71","Clinical Test Result","Clinical Test Result","True","decimal"
"7b838636-fdad-447a-b31c-18cb7785b11f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_72","Unit of Pressure","Unit of Pressure","True","string"
"62bfbf46-2c85-4c72-bad2-00fa72f249ab","BiomedicalConceptProperty","True","BiomedicalConceptProperty_73","Anatomic Site","Anatomic Site","True","string"
"986f104f-7166-4a24-92c2-13a27f894643","BiomedicalConceptProperty","True","BiomedicalConceptProperty_74","Laterality","Laterality","True","string"
"b74cd960-747d-4e9c-9c4e-ba99f33e398a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_75","Test Method","Test Method","True","string"
"decd74c7-1795-4500-a140-b3714b9da7bc","BiomedicalConceptProperty","True","BiomedicalConceptProperty_76","Body Position","Body Position","True","string"
"8ca206f1-d14f-42a4-9819-891ba0f72ace","BiomedicalConceptProperty","True","BiomedicalConceptProperty_77","Clinical Test Result","Clinical Test Result","True","decimal"
"6cfe8819-5ef4-4bb0-978b-c8d39e058098","BiomedicalConceptProperty","True","BiomedicalConceptProperty_78","Unit of Pressure","Unit of Pressure","True","string"
"ee881e35-0220-4fe0-8d9f-07b552153121","BiomedicalConceptProperty","True","BiomedicalConceptProperty_79","Anatomic Site","Anatomic Site","True","string"
"69ab6b6c-ff25-452b-b31f-2f49899a3972","BiomedicalConceptProperty","True","BiomedicalConceptProperty_80","Laterality","Laterality","True","string"
"cffcc824-001f-4e92-b368-016655111806","BiomedicalConceptProperty","True","BiomedicalConceptProperty_81","Test Method","Test Method","True","string"
"75b010b7-13b7-4ece-bb6b-c0b1391e6f08","BiomedicalConceptProperty","True","BiomedicalConceptProperty_82","Body Position","Body Position","True","string"
"c06d15a9-c731-4d24-8a4d-678cf0b48a66","BiomedicalConceptProperty","True","BiomedicalConceptProperty_83","Clinical Test Result","Clinical Test Result","True","integer"
"cc7b0fca-b5aa-4731-b37a-eea136e8f728","BiomedicalConceptProperty","True","BiomedicalConceptProperty_84","Count per Minute","Count per Minute","True","string"
"24709144-4eae-4ce6-afc5-1a7ec3610a09","BiomedicalConceptProperty","True","BiomedicalConceptProperty_85","Anatomic Site","Anatomic Site","True","string"
"94e6cdfe-3c47-4417-92f1-f3c48b32efa1","BiomedicalConceptProperty","True","BiomedicalConceptProperty_86","Laterality","Laterality","True","string"
"7f7183ea-4712-432a-b991-ff3b506e1821","BiomedicalConceptProperty","True","BiomedicalConceptProperty_87","Test Method","Test Method","True","string"
"8523b5d7-5f43-43d4-8e5b-74ba0cbdff18","BiomedicalConceptProperty","True","BiomedicalConceptProperty_88","Body Position","Body Position","True","string"
