"uuid:ID","decode","codeSystem","codeSystemVersion","code","id"
"c2f52a3b-8f75-491e-8b9c-c369ac9de43b","Mild to Moderate Alzheimer\'s Disease","SPONSOR","12","MILD_MOD_ALZ","Code_117"
"bb525ada-cd2b-4e20-ae18-ffff1fb3622e","Alzheimer\'s disease","SNOMED","January 31, 2018","26929004","Code_118"
"87688b06-ab6b-40cf-9899-bdf3c0a77976","Parallel Study","http://www.cdisc.org","2023-09-29","C82639","Code_124"
"58682d5c-0212-483a-b42d-422a7cb0993f","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_66"
"45a64677-9ae8-4c44-81d3-9049c3986708","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_67"
"efd8e935-cb15-40bd-824c-0765ad479b26","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_68"
"ff1a0b85-4d2b-4c1a-872e-d6369fdec96f","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_69"
"a1dae107-bbc5-4b83-9448-89f359483b40","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_70"
"39f9768d-f071-48d8-9003-d7813ab004d4","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_71"
"1b8eefdc-c23e-40f5-8cd0-4e6c8ee66d96","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_72"
"35675890-60a0-4de4-8d92-d76a1e81196d","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_73"
"a2e8d5e9-9853-4b68-8ce8-062f1895a459","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_74"
"8b522072-3d8d-4f2b-9cf9-aa2fe628fe2f","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_75"
"7dd26e3d-5203-4d6e-ad38-1f4b9dcdf9d1","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_76"
"3bfe6efb-de40-43f6-b4df-44d4e10e3b77","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_77"
"3f0dc4af-f3ed-4a42-bdb5-1baee8a9e0c1","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_78"
"31308e6d-ff38-4597-bee6-7cafbffc3377","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_79"
"bffa80d7-cd67-4261-839a-803e25ee8743","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_80"
"054145ed-9b38-48f0-8dd3-5be4581c2163","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_81"
"be271043-bb63-46a2-9259-44db9cc25778","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_82"
"839e3ce8-ae49-4870-8d11-967506e763c2","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_83"
"c463bf10-0201-4db2-a75a-be563bf88530","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_84"
"d40f1327-ed2e-4fd4-98b6-a871183c91c2","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_85"
"d1fc63fb-0800-42c3-bf98-fe81c6f6810b","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_86"
"8df583ba-f8da-4646-88ea-b8e605d85b86","Telephone Call","http://www.cdisc.org","2023-09-29","C171537","Code_87"
"aecd0f6a-21d2-4c1b-b394-2199ea19d4f8","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_88"
"1741096b-d51e-4430-82d3-e8053944ebae","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_89"
"f6ea0772-a666-400d-b374-f674ae1671ed","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_90"
"224ae8b2-c16a-4b18-a212-f2617493b804","Telephone Call","http://www.cdisc.org","2023-09-29","C171537","Code_91"
"09d9690d-0267-457e-bb5e-95d952f7395b","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_92"
"50745c68-852d-4388-bf17-0660bdc7bf0b","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_93"
"c3160a2b-e4bf-4172-8f05-127021969d7c","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_94"
"52277def-3d06-4d30-8273-943100bdf4fc","Telephone Call","http://www.cdisc.org","2023-09-29","C171537","Code_95"
"39343b63-2377-47bb-81dd-327fc5fc9624","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_96"
"391a7e61-1b29-4ca7-ac64-262896fde198","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_97"
"d1def2d3-af52-4e96-879b-9c2495dba41e","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_98"
"4c61d42f-9851-4163-befb-2f3517e375a1","Telephone Call","http://www.cdisc.org","2023-09-29","C171537","Code_99"
"4dc49e2b-d4e4-4a6d-85df-372c06433eeb","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_100"
"8cf1c2e3-a0ff-46d7-bab1-a59562cb1526","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_101"
"776c984d-5867-48d8-b9e3-2211d3a89e93","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_102"
"c70b49bf-0f06-4231-828e-114d9ac8e96c","Visit","http://www.cdisc.org","2023-09-29","C25716","Code_103"
"657c5f32-c09c-4484-961f-3086330062d6","Clinic","http://www.cdisc.org","2023-09-29","C51282","Code_104"
"f541843a-47b3-497b-8e1b-be733c10ef12","In Person","http://www.cdisc.org","2023-09-29","C175574","Code_105"
"b9300ef2-a291-4007-b4da-d734439ab80b","CT of head without contrast","SNOMED","January 31, 2018","383371000119108","Code_63"
"317f9099-a304-466e-be20-fd39f373b5b7","Supine for 5 minutes","SPONSOR","12","123","Code_64"
"c9987601-ab9d-4f19-b83f-796c36c23235","Standingfor 1-3 minutes","SPONSOR","12","124","Code_65"
"d7cc3b89-1527-4d11-b20d-d0418ae4de95","Vital Signs Result","NCI Thesaurus","","C173522","Code_244"
"490888d6-f6fc-4987-bf57-6b811171cbaf","Kelvin","http://www.cdisc.org","2023-09-29","C42537","Code_245"
"2434bd43-5e7f-443c-84cb-a3cfbd7c0cb0","Unit of Temperature","NCI Thesaurus","","C44276","Code_246"
"b61a10f2-ebba-4c5e-b0d8-321cf5ce5c32","Vital Signs Location","NCI Thesaurus","","C83088","Code_247"
"8fef3a5d-4370-42df-9335-d626921839f4","Body Temperature","NCI Thesaurus","","C174446","Code_243"
"e603b1a5-13cf-4b02-9d34-c2298a04d12d","Vital Signs Result","NCI Thesaurus","","C173522","Code_249"
"c6385c06-d471-4045-9d5a-770014bcdc75","Kilogram","http://www.cdisc.org","2023-09-29","C28252","Code_250"
"76071762-f034-4609-9616-a36fd5ffb135","Gram","http://www.cdisc.org","2023-09-29","C48155","Code_251"
"b2b644f3-ea3a-4451-adae-b9c808293d20","Pound","http://www.cdisc.org","2023-09-29","C48531","Code_252"
"70653e19-d622-4a97-aa98-4a27dc446f9e","Unit of Weight","NCI Thesaurus","","C48208","Code_253"
"3f47d07a-43e6-413a-8111-77a9c3ef6a6b","Body Weight","NCI Thesaurus","","C81328","Code_248"
"37390f99-9344-4e07-a2c8-d32c1fd02732","Vital Signs Result","NCI Thesaurus","","C173522","Code_255"
"18264a57-4aea-40f7-9e78-55839e66c90b","Centimeter","http://www.cdisc.org","2023-09-29","C49668","Code_256"
"657bb86f-f8ec-489b-b0b7-5e23cc18e161","Inch","http://www.cdisc.org","2023-09-29","C48500","Code_257"
"cf74992f-a554-4acc-acfe-cc10a47184f8","Millimeter","http://www.cdisc.org","2023-09-29","C28251","Code_258"
"857307e8-b742-474f-86b8-ed87e5cff9d1","Meter","http://www.cdisc.org","2023-09-29","C41139","Code_259"
"dc492066-7592-4434-bbff-5da3e599bc9e","Unit of Height","NCI Thesaurus","","C168688","Code_260"
"cc724fda-7241-452c-bfe6-12a6d67177e5","Body Height","NCI Thesaurus","","C164634","Code_254"
"79527c68-6161-4390-8fa8-c9b2883103bf","Laboratory Test Result","NCI Thesaurus","","C36292","Code_262"
"cb6ea147-b197-46f4-a66c-a2e22b3be8e6","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_263"
"d5b7fc0f-e241-490d-bd62-901d79acbb42","Unit of Catalytic Activity Concentration","NCI Thesaurus","","C67365","Code_264"
"120522db-34da-4f3f-b15c-c77def821182","Biospecimen Type","NCI Thesaurus","","C70713","Code_265"
"4e65a8f6-a43e-403c-b360-46c90f43bcb5","Alanine Aminotransferase Measurement","NCI Thesaurus","","C64433","Code_261"
"486f19fb-0a02-4889-99bf-aea7d9a88da8","Laboratory Test Result","NCI Thesaurus","","C36292","Code_267"
"24cac19b-b9f7-42d7-9711-3081a45df635","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_268"
"8e896d56-35ef-4a8b-86b3-844a972ef175","Unit of Concentration","NCI Thesaurus","","C48207","Code_269"
"22ba13d1-9d80-4199-878f-7e30f2a93b70","Biospecimen Type","NCI Thesaurus","","C70713","Code_270"
"7205a3c2-1a22-4975-b97f-f15a7feaedfe","Albumin Measurement","NCI Thesaurus","","C64431","Code_266"
"4a2e41fd-ee7c-4790-afe4-64259a356378","Laboratory Test Result","NCI Thesaurus","","C36292","Code_272"
"f5d6bbf7-6f14-466e-8eec-7ed4e0cebcba","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_273"
"67f538da-a122-488c-a242-886d853c2f46","Unit of Catalytic Activity Concentration","NCI Thesaurus","","C67365","Code_274"
"08360b1d-ab15-4eef-b617-97fa8f66e6bc","Biospecimen Type","NCI Thesaurus","","C70713","Code_275"
"9783b903-99dc-4e9e-87eb-5e11e31bde22","Alkaline Phosphatase Measurement","NCI Thesaurus","","C64432","Code_271"
"d1722f4d-e7a5-4d42-869a-89965e4e02eb","Laboratory Test Result","NCI Thesaurus","","C36292","Code_277"
"473a4bce-faa7-4130-b5b1-269bb9f4ac3a","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_278"
"fe0f91fc-cce8-45ce-a055-172e2e13e0aa","Unit of Catalytic Activity Concentration","NCI Thesaurus","","C67365","Code_279"
"fa12f392-87fe-4a37-a47e-66b7f3b0e10d","Biospecimen Type","NCI Thesaurus","","C70713","Code_280"
"a8ba7639-a06e-4b0c-9498-1b8cb3f752d1","Aspartate Aminotransferase Measurement","NCI Thesaurus","","C64467","Code_276"
"ce17c2a2-6dc7-42de-90b7-bfe3c6380ef4","Laboratory Test Result","NCI Thesaurus","","C36292","Code_282"
"c7d02c36-310d-42ee-b9c0-33d66c5a26ca","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_283"
"030e6dd6-4dce-4796-a5d1-0bda24fd9cff","Unit of Concentration","NCI Thesaurus","","C48207","Code_284"
"061bf813-5833-4003-a277-d9eb132d878b","Biospecimen Type","NCI Thesaurus","","C70713","Code_285"
"4aab51d7-7742-40d3-8a4d-0765b2198749","Creatinine Measurement","NCI Thesaurus","","C64547","Code_281"
"98059497-c743-4ba2-8f59-961f77bfa890","Laboratory Test Result","NCI Thesaurus","","C36292","Code_287"
"d84d390d-eb25-4e09-a9f5-9e41ade72cb9","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_288"
"169e951d-f879-4485-9f4b-66abdcd5970a","Molarity Unit","NCI Thesaurus","","C64567","Code_289"
"960efe15-a075-4bc3-9eed-ab1d09d82938","Biospecimen Type","NCI Thesaurus","","C70713","Code_290"
"4e31dc9c-5c06-4b13-ac30-da7e1ff5bcf3","Potassium Measurement","NCI Thesaurus","","C64853","Code_286"
"1df61fd6-65ea-4ad4-89a8-6e54dd596f46","Laboratory Test Result","NCI Thesaurus","","C36292","Code_292"
"458e7e5d-9b40-4ee3-a879-4f1015c5c3fc","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_293"
"46ae169e-e7a8-4d3b-98ef-56af87a8d464","Molarity Unit","NCI Thesaurus","","C64567","Code_294"
"8335cac1-77e6-4d5f-a822-62a635a8762c","Biospecimen Type","NCI Thesaurus","","C70713","Code_295"
"ae225dbc-b219-4735-8b38-2e36e19fc575","Sodium Measurement","NCI Thesaurus","","C64809","Code_291"
"df5f2ff4-dd1c-4be0-8224-006741a6141d","Adverse Event Verbatim Description","NCI Thesaurus","","C78541","Code_126"
"0beabdbc-5939-4ceb-be80-23ca47b65970","Adverse Event Dictionary Derived Term","NCI Thesaurus","","C83344","Code_127"
"4e1a5535-84d2-42b8-8d42-c2374ad32836","Adverse Event Category","NCI Thesaurus","","C83198","Code_128"
"1d65a2a6-abfd-41a7-82aa-6ea23f0ad41f","Adverse Event Subcategory","NCI Thesaurus","","C83212","Code_129"
"47068ef4-44af-4eb3-968a-938646252c5b","Adverse Event Pre-specified","NCI Thesaurus","","C87840","Code_130"
"d4bc2817-02bd-44d7-af36-26bcf35453bb","Severity of Adverse Event","NCI Thesaurus","","C53253","Code_131"
"681925d5-8e95-4060-8411-7fb758a0e127","Adverse Event Toxicity Grade","NCI Thesaurus","","C78605","Code_132"
"4827d6e1-2cc9-4eb9-9003-e7f3c2fd0223","Seriousness of Adverse Event","NCI Thesaurus","","C53252","Code_133"
"5cc5a0e4-c838-4ef2-9780-28c383211101","Unknown","http://www.cdisc.org","2023-09-29","C17998","Code_134"
"5e65ce4a-9aa8-4553-a1c2-1b3bf7030b77","Adverse Event Action Taken with Study Treatment","NCI Thesaurus","","C83013","Code_135"
"2029282a-e85e-4d81-b403-005a5d9a679b","Adverse Event Attribution to Product or Procedure","NCI Thesaurus","","C41358","Code_136"
"aafb5cd5-63f0-41a4-8eb6-52eee3849f07","Adverse Event Pattern","NCI Thesaurus","","C83208","Code_137"
"09e75803-aa5e-4a6c-beea-9a4b74cb2084","Unknown","http://www.cdisc.org","2023-09-29","C17998","Code_138"
"89bc33c0-43c1-448a-b016-435fd1fb07c3","Adverse Event Outcome","NCI Thesaurus","","C49489","Code_139"
"624fb7ad-83f4-4774-b265-7678660aad9c","Adverse Event Start Date Time","NCI Thesaurus","","C83215","Code_140"
"7a38e6b2-b884-4aa9-8100-b4b68e31c41b","Adverse Event End Date Time","NCI Thesaurus","","C83201","Code_141"
"c7e28063-b3a3-42cd-b8ee-3b219e47b80c","Adverse Event","NCI Thesaurus","","C41331","Code_125"
"0c64664c-1c57-4fd8-9c19-41af8f149785","Vital Signs Result","NCI Thesaurus","","C173522","Code_143"
"f1ba1a7f-a981-49f2-b0e6-81449eb3c9bb","Pascal","http://www.cdisc.org","2023-09-29","C42547","Code_144"
"73543ef3-5961-42a9-afdb-82e0c1e0b7dd","Unit of Pressure","NCI Thesaurus","","C49669","Code_145"
"8fbb5f23-2218-481b-846e-ad6a869d3f9a","Vital Signs Location","NCI Thesaurus","","C83088","Code_146"
"25c6f88b-1dff-49d2-b65b-d43ae924cb72","Vital Signs Laterality","NCI Thesaurus","","C123975","Code_147"
"8cce679b-7cab-4613-9ee9-cbbe08aebc62","Test Method","NCI Thesaurus","","C82535","Code_148"
"942aaca4-01fd-4de5-9b77-085b4e1632b1","Vital Signs Position","NCI Thesaurus","","C83114","Code_149"
"af15a60c-738d-4b12-ad0b-b6db4a16fbdc","Systolic Blood Pressure","NCI Thesaurus","","C25298","Code_142"
"ba12fc41-4397-4198-bc05-a9c16206b4b8","Vital Signs Result","NCI Thesaurus","","C173522","Code_151"
"fb41154b-1090-4028-a1f4-dc890e0b1416","Pascal","http://www.cdisc.org","2023-09-29","C42547","Code_152"
"93cfcff8-6acc-4af9-99dd-775d52575046","Unit of Pressure","NCI Thesaurus","","C49669","Code_153"
"fdd97a58-44cd-4eb5-bb9e-a9fc5c0b9cb5","Vital Signs Location","NCI Thesaurus","","C83088","Code_154"
"217ab220-4538-48ac-bcd5-b3c2ca05d7a0","Vital Signs Laterality","NCI Thesaurus","","C123975","Code_155"
"91941376-7ac1-4008-94a0-df09e4a78f8c","Test Method","NCI Thesaurus","","C82535","Code_156"
"985594c5-1199-4b0a-8692-6bff06111341","Vital Signs Position","NCI Thesaurus","","C83114","Code_157"
"6319bba8-5532-4611-bb10-e3d7fc7ad6c2","Diastolic Blood Pressure","NCI Thesaurus","","C25299","Code_150"
"a82d05d4-29c9-4e7d-8627-9bc78014e55d","Vital Signs Result","NCI Thesaurus","","C173522","Code_159"
"c7b129fd-a4bd-4e21-ad42-2cddcfcc0c18","Kelvin","http://www.cdisc.org","2023-09-29","C42537","Code_160"
"18780879-e3c0-43e6-97f6-15bd0e5d3291","Unit of Temperature","NCI Thesaurus","","C44276","Code_161"
"2f6d0780-64f4-4419-957d-ab389f751465","Vital Signs Location","NCI Thesaurus","","C83088","Code_162"
"53131fd5-5ede-47f0-b049-d59c6939aef5","Body Temperature","NCI Thesaurus","","C174446","Code_158"
"43d44a2d-67ef-4c51-b856-ade330cca5a7","Vital Signs Result","NCI Thesaurus","","C173522","Code_164"
"e263b071-a944-45be-a4a0-f579c2c92187","Kilogram","http://www.cdisc.org","2023-09-29","C28252","Code_165"
"cb07cba4-0c2c-46a5-9486-014b7ab7c866","Gram","http://www.cdisc.org","2023-09-29","C48155","Code_166"
"b907336e-fa06-47cf-a0e5-e561fd7e7fb3","Pound","http://www.cdisc.org","2023-09-29","C48531","Code_167"
"6d17692a-c181-4498-b887-b608feb5a092","Unit of Weight","NCI Thesaurus","","C48208","Code_168"
"da84eaef-29f9-4688-9c49-8608da43ae77","Body Weight","NCI Thesaurus","","C81328","Code_163"
"c2760b27-2fba-4245-8489-e25d46601adb","Vital Signs Result","NCI Thesaurus","","C173522","Code_170"
"57b97193-72a4-448b-844c-c12bc91213e5","Centimeter","http://www.cdisc.org","2023-09-29","C49668","Code_171"
"d15c2714-ab4a-4c5a-94ad-cfe97101ab02","Inch","http://www.cdisc.org","2023-09-29","C48500","Code_172"
"1271a33e-8bcd-43c5-9c24-220d943b2113","Millimeter","http://www.cdisc.org","2023-09-29","C28251","Code_173"
"86ac4db7-a544-4716-8197-7e325a66d7b0","Meter","http://www.cdisc.org","2023-09-29","C41139","Code_174"
"9860551c-5585-43b4-ae3d-40322b8a2d08","Unit of Height","NCI Thesaurus","","C168688","Code_175"
"c2e032be-11c6-4a4d-9a5c-38d3dde73522","Body Height","NCI Thesaurus","","C164634","Code_169"
"2bd890e4-3f86-497b-9126-004e6d3bce9a","Laboratory Test Result","NCI Thesaurus","","C36292","Code_177"
"8b9ae60e-0053-4b64-a3bc-b6fd8dfb607a","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_178"
"9ed2ca9d-a703-4c9a-b621-8fef0eff2ac2","Unit of Catalytic Activity Concentration","NCI Thesaurus","","C67365","Code_179"
"011565db-4e6a-4b82-8103-f3cb109d696c","Biospecimen Type","NCI Thesaurus","","C70713","Code_180"
"f059b71c-950e-48d7-ae6c-eae213dbc89f","Alanine Aminotransferase Measurement","NCI Thesaurus","","C64433","Code_176"
"d3121bb4-8ada-4289-9e09-55408ada4077","Laboratory Test Result","NCI Thesaurus","","C36292","Code_182"
"49705a31-292a-43c6-809b-8eb5bcd75e6a","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_183"
"c1da4550-e325-444e-9f64-e8b45d8f218c","Unit of Concentration","NCI Thesaurus","","C48207","Code_184"
"88a95079-b566-4f30-b1d5-8c2bad2496a6","Biospecimen Type","NCI Thesaurus","","C70713","Code_185"
"4e148e30-c2fb-48eb-b03f-45dc1e62e9b3","Albumin Measurement","NCI Thesaurus","","C64431","Code_181"
"fbb64d34-12e0-4a18-89ab-d39bd3fa2508","Laboratory Test Result","NCI Thesaurus","","C36292","Code_187"
"10a0945a-0017-41e7-a90e-2fec081d3b4a","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_188"
"af62a60f-a0d9-4014-987b-e456da838d75","Unit of Catalytic Activity Concentration","NCI Thesaurus","","C67365","Code_189"
"2a46db31-54d4-44ad-9c5c-360a5b72c91a","Biospecimen Type","NCI Thesaurus","","C70713","Code_190"
"f2aa28fc-21fb-483e-8c04-444718c852ff","Alkaline Phosphatase Measurement","NCI Thesaurus","","C64432","Code_186"
"66859abf-7037-4fb0-b51d-4fdd4b67dad3","Laboratory Test Result","NCI Thesaurus","","C36292","Code_192"
"ee56d1bd-435a-45e4-981d-e6e600597228","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_193"
"63194f18-4341-4806-a829-9af75559e350","Unit of Catalytic Activity Concentration","NCI Thesaurus","","C67365","Code_194"
"e8ace819-9615-474d-b555-09464eeddb59","Biospecimen Type","NCI Thesaurus","","C70713","Code_195"
"91e8e7c1-4021-4743-95cf-de26f1d7fd59","Aspartate Aminotransferase Measurement","NCI Thesaurus","","C64467","Code_191"
"65ec5ecc-4e85-435d-9628-669b417de8ff","Laboratory Test Result","NCI Thesaurus","","C36292","Code_197"
"84e4639e-3703-4a16-91b0-5e1591130c5f","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_198"
"8ff807c1-df5f-49ef-80d1-87d8061050e5","Unit of Concentration","NCI Thesaurus","","C48207","Code_199"
"9e32b1b4-aa3c-4292-89a3-21187a37faf0","Biospecimen Type","NCI Thesaurus","","C70713","Code_200"
"175f23f3-032c-4923-86b0-507e3daf7f5c","Creatinine Measurement","NCI Thesaurus","","C64547","Code_196"
"0c85df84-8b05-4105-83bb-fce1864a1e59","Laboratory Test Result","NCI Thesaurus","","C36292","Code_202"
"eb3ea08e-a2ba-48bf-9961-a8d261878572","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_203"
"b01da3ed-701a-4fe5-a187-05f98de1a673","Molarity Unit","NCI Thesaurus","","C64567","Code_204"
"bf38145f-2e13-4daf-884a-3db6de3e3f76","Biospecimen Type","NCI Thesaurus","","C70713","Code_205"
"de31d6a4-3b9b-45d6-858c-07ef94ce8a4f","Potassium Measurement","NCI Thesaurus","","C64853","Code_201"
"808f0c4c-c468-48d9-b88f-45bb2d564da4","Laboratory Test Result","NCI Thesaurus","","C36292","Code_207"
"88677767-720d-407e-a2cb-5bf265efd960","Laboratory Test Fasting Status","NCI Thesaurus","","C83309","Code_208"
"1e9e51d1-9af3-42d0-9270-86aeaabf18f9","Molarity Unit","NCI Thesaurus","","C64567","Code_209"
"9bf9f0f2-4ddf-4479-a7d9-8096febc104c","Biospecimen Type","NCI Thesaurus","","C70713","Code_210"
"f2f7dc39-7b2a-42ae-a8be-3ce3347a2ee2","Sodium Measurement","NCI Thesaurus","","C64809","Code_206"
"bfd00c92-1bcf-4914-baf1-0d954c14d9d8","Vital Signs Result","NCI Thesaurus","","C173522","Code_212"
"e91b20ff-372f-4235-8287-6940a04e1e27","Pascal","http://www.cdisc.org","2023-09-29","C42547","Code_213"
"35be9e6b-0333-4a00-b7e8-cfa90030e835","Unit of Pressure","NCI Thesaurus","","C49669","Code_214"
"b23eb829-f5b3-40c8-bfc5-cd57df13480c","Vital Signs Location","NCI Thesaurus","","C83088","Code_215"
"edad0bda-e08d-44fd-92c8-8847f2f1901e","Vital Signs Laterality","NCI Thesaurus","","C123975","Code_216"
"d2e036eb-3058-4f58-afaf-38f80360f9b8","Test Method","NCI Thesaurus","","C82535","Code_217"
"0366ec2e-7b76-4931-8339-617d22c838ab","Vital Signs Position","NCI Thesaurus","","C83114","Code_218"
"c705fa2d-a314-4f87-a248-310054e4be02","Systolic Blood Pressure","NCI Thesaurus","","C25298","Code_211"
"2c57db4d-5b8f-460f-aaf1-864fc723ef27","Vital Signs Result","NCI Thesaurus","","C173522","Code_220"
"920e966f-44a4-42b4-8ee4-cb4e8159d6ca","Pascal","http://www.cdisc.org","2023-09-29","C42547","Code_221"
"c2215f6f-e4f8-4694-a5c2-8bd84d255865","Unit of Pressure","NCI Thesaurus","","C49669","Code_222"
"98c8ba39-7d2b-4692-b1e1-3e64974d6c0f","Vital Signs Location","NCI Thesaurus","","C83088","Code_223"
"abb47e8d-22fe-4159-9409-5110bbdb6ee3","Vital Signs Laterality","NCI Thesaurus","","C123975","Code_224"
"d2f69984-1c59-49bf-a818-5c9dfbfab1ec","Test Method","NCI Thesaurus","","C82535","Code_225"
"12043cae-db6a-438a-b978-ea11595b93f2","Vital Signs Position","NCI Thesaurus","","C83114","Code_226"
"f6608798-5f05-4775-9a50-3e80d0804605","Diastolic Blood Pressure","NCI Thesaurus","","C25299","Code_219"
"3daf4616-c4a4-4ebe-a87c-bc3c49e7cdc3","Vital Signs Result","NCI Thesaurus","","C173522","Code_228"
"b5f71440-ea4b-4012-a6b7-03a066140ae3","Pascal","http://www.cdisc.org","2023-09-29","C42547","Code_229"
"03dabf2a-6925-445f-bc39-f89975bc9e0d","Unit of Pressure","NCI Thesaurus","","C49669","Code_230"
"20065049-0a99-4a0d-b53e-9d4bca1afd9a","Vital Signs Location","NCI Thesaurus","","C83088","Code_231"
"e8110a24-5f4a-47c8-bf3d-7ee1a8cabacc","Vital Signs Laterality","NCI Thesaurus","","C123975","Code_232"
"89b05591-195f-4084-bc55-47ae706f88ca","Test Method","NCI Thesaurus","","C82535","Code_233"
"4a96cdd5-4228-404b-9e60-c5c32da23bad","Vital Signs Position","NCI Thesaurus","","C83114","Code_234"
"1983fbd7-fdc5-4de8-a214-77d1d7d08035","Systolic Blood Pressure","NCI Thesaurus","","C25298","Code_227"
"6efcf03c-7312-4b0e-a80d-2a938c9d2f3d","Vital Signs Result","NCI Thesaurus","","C173522","Code_236"
"683cee92-26fd-4ec0-b9e3-30fef10bdb48","Pascal","http://www.cdisc.org","2023-09-29","C42547","Code_237"
"a12ab681-a5b9-4482-8377-8d2a7d1d8b39","Unit of Pressure","NCI Thesaurus","","C49669","Code_238"
"c13df542-662c-4ee3-96c2-e8108353c848","Vital Signs Location","NCI Thesaurus","","C83088","Code_239"
