"id:ID","decode","codeSystemVersion","uuid","id","codeSystem","code"
"69","Body Temperature","","7b32ac07-ad10-4f1f-a786-8ccda6598344","Code_243","NCI Thesaurus","C174446"
"70","Vital Signs Result","","b358aaa7-b0ca-4237-8184-e7991c4cee51","Code_249","NCI Thesaurus","C173522"
"71","Kilogram","2023-09-29","c49cc630-3bee-41f7-ae16-23c0c3c93885","Code_250","http://www.cdisc.org","C28252"
"72","Gram","2023-09-29","7c405887-d486-4b1a-9f86-54ece4c6befd","Code_251","http://www.cdisc.org","C48155"
"73","Pound","2023-09-29","8965987e-20e9-42a8-9e4d-0e0cf865cda8","Code_252","http://www.cdisc.org","C48531"
"74","Unit of Weight","","cbde24b0-62f9-42ba-982a-c7c3e1509c0c","Code_253","NCI Thesaurus","C48208"
"75","Body Weight","","281c3b4e-f1d2-4124-a4a6-a60cde739aa8","Code_248","NCI Thesaurus","C81328"
"76","Vital Signs Result","","47d5971c-fd40-4c7d-8735-feb0b68a3342","Code_255","NCI Thesaurus","C173522"
"77","Centimeter","2023-09-29","242c68e5-6537-4a86-ba83-e3907f12ef37","Code_256","http://www.cdisc.org","C49668"
"78","Inch","2023-09-29","d35e14a5-3a2c-4d25-8b69-f2c533ceed3d","Code_257","http://www.cdisc.org","C48500"
"79","Millimeter","2023-09-29","5e03140f-0d18-4e08-ad82-f8aaf50c687b","Code_258","http://www.cdisc.org","C28251"
"80","Meter","2023-09-29","27cc29b1-6b8f-4b63-bc57-55cef2a791b5","Code_259","http://www.cdisc.org","C41139"
"81","Unit of Height","","618cbda4-d22e-4c10-8f3f-751b23bb5deb","Code_260","NCI Thesaurus","C168688"
"82","Body Height","","a435617b-01f2-45aa-917b-382f6aa8b9f8","Code_254","NCI Thesaurus","C164634"
"83","Laboratory Test Result","","cc7d8da0-8624-4257-a91a-c5f596be7ffb","Code_262","NCI Thesaurus","C36292"
"84","Laboratory Test Fasting Status","","cd95caf6-358c-4ac6-99f2-46ddcac52a4c","Code_263","NCI Thesaurus","C83309"
"85","Unit of Catalytic Activity Concentration","","9ee1fed2-dffd-4167-ba71-e45e7061f5e1","Code_264","NCI Thesaurus","C67365"
"86","Biospecimen Type","","5bb49aac-54b1-41a9-98b1-c3af89a7c19f","Code_265","NCI Thesaurus","C70713"
"87","Alanine Aminotransferase Measurement","","fe27d4ce-cb9c-4e40-ba56-f89addbfc17a","Code_261","NCI Thesaurus","C64433"
"88","Laboratory Test Result","","50dca8cc-c5dd-4b17-8ab2-6f66d4aa82c7","Code_267","NCI Thesaurus","C36292"
"89","Laboratory Test Fasting Status","","409cd573-d4f2-4aa7-9291-0dd2372e5a7b","Code_268","NCI Thesaurus","C83309"
"90","Unit of Concentration","","1d5c1438-22bf-4ada-a66d-f5d6ebbb17ac","Code_269","NCI Thesaurus","C48207"
"91","Biospecimen Type","","6c217eee-d7ac-4bdf-b8ab-a1c42b99e325","Code_270","NCI Thesaurus","C70713"
"92","Albumin Measurement","","cd9299a5-a7fb-4fd3-add4-358cad18cd3d","Code_266","NCI Thesaurus","C64431"
"93","Laboratory Test Result","","d209d783-f22c-45ad-bab5-036f5878b389","Code_272","NCI Thesaurus","C36292"
"94","Laboratory Test Fasting Status","","66931b46-8bb9-4ac6-a562-857691797019","Code_273","NCI Thesaurus","C83309"
"95","Unit of Catalytic Activity Concentration","","06abcde4-fe48-4cb5-a308-fe4871ae69fb","Code_274","NCI Thesaurus","C67365"
"96","Biospecimen Type","","7102c999-db90-4719-b443-71a5fba38ff3","Code_275","NCI Thesaurus","C70713"
"97","Alkaline Phosphatase Measurement","","b42b1d3e-2fd2-4604-a688-c4cc23a8655d","Code_271","NCI Thesaurus","C64432"
"98","Laboratory Test Result","","d0c899e2-b20b-4e9d-8941-eaeddfd23df2","Code_277","NCI Thesaurus","C36292"
"99","Laboratory Test Fasting Status","","f4558f07-6ae3-49df-a603-b62a11b6d6f0","Code_278","NCI Thesaurus","C83309"
"100","Unit of Catalytic Activity Concentration","","d445221b-1c04-45d9-b860-df940487fcf9","Code_279","NCI Thesaurus","C67365"
"101","Biospecimen Type","","89523137-4090-4ae1-a165-0d11a78d210a","Code_280","NCI Thesaurus","C70713"
"102","Aspartate Aminotransferase Measurement","","178f19d6-848b-4d04-bf53-5ec670e9036a","Code_276","NCI Thesaurus","C64467"
"103","Laboratory Test Result","","b54e7d8e-7f9a-45cb-b020-58d5c9f964ec","Code_282","NCI Thesaurus","C36292"
"104","Laboratory Test Fasting Status","","f3da30dc-dbd0-474a-8c91-e868d50d0798","Code_283","NCI Thesaurus","C83309"
"105","Unit of Concentration","","9493c167-7931-4cdb-a79f-f70b06b40e35","Code_284","NCI Thesaurus","C48207"
"106","Biospecimen Type","","9a3a5955-50dc-4a1c-a6de-fa0ad210e871","Code_285","NCI Thesaurus","C70713"
"107","Creatinine Measurement","","dfaa7096-35fb-4b3a-ad54-b169c52e724c","Code_281","NCI Thesaurus","C64547"
"108","Laboratory Test Result","","3005a346-752a-4414-8531-303af64faf24","Code_287","NCI Thesaurus","C36292"
"109","Laboratory Test Fasting Status","","372b5539-db40-489d-8dd1-313d8c20c72f","Code_288","NCI Thesaurus","C83309"
"110","Molarity Unit","","136e1683-022c-4932-958d-0c271754ff06","Code_289","NCI Thesaurus","C64567"
"111","Biospecimen Type","","e32eee01-3817-4519-b203-8daebda57c3f","Code_290","NCI Thesaurus","C70713"
"112","Potassium Measurement","","453988c0-da17-4ebb-b785-9f21147d02ce","Code_286","NCI Thesaurus","C64853"
"113","Laboratory Test Result","","bf451857-45f0-4047-b0aa-dc7151e7b244","Code_292","NCI Thesaurus","C36292"
"114","Laboratory Test Fasting Status","","3c6c9170-4f82-4a2a-ad6e-7b5e55a3852c","Code_293","NCI Thesaurus","C83309"
"115","Molarity Unit","","b1d53aff-9d3b-4621-9cb9-b1f8e1f13c88","Code_294","NCI Thesaurus","C64567"
"116","Biospecimen Type","","ca5db2c9-9699-457c-8dc2-6455af0e05ef","Code_295","NCI Thesaurus","C70713"
"117","Sodium Measurement","","a06c93db-b67b-4e1e-afa9-a90661c052c8","Code_291","NCI Thesaurus","C64809"
"118","Adverse Event Verbatim Description","","07eed7bd-078b-436f-a818-60cc56a9893c","Code_126","NCI Thesaurus","C78541"
"119","Adverse Event Dictionary Derived Term","","f279ec4c-e52f-4846-aa66-cb0d18ff7412","Code_127","NCI Thesaurus","C83344"
"120","Adverse Event Category","","6895da31-d7c1-4705-88d8-6b07523ff7de","Code_128","NCI Thesaurus","C83198"
"121","Adverse Event Subcategory","","6b2561c1-a1f0-4d2f-b8bb-b7fb6ba2cdfd","Code_129","NCI Thesaurus","C83212"
"122","Adverse Event Pre-specified","","99ee24e9-d6a9-4295-8e6e-54a804a26f7b","Code_130","NCI Thesaurus","C87840"
"123","Severity of Adverse Event","","f32fddd8-732c-4095-956f-e780f5a2caa6","Code_131","NCI Thesaurus","C53253"
"124","Adverse Event Toxicity Grade","","37e16208-04c1-46da-8870-e576365d9e3b","Code_132","NCI Thesaurus","C78605"
"125","Seriousness of Adverse Event","","1eb858b5-61e6-44f1-80d0-b470ec91c7cb","Code_133","NCI Thesaurus","C53252"
"126","Unknown","2023-09-29","5e74f530-b540-471f-add1-65ecc31811a4","Code_134","http://www.cdisc.org","C17998"
"127","Adverse Event Action Taken with Study Treatment","","a63dc31d-d344-4f7b-bb31-027e08c0e3e4","Code_135","NCI Thesaurus","C83013"
"128","Adverse Event Attribution to Product or Procedure","","26cadba0-b899-4bb7-ab5b-90b19d316e89","Code_136","NCI Thesaurus","C41358"
"129","Adverse Event Pattern","","aed1b0d0-894b-451e-a55d-c68baf70e60f","Code_137","NCI Thesaurus","C83208"
"130","Unknown","2023-09-29","b2b731dd-4e11-41f4-b4b7-7a7608960eb2","Code_138","http://www.cdisc.org","C17998"
"131","Adverse Event Outcome","","4688875e-e508-496a-ac7e-44f0f1d8fb4a","Code_139","NCI Thesaurus","C49489"
"132","Adverse Event Start Date Time","","5dcf4066-7f00-4aed-9bdd-9b13c5f09c9c","Code_140","NCI Thesaurus","C83215"
"133","Adverse Event End Date Time","","a7d1f877-3dcf-4988-aded-4dbf7ed23e2e","Code_141","NCI Thesaurus","C83201"
"134","Adverse Event","","10d9b423-950c-4d7b-9e7b-402bae3dbaf8","Code_125","NCI Thesaurus","C41331"
"135","Vital Signs Result","","a739f369-9b10-4a62-b82b-c2f183346ee1","Code_143","NCI Thesaurus","C173522"
"136","Pascal","2023-09-29","0a996130-6e2e-4d27-a8b4-c1562e13efb1","Code_144","http://www.cdisc.org","C42547"
"137","Unit of Pressure","","439c2f43-11cc-40ce-a54f-6363bafeea00","Code_145","NCI Thesaurus","C49669"
"138","Vital Signs Location","","92a10f57-81d7-4615-8a8c-9cad4383f248","Code_146","NCI Thesaurus","C83088"
"139","Vital Signs Laterality","","abc0e081-e18a-4dbe-b0a8-a39a4faff552","Code_147","NCI Thesaurus","C123975"
"140","Test Method","","43216867-7f40-44bb-b9b3-d9d348fd6531","Code_148","NCI Thesaurus","C82535"
"141","Vital Signs Position","","b811dd37-ef5a-4df7-8b1a-648a946479ac","Code_149","NCI Thesaurus","C83114"
"142","Systolic Blood Pressure","","d76d7066-a23a-405e-9bab-d9ade54d7c3b","Code_142","NCI Thesaurus","C25298"
"143","Vital Signs Result","","57f80c6a-e063-400f-aa82-e9d20d535477","Code_151","NCI Thesaurus","C173522"
"144","Pascal","2023-09-29","74f8279e-e8a1-4628-bf60-b912371b144a","Code_152","http://www.cdisc.org","C42547"
"145","Unit of Pressure","","999e949e-fd33-45cb-bd77-04263b24f48c","Code_153","NCI Thesaurus","C49669"
"146","Vital Signs Location","","cc95c115-795c-4454-abe4-04451726cd40","Code_154","NCI Thesaurus","C83088"
"147","Vital Signs Laterality","","513123e3-bb7e-416f-accb-184abfb0e4d6","Code_155","NCI Thesaurus","C123975"
"148","Test Method","","0cb0ee72-84d0-4a73-8eda-ff7adbbf7095","Code_156","NCI Thesaurus","C82535"
"149","Vital Signs Position","","57526c86-7074-4a98-bc2f-b7ef8999e141","Code_157","NCI Thesaurus","C83114"
"150","Diastolic Blood Pressure","","669133a3-ace2-49b1-a16b-4cc7380e6118","Code_150","NCI Thesaurus","C25299"
"151","Vital Signs Result","","724189d8-7507-46f2-942c-84984ce37e79","Code_159","NCI Thesaurus","C173522"
"152","Kelvin","2023-09-29","2569a73f-994c-4352-a57d-db518a47a988","Code_160","http://www.cdisc.org","C42537"
"153","Unit of Temperature","","f44c03c7-3bfd-46e8-9188-1e73df8c8164","Code_161","NCI Thesaurus","C44276"
"154","Vital Signs Location","","f794b7bd-01f6-4e83-90fa-002dbb5b77ae","Code_162","NCI Thesaurus","C83088"
"155","Body Temperature","","970ba42c-1638-4238-b9aa-1a59cf5e754c","Code_158","NCI Thesaurus","C174446"
"156","Vital Signs Result","","3b8b0044-380f-42ee-bd5a-10f1e4464df3","Code_164","NCI Thesaurus","C173522"
"157","Kilogram","2023-09-29","d17238e3-d75c-492f-b44c-e4f38b93716d","Code_165","http://www.cdisc.org","C28252"
"158","Gram","2023-09-29","1eb6f2ae-453f-4cb5-8a92-dc3d2a0bb432","Code_166","http://www.cdisc.org","C48155"
"159","Pound","2023-09-29","46fdeb87-00a9-4518-bf48-9b845893f694","Code_167","http://www.cdisc.org","C48531"
"160","Unit of Weight","","5c7bf310-cc7e-4e8d-a0dd-a27e02dcae4b","Code_168","NCI Thesaurus","C48208"
"161","Body Weight","","adbcb7b0-70c9-4f07-b418-d3f9c856b8a8","Code_163","NCI Thesaurus","C81328"
"162","Vital Signs Result","","238ff869-1aa5-48eb-8e2b-88169e7b7198","Code_170","NCI Thesaurus","C173522"
"163","Centimeter","2023-09-29","3ab4ce1a-186a-4f3f-b8d9-a7ad19a90635","Code_171","http://www.cdisc.org","C49668"
"164","Inch","2023-09-29","7cc7ae15-c17b-4ffa-982e-3b0bf99a9a80","Code_172","http://www.cdisc.org","C48500"
"165","Millimeter","2023-09-29","ea3f1dc0-e7bb-487b-a358-d0636b5c7e82","Code_173","http://www.cdisc.org","C28251"
"166","Meter","2023-09-29","3b4c30dc-46bb-4902-95e4-bd77d9a86c8f","Code_174","http://www.cdisc.org","C41139"
"167","Unit of Height","","3fe47555-706e-4de7-8f67-7c309dcfc131","Code_175","NCI Thesaurus","C168688"
"168","Body Height","","08bf1aba-9a9c-4c1a-8df9-07a1bf5f0d9a","Code_169","NCI Thesaurus","C164634"
"169","Laboratory Test Result","","a98fd013-9b75-4721-b4e7-1ca20b392f0e","Code_177","NCI Thesaurus","C36292"
"170","Laboratory Test Fasting Status","","df544ce1-f29c-4a00-a535-8598eee3e4e9","Code_178","NCI Thesaurus","C83309"
"171","Unit of Catalytic Activity Concentration","","1e5a8eab-e887-4013-bfcc-ef517bfa4e89","Code_179","NCI Thesaurus","C67365"
"172","Biospecimen Type","","d3b9eaa5-035f-49ec-9d05-9d20bdef369f","Code_180","NCI Thesaurus","C70713"
"173","Alanine Aminotransferase Measurement","","c89885ad-a90c-46b4-9b71-a4925f43e164","Code_176","NCI Thesaurus","C64433"
"174","Laboratory Test Result","","6c6af664-b32b-4ce1-8df3-8d45bc18ed7e","Code_182","NCI Thesaurus","C36292"
"175","Laboratory Test Fasting Status","","f0291dcd-903b-4808-857e-2f88a740cf62","Code_183","NCI Thesaurus","C83309"
"176","Unit of Concentration","","0821b9f4-c6b1-4e98-bc5b-64733a34ee1a","Code_184","NCI Thesaurus","C48207"
"177","Biospecimen Type","","693a498c-c7fa-4ba2-9602-ddc0606d1bc6","Code_185","NCI Thesaurus","C70713"
"178","Albumin Measurement","","2b95da46-7a56-444d-92dd-5cb0df1d6199","Code_181","NCI Thesaurus","C64431"
"179","Laboratory Test Result","","da458597-7a60-4789-84e0-23d5f3cebc58","Code_187","NCI Thesaurus","C36292"
"180","Laboratory Test Fasting Status","","f547a06c-0d9e-45b3-97a3-2057777f16d2","Code_188","NCI Thesaurus","C83309"
"181","Unit of Catalytic Activity Concentration","","2cbd55a6-5b86-42ea-a657-3741c2b95ba2","Code_189","NCI Thesaurus","C67365"
"182","Biospecimen Type","","8f68ba70-b298-4f50-bb64-73581078e632","Code_190","NCI Thesaurus","C70713"
"183","Alkaline Phosphatase Measurement","","2596371b-321b-4955-b260-41dab14fc663","Code_186","NCI Thesaurus","C64432"
"184","Laboratory Test Result","","71e76065-fbef-4912-9fd3-c156ff39bd98","Code_192","NCI Thesaurus","C36292"
"185","Laboratory Test Fasting Status","","c61216a3-80e3-4380-b556-b1ca93510526","Code_193","NCI Thesaurus","C83309"
"186","Unit of Catalytic Activity Concentration","","470ce4d1-aca5-4b60-9422-6f6ae8b42eba","Code_194","NCI Thesaurus","C67365"
"187","Biospecimen Type","","70b7f360-7bc2-45b9-b799-e25bcd90edb3","Code_195","NCI Thesaurus","C70713"
"188","Aspartate Aminotransferase Measurement","","5a74a7f9-a444-4b44-99a7-116ff0715e32","Code_191","NCI Thesaurus","C64467"
"189","Laboratory Test Result","","d728966e-b5c3-4fda-ab68-b4e6d50928d1","Code_197","NCI Thesaurus","C36292"
"190","Laboratory Test Fasting Status","","c782b0dd-2e72-4181-93c2-d48cbfc37752","Code_198","NCI Thesaurus","C83309"
"191","Unit of Concentration","","f5490df4-f7a1-466b-baf1-896e223eca33","Code_199","NCI Thesaurus","C48207"
"192","Biospecimen Type","","fe837a3e-6710-40e0-89dd-0028497d6a53","Code_200","NCI Thesaurus","C70713"
"193","Creatinine Measurement","","12260bda-19f7-4f4a-98d4-f52d70fb036b","Code_196","NCI Thesaurus","C64547"
"194","Laboratory Test Result","","675e8eb1-28a7-4f23-be64-af19a49743c0","Code_202","NCI Thesaurus","C36292"
"195","Laboratory Test Fasting Status","","82a12bfc-ed44-4e9d-a9f4-f365d18aa74a","Code_203","NCI Thesaurus","C83309"
"196","Molarity Unit","","d2efa999-fe62-44d7-8f06-d51c7db3498d","Code_204","NCI Thesaurus","C64567"
"197","Biospecimen Type","","7823817e-06c3-448c-aa18-abb6e0486aff","Code_205","NCI Thesaurus","C70713"
"198","Potassium Measurement","","6fcfdb44-c3ed-45d9-8ad4-27ffb83da9d9","Code_201","NCI Thesaurus","C64853"
"199","Laboratory Test Result","","4a7790b6-3fc0-4a8f-9228-4976b63091a1","Code_207","NCI Thesaurus","C36292"
"200","Laboratory Test Fasting Status","","f2b7802f-a2fa-47a9-94a9-91c6636377f7","Code_208","NCI Thesaurus","C83309"
"201","Molarity Unit","","5c7504b2-5ba5-474c-9554-b89e35331d8c","Code_209","NCI Thesaurus","C64567"
"202","Biospecimen Type","","f415b081-b2ba-464c-9a22-c25e51e912ea","Code_210","NCI Thesaurus","C70713"
"203","Sodium Measurement","","66e7467e-bbb0-429d-86ed-d7a72732f380","Code_206","NCI Thesaurus","C64809"
"204","Vital Signs Result","","f25d24bd-fba3-4586-9361-1ad10ffeb199","Code_212","NCI Thesaurus","C173522"
"205","Pascal","2023-09-29","34c435de-0501-4e4c-9f47-60d745e5aefe","Code_213","http://www.cdisc.org","C42547"
"206","Unit of Pressure","","74bd31a5-df62-49a0-abd8-332f25e8828e","Code_214","NCI Thesaurus","C49669"
"207","Vital Signs Location","","9dd6564e-6539-4d2b-973c-568f569de89f","Code_215","NCI Thesaurus","C83088"
"208","Vital Signs Laterality","","c380712e-2f45-4a51-9056-df5ff436898b","Code_216","NCI Thesaurus","C123975"
"209","Test Method","","fb659aed-a2b0-44e9-99c0-03f4aa009a04","Code_217","NCI Thesaurus","C82535"
"210","Vital Signs Position","","70b7fad2-ef50-4dd3-93d8-116c8df6e0c4","Code_218","NCI Thesaurus","C83114"
"211","Systolic Blood Pressure","","fd44437e-cf9b-4fae-890c-fea221a81360","Code_211","NCI Thesaurus","C25298"
"212","Vital Signs Result","","a1d44d45-8e43-4c28-8743-0920bc27c517","Code_220","NCI Thesaurus","C173522"
"213","Pascal","2023-09-29","9fd74ca6-3f82-49d5-bef7-dacaca037ced","Code_221","http://www.cdisc.org","C42547"
"214","Unit of Pressure","","c3861d98-7317-43b0-8af1-760694e77c87","Code_222","NCI Thesaurus","C49669"
"215","Vital Signs Location","","c0066252-304d-44ba-a597-b3c49d87902a","Code_223","NCI Thesaurus","C83088"
"216","Vital Signs Laterality","","14f201c4-9ddb-45b3-a9f3-3c62a13d2019","Code_224","NCI Thesaurus","C123975"
"217","Test Method","","8ac137e2-1e3e-48c7-89c7-05885e143ad4","Code_225","NCI Thesaurus","C82535"
"218","Vital Signs Position","","ba236186-2b4d-44d8-b15a-a80f2d4f6d9e","Code_226","NCI Thesaurus","C83114"
"219","Diastolic Blood Pressure","","1c35287c-6d30-4211-adb2-cd3a09112ba5","Code_219","NCI Thesaurus","C25299"
"220","Vital Signs Result","","33fe988b-17aa-434b-bfdc-6fc78049771f","Code_228","NCI Thesaurus","C173522"
"221","Pascal","2023-09-29","064a1ead-08da-4cf4-820e-5c62cb86f23b","Code_229","http://www.cdisc.org","C42547"
"222","Unit of Pressure","","3be5ed98-d5df-401e-941b-6e4acd2a2a98","Code_230","NCI Thesaurus","C49669"
"223","Vital Signs Location","","bab287ba-ee77-462b-a46b-c884c59aaa55","Code_231","NCI Thesaurus","C83088"
