"id:ID","sectionTitle","text","id","uuid","sectionNumber","name"
"836","Rationale for Trial Design","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>","NarrativeContent_15","bb097ddd-e8a2-422d-8ae5-ad4e93872fd6","4.2","SECTION 4.2"
"837","Rationale for Comparator","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","NarrativeContent_16","4e5c0dcf-6908-46ef-810f-7ffb3479167a","4.2.1","SECTION 4.2.1"
"838","Rationale for Adaptive or Novel Trial Design","<div></div>","NarrativeContent_17","7fba25ca-ebed-456c-952e-cd9e6825b4c2","4.2.2","SECTION 4.2.2"
"839","Other Trial Design Considerations","<div></div>","NarrativeContent_18","e120f62f-c533-4924-b7d0-7a7174764a1a","4.2.3","SECTION 4.2.3"
"840","Access to Trial Intervention After End of Trial","<div></div>","NarrativeContent_19","66bbff04-b3ff-455d-a4cf-1a9c89d1e757","4.3","SECTION 4.3"
"841","Start of Trial and End of Trial","<div></div>","NarrativeContent_20","9978cd42-cac7-4c93-812f-2592d0d18078","4.4","SECTION 4.4"
"842","TRIAL POPULATION","<div></div>","NarrativeContent_21","8bc71f7c-46cd-4762-8b7d-a309dd29da2f","5","SECTION 5"
"843","Selection of Trial Population","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","NarrativeContent_22","74e2b357-e28f-46fb-b700-8b0254f619e8","5.1","SECTION 5.1"
"844","Rationale for Trial Population","<div></div>","NarrativeContent_23","1b271f4e-c985-40b1-9769-732d37e2b54c","5.2","SECTION 5.2"
"845","Inclusion Criteria","<div><usdm:section name=""M11-inclusion""></div>","NarrativeContent_24","43fe0016-06a0-4db3-9ca4-1d5650f9b3d0","5.3","SECTION 5.3"
"846","Exclusion Criteria","<div><usdm:section name=""M11-exclusion""></div>","NarrativeContent_25","f694bbe4-fc05-401a-9038-9d04867f62ad","5.4","SECTION 5.4"
"847","Lifestyle Considerations","<div></div>","NarrativeContent_26","18f9484f-a9e4-4010-9352-f608f04a2d57","5.5","SECTION 5.5"
"848","Meals and Dietary Restrictions","<div></div>","NarrativeContent_27","85b3fb65-497c-4835-b4ff-5c2db4886d26","5.5.1","SECTION 5.5.1"
"849","Caffeine, Alcohol, Tobacco, and Other Habits","<div><p>Not applicable</p></div>","NarrativeContent_28","4435ed1e-bbca-4b39-a2d0-bae54670ccda","5.5.2","SECTION 5.5.2"
"850","Physical Activity","<div></div>","NarrativeContent_29","5f125c33-aa4d-46b2-af95-adb0e5934f74","5.5.3","SECTION 5.5.3"
"851","Other Activity","<div></div>","NarrativeContent_30","c24a1143-52a8-4cfc-8526-7603dbc1e227","5.5.4","SECTION 5.5.4"
"852","Screen Failures","<div></div>","NarrativeContent_31","c001db8b-bd8a-4613-a18b-d3916da0fcdc","5.6","SECTION 5.6"
"853","TRIAL INTERVENTION AND CONCOMITANT THERAPY","<div></div>","NarrativeContent_32","997a9e8c-6b30-449b-b813-83fd90c63248","6","SECTION 6"
"854","Description of Trial Intervention","<div></div>","NarrativeContent_33","a6dab29a-9632-4380-99bb-c18c286dcaf6","6.1","SECTION 6.1"
"855","Rationale for Trial Intervention","<div></div>","NarrativeContent_34","d9467dd4-9896-44ed-af6e-e4117e87210e","6.2","SECTION 6.2"
"856","Dosing and Administration","<div></div>","NarrativeContent_35","a8dab528-5507-466d-8956-7bed5c89ae49","6.3","SECTION 6.3"
"857","Trial Intervention Dose Modification","<div></div>","NarrativeContent_36","1036200c-05d9-4220-8387-2e7552552ebc","6.3.1","SECTION 6.3.1"
"858","Treatment of Overdose","<div></div>","NarrativeContent_37","ae69276a-0376-42a7-b793-36c0866a21fa","6.4","SECTION 6.4"
"859","Preparation, Handling, Storage and Accountability","<div></div>","NarrativeContent_38","496070ec-b115-46cd-9411-d0e8d626fa1d","6.5","SECTION 6.5"
"860","Preparation of Trial Intervention","<div></div>","NarrativeContent_39","3cb22a35-ccea-4110-a56b-c4b4f150a63f","6.5.1","SECTION 6.5.1"
"861","Handling and Storage of Trial Intervention","<div></div>","NarrativeContent_40","73311b8a-8d9d-4538-969c-6f245015698e","6.5.2","SECTION 6.5.2"
"862","Accountability of Trial Intervention","<div></div>","NarrativeContent_41","26b789d9-ab7a-4df0-84a8-c166dc552e8b","6.5.3","SECTION 6.5.3"
"863","Participant Assignment, Randomisation and Blinding","<div></div>","NarrativeContent_42","580c865a-6401-44b6-9ac3-130e571142e0","6.6","SECTION 6.6"
"864","Participant Assignment","<div></div>","NarrativeContent_43","b1668990-5fc5-4451-99ce-5e1c07a48179","6.6.1","SECTION 6.6.1"
"865","Randomisation","<div></div>","NarrativeContent_44","82806726-96fe-4038-8600-2c6e786382a5","6.6.2","SECTION 6.6.2"
"866","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent_45","1d38f69a-4ad7-45b7-a5fb-3ef7b83d3ad0","6.6.3","SECTION 6.6.3"
"867","Trial Intervention Compliance","<div></div>","NarrativeContent_46","397a2bb5-e809-4e29-9423-240a7e8b3181","6.7","SECTION 6.7"
"868","Concomitant Therapy","<div></div>","NarrativeContent_47","6472d726-0cf1-4814-a839-e3a966c7e375","6.8","SECTION 6.8"
"869","Prohibited Concomitant Therapy","<div></div>","NarrativeContent_48","cfb96d3b-68a9-49b4-9a16-885df520e6d0","6.8.1","SECTION 6.8.1"
"870","Permitted Concomitant Therapy","<div></div>","NarrativeContent_49","4efc73ad-e246-4921-9e95-13254b0e3010","6.8.2","SECTION 6.8.2"
"871","Rescue Therapy","<div></div>","NarrativeContent_50","0fda481f-b5e9-465a-bf0e-27c12b1beee2","6.8.3","SECTION 6.8.3"
"872","Other Therapy","<div></div>","NarrativeContent_51","4dfb1dab-f0fd-4be9-8b18-aea64a8731eb","6.8.4","SECTION 6.8.4"
"873","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>","NarrativeContent_52","c1564952-8cd8-4147-897d-0defe1c7c630","7","SECTION 7"
"874","Discontinuation of Trial Intervention","<div></div>","NarrativeContent_53","1689d607-1700-4489-9af7-b8bc422f3109","7.1","SECTION 7.1"
"875","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>","NarrativeContent_54","9e84183d-7f11-4b91-8f59-3a9254ee3148","7.1.1","SECTION 7.1.1"
"876","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>","NarrativeContent_55","4d9575a5-35c2-45d2-aba7-1ed54c6a8718","7.1.2","SECTION 7.1.2"
"877","Rechallenge","<div></div>","NarrativeContent_56","bb76d7f0-a774-4d50-9d99-14093b82c06f","7.1.3","SECTION 7.1.3"
"878","Participant Withdrawal from the Trial","<div></div>","NarrativeContent_57","4acd4170-8399-46db-bb0a-7355fe796a5d","7.2","SECTION 7.2"
"879","Lost to Follow-Up","<div></div>","NarrativeContent_58","c297819f-9967-42e8-93ea-8146ffb0b8c0","7.3","SECTION 7.3"
"880","Trial Stopping Rules","<div></div>","NarrativeContent_59","801d2189-1541-4ec3-921d-2988fe1e40f1","7.4","SECTION 7.4"
"881","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>","NarrativeContent_60","8b01ed9b-bf6a-4080-afd1-063e5d864ce5","8","SECTION 8"
"882","Screening/Baseline Assessments and Procedures","<div></div>","NarrativeContent_61","f5af5dea-2ae7-4857-91e6-c1b046d52d0e","8.1","SECTION 8.1"
"883","Efficacy Assessments and Procedures","<div></div>","NarrativeContent_62","fe0479b9-2070-484b-862d-195d1737d582","8.2","SECTION 8.2"
"884","Safety Assessments and Procedures","<div></div>","NarrativeContent_63","d9f4c6b4-405e-4e08-8595-9229d50c81f2","8.3","SECTION 8.3"
"885","Physical Examination","<div></div>","NarrativeContent_64","cf946910-d1ae-4071-87fc-eb2ab9be78a9","8.3.1","SECTION 8.3.1"
"886","Vital Signs","<div></div>","NarrativeContent_65","36814427-c8f3-4b84-aac5-d3d6fed5e3a4","8.3.2","SECTION 8.3.2"
"887","Electrocardiograms","<div></div>","NarrativeContent_66","577e9f85-ca18-42a8-9e5b-d71e348e35c3","8.3.3","SECTION 8.3.3"
"888","Clinical Laboratory Assessments","<div></div>","NarrativeContent_67","42e27236-9500-4b28-ac9f-fb5ac967369f","8.3.4","SECTION 8.3.4"
"889","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>","NarrativeContent_68","6ad32a2e-8d09-492b-8834-e58db8e51ca9","8.3.5","SECTION 8.3.5"
"890","Adverse Events and Serious Adverse Events","<div></div>","NarrativeContent_69","f07abbe1-3fb1-49e9-85a0-a49f02fa9aa6","8.4","SECTION 8.4"
"891","Definitions of AE and SAE","<div></div>","NarrativeContent_70","61ab42db-0e31-40f1-8e04-e96ddf72d0a0","8.4.1","SECTION 8.4.1"
"892","Time Period and Frequency for Collecting AE and SAE Information","<div></div>","NarrativeContent_71","854eeb9c-2590-480e-93a6-6ffb41742862","8.4.2","SECTION 8.4.2"
"893","Identifying AEs and SAEs","<div></div>","NarrativeContent_72","62386a0b-0ced-408b-990a-03910bc21b79","8.4.3","SECTION 8.4.3"
"894","Recording of AEs and SAEs","<div></div>","NarrativeContent_73","168cef82-e9c8-4b3a-a3f4-1117c9b6d110","8.4.4","SECTION 8.4.4"
"895","Follow-up of AEs and SAEs","<div></div>","NarrativeContent_74","7253dce9-7cc9-4f59-af1b-1e98b9318732","8.4.5","SECTION 8.4.5"
"896","Reporting of SAEs","<div></div>","NarrativeContent_75","e36f2f7e-8d75-4144-98de-397f7f2ef799","8.4.6","SECTION 8.4.6"
"897","Regulatory Reporting Requirements for SAEs","<div></div>","NarrativeContent_76","22881bb3-fd77-46e0-a982-b474e6eca090","8.4.7","SECTION 8.4.7"
"898","Serious and Unexpected Adverse Reaction Reporting","<div></div>","NarrativeContent_77","9327a4c0-9351-4a44-b2ca-9b38aa4c109c","8.4.8","SECTION 8.4.8"
"899","Adverse Events of Special Interest","<div></div>","NarrativeContent_78","0af0cb87-9491-4e63-821a-ab65517ba574","8.4.9","SECTION 8.4.9"
"900","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>","NarrativeContent_79","a5005058-ea55-448d-8f83-414fb22f9a77","8.4.10","SECTION 8.4.10"
"901","Pregnancy and Postpartum Information","<div></div>","NarrativeContent_80","7702f7e1-82e2-4b98-bd2c-97049db7f3f8","8.5","SECTION 8.5"
"902","Participants Who Become Pregnant During the Trial","<div></div>","NarrativeContent_81","fb6803bd-adec-42bc-b727-b2f18cf2a389","8.5.1","SECTION 8.5.1"
"903","Participants Whose Partners Become Pregnant","<div></div>","NarrativeContent_82","31f1ca17-8ec4-4787-a15f-bc5047ff8260","8.5.2","SECTION 8.5.2"
"904","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>","NarrativeContent_83","3b3608d0-c302-4eb4-ab2d-c6cdc3e3f783","8.6","SECTION 8.6"
"905","Definition of Medical Device Product Complaints","<div></div>","NarrativeContent_84","9af606b3-2f6e-4eef-9822-c388628ce232","8.6.1","SECTION 8.6.1"
"906","Recording of Medical Device Product Complaints","<div></div>","NarrativeContent_85","3da246e3-91b1-4f2c-b012-7b7dc63decd2","8.6.2","SECTION 8.6.2"
"907","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","NarrativeContent_86","560a442c-f65b-4298-961f-79843651a620","8.6.3","SECTION 8.6.3"
"908","Follow-Up of Medical Device Product Complaints","<div></div>","NarrativeContent_87","ac1d337e-cd26-49c1-9e32-46183e5674f1","8.6.4","SECTION 8.6.4"
"909","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","NarrativeContent_88","0b3829a9-d066-4a8b-951b-290a766ee659","8.6.5","SECTION 8.6.5"
"910","Pharmacokinetics","<div></div>","NarrativeContent_89","134cf294-c07a-4ff1-af82-8caf2b81d472","8.7","SECTION 8.7"
"911","Genetics","<div></div>","NarrativeContent_90","a7f011fe-a7d6-4590-aa99-1d2d0e4a2011","8.8","SECTION 8.8"
"912","Biomarkers","<div></div>","NarrativeContent_91","213cdb2b-aa54-48fe-9fce-fb8624b9e2e1","8.9","SECTION 8.9"
"913","Immunogenicity Assessments","<div></div>","NarrativeContent_92","6780463d-aca3-4b7e-9476-4f81bf852da0","8.1","SECTION 8.1"
"914","Medical Resource Utilisation and Health Economics","<div></div>","NarrativeContent_93","c85a6dba-df88-4e6e-885b-81a1a74cf96b","8.1.1","SECTION 8.1.1"
"915","STATISTICAL CONSIDERATIONS","<div></div>","NarrativeContent_94","6e10d53d-9442-41bf-8f34-4e3c97a0cade","9","SECTION 9"
"916","Analysis Sets","<div></div>","NarrativeContent_95","f2da2c63-de80-44bb-b44d-ea6ca0c0be10","9.1","SECTION 9.1"
"917","Analyses Supporting Primary Objective(s)","<div></div>","NarrativeContent_96","fbe35742-95c3-4b0f-80c5-237420e5e3c7","9.2","SECTION 9.2"
"918","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","NarrativeContent_97","71aebee6-20ca-4063-a1a1-59628a02426a","9.2.1","SECTION 9.2.1"
"919","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","NarrativeContent_98","5f2364e8-37c7-4a8b-ae09-e04b4f3a2571","9.2.2","SECTION 9.2.2"
"920","Handling of Missing Data","<div></div>","NarrativeContent_99","5bb7985d-dacf-46df-80ee-c0ab381e75e5","9.2.3","SECTION 9.2.3"
"921","Sensitivity Analysis","<div></div>","NarrativeContent_100","cfe05700-919c-4534-9950-e7f9a6fdf45e","9.2.4","SECTION 9.2.4"
"922","Supplementary Analysis","<div></div>","NarrativeContent_101","1f86391f-d23d-4aca-90d5-ab30ff834310","9.2.5","SECTION 9.2.5"
"923","Analysis Supporting Secondary Objective(s)","<div></div>","NarrativeContent_102","5fe08aa7-27ea-45e1-bf65-f9638c0a3955","9.3","SECTION 9.3"
"924","Analysis of Exploratory Objective(s)","<div></div>","NarrativeContent_103","73dc0409-18b7-4eb9-b0ba-63923c3a6b75","9.4","SECTION 9.4"
"925","Safety Analyses","<div></div>","NarrativeContent_104","ec7465e3-0dce-48dd-b8e3-ee9571a44312","9.5","SECTION 9.5"
"926","Other Analyses","<div></div>","NarrativeContent_105","5851d9a7-260e-4017-a7ea-e4bde7907f6e","9.6","SECTION 9.6"
"927","Interim Analyses","<div></div>","NarrativeContent_106","5600a036-e024-4817-953d-45b63885dae0","9.7","SECTION 9.7"
"928","Sample Size Determination","<div></div>","NarrativeContent_107","05736820-9b8a-475a-9b98-f63c2f1f3a5b","9.8","SECTION 9.8"
"929","Protocol Deviations","<div></div>","NarrativeContent_108","74e0be30-1c82-4daa-b52a-3e6a2dbbd550","9.9","SECTION 9.9"
"930","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","NarrativeContent_109","03a0e160-83d3-41cf-93c4-ea164808dcaa","10","SECTION 10"
"931","Regulatory and Ethical Considerations","<div></div>","NarrativeContent_110","d2bf5a43-f494-4c9c-9a1a-c37890235786","10.1","SECTION 10.1"
"932","Committees","<div></div>","NarrativeContent_111","1270ad45-e436-4305-9c68-e38cce3285ca","10.2","SECTION 10.2"
"933","Informed Consent Process","<div></div>","NarrativeContent_112","f83b5448-154d-43c2-a406-9f5e8b0606cf","10.3","SECTION 10.3"
"934","Data Protection","<div></div>","NarrativeContent_113","dbc2781b-0083-4a1c-8e90-9981f105946d","10.4","SECTION 10.4"
"935","Early Site Closure or Trial Termination","<div></div>","NarrativeContent_114","0df881ff-2426-46b6-b0fc-c6dd7cbbddf9","10.5","SECTION 10.5"
"936","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","NarrativeContent_115","ced4d441-ee2a-456d-8289-24cf222a1686","11","SECTION 11"
"937","Quality Tolerance Limits","<div></div>","NarrativeContent_116","dfddf37c-ff81-45bb-9d4e-e413315beb60","11.1","SECTION 11.1"
"938","Data Quality Assurance","<div></div>","NarrativeContent_117","ca293ab5-9637-4f6e-b5e1-a4c57a3181e3","11.2","SECTION 11.2"
"939","Source Data","<div></div>","NarrativeContent_118","3909a0d3-fa5b-4eac-a194-ba73f3652885","11.3","SECTION 11.3"
"940","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","NarrativeContent_119","d37ed878-9bf2-4b37-ba9b-e4d59bdecaca","12","SECTION 12"
"941","Further Details and Clarifications on the AE Definition","<div></div>","NarrativeContent_120","cb60d29b-4df1-4f59-a216-3e5a67259ab2","12.1","SECTION 12.1"
"942","Further Details and Clarifications on the SAE Definition","<div></div>","NarrativeContent_121","63eedab3-1624-4d83-83c5-84ecb0cb93ca","12.2","SECTION 12.2"
"943","Severity","<div></div>","NarrativeContent_122","562ae450-3a9e-4bb9-88f1-e8e9a4fa0b8b","12.3","SECTION 12.3"
"944","Causality","<div></div>","NarrativeContent_123","2cc5e228-c2e9-4ff9-a6fd-86007106b54c","12.4","SECTION 12.4"
"945","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","NarrativeContent_124","6c578fea-449e-474f-bbf0-b5b8a5334283","13","SECTION 13"
"946","Contraception and Pregnancy Testing","<div></div>","NarrativeContent_125","3acb1c36-c7d0-4ca0-a7e9-df5ad704f86a","13.1","SECTION 13.1"
"947","Definitions Related to Childbearing Potential","<div></div>","NarrativeContent_126","5b1cdc97-2442-4f69-94ee-a281e097589e","13.1.1","SECTION 13.1.1"
"948","Contraception","<div></div>","NarrativeContent_127","9d76bd5b-9160-4f65-8c04-ea5cded2daca","13.1.2","SECTION 13.1.2"
"949","Pregnancy Testing","<div></div>","NarrativeContent_128","ba223425-e340-42f2-bf86-985ae1dc03cd","13.1.3","SECTION 13.1.3"
"950","Clinical Laboratory Tests","<div></div>","NarrativeContent_129","e0207696-ed2f-4d80-8649-15b2d1e9e614","13.2","SECTION 13.2"
"951","Country/Region-Specific Differences","<div></div>","NarrativeContent_130","dc954986-9bf6-48dd-9d95-79a43606a2f5","13.3","SECTION 13.3"
"952","Prior Protocol Amendments","<div></div>","NarrativeContent_131","9a79f101-c283-4107-8b67-3fd5ab1c033b","13.4","SECTION 13.4"
"953","APPENDIX: GLOSSARY OF TERMS","<div></div>","NarrativeContent_132","bcc3428a-9e2a-4fd5-8ce7-81bdc894f6c2","14","SECTION 14"
"954","APPENDIX: REFERENCES","<div></div>","NarrativeContent_133","05aa4b2d-7113-45d8-80b3-7688e2d124f9","15","SECTION 15"
