"id:ID","bcPropertyRequired","bcPropertyDatatype","bcPropertyEnabled","bcPropertyResponseCodes","id","uuid","label","name"
"569","True","string","True","[]","BiomedicalConceptProperty_109","b898d0c8-5b23-43fd-8962-555211637339","Laboratory Test Result","Laboratory Test Result"
"570","True","boolean","True","[]","BiomedicalConceptProperty_110","b5b62325-b66a-4d46-906f-7d2c4fe482fc","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"571","True","string","True","[]","BiomedicalConceptProperty_111","31dbaade-6a9e-4766-b1fc-f0177e29accc","Unit of Concentration","Unit of Concentration"
"572","True","string","True","[]","BiomedicalConceptProperty_112","546e8475-1585-48c1-b0a3-152c3add108c","Biospecimen Type","Biospecimen Type"
"573","True","decimal","True","[]","BiomedicalConceptProperty_113","70e1ca66-d140-43db-8c17-0527aacfc656","Laboratory Test Result","Laboratory Test Result"
"574","True","boolean","True","[]","BiomedicalConceptProperty_114","24f92bd5-e651-40e9-981f-a55e29ef5d99","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"575","True","string","True","[]","BiomedicalConceptProperty_115","f38c7ef5-2208-462a-814f-976737e92319","Molarity Unit","Molarity Unit"
"576","True","string","True","[]","BiomedicalConceptProperty_116","c622ef0f-206d-44e7-845a-6d35643d675d","Biospecimen Type","Biospecimen Type"
"577","True","decimal","True","[]","BiomedicalConceptProperty_117","4e7c0ad9-0bad-4910-b866-33390dd39d63","Laboratory Test Result","Laboratory Test Result"
"578","True","boolean","True","[]","BiomedicalConceptProperty_118","2e5b557e-2645-4572-93d6-b4b8867bdc2f","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"579","True","string","True","[]","BiomedicalConceptProperty_119","9797b0e7-ad6b-4941-9114-78a0f4853358","Molarity Unit","Molarity Unit"
"580","True","string","True","[]","BiomedicalConceptProperty_120","b876688b-40c8-4efb-9ca3-9559df80d5ad","Biospecimen Type","Biospecimen Type"
"581","True","string","True","[]","BiomedicalConceptProperty_1","0f1093a8-5225-4a3f-9212-739086c727a7","Adverse Event Verbatim Description","Adverse Event Verbatim Description"
"582","True","string","True","[]","BiomedicalConceptProperty_2","1ac6c2f6-1d96-4748-a516-aa12cd3cd9fe","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term"
"583","True","string","True","[]","BiomedicalConceptProperty_3","4cc11bb8-56cd-465d-91aa-40f5271f6b79","Adverse Event Category","Adverse Event Category"
"584","True","string","True","[]","BiomedicalConceptProperty_4","d3cd517d-e10c-4564-959c-5341555e1743","Adverse Event Subcategory","Adverse Event Subcategory"
"585","True","boolean","True","[]","BiomedicalConceptProperty_5","0f99d47e-74bb-4943-b971-4f9e06ba8be9","Adverse Event Pre-specified","Adverse Event Pre-specified"
"586","True","string","True","[]","BiomedicalConceptProperty_6","ad30f556-86c3-4b54-a73e-f98599a29123","Severity of Adverse Event","Severity of Adverse Event"
"587","True","string","True","[]","BiomedicalConceptProperty_7","b68d5d44-668d-47cb-926a-0425662040e5","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade"
"588","True","boolean","True","[]","BiomedicalConceptProperty_8","7ba7eb23-5284-42b1-b807-4635bb19580d","Seriousness of Adverse Event","Seriousness of Adverse Event"
"589","True","string","True","","BiomedicalConceptProperty_9","6f8abadb-e418-49fe-965d-19716998354b","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment"
"590","True","string","True","[]","BiomedicalConceptProperty_10","6e24e93c-bd75-495a-9db5-542f2ca6c784","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure"
"591","True","string","True","[]","BiomedicalConceptProperty_11","69fecd56-1263-42f0-b9d3-a2aaa4000c9d","Adverse Event Pattern","Adverse Event Pattern"
"592","True","string","True","","BiomedicalConceptProperty_12","d71b158d-fd4c-49d8-8d6b-45e945b8c17c","Adverse Event Outcome","Adverse Event Outcome"
"593","True","datetime","True","[]","BiomedicalConceptProperty_13","a55d5882-c70f-4ba5-87fe-052f239e9ace","Adverse Event Start Date Time","Adverse Event Start Date Time"
"594","True","datetime","True","[]","BiomedicalConceptProperty_14","5c04c2af-29a0-4327-86e6-2f194ccd6690","Adverse Event End Date Time","Adverse Event End Date Time"
"595","True","decimal","True","[]","BiomedicalConceptProperty_15","c76c1850-dd89-437e-b48a-7acdb567d735","Vital Signs Result","Vital Signs Result"
"596","True","string","True","","BiomedicalConceptProperty_16","b63aa222-860d-43af-bc91-45104670e24e","Unit of Pressure","Unit of Pressure"
"597","True","string","True","[]","BiomedicalConceptProperty_17","854fbb28-de2c-4d62-ab1b-d5cb967cd7d3","Vital Signs Location","Vital Signs Location"
"598","True","string","True","[]","BiomedicalConceptProperty_18","d86c513d-352a-45d8-8224-05fef3c673df","Vital Signs Laterality","Vital Signs Laterality"
"599","True","string","True","[]","BiomedicalConceptProperty_19","00f7a79c-4457-4fda-ad6a-08634171af33","Test Method","Test Method"
"600","True","string","True","[]","BiomedicalConceptProperty_20","fc6b4cdd-10e6-4490-b361-3a4875fa2546","Vital Signs Position","Vital Signs Position"
"601","True","decimal","True","[]","BiomedicalConceptProperty_21","4afd1c11-49b0-4a24-9ef3-6294801b1b7e","Vital Signs Result","Vital Signs Result"
"602","True","string","True","","BiomedicalConceptProperty_22","276db579-6b4c-4961-bc73-1df75e040574","Unit of Pressure","Unit of Pressure"
"603","True","string","True","[]","BiomedicalConceptProperty_23","be58a2ef-dda3-4a36-bb06-91b6e6483301","Vital Signs Location","Vital Signs Location"
"604","True","string","True","[]","BiomedicalConceptProperty_24","17f2f795-5d5a-40ec-b8c1-dcf3acd37e37","Vital Signs Laterality","Vital Signs Laterality"
"605","True","string","True","[]","BiomedicalConceptProperty_25","53abda72-faa7-4d2b-b74f-dd2d150dd6d2","Test Method","Test Method"
"606","True","string","True","[]","BiomedicalConceptProperty_26","86e968f2-47cf-4ac7-a021-235ae741b5db","Vital Signs Position","Vital Signs Position"
"607","True","decimal","True","[]","BiomedicalConceptProperty_27","3dd7c31d-0465-4de3-a82e-d7e5b4193c8c","Vital Signs Result","Vital Signs Result"
"608","True","string","True","","BiomedicalConceptProperty_28","d8edbda7-f980-4150-800d-897ad50aa18c","Unit of Temperature","Unit of Temperature"
"609","True","string","True","[]","BiomedicalConceptProperty_29","64e9ae85-3cb9-47ae-921d-72d462eba092","Vital Signs Location","Vital Signs Location"
"610","True","decimal","True","[]","BiomedicalConceptProperty_30","0fbb8312-0d33-4246-9133-0e63df0a5d50","Vital Signs Result","Vital Signs Result"
"611","True","string","True","","BiomedicalConceptProperty_31","44994907-c642-498c-a9c1-049f42057154","Unit of Weight","Unit of Weight"
"612","True","decimal","True","[]","BiomedicalConceptProperty_32","4d76113a-e240-47d1-b23a-f464cf76d627","Vital Signs Result","Vital Signs Result"
"613","True","string","True","","BiomedicalConceptProperty_33","4a593d38-8ea3-4945-b68b-5b2c3d753639","Unit of Height","Unit of Height"
"614","True","decimal","True","[]","BiomedicalConceptProperty_34","cac2054f-509f-4e5b-aa02-edf0805e16a4","Laboratory Test Result","Laboratory Test Result"
"615","True","boolean","True","[]","BiomedicalConceptProperty_35","c08a1ae4-d886-47a2-bef4-82c64cf7e2e7","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"616","True","string","True","[]","BiomedicalConceptProperty_36","ed3a1a98-7425-4ba9-b452-654e93c1df03","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"617","True","string","True","[]","BiomedicalConceptProperty_37","2a619cad-6db2-47a2-97bf-8914918cbde7","Biospecimen Type","Biospecimen Type"
"618","True","string","True","[]","BiomedicalConceptProperty_38","656102ec-78c2-4d95-9b4d-67b16517739e","Laboratory Test Result","Laboratory Test Result"
"619","True","boolean","True","[]","BiomedicalConceptProperty_39","8d411f02-8cec-4eab-a9de-486c0efed07a","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"620","True","string","True","[]","BiomedicalConceptProperty_40","8d12f786-aefe-4781-a065-a19b90839909","Unit of Concentration","Unit of Concentration"
"621","True","string","True","[]","BiomedicalConceptProperty_41","43be3c0f-22c6-417c-80e6-3ecaa8eeb17e","Biospecimen Type","Biospecimen Type"
"622","True","decimal","True","[]","BiomedicalConceptProperty_42","a2cff43e-c043-45e9-9b2a-ec3d49e247f9","Laboratory Test Result","Laboratory Test Result"
"623","True","boolean","True","[]","BiomedicalConceptProperty_43","82833abc-f0d4-47a9-a466-fa46d394d026","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"624","True","string","True","[]","BiomedicalConceptProperty_44","a27a6c6a-c02f-472f-bbaa-a9d0af53b9f6","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"625","True","string","True","[]","BiomedicalConceptProperty_45","becda1d9-e36a-46e4-a8e0-90cdd1fb7d74","Biospecimen Type","Biospecimen Type"
"626","True","decimal","True","[]","BiomedicalConceptProperty_46","b6ada9d0-a871-4afd-88c0-40f82d160309","Laboratory Test Result","Laboratory Test Result"
"627","True","boolean","True","[]","BiomedicalConceptProperty_47","71a5cf9e-1be9-475e-9222-33385604666e","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"628","True","string","True","[]","BiomedicalConceptProperty_48","3a09e626-f046-42c6-861b-5d31cb971ff5","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"629","True","string","True","[]","BiomedicalConceptProperty_49","457ff061-7f23-4f3e-bc31-53178f678627","Biospecimen Type","Biospecimen Type"
"630","True","string","True","[]","BiomedicalConceptProperty_50","c12efed6-15aa-4d0b-abb2-adcdff2534f9","Laboratory Test Result","Laboratory Test Result"
"631","True","boolean","True","[]","BiomedicalConceptProperty_51","e98dd50f-14af-4b6f-ac46-282b1831e090","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"632","True","string","True","[]","BiomedicalConceptProperty_52","9b055696-4071-4aa3-b09f-4e8ec75927ed","Unit of Concentration","Unit of Concentration"
"633","True","string","True","[]","BiomedicalConceptProperty_53","9cabc4b1-2b40-4551-a49b-e37ccb19bae4","Biospecimen Type","Biospecimen Type"
"634","True","decimal","True","[]","BiomedicalConceptProperty_54","aefd2ffe-655c-4364-adfd-a6203c5ba347","Laboratory Test Result","Laboratory Test Result"
"635","True","boolean","True","[]","BiomedicalConceptProperty_55","1855c1d1-fc71-471f-a3a1-298c98aad442","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"636","True","string","True","[]","BiomedicalConceptProperty_56","70d07bcc-6de0-42cf-a450-c2109c21631e","Molarity Unit","Molarity Unit"
"637","True","string","True","[]","BiomedicalConceptProperty_57","e3c2603a-d9e3-4efd-b1b3-8567492f77de","Biospecimen Type","Biospecimen Type"
"638","True","decimal","True","[]","BiomedicalConceptProperty_58","7a791ef7-a854-4cd6-bb8e-ca1e00c2f0c2","Laboratory Test Result","Laboratory Test Result"
"639","True","boolean","True","[]","BiomedicalConceptProperty_59","fb744623-d974-4cac-8999-766a6fa1afce","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"640","True","string","True","[]","BiomedicalConceptProperty_60","3f8e76c6-92ea-47a7-a19f-2c71e8c8f0f5","Molarity Unit","Molarity Unit"
"641","True","string","True","[]","BiomedicalConceptProperty_61","58380cc3-6873-4cbf-a6d5-2cecc3b7fddd","Biospecimen Type","Biospecimen Type"
"642","True","decimal","True","[]","BiomedicalConceptProperty_62","30691a83-2eae-4e43-b420-7b33ba253941","Vital Signs Result","Vital Signs Result"
"643","True","string","True","","BiomedicalConceptProperty_63","76dab918-80cf-4b33-8e0b-1cdfdd2caf25","Unit of Pressure","Unit of Pressure"
"644","True","string","True","[]","BiomedicalConceptProperty_64","d96f9a2f-ddcf-4afc-b539-83b1897874ca","Vital Signs Location","Vital Signs Location"
"645","True","string","True","[]","BiomedicalConceptProperty_65","0dd720c6-4437-470a-8008-d9683c43944d","Vital Signs Laterality","Vital Signs Laterality"
"646","True","string","True","[]","BiomedicalConceptProperty_66","f3b9eb31-d4f1-4e4b-b774-808d28a80c45","Test Method","Test Method"
"647","True","string","True","[]","BiomedicalConceptProperty_67","77c860ac-fabe-4d0f-8865-76931ef3f3ee","Vital Signs Position","Vital Signs Position"
"648","True","decimal","True","[]","BiomedicalConceptProperty_68","5cc606e8-f34e-4ba6-9f90-7de71824abcd","Vital Signs Result","Vital Signs Result"
"649","True","string","True","","BiomedicalConceptProperty_69","9928a61f-cdc3-4b5f-9543-b39b7658da49","Unit of Pressure","Unit of Pressure"
"650","True","string","True","[]","BiomedicalConceptProperty_70","982b6ce4-b5bd-4df6-89b6-3aaf9581b96a","Vital Signs Location","Vital Signs Location"
"651","True","string","True","[]","BiomedicalConceptProperty_71","077d76a3-b95b-428b-8f9d-8c6c35101a2f","Vital Signs Laterality","Vital Signs Laterality"
"652","True","string","True","[]","BiomedicalConceptProperty_72","e79da306-fe02-48b8-9ebd-8261430a5e01","Test Method","Test Method"
"653","True","string","True","[]","BiomedicalConceptProperty_73","1da877f9-400d-467f-b45f-e967c872f277","Vital Signs Position","Vital Signs Position"
"654","True","decimal","True","[]","BiomedicalConceptProperty_74","4962e144-1953-419c-8c56-19b54a4c6007","Vital Signs Result","Vital Signs Result"
"655","True","string","True","","BiomedicalConceptProperty_75","54baa007-2344-43b3-a6da-ff961879f887","Unit of Pressure","Unit of Pressure"
"656","True","string","True","[]","BiomedicalConceptProperty_76","a209bb3a-dde5-48f0-a257-1c19b03165f3","Vital Signs Location","Vital Signs Location"
"657","True","string","True","[]","BiomedicalConceptProperty_77","a5512db4-3968-425e-9d3f-ac92d01c4ad9","Vital Signs Laterality","Vital Signs Laterality"
"658","True","string","True","[]","BiomedicalConceptProperty_78","19ade964-53c4-4cec-b883-cdf69a60ed1a","Test Method","Test Method"
"659","True","string","True","[]","BiomedicalConceptProperty_79","7750186a-0dea-4312-aef2-a7d5239b55b7","Vital Signs Position","Vital Signs Position"
"660","True","decimal","True","[]","BiomedicalConceptProperty_80","1ae5cca7-9ca1-4718-a7f0-d8927bae2446","Vital Signs Result","Vital Signs Result"
"661","True","string","True","","BiomedicalConceptProperty_81","1bbaf61a-9d61-4877-9788-a0c8a4848096","Unit of Pressure","Unit of Pressure"
"662","True","string","True","[]","BiomedicalConceptProperty_82","cffb6d77-39d9-473a-8043-501571c5d23b","Vital Signs Location","Vital Signs Location"
"663","True","string","True","[]","BiomedicalConceptProperty_83","fffdc55a-351b-41a2-bc2e-4aad7b7ec96d","Vital Signs Laterality","Vital Signs Laterality"
"664","True","string","True","[]","BiomedicalConceptProperty_84","a5e3e736-6843-4857-af51-c466370166ee","Test Method","Test Method"
"665","True","string","True","[]","BiomedicalConceptProperty_85","4cdb791d-27af-4af2-8386-0d0e9942c7bc","Vital Signs Position","Vital Signs Position"
