"uuid:ID","id","codeSystemVersion","codeSystem","code","decode"
"64dbad37-e8cc-4890-a8ec-13524eb0eeae","Code_107","2023-09-29","http://www.cdisc.org","C175574","In Person"
"43a3f2fd-34ff-41aa-a57c-18db68310a8e","Code_108","2023-09-29","http://www.cdisc.org","C171537","Telephone Call"
"465d3239-dded-4f62-bf51-00fe0ab60af9","Code_109","2023-09-29","http://www.cdisc.org","C25716","Visit"
"62932395-3750-46f4-a831-7917372c40a3","Code_110","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"24db40b5-d9bd-446c-a386-ade089fae908","Code_111","2023-09-29","http://www.cdisc.org","C175574","In Person"
"b95d28e8-42e9-497f-9430-bc4bbbc11700","Code_112","2023-09-29","http://www.cdisc.org","C25716","Visit"
"69f8fa9e-f470-4d82-bb93-c46a8e8d1388","Code_113","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"e8d3e4e2-b996-4732-b51d-46b0950f7bac","Code_114","2023-09-29","http://www.cdisc.org","C175574","In Person"
"22127076-b723-4942-8552-bfd25ae18eb5","Code_72","January 31, 2018","SNOMED","383371000119108","CT of head without contrast"
"9b957e52-559e-43b5-9919-ae1b4f5fd683","Code_73","12","SPONSOR","123","Supine for 5 minutes"
"5412b8f2-da65-4679-a064-60b78a62e4c6","Code_74","12","SPONSOR","124","Standingfor 1-3 minutes"
"a27a55c4-dea6-4ff1-9e1d-3550ee0590c3","Code_252","","NCI Thesaurus","C173522","Vital Signs Result"
"faf3e020-0a8c-4958-b4af-499428959046","Code_253","2023-09-29","http://www.cdisc.org","C42537","Kelvin"
"e9dc78d5-52f0-4c3c-934a-2b42eab53f94","Code_254","","NCI Thesaurus","C44276","Unit of Temperature"
"23c9334c-0957-4ccb-8a54-51b2396a67e9","Code_255","","NCI Thesaurus","C83088","Vital Signs Location"
"92bd09b4-82cb-488d-9b89-3ce051496be8","Code_251","","NCI Thesaurus","C174446","Body Temperature"
"ab8457f9-c804-4192-8298-edf83ea2c0c6","Code_257","","NCI Thesaurus","C173522","Vital Signs Result"
"abb9c3b4-e7e3-467d-9655-319abf9ce932","Code_258","2023-09-29","http://www.cdisc.org","C28252","Kilogram"
"96c1a820-18c3-42c8-bc3f-760a33d53dfd","Code_259","2023-09-29","http://www.cdisc.org","C48155","Gram"
"c82aef77-259f-4405-99fb-af4a09af848e","Code_260","2023-09-29","http://www.cdisc.org","C48531","Pound"
"75e65259-8ba1-4e88-acf4-401a98c4783b","Code_261","","NCI Thesaurus","C48208","Unit of Weight"
"8554dd8f-e1f3-4417-8b56-2df892f204e7","Code_256","","NCI Thesaurus","C81328","Body Weight"
"5556f8cd-9f83-47bf-9c7f-d98e625ef6cc","Code_263","","NCI Thesaurus","C173522","Vital Signs Result"
"82c70d8d-17f2-4c76-a973-326374068197","Code_264","2023-09-29","http://www.cdisc.org","C49668","Centimeter"
"567ebd57-780b-4bd7-bb3c-76ba3ae0fb62","Code_265","2023-09-29","http://www.cdisc.org","C48500","Inch"
"edd5db11-f5dd-4844-9699-029b2805316d","Code_266","2023-09-29","http://www.cdisc.org","C28251","Millimeter"
"6c72ec2d-5647-4c95-963a-f2cde433e3d8","Code_267","2023-09-29","http://www.cdisc.org","C41139","Meter"
"5390ee3c-884d-45f4-ad1b-34d3e4e4a30e","Code_268","","NCI Thesaurus","C168688","Unit of Height"
"b754809d-d5f0-4e63-b840-8ef54e3005c0","Code_262","","NCI Thesaurus","C164634","Body Height"
"20265df3-c5bd-4882-948d-e7576ca07942","Code_270","","NCI Thesaurus","C36292","Laboratory Test Result"
"40b81229-75d6-47d0-b9a0-b18570e6a5be","Code_271","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"dba59861-45c4-4a62-8315-8cb8aeddf1ac","Code_272","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"c248b8a0-1e6b-4589-a5e7-849ba0ede9cc","Code_273","","NCI Thesaurus","C70713","Biospecimen Type"
"d144269c-f369-4150-835e-4bce5ab82345","Code_269","","NCI Thesaurus","C64433","Alanine Aminotransferase Measurement"
"822911ac-1dd6-4dce-b81a-aaf3903b2dec","Code_275","","NCI Thesaurus","C36292","Laboratory Test Result"
"9432636f-87e3-4d75-a3d6-aa00db0336ee","Code_276","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"d479a79f-cbbf-496c-8330-0946930cf6c2","Code_277","","NCI Thesaurus","C48207","Unit of Concentration"
"be63b94d-b616-4468-ba8c-517603e13b4e","Code_278","","NCI Thesaurus","C70713","Biospecimen Type"
"b9618b48-c0b2-4539-8ee9-e0b4c33df3b4","Code_274","","NCI Thesaurus","C64431","Albumin Measurement"
"5b35e1b9-7d6c-4773-9ed2-89ec43ef1e93","Code_280","","NCI Thesaurus","C36292","Laboratory Test Result"
"202d93c6-ccce-4b79-ab59-952083eb5041","Code_281","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"8e52aef2-8f4b-433f-97f5-823d3864ac79","Code_282","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"073da0b3-5945-47e1-b291-c1c0d5846720","Code_283","","NCI Thesaurus","C70713","Biospecimen Type"
"35d16958-8bb1-43fa-ab6d-59ed17dc7244","Code_279","","NCI Thesaurus","C64432","Alkaline Phosphatase Measurement"
"b41405b2-1a75-470f-82e4-27178feba1d0","Code_285","","NCI Thesaurus","C36292","Laboratory Test Result"
"cbacad63-624e-4d35-9fdf-70c85f951a60","Code_286","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"7726c69e-43f9-4cb4-b176-1cf3be525374","Code_287","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"5c117d2e-eed1-4f08-8078-79c950964ad6","Code_288","","NCI Thesaurus","C70713","Biospecimen Type"
"faab264d-f8f2-4e46-92ac-66f41c09d46c","Code_284","","NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement"
"4e79395e-654a-42c8-92e3-577f8e673924","Code_290","","NCI Thesaurus","C36292","Laboratory Test Result"
"b520e98c-f1b7-4e15-9d45-83132c9e5510","Code_291","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"67d3e599-2f36-4962-88e5-ecbfa9a8e502","Code_292","","NCI Thesaurus","C48207","Unit of Concentration"
"0440e534-b1ed-43cc-8cf0-c2bc4f207cff","Code_293","","NCI Thesaurus","C70713","Biospecimen Type"
"3b932e1e-4f7c-4468-8573-58c037366311","Code_289","","NCI Thesaurus","C64547","Creatinine Measurement"
"ae53f4bf-5a33-4948-8258-8c42ffcbe338","Code_295","","NCI Thesaurus","C36292","Laboratory Test Result"
"3427db63-1de0-4e7d-896f-eff3b1e726d6","Code_296","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"2f8879b8-9477-4f0b-a957-7401c2c5d783","Code_297","","NCI Thesaurus","C64567","Molarity Unit"
"9cb4e76f-98a5-4fe4-863d-98e709a5b62a","Code_298","","NCI Thesaurus","C70713","Biospecimen Type"
"1c5202f5-f379-47c9-9341-f8e377f64df2","Code_294","","NCI Thesaurus","C64853","Potassium Measurement"
"a7ac9141-c82c-4f4f-a059-4b61d9c05e79","Code_300","","NCI Thesaurus","C36292","Laboratory Test Result"
"39a1deee-88b6-4675-ac2b-7ee4d3b38b0c","Code_301","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"08769d37-6d66-4712-9e7c-0ee4d8b50c18","Code_302","","NCI Thesaurus","C64567","Molarity Unit"
"b7146cab-74ac-4091-8efa-b2d3bd42e5e4","Code_303","","NCI Thesaurus","C70713","Biospecimen Type"
"d19fabfc-13ff-4611-af66-fb3b7dae7dda","Code_299","","NCI Thesaurus","C64809","Sodium Measurement"
"b3823a7c-5e67-438b-9624-e67bf9a54f59","Code_135","","NCI Thesaurus","C78541","Adverse Event Verbatim Description"
"e1b13e3b-d2f5-48a9-bee5-db7f5a8d7d0e","Code_136","","NCI Thesaurus","C83344","Adverse Event Dictionary Derived Term"
"12b7c76f-8bc0-4e4d-aa13-5e88c18e596c","Code_137","","NCI Thesaurus","C83198","Adverse Event Category"
"9fb9d3b1-d444-4931-9292-0a1cf18f31d0","Code_138","","NCI Thesaurus","C83212","Adverse Event Subcategory"
"c88e6863-a6ca-4d66-9eef-0f1fad14a32c","Code_139","","NCI Thesaurus","C87840","Adverse Event Pre-specified"
"a41171c8-a211-4eb5-9353-fe7ed097ed97","Code_140","","NCI Thesaurus","C53253","Severity of Adverse Event"
"bad7aee2-c86a-476a-8120-fbdf8eba6bc2","Code_141","","NCI Thesaurus","C78605","Adverse Event Toxicity Grade"
"ef2e4970-adb2-47b3-ad3a-a67668fdefbe","Code_142","","NCI Thesaurus","C53252","Seriousness of Adverse Event"
"b2f312f9-183c-4aa1-9307-b828435f2122","Code_143","","NCI Thesaurus","C83013","Adverse Event Action Taken with Study Treatment"
"ad1377a0-5e08-4d50-b552-7c5bb638c55f","Code_144","","NCI Thesaurus","C41358","Adverse Event Attribution to Product or Procedure"
"8dff3d46-d5e0-4100-9b45-f64976b60362","Code_145","2023-09-29","http://www.cdisc.org","C71325","Intermittent"
"e82f53ba-6529-4628-8307-99d2281802a8","Code_146","","NCI Thesaurus","C83208","Adverse Event Pattern"
"256ac847-a2b5-47dd-9538-0837289795bc","Code_147","","NCI Thesaurus","C49489","Adverse Event Outcome"
"a36d38fc-e9bb-4507-8bd0-61eb8f96fddc","Code_148","","NCI Thesaurus","C83215","Adverse Event Start Date Time"
"df5eed0f-43d4-4586-9535-b973d6b73301","Code_149","","NCI Thesaurus","C83201","Adverse Event End Date Time"
"2809d9f3-8485-49b0-87f6-b8d38e236d5c","Code_134","","NCI Thesaurus","C41331","Adverse Event"
"267923f3-6550-4573-b475-0d19074c4fa3","Code_151","","NCI Thesaurus","C173522","Vital Signs Result"
"add27711-17e8-4164-9c07-0b33dabe74df","Code_152","2023-09-29","http://www.cdisc.org","C42547","Pascal"
"53312d33-96ef-4bcb-977d-cbbbf9b46b56","Code_153","","NCI Thesaurus","C49669","Unit of Pressure"
"e6f057c9-88c3-4e3f-8823-910cbcff8d6a","Code_154","","NCI Thesaurus","C83088","Vital Signs Location"
"eae1e04b-d9ea-45f2-9d89-4fbccbcdc2b5","Code_155","","NCI Thesaurus","C123975","Vital Signs Laterality"
"5380453f-f99b-4337-9550-7695dc196696","Code_156","","NCI Thesaurus","C82535","Test Method"
"5185bc51-df2d-4ecf-be04-67124ca091e0","Code_157","","NCI Thesaurus","C83114","Vital Signs Position"
"24692b58-cd39-4c79-9256-c3049162ef58","Code_150","","NCI Thesaurus","C25298","Systolic Blood Pressure"
"e576bf0b-1448-41b8-ae23-ccc0781a92cc","Code_159","","NCI Thesaurus","C173522","Vital Signs Result"
"1b70fc56-df40-4f7a-a1a2-f590d74f2b47","Code_160","2023-09-29","http://www.cdisc.org","C42547","Pascal"
"97218925-cd0a-46a6-ac52-3b5e2ee5be0d","Code_161","","NCI Thesaurus","C49669","Unit of Pressure"
"8d10b231-3f0b-4cf7-901d-59496050e3ea","Code_162","","NCI Thesaurus","C83088","Vital Signs Location"
"791b9a38-cdc9-4f14-b752-eb4f3dad214e","Code_163","","NCI Thesaurus","C123975","Vital Signs Laterality"
"732b1e33-9639-4e48-a048-e3593fd74d38","Code_164","","NCI Thesaurus","C82535","Test Method"
"03b6315b-344c-4def-b3f1-745074df64f3","Code_165","","NCI Thesaurus","C83114","Vital Signs Position"
"abecdc40-8034-4a09-b0ea-d4cc2ce08c37","Code_158","","NCI Thesaurus","C25299","Diastolic Blood Pressure"
"a9ead65f-b970-4004-a1c3-6447c0458a44","Code_167","","NCI Thesaurus","C173522","Vital Signs Result"
"0940ff5b-dd0a-49c4-a1fd-c2d8b6295d35","Code_168","2023-09-29","http://www.cdisc.org","C42537","Kelvin"
"925cc2c9-5cc3-4478-a489-c61753237add","Code_169","","NCI Thesaurus","C44276","Unit of Temperature"
"1bca7f29-ba85-495c-9ddf-e01b37f180f5","Code_170","","NCI Thesaurus","C83088","Vital Signs Location"
"b4680f23-72bd-4d69-9a29-1eec12a7da0b","Code_166","","NCI Thesaurus","C174446","Body Temperature"
"cc3736b6-217a-4501-a465-2bb0f29e29b4","Code_172","","NCI Thesaurus","C173522","Vital Signs Result"
"2fdef973-5a1f-4226-852f-50b24d1730ec","Code_173","2023-09-29","http://www.cdisc.org","C28252","Kilogram"
"cce1fe82-6915-4c05-9194-d3ab92d4cdf8","Code_174","2023-09-29","http://www.cdisc.org","C48155","Gram"
"0dfdae1d-c92c-4297-a1ba-efc89a1dcef9","Code_175","2023-09-29","http://www.cdisc.org","C48531","Pound"
"e289d0d8-9c6c-472e-a156-0192b246f13c","Code_176","","NCI Thesaurus","C48208","Unit of Weight"
"1c247b94-5094-4f4a-acc8-3d90352ddf47","Code_171","","NCI Thesaurus","C81328","Body Weight"
"ed119018-c619-49cc-bd44-774767bc59c4","Code_178","","NCI Thesaurus","C173522","Vital Signs Result"
"ef04cb61-cb56-4af5-a1e4-f30411cfc3d8","Code_179","2023-09-29","http://www.cdisc.org","C49668","Centimeter"
"4f55f593-347d-43fb-b8a1-26b36c6460ab","Code_180","2023-09-29","http://www.cdisc.org","C48500","Inch"
"a5b23737-0fdd-4185-aeaf-8d8aa233c80e","Code_181","2023-09-29","http://www.cdisc.org","C28251","Millimeter"
"2e22a975-8049-41d1-9555-5ead293e04d8","Code_182","2023-09-29","http://www.cdisc.org","C41139","Meter"
"cc68aff5-745d-4970-bbd0-0a2c21266962","Code_183","","NCI Thesaurus","C168688","Unit of Height"
"05cdeec3-0182-4a9b-bc78-156fc5da74fd","Code_177","","NCI Thesaurus","C164634","Body Height"
"8f1c3f1a-a7f2-4d01-9ddf-36e7666650f7","Code_185","","NCI Thesaurus","C36292","Laboratory Test Result"
"40db813f-4361-41d4-a106-74b867066125","Code_186","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"ea3cf456-f59f-489c-9fc6-932944717190","Code_187","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"e0738229-e83d-4d37-a33a-58f6274aae54","Code_188","","NCI Thesaurus","C70713","Biospecimen Type"
"83664c98-6bcb-49fc-96c5-c9cf78ca82ff","Code_184","","NCI Thesaurus","C64433","Alanine Aminotransferase Measurement"
"ee467e80-4760-4572-b3ac-ae7ee150c9ee","Code_190","","NCI Thesaurus","C36292","Laboratory Test Result"
"b0e23d80-4fa3-40f8-adc1-b2a880bb5b42","Code_191","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"f3c8b6e4-3da0-4a47-a57d-5a6000b95903","Code_192","","NCI Thesaurus","C48207","Unit of Concentration"
"dadb172d-57be-48f1-81a9-90a80a2587c2","Code_193","","NCI Thesaurus","C70713","Biospecimen Type"
"1d018463-c26c-428f-b84b-85f8db8fb0e1","Code_189","","NCI Thesaurus","C64431","Albumin Measurement"
"ed354281-b07b-4970-b8b9-93b6cd2c74cf","Code_195","","NCI Thesaurus","C36292","Laboratory Test Result"
"0a3d6135-da28-406e-bf08-b57865e54ac4","Code_196","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"ed3a3ac4-5c9e-414b-80d2-9f999c550331","Code_197","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"4741e123-0764-4c47-a406-63efd97c0427","Code_198","","NCI Thesaurus","C70713","Biospecimen Type"
"6b579e75-2606-4bf1-8170-3eee2b0a08c3","Code_194","","NCI Thesaurus","C64432","Alkaline Phosphatase Measurement"
"d022e472-69d1-4dca-a65a-e5c5bca3091f","Code_200","","NCI Thesaurus","C36292","Laboratory Test Result"
"446caba3-f39d-4773-b20d-77824b35b92f","Code_201","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"8de86222-240f-430f-b806-1b80a2f0a983","Code_202","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration"
"aabb6a34-7257-4d2b-8067-b7ee909ffec2","Code_203","","NCI Thesaurus","C70713","Biospecimen Type"
"6b9b5235-74b1-45c3-ab3c-9b0c117e4833","Code_199","","NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement"
"fc728747-e1dd-4e51-8c83-6dfd991e3657","Code_205","","NCI Thesaurus","C36292","Laboratory Test Result"
"b1530c7e-4301-4779-861f-d6f93010326a","Code_206","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"bb0fd7b2-5083-454d-b214-e81db1a27b0e","Code_207","","NCI Thesaurus","C48207","Unit of Concentration"
"915a2905-6f48-45bf-9a34-35ee96de18f9","Code_208","","NCI Thesaurus","C70713","Biospecimen Type"
"4f0e1a95-0a39-44bb-983d-7dc2e2bfe29e","Code_204","","NCI Thesaurus","C64547","Creatinine Measurement"
"4fd72c99-d74a-4990-8655-349902be957e","Code_210","","NCI Thesaurus","C36292","Laboratory Test Result"
"29c3af66-ec9d-487e-a8a5-987e36b0508e","Code_211","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"bd37ed39-6355-4883-a80c-c4681281478d","Code_212","","NCI Thesaurus","C64567","Molarity Unit"
"518e7fc8-cac2-4bed-844d-627435e17abc","Code_213","","NCI Thesaurus","C70713","Biospecimen Type"
"24fc1381-51cd-454c-9cc9-9d17a3df5ce6","Code_209","","NCI Thesaurus","C64853","Potassium Measurement"
"e20372bf-bb63-401a-b7d1-bb53945c1118","Code_215","","NCI Thesaurus","C36292","Laboratory Test Result"
"b1c48122-7671-45be-b5fd-75fda912bc89","Code_216","","NCI Thesaurus","C83309","Laboratory Test Fasting Status"
"87ba065e-4f6f-4b73-b726-7e75c8194ec8","Code_217","","NCI Thesaurus","C64567","Molarity Unit"
"c00649eb-0db4-4e54-a29e-8d8f5adf4495","Code_218","","NCI Thesaurus","C70713","Biospecimen Type"
"23b7cf57-659d-4408-a6aa-1f0faccb2778","Code_214","","NCI Thesaurus","C64809","Sodium Measurement"
"b962827d-06a8-43c2-b75d-55f879ece48a","Code_220","","NCI Thesaurus","C173522","Vital Signs Result"
"90cacbc4-705e-4a28-9e20-9dcac9fd79f6","Code_221","2023-09-29","http://www.cdisc.org","C42547","Pascal"
"3f0e0ea7-d182-4267-b562-e49b7afa9c5b","Code_222","","NCI Thesaurus","C49669","Unit of Pressure"
"fbd86dea-ee9c-4f8f-a8a6-cb240e388ff2","Code_223","","NCI Thesaurus","C83088","Vital Signs Location"
"3046d71f-0936-4158-af96-00966dd03dbb","Code_224","","NCI Thesaurus","C123975","Vital Signs Laterality"
"e8ff3142-e34e-42b1-9d5f-984929a656bc","Code_225","","NCI Thesaurus","C82535","Test Method"
"1b4793f6-3c47-40e9-9645-e60887711ede","Code_226","","NCI Thesaurus","C83114","Vital Signs Position"
"624fbc9f-20c8-4586-84b4-0bfa245aabe0","Code_219","","NCI Thesaurus","C25298","Systolic Blood Pressure"
"f2e6ec04-6769-4136-bef9-906c15793987","Code_228","","NCI Thesaurus","C173522","Vital Signs Result"
"a8ef5594-40c5-400b-9f83-6c4399ee04db","Code_229","2023-09-29","http://www.cdisc.org","C42547","Pascal"
"3d9cfcc4-8b12-4ba6-9c0e-44666691153a","Code_230","","NCI Thesaurus","C49669","Unit of Pressure"
"7ed6324e-8139-41a2-a28e-8cfdfd87cbe8","Code_231","","NCI Thesaurus","C83088","Vital Signs Location"
"c403b151-9ab3-4383-b008-a79444accbf5","Code_232","","NCI Thesaurus","C123975","Vital Signs Laterality"
"9b8b3bf6-6ab8-4cac-805a-ab1eefe5bd1c","Code_233","","NCI Thesaurus","C82535","Test Method"
"bcf6ba1f-d1c4-4870-9405-891d12ceda80","Code_234","","NCI Thesaurus","C83114","Vital Signs Position"
"866540c6-cf94-45f2-8b0e-728b43b4958c","Code_227","","NCI Thesaurus","C25299","Diastolic Blood Pressure"
"ac8a98d7-0c14-43cc-a222-9871561cf267","Code_236","","NCI Thesaurus","C173522","Vital Signs Result"
"0b35aae5-3a59-4c08-a724-c42e822a3ba2","Code_237","2023-09-29","http://www.cdisc.org","C42547","Pascal"
"066e8cb8-fe9a-419e-a862-204cf0d28bed","Code_238","","NCI Thesaurus","C49669","Unit of Pressure"
"71c330fd-0e19-404a-99fd-76e178e59103","Code_239","","NCI Thesaurus","C83088","Vital Signs Location"
"0695c70d-23f1-4b27-8dd9-1f6e7ab55a2c","Code_240","","NCI Thesaurus","C123975","Vital Signs Laterality"
"2ae55ff1-1f00-4cff-8528-b350c35101b8","Code_241","","NCI Thesaurus","C82535","Test Method"
"8d6b0ac2-a74c-41a9-8312-8f4dd5dd46b1","Code_242","","NCI Thesaurus","C83114","Vital Signs Position"
"a0a0e470-5b93-453b-8d5e-56ae9dbe7f54","Code_235","","NCI Thesaurus","C25298","Systolic Blood Pressure"
"5a902b52-b4f9-47ea-b480-79684e806015","Code_244","","NCI Thesaurus","C173522","Vital Signs Result"
"5648fe30-3374-4e11-921b-57b823b31c89","Code_245","2023-09-29","http://www.cdisc.org","C42547","Pascal"
"6fbfea0c-e954-4804-85e7-980b527ba71c","Code_246","","NCI Thesaurus","C49669","Unit of Pressure"
"118516dc-7e1e-4501-8108-75e429c28fde","Code_247","","NCI Thesaurus","C83088","Vital Signs Location"
"e54f284d-32c4-4d12-a3b7-b6ea2cb8ee01","Code_248","","NCI Thesaurus","C123975","Vital Signs Laterality"
"8e59d98c-a79a-4c12-a321-904be67f01b0","Code_249","","NCI Thesaurus","C82535","Test Method"
"8f8111fb-fd99-4334-a4b6-cea9fc46992f","Code_250","","NCI Thesaurus","C83114","Vital Signs Position"
