"codeSystem","code","decode","id","uuid:ID","instanceType","codeSystemVersion"
"http://www.cdisc.org","C25716","Visit","Code_104","5c002137-0dff-4d67-a3e7-f46ae12aabc5","Code","2023-09-29"
"http://www.cdisc.org","C51282","Clinic","Code_105","bb153710-81ff-4a23-96ef-b4f3af6507ad","Code","2023-09-29"
"http://www.cdisc.org","C175574","In Person","Code_106","b7281f7e-7c3a-40e3-9a91-934e5af8963b","Code","2023-09-29"
"http://www.cdisc.org","C171537","Telephone Call","Code_107","2154dffc-700c-4eb8-baf1-5f7fb3e82c76","Code","2023-09-29"
"http://www.cdisc.org","C25716","Visit","Code_108","4e7603cf-9d32-429f-b9a9-fb74d443934e","Code","2023-09-29"
"http://www.cdisc.org","C51282","Clinic","Code_109","a53e05eb-6723-4c01-98fb-9970a70bada3","Code","2023-09-29"
"http://www.cdisc.org","C175574","In Person","Code_110","063b6041-85c0-43a3-b025-693952708ea1","Code","2023-09-29"
"http://www.cdisc.org","C171537","Telephone Call","Code_111","cfdf2fc5-1161-455e-92be-71939a572ce0","Code","2023-09-29"
"http://www.cdisc.org","C25716","Visit","Code_112","ec170f67-195d-4c46-88f7-f3a406e1b230","Code","2023-09-29"
"http://www.cdisc.org","C51282","Clinic","Code_113","e692d72d-f394-48bf-9e6a-1058c22d50ba","Code","2023-09-29"
"http://www.cdisc.org","C175574","In Person","Code_114","abf159b8-cae4-4877-b0bc-ee52d7662085","Code","2023-09-29"
"http://www.cdisc.org","C171537","Telephone Call","Code_115","e0876644-ecd2-4bc7-8d31-0b77268a7b70","Code","2023-09-29"
"http://www.cdisc.org","C25716","Visit","Code_116","cd256265-d357-4601-b7fd-43fcf3d98a80","Code","2023-09-29"
"http://www.cdisc.org","C51282","Clinic","Code_117","92fd3903-0c2a-4dbb-af89-21135fb2da95","Code","2023-09-29"
"http://www.cdisc.org","C175574","In Person","Code_118","186d3cb2-e03c-43a3-a9f5-ec9929ac3f35","Code","2023-09-29"
"http://www.cdisc.org","C25716","Visit","Code_119","591cec11-d762-47e6-8961-441bcfd6a30d","Code","2023-09-29"
"http://www.cdisc.org","C51282","Clinic","Code_120","c15f2763-93cf-4cd0-a123-ec8407720c7f","Code","2023-09-29"
"http://www.cdisc.org","C175574","In Person","Code_121","c63c9832-b08e-4b6e-8158-dd6f0deb7275","Code","2023-09-29"
"SNOMED","383371000119108","CT of head without contrast","Code_79","549be6fe-16ed-45aa-a7cf-445e28b36fed","Code","January 31, 2018"
"SPONSOR","123","Subject Supine","Code_80","d0ccb333-6853-4acc-a102-9bb4a0e1e4ec","Code","12"
"SPONSOR","124","Subject Standing","Code_81","30600988-a6da-4b76-87cf-00f613d19ee8","Code","12"
"NCI Thesaurus","C173522","Vital Signs Result","Code_278","a0a15fbf-556c-4bd2-8160-ebd35d76194a","Code",""
"http://www.cdisc.org","C42537","Kelvin","Code_279","ee24e89e-7c8a-43c1-80cb-7b6a5206038d","Code","2023-09-29"
"NCI Thesaurus","C44276","Unit of Temperature","Code_280","6bb2d0a0-47c5-4b3b-83b7-47f4a110307a","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_281","05dbb122-67cc-4ae0-bf7b-2b6301665a7d","Code",""
"NCI Thesaurus","C174446","Body Temperature","Code_277","c6159e79-295f-4343-a296-d8841d7ce586","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_283","7f0df6fe-ba74-4960-9a36-662df4c34cd2","Code",""
"http://www.cdisc.org","C28252","Kilogram","Code_284","4542b34a-bc9d-45ab-ae3c-3674f00c7bbf","Code","2023-09-29"
"http://www.cdisc.org","C48155","Gram","Code_285","a734574b-9fd8-49c8-992c-9398016b34f2","Code","2023-09-29"
"http://www.cdisc.org","C48531","Pound","Code_286","21c04701-0935-43b9-b6f5-86589e010a72","Code","2023-09-29"
"NCI Thesaurus","C48208","Unit of Weight","Code_287","5947f2cf-286f-4941-a46f-dbcbe7bba825","Code",""
"NCI Thesaurus","C81328","Body Weight","Code_282","69c37847-6d42-44e1-b22d-c683829baf50","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_289","d5e2e032-0440-41bb-8533-ad69fd8ef934","Code",""
"http://www.cdisc.org","C49668","Centimeter","Code_290","664d074f-2a14-46db-8ec5-20b6422d4dbe","Code","2023-09-29"
"http://www.cdisc.org","C48500","Inch","Code_291","e0242660-c156-4a5b-90f6-dc2fe32c0c58","Code","2023-09-29"
"http://www.cdisc.org","C28251","Millimeter","Code_292","f711e2b1-ea6c-4446-bfc5-3352734cd8de","Code","2023-09-29"
"http://www.cdisc.org","C41139","Meter","Code_293","f747bba5-c993-45bf-9cd0-6a58755e74bd","Code","2023-09-29"
"NCI Thesaurus","C168688","Unit of Height","Code_294","ce6b41a8-1c45-40cc-9d9f-61fd18511e2f","Code",""
"NCI Thesaurus","C164634","Body Height","Code_288","753de140-b2ba-4b6c-959d-c0f4590e9e1f","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_296","efbaa228-5e14-4822-af41-92e981df53a6","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_297","9ca7fcc3-1951-4e7b-8d5b-92d44f9c71d7","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_298","2f35d815-9140-4c26-ab82-e7e9c44b978a","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_299","c9601ed6-2cf8-44ba-b62c-61c175a4f5f9","Code",""
"NCI Thesaurus","C64433","Alanine Aminotransferase Measurement","Code_295","bacfd739-2681-4814-9f4d-71b699b81053","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_301","86e10452-d8d5-466b-8608-7bfeaa619601","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_302","862c1858-d259-41b7-81ef-03c28644a66d","Code",""
"NCI Thesaurus","C48207","Unit of Concentration","Code_303","8a7c9f76-de2d-4f1d-80e8-62e000d539bd","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_304","1028df0b-d4ed-497c-ab04-71d3b8a63764","Code",""
"NCI Thesaurus","C64431","Albumin Measurement","Code_300","9813b6c9-59df-4858-87ee-ff78d813f2ee","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_306","62867689-fa14-429b-9be9-f8ed76f4c8dc","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_307","491b27bc-a83d-4495-b58b-dc533a6177d4","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_308","9f107978-977f-4564-9f76-b7dcb01849cd","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_309","a07356e2-3103-4825-ab0e-00b283336034","Code",""
"NCI Thesaurus","C64432","Alkaline Phosphatase Measurement","Code_305","6c4cc8de-5f5f-4c7e-afff-6d72d03d0ac5","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_311","906cc106-afad-4efb-9541-2689a838e13d","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_312","741a8f31-978d-4bd3-8bf4-2e4ab86d497b","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_313","409a8c04-e523-49a7-9275-65a8e5577650","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_314","7540968f-3b85-469a-bdbd-afb687f9a004","Code",""
"NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement","Code_310","b736adaf-9af3-4e2d-ab08-b50377bc9529","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_316","3d90bfbb-84d5-4a71-9ddf-1d8e853c8a6c","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_317","0861cc97-f1da-4fec-a1e7-d38f7e1705c5","Code",""
"NCI Thesaurus","C48207","Unit of Concentration","Code_318","209b6f03-5d14-4db8-b1aa-ed8a03db4b3e","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_319","d99e4b9a-e335-404c-a8af-cddad9513953","Code",""
"NCI Thesaurus","C64547","Creatinine Measurement","Code_315","33169ae2-7a3e-4b87-ae50-4d3cc0b5180f","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_321","9c01a534-6059-4463-86b0-442164baa19e","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_322","4cc6a4be-6eea-4e13-8fbf-3a299fcd2626","Code",""
"NCI Thesaurus","C64567","Molarity Unit","Code_323","9f848b0c-a459-4c3a-9ad1-34a39f9c7cd2","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_324","bb352688-a864-4437-93cd-1766c6abb348","Code",""
"NCI Thesaurus","C64853","Potassium Measurement","Code_320","b67657cf-674d-4e48-b6fb-fb07fff7cdc9","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_326","0d0623d4-4bfc-4f21-bb3a-4141a59543bb","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_327","6e63d6f4-106d-468f-9b14-eb4e9d3643bd","Code",""
"NCI Thesaurus","C64567","Molarity Unit","Code_328","3df3eed4-28dd-4ff3-8925-fd377cec39c0","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_329","31e99a6c-2594-4bdf-81db-dde463697d2a","Code",""
"NCI Thesaurus","C64809","Sodium Measurement","Code_325","b8ce0f43-862a-4a0a-aceb-9fc07db24424","Code",""
"NCI Thesaurus","C78541","Adverse Event Verbatim Description","Code_145","f6cdd185-873a-4128-93de-be009542bd67","Code",""
"NCI Thesaurus","C83344","Adverse Event Dictionary Derived Term","Code_146","52973b0e-7dca-4fa4-93f3-7a2217419be7","Code",""
"NCI Thesaurus","C83198","Adverse Event Category","Code_147","5c75cd28-6889-4543-b313-3d8b0b6a7f92","Code",""
"NCI Thesaurus","C83212","Adverse Event Subcategory","Code_148","ec810e93-5d27-4016-950e-fa1b584a2c81","Code",""
"NCI Thesaurus","C87840","Adverse Event Pre-specified","Code_149","1fc89b75-e106-45e9-afc5-74681f3684dc","Code",""
"NCI Thesaurus","C53253","Severity of Adverse Event","Code_150","8bcdb620-ee44-4aa7-860c-a803952db2c8","Code",""
"NCI Thesaurus","C78605","Adverse Event Toxicity Grade","Code_151","72b91355-a6a8-453b-bf99-49fefb717d8a","Code",""
"NCI Thesaurus","C53252","Seriousness of Adverse Event","Code_152","ae5ebd18-15fd-46f8-89b6-4db01ae388a0","Code",""
"NCI Thesaurus","C83013","Adverse Event Action Taken with Study Treatment","Code_153","61f30770-01d1-4d21-882a-013ee1889ef5","Code",""
"NCI Thesaurus","C41358","Adverse Event Attribution to Product or Procedure","Code_154","906146a2-c49f-4b4b-8cba-c85a28fb983b","Code",""
"http://www.cdisc.org","C71325","Intermittent","Code_155","5fbd611d-0bc0-4ced-a1e7-4833127e827d","Code","2023-09-29"
"NCI Thesaurus","C83208","Adverse Event Pattern","Code_156","f032276c-312b-4a79-9e61-f7fbe567d84a","Code",""
"NCI Thesaurus","C49489","Adverse Event Outcome","Code_157","952e5b03-65f9-4f2a-ae4f-4bc2df73a4f2","Code",""
"NCI Thesaurus","C83215","Adverse Event Start Date Time","Code_158","276a04eb-2090-4658-bc1d-710faf278109","Code",""
"NCI Thesaurus","C83201","Adverse Event End Date Time","Code_159","d97d1d1e-2f54-4b61-9830-a77c26b3ec1f","Code",""
"NCI Thesaurus","C41331","Adverse Event","Code_144","7873da8c-528a-4379-982e-9b1c85f6075a","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_161","2f9634ba-4483-47a5-ae15-a234b814831b","Code",""
"http://www.cdisc.org","C42547","Pascal","Code_162","f3321af7-9e0d-42c2-9628-59323a352d60","Code","2023-09-29"
"NCI Thesaurus","C49669","Unit of Pressure","Code_163","d81ab9b8-4301-464d-bdbc-6fc2bfe576c3","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_164","573206da-5404-4ca5-9812-53e5f3e8cae3","Code",""
"NCI Thesaurus","C123975","Vital Signs Laterality","Code_165","3fcb79dd-ed1e-486c-b162-a3d7fe1810f9","Code",""
"NCI Thesaurus","C82535","Test Method","Code_166","ed2f6fed-8554-4a39-bd55-b31b2a28a895","Code",""
"NCI Thesaurus","C83114","Vital Signs Position","Code_167","1c633f9c-9b47-4887-b167-adeb8b222a46","Code",""
"NCI Thesaurus","C25298","Systolic Blood Pressure","Code_160","79373a13-0dc0-442e-95df-e809e9e7a8c9","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_169","ad646d47-9178-46e2-86d9-eba79d8176e0","Code",""
"http://www.cdisc.org","C42547","Pascal","Code_170","ee5f271e-7794-414d-957b-dbfc5ceeb5bb","Code","2023-09-29"
"NCI Thesaurus","C49669","Unit of Pressure","Code_171","bfbe090c-f435-4195-a524-75ba13f7d7d3","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_172","e0cfd195-b771-4c05-bf73-a3455793b8a7","Code",""
"NCI Thesaurus","C123975","Vital Signs Laterality","Code_173","5d6e6055-a0f7-4cf6-84fd-450df7818e0d","Code",""
"NCI Thesaurus","C82535","Test Method","Code_174","299136ce-6545-451f-827f-7e3afb0b4acd","Code",""
"NCI Thesaurus","C83114","Vital Signs Position","Code_175","cd58de0e-4299-4194-8f75-9040b119eb21","Code",""
"NCI Thesaurus","C25299","Diastolic Blood Pressure","Code_168","eab41fa4-fa41-4a40-b52f-a6b32fc74967","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_177","ef1f1f6f-9f65-4d55-84e5-d1c99761eb61","Code",""
"http://www.cdisc.org","C42537","Kelvin","Code_178","7ef8cd02-60a1-4193-a997-e49ff4f38a82","Code","2023-09-29"
"NCI Thesaurus","C44276","Unit of Temperature","Code_179","09287d40-2167-48c1-856f-b65a6d7cd5fc","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_180","611667dc-c54b-4bce-bc47-174120339b2e","Code",""
"NCI Thesaurus","C174446","Body Temperature","Code_176","d01d3f0a-2be6-438b-80a9-2f3cac84047e","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_182","c9eb12f9-f4e9-42ad-98cb-c3a558358362","Code",""
"http://www.cdisc.org","C28252","Kilogram","Code_183","ef07baea-1b35-4c99-8740-568afed53a08","Code","2023-09-29"
"http://www.cdisc.org","C48155","Gram","Code_184","8eae7bd1-2685-4edd-9148-b9adc19da897","Code","2023-09-29"
"http://www.cdisc.org","C48531","Pound","Code_185","5b62b988-04ec-4025-92ca-1cb56f40eec1","Code","2023-09-29"
"NCI Thesaurus","C48208","Unit of Weight","Code_186","09dae544-72fb-443a-9b14-a0761bccbbbd","Code",""
"NCI Thesaurus","C81328","Body Weight","Code_181","ed132e11-70b7-4dbb-9081-be9998b95b71","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_188","dec05df7-0c5a-44b7-be05-6d85c761e1db","Code",""
"http://www.cdisc.org","C49668","Centimeter","Code_189","53ba0598-1386-4cc2-9e52-202f15cded0f","Code","2023-09-29"
"http://www.cdisc.org","C48500","Inch","Code_190","c2707c6b-13ff-47f3-9496-9b561b6b85fb","Code","2023-09-29"
"http://www.cdisc.org","C28251","Millimeter","Code_191","eff2d1b2-26b9-4e49-94b1-2118bc0cd793","Code","2023-09-29"
"http://www.cdisc.org","C41139","Meter","Code_192","4f42ac91-d4c6-43bd-bc17-be69b6995003","Code","2023-09-29"
"NCI Thesaurus","C168688","Unit of Height","Code_193","4e98481e-6210-458c-8329-8060bb41956f","Code",""
"NCI Thesaurus","C164634","Body Height","Code_187","528ce1f6-02dd-4ce3-b80a-a89e08dc4144","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_195","fcdcfa96-b835-4f8c-8ac4-912230c9f42e","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_196","9f311b6d-f409-4777-be3c-df610a463748","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_197","bdc1d090-20db-411f-bc32-d9ce0b29bf49","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_198","4de099ed-c0e3-42e0-8d91-65e6b93b2e34","Code",""
"NCI Thesaurus","C64433","Alanine Aminotransferase Measurement","Code_194","194ae816-e156-4bfb-b56d-9760ba2de99f","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_200","197f1adb-4151-4e92-98f8-b2a7f499a3d8","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_201","1ce0a6eb-e748-4ed5-8d72-3dd3acc6b707","Code",""
"NCI Thesaurus","C48207","Unit of Concentration","Code_202","0d87fd66-2c02-416f-af7e-78d87fa26db8","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_203","c8ffcbee-7407-4093-946a-b882e0134ecd","Code",""
"NCI Thesaurus","C64431","Albumin Measurement","Code_199","9dc962ca-255b-49e7-a24c-0b9f7ee4f367","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_205","d0aa7092-97b6-479a-bc74-57e49b3ce4c9","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_206","8356cb8a-e07a-4a3a-bb09-c9fc8f589e49","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_207","2ddc919c-a2c1-4472-8d6c-9b1d9c1d30de","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_208","67ce1141-bc0b-49ea-a068-ac91cce24cae","Code",""
"NCI Thesaurus","C64432","Alkaline Phosphatase Measurement","Code_204","16af3a25-3612-41af-aa99-b1c7bbd3c0e8","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_210","f1a54333-84fb-459e-bbd3-03de937774dc","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_211","bc720653-6871-4b1c-a0e4-1c47bc2fe438","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_212","e50cad1c-c417-43ce-969a-e2b952637db5","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_213","ef281867-d2e6-4e0c-a842-fbe0e6d97271","Code",""
"NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement","Code_209","e18f4f0f-89d9-4d79-abe8-d69740c14106","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_215","4da12f5a-0e85-45b7-bf01-07d1c3da0dc7","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_216","775957d2-9fac-44d6-8d83-5e9ebe353075","Code",""
"NCI Thesaurus","C48207","Unit of Concentration","Code_217","36443f73-0067-4987-8dc7-1f7751d95d50","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_218","893a0b86-f898-4b74-821a-bcd468985a95","Code",""
"NCI Thesaurus","C64547","Creatinine Measurement","Code_214","aeb92643-0225-496a-b39d-9a8cf293b644","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_220","61c0c820-61bf-4d03-998f-57e6c56f74aa","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_221","40bdf364-af4f-418c-b8da-c9b9ccb8d146","Code",""
"NCI Thesaurus","C64567","Molarity Unit","Code_222","58f80e77-1a83-4ca2-a233-f89a70d08609","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_223","d73a1131-cd1e-4b4e-945f-d40414d20d9d","Code",""
"NCI Thesaurus","C64853","Potassium Measurement","Code_219","524a65c7-2f5c-4d2a-b55d-58356f587a36","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_225","124d5c7b-0328-4bd7-8e85-7b7f3103d05a","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_226","3f75f954-1ad3-49ef-b382-644448f979e7","Code",""
"NCI Thesaurus","C64567","Molarity Unit","Code_227","e060ac0f-a20e-4ea8-9fbf-6b66b0a7123c","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_228","f366208e-fbb1-4280-a5a2-add69618d75f","Code",""
"NCI Thesaurus","C64809","Sodium Measurement","Code_224","4b052894-ddf9-4709-ba0e-c39974aaa2d4","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_230","4f31a95a-2776-4608-bc12-54da898b71bd","Code",""
"http://www.cdisc.org","C42547","Pascal","Code_231","649f6ece-ed8b-4c3f-bf0e-e0c383728ecb","Code","2023-09-29"
"NCI Thesaurus","C49669","Unit of Pressure","Code_232","d3d4dfab-34be-41af-8981-5a28c38d46e6","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_233","a718fa15-f5ea-4657-b63a-878fdb5d2e5c","Code",""
"NCI Thesaurus","C123975","Vital Signs Laterality","Code_234","e1f6279a-99ed-4690-8246-20655ce29e3a","Code",""
"NCI Thesaurus","C82535","Test Method","Code_235","4d23b102-a5a0-47cc-b5f7-f50fbdd671cf","Code",""
"NCI Thesaurus","C83114","Vital Signs Position","Code_236","7a4f5ce7-fec1-4ece-969f-82c1e44a0362","Code",""
"NCI Thesaurus","C25298","Systolic Blood Pressure","Code_229","0372771b-ea40-4b34-9a0b-efa8cba3b7fd","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_238","d5dc2609-2a4a-49df-86c5-9410ee813dbc","Code",""
"http://www.cdisc.org","C42547","Pascal","Code_239","e1f0210b-ba46-4bae-afdc-68091858a8dd","Code","2023-09-29"
"NCI Thesaurus","C49669","Unit of Pressure","Code_240","30ac29a7-970e-4cf0-a9f9-4dcf73e8a250","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_241","1e81503c-abd1-4a4b-9f15-329d48b4f0ab","Code",""
"NCI Thesaurus","C123975","Vital Signs Laterality","Code_242","42c030b7-3213-4702-ab75-a38a9a9da934","Code",""
"NCI Thesaurus","C82535","Test Method","Code_243","06c8f0ef-6d49-49cd-a346-9194621907a1","Code",""
"NCI Thesaurus","C83114","Vital Signs Position","Code_244","bac73bde-8c56-479f-8890-1f096484f322","Code",""
"NCI Thesaurus","C25299","Diastolic Blood Pressure","Code_237","52f64bff-3869-4e49-9056-c5ad815306c1","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_246","2d634ebc-2ced-42d4-9903-43938f283c1e","Code",""
