"datatype","isRequired","isEnabled","id","uuid:ID","name","instanceType","label"
"string","True","True","BiomedicalConceptProperty_2","0e1957fb-a732-446a-a9c0-a2e32ea3fc4f","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty","Adverse Event Dictionary Derived Term"
"string","True","True","BiomedicalConceptProperty_3","e9d64c36-a2a2-48f8-8c70-3d208cfe3dac","Adverse Event Category","BiomedicalConceptProperty","Adverse Event Category"
"string","True","True","BiomedicalConceptProperty_4","6db8e5a6-3274-41fb-ba7d-2a2bb0eeac2f","Adverse Event Subcategory","BiomedicalConceptProperty","Adverse Event Subcategory"
"boolean","True","True","BiomedicalConceptProperty_5","8bec6172-7bb5-4567-9458-1ee3bd47b918","Adverse Event Pre-specified","BiomedicalConceptProperty","Adverse Event Pre-specified"
"string","True","True","BiomedicalConceptProperty_6","0afec8c2-10e0-493c-9d8a-85c8991a905c","Severity of Adverse Event","BiomedicalConceptProperty","Severity of Adverse Event"
"string","True","True","BiomedicalConceptProperty_7","3cd7dc8c-a0cb-4962-8278-e5bbc0366e33","Adverse Event Toxicity Grade","BiomedicalConceptProperty","Adverse Event Toxicity Grade"
"boolean","True","True","BiomedicalConceptProperty_8","feada3fa-d31f-49e4-a7e7-fc2ffc3eb2ff","Seriousness of Adverse Event","BiomedicalConceptProperty","Seriousness of Adverse Event"
"string","True","True","BiomedicalConceptProperty_9","2e0ee089-2c3f-45cc-849c-d18821351b06","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty","Adverse Event Action Taken with Study Treatment"
"string","True","True","BiomedicalConceptProperty_10","d637b72f-0cc3-425c-8483-40d8854b1f48","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty","Adverse Event Attribution to Product or Procedure"
"string","True","True","BiomedicalConceptProperty_11","cd904ae0-9132-4cc7-b573-4ae4d080bc79","Adverse Event Pattern","BiomedicalConceptProperty","Adverse Event Pattern"
"string","True","True","BiomedicalConceptProperty_12","a0f49131-b129-4371-9fad-94c322ae7c0b","Adverse Event Outcome","BiomedicalConceptProperty","Adverse Event Outcome"
"datetime","True","True","BiomedicalConceptProperty_13","cc7110c0-e50b-40db-915e-c84213e77800","Adverse Event Start Date Time","BiomedicalConceptProperty","Adverse Event Start Date Time"
"datetime","True","True","BiomedicalConceptProperty_14","a1e75717-08c7-4b48-b844-4e1de0134104","Adverse Event End Date Time","BiomedicalConceptProperty","Adverse Event End Date Time"
"decimal","True","True","BiomedicalConceptProperty_15","3e8695a6-f784-4c98-91fe-18daab425cf4","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_16","69dd7cab-d6a9-432f-926b-6ba4a5ec95c3","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_17","caa44858-050e-4f89-8049-6f26d4e2d434","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_18","f4b1fe79-9d37-448f-b92e-0fee3c768ad1","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_19","a7fa4832-194c-44ac-a85f-a8996d096d79","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_20","1930550b-0fa6-40c2-9d16-06f71d333c94","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_21","ddc6e676-f7fb-4c02-a187-081bfb98bda7","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_22","06bec561-499b-4feb-b88a-8a09ef748414","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_23","58f13518-450b-433d-8648-d5a215edc631","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_24","483bb2cb-eacf-4060-bf31-29f3b7e23562","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_25","dce83ec6-59a1-40c3-a8fd-11cbfc0a3525","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_26","c16732f9-ec40-45b0-8e67-8554fdb20b5a","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_27","fb3669e0-14b0-48ba-a6b0-014f1c4efedc","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_28","e88367db-6a12-43aa-8eaf-68388544368e","Unit of Temperature","BiomedicalConceptProperty","Unit of Temperature"
"string","True","True","BiomedicalConceptProperty_29","5fbdb354-e56f-4ed5-9752-43a669025938","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"decimal","True","True","BiomedicalConceptProperty_30","0214a990-2678-4e97-a8f7-3101f8cbffa8","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_31","4e672b0f-870c-49bf-a99d-34dcff908092","Unit of Weight","BiomedicalConceptProperty","Unit of Weight"
"decimal","True","True","BiomedicalConceptProperty_32","675ec004-9da9-47ad-b3e3-0fb9ad39b54b","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_33","748b7b11-383c-4df8-9929-96ef4128ebc4","Unit of Height","BiomedicalConceptProperty","Unit of Height"
"decimal","True","True","BiomedicalConceptProperty_34","aa9ed663-21e1-4482-bb22-4545e1ddc24a","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_35","990cf252-decf-4b65-a2f8-ea45e2ea5152","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_36","6a560aab-a243-46ae-a578-abfd18c2852a","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"string","True","True","BiomedicalConceptProperty_37","b78e1c82-6b8f-4d96-b43b-cbaef140f252","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"string","True","True","BiomedicalConceptProperty_38","5d553e54-324c-4a11-ad88-718b499b5067","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_39","c7887fb6-2547-4f72-9104-8fa4a18917f3","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_40","753ee958-bf65-4315-97ba-9dd6037098ea","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration"
"string","True","True","BiomedicalConceptProperty_41","137d934a-59f6-4c33-9e9f-4a0bb0357153","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_42","b8730b6c-7f9c-4065-bee8-de7c065d0f63","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_43","db858bfc-0720-4a1c-a9ca-1b1a832cf6a5","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_44","f0f4a639-b340-409e-8adb-4085bde1de27","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"string","True","True","BiomedicalConceptProperty_45","6cfb4ab4-3925-4403-b737-3f88564afe6b","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_46","fd9be98b-e754-4046-81d4-ebe644b3a5de","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_47","c90dcc76-1567-4e16-ac16-2fb3ecb878bb","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_48","8d1f3ee7-48c3-4826-8000-d2510ca5931b","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"string","True","True","BiomedicalConceptProperty_49","dda887d0-cce2-4154-873b-3565e16e9a82","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"string","True","True","BiomedicalConceptProperty_50","20884ba9-4395-4af5-a4e1-2ca141267825","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_51","f2ca4d77-8361-4770-b71e-6c0fc1443d74","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_52","5c03f23a-54de-4036-a54b-e2518821599c","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration"
"string","True","True","BiomedicalConceptProperty_53","e3f06dc6-d960-4bba-85fd-7f99905890d2","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_54","490c76ca-762e-4943-b551-8dc09984e3ad","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_55","2f77d32b-0e72-4bee-8a85-e1f524988492","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_56","067ae696-d5a2-423b-96f6-61fac136d0ef","Molarity Unit","BiomedicalConceptProperty","Molarity Unit"
"string","True","True","BiomedicalConceptProperty_57","46deb86d-7bfa-468f-bc1a-95a5049b3f5a","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_58","7b381bb6-a892-49b7-8df5-e366cde48c58","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_59","951fd6e6-8468-4003-b891-a28f42c3bf87","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_60","30b245f4-bcea-409a-a53d-e5bdfba5c870","Molarity Unit","BiomedicalConceptProperty","Molarity Unit"
"string","True","True","BiomedicalConceptProperty_61","cff8d1aa-da3c-447b-bcc1-220d14f1341c","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_62","0cc95775-5a35-4c5d-8c65-42424d0b8e55","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_63","bfca7d93-a1fd-4cd7-96cf-5cd44731479e","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_64","294b0c1e-c76a-4c70-875f-f8faf1a6a615","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_65","4a83cbf7-8424-45f7-b9d2-15a7c1c795df","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_66","7d64f6ba-58ae-4b05-8894-f1307daf301b","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_67","ac3b7bf4-6c52-4b99-96ff-fecb732e7f84","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_68","ffbc5da3-6d3c-4dd2-930a-4f0eb38338ab","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_69","a4892d23-b3aa-4add-9dd8-4739671ee2b7","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_70","d1c0834e-a1fb-429a-962a-dad582c6e720","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_71","86f83b24-4c89-47d3-be06-18ccdeb41154","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_72","4571a517-6b33-49ec-978f-434fdcbf2c52","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_73","1dbf8bad-0113-4a23-ab57-07289821aaf4","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"integer","True","True","BiomedicalConceptProperty_74","3bbc5553-f246-4e5d-9fae-f2c3a9b1d37a","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_75","d30ff103-6494-4a7e-982c-95c0799fd43b","Count per Minute","BiomedicalConceptProperty","Count per Minute"
"string","True","True","BiomedicalConceptProperty_76","86411590-3f22-45c3-87f5-317c5d5ac59c","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_77","de80267b-f922-4686-b38e-3374b0fbc253","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_78","0c59e278-2940-4cf6-a05a-dd8d60470b80","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_79","147f1544-5d6f-4865-a1d0-2b882f617339","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_80","5ae262d7-8584-4887-b398-1f5c440fd16f","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_81","4f4d0324-a10f-4496-adc5-cafa1fc354f4","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_82","70934a6f-6eb1-473d-a068-38b06f97ccc2","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_83","17b8b98e-63e4-4700-846f-21afc30146c8","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_84","d83584d0-4f14-4db7-9fb0-efaca69d97b5","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_85","058312e4-7cdb-478b-94ba-b51773b35b02","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_86","e260e875-9130-4c41-996d-9cf7766a3201","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_87","bf19ca41-45f4-4b01-8e16-0bed1c3e24f3","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_88","e4755382-6f03-49f2-a611-d80ae4e82129","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_89","1c177f45-bd24-4349-9678-06ded9aff484","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_90","966da753-9e78-40d9-954f-8ab2018fca06","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_91","558b83f4-56c2-4abf-af33-e992a35668e9","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"integer","True","True","BiomedicalConceptProperty_92","79a3e199-12d0-46de-9b19-bfc5de6351c3","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_93","36ec62d3-d952-412f-a40f-66a99a8f867f","Count per Minute","BiomedicalConceptProperty","Count per Minute"
"string","True","True","BiomedicalConceptProperty_94","d4d59783-933f-471a-b702-85c186d6d9e1","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_95","6181cbdb-2c46-450d-8d15-ddccf2f51cbc","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_96","12373871-2f59-4a2e-8cae-68481f2629dd","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_97","b474935b-6944-422f-87b3-f7e4733b9d52","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
