"id","isEnabled","uuid:ID","isRequired","label","datatype","name","instanceType"
"BiomedicalConceptProperty_128","True","dca9f7dc-4c54-463f-8a92-4c345c1e1eeb","True","Biospecimen Type","string","Biospecimen Type","BiomedicalConceptProperty"
"BiomedicalConceptProperty_129","True","ce90c559-e3a7-4019-ad88-d6efb77b83ac","True","Laboratory Test Result","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_130","True","759403df-facb-429b-bf20-2f88ac9b9428","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"BiomedicalConceptProperty_131","True","cab99031-efa4-464f-b22d-b19dc0eca770","True","Molarity Unit","string","Molarity Unit","BiomedicalConceptProperty"
"BiomedicalConceptProperty_132","True","bfd09153-5126-46dc-a847-06c49725e8b8","True","Biospecimen Type","string","Biospecimen Type","BiomedicalConceptProperty"
"BiomedicalConceptProperty_1","True","ca513cb4-7ddb-4e28-9e52-5fd671b04208","True","Adverse Event Verbatim Description","string","Adverse Event Verbatim Description","BiomedicalConceptProperty"
"BiomedicalConceptProperty_2","True","2d2ee905-e1e2-4601-a73b-e55fe9028700","True","Adverse Event Dictionary Derived Term","string","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty"
"BiomedicalConceptProperty_3","True","ffd09c04-641f-4be2-9ffc-3a29ca553c9c","True","Adverse Event Category","string","Adverse Event Category","BiomedicalConceptProperty"
"BiomedicalConceptProperty_4","True","495648e3-c704-497f-9f89-33703d076477","True","Adverse Event Subcategory","string","Adverse Event Subcategory","BiomedicalConceptProperty"
"BiomedicalConceptProperty_5","True","91177f36-fa09-49ae-8181-5f89632f5395","True","Adverse Event Pre-specified","boolean","Adverse Event Pre-specified","BiomedicalConceptProperty"
"BiomedicalConceptProperty_6","True","78d19874-2288-40c9-9c5a-76a5d115adb3","True","Severity of Adverse Event","string","Severity of Adverse Event","BiomedicalConceptProperty"
"BiomedicalConceptProperty_7","True","67aff1dd-2f48-42b9-8492-3e735088ea18","True","Adverse Event Toxicity Grade","string","Adverse Event Toxicity Grade","BiomedicalConceptProperty"
"BiomedicalConceptProperty_8","True","8286043f-011e-4493-80d9-6a3aceb1cfa4","True","Seriousness of Adverse Event","boolean","Seriousness of Adverse Event","BiomedicalConceptProperty"
"BiomedicalConceptProperty_9","True","866408e4-3ed4-4426-a58c-fe3a5fcbb9a8","True","Adverse Event Action Taken with Study Treatment","string","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty"
"BiomedicalConceptProperty_10","True","7c61f642-c1cc-46dd-81e1-b85906ffe5c2","True","Adverse Event Attribution to Product or Procedure","string","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty"
"BiomedicalConceptProperty_11","True","54753e18-0a1a-41e6-8003-724a94f26133","True","Adverse Event Pattern","string","Adverse Event Pattern","BiomedicalConceptProperty"
"BiomedicalConceptProperty_12","True","b0fe0099-b081-4137-a646-d20311b3c4b6","True","Adverse Event Outcome","string","Adverse Event Outcome","BiomedicalConceptProperty"
"BiomedicalConceptProperty_13","True","7d09b7e8-6f49-46af-8d96-0f0f6ab87fee","True","Adverse Event Start Date Time","datetime","Adverse Event Start Date Time","BiomedicalConceptProperty"
"BiomedicalConceptProperty_14","True","28022fc0-2108-4e40-9db7-d0e9f43c5bc7","True","Adverse Event End Date Time","datetime","Adverse Event End Date Time","BiomedicalConceptProperty"
"BiomedicalConceptProperty_15","True","c3687c15-29f2-47dc-8b76-465aa5eb02f0","True","Vital Signs Result","decimal","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_16","True","ac57d901-a182-41c6-81ef-830f42bb3147","True","Unit of Pressure","string","Unit of Pressure","BiomedicalConceptProperty"
"BiomedicalConceptProperty_17","True","38752402-f9e2-4a04-8d12-6984239a1e55","True","Vital Signs Location","string","Vital Signs Location","BiomedicalConceptProperty"
"BiomedicalConceptProperty_18","True","a3023474-43ca-4101-904a-fb0d235d357b","True","Vital Signs Laterality","string","Vital Signs Laterality","BiomedicalConceptProperty"
"BiomedicalConceptProperty_19","True","c01f3b05-e70b-47e9-bc18-8af073d3f3aa","True","Test Method","string","Test Method","BiomedicalConceptProperty"
"BiomedicalConceptProperty_20","True","e8b11fbd-3e94-4b87-83a6-36812d30dd46","True","Vital Signs Position","string","Vital Signs Position","BiomedicalConceptProperty"
"BiomedicalConceptProperty_21","True","2e20c0dd-0ce5-4669-9e06-71201b69b962","True","Vital Signs Result","decimal","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_22","True","f1e9337e-09c1-4d86-83eb-2d0a111f6187","True","Unit of Pressure","string","Unit of Pressure","BiomedicalConceptProperty"
"BiomedicalConceptProperty_23","True","d4e246b5-7581-4805-94a9-2845bfd72f1a","True","Vital Signs Location","string","Vital Signs Location","BiomedicalConceptProperty"
"BiomedicalConceptProperty_24","True","f2de998c-e6f0-4208-a995-a47a8d1c7488","True","Vital Signs Laterality","string","Vital Signs Laterality","BiomedicalConceptProperty"
"BiomedicalConceptProperty_25","True","aa39b214-ca6a-45e4-a18e-4ea73eb4a096","True","Test Method","string","Test Method","BiomedicalConceptProperty"
"BiomedicalConceptProperty_26","True","1d253005-d717-4612-9923-435475754e1f","True","Vital Signs Position","string","Vital Signs Position","BiomedicalConceptProperty"
"BiomedicalConceptProperty_27","True","be45506f-ace1-4350-bd3d-7a919428ab23","True","Vital Signs Result","decimal","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_28","True","015cdcc7-cbd8-4055-87df-96051404cb3d","True","Unit of Temperature","string","Unit of Temperature","BiomedicalConceptProperty"
"BiomedicalConceptProperty_29","True","50afc2d2-7360-4586-83c7-8612e6df741a","True","Vital Signs Location","string","Vital Signs Location","BiomedicalConceptProperty"
"BiomedicalConceptProperty_30","True","01225041-1665-4ff9-af99-4ba763b20a51","True","Vital Signs Result","decimal","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_31","True","8149316b-016c-49aa-bdc3-fa1a946bb06a","True","Unit of Weight","string","Unit of Weight","BiomedicalConceptProperty"
"BiomedicalConceptProperty_32","True","236ec899-a97a-455f-a5f5-88ca1fac2523","True","Vital Signs Result","decimal","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_33","True","9ffaa2b4-74e9-4b4c-af69-288c77415d81","True","Unit of Height","string","Unit of Height","BiomedicalConceptProperty"
"BiomedicalConceptProperty_34","True","0ceada9b-d13e-4966-90f8-acf8d9e6e4db","True","Laboratory Test Result","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_35","True","614e81f0-59e1-4504-8869-f886de111cd4","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"BiomedicalConceptProperty_36","True","5e88f060-fd22-4c4a-89c9-32cc1275f2c4","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"BiomedicalConceptProperty_37","True","5f4f48b7-dcc7-4e5e-84f4-af69cce7ae23","True","Biospecimen Type","string","Biospecimen Type","BiomedicalConceptProperty"
"BiomedicalConceptProperty_38","True","c31ee860-0f60-46c7-bee6-ee261649f79f","True","Laboratory Test Result","string","Laboratory Test Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_39","True","e71e3c1e-269a-40f8-a154-2da0481f1783","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"BiomedicalConceptProperty_40","True","e4c34f22-0674-4254-bbc8-d80b0099c58c","True","Unit of Concentration","string","Unit of Concentration","BiomedicalConceptProperty"
"BiomedicalConceptProperty_41","True","c99e3de2-07ad-48fd-8038-aba9be4eac36","True","Biospecimen Type","string","Biospecimen Type","BiomedicalConceptProperty"
"BiomedicalConceptProperty_42","True","77c27c5c-65fa-4803-88c5-4c0b80875408","True","Laboratory Test Result","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_43","True","5d2d2774-db36-41b1-9b73-5dc8627e7259","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"BiomedicalConceptProperty_44","True","372c4c52-7c27-4d85-9982-8c0585234fe9","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"BiomedicalConceptProperty_45","True","0431b94d-a114-4c47-9cb8-dc1d8bacc654","True","Biospecimen Type","string","Biospecimen Type","BiomedicalConceptProperty"
"BiomedicalConceptProperty_46","True","8ca61ac2-2d1f-484d-beec-d5f7dba46aec","True","Laboratory Test Result","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_47","True","157eaa9d-2eb2-4c2a-9a59-4904b1bcd1b0","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"BiomedicalConceptProperty_48","True","7c754e48-e60f-48ee-a478-6cbe2ad0b3db","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"BiomedicalConceptProperty_49","True","a3025341-7114-4b52-8802-356b1ceb076c","True","Biospecimen Type","string","Biospecimen Type","BiomedicalConceptProperty"
"BiomedicalConceptProperty_50","True","4db2aa35-f71d-448a-95fd-67fcf9229f88","True","Laboratory Test Result","string","Laboratory Test Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_51","True","7242d493-8d90-403d-a14f-5b4839ee3ea0","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"BiomedicalConceptProperty_52","True","de98d491-6078-4425-b049-d96fb6d134c3","True","Unit of Concentration","string","Unit of Concentration","BiomedicalConceptProperty"
"BiomedicalConceptProperty_53","True","9681827e-f539-476e-87b3-fecdbcd77677","True","Biospecimen Type","string","Biospecimen Type","BiomedicalConceptProperty"
"BiomedicalConceptProperty_54","True","9adc9242-10e2-48e2-bc5b-05804d7b6894","True","Laboratory Test Result","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_55","True","abd6d8a1-ac79-4ca4-9a05-233b4f5329c5","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"BiomedicalConceptProperty_56","True","3c2396c8-680f-47d3-8979-daf276a2eed3","True","Molarity Unit","string","Molarity Unit","BiomedicalConceptProperty"
"BiomedicalConceptProperty_57","True","b71f61d5-d67a-48fb-a2fa-08152b64f78f","True","Biospecimen Type","string","Biospecimen Type","BiomedicalConceptProperty"
"BiomedicalConceptProperty_58","True","bfeeb6ee-925f-4115-a39f-ede55c5eb278","True","Laboratory Test Result","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_59","True","a4341ed2-bbee-4716-af45-2df4aa8c7da6","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"BiomedicalConceptProperty_60","True","560cc81d-4e53-42f8-ba96-4c5d7dddd326","True","Molarity Unit","string","Molarity Unit","BiomedicalConceptProperty"
"BiomedicalConceptProperty_61","True","19b8a9ee-e3f9-416a-8047-76afcf2c7013","True","Biospecimen Type","string","Biospecimen Type","BiomedicalConceptProperty"
"BiomedicalConceptProperty_62","True","24046735-f654-4f8a-a6d2-351d7d6cd368","True","Vital Signs Result","decimal","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_63","True","1d54fec2-b72d-44e3-9f7e-ee2796aa51bb","True","Unit of Pressure","string","Unit of Pressure","BiomedicalConceptProperty"
"BiomedicalConceptProperty_64","True","7a5e3610-3ccf-4490-bbd4-1c99d8a2677f","True","Vital Signs Location","string","Vital Signs Location","BiomedicalConceptProperty"
"BiomedicalConceptProperty_65","True","de172874-aebc-41f9-ad2c-007eacd88078","True","Vital Signs Laterality","string","Vital Signs Laterality","BiomedicalConceptProperty"
"BiomedicalConceptProperty_66","True","19d3102c-e6f1-4cf3-92ff-966a6f3fe6b4","True","Test Method","string","Test Method","BiomedicalConceptProperty"
"BiomedicalConceptProperty_67","True","cf165646-f05b-47c0-99a6-8f3aebdda1c3","True","Vital Signs Position","string","Vital Signs Position","BiomedicalConceptProperty"
"BiomedicalConceptProperty_68","True","b36ef37c-8835-47ff-9abb-24376e42c4dc","True","Vital Signs Result","decimal","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_69","True","bea9518a-9b7c-43ff-83cb-bdc49608810d","True","Unit of Pressure","string","Unit of Pressure","BiomedicalConceptProperty"
"BiomedicalConceptProperty_70","True","524a9c08-2e05-4817-8021-a6cad2bcca4f","True","Vital Signs Location","string","Vital Signs Location","BiomedicalConceptProperty"
"BiomedicalConceptProperty_71","True","d5a90da2-c52d-4aa1-9282-b645d5c36814","True","Vital Signs Laterality","string","Vital Signs Laterality","BiomedicalConceptProperty"
"BiomedicalConceptProperty_72","True","5c040d4f-055f-47e3-b4f0-fdc5a1bb82e6","True","Test Method","string","Test Method","BiomedicalConceptProperty"
"BiomedicalConceptProperty_73","True","44ae2d1f-0cc3-4ea1-b23b-594d27189eeb","True","Vital Signs Position","string","Vital Signs Position","BiomedicalConceptProperty"
"BiomedicalConceptProperty_74","True","c6723475-e0f0-43ce-a525-924f5903782c","True","Vital Signs Result","integer","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_75","True","9b789ea4-05ff-4e22-814a-3b81c8e1fc3b","True","Count per Minute","string","Count per Minute","BiomedicalConceptProperty"
"BiomedicalConceptProperty_76","True","d68578be-b194-4bef-92ca-ebc00e7e911b","True","Vital Signs Location","string","Vital Signs Location","BiomedicalConceptProperty"
"BiomedicalConceptProperty_77","True","33d24239-2fb0-4093-bcbc-843baa6fedc7","True","Vital Signs Laterality","string","Vital Signs Laterality","BiomedicalConceptProperty"
"BiomedicalConceptProperty_78","True","6b7019df-e1ee-44ba-aa82-8b773ea4f71f","True","Test Method","string","Test Method","BiomedicalConceptProperty"
"BiomedicalConceptProperty_79","True","4a3848ac-a0fa-475a-b15c-6ef6e72e5eb1","True","Vital Signs Position","string","Vital Signs Position","BiomedicalConceptProperty"
"BiomedicalConceptProperty_80","True","4ac5156f-2c16-4201-88a4-c5398eef97bd","True","Vital Signs Result","decimal","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_81","True","6f53f21c-2a73-4a38-b043-c689a063cf18","True","Unit of Pressure","string","Unit of Pressure","BiomedicalConceptProperty"
"BiomedicalConceptProperty_82","True","0b7f6c95-c9e2-4822-b0ef-2ee1bbe00f5c","True","Vital Signs Location","string","Vital Signs Location","BiomedicalConceptProperty"
"BiomedicalConceptProperty_83","True","5750b189-e80d-4ec5-b675-1337605954bf","True","Vital Signs Laterality","string","Vital Signs Laterality","BiomedicalConceptProperty"
"BiomedicalConceptProperty_84","True","fbb1aead-b05f-45d6-83af-003721464962","True","Test Method","string","Test Method","BiomedicalConceptProperty"
"BiomedicalConceptProperty_85","True","257dfbc7-11c8-4576-9276-b6427f5c9df3","True","Vital Signs Position","string","Vital Signs Position","BiomedicalConceptProperty"
"BiomedicalConceptProperty_86","True","db9e0703-6db6-4938-96c3-4e6b57e36b32","True","Vital Signs Result","decimal","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_87","True","a2b35cce-2847-4839-90ca-6f3666d37f7a","True","Unit of Pressure","string","Unit of Pressure","BiomedicalConceptProperty"
"BiomedicalConceptProperty_88","True","ae4d0598-2d00-4b3a-baf0-bf8de4352dda","True","Vital Signs Location","string","Vital Signs Location","BiomedicalConceptProperty"
"BiomedicalConceptProperty_89","True","d24e8f2f-f2b5-48ca-a379-207ceafe3ddc","True","Vital Signs Laterality","string","Vital Signs Laterality","BiomedicalConceptProperty"
"BiomedicalConceptProperty_90","True","c6c9a377-14bd-4c38-b9ff-0a9a38e1553a","True","Test Method","string","Test Method","BiomedicalConceptProperty"
"BiomedicalConceptProperty_91","True","f735d1c1-4d3f-4e11-b560-c247ef5ced17","True","Vital Signs Position","string","Vital Signs Position","BiomedicalConceptProperty"
"BiomedicalConceptProperty_92","True","4e93923b-695f-4ee0-841d-49e46d69f44a","True","Vital Signs Result","integer","Vital Signs Result","BiomedicalConceptProperty"
"BiomedicalConceptProperty_93","True","a98714ea-9653-4121-a45d-021aa41d20f6","True","Count per Minute","string","Count per Minute","BiomedicalConceptProperty"
"BiomedicalConceptProperty_94","True","166ae580-5892-47f1-b324-984eeedcd21f","True","Vital Signs Location","string","Vital Signs Location","BiomedicalConceptProperty"
"BiomedicalConceptProperty_95","True","38ae7dc0-5b61-4b28-9244-07e9f3d03615","True","Vital Signs Laterality","string","Vital Signs Laterality","BiomedicalConceptProperty"
"BiomedicalConceptProperty_96","True","1fa65644-9584-4e1e-8013-518e49dab8ff","True","Test Method","string","Test Method","BiomedicalConceptProperty"
"BiomedicalConceptProperty_97","True","82477f7c-4c3a-4d59-b704-c9e9f9fbaeaf","True","Vital Signs Position","string","Vital Signs Position","BiomedicalConceptProperty"
