"code","decode","uuid:ID","instanceType","codeSystem","codeSystemVersion","id"
"C175574","In Person","826f3d2b-1f55-4470-88cc-ab9cac72673b","Code","http://www.cdisc.org","2023-12-15","Code_111"
"C171537","Telephone Call","8a9b2ad2-c46d-4a28-83de-0fae354e2b89","Code","http://www.cdisc.org","2023-12-15","Code_112"
"C25716","Visit","4ffa4db2-c20b-419a-b57a-1c5546ef4e57","Code","http://www.cdisc.org","2023-12-15","Code_113"
"C51282","Clinic","2a3d235a-5e1a-4ec6-ad63-835edc2977ab","Code","http://www.cdisc.org","2023-12-15","Code_114"
"C175574","In Person","3fc770b7-a9f2-4502-a24a-8a0ba7553fe2","Code","http://www.cdisc.org","2023-12-15","Code_115"
"C171537","Telephone Call","546e4419-ca70-4ecc-9f75-90ef65673be2","Code","http://www.cdisc.org","2023-12-15","Code_116"
"C25716","Visit","bd6f2c29-27b5-483b-84d1-aeb52ea1409c","Code","http://www.cdisc.org","2023-12-15","Code_117"
"C51282","Clinic","01ee6c20-d3d8-4bcb-a4db-cf9ad4b30bb0","Code","http://www.cdisc.org","2023-12-15","Code_118"
"C175574","In Person","f58c9351-8c28-41d5-b58b-c6694073b31c","Code","http://www.cdisc.org","2023-12-15","Code_119"
"C25716","Visit","51493eaf-6377-4fed-8062-23564dce5464","Code","http://www.cdisc.org","2023-12-15","Code_120"
"C51282","Clinic","7446ebe9-e62d-4487-8d3c-1e254f7dfb89","Code","http://www.cdisc.org","2023-12-15","Code_121"
"C175574","In Person","89b5468b-ad82-4019-8b2a-b834ebb586fe","Code","http://www.cdisc.org","2023-12-15","Code_122"
"383371000119108","CT of head without contrast","55926238-325e-4a8d-bf11-daf9a5a1a4c1","Code","SNOMED","January 31, 2018","Code_80"
"123","Subject Supine","eaaa46e3-67d6-4c91-8dde-7b21a331bccc","Code","SPONSOR","12","Code_81"
"124","Subject Standing","e27461d0-4c7e-42e3-8867-30fd99241a0c","Code","SPONSOR","12","Code_82"
"C82977","Dictionary-derived Term","5612c605-3249-48cc-b84d-ff9250cab046","Code","http://www.cdisc.org","2023-12-15","Code_429"
"C82571","Reported Event Term","387b1acd-7c63-4715-9d85-ba7c7dfa9065","Code","http://www.cdisc.org","2023-12-15","Code_430"
"C82517","Observation Start Date Time","cf71356c-6d92-4d82-b2a8-d4432d2a0728","Code","http://www.cdisc.org","2023-12-15","Code_431"
"C16735","Informed Consent","afe76615-fdc6-434d-aeb9-d2395e31742e","Code","http://www.cdisc.org","2023-12-15","Code_432"
"C20197","Male","e9d76cda-6310-40e5-89b5-82c66b7f5f19","Code","http://www.cdisc.org","2023-12-15","Code_433"
"C16576","Female","c01b12e6-6be7-49e0-92ec-dce3a2c8c13f","Code","http://www.cdisc.org","2023-12-15","Code_434"
"C28421","Sex","65896b43-38cf-40db-896e-ecc9d9a85d44","Code","http://www.cdisc.org","2023-12-15","Code_435"
"C28421","Sex","e838e27c-dc34-46d8-9e7b-e71d1949ff13","Code","http://www.cdisc.org","2023-12-15","Code_436"
"C17049","Race","64c70143-96ac-46e7-9c5e-98b71b5c92bb","Code","http://www.cdisc.org","2023-12-15","Code_437"
"C17049","Race","4a1ed67c-a3ff-448d-a48b-4ec424b9f1de","Code","http://www.cdisc.org","2023-12-15","Code_438"
"C174446","TEMP","d760b338-99aa-4836-a1d9-ee3a39da78db","Code","http://www.cdisc.org","2023-12-15","Code_439"
"C77140","Clinical Test Result","bede11aa-d17e-46be-9a9b-5c065de0d490","Code","http://www.cdisc.org","2023-12-15","Code_440"
"C42559","Degree Celsius","cc5dd237-5aa6-4d7a-9098-d21a3d77a3cb","Code","http://www.cdisc.org","2023-12-15","Code_441"
"C44277","Degree Fahrenheit","a07e22bc-4409-4ff8-9e11-ea99c2055e68","Code","http://www.cdisc.org","2023-12-15","Code_442"
"C42537","Kelvin","2f554fa8-4cc8-43f0-bc0c-c16871689e13","Code","http://www.cdisc.org","2023-12-15","Code_443"
"C44276","Unit of Temperature","c55d6a1b-6e3b-4035-bcaf-9b4f4626bb41","Code","http://www.cdisc.org","2023-12-15","Code_444"
"C12674","Axilla","0c80afbf-2755-4e01-bbc6-4d5291796970","Code","http://www.cdisc.org","2023-12-15","Code_445"
"C12394","Ear","3bdd4217-8861-48b4-8ec9-6b643ffe947b","Code","http://www.cdisc.org","2023-12-15","Code_446"
"C89803","Forehead","1332b494-d15d-415b-a432-343084eea5cd","Code","http://www.cdisc.org","2023-12-15","Code_447"
"C12421","Oral Cavity","fecd7123-dfec-4c88-99b2-5862f95aa43f","Code","http://www.cdisc.org","2023-12-15","Code_448"
"C12390","Rectum","cc1592e2-062d-48ca-b003-1611f0c31498","Code","http://www.cdisc.org","2023-12-15","Code_449"
"C13717","Anatomic Site","ad43efe9-9dbe-46e2-b233-fcb3338ce623","Code","http://www.cdisc.org","2023-12-15","Code_450"
"C174446","TEMP","ee6cceb3-2c44-482a-9217-9cbc07399421","Code","http://www.cdisc.org","2023-12-15","Code_451"
"C25208","WEIGHT","982f59c0-2c9e-4710-90c7-090abdf13955","Code","http://www.cdisc.org","2023-12-15","Code_452"
"C77140","Clinical Test Result","58b2bcae-24cc-47b3-b7b9-e6f9d0a128d0","Code","http://www.cdisc.org","2023-12-15","Code_453"
"C48531","Pound","967f12fa-2ffa-4dfb-85fb-0eaf77795a33","Code","http://www.cdisc.org","2023-12-15","Code_454"
"C48155","Gram","0cc277fb-1514-4bd0-a9fa-cd242d4f4254","Code","http://www.cdisc.org","2023-12-15","Code_455"
"C28252","Kilogram","9e807f4f-a2e1-4a6e-811b-01994cf96d7b","Code","http://www.cdisc.org","2023-12-15","Code_456"
"C48208","Unit of Weight","4c0f8f91-bea9-4589-a437-b84a29aebf54","Code","http://www.cdisc.org","2023-12-15","Code_457"
"C25208","WEIGHT","ea976fad-7139-47e0-ba05-191578d8c502","Code","http://www.cdisc.org","2023-12-15","Code_458"
"C25347","HEIGHT","528c2f09-c09f-4294-a2e4-758b3b5bd933","Code","http://www.cdisc.org","2023-12-15","Code_459"
"C77140","Clinical Test Result","ec3a4a71-7b5c-4b35-a330-d0686f04440c","Code","http://www.cdisc.org","2023-12-15","Code_460"
"C49668","Centimeter","925fa8a2-798c-4f49-9fef-b7f0b50cd0aa","Code","http://www.cdisc.org","2023-12-15","Code_461"
"C48500","Inch","a6f65cfc-f0b6-4484-831c-db2bb0348383","Code","http://www.cdisc.org","2023-12-15","Code_462"
"C41139","Meter","b463bbc5-91a6-4de1-b923-a80c61ec09c0","Code","http://www.cdisc.org","2023-12-15","Code_463"
"C168688","Unit of Height","8c151d03-7aab-418d-977f-c1882fd03872","Code","http://www.cdisc.org","2023-12-15","Code_464"
"C25347","HEIGHT","39d13360-304a-4185-9e04-bbabee932c4d","Code","http://www.cdisc.org","2023-12-15","Code_465"
"C64433","ALT","58fc03a3-8550-48aa-96e1-fbe995921529","Code","http://www.cdisc.org","2023-12-15","Code_466"
"C36292","Laboratory Test Result","c6ce388c-0186-4cd5-9d20-232fc59bbe5d","Code","http://www.cdisc.org","2023-12-15","Code_467"
"C67456","Unit per Liter","8976b7f9-aaad-4dea-b1ba-88d9cc4d6502","Code","http://www.cdisc.org","2023-12-15","Code_468"
"C67397","Microkatal per Liter","7fef2862-faed-4198-878e-83a6514389da","Code","http://www.cdisc.org","2023-12-15","Code_469"
"C67376","International Unit per Liter","753f1924-4025-4368-9352-1f81805c6e17","Code","http://www.cdisc.org","2023-12-15","Code_470"
"C70510","Nanokatal per Liter","e1fca2e2-ea9c-42b9-95ad-636d761985fb","Code","http://www.cdisc.org","2023-12-15","Code_471"
"C67365","Unit of Catalytic Activity Concentration","5daadbf1-cb41-4246-8977-f1cc21ee7623","Code","http://www.cdisc.org","2023-12-15","Code_472"
"C70713","Biospecimen Type","d292537b-d437-4665-a2be-5f1f5302407a","Code","http://www.cdisc.org","2023-12-15","Code_473"
"C49487","No","e1a4a9e7-e54b-49bc-8ac1-07c35062bc94","Code","http://www.cdisc.org","2023-12-15","Code_474"
"C49488","Yes","cf419e6a-5c3b-4f05-a703-829082924fde","Code","http://www.cdisc.org","2023-12-15","Code_475"
"C83309","Laboratory Test Fasting Status","6d6b0468-f387-40da-afa0-083b5f606710","Code","http://www.cdisc.org","2023-12-15","Code_476"
"C64433","ALT","3739ba4a-4978-4c72-880e-7e5cc78a0fa1","Code","http://www.cdisc.org","2023-12-15","Code_477"
"C64431","ALB","e229a557-2ee4-4568-8a42-e04eb9cd7bc2","Code","http://www.cdisc.org","2023-12-15","Code_478"
"C36292","Laboratory Test Result","96951711-df43-4bd0-9d69-5b18b50e6765","Code","http://www.cdisc.org","2023-12-15","Code_479"
"C70713","Biospecimen Type","2431a11b-6f6a-4462-81a0-772e17922d70","Code","http://www.cdisc.org","2023-12-15","Code_480"
"C49487","No","03a2ee2e-b04b-4137-bcb8-0048cba3f21c","Code","http://www.cdisc.org","2023-12-15","Code_481"
"C49488","Yes","a2335664-86db-461e-9866-fbcfc9a57af9","Code","http://www.cdisc.org","2023-12-15","Code_482"
"C83309","Laboratory Test Fasting Status","7b19d6d9-8a88-4264-961c-170d5ef80097","Code","http://www.cdisc.org","2023-12-15","Code_483"
"C64431","ALB","71ec7dd5-a1e8-41a7-b4b5-35edb229cf1e","Code","http://www.cdisc.org","2023-12-15","Code_484"
"C64432","ALP","d3746fc0-3329-4961-b0fd-77ea7dcf51c2","Code","http://www.cdisc.org","2023-12-15","Code_485"
"C36292","Laboratory Test Result","98d4edea-53d7-41cf-8071-a940da2ef0bf","Code","http://www.cdisc.org","2023-12-15","Code_486"
"C67456","Unit per Liter","4a08b3cf-4d1c-4b80-8f64-537ecee22c27","Code","http://www.cdisc.org","2023-12-15","Code_487"
"C67397","Microkatal per Liter","5491c1f6-10a8-422b-8b63-03bf97559697","Code","http://www.cdisc.org","2023-12-15","Code_488"
"C67376","International Unit per Liter","8ca03588-c214-4134-be2f-464a94989d88","Code","http://www.cdisc.org","2023-12-15","Code_489"
"C67365","Unit of Catalytic Activity Concentration","561ca090-56b3-4357-98ff-1149ceaf576b","Code","http://www.cdisc.org","2023-12-15","Code_490"
"C70713","Biospecimen Type","b244d53b-60df-4cfe-95b5-e0c5ef30309e","Code","http://www.cdisc.org","2023-12-15","Code_491"
"C49487","No","1c5242f9-7de5-4083-90b9-93e41d74bbe5","Code","http://www.cdisc.org","2023-12-15","Code_492"
"C49488","Yes","adcadfd6-648e-4e3e-be2e-1f52de77a816","Code","http://www.cdisc.org","2023-12-15","Code_493"
"C83309","Laboratory Test Fasting Status","32a4e627-5d67-42a6-af6f-9d9dbed97d0c","Code","http://www.cdisc.org","2023-12-15","Code_494"
"C64432","ALP","743d146f-0db8-4fde-92ab-3c7117c05485","Code","http://www.cdisc.org","2023-12-15","Code_495"
"C64467","AST","4ab32f60-b670-4fd5-b84d-0d5d837b1916","Code","http://www.cdisc.org","2023-12-15","Code_496"
"C36292","Laboratory Test Result","0c9c20aa-4ef6-411e-93b5-b3a422807703","Code","http://www.cdisc.org","2023-12-15","Code_497"
"C67456","Unit per Liter","478e2342-21c3-45a1-aede-af5b3f3160cd","Code","http://www.cdisc.org","2023-12-15","Code_498"
"C67397","Microkatal per Liter","49a8c398-c78e-4820-9d61-a4275584ef3d","Code","http://www.cdisc.org","2023-12-15","Code_499"
"C67376","International Unit per Liter","067f7de3-77cb-413f-8202-d7bcb9346ca6","Code","http://www.cdisc.org","2023-12-15","Code_500"
"C67365","Unit of Catalytic Activity Concentration","bfe6450d-caf7-442b-a559-026a2c373ab8","Code","http://www.cdisc.org","2023-12-15","Code_501"
"C70713","Biospecimen Type","c3a8c109-c77d-42e1-a4d2-835447124b24","Code","http://www.cdisc.org","2023-12-15","Code_502"
"C49487","No","d8d89d67-f16b-4827-a04e-35ee43d47551","Code","http://www.cdisc.org","2023-12-15","Code_503"
"C49488","Yes","c0be54ab-515f-45b8-9a2e-390fdcf04b18","Code","http://www.cdisc.org","2023-12-15","Code_504"
"C83309","Laboratory Test Fasting Status","8fcf8088-aa47-4887-a4dd-42816156458d","Code","http://www.cdisc.org","2023-12-15","Code_505"
"C64467","AST","27e57b71-a1a0-4cbd-b1ce-0b1d054a5d1a","Code","http://www.cdisc.org","2023-12-15","Code_506"
"C64547","CREAT","5565e1b7-efbe-43b5-8aad-1cce0ce132f4","Code","http://www.cdisc.org","2023-12-15","Code_507"
"C36292","Laboratory Test Result","4fa284d6-432c-4f3f-a7fa-6318ada3d7ef","Code","http://www.cdisc.org","2023-12-15","Code_508"
"C67015","Milligram per Deciliter","2b5f022e-bedf-45d4-a789-e7df17c5c04b","Code","http://www.cdisc.org","2023-12-15","Code_509"
"C64572","Microgram per Milliliter","3056ac1d-7361-486a-9e87-f006ee6b0280","Code","http://www.cdisc.org","2023-12-15","Code_510"
"C64387","Millimole per Liter","54569785-d9c2-4c90-a135-2f1fe1efe3a3","Code","http://www.cdisc.org","2023-12-15","Code_511"
"C48508","Micromole per Liter","bcba68fd-ff27-4c27-a502-967dfc8f9e64","Code","http://www.cdisc.org","2023-12-15","Code_512"
"C48207","Unit of Concentration","ff31fe5b-16b7-4ec3-8c3e-162e3f27eaf2","Code","http://www.cdisc.org","2023-12-15","Code_513"
"C70713","Biospecimen Type","9158102d-f332-4a10-ac3d-610cf9a98c50","Code","http://www.cdisc.org","2023-12-15","Code_514"
"C49487","No","b15f021f-d050-4e6b-9292-314866855e70","Code","http://www.cdisc.org","2023-12-15","Code_515"
"C49488","Yes","520ec8bf-1e9e-4903-8677-1b491affbc7c","Code","http://www.cdisc.org","2023-12-15","Code_516"
"C83309","Laboratory Test Fasting Status","39fc8d8d-7d64-4804-bc92-b0f22ccd8768","Code","http://www.cdisc.org","2023-12-15","Code_517"
"C64547","CREAT","bff8afe1-d71d-4ddb-a811-500b5fd4d53e","Code","http://www.cdisc.org","2023-12-15","Code_518"
"C64853","K","5a4e0e3a-e331-4ac2-a651-4590780f1f90","Code","http://www.cdisc.org","2023-12-15","Code_519"
"C36292","Laboratory Test Result","689409d5-61f7-4607-86c9-f1214a1311a9","Code","http://www.cdisc.org","2023-12-15","Code_520"
"C67474","Milliequivalent per Liter","e89c8af6-d8b7-4a4f-b281-68b02cece9be","Code","http://www.cdisc.org","2023-12-15","Code_521"
"C67473","Milliequivalent per Deciliter","0e2e1ee5-46d4-4c97-a3c2-5e43861f8d71","Code","http://www.cdisc.org","2023-12-15","Code_522"
"C64387","Millimole per Liter","281f00b4-9d31-4e27-bce3-591f85fa6dce","Code","http://www.cdisc.org","2023-12-15","Code_523"
"C64567","Molarity Unit","1c066efd-d193-46fa-9236-0c58d5ae3a42","Code","http://www.cdisc.org","2023-12-15","Code_524"
"C70713","Biospecimen Type","0b313612-73b3-445e-84a8-8375e6408285","Code","http://www.cdisc.org","2023-12-15","Code_525"
"C49487","No","77617147-40e7-4573-8a8c-d7d255f26beb","Code","http://www.cdisc.org","2023-12-15","Code_526"
"C49488","Yes","9c8a6a79-9768-475c-bd37-97e5aca8e11f","Code","http://www.cdisc.org","2023-12-15","Code_527"
"C83309","Laboratory Test Fasting Status","26e5eaaf-f962-480c-b9cc-f77d36febc20","Code","http://www.cdisc.org","2023-12-15","Code_528"
"C64853","K","88e1c3c7-6de8-48cc-97ce-72a7449c0ad8","Code","http://www.cdisc.org","2023-12-15","Code_529"
"C64809","SODIUM","cf308ac9-deef-4313-9b95-069e23070161","Code","http://www.cdisc.org","2023-12-15","Code_530"
"C36292","Laboratory Test Result","0cd2988b-8191-4d34-82b1-b4d003245761","Code","http://www.cdisc.org","2023-12-15","Code_531"
"C67474","Milliequivalent per Liter","209ae4f3-d91c-412f-a08e-8c961fb2db0a","Code","http://www.cdisc.org","2023-12-15","Code_532"
"C67473","Milliequivalent per Deciliter","c64e6d70-1ef7-469a-8f40-3519a3515360","Code","http://www.cdisc.org","2023-12-15","Code_533"
"C64387","Millimole per Liter","4c5ce345-cc35-4598-a4b0-ea5e887368c0","Code","http://www.cdisc.org","2023-12-15","Code_534"
"C64567","Molarity Unit","fb42e151-1d79-4d0e-98e8-66659936e9a1","Code","http://www.cdisc.org","2023-12-15","Code_535"
"C70713","Biospecimen Type","cd2eb1f8-d076-4062-98d3-709456c40a1c","Code","http://www.cdisc.org","2023-12-15","Code_536"
"C49487","No","de18a685-0406-4c85-9cec-51f150c3abf1","Code","http://www.cdisc.org","2023-12-15","Code_537"
"C49488","Yes","638fdea7-5dba-48fc-9792-eeed00162b1c","Code","http://www.cdisc.org","2023-12-15","Code_538"
"C83309","Laboratory Test Fasting Status","7ab11035-a195-4ede-8d6f-834cbc5d202e","Code","http://www.cdisc.org","2023-12-15","Code_539"
"C64809","SODIUM","f28a99e0-c240-41d3-b435-7747c040aa40","Code","http://www.cdisc.org","2023-12-15","Code_540"
"C64849","HBA1C","a153e9b1-75c3-4c8a-b656-8ea4a6adb720","Code","http://www.cdisc.org","2023-12-15","Code_541"
"C36292","Laboratory Test Result","89835eba-be32-4d84-bc1b-b99b5332230c","Code","http://www.cdisc.org","2023-12-15","Code_542"
"C64783","Gram per Deciliter","6fa0d7ae-2dac-4681-ab82-3a0d9208a775","Code","http://www.cdisc.org","2023-12-15","Code_543"
"No Concept Code","LBORRESU","4d9ab7fb-4b0f-4b0e-a6d3-b4cb709851f5","Code","http://www.cdisc.org","2023-12-15","Code_544"
"C70713","Biospecimen Type","b1ff6eee-803e-4ca9-966c-b53cb7e10de2","Code","http://www.cdisc.org","2023-12-15","Code_545"
"C49487","No","4a1a2314-b972-481d-874b-6f8ec5564187","Code","http://www.cdisc.org","2023-12-15","Code_546"
"C49488","Yes","10b1ca15-13a7-4203-aec5-e8bb81a0e610","Code","http://www.cdisc.org","2023-12-15","Code_547"
"C83309","Laboratory Test Fasting Status","24818d94-a478-46b9-9145-bf38a3f6306b","Code","http://www.cdisc.org","2023-12-15","Code_548"
"C64849","HBA1C","d64c5564-e68b-4a9c-848c-ba1cd18c3928","Code","http://www.cdisc.org","2023-12-15","Code_549"
"C78541","Adverse Event Verbatim Description","94dc7629-b55d-46cd-9bfe-f741fad8e6a2","Code","http://www.cdisc.org","2023-12-15","Code_145"
"C83344","Adverse Event Dictionary Derived Term","1018bf25-1730-4c3d-b813-3470c237dcd3","Code","http://www.cdisc.org","2023-12-15","Code_146"
"C49487","No","0fd65117-b231-408f-88ef-c2e3acc4dd7f","Code","http://www.cdisc.org","2023-12-15","Code_147"
"C49488","Yes","53561724-3ebe-48af-9b1b-5a4f20e39a65","Code","http://www.cdisc.org","2023-12-15","Code_148"
"C87840","Adverse Event Pre-specified","8ef3fbe2-4a35-47cf-8f1c-06e77b6709e0","Code","http://www.cdisc.org","2023-12-15","Code_149"
"C83205","Adverse Event Location","7d69c07f-a5a3-47c5-8f55-84c541f46b74","Code","http://www.cdisc.org","2023-12-15","Code_150"
"C53253","Severity of Adverse Event","04eb435a-4047-415e-b825-e38a0854e4e3","Code","http://www.cdisc.org","2023-12-15","Code_151"
"C49487","No","9c4de812-8bcc-4649-8250-50657094134f","Code","http://www.cdisc.org","2023-12-15","Code_152"
"C49488","Yes","94d9c895-544a-4595-b32b-691125ac6d4a","Code","http://www.cdisc.org","2023-12-15","Code_153"
"C53252","Seriousness of Adverse Event","d25fc504-d51c-46c3-bb52-86da7ebf6e99","Code","http://www.cdisc.org","2023-12-15","Code_154"
"C83013","Adverse Event Action Taken with Study Treatment","f2d2a74c-8b03-4e83-a734-976a241d3ec3","Code","http://www.cdisc.org","2023-12-15","Code_155"
"C83109","Other Actions taken in Response to Adverse Event","896c6de0-12c9-4420-8173-d1fe6ffbe5ca","Code","http://www.cdisc.org","2023-12-15","Code_156"
"C41358","Adverse Event Attribution to Product or Procedure","f5f715e3-58b2-4c1b-bb1d-88ef35d4746a","Code","http://www.cdisc.org","2023-12-15","Code_157"
"C83210","Adverse Event Relationship to Non Study Treatment","b36febe0-736d-45c5-b25f-5c2672337c69","Code","http://www.cdisc.org","2023-12-15","Code_158"
"C83208","Adverse Event Pattern","2fa79b46-c987-44d3-bb77-b6a7512ae18a","Code","http://www.cdisc.org","2023-12-15","Code_159"
"C49489","Adverse Event Outcome","e893b516-37f7-44d0-8bca-49c81490351e","Code","http://www.cdisc.org","2023-12-15","Code_160"
"C49487","No","56b3bd51-3487-4af1-887f-5441f097a210","Code","http://www.cdisc.org","2023-12-15","Code_161"
"C49488","Yes","baef3a74-3a2d-41d1-83e8-3da99ccafbbd","Code","http://www.cdisc.org","2023-12-15","Code_162"
"C83211","Adverse Event Involves Cancer","0d8bd6d8-4b84-41e1-b99a-cba8cfafb28f","Code","http://www.cdisc.org","2023-12-15","Code_163"
"C49487","No","2e70b562-24f0-4bb0-a5bf-acea0799b06a","Code","http://www.cdisc.org","2023-12-15","Code_164"
"C49488","Yes","3d40a07b-671e-4e5c-a70a-b896d9231bd8","Code","http://www.cdisc.org","2023-12-15","Code_165"
"C83117","Adverse Event Seriousness Due to Congenital Anomaly","5c8a3339-355a-4412-81f9-662263f5cbe7","Code","http://www.cdisc.org","2023-12-15","Code_166"
"C49487","No","c04fd6b1-a3d7-4147-86ad-6025fc4c2208","Code","http://www.cdisc.org","2023-12-15","Code_167"
