"codeSystemVersion","uuid:ID","code","decode","codeSystem","id","instanceType"
"12","df06715e-bb1b-4bc3-81f3-b6e0efbb0895","124","Subject Standing","SPONSOR","Code_82","Code"
"2023-09-29","a159cac2-21cb-46d9-8edc-58ade9dedd3b","C20197","Male","http://www.cdisc.org","Code_269","Code"
"2023-09-29","f9547953-fd60-44a8-ad7f-fdbedbf87f91","C16576","Female","http://www.cdisc.org","Code_270","Code"
"","24ab105e-12e3-4094-8e17-0d4f2f3330ae","C28421","Sex","NCI Thesaurus","Code_271","Code"
"","27df7c5b-34d1-4d7b-9886-1eae2d51dc41","C28421","Sex","NCI Thesaurus","Code_268","Code"
"","100f33d8-6d34-4bd2-8e72-6317c0d19054","C17049","Race","NCI Thesaurus","Code_273","Code"
"","ba55660a-e376-4a74-9724-21f934572c02","C17049","Race","NCI Thesaurus","Code_272","Code"
"","7ed2377a-7586-401b-b5bd-b45ad632a5f7","C77140","Clinical Test Result","NCI Thesaurus","Code_275","Code"
"2023-09-29","8927d576-8253-4aa2-81c0-068c702a4e68","C42537","Kelvin","http://www.cdisc.org","Code_276","Code"
"","80c8b2e9-37a6-4dbd-99d6-c3b65b5d378a","C44276","Unit of Temperature","NCI Thesaurus","Code_277","Code"
"","57cb05e0-b528-4ec3-854d-2bb4c669388e","C13717","Anatomic Site","NCI Thesaurus","Code_278","Code"
"","7e3ef51f-72a7-497a-979f-111b177f7e23","C174446","Body Temperature","NCI Thesaurus","Code_274","Code"
"","53bc5c8b-4fdb-4bad-a50d-c59e1ed32af5","C77140","Clinical Test Result","NCI Thesaurus","Code_280","Code"
"2023-09-29","271f2ec6-b82f-4778-8961-b9d172387f45","C28252","Kilogram","http://www.cdisc.org","Code_281","Code"
"2023-09-29","2f7eb84f-293c-4113-9433-de9aa1986d65","C48155","Gram","http://www.cdisc.org","Code_282","Code"
"2023-09-29","e6f285c5-1059-404b-9afa-d3dec5994155","C48531","Pound","http://www.cdisc.org","Code_283","Code"
"","1ef581a7-9dbf-42aa-92b3-562185c6c3aa","C48208","Unit of Weight","NCI Thesaurus","Code_284","Code"
"","a04703d8-767e-40d5-8522-49cd9558d38e","C81328","Body Weight","NCI Thesaurus","Code_279","Code"
"","5571a743-d8ff-4e2d-bbfd-08d7a071e800","C77140","Clinical Test Result","NCI Thesaurus","Code_286","Code"
"2023-09-29","d6ec6be2-91e9-4935-8078-04fcc53dcfb9","C49668","Centimeter","http://www.cdisc.org","Code_287","Code"
"2023-09-29","0d3eebe2-58aa-44b9-acad-5d241a3f8c82","C48500","Inch","http://www.cdisc.org","Code_288","Code"
"2023-09-29","adb0b901-4143-493b-82e1-21b341af0aa7","C28251","Millimeter","http://www.cdisc.org","Code_289","Code"
"2023-09-29","7ac47722-06a8-4b33-8346-0309c14489d8","C41139","Meter","http://www.cdisc.org","Code_290","Code"
"","bb4f73f4-eefd-4d34-8997-bb345daa2bd3","C168688","Unit of Height","NCI Thesaurus","Code_291","Code"
"","55d790e1-1b64-4ded-8bfc-dd1623206689","C164634","Body Height","NCI Thesaurus","Code_285","Code"
"","8b2e6378-fafb-41a4-a517-203c6188d6e9","C36292","Laboratory Test Result","NCI Thesaurus","Code_293","Code"
"","aa09b34d-c778-443f-b994-e76009d5d30e","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_294","Code"
"","ffa1bc44-8d85-4d3d-b265-f68d1e2f0555","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_295","Code"
"","4c4a2482-c08b-4f91-bb9c-02b9f8833267","C70713","Biospecimen Type","NCI Thesaurus","Code_296","Code"
"","4557b6fe-48cb-42a5-997c-91b54f109119","C64433","Alanine Aminotransferase Measurement","NCI Thesaurus","Code_292","Code"
"","dc953610-b17f-405f-8e87-5548afc1242a","C36292","Laboratory Test Result","NCI Thesaurus","Code_298","Code"
"","085a5312-8198-4959-8377-89f8514b456e","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_299","Code"
"","3aa3add6-90a6-4c22-8077-5c905d958155","C48207","Unit of Concentration","NCI Thesaurus","Code_300","Code"
"","a736c6be-a8c2-40c3-ba8d-8535b03dc7a6","C70713","Biospecimen Type","NCI Thesaurus","Code_301","Code"
"","db05aad8-5778-473a-bde0-15ff47ca29ed","C64431","Albumin Measurement","NCI Thesaurus","Code_297","Code"
"","2f52c6bd-952b-4cda-b2d2-dbab4667f02b","C36292","Laboratory Test Result","NCI Thesaurus","Code_303","Code"
"","7527b66f-239d-4463-8a30-7520986ab116","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_304","Code"
"","a03b6388-24c5-4d6d-83c8-37e9d4b2c973","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_305","Code"
"","f90f9415-d3e6-4861-8592-1a7f0e593fa1","C70713","Biospecimen Type","NCI Thesaurus","Code_306","Code"
"","c5237bcb-8116-42a4-aa12-d93f18e58c68","C64432","Alkaline Phosphatase Measurement","NCI Thesaurus","Code_302","Code"
"","b5aab992-4f52-47f6-af5b-541064933aee","C36292","Laboratory Test Result","NCI Thesaurus","Code_308","Code"
"","48f964fb-62be-4a22-a149-775e109acd20","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_309","Code"
"","fa10f67c-9646-4690-ac88-e26db6787764","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_310","Code"
"","1c2fad42-11e9-4c79-841b-befbb131c4d1","C70713","Biospecimen Type","NCI Thesaurus","Code_311","Code"
"","b59a53b6-5b59-4b94-b10a-a7dcaa120b5b","C64467","Aspartate Aminotransferase Measurement","NCI Thesaurus","Code_307","Code"
"","00d71c8d-f3cf-4b6b-a36e-775f63cd9991","C36292","Laboratory Test Result","NCI Thesaurus","Code_313","Code"
"","8a286e39-e3b2-4df1-b5d0-fb0206877611","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_314","Code"
"","a7a9cfa2-46e7-4b7c-aab6-dc799a041dc8","C48207","Unit of Concentration","NCI Thesaurus","Code_315","Code"
"","0b3c037d-d4c0-4d62-b874-e8cc78a3ef95","C70713","Biospecimen Type","NCI Thesaurus","Code_316","Code"
"","1fadfd66-02a0-4079-82e3-ed586949dad8","C64547","Creatinine Measurement","NCI Thesaurus","Code_312","Code"
"","c0785c19-1784-429f-b2e4-b021d1bfce40","C36292","Laboratory Test Result","NCI Thesaurus","Code_318","Code"
"","5f36ec58-101c-4c9f-bcfa-f65c6ea02fdf","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_319","Code"
"","14a19b97-e4d9-4f24-b115-a11e69634eb0","C64567","Molarity Unit","NCI Thesaurus","Code_320","Code"
"","d3140cba-9187-4eaa-9edd-21cf6c291f04","C70713","Biospecimen Type","NCI Thesaurus","Code_321","Code"
"","bc550523-79a2-4911-bac8-3cb884af1b4a","C64853","Potassium Measurement","NCI Thesaurus","Code_317","Code"
"","8466070f-6017-4b52-86e2-3f6d994e6c82","C36292","Laboratory Test Result","NCI Thesaurus","Code_323","Code"
"","de8f24ba-fd3a-4d08-9975-652e7951d3a4","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_324","Code"
"","e7f9f5e0-fcb3-4bc2-a5d8-b9c109702d67","C64567","Molarity Unit","NCI Thesaurus","Code_325","Code"
"","b6f33be7-18ba-478c-add7-40eb5041ab8e","C70713","Biospecimen Type","NCI Thesaurus","Code_326","Code"
"","c1e21c59-e4dd-438e-b99f-28eaa9375113","C64809","Sodium Measurement","NCI Thesaurus","Code_322","Code"
"","c53435c8-6d01-4538-a659-93ee0fe8a768","C82571","Reported Event Term","NCI Thesaurus","Code_146","Code"
"","0cc82df7-b89e-46fe-9038-83f94d203870","C82977","Dictionary-derived Term","NCI Thesaurus","Code_147","Code"
"","9aa620d7-5d62-4f91-9424-d788b0ae41cc","C25372","Category","NCI Thesaurus","Code_148","Code"
"","5dc29396-3cfd-467f-be5c-46b5272a12f4","C25692","Subcategory","NCI Thesaurus","Code_149","Code"
"","ba84fb56-dbf5-4da9-922a-e46373f9db18","C82517","Observation Start Date Time","NCI Thesaurus","Code_150","Code"
"","71790242-25c4-4c10-bf6e-f3382f052226","C41331","Adverse Event","NCI Thesaurus","Code_145","Code"
"","57a17ab8-50dc-4d84-889f-7801ac882a47","C77140","Clinical Test Result","NCI Thesaurus","Code_152","Code"
"2023-09-29","c921a0f9-e44d-4bb4-a2dd-62ea9893cce7","C42547","Pascal","http://www.cdisc.org","Code_153","Code"
"","d7eddb35-09fa-4ab8-9847-6fc72095a473","C49669","Unit of Pressure","NCI Thesaurus","Code_154","Code"
"","54343c95-76c9-4969-afa0-4ef535aaae53","C13717","Anatomic Site","NCI Thesaurus","Code_155","Code"
"","38d9f3f9-7bd5-4782-aa49-74a34e5fede9","C25185","Laterality","NCI Thesaurus","Code_156","Code"
"","87b5e1fb-4f45-4a93-adf4-d61f2372799e","C82535","Test Method","NCI Thesaurus","Code_157","Code"
"","ea9997cc-d5cd-4252-913e-d688e6c13da1","C62164","Body Position","NCI Thesaurus","Code_158","Code"
"","7d3b8340-8539-4dc0-9c59-8a49132fa035","C25298","Systolic Blood Pressure","NCI Thesaurus","Code_151","Code"
"","538d7e2c-89e6-4683-8a52-7acbb43c24e7","C77140","Clinical Test Result","NCI Thesaurus","Code_160","Code"
"2023-09-29","5703708b-6794-4a83-9920-adc9c4f488b6","C42547","Pascal","http://www.cdisc.org","Code_161","Code"
"","ad600160-9c29-49d1-b2f9-e43399885781","C49669","Unit of Pressure","NCI Thesaurus","Code_162","Code"
"","03a3688b-2aac-41c4-b3af-9332e81d9186","C13717","Anatomic Site","NCI Thesaurus","Code_163","Code"
"","34b37db2-d936-4b48-abfc-1b064cb9ca03","C25185","Laterality","NCI Thesaurus","Code_164","Code"
"","e589e81d-f82d-4637-b7a1-452aed301425","C82535","Test Method","NCI Thesaurus","Code_165","Code"
"","0d41bac5-7b2b-4cda-b447-c698053ae78a","C62164","Body Position","NCI Thesaurus","Code_166","Code"
"","c2bc025f-fb00-437f-abf0-bec6c44ae32b","C25299","Diastolic Blood Pressure","NCI Thesaurus","Code_159","Code"
"","5e473883-8c54-4ad4-bbba-7dbf746dd5f9","C77140","Clinical Test Result","NCI Thesaurus","Code_168","Code"
"2023-09-29","eb22bd09-e75d-4be5-8509-81b2c0d9a6e8","C42537","Kelvin","http://www.cdisc.org","Code_169","Code"
"","57e7f2f8-e771-42de-b189-edfab87c6561","C44276","Unit of Temperature","NCI Thesaurus","Code_170","Code"
"","f147c62e-15c9-4d74-8e3a-d58b33827ebc","C13717","Anatomic Site","NCI Thesaurus","Code_171","Code"
"","9fe12bb3-a738-47ff-bb1b-a3a31a81d395","C174446","Body Temperature","NCI Thesaurus","Code_167","Code"
"","b3915023-5b80-4b22-b557-6f6aa355c850","C77140","Clinical Test Result","NCI Thesaurus","Code_173","Code"
"2023-09-29","4678ce25-02f1-49cc-8d30-4ec61932bab1","C28252","Kilogram","http://www.cdisc.org","Code_174","Code"
"2023-09-29","4b9c2c47-9182-4ff5-b645-b4d17c1ca349","C48155","Gram","http://www.cdisc.org","Code_175","Code"
"2023-09-29","d989738f-8098-49aa-938a-8d57035ec152","C48531","Pound","http://www.cdisc.org","Code_176","Code"
"","b5cbf52c-3372-41f0-8e37-530c42267c62","C48208","Unit of Weight","NCI Thesaurus","Code_177","Code"
"","efd0d724-489c-4335-a89f-0a400975fb29","C81328","Body Weight","NCI Thesaurus","Code_172","Code"
"","b8c9ca99-0527-46fb-82e9-6fb982a88c6a","C77140","Clinical Test Result","NCI Thesaurus","Code_179","Code"
"2023-09-29","66b8aa71-bc6b-4cf3-a04a-2525cd3ebba6","C49668","Centimeter","http://www.cdisc.org","Code_180","Code"
"2023-09-29","d635ba9d-e5a5-4158-9d86-ab165c571660","C48500","Inch","http://www.cdisc.org","Code_181","Code"
"2023-09-29","23c3cbf3-6251-423f-831f-d4f4a0eb7656","C28251","Millimeter","http://www.cdisc.org","Code_182","Code"
"2023-09-29","f41e7702-d6f0-4d87-8bac-d35ecd5d4d9e","C41139","Meter","http://www.cdisc.org","Code_183","Code"
"","8cfb3cfb-9714-43a2-b4c3-3989266ce715","C168688","Unit of Height","NCI Thesaurus","Code_184","Code"
"","3e3631e3-6a5d-4074-b42a-1171e54b90bb","C164634","Body Height","NCI Thesaurus","Code_178","Code"
"","5ee09598-42b0-452b-939f-1e527a673e7b","C36292","Laboratory Test Result","NCI Thesaurus","Code_186","Code"
"","7dfb030f-b6eb-46cb-bde2-1a41656b7a20","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_187","Code"
"","b4023942-f2a7-4d16-82d9-0de64b0b59e1","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_188","Code"
"","150cfcb6-29fe-4121-9e11-2d75a0ea37c6","C70713","Biospecimen Type","NCI Thesaurus","Code_189","Code"
"","cd1eaaeb-eb37-4d35-995a-47c1f368be1e","C64433","Alanine Aminotransferase Measurement","NCI Thesaurus","Code_185","Code"
"","a1dff4b0-761e-449b-a1a7-49969352d5a5","C36292","Laboratory Test Result","NCI Thesaurus","Code_191","Code"
"","cf3a97b9-2bad-4142-bfbe-787e86e0ea0e","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_192","Code"
"","2ba3ba27-506d-4180-98a7-643efa2a3ad3","C48207","Unit of Concentration","NCI Thesaurus","Code_193","Code"
"","a56f3ead-708e-4d34-bc80-183d14ce9834","C70713","Biospecimen Type","NCI Thesaurus","Code_194","Code"
"","45db35f9-0b4a-4455-aa7c-ff538c4272ba","C64431","Albumin Measurement","NCI Thesaurus","Code_190","Code"
"","8c2cad5f-e148-4cff-bda8-968e371f94c7","C36292","Laboratory Test Result","NCI Thesaurus","Code_196","Code"
"","df076ab2-c9f7-4c8d-8ae4-af7a4c951795","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_197","Code"
"","6bc2a1db-e1aa-4286-8808-c5a10bb342cc","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_198","Code"
"","b5c843df-5e43-4fdb-a29a-f9f08395f91b","C70713","Biospecimen Type","NCI Thesaurus","Code_199","Code"
"","cf70803f-5a7d-4f88-875d-3dff4a3cf868","C64432","Alkaline Phosphatase Measurement","NCI Thesaurus","Code_195","Code"
"","967664c6-906e-4398-a7ed-974a602030d1","C36292","Laboratory Test Result","NCI Thesaurus","Code_201","Code"
"","6d9b3f1c-f400-4a20-a8b6-bd34a4a84ab7","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_202","Code"
"","9d51f574-3cd3-4a51-a1dc-efa174ff4a43","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_203","Code"
"","c2d3fbd1-5266-4fc4-8d3b-d7e0c4e0e065","C70713","Biospecimen Type","NCI Thesaurus","Code_204","Code"
"","4c796b65-84d9-46d9-a8f3-45a0a5bfa56a","C64467","Aspartate Aminotransferase Measurement","NCI Thesaurus","Code_200","Code"
"","b229863a-f189-410b-8df2-e4fe0938eb43","C36292","Laboratory Test Result","NCI Thesaurus","Code_206","Code"
"","49b649ce-c052-42cd-91ec-2c80a54bd0ec","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_207","Code"
"","f1e9382d-c628-41c8-adcb-735034b5925f","C48207","Unit of Concentration","NCI Thesaurus","Code_208","Code"
"","fb335593-d31b-4a43-b2cb-97687f6b7eb9","C70713","Biospecimen Type","NCI Thesaurus","Code_209","Code"
"","e8c1df62-e7b3-40b6-b633-10c1f6613f89","C64547","Creatinine Measurement","NCI Thesaurus","Code_205","Code"
"","86a33e65-b515-4e93-88c6-143689c39785","C36292","Laboratory Test Result","NCI Thesaurus","Code_211","Code"
"","d08144ba-bde3-4c6f-a2a0-c529a3c4a6fd","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_212","Code"
"","b39b228e-a8e4-4b88-abdd-25cbc6477849","C64567","Molarity Unit","NCI Thesaurus","Code_213","Code"
"","c1dac746-73f9-4d83-b8ef-cd2dac192a56","C70713","Biospecimen Type","NCI Thesaurus","Code_214","Code"
"","d992d635-3ef5-44a6-82da-236523150d50","C64853","Potassium Measurement","NCI Thesaurus","Code_210","Code"
"","57e99331-4e61-41b1-8bc7-88515695aef2","C36292","Laboratory Test Result","NCI Thesaurus","Code_216","Code"
"","5849df35-cbe2-418b-9b2e-f6d81c7242a3","C83309","Laboratory Test Fasting Status","NCI Thesaurus","Code_217","Code"
"","471b8d3c-bf43-4ea0-a9d6-cbb7747837cb","C64567","Molarity Unit","NCI Thesaurus","Code_218","Code"
"","3d79512c-6dfb-4449-a584-cb862b77a637","C70713","Biospecimen Type","NCI Thesaurus","Code_219","Code"
"","e6bae2b8-c3d1-45ef-9478-7f65c5eb802e","C64809","Sodium Measurement","NCI Thesaurus","Code_215","Code"
"","c594e307-fd3f-4e68-b785-9e8ef10aeaf9","C77140","Clinical Test Result","NCI Thesaurus","Code_221","Code"
"2023-09-29","7980a5f1-6322-4b1f-b4a5-2cf965454018","C42547","Pascal","http://www.cdisc.org","Code_222","Code"
"","50e45b4f-fdcf-45fb-ba78-7c2c89470c74","C49669","Unit of Pressure","NCI Thesaurus","Code_223","Code"
"","1701cf5e-2aef-455d-ae49-ef4eee86d2a3","C13717","Anatomic Site","NCI Thesaurus","Code_224","Code"
"","5f18b87f-a35f-4235-a495-1902b8903556","C25185","Laterality","NCI Thesaurus","Code_225","Code"
"","56070cde-9a07-4f16-a836-b54801ba6c59","C82535","Test Method","NCI Thesaurus","Code_226","Code"
"","c6b69bac-3265-4100-ac72-7a1a22ccfe55","C62164","Body Position","NCI Thesaurus","Code_227","Code"
"","50935b8a-6f6f-43e7-9e4a-95e87bdd3377","C25298","Systolic Blood Pressure","NCI Thesaurus","Code_220","Code"
"","7501d29a-eaf9-48f7-8635-add7d1dcfc4d","C77140","Clinical Test Result","NCI Thesaurus","Code_229","Code"
"2023-09-29","979e1823-fb72-4870-a83c-4165f8500886","C42547","Pascal","http://www.cdisc.org","Code_230","Code"
"","27e92a2f-b784-46be-8c9e-6fe716a8fc6a","C49669","Unit of Pressure","NCI Thesaurus","Code_231","Code"
"","340b6fb0-fa28-4350-8a8a-98072a420a85","C13717","Anatomic Site","NCI Thesaurus","Code_232","Code"
"","5f98ed1b-45dc-436f-8dee-69a3134daa73","C25185","Laterality","NCI Thesaurus","Code_233","Code"
"","06d384c3-c507-464b-b994-e69b2c069caf","C82535","Test Method","NCI Thesaurus","Code_234","Code"
"","2dd0674b-e0d6-46da-aac0-be039b103cd1","C62164","Body Position","NCI Thesaurus","Code_235","Code"
"","408457a7-0b6e-45b8-be26-d4dff90bc939","C25299","Diastolic Blood Pressure","NCI Thesaurus","Code_228","Code"
"","9104b24c-453a-4457-b2b0-3d277ef9f5d9","C77140","Clinical Test Result","NCI Thesaurus","Code_237","Code"
"2023-09-29","b332c651-c58b-46a3-a5d4-108f7b321157","C49673","Beats per Minute","http://www.cdisc.org","Code_238","Code"
"","fa8d2e8e-5539-40ae-aa59-6848ce352995","C73688","Count per Minute","NCI Thesaurus","Code_239","Code"
"","35082852-fdab-45bb-87a4-ae67a6544499","C13717","Anatomic Site","NCI Thesaurus","Code_240","Code"
"","f6b6e2d2-5525-4ac5-9c5e-57f4714010f8","C25185","Laterality","NCI Thesaurus","Code_241","Code"
"","f5d5e40f-2251-42fe-af12-d2f34c9d11c1","C82535","Test Method","NCI Thesaurus","Code_242","Code"
