"datatype","name","uuid:ID","label","isRequired","id","isEnabled","instanceType"
"string","Biospecimen Type","e9edbeb3-2a95-46d1-898b-29c47f80195d","Biospecimen Type","True","BiomedicalConceptProperty_109","True","BiomedicalConceptProperty"
"decimal","Laboratory Test Result","7412723e-ed99-427b-bfde-082606051173","Laboratory Test Result","True","BiomedicalConceptProperty_110","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","d063944c-1034-4103-9593-a485642a4cec","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_111","True","BiomedicalConceptProperty"
"string","Unit of Catalytic Activity Concentration","0483cc1d-c128-4168-ba7f-24ba3ad608e2","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_112","True","BiomedicalConceptProperty"
"string","Biospecimen Type","0a639dd1-7434-4bda-a819-363bef8ab598","Biospecimen Type","True","BiomedicalConceptProperty_113","True","BiomedicalConceptProperty"
"string","Laboratory Test Result","9bfdddfe-eb22-42f9-9023-96102d85e6ba","Laboratory Test Result","True","BiomedicalConceptProperty_114","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","bf90f570-986d-40b8-82fa-ae0a5cef0635","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_115","True","BiomedicalConceptProperty"
"string","Unit of Concentration","a44a9566-ee4b-4c63-833b-beb5ada3701f","Unit of Concentration","True","BiomedicalConceptProperty_116","True","BiomedicalConceptProperty"
"string","Biospecimen Type","c948a386-b31b-4f8f-944a-c367a248b04a","Biospecimen Type","True","BiomedicalConceptProperty_117","True","BiomedicalConceptProperty"
"decimal","Laboratory Test Result","a2886f38-8c90-496d-bdef-21f4a51f0f97","Laboratory Test Result","True","BiomedicalConceptProperty_118","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","d971e82b-5d2b-4e30-8e26-694f20596429","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_119","True","BiomedicalConceptProperty"
"string","Molarity Unit","5e7cafa4-cab3-464d-865a-86db28470b3a","Molarity Unit","True","BiomedicalConceptProperty_120","True","BiomedicalConceptProperty"
"string","Biospecimen Type","430335c4-8f0e-46c9-8f52-6d9606e5bbcc","Biospecimen Type","True","BiomedicalConceptProperty_121","True","BiomedicalConceptProperty"
"decimal","Laboratory Test Result","e3e7da3e-635f-4889-ac73-cc1df8e440c5","Laboratory Test Result","True","BiomedicalConceptProperty_122","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","475e5df4-99eb-441b-b8c4-f9ceea071e92","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_123","True","BiomedicalConceptProperty"
"string","Molarity Unit","a2cb740e-402c-44c3-9289-7d75b883777c","Molarity Unit","True","BiomedicalConceptProperty_124","True","BiomedicalConceptProperty"
"string","Biospecimen Type","da99ab64-e6b3-44f9-8377-2062d0b56992","Biospecimen Type","True","BiomedicalConceptProperty_125","True","BiomedicalConceptProperty"
"string","Reported Event Term","1d367c57-0013-4c49-8800-6bd7a47de5b6","Reported Event Term","True","BiomedicalConceptProperty_1","True","BiomedicalConceptProperty"
"string","Dictionary-derived Term","9dc480f6-c313-4808-9253-ccf9a1543829","Dictionary-derived Term","True","BiomedicalConceptProperty_2","True","BiomedicalConceptProperty"
"string","Category","b81a81b4-15eb-41f0-bcf6-e646fa38c30d","Category","True","BiomedicalConceptProperty_3","True","BiomedicalConceptProperty"
"string","Subcategory","8edfed5d-d2fc-4be2-9eff-08dfe2e90e19","Subcategory","True","BiomedicalConceptProperty_4","True","BiomedicalConceptProperty"
"datetime","Observation Start Date Time","032e8507-ed1c-41c0-931e-9b97b484fe8c","Observation Start Date Time","True","BiomedicalConceptProperty_5","True","BiomedicalConceptProperty"
"decimal","Clinical Test Result","e371199c-ce88-47d7-bfea-db3c233d3993","Clinical Test Result","True","BiomedicalConceptProperty_6","True","BiomedicalConceptProperty"
"string","Unit of Pressure","9f44462b-e99b-4fa8-beb5-29bee20014d1","Unit of Pressure","True","BiomedicalConceptProperty_7","True","BiomedicalConceptProperty"
"string","Anatomic Site","9e040d93-0401-49d3-a03c-83e010d2bf33","Anatomic Site","True","BiomedicalConceptProperty_8","True","BiomedicalConceptProperty"
"string","Laterality","07b84664-a262-439e-a1ae-350959fe4723","Laterality","True","BiomedicalConceptProperty_9","True","BiomedicalConceptProperty"
"string","Test Method","b4df4239-5ab6-4181-ab18-2cac5b47a8bb","Test Method","True","BiomedicalConceptProperty_10","True","BiomedicalConceptProperty"
"string","Body Position","ddb34bcb-3f89-4085-b831-10968da3edd5","Body Position","True","BiomedicalConceptProperty_11","True","BiomedicalConceptProperty"
"decimal","Clinical Test Result","10442dae-4480-4c19-b915-5817c558207f","Clinical Test Result","True","BiomedicalConceptProperty_12","True","BiomedicalConceptProperty"
"string","Unit of Pressure","812c1c58-145b-4d00-9b24-6c29a41a8472","Unit of Pressure","True","BiomedicalConceptProperty_13","True","BiomedicalConceptProperty"
"string","Anatomic Site","029aef53-d8f5-4863-b3cd-5e86dc748850","Anatomic Site","True","BiomedicalConceptProperty_14","True","BiomedicalConceptProperty"
"string","Laterality","1e54a572-25d7-480e-9888-b055fba18200","Laterality","True","BiomedicalConceptProperty_15","True","BiomedicalConceptProperty"
"string","Test Method","f497b862-cd5c-46e2-b7be-1d55c783b97e","Test Method","True","BiomedicalConceptProperty_16","True","BiomedicalConceptProperty"
"string","Body Position","27c50a31-41f9-417b-858d-fd318b0fb628","Body Position","True","BiomedicalConceptProperty_17","True","BiomedicalConceptProperty"
"decimal","Clinical Test Result","1f454c34-2b83-41e6-979d-3fbd998abe35","Clinical Test Result","True","BiomedicalConceptProperty_18","True","BiomedicalConceptProperty"
"string","Unit of Temperature","cfe340df-246a-49e7-8f9b-46263a0fef40","Unit of Temperature","True","BiomedicalConceptProperty_19","True","BiomedicalConceptProperty"
"string","Anatomic Site","7ca69c9d-7a09-42ee-afde-5300400f3060","Anatomic Site","True","BiomedicalConceptProperty_20","True","BiomedicalConceptProperty"
"decimal","Clinical Test Result","4cd1199f-1f2e-4076-841d-4d047a73a8fc","Clinical Test Result","True","BiomedicalConceptProperty_21","True","BiomedicalConceptProperty"
"string","Unit of Weight","7281f292-6457-4a19-b67d-4f72072e1c67","Unit of Weight","True","BiomedicalConceptProperty_22","True","BiomedicalConceptProperty"
"decimal","Clinical Test Result","2a8ec936-ae55-4ec6-ba1c-3c7b724f9159","Clinical Test Result","True","BiomedicalConceptProperty_23","True","BiomedicalConceptProperty"
"string","Unit of Height","9e6bcc50-f899-4980-af77-4aafac6a3c6f","Unit of Height","True","BiomedicalConceptProperty_24","True","BiomedicalConceptProperty"
"decimal","Laboratory Test Result","e8eed993-deed-420c-9b62-f20696725fb3","Laboratory Test Result","True","BiomedicalConceptProperty_25","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","20f254a2-707f-4a11-a46e-6199dfd119e8","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_26","True","BiomedicalConceptProperty"
"string","Unit of Catalytic Activity Concentration","e705c1f2-7342-4cb7-a090-d8b85ea685a0","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_27","True","BiomedicalConceptProperty"
"string","Biospecimen Type","79c715f0-4d92-400a-b03a-2e7952d61faa","Biospecimen Type","True","BiomedicalConceptProperty_28","True","BiomedicalConceptProperty"
"string","Laboratory Test Result","f50cb36a-978b-4039-a524-37b7a8a38235","Laboratory Test Result","True","BiomedicalConceptProperty_29","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","d94676d5-ae1d-45e1-9d36-efe732eb4015","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_30","True","BiomedicalConceptProperty"
"string","Unit of Concentration","7402e2b2-b9d1-4f94-9ec4-06e779dc10fb","Unit of Concentration","True","BiomedicalConceptProperty_31","True","BiomedicalConceptProperty"
"string","Biospecimen Type","860a390a-da9a-4e86-b475-93d175ba0306","Biospecimen Type","True","BiomedicalConceptProperty_32","True","BiomedicalConceptProperty"
"decimal","Laboratory Test Result","47c8c672-9364-4da3-a6f5-dcbb0d4ae752","Laboratory Test Result","True","BiomedicalConceptProperty_33","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","cf5bc266-8f66-46b5-bcb8-e2b39bdffd6f","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_34","True","BiomedicalConceptProperty"
"string","Unit of Catalytic Activity Concentration","c4e512be-6a7a-4541-bfc3-565f8139650f","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_35","True","BiomedicalConceptProperty"
"string","Biospecimen Type","d1467840-ad12-4c1d-b8f3-22134613f796","Biospecimen Type","True","BiomedicalConceptProperty_36","True","BiomedicalConceptProperty"
"decimal","Laboratory Test Result","dbb7b376-cc49-4ebf-91d8-7d3bc0954f9f","Laboratory Test Result","True","BiomedicalConceptProperty_37","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","4d3625c8-3383-46ac-8a6c-ca602710ba35","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_38","True","BiomedicalConceptProperty"
"string","Unit of Catalytic Activity Concentration","a424f235-a4a4-4a6b-b091-b02b4b81f650","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_39","True","BiomedicalConceptProperty"
"string","Biospecimen Type","62cb16f6-9cdc-4b38-acc1-5b31e9df9a27","Biospecimen Type","True","BiomedicalConceptProperty_40","True","BiomedicalConceptProperty"
"string","Laboratory Test Result","56a47b4e-392a-4e4c-9253-61d1d532c358","Laboratory Test Result","True","BiomedicalConceptProperty_41","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","06db9b30-6da8-4278-aa4f-b527179749d3","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_42","True","BiomedicalConceptProperty"
"string","Unit of Concentration","ad59ebf9-c0ca-4c0a-9740-edbb86e9070f","Unit of Concentration","True","BiomedicalConceptProperty_43","True","BiomedicalConceptProperty"
"string","Biospecimen Type","e2cf008c-46ae-4392-adcb-708a074b2964","Biospecimen Type","True","BiomedicalConceptProperty_44","True","BiomedicalConceptProperty"
"decimal","Laboratory Test Result","c6d20b13-c27f-4a78-bf0e-6e7321350004","Laboratory Test Result","True","BiomedicalConceptProperty_45","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","9e358aa0-008f-4da5-8dc6-441274b00cc1","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_46","True","BiomedicalConceptProperty"
"string","Molarity Unit","9e422f40-e53e-47e0-a45e-ba0e960c97ea","Molarity Unit","True","BiomedicalConceptProperty_47","True","BiomedicalConceptProperty"
"string","Biospecimen Type","9b36d27f-f31a-4b05-8278-4d97d037b002","Biospecimen Type","True","BiomedicalConceptProperty_48","True","BiomedicalConceptProperty"
"decimal","Laboratory Test Result","672d40e7-7750-458d-91ba-c95d42ad3638","Laboratory Test Result","True","BiomedicalConceptProperty_49","True","BiomedicalConceptProperty"
"boolean","Laboratory Test Fasting Status","e1181202-206c-4ab5-9499-8935ad632686","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_50","True","BiomedicalConceptProperty"
"string","Molarity Unit","7b06cfff-6df3-46fb-8f16-a32c2a497c0b","Molarity Unit","True","BiomedicalConceptProperty_51","True","BiomedicalConceptProperty"
"string","Biospecimen Type","b22edd11-ffe3-4cbb-b2b5-0d79986c617e","Biospecimen Type","True","BiomedicalConceptProperty_52","True","BiomedicalConceptProperty"
"decimal","Clinical Test Result","43266d6a-d1f2-42b2-b8b8-93097fd6a704","Clinical Test Result","True","BiomedicalConceptProperty_53","True","BiomedicalConceptProperty"
"string","Unit of Pressure","6f221df2-5695-4487-a157-4f4d62af9762","Unit of Pressure","True","BiomedicalConceptProperty_54","True","BiomedicalConceptProperty"
"string","Anatomic Site","c39ce297-7348-4dba-a85f-415cc1499012","Anatomic Site","True","BiomedicalConceptProperty_55","True","BiomedicalConceptProperty"
"string","Laterality","e32274f0-3e45-470e-b8ef-10377b040dc5","Laterality","True","BiomedicalConceptProperty_56","True","BiomedicalConceptProperty"
"string","Test Method","a143595b-2739-4146-9296-09fcfc4b917a","Test Method","True","BiomedicalConceptProperty_57","True","BiomedicalConceptProperty"
"string","Body Position","ded152fc-d09a-4975-af24-98e748fa22c3","Body Position","True","BiomedicalConceptProperty_58","True","BiomedicalConceptProperty"
"decimal","Clinical Test Result","32af41b9-21cf-47fd-9edd-cfab780e732f","Clinical Test Result","True","BiomedicalConceptProperty_59","True","BiomedicalConceptProperty"
"string","Unit of Pressure","a24fcc04-011f-45eb-9b1f-2609e3e1e13d","Unit of Pressure","True","BiomedicalConceptProperty_60","True","BiomedicalConceptProperty"
"string","Anatomic Site","70128ac7-7ec5-4865-b04f-221f9c218d24","Anatomic Site","True","BiomedicalConceptProperty_61","True","BiomedicalConceptProperty"
"string","Laterality","cb3cb970-ce6f-4953-841d-148ef00b47e2","Laterality","True","BiomedicalConceptProperty_62","True","BiomedicalConceptProperty"
"string","Test Method","084102f2-d06a-49d9-a5f7-b607723751ed","Test Method","True","BiomedicalConceptProperty_63","True","BiomedicalConceptProperty"
"string","Body Position","f4809802-2830-4b2f-9048-e5ea671b7452","Body Position","True","BiomedicalConceptProperty_64","True","BiomedicalConceptProperty"
"integer","Clinical Test Result","73939074-3061-4d06-9f2f-8a4218ecc6d7","Clinical Test Result","True","BiomedicalConceptProperty_65","True","BiomedicalConceptProperty"
"string","Count per Minute","cc408093-3c80-48ae-80d6-24c8d32a2a00","Count per Minute","True","BiomedicalConceptProperty_66","True","BiomedicalConceptProperty"
"string","Anatomic Site","4f6bc169-1642-4a9e-ba96-c8c7a88dc5c2","Anatomic Site","True","BiomedicalConceptProperty_67","True","BiomedicalConceptProperty"
"string","Laterality","188de225-1939-42a5-b273-69d79c510528","Laterality","True","BiomedicalConceptProperty_68","True","BiomedicalConceptProperty"
"string","Test Method","1a413742-e2a3-41ab-952f-c002c5575264","Test Method","True","BiomedicalConceptProperty_69","True","BiomedicalConceptProperty"
"string","Body Position","c87a94c4-5aca-4dd7-a404-275ace378f35","Body Position","True","BiomedicalConceptProperty_70","True","BiomedicalConceptProperty"
"decimal","Clinical Test Result","42e998b3-fe72-41e1-b4c0-fa54a0fbd9e1","Clinical Test Result","True","BiomedicalConceptProperty_71","True","BiomedicalConceptProperty"
"string","Unit of Pressure","f1d8c303-5242-45c8-99a9-afd32089d171","Unit of Pressure","True","BiomedicalConceptProperty_72","True","BiomedicalConceptProperty"
"string","Anatomic Site","96fb9029-9a48-4cc9-88ca-7a04f271a8a8","Anatomic Site","True","BiomedicalConceptProperty_73","True","BiomedicalConceptProperty"
"string","Laterality","634249b5-30d7-4f49-9a4b-301423413fb4","Laterality","True","BiomedicalConceptProperty_74","True","BiomedicalConceptProperty"
"string","Test Method","8562fd2d-4e3e-4c66-af16-5e94000b3eb4","Test Method","True","BiomedicalConceptProperty_75","True","BiomedicalConceptProperty"
"string","Body Position","65081788-21c1-4d16-a7ed-e29005d383c5","Body Position","True","BiomedicalConceptProperty_76","True","BiomedicalConceptProperty"
"decimal","Clinical Test Result","f94c0069-25f9-4f15-9548-6aeaae0198cb","Clinical Test Result","True","BiomedicalConceptProperty_77","True","BiomedicalConceptProperty"
"string","Unit of Pressure","f4ff776a-d4da-406d-9e30-92aa5654dfeb","Unit of Pressure","True","BiomedicalConceptProperty_78","True","BiomedicalConceptProperty"
"string","Anatomic Site","81426358-569b-4231-a37a-07b877167245","Anatomic Site","True","BiomedicalConceptProperty_79","True","BiomedicalConceptProperty"
"string","Laterality","ff20fe6c-6ef9-437a-9f07-f7dfb2f45393","Laterality","True","BiomedicalConceptProperty_80","True","BiomedicalConceptProperty"
"string","Test Method","1c6ffab7-0583-43b1-80d4-fcc00f04c517","Test Method","True","BiomedicalConceptProperty_81","True","BiomedicalConceptProperty"
"string","Body Position","67d636a4-ec38-48a1-8944-bf939940b099","Body Position","True","BiomedicalConceptProperty_82","True","BiomedicalConceptProperty"
"integer","Clinical Test Result","ec6a5b1f-24e9-41e6-8d3e-10d19b086a57","Clinical Test Result","True","BiomedicalConceptProperty_83","True","BiomedicalConceptProperty"
"string","Count per Minute","d77c988b-af98-4f91-b1cd-9614d578e2f9","Count per Minute","True","BiomedicalConceptProperty_84","True","BiomedicalConceptProperty"
"string","Anatomic Site","f31cb96d-1299-4e3e-83e2-50aee4e0cfd2","Anatomic Site","True","BiomedicalConceptProperty_85","True","BiomedicalConceptProperty"
"string","Laterality","ffbcda7f-aad1-4802-ad11-9fcf17ba1bc2","Laterality","True","BiomedicalConceptProperty_86","True","BiomedicalConceptProperty"
"string","Test Method","7a9cfa00-679a-4843-a002-160e12ab1d51","Test Method","True","BiomedicalConceptProperty_87","True","BiomedicalConceptProperty"
"string","Body Position","9affdb43-29bb-4fa6-8e78-46140c53990f","Body Position","True","BiomedicalConceptProperty_88","True","BiomedicalConceptProperty"
