"uuid:ID","text","sectionTitle","id","name","sectionNumber"
"bb5847e7-fe92-40e5-aa84-bcc5b550ddb0","<div></div>","Rationale for Comparator","NarrativeContent_15","SECTION 4.2.1","4.2.1"
"5f617fa5-8088-4b1e-a161-f11c95e73cd7","<div></div>","Rationale for Adaptive or Novel Trial Design","NarrativeContent_16","SECTION 4.2.2","4.2.2"
"9609ce06-bfa4-4c16-889a-6ac65bf8557e","<div></div>","Other Trial Design Considerations","NarrativeContent_17","SECTION 4.2.3","4.2.3"
"0475df19-f790-494f-ad3a-fdd4e67715aa","<div></div>","Access to Trial Intervention After End of Trial","NarrativeContent_18","SECTION 4.3","4.3"
"5cd652e5-1b0d-4829-8458-ff5447871b16","<div></div>","Start of Trial and End of Trial","NarrativeContent_19","SECTION 4.4","4.4"
"b265bc1c-8e4d-4c26-a4be-4c95f0267ed2","<div></div>","TRIAL POPULATION","NarrativeContent_20","SECTION 5","5"
"54927d8e-be53-4247-812b-9e649ed799b2","<div></div>","Selection of Trial Population","NarrativeContent_21","SECTION 5.1","5.1"
"a684205e-71f2-464d-8ad4-8c2345bbb24f","<div></div>","Rationale for Trial Population","NarrativeContent_22","SECTION 5.2","5.2"
"a440a2c8-4a7d-40d5-aab9-92a9b2c26e6e","<div><p>Inclusion criteria are:</p>
<ul>
  <li>1. Something</li>
  <li>2. Something else</li>
</ul></div>","Inclusion Criteria","NarrativeContent_23","SECTION 5.3","5.3"
"25723b4a-e501-4808-b95e-580fed9de538","<div><p>Exclusion criteria are:</p>
<ul>
  <li>1. Dont do this</li>
  <li>2. And don't do that</li>
</ul></div>","Exclusion Criteria","NarrativeContent_24","SECTION 5.4","5.4"
"7b238525-4467-45eb-a446-3994d6ab9512","<div></div>","Lifestyle Considerations","NarrativeContent_25","SECTION 5.5","5.5"
"d560964f-340b-4176-9b97-c5d38bd6f4c4","<div></div>","Meals and Dietary Restrictions","NarrativeContent_26","SECTION 5.5.1","5.5.1"
"aec52cf0-a205-4e39-8c19-1532d60d0ac1","<div></div>","Caffeine, Alcohol, Tobacco, and Other Habits","NarrativeContent_27","SECTION 5.5.2","5.5.2"
"bb4a19c5-dcb2-4c18-9eac-a7105d1464ca","<div></div>","Physical Activity","NarrativeContent_28","SECTION 5.5.3","5.5.3"
"880b9dc0-4109-4786-bbb4-bfb15da7e017","<div></div>","Other Activity","NarrativeContent_29","SECTION 5.5.4","5.5.4"
"7269a1e3-d07b-4303-8a7e-229f73328ff9","<div></div>","Screen Failures","NarrativeContent_30","SECTION 5.6","5.6"
"41c3930d-a1fb-4ed8-997c-49205e938adc","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY","NarrativeContent_31","SECTION 6","6"
"3588b71d-e288-42e2-9afe-6e3a20e959a9","<div></div>","Description of Trial Intervention","NarrativeContent_32","SECTION 6.1","6.1"
"e6615c7b-0a4e-478d-bb1e-ee19c963bca9","<div></div>","Rationale for Trial Intervention","NarrativeContent_33","SECTION 6.2","6.2"
"40b0e97a-2cc6-41c9-a1a1-f713c29df5cd","<div></div>","Dosing and Administration","NarrativeContent_34","SECTION 6.3","6.3"
"346f3976-d9dd-4bed-8811-b5ab298378e5","<div></div>","Trial Intervention Dose Modification","NarrativeContent_35","SECTION 6.3.1","6.3.1"
"476e16f3-d4ee-4be3-8d36-0c86375fe314","<div></div>","Treatment of Overdose","NarrativeContent_36","SECTION 6.4","6.4"
"6fd8a28a-e791-4449-9ac9-02e3c4d820e1","<div></div>","Preparation, Handling, Storage and Accountability","NarrativeContent_37","SECTION 6.5","6.5"
"11eda55a-8974-4285-97d4-8cd8ed0df894","<div></div>","Preparation of Trial Intervention","NarrativeContent_38","SECTION 6.5.1","6.5.1"
"163554af-7de6-48e8-9316-6b0f0cbe4f7e","<div></div>","Handling and Storage of Trial Intervention","NarrativeContent_39","SECTION 6.5.2","6.5.2"
"9779117d-7379-4fd8-ac82-2666977d6c99","<div></div>","Accountability of Trial Intervention","NarrativeContent_40","SECTION 6.5.3","6.5.3"
"47ef3cac-298b-4359-bf63-9dba88098bc7","<div></div>","Participant Assignment, Randomisation and Blinding","NarrativeContent_41","SECTION 6.6","6.6"
"456947e6-37a5-4e24-b2e0-4851d6471cbe","<div></div>","Participant Assignment","NarrativeContent_42","SECTION 6.6.1","6.6.1"
"93fc1f9c-aed3-48d7-9e51-524c2de80edd","<div></div>","Randomisation","NarrativeContent_43","SECTION 6.6.2","6.6.2"
"80d9f8d1-754f-4dc4-9a11-113d02768c17","<div><p>Blinding and unblinding text here please</p></div>","Blinding and Unblinding","NarrativeContent_44","SECTION 6.6.3","6.6.3"
"8f49a32b-dd37-4ca2-a99e-36707bff4030","<div></div>","Trial Intervention Compliance","NarrativeContent_45","SECTION 6.7","6.7"
"827ff4db-9310-4bfb-bcd6-497f92882120","<div></div>","Concomitant Therapy","NarrativeContent_46","SECTION 6.8","6.8"
"06024b2d-0f48-400a-b21e-636f64fb9fe1","<div></div>","Prohibited Concomitant Therapy","NarrativeContent_47","SECTION 6.8.1","6.8.1"
"c04020e0-4498-4f00-8db0-2a3b6f120d3a","<div></div>","Permitted Concomitant Therapy","NarrativeContent_48","SECTION 6.8.2","6.8.2"
"68741715-1d96-44a6-8c63-4cf7e7f6438b","<div></div>","Rescue Therapy","NarrativeContent_49","SECTION 6.8.3","6.8.3"
"490379bd-3f7f-424b-92fe-a38d0d0461db","<div></div>","Other Therapy","NarrativeContent_50","SECTION 6.8.4","6.8.4"
"ef5ce56e-a4ad-4c9b-bfbe-f6cec9f85e84","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_51","SECTION 7","7"
"4fdb31d8-cda9-4316-8685-68280f5826d0","<div></div>","Discontinuation of Trial Intervention","NarrativeContent_52","SECTION 7.1","7.1"
"7e63ad9c-43a3-406a-91a2-e2e9ad2e204b","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_53","SECTION 7.1.1","7.1.1"
"bd435cef-9516-4238-a9eb-0c7aa75160e9","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_54","SECTION 7.1.2","7.1.2"
"20dffdad-f283-4be0-8c16-45e639564298","<div></div>","Rechallenge","NarrativeContent_55","SECTION 7.1.3","7.1.3"
"9924dcc4-4393-47b1-91c6-bb6af44c16c0","<div></div>","Participant Withdrawal from the Trial","NarrativeContent_56","SECTION 7.2","7.2"
"0eb6bfeb-9ac7-40cd-ab13-eb7afd2d4963","<div></div>","Lost to Follow-Up","NarrativeContent_57","SECTION 7.3","7.3"
"25770cc3-3c28-4c05-8490-3a44be3ffd78","<div></div>","Trial Stopping Rules","NarrativeContent_58","SECTION 7.4","7.4"
"e94d5e60-f136-47f7-ad74-4b26d1170a6d","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_59","SECTION 8","8"
"21c6ab56-4fe9-427a-bb9e-88f38f07d5fb","<div></div>","Screening/Baseline Assessments and Procedures","NarrativeContent_60","SECTION 8.1","8.1"
"f1d545b4-f87b-4e48-ad2a-6843daeb366e","<div></div>","Efficacy Assessments and Procedures","NarrativeContent_61","SECTION 8.2","8.2"
"4e943dfb-58a8-497e-82fd-5b0aa8f23785","<div></div>","Safety Assessments and Procedures","NarrativeContent_62","SECTION 8.3","8.3"
"c11a183d-eaca-4ed1-b814-8aa82a5f8a60","<div></div>","Physical Examination","NarrativeContent_63","SECTION 8.3.1","8.3.1"
"027a8ecb-6d47-493a-bb23-3918efbb9cd1","<div></div>","Vital Signs","NarrativeContent_64","SECTION 8.3.2","8.3.2"
"66a6fc02-36b1-4b9c-ad49-59f09fa0c02d","<div></div>","Electrocardiograms","NarrativeContent_65","SECTION 8.3.3","8.3.3"
"1815bb44-34e7-4866-94c5-a5e4b9c49584","<div></div>","Clinical Laboratory Assessments","NarrativeContent_66","SECTION 8.3.4","8.3.4"
"705a813d-8bf9-4253-b86b-ad3d3c3d38b0","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_67","SECTION 8.3.5","8.3.5"
"ab0ce224-75d4-4df8-bfbf-a03eb11002ea","<div></div>","Adverse Events and Serious Adverse Events","NarrativeContent_68","SECTION 8.4","8.4"
"ac757122-c112-4877-9672-66dbe689d945","<div></div>","Definitions of AE and SAE","NarrativeContent_69","SECTION 8.4.1","8.4.1"
"74d85856-a6f4-4e8c-b53b-8f0feea47cfe","<div></div>","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_70","SECTION 8.4.2","8.4.2"
"ed5261a6-b973-4599-8fd7-0f9ab9e2b122","<div></div>","Identifying AEs and SAEs","NarrativeContent_71","SECTION 8.4.3","8.4.3"
"53e693da-ae5c-4bf7-a99a-d8d8c46f7162","<div></div>","Recording of AEs and SAEs","NarrativeContent_72","SECTION 8.4.4","8.4.4"
"3c4ea6b0-269e-4c4d-9cc0-1a38d6cde04e","<div></div>","Follow-up of AEs and SAEs","NarrativeContent_73","SECTION 8.4.5","8.4.5"
"ea0df002-edfc-4b42-b161-400b12416067","<div></div>","Reporting of SAEs","NarrativeContent_74","SECTION 8.4.6","8.4.6"
"6bdf54fa-cafb-46c2-88b8-748ba96fc8b1","<div></div>","Regulatory Reporting Requirements for SAEs","NarrativeContent_75","SECTION 8.4.7","8.4.7"
"09016318-4e01-4be4-91df-2dba19d84313","<div></div>","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_76","SECTION 8.4.8","8.4.8"
"2e162f64-53ed-471a-9d07-8d80f1e8b1f4","<div></div>","Adverse Events of Special Interest","NarrativeContent_77","SECTION 8.4.9","8.4.9"
"6f7a5fe6-38af-495f-837c-cf32546f2da3","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_78","SECTION 8.4.10","8.4.10"
"5ab1601f-d664-4e6a-95ca-565c5427b218","<div></div>","Pregnancy and Postpartum Information","NarrativeContent_79","SECTION 8.5","8.5"
"9d3b9522-bff5-4475-9aff-0eca6ed52d7d","<div></div>","Participants Who Become Pregnant During the Trial","NarrativeContent_80","SECTION 8.5.1","8.5.1"
"240666fe-b676-4b18-a7ef-91a1221d474e","<div></div>","Participants Whose Partners Become Pregnant","NarrativeContent_81","SECTION 8.5.2","8.5.2"
"95ac2a22-5709-4dff-80e6-8b2204b56313","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_82","SECTION 8.6","8.6"
"db802075-b547-4d33-9f8a-9f9b8dba91d9","<div></div>","Definition of Medical Device Product Complaints","NarrativeContent_83","SECTION 8.6.1","8.6.1"
"381893bc-353b-4842-8b28-5cb97b4094a8","<div></div>","Recording of Medical Device Product Complaints","NarrativeContent_84","SECTION 8.6.2","8.6.2"
"127f2e80-4a27-4519-9ff1-4164ff34058a","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_85","SECTION 8.6.3","8.6.3"
"ccfd2174-f53d-4a0e-b76d-f825f3911513","<div></div>","Follow-Up of Medical Device Product Complaints","NarrativeContent_86","SECTION 8.6.4","8.6.4"
"45ba6c5d-92ed-4a5c-8bc3-2bbd7d1a97f5","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_87","SECTION 8.6.5","8.6.5"
"5770caa7-75a7-4850-9784-44dbc3f082b3","<div></div>","Pharmacokinetics","NarrativeContent_88","SECTION 8.7","8.7"
"f980ca95-a942-43d5-a804-b6b1e863aa6c","<div></div>","Genetics","NarrativeContent_89","SECTION 8.8","8.8"
"fb5f4f52-d5d6-4a00-a74f-da43006498e9","<div></div>","Biomarkers","NarrativeContent_90","SECTION 8.9","8.9"
"c6b857cb-788d-4be0-a6b1-c7af8d220c33","<div></div>","Immunogenicity Assessments","NarrativeContent_91","SECTION 8.1","8.1"
"2ecb0d6f-4575-472d-a308-472273af3c93","<div></div>","Medical Resource Utilisation and Health Economics","NarrativeContent_92","SECTION 8.1.1","8.1.1"
"554c979d-3176-4402-8f97-86b46074a9ac","<div></div>","STATISTICAL CONSIDERATIONS","NarrativeContent_93","SECTION 9","9"
"62282f76-5a70-4f98-9cdf-1e6bba6b7adf","<div></div>","Analysis Sets","NarrativeContent_94","SECTION 9.1","9.1"
"4679e82c-4ae8-4621-97a9-d003e5604fb6","<div></div>","Analyses Supporting Primary Objective(s)","NarrativeContent_95","SECTION 9.2","9.2"
"a8913cb6-763c-4776-8e87-cf458f1f6e61","<div></div>","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_96","SECTION 9.2.1","9.2.1"
"9f063a04-438e-45e3-84ea-1dceccd2c4f2","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_97","SECTION 9.2.2","9.2.2"
"01b1ce40-65d3-4eb9-b87f-833b1c027185","<div></div>","Handling of Missing Data","NarrativeContent_98","SECTION 9.2.3","9.2.3"
"bcb162fe-7490-4d84-affb-89599fdc10fc","<div></div>","Sensitivity Analysis","NarrativeContent_99","SECTION 9.2.4","9.2.4"
"deee2aa6-f6bd-47fa-a9c5-426b440727b8","<div></div>","Supplementary Analysis","NarrativeContent_100","SECTION 9.2.5","9.2.5"
"8be3a031-1985-4b2a-a10d-99b1b2a6eb9b","<div></div>","Analysis Supporting Secondary Objective(s)","NarrativeContent_101","SECTION 9.3","9.3"
"324598be-3bc4-438c-ba70-96b2f4c466f1","<div></div>","Analysis of Exploratory Objective(s)","NarrativeContent_102","SECTION 9.4","9.4"
"37594feb-5816-4e0f-be2f-0841a26b01e0","<div></div>","Safety Analyses","NarrativeContent_103","SECTION 9.5","9.5"
"fb37a118-a427-4ba7-aa2d-a10ae5370caf","<div></div>","Other Analyses","NarrativeContent_104","SECTION 9.6","9.6"
"11c8c204-7cb9-4e1a-96f9-7ceac2e2896c","<div></div>","Interim Analyses","NarrativeContent_105","SECTION 9.7","9.7"
"8d43e6ef-9ac2-4c44-adc2-d3eefef4bfe8","<div></div>","Sample Size Determination","NarrativeContent_106","SECTION 9.8","9.8"
"89a00da9-5d11-4802-9699-e67534842478","<div></div>","Protocol Deviations","NarrativeContent_107","SECTION 9.9","9.9"
"769f2d6b-b565-4d74-a69f-f100b6f87825","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_108","SECTION 10","10"
"71feda91-87e2-4b5f-b0ff-25971948f74d","<div></div>","Regulatory and Ethical Considerations","NarrativeContent_109","SECTION 10.1","10.1"
"60f71811-3d0a-48ff-b86d-113ba14b35df","<div></div>","Committees","NarrativeContent_110","SECTION 10.2","10.2"
"6937a211-d5c0-4300-b77f-d012e1334b71","<div></div>","Informed Consent Process","NarrativeContent_111","SECTION 10.3","10.3"
"6051883f-f705-4850-a682-dd54f864586d","<div></div>","Data Protection","NarrativeContent_112","SECTION 10.4","10.4"
"f3f2d45d-af00-41b7-8ca0-813ef9314f51","<div></div>","Early Site Closure or Trial Termination","NarrativeContent_113","SECTION 10.5","10.5"
"1e24ea12-7c15-4899-8d92-84121ad92883","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_114","SECTION 11","11"
"30479b22-46d2-4442-9084-224eb08f2710","<div></div>","Quality Tolerance Limits","NarrativeContent_115","SECTION 11.1","11.1"
"e9c44147-1f97-49c9-a255-98c5ceebaa7e","<div></div>","Data Quality Assurance","NarrativeContent_116","SECTION 11.2","11.2"
"05f117d0-3acb-4c55-a48a-bcae745dbd4d","<div></div>","Source Data","NarrativeContent_117","SECTION 11.3","11.3"
"6e883185-9ad8-4a49-93a6-b2eca127f861","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_118","SECTION 12","12"
"5e88beaa-3bfe-4a29-9f32-f9d00304e942","<div></div>","Further Details and Clarifications on the AE Definition","NarrativeContent_119","SECTION 12.1","12.1"
"2bfc62b3-a3d3-48a8-b979-de2f73a57f0b","<div></div>","Further Details and Clarifications on the SAE Definition","NarrativeContent_120","SECTION 12.2","12.2"
"8f23e3c7-91a9-4b95-9dfa-3906658162f8","<div></div>","Severity","NarrativeContent_121","SECTION 12.3","12.3"
"44a51250-9954-4318-a7ed-6b96d0fce8b4","<div></div>","Causality","NarrativeContent_122","SECTION 12.4","12.4"
"43d74b0d-f6fb-4d9c-8446-160d3424e7fd","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_123","SECTION 13","13"
"440dd7b6-d54c-4bee-8f16-2cf6cafd5528","<div></div>","Contraception and Pregnancy Testing","NarrativeContent_124","SECTION 13.1","13.1"
"f1d26c34-431c-419e-a24e-5965fa3cff71","<div></div>","Definitions Related to Childbearing Potential","NarrativeContent_125","SECTION 13.1.1","13.1.1"
"76954c79-e8b2-4d05-bb9a-f6db2806d2c7","<div></div>","Contraception","NarrativeContent_126","SECTION 13.1.2","13.1.2"
"d3fde239-e7e9-4fcc-8bf9-60dce14d4789","<div></div>","Pregnancy Testing","NarrativeContent_127","SECTION 13.1.3","13.1.3"
"d02e591e-9a13-4180-b6e6-c2c4afb14d88","<div></div>","Clinical Laboratory Tests","NarrativeContent_128","SECTION 13.2","13.2"
"f38ca00f-e928-4fe9-a180-af1d25337cb3","<div></div>","Country/Region-Specific Differences","NarrativeContent_129","SECTION 13.3","13.3"
"bb749550-3176-499c-9aa8-9eb249d91c16","<div></div>","Prior Protocol Amendments","NarrativeContent_130","SECTION 13.4","13.4"
"9dcb7b82-d900-43ef-9f91-0b7f2ab2d22a","<div></div>","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_131","SECTION 14","14"
"32021502-ca34-4011-91b7-1b10278f7f2e","<div></div>","APPENDIX: REFERENCES","NarrativeContent_132","SECTION 15","15"
